"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","c71d241eff5be67b2b78867b32e286c30e424d8a15b1441cd158a6f013a6a5cd","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Eastside"
"7d9b1e15-af0a-569e-a0cd-5bb55e2395fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Install frames including trims to doors"
"04d79946-7d3f-595f-b114-7162d1cd3535","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Install windows and trimming"
"9ea45d97-df20-55a6-876d-683ba4ac80e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Install door panels"
"b90ee03a-d5e5-5c25-9712-a1cac0b28944","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Installation of all hardware"
"a3defe66-b47c-5d01-8573-e402a05f25a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Ensure all external and internal angles are sealed"
"ad955302-1e80-5c0c-8d3e-d83f4f60dcdd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Handover"
"5b90e3bb-e55d-4db0-bf5f-4d349845a89d","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W01"
"acd867f9-f1e7-5d51-a7fa-b17e0567a038","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Waterproofing angle completed"
"a048e219-9b4e-5135-a216-d1731be675fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Installation of sub-sill and caulked"
"3f63e9bd-36cf-53cd-9872-393cf2b0ecdf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Installation of sub-head and caulked"
"af2a0095-2a40-5966-a767-0e2efc44ff0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Install frames including trims to doors"
"794ad1ab-434b-5558-b183-8b3cea5d5d85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Install windows and trimming"
"1f662b99-dcb3-51cd-86a3-97740fb035d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Install door panels"
"2dec2442-0205-53d9-9d0b-08ccf9264ba1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Installation of all hardware"
"b870c8d5-a39d-5b45-90ac-3612199442cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Ensure all external and internal angles are sealed"
"e4815b37-da0b-5f52-acc2-116226a5423b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Handover"
"b9fd0eed-bc26-4997-b35b-a6204348b82e","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W02-A"
"842552a8-46e8-57d0-9bc3-844d988c75b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Waterproofing angle completed"
"68ec773b-1d61-58e4-84aa-013f8a392212","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Installation of sub-sill and caulked"
"8f40fdd5-e238-514c-9a96-6f3354d4a866","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Installation of sub-head and caulked"
"fb9bb5d1-3a85-560a-acaf-92391ab6ecf1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Install frames including trims to doors"
"dc83bd09-f240-5a98-9203-ecdac2056ec9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Install windows and trimming"
"87c30102-8519-595b-bd2d-5e014ba11820","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Install door panels"
"00a41e0a-ba3d-57b0-934f-c64429f2ec84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Installation of all hardware"
"15e0134b-ed7d-5da4-bfab-ee18c882fc4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Ensure all external and internal angles are sealed"
"8235ec44-881e-551e-a9b5-1e163f3d6903","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Handover"
"0ebc8610-c9e7-47e3-8bcd-4f4becee7bf5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 16","1607"
"48376d52-2d0f-4724-9f65-cf28d81333bb","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W10"
"7a224d60-6380-5da3-a663-71872640872b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Waterproofing angle completed"
"7b5d22c6-61d9-568a-bb00-ec354ee58834","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Installation of sub-sill and caulked"
"5e1ae151-b2ff-5381-acbb-134dfb5ea6d0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Installation of sub-head and caulked"
"eb1ee217-ccdd-55cc-9101-880ce3bb51dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Install frames including trims to doors"
"a2c85990-b0c6-5d21-8213-a9bcc3b36a88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Install windows and trimming"
"75b79a3e-92d8-57a2-b91d-577271558c2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Install door panels"
"d7d7c7e7-785f-5aee-a1f5-8a0b3d46f500","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Installation of all hardware"
"cac47b77-0b77-5bbb-8e81-6ba0b487c457","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Ensure all external and internal angles are sealed"
"0fa4663b-b801-5a63-9178-45993f621c71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Handover"
"c886a822-213b-4cd7-9de6-a3886952160f","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W11"
"dae039f4-0d16-50b2-848d-39f15354688f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Waterproofing angle completed"
"9e9b9d12-8d7c-5a13-a00a-f15938a328a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Installation of sub-sill and caulked"
"726b1168-0f08-5c45-a9ce-bd99351f79a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Installation of sub-head and caulked"
"632de020-cc2a-5b5d-b593-b45dbeaf0c29","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Install frames including trims to doors"
"d5dfaebd-c289-5475-a8a2-09ce7e99b7f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Install windows and trimming"
"15e670da-e33d-5b42-86ab-de709cda377a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Install door panels"
"b6143845-72ac-58e2-808e-467864356a48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Installation of all hardware"
"0bd93b62-faaf-5225-993a-000386bd6add","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Ensure all external and internal angles are sealed"
"ca532d5e-5cdd-5261-af3f-8858ee5bb5eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Handover"
"1b37c8e9-d843-4ec8-b63c-f778c3b42339","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W12-B"
"2afde0bb-efc0-50ad-96d1-78853d8d8e24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Waterproofing angle completed"
"c5cb608e-b8ff-5ee8-86f9-27ccaf390dae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Installation of sub-sill and caulked"
"aedd8195-c96e-5fab-b103-57031b647a6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Installation of sub-head and caulked"
"f5cb0f24-e99d-58e1-bed1-f61d6302ad03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Install frames including trims to doors"
"d42710e3-c1a1-5a66-8d96-dec527d825f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Install windows and trimming"
"531273f4-a6f1-5b5e-9694-307f0678b2e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Install door panels"
"7818696f-267f-5464-942c-7d3ebb9ec0ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Installation of all hardware"
"56f0a737-b966-5c32-a58d-7857ca0a1367","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Ensure all external and internal angles are sealed"
"3152f419-e846-57cd-bf2f-34e801e19e9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Handover"
"188c4a26-d35b-4a68-9ec1-a7d06f64c280","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W14"
"034d10f2-91b8-5b5a-9e41-08d2dced0c2d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Waterproofing angle completed"
"6cf3fc69-cbb7-59bf-ba3d-d88c7dc241ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of sub-sill and caulked"
"69035841-a6d5-5a63-9e96-7f63d5141609","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of sub-head and caulked"
"2983ef39-89a8-5255-8b95-a967fa1b7dd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install frames including trims to doors"
"8209485a-1583-50c2-8eff-ac7245f415b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install windows and trimming"
"0614a17d-816d-53ca-8f92-e77c0f3ada0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install door panels"
"4dfb6f12-497c-5d19-9824-1686860ae5c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of all hardware"
"c0825fed-d775-52bf-951c-c121bb09afa0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Ensure all external and internal angles are sealed"
"8ef9aceb-98ab-59dd-bbaf-b52476bdb279","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Handover"
"a01d6a23-a78c-4f17-8de9-9bd4e7436e06","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W02"
"1ef66c45-26a1-5b7d-9a27-bb7257d69d85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Waterproofing angle completed"
"b0a902d9-b9d5-58c0-b591-c8e07a2a5d36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Installation of sub-sill and caulked"
"9f7beb4b-cb7f-5133-b6d5-819bd048db1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Installation of sub-head and caulked"
"1253ee3c-0745-5e1d-b147-feb112e17502","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Install frames including trims to doors"
"45b62fd6-1f09-572f-930b-2c72585845dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Install windows and trimming"
"207fb3dc-c16d-533c-9e13-cff7bd9957d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Install door panels"
"3ea57457-1423-59c9-bc2d-4f50592c2a27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Installation of all hardware"
"185694f5-556e-5e3c-a209-8faee3890c91","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Ensure all external and internal angles are sealed"
"f17d078a-eea6-568f-9d8a-3dfdff8cf4b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Handover"
"a7efd39f-0407-4e2e-acfd-d9b1961d5016","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W14"
"14b5474d-c6c3-5f8b-8c87-718670597b00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Waterproofing angle completed"
"81c00414-fbb7-5cde-a248-9cc29f698f37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of sub-sill and caulked"
"b1a120b9-1dc3-5d86-8d52-9ec6b9c124f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of sub-head and caulked"
"df1bc9a9-1721-5b0a-82c8-6f2cf072bb11","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install frames including trims to doors"
"c1054d48-01c7-5e37-9389-5d1a42b1b8df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install windows and trimming"
"9bf8eb80-2c04-5de3-9f77-b9d3a3542a84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install door panels"
"7f318023-6f91-5b36-80cc-c9ab74729f24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of all hardware"
"e38bca42-0ba2-586e-9ceb-5a53b68016f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Ensure all external and internal angles are sealed"
"a3c1f99d-398b-50c4-bc24-3dd796096490","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Handover"
"4c46388d-3619-4e09-92b9-280d6ab099c3","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W31"
"913c5ce3-0427-50b7-9080-cd25d4edd939","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Waterproofing angle completed"
"5b1a50c6-1c5c-503a-b0c4-54f8d4a8687b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Installation of sub-sill and caulked"
"d07e1a32-8968-553b-ae3c-9389aa3a5aa8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Installation of sub-head and caulked"
"8c2334fb-2467-5ffa-8d44-dccc8b42c809","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Install frames including trims to doors"
"9e10cf3e-d444-5f03-8c2a-73499fe95b31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Install windows and trimming"
"4cba9d88-9d8c-5504-9776-9e19eb178f59","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Install door panels"
"2c0e06e7-1594-5c13-8953-1a7cd8c461ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Installation of all hardware"
"f88dc2e2-d942-53e6-bbee-320c0ddb5572","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Ensure all external and internal angles are sealed"
"dcc1bbfb-7120-5a59-8786-a3bab63c600e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Handover"
"bac197c3-303b-465a-8108-600e0a8bbcf4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 16","1608"
"6569d0b9-ac9c-4a92-99f2-59c183710ded","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 16","1608","W19"
"845490f4-df34-5f10-a6f6-a428f6f69155","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1608","W19","Waterproofing angle completed"
"9716a8a7-1b4c-5f53-a47d-e1a3ce61f596","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1608","W19","Installation of sub-sill and caulked"
"19d2970b-4b74-5916-9689-e7037eb4e500","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1608","W19","Installation of sub-head and caulked"
"d01c68ff-f111-50c8-a2e2-1111c7875585","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1608","W19","Install frames including trims to doors"
"a97bccf5-436c-5d2e-8083-633415f7b5ec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1608","W19","Install windows and trimming"
"184e3da8-f7c1-5660-bbe4-f65d2bf8561a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1608","W19","Install door panels"
"389d2772-18ef-50dc-a774-b77a3167ebee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1608","W19","Installation of all hardware"
"79cdd0d2-aaa7-50b0-ba3a-9e03b8db880d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1608","W19","Ensure all external and internal angles are sealed"
