"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1de4885-1884-4a71-a00e-b40d629ee84b","","folder-normal","not-started","","step","TRUE","FALSE","Keller Site QA"
"928300a0-8c84-4f1a-a73b-3744e181bbec","","folder-normal","not-started","","step","TRUE","FALSE","Keller Site QA","Retention Piles"
"f17034d1-7aae-42a1-828c-f48498dc4a30","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 30"
"0da31f6b-9cd8-456e-9f81-be380413950d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Saturday 31"
"1371d0c9-c5c5-40b2-bbc6-58749c139f0d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos","January 2023"
"dc0b6f05-263c-4d27-a7f1-1e6a50bd466e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Sunday 1"
"7d4f853d-12b3-45cd-a064-fb6a9dea71cd","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 2"
"8611d60c-6ade-499c-b8d5-35e8ce46d9ab","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 3"
"bc45d0f1-bbe9-4860-979a-e9c34aa318ce","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Wednesday 4"
"7fef700f-ffab-4c25-8107-7e03c85758bf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Thursday 5"
"10275928-a689-4db7-9120-679cbc619845","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Friday 6"
"8117de30-5ed7-4e54-a806-09a2e259482d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Saturday 7"
"381583c4-f4d3-4391-966f-3d2f2924465c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Sunday 8"
"54f09d94-36d3-49e7-8abe-2782daf6fbac","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 9"
"4e6e9f4b-48d1-4e5d-bae8-324215c54d78","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 10"
"63031d40-8c43-4642-b702-0dddad16df8a","","checklist-flat","work-in-progress","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Wednesday 11"
"8726a128-b43a-438a-8f5f-94f30576e217","","checklist-flat","work-in-progress","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Thursday 12"
"fbb91fef-f7e8-4456-895b-fcaafaa4ac51","","checklist-flat","work-in-progress","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Friday 13"
"5e71a1b5-1aec-41d8-8adc-3e3a977ed2b3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Saturday 14"
"a28ddab1-81aa-405f-bd00-8fd3ada966c5","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Sunday 15"
"3a1a1509-8e0e-4d73-8664-8dcfc9978c75","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 16"
"ee2130f7-d37b-4fda-81aa-d238138e982b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 17"
"758192ee-dcc5-47f4-9678-fe20f62569a3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Wednesday 18"
"e07775b9-19f4-43c0-828a-016ae30115e0","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Thursday 19"
"15682db2-8cb1-4324-8206-1b6bebadc8d9","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Friday 20"
"53e5c7ac-e36e-46dd-97e9-b4c3cc048f04","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Saturday 21"
"16413517-1336-45eb-9953-2f3d9c9edf5a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Sunday 22"
"ab37e1f1-4a77-4292-955c-48c290002e1a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 23"
"30517fff-9142-452d-bc91-b7adad124e79","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 24"
"27cbc58d-69be-422e-88cd-1fe8463cc09d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Wednesday 25"
"57b6d53e-4eb8-4a15-9bd5-787b50b0e250","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Thursday 26"
"96327c3c-0fa1-4302-a8ef-c51ce5958baf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Friday 27"
"6dac913e-b80e-40d9-9172-5c28870eefe4","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Saturday 28"
"f5dc54aa-ce44-46ff-be9d-892afbfae058","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Sunday 29"
"a6b4e8a5-1103-45e7-a58e-909c1628426f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Monday 30"
"f624a1c6-92ca-45d7-ae8e-89acf4c64aa4","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","January 2023","Tuesday 31"
"e48cbcad-c0df-40a0-b858-82ca64936dfb","","folder-normal","not-started","","step","TRUE","FALSE","Photos","February 2023"
"1ddba4a0-ba83-4d7b-bcd7-b60486badd45","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Wednesday 1"
"2a14447f-7995-4ad0-9583-aa5878a16e8b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Thursday 2"
"9df2c851-f327-4df0-a74d-dda7a707cc2c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Friday 3"
"54c9a041-a497-48c7-9e17-609597100586","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Saturday 4"
"51ceb49c-98a8-4e77-a4a4-62af945d49ab","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Sunday 5"
"ad23e8ad-5ebb-4ea6-b4b3-4bba9818fa75","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Monday 6"
"5eaa9ce3-112b-41f3-9725-53de99694b70","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Tuesday 7"
"98549d11-a025-4207-abc5-e0cbff5c2d3c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Wednesday 8"
"97ccd409-ac01-4590-bacf-64a6fa81e4ad","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Thursday 9"
"f5f279c7-4a7a-4d49-a4d5-4cf112d0f3bb","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Friday 10"
"27562764-41c3-44f7-9e4e-a2d429d53792","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Saturday 11"
"bc9af60a-3251-49d0-bd28-083055b5421f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Sunday 12"
"8d0f6f4a-3b3f-4c7b-8fab-7a5ff05f0b19","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Monday 13"
"82c679c2-3178-45e5-a7d0-79717403626c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Tuesday 14"
"fe3d3cbe-62e1-41da-928d-bd5ef0e44b34","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Wednesday 15"
"db9263c9-d83e-477b-96c0-f1420af530f2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Thursday 16"
"0c58f459-ce78-4dc9-a643-8af406b7533b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Friday 17"
"f17e8d25-5634-4925-b2c5-9fab81cd600d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Saturday 18"
"38069a22-479e-4afc-87bf-54a79340c67d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Sunday 19"
"a19f375a-4910-4f47-8aee-dec08682b781","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Monday 20"
"f6d8d1fe-0be9-4bd1-ab67-0fc3c2709920","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Tuesday 21"
"d9e176df-ea41-4914-b865-f87e655c2ae2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Wednesday 22"
"9efa8b66-979f-4a32-bdfe-4e7409e90a6d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Thursday 23"
"1d0cc683-49d2-474c-922e-cb5f08a83aed","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Friday 24"
"50517bb6-ebea-4c21-b3d2-86dc941bc409","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Saturday 25"
"099fe22c-4986-416e-9989-c75be0fa4a49","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Sunday 26"
"0dbc8e97-8dab-45ce-9ac7-62921a407d63","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Monday 27"
"6b783954-d674-48f7-b4fe-5d5bc26eeeec","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","February 2023","Tuesday 28"
"14aea53c-2ca4-4b44-a53d-cf831f5789c8","","folder-normal","not-started","","step","TRUE","FALSE","Photos","March 2023"
"14827846-2ddb-45f5-a628-751cde79145b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 1"
"8635963f-cc8d-4c4c-b74f-6b75a22447aa","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 2"
"e3614bfe-5be9-4580-9abc-856f125b46de","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 3"
"4179037f-ec12-4e51-aa09-fe3535157dbe","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Saturday 4"
"48a5edb1-6982-4950-9fe4-b9484f7a9ccf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Sunday 5"
"c64f7b10-5457-46c0-b887-0f9d8d756efe","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Monday 6"
"85d53ed0-9bb6-41fc-ba84-55a0e1818f14","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Tuesday 7"
"e0dccdd1-386c-42d5-adcd-c98f00db6414","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 8"
"c44bd039-97c7-4450-bb61-dd7334d6e9a2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 9"
"3b5ee386-2640-439e-bbde-42dd8b76be32","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 10"
"08c3c745-9eb5-4eb4-84e4-729c523279fc","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Saturday 11"
"0b94cbcc-d6bc-4cbb-8da9-10f4768aef3a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Sunday 12"
"b57a4123-df74-4b1c-95db-20dbb46d1b27","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Monday 13"
"cada920b-d487-4ce1-b60c-0f9aaa9a0b85","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Tuesday 14"
"9b6269cf-9a54-46c2-9e61-7fb980b07008","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 15"
"0ae77415-d63b-4265-bfdb-5ed5a5ac3753","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 16"
"f47acfdb-b181-442c-a8d8-9c8fed018621","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 17"
"473f8bca-4e35-4c51-8008-23d0aa4d6f43","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Saturday 18"
"f2734f22-9f6b-4a3f-b73b-48759e2d3236","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Sunday 19"
"b7d1f4c8-d303-4a47-a8d9-5c2291baeaf5","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Monday 20"
"ba6258ca-8e12-45a7-8249-9065044460ce","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Tuesday 21"
"5fb4f2b0-bb00-4ec5-984e-609150613b10","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 22"
"42b12bb5-c08d-4990-915a-e5f2dde9b637","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 23"
"e339a5d4-d7f0-4aba-a004-911096186e2e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 24"
"69a91ca7-74f1-4eb4-94a8-e2b089ed24fa","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Saturday 25"
"4d2774e1-0ef3-4187-8d29-ad55cf1483b6","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Sunday 26"
"db0d9fa7-8ae2-4427-ab03-c1e41cfcfd2f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Monday 27"
"a1810ac1-ac90-45bd-96e1-671bf2881542","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Tuesday 28"
"b1e4aab1-b7c8-49c0-8310-8f1401e2175c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Wednesday 29"
"e855d2f6-9a25-44e9-bbd4-f2ede8aae35c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Thursday 30"
"3d7970a5-ac34-427d-933f-8392c6ffc2ba","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","March 2023","Friday 31"
"056c77e8-7141-4c93-a32f-5098df2a954b","","folder-normal","not-started","","step","TRUE","FALSE","Photos","April 2023"
"d7ee649f-cd63-4f8a-bb60-6a44dc23c90b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Saturday 1"
"21ba7efe-be49-486f-9d93-39dd5a46acae","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Sunday 2"
"95cbd86f-afa1-4971-8f75-ed4f9378034f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Monday 3"
"9ac87576-af81-465a-8a9b-aedd14c3bdad","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Tuesday 4"
"266da3ab-0a89-437b-9160-47232b372caf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Wednesday 5"
"0dac23ef-ab54-4dd5-a724-6473d1f72844","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Thursday 6"
"aef4f1e6-f1ef-4b31-bf18-97375819b7cc","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Friday 7"
"116226fe-1238-47dc-bf03-966c8fe09266","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Saturday 8"
"d796dedc-594b-4ab8-bd31-54b0df2b73b7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Sunday 9"
"da0f63aa-7590-40b9-8f1a-f32ab37f7138","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Monday 10"
"5f4c96f0-4084-4acc-ba8d-94f73a57f652","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Tuesday 11"
"d232f9d4-12fa-42fa-8621-1a0f01a8b64a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Wednesday 12"
"ff85cc73-9820-478d-8746-9c7ad30d71a3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Thursday 13"
"34529044-0d05-40d2-8214-2e80213bdc3f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Friday 14"
"cc264623-e3ab-4989-bf81-f052ced8b678","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Saturday 15"
"f9b1710f-12ed-4573-99f1-accbdb67899e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Sunday 16"
"d30b1847-3448-4b97-bf52-1b7ce83c4f24","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Monday 17"
"46ec89e1-e5a9-4ae6-bab6-8d64de547fd4","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Tuesday 18"
"62ea235b-2a72-4d08-bc6f-9fac56707635","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Wednesday 19"
"84571f22-989b-4215-be45-64195bbedaaf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Thursday 20"
"7f6b25d0-54ce-45c3-a6c9-c66d0ac426ff","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Friday 21"
"7ed2e653-f800-4204-87c8-b43d9e140d0f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Saturday 22"
"be5477e1-b824-486a-a1b6-2d70878d2ea2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Sunday 23"
"f18d3b60-b9e8-4690-a118-ae2d17584a7d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Monday 24"
"48b555a7-89e2-4a78-b994-ffa1eea9c4c2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Tuesday 25"
"631668c3-cfcc-4664-af1a-54107f4aeaab","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Wednesday 26"
"102f3042-f097-471c-95fd-61acf5aefe79","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Thursday 27"
"5d385c85-d5e0-4499-9a87-ac42d560714d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Friday 28"
"7c589100-0020-45c7-8e19-8e60e44c161e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Saturday 29"
"17b2c341-99d5-4916-9de7-c4f5e62c6d3e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","April 2023","Sunday 30"
"298d625b-2513-4110-bd42-6b0b15ab5af2","","folder-normal","not-started","","step","TRUE","FALSE","Photos","May 2023"
"feb49b8f-0067-4951-8180-2a617bb305dc","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 1"
"e19b2bc3-cf1d-4cac-963c-85c6dabc4cd1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 2"
"ab16a45c-c19c-4df4-99d2-a834ddaaab19","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 3"
"e0a4ad6e-b7a1-4363-8aea-e6b2358e7d35","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Thursday 4"
"43a2c2f2-042a-4469-a339-d38c4b47440b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Friday 5"
"617f7ed3-2033-4256-9bcc-9f3c43f2f972","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Saturday 6"
"7ca5e1ef-0557-410e-9b7d-283d7d86b977","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Sunday 7"
"3bab1620-5c90-445d-963e-43103835c1c3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 8"
"ff79974f-c2b8-4d61-987a-dc0c1fe53f6d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 9"
"c81f2bf1-91da-4277-8ec1-603dc53c5608","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 10"
"d9532fc2-e7b0-4791-ab74-3b35dcb62fbd","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Thursday 11"
"f64024c0-ebe6-4bb0-b934-bc6a3a31a3be","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Friday 12"
"1f33dc5c-3834-4c75-a2e1-e7a7336dc67d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Saturday 13"
"4c1dca8d-d452-422a-85d0-1eb0cb1911a9","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Sunday 14"
"2b90608b-2a75-4028-a132-ca20427c512b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 15"
"5f7a695f-ae3b-498a-977f-277e4f5111c9","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 16"
"2e276560-2bd8-4c5e-9eaa-e6e06e9f92e2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 17"
"4a40a8b8-1e47-42dd-a14e-ac2d63c55394","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Thursday 18"
"446f5eb2-5025-4424-b6b2-ac2724522174","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Friday 19"
"048b4278-c0d1-4b86-bbe4-d3c148745304","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Saturday 20"
"57efa6bc-c5d1-4868-b18d-8a127f1cb658","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Sunday 21"
"519732bd-d9c9-4320-bee5-8149dfd7340e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 22"
"1f6a41af-d0cb-4588-a027-19f703f39623","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 23"
"e9b2df41-4133-4aff-b809-cae1c595cc11","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Wednesday 24"
"3802c506-f747-4fd5-adad-79fca747e97d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Thursday 25"
"64980b62-981e-4279-aa39-8c58daf4451c","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Friday 26"
"a4cc6885-9f40-4dc5-8ec5-3935425f290b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Saturday 27"
"e3b58425-8125-4bc0-8812-8620fdbb2e74","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Sunday 28"
"06740d2f-2c4c-4146-905c-553c7ae14354","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Monday 29"
"80fc4613-7e7f-4a38-82fb-4d6d38557760","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","May 2023","Tuesday 30"
