"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9d25ad23-f47f-4f93-a4b9-59639a47e1f6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits"
"25906010-d397-446e-88b5-7ea455170f54","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building"
"92193f65-edbb-45e7-9215-ebc67a8dccc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements"
"41173abf-2852-4d6d-8be0-646affbc8995","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements","Slab on ground"
"4c5d4193-9de7-4231-a266-4e458db05ec4","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5051"
"b5ecbedb-20df-4965-94ca-a4881736963c","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5051","Temp Board"
"74869353-479a-43e1-9076-9e9d3db0abde","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5051","Mandatory Tests"
"f6a7a00f-4dcc-488e-a1ee-a3eebf1421d0","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5184"
"08fededd-2b2f-4a72-a101-8789a8a517cc","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5184","Temp Board"
"d700b7fa-050c-4eea-882c-7b3fa6a1665d","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5184","Mandatory Tests"
"e4fd336f-ff8e-4b70-bbd9-eac66401f6da","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5017"
"103eb39f-5b1b-4bd0-bf76-92bd05fae1e2","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5017","Temp Board"
"6c4f2a44-e7f3-48b1-bb80-56097c07ee4f","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5017","Mandatory Tests"
"2fcff2bd-f9b5-4964-8bb7-63116c4ca791","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5163"
"3ef9acf0-2cc3-40dd-ad7b-0743eb9ce983","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5163","Temp Board"
"fa84ef25-a234-42d0-8c2b-8903fa5cc95a","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5163","Mandatory Tests"
"3dfd22f1-c322-44ce-bfad-b4d8865b078a","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5144"
"e35f1b80-393b-4b14-8960-3900e5f2a667","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5144","Temp Board"
"cc356ad2-da9f-4db5-93c6-1199e616bac6","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 5144","Mandatory Tests"
"b6afd2bf-68cb-409f-8a9d-3cfc4a714b5d","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 4624"
"218f0c97-d0ed-4eb6-ad62-bdc0ed776efd","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 4624","Temp Board"
"21ed691e-1f80-4821-85a0-e3f39004e3c0","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 4624","Mandatory Tests"
"5777487c-8f32-4891-acaa-6de41ad9d8c4","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 4669"
"e5885c60-ce70-4c97-a2b1-6e6a286e567e","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 4669","Temp Board"
"b87c2b47-2564-4624-8f9c-2962fa6d8c04","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 19","AE 4669","Mandatory Tests"
"be64467f-5680-4855-9cca-09a684431efb","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20"
"6d4d3b92-d36b-476c-b950-ca136d9c13e9","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4484"
"925f76af-6359-4c8d-9e5a-81e3b47c66b9","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4484","Temp Board"
"03bdf981-2397-4940-b996-ae481d39b925","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4484","Mandatory Tests"
"228468c9-ca40-4b97-995f-a12176ce8736","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 6143"
"e28f9385-c561-47cb-b0d0-a0c791aecea0","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 6143","Temp Board"
"81def9b5-8e07-4d4c-ab28-ed930dad25af","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 6143","Mandatory Tests"
"78806f3e-8c55-4110-a24e-0a953fc25a1a","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AEQ 051"
"e1a76a5f-7c01-4b12-9f39-2f4276c79cdd","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AEQ 051","Temp Board"
"44501f0b-3774-44b5-9436-98b8e795e966","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AEQ 051","Mandatory Tests"
"d4287cd8-9fa9-4d71-a26b-f86bb0bd10bf","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 5171"
"3f603f97-1a00-4ad4-8c4e-ba584197cb20","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 5171","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"2f04d0c5-be09-4c26-8bb4-173317d6d806","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 5171","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"9d1e944d-19f7-4306-8878-1286c893c482","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4587"
"cd4c685a-53b2-470d-a03e-c0d2e7e1f0ec","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4587","Temp Board"
"09425625-3f12-41cb-b7aa-0a71ce9f9714","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4587","Mandatory Tests"
"0d4b6c7a-439c-46b9-aea7-e94fc42ff66e","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4913"
"a041b8de-145f-442d-bd98-f5a3bb4ba450","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4913","Temp Board"
"60c5b9d3-fe5c-46e5-8fd8-a3c7f2d8b502","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4913","Mandatory Tests"
"7c001da3-3aaf-415d-87d8-fc6bc8c9250a","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4538"
"8c58857b-e08a-4c09-b0b8-171345410bae","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4538","Temp Board"
"f650c208-58d5-42b1-be30-09e6b099a059","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 4538","Mandatory Tests"
"3f189a36-a844-4141-aaa4-9d62d834bfd4","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 5030"
"36d214aa-4525-4d2b-adb2-d2fc603448e4","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 5030","Temp Board"
"ebf76be6-1bc8-4826-a191-914075de9076","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Temp Rising Main 20","AE 5030","Mandatory Tests"
"1371b2aa-db92-4efa-8d62-3b1548e418f2","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","MDB-TIERNAN COMMERCIAL RESULTS"
"12f9c11d-02e2-42b4-87a9-c521af13737a","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","MDB-TIERNAN COMMERCIAL RESULTS","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0)"
"18ac71cd-33fd-45bf-bf56-a59bb291be99","","checklist-flat","pass","6b5ff9776edc656b8e06e6753117cb626462c9888f0fb748d3e3678ba6035e9a","checklist-flat","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","MDB-TIERNAN COMMERCIAL RESULTS","AE-ITCX-006 - Distribution Board Visual Inspection (Rev 0)

"
"26e19bea-3d41-4e16-ab34-ba84b69800b8","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Hoist 12 (23332)"
"32d83c0f-e59b-494b-9765-4110d86465e6","","checklist-flat","pass","85125e7565b1dd55553d5239047670ae3a573f9f5de31018c88ce46a71276c21","checklist-flat","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Hoist 12 (23332)","AE-ITCX-006 - Distribution Board Visual Inspection"
"ffafed06-be75-4426-ab71-e6d10e3b32a7","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Hoist 12 (23332)","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"ae766e07-eefb-4b77-ac43-1704c413493d","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Hoist 13 (81530)"
"de25e48e-8a39-4dbc-9cba-009a6b626ab2","","checklist-flat","pass","85125e7565b1dd55553d5239047670ae3a573f9f5de31018c88ce46a71276c21","checklist-flat","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Hoist 13 (81530)","AE-ITCX-006 - Distribution Board Visual Inspection"
"fd1a7df4-1427-46af-8108-0a96adf4801b","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp DB - Tiernan Commercial","Hoist 13 (81530)","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"6f71e9a3-e56f-463d-bd9e-7ca69cdbbed4","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute"
"f5281968-7168-44d6-9d92-fa83be35eb7b","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1"
"0cd29a95-0eaa-4c72-8a40-6d751917bf90","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5079 LG"
"a27db64c-8b06-468f-a328-8ab5fa4a44a8","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5079 LG","Temp Board"
"6a889c2a-1a5c-48ba-98ad-bec62176b189","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5079 LG","Mandatory Tests"
"54ecb184-36e7-4a51-995e-4166e142b4e8","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5024"
"bbb3fb42-a467-4c6d-af73-638820c222fe","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5024","Temp Board"
"4c8b087e-8f0a-45e2-aafb-a8984f12c667","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5024","Mandatory Tests"
"8d05298b-ead5-4242-b398-547b81ea12ce","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5088 G"
"4c91d9e7-ae4a-4f37-8073-5c6662384989","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5088 G","Temp Board"
"ac14aed4-fe45-4398-885f-347c3fef1141","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5088 G","Mandatory Tests"
"1a5029df-e891-4dc1-93d0-c92813c41685","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4979"
"d248e322-cf57-4890-a0ac-f40bb13ebb44","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4979","Temp Board"
"10692435-b3cc-47b3-ad14-3e02998f37b0","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4979","Mandatory Tests"
"aaa7b953-ae69-479e-a1ab-fb68a39bba0b","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4659"
"416c7b22-d79c-4089-bc78-399af58e2dbe","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4659","Temp Board"
"2e0b4b68-a709-44cd-8488-a189cd9c5a77","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4659","Mandatory Tests"
"dc2338a7-98b4-4320-99a7-dbfb7c1641d4","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4661 level 4"
"5043b986-eacd-442a-85c2-6605a36eb566","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4661 level 4","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"48c6a05d-7b2e-4b07-bef5-f33ca55ff028","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4661 level 4","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"440bf20f-5b4b-4ac2-94e3-9d8e14b5dff1","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4446 SAT level 5"
"45c4753e-8ca5-4e0b-8f4b-a3f658b95e27","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4446 SAT level 5","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"3482a309-7459-409d-8edc-1859a33e5026","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4446 SAT level 5","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"faf19c47-60c2-45f2-9530-4c07914553b8","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4487 SAT level 2"
"63e020fa-29fd-4104-8a14-a88d0895daa7","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4487 SAT level 2","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"afaf566d-c1be-4624-b3d4-2afc65672522","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 4487 SAT level 2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"25531e5a-15b5-4073-8212-bae2379d865b","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5100 SAT level 3"
"040e1acb-972a-4ab6-b3f7-5d80e9cb2fa0","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5100 SAT level 3","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"6d7f2cf2-fe0f-4f77-b92b-869ffde25e57","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5100 SAT level 3","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"5953f692-8e2a-456f-aa2d-a2f2c48bebf5","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE4203 SAT level 4"
"e345722b-62c8-4835-971a-3fc918716166","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE4203 SAT level 4","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"f40c52ae-8ac1-4561-ad94-50aad1468439","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE4203 SAT level 4","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"60a26b17-8a49-48ea-81c8-33b75fc2a3e4","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5157 TRI level 5"
"6925bdfc-955b-4b22-a399-9697e8c9a80f","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5157 TRI level 5","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"60d9e0cd-fa4f-4125-86cf-5ed48c78c1d4","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 1","AE 5157 TRI level 5","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"4b10e7b0-711e-4aeb-b1c8-af66f983aedb","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 2"
"3e1650a8-8af7-469b-8250-bf272223eb4a","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 2","AE 5027"
"e69e9816-8b12-47f5-a65b-fdfdeef5ea6a","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 2","AE 5027","Temp Board"
"d85a873a-6cdd-491a-af01-7d4f35820d5c","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 2","AE 5027","Mandatory Tests"
"ae93198c-746f-4f54-94e3-e16ebeb6cba7","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 2","AE 5132"
