"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"122c9329-d415-4620-b9d7-75864c7e5b80","","work-in-progress","","folder","TRUE","FALSE","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Conduits"
"732e0189-f5c8-4c86-b8f2-09d1c2d4fc41","","not-started","","folder","TRUE","FALSE","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Conduits","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Core Walls"
"d7d95abd-bfb7-4427-ac79-ea9008602f21","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T12","NW"
"2eb1c98e-7b70-45d8-b3de-8df02542da52","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T12","SW"
"2cccdb13-9703-4262-9796-20204e885cac","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T13"
"4f0b7255-09ff-43b4-a1dd-8201ce940b4a","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T13","NE"
"527e9152-ef9e-4b7c-90ff-e213ff1c6c19","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T13","SE"
"94cd3936-5279-4f85-a1e3-dc3a85441014","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T13","NW"
"12e02c20-93a5-4ca9-a831-d5780ae99e60","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T13","SW"
"50ed02e9-65cd-4af6-8779-72dc7d37c5f7","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T14"
"301086fa-c7bd-4f43-a7c3-08a2d7230e49","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T14","NE"
"9b2cf7eb-b41d-41dd-84ca-a4d622734408","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T14","SE"
"37b64c6a-32d2-42db-b397-72fbc70db526","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T14","NW"
"900c2a3b-9e42-41ff-a7fd-36103e355d82","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T14","SW"
"2a95ae8e-e25d-4e46-82e9-091ad8acd9f9","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T15"
"789858a5-ea4c-438a-abcd-d1800a0b52d5","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T15","NE"
"d594e743-2971-4dd9-9a54-bfd619e40c36","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T15","SE"
"ab04e997-6863-4c44-ba73-15b10e50847d","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T15","NW"
"0a672fb3-e487-4109-8a03-9a23b1318e8a","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T15","SW"
"688460d8-7a4c-40f4-8f78-dd64cec2b682","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T16"
"e56bacc8-e6a1-4c5a-abb4-fe9b307d9c37","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T16","NE"
"feb2f92a-f756-48a1-95b9-b0e85d12be97","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T16","SE"
"9eff9c64-875d-446d-815b-482fdca2f387","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T16","NW"
"1111d2fd-b63d-4260-98f5-5c8d3ff53e21","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T16","SW"
"4713d7e0-9c83-4a11-ab9f-90cfa5525ac5","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T17"
"b6090fae-c828-4233-9ee2-6934243fabc2","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T17","NE"
"563e24d1-5912-4eb3-8e76-68b260e4032e","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T17","SE"
"32c4263c-2fe5-4397-a924-ea7f219cff20","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T17","NW"
"374ce5cf-6633-4bb4-b4e1-3e139e6c08ff","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T17","SW"
"ae36e273-92d6-4c2f-afee-13f0bf3cfe5e","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T18"
"19a755ea-855f-4486-9868-7f4f5180af43","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T18","NE"
"0beb66eb-88cf-40b8-adbc-d230b5368090","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T18","SE"
"04e7d2a6-1d69-49dd-9198-3d64091561ac","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T18","NW"
"6a1a10b8-2a59-4e4b-a823-4e636137546e","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T18","SW"
"8d793468-a19e-4caa-ae8a-891a198d3b64","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T19"
"7e0935e5-e355-4821-9d90-b1ad4bb196a7","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T19","NE"
"93f3e58c-f09a-4d0d-8798-46d6437e1f2f","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T19","SE"
"4ab91558-c68d-4f9e-8cef-0abb36d6857b","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T19","NW"
"155ffd32-50ce-41c5-9d9c-2b8afdd3d5cf","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T19","SW"
"283b8252-c4ba-4146-acae-584260a9a9a7","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T20"
"e1e22f71-22d8-45ca-ae87-2aa5046d1685","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T20","NE"
"4949df04-5b97-4ea8-ada6-b302cb4d1405","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T20","SE"
"dd4f9adb-9119-4b0f-b865-34de4ca7ba24","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T20","NW"
"0e00cffc-6141-42be-bf68-a9dcc6fe9b0f","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T20","SW"
"410214a8-f2e2-4533-b696-890e43acd8ba","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T21"
"f7fc6b7a-d53b-45ba-a505-e8488a2f1ac8","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T21","NE"
"1d47d683-64ea-4a16-a850-052774b46d14","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T21","SE"
"973c724b-6917-4138-9f07-e2874e31fc9c","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T21","NW"
"839a1424-b61c-414f-9777-4c076a0c6b11","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T21","SW"
"58b4c525-672b-4e8c-80e7-e4d42c76c0a1","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T22"
"c92f8eeb-ccee-4d55-9881-b2e7be573f48","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T22","NE"
"4dc634b2-750f-4be8-ac52-806a8d36594a","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T22","SE"
"4e0065af-602c-4677-8a98-34209454fede","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T22","NW"
"9afa76be-d665-4853-91d7-45aed05a041a","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T22","SW"
"c7773376-91cf-4c58-911c-a0d2eab6889d","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T23"
"f1bc287d-ab2e-480c-bb7b-ebf6d5e2113d","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T23","NE"
"004f8c88-6564-47c1-89ed-5c2fd45609b7","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T23","SE"
"69fbbf34-b019-4be3-b608-c7ab1548a843","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T23","NW"
"41fb6d59-cda3-426d-8a0c-885a9ec63205","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T23","SW"
"e0d6dddc-a7b9-4390-b43a-70081dd381fd","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T24"
"91797d7b-4f97-4420-a5e6-350f8da61d0e","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T24","NE"
"3d65a8f9-717a-4707-ae36-ec5402deba77","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T24","SE"
"c2b565b9-763b-43df-99c6-cf59b58f8279","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T24","NW"
"8a4a608e-2769-4ee6-8435-952dac79abbd","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T24","SW"
"d43a7813-7551-4c67-ab17-2f2f46728901","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T25"
"3de8cfab-9de9-460b-8532-7e2a8326539c","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T25","NE"
"812a7844-e487-4f09-a43b-be2650db9e87","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T25","SE"
"6d03b186-249f-46e6-9cf7-2b81eb0aa218","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T25","NW"
"95d7255a-2c82-4ed4-b104-7146f6845b82","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T25","SW"
"65ec084c-c434-49ca-987e-31e85a1f81e2","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T26"
"5095aaf8-982a-415b-8c73-acf2bca128ad","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T26","NE"
"666c9609-49dd-43fd-889a-436740611d77","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T26","SE"
"7231023c-8a75-4121-a468-d03615e1a911","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T26","NW"
"9e1a72c4-9bea-4fdb-beaa-fe18d17ee86e","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T26","SW"
"c75dc84c-c9f4-486d-9933-b86fe215c9e2","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T27"
"3455f922-fc7f-42ff-a031-11ba3123f207","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T27","NE"
"0028aaa1-7720-43d0-a495-f0c9ae1190ee","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T27","SE"
"424f2b20-f894-41b9-af24-59295e42a9d7","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T27","NW"
"d7eed5b7-15f8-4533-9623-7ab4dd15f47e","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T27","SW"
"e50b7374-161b-4fca-a7e1-1ea44bf04d9a","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T28"
"5b4dde9b-e498-48b6-a418-7c363019e6c9","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T28","NE"
"d9fcf68a-b3e3-44f2-ae19-75d290636b13","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T28","SE"
"429790a8-3f98-4d61-a79d-237987d37185","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T28","NW"
"0424b8d3-daf1-403e-9d00-ccb29bd92ad4","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T28","SW"
"e725d311-c14d-4576-af0c-247bd9ee685e","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T29"
"2919c027-fc69-4c6e-b4f4-681cd2ba6342","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T29","NE"
"b11e02a7-b440-4153-a8a7-617e052fc55b","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T29","SE"
"7301a658-2fea-4d40-8479-d04ab9e9132c","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T29","NW"
"fc3c37cd-70cb-4f10-bfa2-61aa01d45ff4","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T29","SW"
"616b03a8-28d0-42d7-a90f-6239633ab98b","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T30"
"a76ad5b9-8746-48ab-a1a9-493115bf9279","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T30","NE"
"8b165133-e81b-4237-ba13-8d73c7af61c0","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T30","SE"
"3b4835d6-c714-4017-a07c-6ac1cad2cc14","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T30","NW"
"da82f615-5141-43e2-b5f5-c2cbbc76c2fa","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T30","SW"
"5171d003-c25c-4efb-9d1a-f8b3f9b033ed","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T31"
"b6217121-a815-4832-ba6c-f3a648f17064","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T31","NE"
"a4150970-1faa-4e92-a2d1-336f3a29e043","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T31","SE"
"3093fd21-fa5c-4e17-b97e-2f37df9ecc4e","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T31","NW"
"b8254313-fdb3-4d3c-b235-6e0836ea49fa","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T31","SW"
"244dd4f4-ced8-46dd-b30f-eada1b88e457","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T32"
"67546981-de50-4fd6-85a7-45acaae68bbb","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T32","NE"
"9176bd4d-1008-44f7-baa7-d7109393f5f2","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T32","SE"
"546f528d-4f31-46b0-a5be-c244d558dd08","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T32","NW"
"be6ee90d-9fcc-4534-9e90-b4e7882f4d20","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T32","SW"
"4753e032-dba6-4427-9491-e3ae8e549aef","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T33"
"fec15473-494b-4f02-aabc-12091665cadc","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T33","NE"
"d86fba01-f6de-4b85-9b31-e77113491606","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T33","SE"
"2d36be02-e237-4c6c-a0f5-d3150fa6b56a","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T33","NW"
"1cc8204b-548e-4fe3-bd6a-cc3a48018025","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T33","SW"
"3cea5ed2-5b48-45fa-8aad-ba8bc213e470","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T34"
"cde1a2db-87c5-4d4d-886b-fa845a7879bb","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T34","NE"
"ea3bae96-9337-4650-9da3-569a84b9a0bd","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T34","SE"
"706a869f-de2e-48eb-86c1-76e14bdd4af9","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T34","NW"
"1edac8b6-e4bb-4a16-baf0-28c196f1f916","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T34","SW"
"4387d8a8-f894-4330-9ff1-e8162812e64d","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T35"
"87c87e5a-3237-431c-8eab-2c0a30e55b98","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T35","NE"
"ac0746dc-f0f6-41b2-985d-cd00a16c198c","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T35","SE"
"e2c1c9fd-59f6-48e9-815f-2d375f2dd565","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T35","NW"
"03be4729-7967-4a56-be18-6f29909e422a","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T35","SW"
"39f77861-c40e-4e48-8187-95f560f9ecb1","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T36"
"3d20fd7d-4e80-4e84-9441-972055abcc30","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T36","NE"
"a85ec4f3-eaea-441e-8360-15658624f09f","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T36","SE"
"9bff65fc-e979-419a-af16-a3a53af0ad21","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T36","NW"
"ccdb6e3a-834a-40bc-a5dc-186fd2fdd511","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T36","SW"
"14d4a1bb-6a6a-490d-854a-345865265321","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T37"
"5f6fad8c-3430-4310-9e2c-51146677168b","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T37","NE"
"51463bbb-6190-40ad-933c-147f3acbaff1","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T37","SE"
"e9c334d7-6488-436c-89f9-47c1dd109a2b","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T37","NW"
"dd4c980a-c467-4d0c-b940-f028f731063a","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T37","SW"
"37e9e39f-61df-405e-aa76-bfb0f816b8e0","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T38"
"011b14ec-217c-4d32-8c08-1da79c3a529c","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T38","NE"
"118083b2-36e4-4076-a269-743e0e5884b7","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T38","SE"
"8181261f-dc87-4729-aa1c-b72403bbba37","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T38","NW"
"cfaa6ece-9ecf-44ef-9306-fdd810836476","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T38","SW"
"8e00b4bb-d083-4a92-bc37-fe012d8821f3","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T39"
"ff0d2acb-ad04-4868-8222-73458bf362d9","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T39","NE"
"b4adceba-67a1-4c7a-8f11-8089dcdffc77","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T39","SE"
"a56eeb1b-216b-4197-ba88-14913c88b837","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T39","NW"
"1ad923a1-d994-42b6-93fb-17b0cfe2e101","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T39","SW"
"2b2cdd56-e75c-44b4-97d8-4c25c384b153","","not-started","","folder","TRUE","FALSE","Installation and Rough in","T40"
"9028910c-7d50-4ae1-9b5c-689613da1944","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T40","NE"
"8af20d2a-084c-4848-afc8-c281a8f48a95","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T40","SE"
"0c53f66c-74a6-4245-b8d4-53c943fc4107","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T40","NW"
"9b51d28a-c130-439f-a3fb-c0e750ee5333","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Installation and Rough in","T40","SW"
"2dd0c067-f948-43d4-b962-f4d49a0d6c01","","not-started","","folder","TRUE","FALSE","Site QA"
"391140e9-3724-47f4-bda5-5312d0cba374","","not-started","","folder","TRUE","FALSE","Site QA","Main Switchboards"
"600f44f7-86d5-4def-9216-680d34f4a978","","not-started","","folder","TRUE","FALSE","Site QA","Main Switchboards","MSB-X-B01-001"
"73f9ee4b-c21d-4efa-8ced-1d88b38e42e2","","not-started","SMCSWSPS-HEY-OSN-ED-ITP-000003 - Main Switchboards","checklist","FALSE","FALSE","Site QA","Main Switchboards","MSB-X-B01-001","ITC"
"dec9558a-3fa7-4ae3-9a8a-2856beacc904","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Main Switchboards","MSB-X-B01-002"
"d2daa3cc-43fb-406a-aa49-a1cd91090a57","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Main Switchboards","MSB-X-B01-003"
"646c6268-e230-46e6-89b9-e2dfd72b86a2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Main Switchboards","MSB-X-B01-004"
"5a657897-238b-43a4-a582-2ef496b38455","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Main Switchboards","MDB-LKW-BO1-01"
"9bfa3dcb-f5c3-42e5-9942-ca9d10b3f3c7","","not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards"
"37ad8770-a988-4f4b-a200-ab6d6cd85268","","not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements"
"06ffb3fb-b90c-4452-b91f-5aacf025fac1","","not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","House DBs"
"1f508c9d-87e4-4f68-86fc-0877a16ef9b9","","not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","House DBs","DB-H-B00-COMMS"
"84602646-73ff-42f3-af92-7107e6c3bb38","","not-started","SMCSWSPS-HEY-OSN-ED-ITP-000004 - Distribution Boards","checklist","FALSE","FALSE","Site QA","Distribution Boards","Basements","House DBs","DB-H-B00-COMMS","ITC"
"ed5063f4-d0e8-4a21-9454-98ed4d178456","","not-started","Installation and Rough in","checklist","FALSE","FALSE","Site QA","Distribution Boards","Basements","House DBs","DB-H-B00-COMMS","Installation and Rough in"
"460534e2-d0d2-4461-9b3e-9711ecfda195","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","House DBs","DB-H-B00-DAS"
"3ed680f1-f1ba-4726-8b37-e4b50b4d3999","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","House DBs","DB-H-B01-01"
"39994edd-5775-4a1c-8c0f-d7c12dd48652","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","House DBs","DB-H-B01-02(FS)"
"a143b135-f5c5-4d7d-a54b-4faa67852b29","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","House DBs","DB-H-B01-03"
"0d6de354-d60d-497d-8d9a-1adc83db34f2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","Hydraulic DB's"
"f24312c8-f7c4-436e-b832-26cee6e33c08","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","Hydraulic DB's","HYDB-H-B01-01"
"c7419f01-6633-4161-955a-5f0d2403890e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","TFNSW DBs"
"c83aacd4-c0e4-4046-9dbd-c9fa58b64938","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Basements","TFNSW DBs","DB-LKW-B01-01"
"5007122b-5d5e-4abd-8090-7a403c0032d9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium"
"dab58e1e-4c55-46b6-959a-d280516d56b0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","House DBs"
"280cf1e3-ec7b-4a16-8a15-4d593d229172","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","TFNSW DBs"
"b0fd91a7-a40e-490c-9549-22e0ed9e848c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","TFNSW DBs","DB-LKW-G00-01"
"270c55a4-377f-44b8-b8fa-589e5dfe6201","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail"
"ffde81e6-1e8e-4952-acf3-574fa429d41d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G00-009"
"12b08064-9dd0-4d00-85be-91ab5bc481fd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G00-013"
"3ac6eb57-aa63-477c-b6df-294bcac7a9d4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G00-019"
"ec286002-ef45-4e7f-b1da-51ad339dd02a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G00-022"
"0077c832-aa30-4f71-a3bd-c9a817b62b92","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G00-038"
"c55d9009-dd9f-4137-abae-25b5782557ad","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G01-006"
"e1f1c193-e8b2-43f7-9261-e5bb3578898a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G01-018"
"a25fce6f-9e8a-4ce3-844b-a939030dd89e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G03-015A"
"c2e984b4-580c-4ff6-adac-bf9ab9a0470c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Podium","Retail","DB-R-G03-015B"
"1e12e5b8-38e5-4f4f-b6d3-fa95d21d1b11","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","YHA"
"1dd650a1-d01f-48b6-ba84-b41aba4b259a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","YHA","DB-Y-B02-01"
"dbd11c84-b3f5-4cdc-a9cb-b8d2ffadff5e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","YHA","DB-Y-T01-01"
"bc93fd3b-5be4-41fc-92ad-e14e1c8c5a11","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","YHA","DB-Y-T01-KITCHEN"
"7ca830b9-6798-4273-82cf-740835bc86a9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","YHA","DB-Y-T02-01"
"dc0ad20d-6956-42de-bb3d-b7217df81eb9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","YHA","DB-Y-T03-01"
"3af4640e-12fb-44be-abda-6706b8b20fdd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","YHA","DB-Y-T04-01"
"c88cf05d-b090-4f31-b097-564dea64bed0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","YHA","DB-Y-T05-01"
"23a7d06c-96f2-49bd-a4d5-4b2752ef01a0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower"
"18d854f0-42a5-46ba-b150-abebaaffdd07","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Level 6 - Plant Room"
"314c3949-bece-4c47-a67c-b8ab04d7031d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Level 6 - Plant Room","House DBs "
