"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2bebcb66-2fd7-4ba4-b44a-d77c10afdbbe","","not-started","Inground","checklist","FALSE","FALSE","Inground"
"b76683e1-c968-4758-b72a-15534a208954","","work-in-progress","","folder","TRUE","FALSE","Penetrations"
"69c1dcd7-7490-4b8b-994b-c0ba5a750d51","","not-started","","folder","TRUE","FALSE","Penetrations","Basement"
"c76c81b0-371f-4beb-b848-98bcd6742711","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","805"
"1ade7592-206b-4e45-b3d2-6abc9a1a989c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","806"
"35c5dafc-670f-4da9-97ef-0d098bfa2c8c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","807"
"d95aaae8-6ed4-4f03-90cf-82cd15ae925a","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","808"
"5e5a4930-6cbd-416c-a941-fdb4171b861d","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","809"
"4eb4d896-e7ee-4d59-a864-8e61939136a3","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","810"
"8cb017ea-3767-4394-a0b1-e3f94a4236cc","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","811"
"9bc18cb7-7755-43e5-984b-a68b026ba538","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","812"
"ae04a3ef-2bd4-4ae1-9677-17611e67ff0b","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","813"
"d3f26da1-1cb8-4c4d-a29a-50a15e209ca6","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","814"
"6a7fc35c-0867-4f76-a643-de4694b34e52","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","815"
"5577a63a-46b5-4973-966e-b141e7ac1e48","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","816"
"b4ca9522-26f5-434c-a5cc-5d6d6b40417c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","817"
"cd9d5d06-f83f-446f-a1da-70be3f886021","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","818"
"4c7769f7-f325-4ad8-9e5e-c90bd99f38fd","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","819"
"e1bd7c36-f936-4d5d-9d94-8f53617a3e2e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","820"
"c56aa52c-8cf6-45ab-99c9-e5d248379fa9","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","821"
"8de85350-5760-4581-8010-81b89b34d249","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","822"
"27b467ed-6eb5-401e-a843-c776f04d85fa","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","823"
"0cc7f37d-e807-41c3-a4c8-f0614506963c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 8","824"
"804c09fb-07f8-4615-b576-28c9b09bb194","","pass","","folder","TRUE","FALSE","Drains","Level 9"
"0ba596d2-bcdd-49b9-9994-7afc3205ddee","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","901"
"28e1aa46-476c-4db8-b27e-79cacf9d12da","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","902"
"88b0ca4d-0755-4a5e-a51f-9d609e6edbff","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","903"
"60f85edd-3929-4388-9206-8fd65ee127bd","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","904"
"5ecfe578-768b-4179-b292-4aae99256563","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","905"
"fef905f4-4a6f-44cc-996b-62fa6de1354d","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","906"
"54716966-5d4f-432a-8485-342555823aa9","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","907"
"18f2c93e-9a57-448c-9bbe-bf554001d2e2","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","908"
"d4695001-a31b-49f8-a99c-3cf9fb1bef94","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","909"
"51623a0a-65cd-4777-8ba8-16bc5412cd5e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","910"
"aced89de-8575-45e3-aaf7-f608eb5b142d","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","911"
"2ffde27f-e770-4dea-bd45-2fe90e66ced7","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","912"
"01df2b81-2b59-4b61-8d0b-6324170a54b1","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","913"
"3107b4f2-a9a6-43f1-9376-2fe3930aeb76","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","914"
"45b64aca-c10a-49c2-bbc2-b317eee07e27","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","915"
"5cf4986a-f194-40ad-a36e-2e8c60041f95","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 9","916"
"50fd7b8d-ac48-4505-9bcc-371999e34063","","pass","","folder","TRUE","FALSE","Drains","Level 10"
"7743a739-979e-42f9-86c8-91bf6f4aaede","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1001"
"d7311e0c-e57b-4bdc-be9d-0939e32126ca","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1002"
"5a57ab4a-853a-4dc0-82a0-e3850cc6fa5d","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1003"
"ff2630ee-ba66-4eaa-8774-79484cf5459b","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1004"
"66377ed7-1b63-46dc-9093-adba9f3a97c2","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1005"
"9738facb-2cee-4932-9b69-2214441002fb","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1006"
"314471d8-64be-4efa-a9a5-6a50ccaa730e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1007"
"f8ecf3fc-a4f3-44f5-bb14-f99659f771e2","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1008"
"f71d07ff-538a-40b2-82e8-deb2d19394d5","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1009"
"2487f9b0-79e6-4663-a840-ded0fd4d4e82","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1010"
"8021a975-45f8-493e-8bda-b1b0291ae381","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1011"
"56925500-7cdb-44ad-8a2b-292b5f1e6576","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1012"
"14f17a07-346a-4696-aafd-f1879881387c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1013"
"00227d1a-599d-4a44-91bc-cc44c7b51dff","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1014"
"c16bbf1a-218e-4497-a88e-404751401572","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1015"
"a824414e-5587-4954-8fb6-c1f735a75a48","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1016"
"9768b3b0-dd7a-47f7-a1e3-7ca5f0a23a73","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1017"
"28402ee3-9800-4b55-9473-cb52d490c213","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 10","1018"
"1f8ed216-baf8-4efb-9ade-d4604a8c13af","","pass","","folder","TRUE","FALSE","Drains","Level 11"
"ed9e427e-3a45-49c6-91e8-5eb9ec04c542","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1101"
"e3568a10-76cb-4380-b84f-c52f624a1528","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1102"
"5c1b60c0-2a7d-48a6-8499-45cdada7ca7c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1103"
"25ebaa81-55b4-4145-ba61-54d56284f564","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1104"
"d41787bc-0fa1-437e-9194-74fcf4016689","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1105"
"a8099e77-d9fa-473c-aefc-284fa2658228","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1106"
"4215e75b-5f7c-4e43-8ec7-7914b9acc429","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1107"
"be1ce10f-8c3b-4927-a593-2c00ceb35617","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1108"
"1a447fa8-2a4e-4ecf-aeb7-b94b608d42af","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1109"
"724b61ad-6c47-485b-84ce-7c6ce75f46b2","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1110"
"af1418f6-9d28-447b-bb4a-0565c648d0f3","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1111"
"60bb1ab8-2cfa-437c-b74e-88a1699b200e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1112"
"2e196c1f-6c7a-42bd-a927-7e582a45fce2","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1113"
"fb4ea7d7-7f31-4a8f-9204-8b8565ee63c7","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1114"
"cfc2a7a0-de9a-4d78-b835-e6ec022657ce","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1115"
"3d2f28ef-1139-42fc-93f4-e2b871d115d0","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1116"
"a5df3631-1121-45a4-afff-64eb9ab839ec","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1117"
"48648378-20eb-41d5-86c0-6a1cc79b3262","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 11","1118"
"fffab905-e714-4475-ae0f-6bb572f3e616","","pass","","folder","TRUE","FALSE","Drains","Level 12"
"9290da4d-9034-4caa-ba27-56cf563ce780","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1201"
"47e75266-45a2-4e4b-892f-441fc406aa3b","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1202"
"d7d3b6f5-a1d9-4ce9-9f4a-7d09c34ea04b","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1203"
"ad648ac9-2b46-4738-ad69-18d5e29af0fa","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1204"
"f2808b35-e074-4fec-9115-f68af25bbe03","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1205"
"e7e0c864-94e3-4118-8831-62096afb177e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1206"
"006b9e50-1083-46f7-ac78-3d3034ff247b","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1207"
"999353dd-a64a-4e32-9298-14aa8785b9be","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1208"
"154e0077-1efb-4487-8e5c-69c1d15c05c0","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1209"
"243356b8-b86b-4d0d-9aa1-e0ed78c44d46","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1210"
"479fea7b-0724-4c7b-b5b5-4165023e5b93","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1211"
"e6bd3210-6d0f-4f00-8ffa-a8eac5e0ff85","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1212"
"7898182f-0e27-4ae7-9521-e630489402bf","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1213"
"94587b66-a2dc-4736-b309-ab58f1a0e383","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1214"
"a0840dc4-7633-4155-978e-ffbc4ce3a6d1","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1215"
"864ab11e-6f7d-40ce-b17b-f27154fad944","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1216"
"b5d738f3-71d3-49cb-bc5d-0a1b1fcf6515","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1217"
"daae4998-1d6e-45c6-ae4b-2ad534c92973","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 12","1218"
"683c922c-1a8c-4617-bd1e-724aa5fc235d","","pass","","folder","TRUE","FALSE","Drains","Level 13"
"ac1791a2-6976-464d-94de-006ccb6ab193","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1301"
"2b1b2081-8fe8-48d6-ad42-a8aac4473019","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1302"
"ac94d3e8-d135-4d50-a54c-187607a7858a","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1303"
"871fd3eb-947d-4887-804b-d465e0cc620c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1304"
"d0871113-c500-4caa-ade2-3ca642892888","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1305"
"ecaea9c2-3525-481d-a2b1-96f65db82f49","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1306"
"10d3f7df-a481-4d6c-af1b-92b6d6716bff","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1307"
"5e24c8db-da85-4bee-9b76-fda83ece6ac4","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1308"
"2e0b55fd-2a02-43d0-a4bc-56c320ad50c6","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1309"
"d3b1a948-4ac9-444e-99a3-ba14647f1832","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1310"
"b405899c-c068-488d-bfb4-5fddd51e367a","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1311"
"99bb5672-e631-4462-9f52-9f71f2ad499f","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1312"
"52e49e18-6f34-4ebf-b6bd-44c3994e2bbc","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1313"
"10a13d13-bd9d-4627-b9f3-6452f19c0672","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1314"
"07be8900-e9b7-47ef-9d40-60080129f010","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1315"
"781b9d5c-a735-4df5-b60b-e552063df2f4","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1316"
"87b5514c-18b4-461c-aae9-9e8526c10966","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1317"
"29c234c6-e686-433f-ac9e-518b55704c79","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 13","1318"
"ead4c560-f48c-4f81-97b6-bf42f73e7aaf","","pass","","folder","TRUE","FALSE","Drains","Level 14"
"16f76c58-cbaf-47d5-81e2-4ab2b6b595ea","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1401"
"2af7a042-81dd-4f6f-9278-37c4d3425285","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1402"
"16aa4817-d0d3-45ec-95e7-bec5f307d261","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1403"
"005ffd3d-3b9e-40a4-8b7c-cf687db33806","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1404"
"74c1d0d5-35e0-4882-82aa-1f6af74754b3","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1405"
"ce7d1a56-7ac8-42ad-a028-40d15e3f19de","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1406"
"6b8eccf1-4600-4d3b-9724-de2d98da6c99","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1407"
"403b18a6-d56c-496d-9ac9-421371ab1674","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1408"
"eeef40ea-f278-49fa-a762-b74f310530b9","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1409"
"0bcb4fc1-3763-4bb4-999f-67d765154443","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1410"
"c2cb405b-655a-4f17-825e-e6e8dd22b16b","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1411"
"d11f1e9c-d857-4175-a9a3-4149a1eca94e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1412"
"0082be3d-e218-47bb-8dae-da3d1efd5c1e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1413"
"f05ef0ce-58cb-4b1d-8195-afdc911d6222","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1414"
"f98a797f-dbbd-448f-a76d-6015cc2bc9e5","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1415"
"2b55e41d-9353-4841-a549-232b434e30b4","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1416"
"3c575ac0-3b83-4875-af62-7a9c1983927d","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1417"
"aac28863-495f-4eb7-902e-58a6c251a2a3","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 14","1418"
"2718749a-4b30-415b-ac00-aefb348d7e35","","pass","","folder","TRUE","FALSE","Drains","Level 15"
"f99c16a1-87b6-4ea1-8c03-8158b103df9a","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1501"
"9e583da1-4e36-4d57-b013-fba69eda604a","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1502"
"bb207494-9d8b-4e8a-98a4-858df774972d","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1503"
"b8afebff-dd13-476d-8f29-bec86722e47a","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1504"
"dd153c96-a3a8-473f-b857-a63764b3b7e3","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1505"
"3f309902-c6a4-4f39-a3d6-64b9f570bfc7","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1506"
"03e9924a-563c-4b54-9437-596054b324bd","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1507"
"00a92133-5c10-4083-a347-0c8bc27250fa","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1508"
"ab4fe552-2c84-4fb1-83df-51f0a9e3a3f0","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1509"
"16fc4d3b-1311-46de-af33-1a4bbfd97ca2","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1510"
"8e789340-6200-4bb5-b069-bb8ade465964","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1511"
"2a5b50bc-f214-4668-b3cd-d96449926ef8","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1512"
"e8757033-c9a9-4b73-bb84-570fafcc2d36","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1513"
"b78126f3-3c51-434f-8da4-a5b90301185f","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1514"
"11669bb0-ea82-4cf2-a709-99521d891f46","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1515"
"4524d6a8-4447-4b52-83d0-18ac83580408","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1516"
"b152241f-2b70-4a90-93bf-5954b1f20040","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1517"
"8881cc04-f933-4c88-b6e5-4f9d973feb31","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 15","1518"
"4e689322-1244-47b5-ad17-9a0a2c7817f1","","pass","","folder","TRUE","FALSE","Drains","Level 16"
"8c8afafd-40a3-4a4f-97bf-0e0885cc5d2c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1601"
"3430c7e3-0f0c-4cd1-b834-f2c466ad291e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1602"
"a706023a-3780-441b-8f2b-54c7c234af17","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1603"
"4094fb22-366b-4b73-8861-5dcc9617fab4","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1604"
"dc1b330a-a7e6-4e12-ab75-fe36ff90e5f2","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1605"
"b71f24e1-24da-486e-818f-94b85dd0f122","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1606"
"4acc319c-feb8-43de-9895-cf75d18c8327","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1607"
"07548506-c66d-42be-9ca1-0c426c3cea8f","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1608"
"2c4dfddd-62e6-42cb-87c5-598fd5330064","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1609"
"68401698-4553-4794-a341-9291fedfb610","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1610"
"db2eb13e-4e01-477e-b342-c8caf857bf16","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1611"
"d3330934-ac20-4972-904a-60dac8bdf2b1","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1612"
"d9eed990-8c9c-469c-9670-3433a6de5145","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1613"
"e6712793-64a3-4e36-9ba7-c5c51b157b05","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1614"
"58289784-d4e0-46d1-8d62-b9eac7667bd0","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1615"
"480c7c76-d2d0-4c69-b4be-6400fda2de05","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1616"
"9b690ffa-3626-4b58-b4f9-3538d3949769","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1617"
"3497b9c0-a620-490b-b09b-9bf251cdba14","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 16","1618"
"ea198b05-65d5-4e2c-a364-2b385457b2b1","","pass","","folder","TRUE","FALSE","Drains","Level 17"
"a4f01570-261b-4f9a-b97d-6d733a6c69c4","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1701"
"2f277aa0-a084-4885-919b-018a309fa94c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1702"
"e05678b7-3301-4f3e-8a9e-e21ea704c314","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1703"
"0f2cea4d-5610-424d-b2d6-9409d75dd46c","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1704"
"7f10cca9-213b-4750-883b-54ffc0882581","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1705"
"d04b5e0e-bd8c-4c18-994e-f8c6516f4999","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1706"
"7e1c559d-9a1a-4c5c-86c6-35617c1379f4","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1707"
"dacced81-964e-46e6-8ac3-56c84bee0335","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1708"
"cd32a93f-d1f1-490d-83ad-b79f8a26595b","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1709"
"eb9f17ed-db0d-4e3b-a66a-79783709b729","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1710"
"aed77766-fca7-40b5-9c6b-97ddc7b66e75","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1711"
"bae97730-4450-43a5-a61a-354fa5dddfb0","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1712"
"442fc47d-9c46-489a-aa03-f774be78e1c1","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1713"
"3b6bcf3a-ae8f-4a58-9c63-fd043f44e53e","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1714"
"28cdee63-3e04-496f-a56e-337edbb3cb14","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1715"
"4babfefc-f3f5-45d3-acbf-d27ce57c0f4f","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1716"
"b8ff4b03-cc4f-44ad-822c-da85332f4dc6","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1717"
"6fea6b16-5a2c-46e0-8e25-43b35d1e0613","","pass","Drains","checklist","FALSE","FALSE","Drains","Level 17","1718"
"2440f08c-c7cc-4965-9347-2c7f1a8985e3","","no-status-not-started","","folder","TRUE","FALSE","Drains","Level 18"
"fc64b0f0-dca7-428f-b65f-8922c6d4558b","","work-in-progress","","folder","TRUE","FALSE","Rough In"
"f91da385-8149-47b7-9042-8ee56a6fff2f","","work-in-progress","","folder","TRUE","FALSE","Rough In","Basement"
"307147e6-6d73-48b4-8c4c-59aca7c47520","","pass","Rough In","checklist","FALSE","FALSE","Rough In","Basement","Male Toilets"
"a3190f16-09f1-410c-97fd-d186f37fec93","","work-in-progress","","folder","TRUE","FALSE","Rough In","Basement","Male Communal Bathroom"
"b1f8ef2b-b0b6-4040-b153-9beadbf77e88","","not-started","Commisioning","checklist","FALSE","FALSE","Rough In","Basement","Male Communal Bathroom","Commisioning"
"c356780c-3fbf-4f2a-a1c3-422ec5757b73","","pass","Drains","checklist","FALSE","FALSE","Rough In","Basement","Male Communal Bathroom","Drains"
"627c49ec-9be4-4998-acc0-ea9cd2f4e647","","pass","Fit Off","checklist","FALSE","FALSE","Rough In","Basement","Male Communal Bathroom","Fit Off"
"d115581e-fd08-4179-9dbb-74e42f96aace","","pass","Rough In","checklist","FALSE","FALSE","Rough In","Basement","Male Communal Bathroom","Rough In"
"116e4d57-abcc-46a9-8d17-87cfeebea999","","work-in-progress","","folder","TRUE","FALSE","Rough In","Basement","Female Communal Bathroom"
"23230cc3-6aa5-4527-bad0-22a5c1a0109a","","not-started","Commisioning","checklist","FALSE","FALSE","Rough In","Basement","Female Communal Bathroom","Commisioning"
"b3219f3a-fc1a-4265-b0de-845b605411af","","pass","Drains","checklist","FALSE","FALSE","Rough In","Basement","Female Communal Bathroom","Drains"
"0176d25d-29cc-4b5c-8b11-158c5e5e834d","","pass","Fit Off","checklist","FALSE","FALSE","Rough In","Basement","Female Communal Bathroom","Fit Off"
"ad7573ec-382b-4538-a670-c698c1c75093","","pass","Rough In","checklist","FALSE","FALSE","Rough In","Basement","Female Communal Bathroom","Rough In"
"f1bc55c6-da3f-4bcf-b179-7774a9589dfc","","work-in-progress","","folder","TRUE","FALSE","Rough In","Basement","Disabled Communal Bathroom"
"37d5df5a-17eb-405c-a732-81b0b2d1a3f9","","not-started","Commisioning","checklist","FALSE","FALSE","Rough In","Basement","Disabled Communal Bathroom","Commisioning"
"9a67ac3a-a9dc-457a-b8b0-ad7a2edd33ab","","pass","Drains","checklist","FALSE","FALSE","Rough In","Basement","Disabled Communal Bathroom","Drains"
"5b941a4f-8941-4546-98c0-f9f50165f50a","","pass","Fit Off","checklist","FALSE","FALSE","Rough In","Basement","Disabled Communal Bathroom","Fit Off"
"e7829419-d6c8-410e-80a6-f9bed43033f7","","pass","Rough In","checklist","FALSE","FALSE","Rough In","Basement","Disabled Communal Bathroom","Rough In"
"ce5c826b-8559-410d-a7f0-64d5f6e10618","","work-in-progress","","folder","TRUE","FALSE","Rough In","Basement","Communal Kitchen"
"94fe967f-b245-4c31-9c28-66f709cc4aee","","not-started","Commisioning","checklist","FALSE","FALSE","Rough In","Basement","Communal Kitchen","Commisioning"
"85421a61-ea12-4574-bc5a-ad05a29c3b03","","pass","Drains","checklist","FALSE","FALSE","Rough In","Basement","Communal Kitchen","Drains"
"631569d5-3bcf-4302-81f0-95632c46250f","","not-started","Fit Off","checklist","FALSE","FALSE","Rough In","Basement","Communal Kitchen","Fit Off"
"acec51c8-eb74-4f2b-8e57-c09ca97e62d2","","pass","Rough In","checklist","FALSE","FALSE","Rough In","Basement","Communal Kitchen","Rough In"
"000058d5-5be3-45fd-8384-8cfea5944211","","work-in-progress","","folder","TRUE","FALSE","Rough In","Basement","Male EOT Bathroom"
"0e60f611-5104-4e1d-a5d5-9710f1c990c2","","not-started","Commisioning","checklist","FALSE","FALSE","Rough In","Basement","Male EOT Bathroom","Commisioning"
