"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e2feba77-4219-464d-b71c-afff05b8414e","","folder-normal","","","step","TRUE","FALSE","Switchboard"
"d653c7f1-9ba3-45a9-86b0-6dd3a2ec64e8","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor","FCU-OA-G.6"
"c5852eec-3f6c-44f4-b655-1ba6f4acc860","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)"
"656dda3b-d1c0-44a3-9791-1fdab4ceea8d","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","CU-OA-2"
"441f667f-4f84-47aa-bf51-211adb670890","","checklist-flat","","Branch Box Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","BB-OA-2"
"cd12a3ec-4760-4249-b759-ce91acc96b70","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","AC-OA-G.7"
"3497d67f-3b3b-464b-9915-4c2de7c351b9","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","FCU-OA-G.8"
"b05c422f-f8ca-4eb0-9c84-34d2c6a73157","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","FCU-OA-G.9"
"e6c8b2c6-8d66-4810-98e2-e97715abbe96","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","FCU-OA-G.10"
"c75d175d-ca10-4b97-8bc8-b6e520ee1f12","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","AC-OA-G.11"
"3b9b423b-13c5-436e-971e-b19267b48fc2","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","AC-OA-G.12"
"c2d6c86b-cde1-4ee7-9eb0-8d80ce552874","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","AC-OA-G.13"
"75a96bcc-20da-45f0-b9cb-ad05d1732e36","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","Ground Floor (2)","AC-OA-G.14"
"2ad61caa-6f8e-4e91-a435-437fe9ebda7f","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Operations","First Floor"
"0f6ad2d4-1e33-4932-93c5-96715388ba0b","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor","CU-OA-3"
"8e42ca62-8eec-457b-a88a-ed81a8d09669","","checklist-flat","","Branch Box Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor","BB-OA-3"
"8d9fa50b-84b4-44f7-9a99-38f747e6e7b7","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor","FCU-OA-1.1"
"fa895dcd-ca23-4f6d-a646-3a5f721e8c0d","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor","FCU-OA-1.2"
"a8d184e9-3866-4c80-ba84-07da08bfeeb9","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor","FCU-OA-1.3"
"b2e3bcb2-9743-4e04-b9e5-566dc9874169","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor","FCU-OA-1.10"
"50f98fc6-f07c-4e35-aa0e-251801955406","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor","FCU-OA-1.11"
"132a6e12-b8a7-4bb1-bd88-e3f883a03422","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)"
"53c7c482-44cc-4bb4-a8fb-4303d8340532","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","CU-OA-4"
"c3a6f351-451d-458f-88d8-ec74becd32da","","checklist-flat","","Branch Box Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","BB-OA-4"
"aab3942f-1748-490e-9142-15433ca226cf","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","FCU-OA-1.4"
"39eaf357-20c5-4548-a8bb-4677672a4b4a","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","AC-OA-1.5"
"d231bba3-f821-44dd-89bf-9cac43a4439a","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","AC-OA-1.6"
"f7eba554-78e4-4bfd-92d3-0d10955e5013","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","AC-OA-1.7"
"f0e05e95-4b67-4129-91aa-3f444c80a326","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","FCU-OA-1.8"
"d8ee42aa-993c-40f8-a990-52e834b24d2f","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","FCU-OA-1.9"
"5aa016c3-0475-4564-aa46-ef8b87955161","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Operations","First Floor (2)","FCU-OA-1.12"
"3f344ce9-3cbc-4a59-84f3-b3addb3f473e","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","MHE Workshop"
"e11dd132-849e-42a1-b2ae-891d732f4c60","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","MHE Workshop","MHE / MHS"
"4731e291-a4ca-43c7-b253-905e2a4a1008","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","MHE Workshop","MHE / MHS","CU-WS-1"
"7431b042-9832-4035-ae16-b47c5dac5bad","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","MHE Workshop","MHE / MHS","AC-WS-1"
"c0be1bed-0f74-46ba-a121-606e4fb3daeb","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","MHE Workshop","MHE / MHS","AC-WS-2"
"4b111b46-befb-4e93-b921-4c4898cd037d","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Gatehouse"
"72cf9c09-0497-4aad-b6b4-3b4281be5a4c","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Gatehouse","North"
"6aee1767-26c8-4fe9-9800-23aa56c012a8","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","North","AC-GHN-1"
"271a6985-d7d7-4335-86aa-96041cff2dbb","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","North","CU-GHN-1"
"a1c89899-6a3b-442d-8f59-7f849e281f81","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","North","AC-GHN-2"
"ba887e74-7241-480e-8b33-749c639594ef","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","North","CU-GHN-2"
"7bd1e94f-4c92-48e8-bf05-8ad9cb6a44d6","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","North","AC-GHN-3"
"6f7ff81a-b178-4ef3-b175-f3fdf11e558f","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","North","CU-GHN-3"
"6b1376b3-8774-48ac-8067-68eed488c2c0","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Gatehouse","South"
"11bc5b67-7a0c-479c-af7f-fb8f977fde3e","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","South","AC-GHS-1"
"b6f8d280-be38-40ea-a85b-e12ba5f7983c","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","South","CU-GHS-1"
"a40f4aeb-32ed-4b1f-8808-1d843e345a76","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","South","AC-GHS-2"
"98660ea3-953c-4189-9f19-7e663d01a927","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Gatehouse","South","CU-GHS-2"
"ba0ec708-ce8f-4735-a07e-373b101ffc75","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Receiving Office"
"743155ca-59ea-479c-8b1b-e5f227cf6e0f","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Receiving Office","North"
"3a316d55-7f91-4fde-bcd5-094fa18322e4","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Receiving Office","North","AC-RO-1"
"b25c430a-48ee-4614-b5ae-d0c26dbb9487","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Receiving Office","North","CU-RO-1"
"7421391a-254c-4520-8398-6f7847047cfb","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Receiving Office","North","AC-RO-2"
"1af23718-a701-43fc-bac9-bd719ede650a","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Receiving Office","North","CU-RO-2"
"5f9ddf83-99fe-41cb-8354-bc02cdeb8a8e","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Dispatch Office"
"47f96967-c2f9-435f-99a8-8b1d5eb39a63","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Dispatch Office","Office"
"87cc1e7f-90f9-4923-a105-416f8cbdff9e","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Dispatch Office","Office","AC-DO-1"
"04547a48-3532-4826-af4e-cc81b401a5cf","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Dispatch Office","Office","CU-DO-1"
"273c47d1-e10b-4475-b097-abef3d8adbc7","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","GF Kiosk"
"0f59d1f5-7ad1-4b1d-b56e-1db6e5ffedb6","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","GF Kiosk","Spine Data Room"
"4ac1661b-b309-4fb3-ab1f-b2ee5af632da","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","GF Kiosk","Spine Data Room","AC-K-1"
"25789c97-b841-4597-aec7-04baaeea9f9e","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","GF Kiosk","Spine Data Room","CU-K-1"
"88f0eb21-c5f5-43a5-af44-71524757c99d","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","GF Kiosk","Spine Data Room","AC-K-2"
"56b6d1ec-a44b-4f2a-9cf9-6c075f981aa5","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","GF Kiosk","Spine Data Room","CU-K-2"
"0d05c102-71bb-4568-9a49-6f264b4fa8d8","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Truck Maintenance"
"3ee57445-f8df-4c5a-a4b1-8fa2b136bd13","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Truck Maintenance","GF Office"
"08b674e6-93ea-45bc-bda5-3f13d59f3681","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Truck Maintenance","GF Office","AC-TM-1"
"a9e5a1c4-a0c0-49b0-8a06-c684f464f06d","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Truck Maintenance","GF Office","CU-TM-1"
"584a0d6a-ec64-4150-9fce-6e524e510214","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Truck Maintenance","GF Office","AC-TM-2"
"c423e653-ca7d-4691-903b-35bb9b56bf86","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Truck Maintenance","GF Office","CU-TM-2"
"e2c0338b-43de-4f33-a5b7-fecae28b917f","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Truck Maintenance","GF Office","AC-TM-3"
"c40316f4-01ad-479c-8306-56c6e52bcb99","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Truck Maintenance","GF Office","CU-TM-3"
"84b1af45-5912-485b-9984-fb6a521e56c1","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Case Buffer IT"
"92df8670-0c0d-4d3d-ad69-3d0d000a20ed","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Case Buffer IT","L1 IT workshop"
"82e7a6f0-1669-4217-8eb3-198f929faa5c","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Case Buffer IT","L1 IT workshop","AC-IT-1"
"4921baf3-63ac-4be7-a7f3-50da61870057","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Case Buffer IT","L1 IT workshop","CU-IT-1"
"e59afba6-1ad8-4293-b2b6-767298705a62","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Energy Centre"
"56285d26-0ed9-4411-b94a-83d4cbeb7507","","folder-normal","","","step","TRUE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room"
"821ae761-5a73-43bb-84a8-ba0ca3072f28","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room","AC-EC-1"
"24bb63f5-efa2-4bd9-8868-6357cd979494","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room","CU-EC-1"
"3374dee4-6bd6-4da1-b6e6-0c98ba3c073f","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room","AC-EC-2"
"dc8ec61d-5cab-4776-88ec-626345e8c07c","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room","CU-EC-2"
"6b32b96c-4c99-4565-89d2-6b523a012d80","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room","AC-EC-3"
"ef060671-7a1b-47a9-b787-35236d168ff4","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room","CU-EC-3"
"e779d6e6-b67d-4c0b-ab5b-917b0db7a3a7","","checklist-flat","","FCU-AC Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room","AC-EC-4"
"c81a1be5-1152-4342-bfe1-69d04dbe9427","","checklist-flat","","AC Condensor Checklist","checklist-flat","FALSE","FALSE","VRF / Split AC Unit","Energy Centre","Inverter Room","CU-EC-4"
"db692fc7-a407-4443-8faf-415076d91d0b","","folder-normal","","","step","TRUE","FALSE","CRAC Units"
"0a1b8f71-5678-44aa-8cca-b84c2df7a63a","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Operations"
"04a0eb0a-d74f-457b-b50f-2ac8070d57ff","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Operations","Data Room"
"a6309c96-5fdd-443f-8612-b04c49e5607e","","checklist-flat","","CRAC Unit Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Operations","Data Room","CRAC-OA-1"
"e1b36825-efb6-4dd0-b930-c9b64eec5b0e","","checklist-flat","","CRAC Condensor Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Operations","Data Room","CU-CRAC-OA-1"
"900eb616-59a6-4beb-9ab7-f052d67fd90e","","checklist-flat","","CRAC Unit Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Operations","Data Room","CRAC-OA-2"
"2afaf286-9f3e-41db-8ae0-2d151a5df179","","checklist-flat","","CRAC Condensor Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Operations","Data Room","CU-CRAC-OA-2"
"0dbfd59b-5b1e-47e9-83c0-1c74f56705c6","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Warehouse Spine"
"b654f685-dd09-41d4-a044-d7bb9fc7b471","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Warehouse Spine","Data Room"
"6c4de9dd-31e2-4494-8a5b-a5c0de9d484d","","checklist-flat","","CRAC Unit Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Warehouse Spine","Data Room","CRAC-SP-1"
"8ca4473b-794f-4dde-ae56-257c66ae831f","","checklist-flat","","CRAC Condensor Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Warehouse Spine","Data Room","CU-CRAC-SP-1"
"a75078b0-4219-4959-aa7f-7a153a240f39","","checklist-flat","","CRAC Unit Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Warehouse Spine","Data Room","CRAC-SP-2"
"15835484-08d2-4af5-b932-400757a890ca","","checklist-flat","","CRAC Condensor Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Warehouse Spine","Data Room","CU-CRAC-SP-2"
"e568af18-65a6-4839-a443-54122c580e8b","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Energy Complex"
"2e2c25ec-a028-4875-8e63-eb82eb56f4a3","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Energy Complex","UPS Room"
"b3ea9b7d-52a3-4e27-8b48-8fac07f75d3c","","checklist-flat","","CRAC Unit Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Energy Complex","UPS Room","CRAC-EC-1"
"1caacb47-7bcd-477f-9e41-e32a3a56dba6","","checklist-flat","","CRAC Condensor Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Energy Complex","UPS Room","CU-CRAC-EC-1"
"b5f242cb-7312-4c19-aa2f-5b7079ba8dbd","","checklist-flat","","CRAC Unit Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Energy Complex","UPS Room","CRAC-EC-2"
"1785b7ec-b20a-4977-812f-df321bb1123b","","checklist-flat","","CRAC Condensor Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Energy Complex","UPS Room","CU-CRAC-EC-2"
"07fdcb4c-1190-4aac-9852-86e797b9d1ee","","checklist-flat","","CRAC Unit Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Energy Complex","UPS Room","CRAC-EC-3"
"720ddc06-f4e6-441c-8bb3-cfc9acaa58cc","","checklist-flat","","CRAC Condensor Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Energy Complex","UPS Room","CU-CRAC-EC-3"
"df2ea826-995c-4d39-a812-8ae50489e42e","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Rotary Ventilator"
"1722a62c-d833-4215-be5c-268ce352ffea","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Rotary Ventilator","Truck Maintenance"
"9f8a9ea2-a685-48bb-8f63-9986169f2748","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Maintenance","RV-TM-1"
"53188a07-3028-4293-9aa0-f4459371a7ba","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Maintenance","RV-TM-2"
"1f2e4ae8-4b25-400a-8b29-33550c2764eb","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Maintenance","RV-TM-3"
"ebbc836a-79fc-4fce-9bd2-001514d12997","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Maintenance","RV-TM-4"
"75e62c5c-0528-4434-9c13-0c148bbb4fba","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Maintenance","RV-TM-5"
"62092814-10c0-47a7-b7a7-c73d89e4a3c2","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Maintenance","RV-TM-6"
"cc823ce7-e663-46f9-8dea-ef0baf2751ac","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Rotary Ventilator","Truck Wash"
"30fd0fab-0dcf-48a6-9069-3d1b2dc6ad5b","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Wash","RV-TW-1"
"793a673a-6602-45c1-8ea2-81af7333a23f","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Wash","RV-TW-2"
"9db0a8bb-9774-494f-a09f-de6c5c1db272","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Wash","RV-TW-3"
"4acc8cc6-d1e0-4563-bbf6-b2c1708c6152","","checklist-flat","","Rotary Ventilator Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Rotary Ventilator","Truck Wash","RV-TW-4"
"13884724-d497-41a0-8ebf-acd9f745855a","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Plant"
"6b4db80e-a1ae-4f2a-bb5d-fdd3cd1ca98f","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Plant","Chilled Water Pump"
"b75047e4-1ea9-4d78-931a-d5d049941a7f","","checklist-flat","","CHWP Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chilled Water Pump","CHWP-1"
"a0ce2ee3-4c13-4153-840a-b6ca36c3f7fe","","checklist-flat","","CHWP Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chilled Water Pump","CHWP-2"
"dfae8063-793b-4bfb-9e23-20650b8bd403","","checklist-flat","","CHWP Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chilled Water Pump","CHWP-3"
"82b3eaeb-a3bd-46e0-9249-24ce449eb746","","checklist-flat","","CHWP Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chilled Water Pump","CHWP-4"
"afb982cd-4553-4236-8860-bcdc2cdf13c4","","checklist-flat","","CHWP Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chilled Water Pump","CHWP-5"
"77f22910-8b37-46e9-95d5-64c372a1f307","","checklist-flat","","CHWP Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chilled Water Pump","CHWP-6"
"ae338350-198a-4485-bf0e-d0c56fd16221","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Plant","Chiller"
"f90d1f82-4c6a-42d6-af4a-595a5d7f4684","","checklist-flat","","Chiller Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chiller","CH-1"
"318561c0-db20-4a22-ac19-3e75f36389d0","","checklist-flat","","Chiller Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chiller","CH-2"
"b7e295f4-d9e9-4238-b83e-daac7c707388","","checklist-flat","","Chiller Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Plant","Chiller","CH-3"
"735e56f2-6788-4bf7-93a8-33f1324e0446","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Fire Damper"
"02a23c8d-d0f0-4403-8659-b27ee3718700","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Fire Damper","JR-WD-M-A-2105"
"bb48a76e-241b-410a-9377-ce662fa8fdbc","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-A-2105","FD-DR-1"
"d2545073-e4c4-4d8a-b710-85d202c90b67","","folder-normal","","","step","TRUE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100"
"7c1546a5-fb5c-401e-a229-135839c72b28","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-1"
"c4cd75f8-fddd-490e-a084-3e3b006ed485","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-2"
"5a845a7b-ffbc-4de8-bb00-fe2b53350c32","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-3"
"18106352-c86d-40d7-a1d8-37d2b642309a","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-4"
"5f623ae8-ef45-4b6d-abe9-e5f38621a76f","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-5"
"ddb649f7-1c8b-4681-af7d-0279d12f7205","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-6"
"f2d90ea9-eaa8-4580-b17d-89e92a42f5a5","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-7"
"6045efdf-3e91-4b8f-b15f-aaf744c563d9","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-8"
"c6ff3ae2-12b7-41ff-9fd3-cb2397cde922","","checklist-flat","","Fire Damper Checklist","checklist-flat","FALSE","FALSE","CRAC Units","Fire Damper","JR-WD-M-E-2100","FD-EC-9"
