"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a6fec1b9-8fb7-40a3-a9e4-f5969b7dd333","","fail","","folder","TRUE","FALSE","Site QA"
"2710b5d9-ffe9-4288-b9a5-c35696076a3c","","fail","","folder","TRUE","FALSE","Site QA","Structural"
"1f26255e-5b21-47cc-8d17-bef75cdd51da","","fail","","folder","TRUE","FALSE","Site QA","Structural","Level 14"
"8b1eb665-dbf1-414b-819f-1c9e68bdf429","","fail","","folder","TRUE","FALSE","Site QA","Structural","Level 14","Pour 1"
"40c3c480-056b-47b6-9bb2-c5aa272cd381","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 14","1403","Defects Checklist"
"eb149c7f-7126-45af-ba98-71c24da85eb3","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 14","1405"
"7dea1d77-3d70-4f53-9a94-d56eb37f37f8","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Services rough-in"
"95c00233-88aa-4ef4-a3b1-ab6587da93d5","","not-started","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Services rough-in","Electrical"
"ada22f74-cd9e-4b72-94e8-cdf31874f913","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Services rough-in","Mechanical"
"f7c7e853-e461-436a-a874-ff0a459bc981","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Services rough-in","Hydraulic"
"cebd0520-2cf6-46a1-9019-c3af8b6a0917","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Services rough-in","Fire"
"efb7fad1-dad5-4406-985e-675a986bef48","","not-started","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Framing/Sheeting"
"f1fa226a-7c83-4d00-81fe-b7fe60f63f37","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Waterproofing"
"09d5ad14-5baf-4f1c-b0d5-31d9f1bb481c","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Waterproofing","Internal Areas"
"aaec0da3-de40-4f5f-882a-ba66fa08d254","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Waterproofing","Balcony Areas"
"2c965a50-867b-4290-896f-917d5d8dfc19","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Tiling & Paving"
"423c5040-911e-459b-b510-b34bbdedf4da","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Tiling & Paving","Tiling - Internal Areas"
"cf60ba86-1c84-4cac-9e10-07f2ae512a16","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Tiling & Paving","Tiling - External Balcony Paver System"
"4897357f-a340-4622-9e28-c73e547d155a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 14","1405","Defects Checklist"
"01b4adb7-1af8-4f60-9d59-74c98b5d58ba","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 14","Corridor"
"c90f7be4-6acf-42bd-a050-2437483f27bd","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 14","Landscaping "
"048f38ac-fc99-4533-bde2-9cdea559b179","","fail","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 14","Landscaping ","Waterproofing - Lv14 NW Planters"
"e0a0bece-d20e-47b5-9087-b36d39e89016","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15"
"c71c7210-27b1-41b1-9218-53e2698242ba","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","General"
"29196a1f-15ec-427a-9765-e786ec654e46","","work-in-progress","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","General","Curtain Wall"
"aecd277a-db80-4135-bbb6-535ed7e6314a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","General","Render (Core Walls)"
"1dc92bcf-356a-4641-be1e-af36e7e932a2","","not-started","Level Compliance","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","General","Level Compliance"
"825f38a2-ffbf-434b-a86f-de01bd573902","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1501"
"bee53867-a1f5-4a4a-9a1e-c9e70fc11ff3","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Services rough-in"
"5aa61879-a23f-43e7-ac08-79503d694942","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Services rough-in","Electrical"
"3cdb7e7f-c9e6-4e73-9ab7-8cf7afd80148","","fail","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Services rough-in","Mechanical"
"732bb7c2-704d-4ce2-a94d-952be650d716","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Services rough-in","Hydraulic"
"46fffbc1-79d4-47e1-833d-561a0c1c35c5","","fail","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Services rough-in","Fire"
"45f21383-70e3-4108-9632-ffff359e5df0","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Wall/Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Services rough-in","SDC-TMP-CON-CHK-013 - B - 1501 Ceiling Closure Checklist"
"fdbb2208-0a7d-4960-8252-161ec8155b22","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Framing/Sheeting"
"9b82a8db-50b4-4982-bf14-0dbdec474e69","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Waterproofing"
"a5184185-c347-41ea-ab1b-60c5aacd7ba4","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Waterproofing","Internal Areas"
"b8e37835-ec3c-49c2-bf2e-54b79c081e9f","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Waterproofing","Balcony Areas"
"b879ba29-e357-4063-b542-09b3f780c1e2","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Tiling & Paving"
"c90126a9-577f-49e2-b2f4-cae30cd773a4","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Tiling & Paving","Tiling - Internal Areas"
"4b01ff8a-b156-4184-bc36-08fbfc650fb1","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Tiling & Paving","Tiling - External Balcony Paver System"
"2e8c6944-d6a1-409e-b46e-a581ad0abbf5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1501","Defects Checklist"
"72b84cc3-cac4-4362-9ca8-9a8fa4eb1e94","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1502"
"cf88946b-7496-4bef-92e0-d487189b8ae5","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Services rough-in"
"38684b9a-573d-4206-be22-6b2239bb1ae5","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Services rough-in","Electrical"
"4a0f1138-0a96-4ddb-a8bd-29606a228286","","fail","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Services rough-in","Mechanical"
"20d871a7-aec3-4197-a937-5e238dc2e70e","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Services rough-in","Hydraulic"
"e17c5a50-bf3c-4f4d-b115-ef34486cf740","","fail","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Services rough-in","Fire"
"983818ed-cdb1-4701-8313-a41de4059c88","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Wall/Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Services rough-in","SDC-TMP-CON-CHK-013 - B - 1502 Ceiling Closure Checklist"
"a550c29d-e8ed-4ed9-b984-7bc6b03faf5a","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Framing/Sheeting"
"59854d00-f6f7-457d-84fa-6aace4ed775e","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Waterproofing"
"364c565e-16f0-4e30-821b-817309e50e95","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Waterproofing","Internal Areas"
"8343739e-2a9a-46a0-8b0d-d3d32f6ba2aa","","work-in-progress","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Waterproofing","Balcony Areas"
"4ff299c4-bbf9-4055-bfc0-8c6015f1ce17","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Tiling & Paving"
"2a6a2a01-c9a2-4a45-8dd5-942bfcbe63f0","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Tiling & Paving","Tiling - Internal Areas"
"bf5e8457-a0ea-4f44-9c5b-75511e1e14ef","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Tiling & Paving","Tiling - External Balcony Paver System"
"42c4371f-fdde-4690-b73e-6a4a824be758","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1502","Defects Checklist"
"2b072973-342b-4ecf-b8a7-d3b85d162cb0","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1503"
"4c3ccef1-d54b-454c-a068-6c776d13d264","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Services rough-in"
"e2beb79e-2b1e-4b43-aef7-15e7ad6ae253","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Services rough-in","Electrical"
"092a4b0f-1471-4f76-938d-35dc8a2880d0","","fail","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Services rough-in","Mechanical"
"165210c2-8682-4c2e-af93-c4793e5edb51","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Services rough-in","Hydraulic"
"cee02051-1e49-45a3-9b15-e6285807dd5d","","work-in-progress","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Services rough-in","Fire"
"300aaee3-4e86-498c-bdfd-513c4adce005","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Wall/Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Services rough-in","SDC-TMP-CON-CHK-013 - B - 1503 Ceiling Closure Checklist"
"10e90517-2760-4941-9dc9-cf386f29d18b","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Framing/Sheeting"
"9bc6f22b-5690-4628-b7fb-8002f3d02ff4","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Waterproofing"
"7814cb6b-3d56-488c-a194-09acb2e96a32","","work-in-progress","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Waterproofing","Internal Areas"
"ba0ea8fb-d136-41ef-bcf2-0dc6c3ca7dfe","","work-in-progress","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Waterproofing","Balcony Areas"
"8c7ef796-f23e-42f9-a733-a488781c5625","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Tiling & Paving"
"95475164-81eb-4ec8-bef6-d5ebed0ec97d","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Tiling & Paving","Tiling - Internal Areas"
"71702487-8617-4ae0-a2ba-012b381beeea","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Tiling & Paving","Tiling - External Balcony Paver System"
"e1df1e93-6160-4ec6-811b-0dfe01706943","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1503","Defects Checklist"
"b4dc95cf-d202-45c7-a606-ce581e2e0bc7","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1505"
"1c294a98-0b58-4ce9-bffd-283ce047f0c8","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Services rough-in"
"33ebee9f-f798-46cc-9143-62cfc921c425","","fail","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Services rough-in","Electrical"
"94932105-99f6-45d5-8f11-8d231ec16d02","","fail","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Services rough-in","Mechanical"
"f2e5dd96-332b-4de3-bbe4-59e821fcba5c","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Services rough-in","Hydraulic"
"e3fbfdcd-cf57-4cf4-babe-9e9fd4a457d4","","work-in-progress","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Services rough-in","Fire"
"2e7c1067-863c-4ad9-890b-b395118d9aaa","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Wall/Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Services rough-in","SDC-TMP-CON-CHK-013 - B -1505 Ceiling Closure Checklist"
"e497cf99-5724-4646-a6a0-4ace3d9446c3","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Framing/Sheeting"
"5a464c73-8de6-46d7-939b-a487f0fd5328","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Waterproofing"
"0f23247f-c85c-4443-abd5-d0c7f7d0263d","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Waterproofing","Internal Areas"
"41c93b47-66ed-47e5-b166-78d7bfac77b6","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Waterproofing","Balcony Areas"
"41292d77-ea18-4a27-9447-f480ff7c5426","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Tiling & Paving"
"de86f566-dbd1-40a5-8360-1dad4bf4b393","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Tiling & Paving","Tiling - Internal Areas"
"fe3f33c3-67fc-46dc-9f7a-5530fc134094","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Tiling & Paving","Tiling - External Balcony Paver System"
"3b5f8cf4-f8fb-4db3-9aaf-42d79115b4dd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1505","Defects Checklist"
"668d0869-4a21-41b3-ac86-df75fba55d7f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1506"
"54c6002f-5ee3-4478-bd6b-af9ad86e593c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Services rough-in"
"70ddc160-58da-4240-b1a3-5e88b513600d","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Services rough-in","Electrical"
"9316ebde-3ac8-4a5f-80e7-d80575632e09","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Services rough-in","Mechanical"
"32082a74-8a3b-453c-8acf-518b9c4c9b26","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Services rough-in","Hydraulic"
"2151d66d-70c4-4877-9639-b9aef72a9519","","work-in-progress","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Services rough-in","Fire"
"7e661e1b-68fe-437a-8e81-90aa3514c199","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Wall/Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Services rough-in","SDC-TMP-CON-CHK-013 - B - 1506 Ceiling Closure Checklist"
"63c5386e-4339-46c3-83a9-e39f769f8819","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Framing/Sheeting"
"fc1ffe00-b3df-430e-bd3e-eabf8bde86ab","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Waterproofing"
"f210bf57-4e76-482a-8957-ccfe7e28493b","","work-in-progress","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Waterproofing","Internal Areas"
"75c759b7-cf46-47af-bfa4-18f2ae18af82","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Waterproofing","Balcony Areas"
"0ba73f54-6fba-46a8-b121-677bc95b1afa","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Tiling & Paving"
"78b0237c-e327-4d2f-b652-b0e9757b56cc","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Tiling & Paving","Tiling - Internal Areas"
"b00eefa9-b9f2-42c4-9ee9-40dbf995b0bc","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Tiling & Paving","Tiling - External Balcony Paver System"
"fa31d165-60c7-4a80-a558-a9528b9a3bbb","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","1506","Defects Checklist"
"a43da7d6-7d7a-43ff-b86e-330d830e5ab4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 15","Corridor"
"7c5f6cd5-526a-4fbb-ba3d-7be0474322ee","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16"
"9e4fd6bc-a950-4950-950b-9a27d56c5b60","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","General"
"126cc89f-fc3f-4d70-9ec9-734fb26955df","","work-in-progress","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","General","Curtain Wall"
"8eb18beb-c5a5-4a62-b656-c40af6314349","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","General","Render (Core Walls)"
"7eee9395-8e92-4fef-ba14-3e01186a6ba2","","not-started","Level Compliance","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","General","Level Compliance"
"684b3344-1410-45b7-b7e1-ec5e14d8fe7d","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1601"
"132ccc36-c5cb-40e1-94f2-21b5820f3b50","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Services rough-in"
"ce423663-6c3c-457e-9f4f-67bde6f5bde1","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Services rough-in","Electrical"
"cda305f6-8730-4162-96e3-acb6dc6a384c","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Services rough-in","Mechanical"
"31caa63f-78a5-4abc-a36d-62bba5d65013","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Services rough-in","Hydraulic"
"77fbd349-947e-47eb-80e6-1f9ef56577c6","","fail","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Services rough-in","Fire"
"2d2d2c8a-1116-487b-844b-866a1bab0748","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Void-Riser Closures","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Services rough-in","SDC-TMP-CON-CHK-013 - B - 1601 Ceiling Closure "
"6c596b16-9f1f-4e1e-9b8b-de735ab346bb","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Framing/Sheeting"
"42c571e8-5df7-49a5-8acf-9e519533e5d2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Waterproofing"
"5c9a492d-b2db-4f85-9bda-46015bd2430d","","work-in-progress","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Waterproofing","Internal Areas"
"15398984-417d-40c3-a07b-eece217d6cce","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Waterproofing","Balcony Areas"
"c69589d5-6831-4c58-8456-e53e9b2c1721","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Tiling & Paving"
"d3ee8c09-82cb-4ca1-8ed1-ad3f77fdfb2d","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Tiling & Paving","Tiling - Internal Areas"
"b5371805-b740-4b3f-abf8-7bbd25703b72","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Tiling & Paving","Tiling - External Balcony Paver System"
"ff42c052-a35c-49cf-ae9d-e33601c15689","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1601","Defects Checklist"
"9ed40510-7ea5-4009-a927-2f9aee06948f","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1602"
"0f50a7d7-41bf-413b-993a-4efbd9e37c7f","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Services rough-in"
"629f7551-5549-47bf-b1c1-99dec6fd9863","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Services rough-in","Electrical"
"fcbf50a5-e004-4122-9134-97fdd6ef9aaa","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Services rough-in","Mechanical"
"83048481-20af-4a27-867e-504c0c58e279","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Services rough-in","Hydraulic"
"70d9aa29-1681-4c32-b5bd-fa37856aa4ea","","work-in-progress","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Services rough-in","Fire"
"388a6daf-1218-4c90-bf33-2a9c676d4e3e","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Void-Riser Closures","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Services rough-in","SDC-TMP-CON-CHK-013 - B - 1602 Ceiling Closure"
"da41a3e4-cc70-4e70-be1f-d7a6ec9f7016","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Framing/Sheeting"
"46ac63f4-c3f6-4aac-8f53-cfd3d715280d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Waterproofing"
"cdc4882a-db75-420d-b07d-58059d052813","","work-in-progress","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Waterproofing","Internal Areas"
"b36d533a-6f65-4220-bb6f-9bbc657719c0","","work-in-progress","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Waterproofing","Balcony Areas"
"94235c65-83ea-4651-8512-265a2f901c50","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Tiling & Paving"
"a74a0743-b4e5-43ac-ab45-f858348cd9a7","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Tiling & Paving","Tiling - Internal Areas"
"4b9504d8-5e2f-48c7-a026-22885d6cb024","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Tiling & Paving","Tiling - External Balcony Paver System"
"e8f43bc1-d2d7-4195-b390-c44e3006c177","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1602","Defects Checklist"
"567cfe7e-e74d-4f5a-a2ad-34aa62f9157b","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1603"
"1fac707c-9f7d-443a-8eca-f47cdf54c76c","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Services rough-in"
"8b6bff94-cca1-44be-8438-aa489c0e637b","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Services rough-in","Electrical"
"216e66a4-62d0-4c88-833b-a78988fe806e","","fail","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Services rough-in","Mechanical"
"e6e0fa46-5df4-4838-9da5-f0f20d8a5cda","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Services rough-in","Hydraulic"
"ecc3f7d2-eaba-4c5a-8c64-e93a813f53a0","","work-in-progress","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Services rough-in","Fire"
"be64778f-2628-436d-98b1-0ffb51b329c7","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Wall/Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Services rough-in","SDC-TMP-CON-CHK-013 - B - 1603 Ceiling Closure Checklist"
"6c6bbee0-16c7-4fdf-aea5-2f9b3bd2b4bd","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Framing/Sheeting"
"333e4b3a-4463-49c8-9dbe-d165f969c1f1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Waterproofing"
"c2fc1a09-5e62-43ee-9450-32b06bba8dff","","work-in-progress","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 16","1603","Waterproofing","Internal Areas"
