"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3d321021-b6f6-41b6-88c0-a8434b527a36","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacturing QA"
"09809baa-34c7-4f33-8234-7168558a1013","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-01"
"c20e491f-d022-469c-8bf7-550e9fe1a85a","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-01","Apartment 1.04"
"48f3c31e-d642-4d59-aa4b-f7b4cad26fa4","","checklist-flat","pass","Windows Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 1.04","W-104-02 - W25"
"dcb170ba-d349-5cd8-b216-c79885f538da","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Surface finish is compliant to standards"
"29198961-20cc-5c02-8d23-972615565229","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Small Joint and back sealing correct"
"05240887-6732-5add-ab65-c28f58a38aed","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Hardware is correct and correctly fitted"
"7a4db596-da36-5143-a561-119a0b17ae9f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","01003 Liner adaptor fitted to specified centres"
"beb75381-1631-5e2c-8c5e-5769c7f5d663","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Item number & description written on adaptor"
"0de8d3e5-80c8-5a90-820e-f28b2c79d4b0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Sizes are correct against job sheets"
"b1b59f1c-bcd1-5bb7-90a5-ace2b0ff4922","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Drainage correct as per APL manufacturing pack"
"9df7f33e-54cc-5aa5-8ac6-cd4f28febd9e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Sashes are fitted square and operating correctly"
"6a255128-a4b3-5145-bcae-31e0a5104dd9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Restrictor stays fitted where required"
"11ae6e39-d322-5cbe-ae69-7bbff47304d1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-02 - W10","Correct beads supplied for site glazing"
"575d8899-0754-4a24-b43d-cc342e800c8e","","checklist-flat","pass","Slider Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H"
"1655c955-1f18-505b-935c-1915ae6798e8","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","WANZ notes applied"
"a4734738-4b80-5503-8a1d-c48cf7aa700e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Surface finish is compliant to standards"
"cc98b007-afe9-556b-aaae-85ce4193dadf","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Small Joint and back sealing correct"
"9803efe4-c527-54a1-9c88-0c0b7ae563ad","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Hardware is correct and correctly fitted"
"8b50a094-6fd7-540a-bf53-8c668c0b2685","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","01003 Liner adaptor fitted to specified centres"
"2e3d77cd-806d-5a4d-a9d9-349cf17d9533","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Item number & description written on adaptor"
"93babf52-8f6f-51a5-beb0-ed0b4de779c9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Sizes are correct against job sheets"
"80228f75-856f-5f97-bffc-25c01fd41c5b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Drainage correct as per APL manufacturing pack"
"2302745e-aa3d-52f3-8fc2-819932796d2e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Panels are sliding freely"
"49c86df4-d7ca-5bba-8a98-829bd2a74fef","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Correct weight rollers fitted"
"b7ba113b-0e74-5258-aaad-3cde3a213ee1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Stops and end caps fitted correctly"
"a65cf5c3-09b6-51ab-8f37-62a909c5a399","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Infills fitted correctly"
"a1b17552-a8a9-5701-9e49-17a277fc2c4a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.11","W-211-01 - W50H","Correct beads supplied for site glazing"
"260d522d-3964-4550-b0f6-7c72b38c5c3c","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-01","Apartment 2.10"
"cbdb1a7a-e5d8-440d-b7a7-b22f3a5c8926","","checklist-flat","pass","Windows Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34"
"7665ebf9-ae6b-546f-8438-8c1f6607db9a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","WANZ notes applied"
"52159d1b-2bd7-59e6-9df9-646ce0a5a89b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Surface finish is compliant to standards"
"e4296778-579b-5877-8320-2f95858df973","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Small Joint and back sealing correct"
"36805e52-0508-5d81-9cd5-830b0d1a6143","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Hardware is correct and correctly fitted"
"6b9b5079-486c-5587-8958-e9ed2bfbb4ca","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","01003 Liner adaptor fitted to specified centres"
"52b7faa6-7304-5df5-9898-eaa8d951e7a3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Item number & description written on adaptor"
"82438ce3-b6ee-593a-b6de-63040ec3a159","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Sizes are correct against job sheets"
"e487b962-b976-57c7-8494-dc257acd8b6e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Drainage correct as per APL manufacturing pack"
"f26cce2e-03e2-5f17-98c8-a8e0bfb6dbc5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Sashes are fitted square and operating correctly"
"4dd6db3f-cdac-5ec9-ad5d-fd3a48dae2ae","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Restrictor stays fitted where required"
"ef28f50a-122a-51a0-b18a-0a36de8f9cbe","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Correct beads supplied for site glazing"
"8d4d0742-903e-5525-8af0-fc5289150130","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-04 - W34","Stiffeners fitted - 25x50x2.5 Galvenised steel R.H.S fitted inside mullion"
"7df6fa64-9c05-4006-8f1d-cfb0be2806aa","","checklist-flat","pass","Windows Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10"
"7ab09e8c-6798-5dde-af60-06710c708290","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","WANZ notes applied"
"97973b97-c0cb-5694-b57a-9abfc0c25096","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Surface finish is compliant to standards"
"c7168776-a809-5b38-9cc1-b3a8cc134e0c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Small Joint and back sealing correct"
"6dcb8f51-962a-5fbc-9ca4-159694b0e4d6","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Hardware is correct and correctly fitted"
"1cba660d-1f52-5dcd-a7d2-ecfa76d33f22","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","01003 Liner adaptor fitted to specified centres"
"7f2c1e01-87fd-5ad2-ac3c-4456ef5e7a4e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Item number & description written on adaptor"
"09d2032c-53a5-5086-abb0-1e2b1ac87930","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Sizes are correct against job sheets"
"fbb9a5b0-963f-5254-81a9-a8cda6b09eaa","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Drainage correct as per APL manufacturing pack"
"3461710a-427d-504d-a816-c07c5ff06d7d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Sashes are fitted square and operating correctly"
"9cff9167-3161-5ef4-9ee4-95a617503aa2","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Restrictor stays fitted where required"
"068d00c9-e04c-55d7-8495-0c75f297e0b0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-03 - W10","Correct beads supplied for site glazing"
"ceea315d-89b4-446b-ae5a-514236169203","","checklist-flat","pass","Slider Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H"
"d8fb784f-462c-5abe-8d29-c25387ddb600","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","WANZ notes applied"
"5ee9d03b-dcb8-5129-8fd9-a9578739ddef","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Surface finish is compliant to standards"
"891557b2-a0e3-5ab8-b86c-4e3870a9f9b4","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Small Joint and back sealing correct"
"195caff3-b26d-53e9-bce0-69c538b673ea","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Hardware is correct and correctly fitted"
"effde490-26df-50fa-b628-6c923fa13b36","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","01003 Liner adaptor fitted to specified centres"
"44d5416b-8bcb-50ed-bc65-b319802f4bf5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Item number & description written on adaptor"
"8f78865b-0949-57a2-8fb5-32205661a266","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Sizes are correct against job sheets"
"752c384c-69df-5f70-a1d7-82ac04c0103e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Drainage correct as per APL manufacturing pack"
"dd5bf3e0-c159-590b-8e36-13b7ac20fefe","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Panels are sliding freely"
"e580152f-8932-58b9-8a0d-a4fd94997133","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Correct weight rollers fitted"
"f06a142b-ffea-57d3-b717-7d57ada24435","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Stops and end caps fitted correctly"
"f7283c26-37b0-57d7-a1ba-a57e71eb0f3c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Infills fitted correctly"
"9ef8d5e2-2a7a-5257-a803-066e0cb634da","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Correct beads supplied for site glazing"
"96c0610e-c914-5414-9d68-40f130190c79","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-02 - W48H","Stiffeners fitted - 47x27x3 Bended galvenised steel channel fitted inside interlocker"
"35a53eee-1605-493c-80a7-5189471e05a4","","checklist-flat","pass","Windows Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34"
"0f23cdec-afa7-5743-a2ba-1c13dd3f4d7f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","WANZ notes applied"
"88a995c8-41ea-5f62-8898-1acce681cbc5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Surface finish is compliant to standards"
"419298f5-c576-54cb-aa7f-d6a743f0cf91","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Small Joint and back sealing correct"
"f7a63264-dabf-54f0-a2c8-b14ab871c650","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Hardware is correct and correctly fitted"
"3999ccd8-c3e2-55f0-89b7-ec6623e187d5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","01003 Liner adaptor fitted to specified centres"
"8b7b612e-28ef-5eff-91cf-6dbfbb335029","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Item number & description written on adaptor"
"8b941d54-cd2a-5415-8357-6b14fc58e2c5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Sizes are correct against job sheets"
"39315647-c374-563a-89cf-715aa3ca3030","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Drainage correct as per APL manufacturing pack"
"ae9e4ed0-4386-5264-9f85-88e74c3c18cb","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Sashes are fitted square and operating correctly"
"1eda95fc-a515-55c9-bced-feb28c908122","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Restrictor stays fitted where required"
"b7acd0ad-c43c-5656-b535-5c3dfe6b2622","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Correct beads supplied for site glazing"
"d5073af6-d614-5aae-ad57-cdf74f50ca44","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.10","W-210-01 - W34","Stiffeners fitted - 25x50x2.5 Galvenised steel R.H.S fitted inside mullion"
"1c6f212d-5618-4b98-bb95-39852c39d3c0","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-01","Apartment 2.09"
"f171436f-6d54-4ebb-a335-fbf6e41c4b16","","checklist-flat","pass","Windows Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34"
"19de1ec0-e372-5938-b39d-08bab101481f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","WANZ notes applied"
"3a46c9ee-30be-5228-a8f5-db75c94ff2af","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Surface finish is compliant to standards"
"ecbb7091-49a6-576f-a7f1-b9ed3cdc2fdb","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Small Joint and back sealing correct"
"3eb65da8-1279-5aba-b01d-a1b7a55c4d11","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Hardware is correct and correctly fitted"
"29c174c1-eab3-589e-bfcc-8c59beb828f0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","01003 Liner adaptor fitted to specified centres"
"6102500d-8409-5fef-87df-e08da5c9e455","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Item number & description written on adaptor"
"c4aa078a-818b-57b3-b823-e876951ee260","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Sizes are correct against job sheets"
"a71b7e83-a7d9-565f-b9a4-b5f277b314b6","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Drainage correct as per APL manufacturing pack"
"c88765c3-9482-571d-a515-3c3e03df37c9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Sashes are fitted square and operating correctly"
"183ac9a3-dec9-50f3-b7d1-1dc99bdaf5f0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Restrictor stays fitted where required"
"611cd93e-7308-50e3-8a5c-35621fc5ec11","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Correct beads supplied for site glazing"
"e89a47e5-68fd-50f2-9d3a-94e913f3d8d3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-02 - W34","Stiffeners fitted - 25x50x2.5 Galvenised steel R.H.S fitted inside mullion"
"39e60ba8-fcaf-49c2-98b1-61ba68b8f755","","checklist-flat","pass","Slider Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49"
"065637cb-a182-51e0-8949-d553c7452ef2","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","WANZ notes applied"
"b696b35b-9080-51c9-8232-690549269564","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Surface finish is compliant to standards"
"22995c81-6949-565d-8111-f028d5ed89e6","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Small Joint and back sealing correct"
"3ea281c7-54b0-5787-b85a-0dd4c77ce4c8","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Hardware is correct and correctly fitted"
"d8d7f79a-957e-5e70-95b3-112b2ac54c94","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","01003 Liner adaptor fitted to specified centres"
"44058301-a794-59d1-bdf3-0a5eae3bc040","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Item number & description written on adaptor"
"28bcdebe-79d7-50f4-a76b-343936663385","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Sizes are correct against job sheets"
"e56811c5-6ad4-541c-92c7-13bc335da7c3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Drainage correct as per APL manufacturing pack"
"fb133d2c-fd36-5751-a36c-97dd27e261d5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Panels are sliding freely"
"b3dcd6b2-2965-5430-97ef-08a7b21a734e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Correct weight rollers fitted"
"d9c51d9b-e082-5e16-9a11-b1e3dbabc812","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Stops and end caps fitted correctly"
"a42661cd-f42c-51fd-950a-f56b1f88efc9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Infills fitted correctly"
"f04abad6-1065-5472-8ccc-eb2b1187a82b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.09","W-209-01 - W49","Correct beads supplied for site glazing"
"b9eb728a-031d-43f4-8bba-8447954ad3ac","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-01","Apartment 2.00"
"87e16be0-0152-435c-8b96-384b8bc76189","","checklist-flat","pass","Hinge door Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT"
"4a06204b-ad28-5fc7-bf83-ae14ac18dd9d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","WANZ notes applied"
"6b3bff2f-cbb5-5a85-955e-867a7ecdfc3c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Surface finish is compliant to standards"
"cb77c26a-a7f6-5db1-a823-60314deeed7d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Small Joint and back sealing correct"
"55deec23-0fb8-5f82-b571-213c6514112e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Hardware is correct and correctly fitted"
"7df820dd-3244-5e9a-aa83-a9ca763d9b78","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","01003 Liner adaptor fitted to specified centres"
"2a5dcabc-3ff2-57a7-bd22-f05cb3dc1128","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Item number & description written on adaptor"
"f4237021-fa42-58d0-9799-297728abcc4f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Sizes are correct against job sheets"
"2d846355-fae4-5962-bb60-d74cf4552036","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Drainage correct as per APL manufacturing pack"
"7aad454a-db1b-56c6-87ae-ba10b7a18a73","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Doors are square and operating/sealing correctly"
"6454b51d-9e9b-576c-9d20-92e12dca9fc3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Strikers are engaging correctly"
"3586e272-dd6c-59e7-85ab-9ab5a78ef01b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Flush Bolts/twin bolts are engaging correctly"
"a83ab8f8-b907-50b0-8681-0e498653afdb","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-01","Apartment 2.00","W-200-08-W38 METRO OPEN OUT","Correct beads supplied for site glazing"
"5336542e-0442-41e2-ad32-ad3722a94401","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacturing QA","7546-02"
"affb1017-1d22-4eda-ad06-36faa638c0ef","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-02","Apartment 3.07"
"6735d1a9-f659-498d-9151-d16a37dc08d3","","checklist-flat","pass","Windows Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29"
"06a9b8a0-09a2-5b51-9106-eaf8ddc476e9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","WANZ notes applied"
"53aa9358-8bc6-5bc9-beba-4ba7ee018e01","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Surface finish is compliant to standards"
"8453feb6-2834-5ca7-adbe-c970d334fc69","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Small Joint and back sealing correct"
"1098d5b6-84b0-5419-8f7a-a5e905962ec4","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Hardware is correct and correctly fitted"
"6eb186fc-a06d-5d51-8a21-e522cd6af083","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","01003 Liner adaptor fitted to specified centres"
"41f9112e-9b44-5adb-98df-5f4b0e7d4ac1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Item number & description written on adaptor"
"ec9784aa-8824-5f4c-b546-794ac7dd517a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Sizes are correct against job sheets"
"89405557-b7ad-5675-a99c-af078ec19b58","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Drainage correct as per APL manufacturing pack"
"80c7d84f-0115-5744-8945-0fad620dcdd5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Sashes are fitted square and operating correctly"
"7a279838-731e-5dcc-9f86-b4e077ded415","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Restrictor stays fitted where required"
"1af16df6-23ca-5172-bcbf-469e6df783cc","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.07","W-307-03 - W29","Correct beads supplied for site glazing"
