"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1d1e6a92-4c79-4cfd-b6a1-eea37e486c63","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"320e6e77-1cd7-4e50-97b7-0763c598e6c1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B"
"1288f73d-af33-474c-9d1d-c76834ed5bb1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Lower Ground"
"a6ecec03-b91a-4fc3-bfca-7d236c26ca48","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","50"
"6e6b2f64-0eda-4993-979c-fa4c687b5cad","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","55","Walls"
"20e76bee-ffc3-4de5-ba74-d2a93b23c7fe","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","55","Ceilings"
"ff1561d2-abeb-4bac-a4c1-9bcc8618e07a","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","55","Speedpanel"
"f46446da-5813-48df-ba31-200987dd4733","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 2","56"
"f5295f9d-cd8b-40d9-85f3-5ef91a2a93ee","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","56","Walls"
"ca5a8510-ecee-489e-bb30-3c9f37541a94","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","56","Ceilings"
"e9ff19b4-9bf6-4a31-a918-8712abaad98e","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","56","Speedpanel"
"8156761c-0ecc-401e-9bb4-3c7153358530","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 2","58"
"049e0e50-7ebc-46d8-bd8b-be58846cab7c","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","58","Walls"
"fc1b8eda-4bf1-445f-930c-da03ef28abb7","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","58","Ceilings"
"604c4a21-ce6e-4936-b987-83e4b06e5545","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","58","Speedpanel"
"85fedd67-9295-487a-af24-a012e0aeb7b8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 2","59"
"012070ba-a5bc-4d37-bda1-17a1a791fb0e","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","59","Walls"
"62def580-f4cd-4373-b97f-6621c40af3a4","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","59","Ceilings"
"1411d9f0-bd50-4d5b-ad38-1789d346cbc6","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","59","Speedpanel"
"a025ae9f-550f-4ff6-a673-a63981e9549d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 2","60"
"140d380d-65e4-4f1f-b89a-8261a3921a17","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","60","Walls"
"09c25bb0-020a-411f-9f96-7eb22c72f1a4","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","60","Ceilings"
"a0b4a70e-4ae1-45d6-8f5d-6a6f2dffd3a4","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","60","Speedpanel"
"571e7aaf-feed-47e0-ba2c-d7f5caa9f4d9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 2","61"
"9f7d7bee-ba9c-4667-b957-bdadc5a7792b","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","61","Walls"
"4f3743f6-2e95-4eaf-a7b7-3f5720f83f4c","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","61","Ceilings"
"aab956cf-a0f5-4c7a-9aac-b386981acb98","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 2","61","Speedpanel"
"254ed8f2-da92-4af1-b10b-607feb91587f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3"
"1a870e38-27d9-4677-ae4e-aa93bc55f072","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","50"
"7e800801-322c-4e83-960b-c756190166ff","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","50","Walls"
"ff4c078b-67e5-4bd4-8d4a-7bf24b4fdaa4","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","50","Ceilings"
"0ddab1e9-7b6c-4241-8834-79193db15864","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","50","Speedpanel"
"7cf07548-f0ce-4409-82a2-5777d7f71fa5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","51"
"8d57edbc-68ef-4780-b56c-75e5f71d4fc8","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","51","Walls"
"3e70fe35-e6e3-4e40-95d0-c6eb870e3682","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","51","Ceilings"
"c85e2611-2115-4b22-81eb-4277fef6acde","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","51","Speedpanel"
"deac13b5-11b6-40d5-9400-4fd1e8386d7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","52"
"f775c4f8-7348-40d6-9b76-4aeba70e063a","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","52","Walls"
"6b6c6263-5fa7-4020-a9fe-f652efdf63a5","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","52","Ceilings"
"cc8ea96e-c0b1-49ca-b342-eed330782047","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","52","Speedpanel"
"ec88f834-a80f-4cda-bfe5-20680b51b8ea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","53"
"65d4ac60-1bab-422d-ae42-7594ec61204e","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","53","Walls"
"35cfe3c6-54c8-49e7-91bc-5300bba6778a","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","53","Ceilings"
"1a61a0b1-f6bb-4861-81e4-4b536cd6af84","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","53","Speedpanel"
"c49ff790-322c-4d10-b61c-5c9d0b889a7e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","55"
"ce9625ac-25d5-4dec-9ee7-6afefddadd45","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","55","Walls"
"d7d28e3d-bfb8-48ed-9d05-5cf3598016b3","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","55","Ceilings"
"6ddc874f-1702-4651-9ac9-11cf165303b3","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","55","Speedpanel"
"0df0f054-6cf7-4bae-b4c2-2f9471033c4f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","56"
"56d96e70-2d88-4167-9083-71b3da62dfa2","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","56","Walls"
"d8346c78-59e3-4db5-94b5-c5ddb691f4d1","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","56","Ceilings"
"c3feb207-b1e0-4526-9975-bd5ae9c132cd","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","56","Speedpanel"
"2e83b6bd-f54e-46a9-b722-f57ca0904f8e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","58"
"b437b8cb-a3bd-404c-b113-b2315d27201f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","58","Walls"
"dd5bc030-ac69-4f2f-9b7b-e97b6dbae8a1","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","58","Ceilings"
"367653c1-4a9a-4dee-8ac0-558319e5acdc","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","58","Speedpanel"
"08d23a42-a26f-4856-9574-80b978c5f194","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","59"
"6f41e5e8-c51e-4be0-b8ae-8842740a320f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","59","Walls"
"f92ab3fc-95e9-4da1-b0a7-9ac1d6d31fab","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","59","Ceilings"
"71925e15-56a2-4c51-a8f4-181b3ac8d6ad","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","59","Speedpanel"
"7b218058-e5f3-4c7e-9016-93710f428546","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","60"
"9674fec9-0d9f-4982-88bb-9dcdd2ffd741","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","60","Walls"
"4d462b4c-32ae-44bb-be51-5eef3835c480","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","60","Ceilings"
"b724e9bb-51fa-44fd-b738-0a8e1b16e0e1","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","60","Speedpanel"
"753925fc-04e8-4771-8c3a-3712a618a68f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 3","61"
"fdc46b39-5fcc-4aa7-9414-01adf17b4349","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","61","Walls"
"b0a0b05f-27cc-4d86-ab29-3e8326010701","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","61","Ceilings"
"480d1573-38c8-4c97-90dc-6c505255ba52","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 3","61","Speedpanel"
"ef12dfce-3636-44a6-bed1-863a3f7882a0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building B","Level 4"
"ebcaa36c-d8b0-42f1-8d0e-a020bb6ea785","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","50"
"c8d7f551-24bf-4e16-9cea-20a2e4386d54","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","50","Walls"
"2ea8aa5b-526b-4f3c-8cdc-dd94542313b6","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","50","Ceilings"
"6f8b3156-6fa9-4484-8fbb-5976cd525ba4","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","50","Speedpanel"
"5c82029c-9bb6-444a-8741-82b81b5442ee","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","51"
"9c200ae9-8d75-446d-b9fc-90b0ab15c418","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","51","Walls"
"185f302c-919e-4d76-a8f9-5e37d9d81971","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","51","Ceilings"
"5853836c-175c-4d1a-b525-b8720904c404","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","51","Speedpanel"
"aae6e9f2-b4a4-4b0f-9204-05f4a9bcd608","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","52"
"af644b19-e43b-40bc-84c0-5063042247d7","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Walls"
"e3e082de-bbde-4be8-bd8b-885ad2b325d0","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Ceilings"
"3ca88f35-d2bb-4538-a313-abba2a57d569","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","52","Speedpanel"
"85b1ad2d-ce01-4fa5-98db-6a55c66abfe0","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","53"
"bf4cdc83-3028-47f0-b089-ec5e59cb5818","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Walls"
"e797925b-d018-4742-8151-5f7caedf8c80","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Ceilings"
"1e401840-3c3f-4b0e-bd9c-19b540767e2e","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","53","Speedpanel"
"cb868b63-5f64-4e6f-95d3-9c2e779ea116","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","55"
"5f9c7050-b994-4d0d-a79e-74be4493f05e","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Walls"
"9fcc4b5e-d61a-4eca-8ce3-027f7dfd5abf","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Ceilings"
"80c37130-058c-4990-a2d4-d36300553e44","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","55","Speedpanel"
"5475d5d5-d2b1-4579-adc8-e4328eec3525","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","56"
"d20efdd8-437a-43d7-8453-930c6393ab67","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Walls"
"548f650d-6cdc-419f-9324-dbe214226e6f","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Ceilings"
"370326da-0505-4bcf-8fe8-dfea361e8fad","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","56","Speedpanel"
"abeed650-c439-4b36-b795-29dfdd2e4187","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","58"
"dc7c7a5e-ea26-4c1d-b673-1ad64bed93a0","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Walls"
"39ec5f74-43e3-492e-ac53-3dfc381687d5","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Ceilings"
"929a0898-f237-4326-85ac-4316239749c4","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","58","Speedpanel"
"6f8eb97d-eeb2-4051-87eb-ed975daa2d01","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","59"
"ba27ba2c-e0dc-468f-be96-5c67a8388d8f","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Walls"
"eb7d351a-8649-4e94-a1dc-a6d746f18ce7","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Ceilings"
"82a1752f-9d56-47a0-a35c-c8bc2776e151","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","59","Speedpanel"
"68df2c3b-ea97-420d-8792-26ba91395055","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","60"
"a78f6a88-9b3c-4bcf-b91d-464c89fbaee2","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Walls"
"020f3df0-df80-4f1a-a2b8-d39289cdcee2","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Ceilings"
"0908cbfa-0593-404b-b93b-b83fec04efdc","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","60","Speedpanel"
"be96c35a-34a6-4f94-8bc7-9ad50ac2536e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 4","61"
"7aefc9d2-4cab-4d6d-9500-2e498e543e60","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Walls"
"ca1cc36c-13f2-4c6c-84d9-fff97e59c642","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Ceilings"
"ef2372eb-d9fa-4d60-ab6e-50008c37b0bf","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 4","61","Speedpanel"
"7d7c732d-3188-435a-adb8-14554abfcc04","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building B","Level 5"
"a4e21dc0-9e20-4316-98d4-52682f4e186d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","50"
"3924224c-1ead-41a8-b7ef-9d340a04033e","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Walls"
"3dbaf1c4-7f7a-4a4e-81a7-4390014f0baf","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Ceilings"
"9f234e98-7ee7-446a-8e12-ba0e3c3a599b","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","50","Speedpanel"
"aec8c140-1b5f-4433-8a02-7537d3297725","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","51"
"b89db17b-1654-4d2c-83ac-c4de464f04e1","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Walls"
"e2c8067f-cf4d-4a1f-b4b5-451bb3b6a3d7","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Ceilings"
"c36b8906-e062-4566-8cfc-cfcc2594d55d","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","51","Speedpanel"
"b4514c2f-b545-4db5-9ffd-d16940f29d3e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","52"
"5560d232-802a-44be-b019-c288fd6d0095","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Walls"
"d294d4dc-370c-4299-80e6-527b770dff36","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Ceilings"
"a2b7bca8-4793-4148-aa0a-d33bd02cd3c0","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","52","Speedpanel"
"e10195e6-e0d5-4e9b-a903-a6f68d493170","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","53"
"4aa3dcd7-94b6-4705-ac55-57be372de132","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Walls"
"d8dec585-4b1c-4170-906e-47a37e968229","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Ceilings"
"fa7a996d-ab61-45a1-ac6f-fb84fc3957be","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","53","Speedpanel"
"8162b7e5-2d77-435d-9d14-8ba2671b7b4c","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","55"
"b5e5daed-aef2-4166-aa9f-80cfce4af581","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Walls"
"077a1976-79c7-4511-adfc-8b8cdf6b792b","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Ceilings"
"fa370e45-be2a-4dd7-90c9-de3a2fd53f90","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","55","Speedpanel"
"a233a252-c008-4178-9a6a-1dba7c7ae3ab","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","56"
"d6058ab1-c398-4a6c-83bf-d3b38dbe4fa1","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Walls"
"dc134573-4ee6-4ed3-8ee0-0183947e5290","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Ceilings"
"3d39962d-876c-4b7f-a275-37787883d3e2","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","56","Speedpanel"
"57e65bbc-0362-41ee-9bd2-afe09d64ba61","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","58"
"97b75704-7666-4f66-8097-2e3cc053f0c6","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Walls"
"7acd057e-2946-4f5d-ba30-0186b6627c0c","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Ceilings"
"2c3f30a0-7e1c-44fb-81d7-4f2ab2d31f69","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","58","Speedpanel"
"3204d9ed-edb2-41ca-9161-6e51b620bf1a","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","59"
"3d6b107c-f95a-4dfc-bc1c-0834881fd9a9","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Walls"
"f1e56ccf-a0bc-4de9-bcd6-f498c93c6236","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Ceilings"
"ae23d715-4f8c-48fa-815d-f9fca893b82c","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","59","Speedpanel"
"88729b88-c944-4e95-9624-ce5bac6f85ea","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","60"
"c3a2e861-9365-48e2-9edb-a70393baade3","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Walls"
"d07ea0d2-cf29-4d9a-b0a0-d350af759fef","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Ceilings"
"253e8ace-3f2f-4a5c-ba06-e0800c0d058e","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","60","Speedpanel"
"782b35fd-5f8d-4987-a63d-eefa48f0b405","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 5","61"
"8dac4c43-c4cc-47ce-975e-30684c90a8a6","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Walls"
"f7b98745-fe4f-4841-8c90-b6f8bb2ee6f6","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Ceilings"
"1242f524-e89c-42b1-b766-d32c84330b80","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 5","61","Speedpanel"
"037bcd19-d1ce-4043-9071-c09f234b1b61","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6"
"83993f6c-7eff-4886-a158-86866f0d12ec","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","50"
"f6b47657-0ab1-4cf0-84ac-1af55eb47966","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Walls"
"3c961493-c31f-496a-9063-022b107f9e27","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Ceilings"
"cf2914ea-52ae-434c-9984-211855e4a863","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","50","Speedpanel"
"3562f6d7-fc12-426f-9092-530d8fb235b3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","51"
"7661e0c3-2802-4db0-9a23-471eb41fa528","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Walls"
"10628646-950d-4c29-a915-ff7f9d029724","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Ceilings"
"3673ebc2-a93a-43ce-a4cd-025aa18c1a6d","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","51","Speedpanel"
"83349eac-34b9-4d5e-8423-97f87f8a982c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","52"
"b113e4cd-73f0-4507-b1d5-db6f591e7ee6","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Walls"
"fb1bc988-bde3-4f7b-a1d0-0d9b7f9cfbaf","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Ceilings"
"4c444e76-df97-40e5-888f-5d5c98d9a393","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","52","Speedpanel"
"c99d2ad4-811f-4407-b703-a64e6f72b407","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","53"
"359e0d91-6232-4b64-8e10-c3522731dcd6","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","53","Walls"
"502dc773-3e1d-4b72-ae77-d6bf4c0e55fc","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","53","Ceilings"
"adcfeb35-c1c3-45af-aa5f-10905a047a0c","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","53","Speedpanel"
"ef413bbd-fc35-4592-a03e-b6143dd9f45b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","55"
