"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"71b3c20a-c8f2-4eac-bc3b-397a7ee6ec84","","pass","","folder","TRUE","FALSE","FHC-ITP-001 - Clearing & Grubbing"
"787520a4-3bdd-45cd-847c-fa53a66c9556","","pass","","folder","TRUE","FALSE","FHC-ITP-021 - Type B Placement"
"064d9ce3-7c07-4d78-8195-4b7b839e18b7","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0006 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 01"
"79581bb0-650d-481e-b441-11b5d973ca96","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0007 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 02"
"a5afc160-0d90-493b-ad98-1a654034ca35","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0008 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 03"
"7bfccda5-de28-4612-8893-91a1c1688e91","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0009 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 04"
"4a66aa73-f174-411d-a888-c843f52ab283","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0010 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 05"
"339206d0-7670-4122-b02b-6902b7a2b6a4","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0011 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 06"
"fdaec622-c93b-495e-bb16-3a2ee3ff103c","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0012 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 07"
"2c861758-39ea-4486-85c4-a9d04002249f","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0013 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 08"
"59a75ac7-dae0-4895-9a20-c88ed6fa29e2","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0014 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 09"
"57586523-973a-406d-81f0-24bdee6cec1a","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0015 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 10"
"0227fa31-3bd8-435d-97eb-f9cac123af4b","","pass","SYS - ITP-01-021 - Type B Fill Placement (old version)","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0016 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 11"
"10bfaeb5-77eb-4811-b865-1cb07a76de4d","","pass","ITP-01-021 - Type B Fill placement REV2","checklist","FALSE","FALSE","FHC-ITP-021 - Type B Placement","702-0017 - CSP - Earthworks - Type B Fill Placement - FHC-ITP-021 - Lot 12"
"0708331c-fae3-45ba-a640-6afa5b5afd3a","","pass","","folder","TRUE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)"
"1a10b9d0-f23c-417b-83bb-0f73acb7ac31","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0083 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 01"
"514f2698-aa26-4a8d-818b-bf402e710289","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0081 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 02"
"ca79ee52-9133-4268-bf70-38cab5b7f67c","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0082 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 03"
"c31a4b61-708c-4f62-b7a4-b1735b3f1f4c","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0085 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 04"
"a2d58c22-3974-4f08-b1a5-fc3d92e48e20","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0086 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 05"
"b2b31be7-409c-4261-a017-8cbc27e4f86d","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0087 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 06"
"8108d5f4-7939-4eee-97fd-0ce4786f5f37","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0088 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 07"
"3cf4afbb-4ab8-4b67-8330-837352e3682f","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0116 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 08"
"1d6d0593-db33-4870-bfa7-a10786f3a600","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0117 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 09"
"9851ed64-1b1e-4cd6-a33d-9e28c58f3def","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0137 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 10"
"06cd4029-d256-4bd3-b30a-7c48a5524417","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0138 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 11"
"53e52ad0-c852-4b78-a4da-37c47c11cb14","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0139 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 12"
"759fa0ae-0581-4f28-88d8-6120492666b9","","pass","ITP-01-023 - Conduit, Pit & OCS Installation (V-Line) REV4","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation (V-Line)","702-0140 - CSP - Communications & Lighting - FHC-ITP-023 - Lot 13"
"3a94aaa0-138c-432f-8d18-54eade482e95","","pass","","folder","TRUE","FALSE","FHC-ITP-027 - Pile Footing Construction"
"7c2de7d1-07a6-443f-b396-3dc3c63fa5ec","","pass","SYS - ITP-01-027 - Pile Footing Construction REV1 (old version)","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","702-0040 - CSP - Pole Footings - FHC-ITP-027 - Lot 01"
"2bdfef80-7988-42f6-b196-569a71537f89","","pass","SYS - ITP-01-027 - Pile Footing Construction REV1 (old version)","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","702-0041 - CSP - Pole Footings - FHC-ITP-027 -  Lot 02"
"f5766bdf-ad99-44d2-b4f0-3ccec6f30488","","pass","SYS - ITP-01-027 - Pile Footing Construction REV1 (old version)","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","702-0042 - CSP - Pole Footings - FHC-ITP-027 - Lot 03"
"51901341-95e7-46cf-baef-341583b35b52","","pass","","folder","TRUE","FALSE","FHC-ITP-028 - Chainwire Fence Installation"
"a1281c93-d1fd-47cc-abfe-3bb7dd4f81ac","","pass","ITP-01-028 - Chainwire Fence Installation","checklist","FALSE","FALSE","FHC-ITP-028 - Chainwire Fence Installation","702-0149 - CSP - Chainwire Fencing - FHC-ITP-028 - Lot 01"
"0c6744f6-ebdf-4783-b781-258e24323e42","","pass","","folder","TRUE","FALSE","FHC-ITP-029 - Farm Fence Installation"
"28fe1d0a-9da6-4714-88bc-f0acd5c9b0ad","","pass","ITP-01-029 - Farm Fence Installation","checklist","FALSE","FALSE","FHC-ITP-029 - Farm Fence Installation","702-0148 - CSP - Farm Fencing - FHC-ITP-029 - Lot 01"
"c33d7bb9-5c28-4cb3-a30b-7d7bb95290aa","","pass","","folder","TRUE","FALSE","FHC-ITP-030 - Energy Absorbing Bollard "
"3cac3a8c-4ccf-4f4a-9d83-da43f171fbf8","","pass","ITP-015 - Energy Absorbing Bollards","checklist","FALSE","FALSE","FHC-ITP-030 - Energy Absorbing Bollard ","702-0125 - FHC-ITP-030 - Energy Absorbing Bollard - Lot 01"
"e8d9d5af-a266-4f27-9f71-d07f6896a633","","not-started","","folder","TRUE","FALSE","Wombat Crossing Works"
"8effc258-c157-402a-ad2f-332bb2c6d391","","not-started","ITP-01-012 - Hot Mix Asphalt","checklist","FALSE","FALSE","Wombat Crossing Works","702-0153 - Asphalt - Caroline Springs Wombat Crossing - FHC-ITP-012 - Lot 1"
"d3c7150d-8198-4808-9a42-fa98a2627084","","not-started","ITP-01-019 - Line Marking REV2","checklist","FALSE","FALSE","Wombat Crossing Works","702-0154 - Linemarking - Caroline Springs Wombat Crossing - FHC-ITP-019 - Lot 1"
"42db221e-2fb9-4b9d-80c8-23e7afa8b4c6","","not-started","ITP-01-016 - Sign Installation","checklist","FALSE","FALSE","Wombat Crossing Works","702-0155 - Signs - Caroline Springs Wombat Crossing - FHC-ITP-016 - Lot 1"
"2c8b999a-41d1-414e-9f07-f681ffa34293","","not-started","FHC-ITP-009 - Profiling Rev1","checklist","FALSE","FALSE","Wombat Crossing Works","FHC-ITP-009 - Profiling - QA N/A"
"90d0080a-f896-4e15-a722-034907ce191a","","not-started","ITP-009 - Site Survey","checklist","FALSE","FALSE","Wombat Crossing Works","FHC-ITP-009 - Site Survey - QA N/A"
