"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1fc4b491-7ba7-46f0-80dd-d1f3b25e520a","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA"
"59496fdc-124a-452a-8067-7000d7fc0281","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs"
"3e90e029-c5d0-4cc6-90c7-ede6affaa351","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS"
"92900b0b-19ae-44f2-a9d0-6d401f3d3911","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS","Basement 2"
"a62a81f9-5fe6-4cfd-8e49-8ff709691d6e","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS","Basement 2","AE 4634"
"cddb9ee4-2173-41f4-93e2-0a95d8ec0968","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2002","Mandatory testing","CB3"
"409943b8-4904-4f92-b6b6-12e0f50f8e8a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2002","Mandatory testing","CB4"
"3be18f51-2f81-4474-962c-e06ad7d6c6b3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2002","Mandatory testing","CB5"
"6dae2ec3-a9bf-48b8-89f9-b1a2be526371","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2002","Mandatory testing","CB6"
"c82f6386-6e5c-4ae2-8620-0db388652362","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2002","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"87645337-1d6a-4401-945a-1b0e66aec441","","folder-normal","work-in-progress","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003"
"c3464e97-cfbc-493b-bfdc-ecf8c4ffda2c","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Leadins"
"9013e73b-28e5-43ab-a35c-92b06f02c422","","checklist-sectioned","pass","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Roughin"
"b6eb8455-9363-4f8f-b6be-33bfef872e63","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Cut out"
"197e5bf1-8133-42b0-89e6-6cb9ff5cbd16","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Commissioining"
"77c16c2d-3078-424c-a431-f6124ffd1d32","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Mandatory testing"
"352a047b-49e0-46ef-aefd-15c3a9351099","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Mandatory testing","CB1"
"9a4e2251-3ce1-4b14-88c1-a203737e1b83","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Mandatory testing","CB2"
"f530ee71-cafe-4a64-9228-69ca029bc813","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Mandatory testing","CB3"
"787379be-ade5-4168-977e-202b6c3695fd","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Mandatory testing","CB4"
"81265d36-da19-4d50-8c09-2dcaa2e028d5","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Mandatory testing","CB5"
"80216a78-f7e9-4c2e-989b-5abf931fc263","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","Mandatory testing","CB6"
"4a564a43-7467-48ef-8de8-0cb63a1821f2","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2003","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"56aa66ed-8a49-4b17-b645-ea27f741d06f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004"
"91a69448-e82f-4af0-9a6a-34a5774173cc","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Leadins"
"6d0cf48e-c1df-42a7-83af-8d657fe6d8eb","","checklist-sectioned","pass","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Roughin"
"2e85d68a-fc6b-419c-ae99-6eb0428f5871","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Cut out"
"f6769dc4-c0bb-42ed-bafa-665907ef0e6e","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Commissioining"
"cb43c218-fee7-4a90-8f79-bd16833d6c96","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Mandatory testing"
"9ef34911-14cb-44ad-8bac-c19759610aab","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Mandatory testing","CB1"
"61bf5679-911a-40e9-bf87-2b859e3241b8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Mandatory testing","CB2"
"2c10a8a9-d2d0-43a8-ba3e-d0ede25950d7","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Mandatory testing","CB3"
"69eb1949-a2e1-4803-a0c5-580e8ea09ae2","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Mandatory testing","CB4"
"95fee1cc-dd17-4892-942a-b3a4bc64ad11","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Mandatory testing","CB5"
"1524cd55-bb90-4be8-827c-01d4b5867128","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","Mandatory testing","CB6"
"355f79e5-1913-4453-bae7-f00f4bbb2a03","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2004","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"130d0a10-2cdf-407c-91e1-93c2436ab1b3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005"
"4b8bc6d0-ffda-4f34-825d-6a75ea197e14","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Leadins"
"927ea7c2-4fbe-4d1a-8a2a-80d67cb41e63","","checklist-sectioned","pass","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Roughin"
"a4a323d5-79fa-421d-bd17-fe560dc6e7b2","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Cut out"
"a06df7e6-1564-4432-83c9-a68955f7f5ec","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Commissioining"
"a1d7cc14-87c2-43ac-8818-f06f063bb10d","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Mandatory testing"
"415b47c5-c983-4586-a39e-e2b96612f05a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Mandatory testing","CB1"
"9bd23a73-fc80-495e-a34f-f538d8cd1cc7","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Mandatory testing","CB2"
"55810669-cfa1-4c80-8b53-cf3a3668c4a8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Mandatory testing","CB3"
"14e634fc-2ec6-4c8c-8046-e7d500c0b8cb","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Mandatory testing","CB4"
"a1891ff5-1559-4064-b21a-ff5c8bad4d27","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Mandatory testing","CB5"
"81a0145b-55f0-4e2f-be09-9b9c9a745395","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","Mandatory testing","CB6"
"ff52f486-4cb8-41d4-bc9f-8b3076c0bcd3","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2005","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"e7c46a80-8603-4cb7-aaf0-b248b5049674","","folder-normal","work-in-progress","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006"
"d2876294-e1a4-47e5-bc04-4d5a5f21bdf8","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Leadins"
"31231b91-0cbb-42ec-9e29-76f1ec5c930f","","checklist-sectioned","pass","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Roughin"
"f8a838d2-d37c-40cc-86ea-ca1c153c2efd","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Cut out"
"9bb55ec1-f235-4ee0-ae9f-f990fce550b1","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Commissioining"
"381332fd-3344-4878-a422-0edffaf70e64","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Mandatory testing"
"6def8cfd-3af8-49c6-96c0-2354fb75a90d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Mandatory testing","CB1"
"7bbef0e5-77c6-431b-bc2d-c42936afeac2","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Mandatory testing","CB2"
"c457b356-fbb2-4b50-8e1c-e240e520dad0","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Mandatory testing","CB3"
"74ea0142-c776-4a0c-95ec-2bbb5859974c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Mandatory testing","CB4"
"a331eff0-882d-4e5e-858a-b3ce8c53e6ea","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Mandatory testing","CB5"
"5e30d58d-71dd-4a6a-8e47-5cea835af7f3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","Mandatory testing","CB6"
"8c9a3a6b-abb6-490b-8f13-bca02647c2f9","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2006","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"c7d6abb5-64c4-43b6-873a-13cd127b7a10","","folder-normal","work-in-progress","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007"
"0b28c02b-aa73-4edf-a60f-eee3efaf9b2e","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Leadins"
"8fe46936-4e3a-4162-9250-fa6674746153","","checklist-sectioned","pass","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Roughin"
"73b8c8af-85bc-4577-ad9e-2d686d6b8e60","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Cut out"
"cd76b05e-aa59-4593-bebf-60e897a2688b","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Commissioining"
"0d751d2c-49ec-4c87-a715-a91d6b3f2819","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Mandatory testing"
"2fc096ec-983a-42a0-ad63-744533fd819a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Mandatory testing","CB1"
"5f1668f8-311b-416b-872b-cf0e1377f277","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Mandatory testing","CB2"
"ec06153f-0337-4d6c-9905-6dccc3bc9498","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Mandatory testing","CB3"
"5c9c5d9b-8b5f-492d-9bb6-60f7f58af300","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Mandatory testing","CB4"
"f5ea5c1a-7230-4562-9c2b-76437e875ddf","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Mandatory testing","CB5"
"3b26ce90-411f-4e1d-a29d-8a458e638f53","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","Mandatory testing","CB6"
"4b4f75dc-de44-489a-8965-206825bbf031","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2007","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"f43e57f8-a606-431f-b1be-3c4a00c2b8b8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008"
"cad403ad-731c-4cec-884e-6fbfe0cc514c","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Leadins"
"233afab6-1d1f-4b7b-b2ba-1aff76dbd0d9","","checklist-sectioned","pass","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Roughin"
"2ff5158b-4c07-437d-be16-28b0d0fe9a9f","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Cut out"
"bf552fe2-08c1-4e14-bafe-e42be24f2b46","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Commissioining"
"93042fae-7029-414f-9c46-4584092a1f48","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Mandatory testing"
"ce46dda4-dfac-412a-99de-3a34f38fe375","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Mandatory testing","CB1"
"769f0344-7a08-407c-a14f-7d669f6dfa25","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Mandatory testing","CB2"
"751705ed-9d42-4fc8-9bc1-60b2f8b16dec","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Mandatory testing","CB3"
"050f5388-1134-4c16-af3d-a905b19cddcf","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Mandatory testing","CB4"
"b335f6b9-56e0-47b1-8102-156fb67e6728","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Mandatory testing","CB5"
"0002bf40-f58b-4d14-8c2b-5376fb282868","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","Mandatory testing","CB6"
"b8d19c15-d81e-4998-ba9d-fb325364cb0e","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2008","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"2939e039-72f7-49f0-a205-dcd1f1e65574","","folder-normal","work-in-progress","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009"
"a9c3cb88-7fd5-4459-9597-daeeb30b268a","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Leadins"
"584c1497-7d19-4ed4-85da-af649d877756","","checklist-sectioned","pass","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Roughin"
"37b7c7b6-73de-40d3-a776-ab7c2936ac0b","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Cut out"
"94a7b73b-b1ae-4b21-a15a-24639678caa6","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Commissioining"
"cb262d4b-93ff-4f03-82d0-53fdd07f771c","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Mandatory testing"
"d6229803-ea7d-4060-8e2d-43310574dc9d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Mandatory testing","CB1"
"dbbcd6b4-a688-478b-9332-1bfb7d9e1b43","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Mandatory testing","CB2"
"688b68d7-c09a-4b88-8ed1-437ae17f1535","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Mandatory testing","CB3"
"bf4a4132-ee37-4629-9575-af255bb9efa2","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Mandatory testing","CB4"
"3c9bd043-0757-4ede-b693-3bcced36f1bb","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Mandatory testing","CB5"
"f5029d8b-9ee0-4a06-a5f3-1305a4b38f6a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","Mandatory testing","CB6"
"600b1b84-43fa-4107-90ee-c33c2144d664","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2009","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"ac8d16fd-7ce9-4994-8147-35115bbe7c98","","folder-normal","work-in-progress","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010"
"e7ad16ea-b88e-4d23-9682-8e7ec0fef3bb","","checklist-flat","pass","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names)

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Leadins"
"22f17b55-d77f-44fb-a880-ac3657e878bc","","checklist-sectioned","pass","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Roughin"
"28db63f2-44a4-4e54-a82a-f55783ee0bdd","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Cut out"
"6cf19ff3-057d-4e3c-bb9a-e948b809b2a8","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Commissioining"
"3bc63062-adf4-449f-b95b-1755fb2cd5a1","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Mandatory testing"
"e614e3e1-7d48-42ca-9a96-f7960ec133d8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Mandatory testing","CB1"
"92ed7500-97cd-4187-b456-c846b16c85b4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Mandatory testing","CB2"
"dd1a7514-2049-4a21-9c3b-98f7ea91181f","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Mandatory testing","CB3"
"72768230-de92-4721-b070-53d816062527","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Mandatory testing","CB4"
"cc260d32-20b8-44be-9315-7013aa7a10dc","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Mandatory testing","CB5"
"c5fd81f0-edd5-49f1-af8e-7eeeda4d5c7c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 20","Apartment 2010","Mandatory testing","CB6"
