"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c353be15-e0ba-4868-82c3-dac2c3e355e7","","not-started","","folder","TRUE","FALSE","Site QA"
"1947dfdd-4498-4d66-9c0c-204d32225322","","not-started","","folder","TRUE","FALSE","Site QA","Podium 3"
"4a1893ec-df1b-4b8b-8440-1595319b629a","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 8","Unit 17"
"e114477d-94dd-4c6d-b105-f595fad7b0da","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 8","Unit 18"
"7a85dd79-20b8-4343-b7e1-d44571996c62","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 8","Unit 19"
"c320148c-969d-4181-ac61-2081d84baa93","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 8","Unit 20"
"5e1bc9a5-2693-4f79-858b-669af418b8be","","not-started","","folder","TRUE","FALSE","Site QA","Level 9"
"8dbb8f7d-f6e4-46ae-a6f2-da72605e8720","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 01"
"4102b1e0-bc60-40dc-9926-b8759737e6b3","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 02"
"191fb176-4e95-42cd-932c-8730b4afd90b","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 03"
"c7826a0d-42c3-4429-b7fa-6cbaf2031b1f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 04"
"fb4ba972-435a-41b8-bead-4cc57c52095d","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 05"
"449d7769-f974-4f3c-8358-999a76b7574d","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 06"
"a2fce965-1b25-4f12-b961-bca30fc12014","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 07"
"e3153356-cd4b-4e7e-b8df-e0639b880baf","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 08"
"a165d5d1-cce3-4425-b868-6248c9fb9302","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 09"
"98339200-05cf-4cc5-8ff0-918c420bb633","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 10"
"b8924eee-ecf3-402a-8136-38d31707cad2","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 11"
"dc9c150b-7d18-4744-8b7b-ba5670fa1426","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 12"
"5ab8c2d8-408c-44f4-b912-118c6203c4d9","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 13"
"ec29fdf6-8c0a-4358-872e-fa1188506760","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 14"
"f06ab836-b1c9-4e3a-bfb1-e8a5f92991b3","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 15"
"6fd6eb6a-9a9f-42eb-a0de-43f38e3ab67e","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 16"
"a03c9e7b-2a1d-49f6-9e6e-b4991aaf16cb","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 17"
"a6bb2130-7700-45dd-afe6-bd7b943a3071","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 18"
"9c33161d-f1b9-4bd0-9d5c-2a090e7e5cd1","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 19"
"c2384b0d-0a76-46e7-9c67-9027e9279c11","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 9","Unit 20"
"2edd3d9c-9ef6-4321-b4e2-284c38821118","","not-started","","folder","TRUE","FALSE","Site QA","Level 10"
"0233d37f-6c4d-4cf0-80ef-793b3010c761","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 01"
"0f06c875-8f0d-42d6-8ea6-2a55ca89b095","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 02"
"1402185d-3c32-4988-a706-caa7fc5ec788","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 03"
"f94af109-56e6-46bc-ba2a-b7d45c6c3f82","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 04"
"4605e74a-94c6-462a-91ef-8c9592720897","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 05"
"b9539280-fd56-4444-bb93-0f72fbc78bb2","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 06"
"dd1a608e-30f0-4eef-93da-27c809fe52cc","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 07"
"cbff7b3f-8ae2-49f3-ac09-35abb5f4aca5","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 08"
"9d485314-842c-4e7d-b2d0-558ecf723e3a","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 09"
"f855e6b6-f756-40c1-aa99-bd48212adfbd","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 10"
"2f9fee27-31e9-4a6a-9357-ea656743fae5","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 11"
"2f7abf12-8491-4614-bda2-085b1c70da6d","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 12"
"269d3774-a405-4021-af04-d87cc389d419","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 13"
"256e0666-b3d7-423c-8b51-862006f4a77e","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 14"
"c08963f5-6d76-4c4a-89da-bbfde5c4ba63","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 15"
"f7c3d0ed-e3be-40fd-a472-8ce64b599b1e","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 16"
"bbaa1a82-52ec-42ef-8fcb-a09bd6fb64a2","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 17"
"72c50c24-4750-4248-98cb-0879dc869d2b","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 18"
"fa8a4583-4c57-4c2d-8c3c-b3c26b182dbb","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 19"
"ab6a2b14-d975-4377-9f5d-f498c16cb436","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 10","Unit 20"
"36eb71fc-3f05-4095-8104-e658e2b4db48","","not-started","","folder","TRUE","FALSE","Site QA","Level 11"
"8ea79f58-6a7f-4276-a067-bed46818d9af","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 01"
"aa67949b-4c46-4e30-9a8e-4663e70abf15","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 02"
"cb393d22-f049-4140-9c8c-8ea656dfcd4c","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 03"
"1f15d4bc-5933-4bf1-8f5a-fd4ed5650b55","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 04"
"9ca5f968-d77f-44c0-a77f-46b5c2014377","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 05"
"1caa7056-357e-4014-9956-47799ed0042c","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 06"
"05ed967e-bfe3-4175-88c1-1e469adbbbf7","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 07"
"46ea9f4f-0898-4830-9df8-72525cc00ce0","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 08"
"776ecbbf-ddc9-4425-8228-1860e8e7f135","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 09"
"c0704748-b9c6-4fd0-b5a7-f81fcc56fd9f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 10"
"84d9336e-5573-4304-83ee-09e3f3dbc1f0","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 11"
"cd7be6dc-e0e2-4f29-8de2-098cbba92c19","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 12"
"5ef20108-5296-4d04-98ea-a5770bb12721","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 13"
"d671268a-09bc-4337-83d8-e0df41654a16","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 14"
"5474f134-83fc-4cee-b75d-64bfc5e045eb","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 15"
"e541ef3a-caf8-4377-a999-4da49fa380dd","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 16"
"1ee5c0f8-8b53-4762-bbd4-a82cea78fe0a","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 17"
"cbf34b02-5ed7-4702-ace8-7f364b33614a","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 18"
"972352c4-9ea5-416b-9422-c25c8be99098","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 19"
"1ec533e6-d822-4aae-956d-c4b64971c7fa","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 11","Unit 20"
"3714701a-71dc-4639-8feb-d6a2cb5756d3","","not-started","","folder","TRUE","FALSE","Site QA","Level 12"
"22bed9f3-3885-4848-89b1-5ec32790315f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 01"
"e62b66c5-9971-48d9-9062-558f810c5c7e","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 02"
"cf711912-71e3-4b5e-bcae-a3fe67ccf680","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 03"
"1d529a76-45f0-43e1-998b-fde13c252299","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 04"
"bb7572a1-3d4e-4ec4-90ad-16452aad085f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 05"
"b3f15fc4-42aa-4d0f-bcc1-613da44f65e6","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 06"
"8eddcce4-0e68-4932-af36-17b787d48170","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 07"
"0b9af5c8-b542-4e0d-afa4-7bc56e1aa8b1","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 08"
"16a6efb3-3116-4c95-ae5f-c76cce16e4fe","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 09"
"5b78536e-8c4f-4b1a-9c35-5be72ff65ee7","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 10"
"d7ac059a-5781-430f-be7c-4f8e9da90fde","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 11"
"d914b109-23c3-4173-bcbe-3d38e06e8b9d","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 12"
"daaae372-7e6d-4cf9-8098-2cc6ae5d3abb","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 13"
"6811de1d-c33f-4b8d-bc1d-8896e0062bc9","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 14"
"b9f4d394-437b-48bd-b1cc-3b1712967c3b","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 15"
"3eb054d1-13fd-4c19-b3a7-2a607955022c","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 16"
"a2753a9a-e76c-4ad4-b578-473dbdede19f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 17"
"ff94d53b-54e2-4c35-8563-f3ab90a79f8d","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 18"
"18a87b63-daea-44fd-b3cd-8c6620f27e71","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 19"
"1ff824da-08f5-430a-bb4f-4eac65d6e839","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 12","Unit 20"
"b1657ff7-f64e-45e8-91e0-52500c1a8c80","","not-started","","folder","TRUE","FALSE","Site QA","Level 13"
"d1d33ba8-26aa-49bd-b806-764a6e6cdec4","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 01"
"5345ee43-428d-40cd-8c0c-e41dc8c09d59","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 02"
"137054ca-d880-464d-8316-13fd8fdf4fd5","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 03"
"b02dcddd-77a4-4153-897d-d8cf5696766f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 04"
"08b800ce-831f-4509-8d96-98a6cbb034e1","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 05"
"abd29bfb-dd6b-484d-b6d3-054338e4363b","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 06"
"3def673f-73b8-42c0-b889-2e4f042684e0","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 07"
"741f39c1-aba2-4409-a2b0-8d671510163d","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 08"
"8a2e1ed3-d5e6-4c83-a0aa-041a0b6d5418","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 09"
"d363cd38-cf11-43d3-8f4a-3ff2f8916af9","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 10"
"8944e537-d3a0-4b24-a68b-5cecd77cc5f5","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 11"
"7b58011c-753b-4924-92c3-0a1b9889af22","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 12"
"b79e0b9c-05b9-422d-8930-e697fe70769c","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 13"
"cdb90124-665b-4908-adac-34b01245ba42","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 14"
"c0fd670f-bc2c-43b7-93ab-7ba198f62ffb","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 15"
"7e66e1a2-e720-468f-95f7-792db4a2bbb6","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 16"
"761f32a3-0a14-4243-84bf-0bccd312e306","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 17"
"4bd28666-3060-4926-8861-a9a86758f747","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 18"
"281488cf-6e13-4fd4-b2da-8da3a3f4528f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 19"
"9c76dd4a-798d-495a-912c-e5cc37144496","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 13","Unit 20"
"3cd74369-eccd-455e-bdc0-3513173761b4","","not-started","","folder","TRUE","FALSE","Site QA","Level 14"
"944ba57e-191e-4e51-af57-2d7a7a9de82d","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 01"
"a3d52a81-316b-47f5-a08b-a89cff3fd168","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 02"
"7a35cc52-56ed-4283-a603-bc613ab2a8c4","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 03"
"8b7fa7a9-121f-43e9-8d35-a0d21eeb7153","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 04"
"8ee2a558-c85b-4ba0-803f-a231c2b98a1f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 05"
"15c98e9a-0e09-4ba0-bd8f-575455cb4674","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 06"
"8389d2d6-9afb-42e6-a37e-31b83beaf992","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 07"
"d9d44980-c4ee-49f6-b501-b551986ae924","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 08"
"6be8cc6c-e246-4521-a358-9c114d55022b","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 09"
"8cec7433-a52a-4a57-9c6f-46f00963a4a1","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 10"
"ac8e114b-d19d-4404-b993-c38cddacb041","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 11"
"af6c91ed-011a-4c1a-8597-33e05a875496","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 12"
"b6210317-7faf-4d80-a8b5-e60604d712f4","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 13"
"e4c58ee6-42d3-4b18-b404-a46fe6df153c","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 14"
"cfb58879-d661-40cf-8937-e4f373e51524","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 15"
"66a1a788-3d1f-4230-9489-463f5d04de43","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 16"
"f0f880f6-d6ac-491e-ade2-5e82657e378b","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 17"
"68a32417-18ed-407d-880d-4a83a0a9b84f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 18"
"64f0f227-5cee-4780-93d9-c5a605c15dcf","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 19"
"5e3e30b2-41bb-4901-b039-86d06496b406","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 14","Unit 20"
"19964bd1-1b4e-4b90-9ea2-e2d494570282","","not-started","","folder","TRUE","FALSE","Site QA","Level 15"
"83b3a8d4-5b0f-4264-aa01-79d49da1bad1","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 01"
"fe8b7432-4c8d-4e97-b59f-9e74231e567c","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 02"
"e5ecc579-6ab2-47ee-9ebf-bd429ac1b2c9","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 03"
"1f98d257-3b2e-4948-b6b7-f6151799e07e","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 04"
"617c1930-e237-4e0f-a4f5-294c5f78a96e","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 05"
"c1d68200-4dff-48d7-a25c-2f7c1dcffda5","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 06"
"bee0335f-740c-4d2a-afaf-517f2b835264","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 07"
"3a3c90c6-1af9-4915-a405-4fffb4a9d297","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 08"
"e71d576f-9045-4a0d-852c-4005674f9a30","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 09"
"4034b2ff-94a1-491a-90a4-f5aee5b0a920","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 10"
"cb94f09f-9f05-4787-a1a8-1a177dbd6708","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 11"
"b7726ed9-e3c0-49de-94c6-0b9fd26f52c5","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 12"
"1eeaf429-1522-4390-8955-c7a14495209c","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 13"
"5c98469b-ac57-4694-b53b-e0873500a2e7","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 14"
"d36880ac-939e-444b-99c4-95c65a508347","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 15"
"6b581af7-9ae7-4956-93fb-5900f64ac380","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 16"
"733a78d4-9af1-4ca9-abc8-5896bc924201","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 17"
"fe60d5f9-f17c-450b-931a-9d487ede13d6","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 18"
"de63ad6a-d2da-4bd4-8569-898aa6b3e78a","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 19"
"0670f836-eed7-4e1c-8a2f-bd6318371bb2","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","Unit 20"
"71999d29-2b74-4121-993a-6c1acde1fe08","","not-started","","folder","TRUE","FALSE","Site QA","Level 16"
"d3516d37-3cae-4f00-928e-193b0ad10990","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 01"
"d1d54d4e-327f-48e8-8d85-4af5eb66dda5","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 02"
"b535ace8-16c7-4372-8f60-15905cdbcbf7","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 03"
"880a0eb3-06a6-49f7-b9f4-f1843ee083c4","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 04"
"63867a7e-cb23-4066-8778-acb751dfd2cf","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 05"
"e9f089a6-4e14-4e5a-b440-669488b1ed6f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 06"
"cefdb008-94f5-4876-b0e6-60ac3d0bbc09","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 07"
"eba7cbc7-2edf-4bce-9269-190a11f3a44c","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 08"
"5a58cff2-e8a2-4208-ac96-6cac38b6bbbd","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 09"
"33fb2b18-40f7-4dfe-baca-3d9ff792a8a8","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 10"
"7971846a-1654-404c-9ecb-fbab7e97b08e","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 11"
"5bc13712-3e56-4077-8245-0d6204449ff4","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 12"
"82bc89df-ec88-4149-8587-0aaeae05b1e7","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 13"
"3fbb8988-a936-460c-b585-5c7a9e9d96cc","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 14"
"057118f5-1376-46b5-a453-1e7d0b3a36f1","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 15"
"10243004-0509-4bc6-a70a-0cf58be520cf","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 16"
"db5777ec-8e12-496c-a576-125e5222686f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 17"
"97142ec3-534c-435f-a2be-73f0dbe2cfa9","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 18"
"46460821-99ec-4c6b-94b0-b20c06ba3f19","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 19"
"776bcdcb-cb8b-4a0e-a2cd-a2e3caa7d7ec","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","Unit 20"
"1d7dc0c4-c527-4f8b-a41a-9ff2ec8b36b2","","not-started","","folder","TRUE","FALSE","Site QA","Level 17"
"7f0046fc-1ee7-49e2-91f3-c8ce2fe51962","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 01"
"0929138e-0eaa-4a5f-bd9f-60bfe525a13a","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 02"
"710a7c59-cde2-41f4-a6df-8271bf487bea","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 03"
"307da5fd-7620-4cca-b96f-4cabcc83e8a3","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 04"
"ad79807e-862c-472d-979f-bcca3f740ac7","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 05"
"695bed2b-bb91-472a-823b-92ec5a55a599","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 06"
"08600a70-3d78-4aab-9e28-9393387959ab","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 07"
"67cb135e-66d5-46f2-a9bf-9b8a209015ec","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 08"
"89814da3-81db-4a87-b48e-036d1561bf24","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 09"
"ae7eed9b-9720-4348-bf64-1b84d4adb150","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 10"
"bb752482-8e2a-497d-af33-3fecd3a58c83","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 11"
"7f7ce863-d804-465f-8804-8514ba4f209f","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 12"
"8a587237-fefd-4acc-8cf2-193644d669dc","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 13"
"39bf9b96-cecb-4696-a915-3a2b6a60d21e","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 14"
"04649398-6a86-49c9-b711-19c3039fc147","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 15"
"ac64f5ee-05e0-4f3f-a8a6-6fbb620888b5","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 16"
"d580b0fc-e289-44e1-9caa-5d7dfd6afbab","","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","Unit 17"
