"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8087e01d-514b-47c1-badf-f5eb7fb8b695","","folder-normal","work-in-progress","","step","TRUE","FALSE","Footings Ground"
"3710f621-f3f5-42e7-ade2-3f1a1a0fa91d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Footings Ground","Grid 1"
"cc8ae918-ec09-4c07-9550-c04ede0197d9","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 4","Window door Opening / Framing"
"2a67fd32-5148-49c6-a528-66f3d374c4ba","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 4","Framing to steel beam"
"48b79a9e-2d12-4861-9712-aea8cd32a8c9","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 4","GIB Weatherline"
"fa265162-6f0b-49c7-bcf4-20d496324f6a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 5"
"4575e91d-18d5-432c-8d21-2ade6ba87543","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 5","Upper Floor Slab"
"7c0543ee-0321-41cb-b043-456cde174baa","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 5","Precast Install"
"d0d645f7-667e-4e85-8f87-c065aa7d9a4a","","checklist-sectioned","work-in-progress","022008dc6d8b3dc39ccbc891c3c60c55f8ca9f7f2809adc7dd26f6b88d914951","checklist","FALSE","FALSE","Level 3 Slab","Grid 5","Precast Install - Flashing"
"383dc68c-f9f4-4677-9ebe-a7c1cfb74f9e","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 5","Precast Install - Flat Slabs"
"e489032c-ecf1-4191-b796-b3dfe441ca99","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 5","Window door Opening / Framing"
"d92711c3-c651-43d6-9c88-a6a16ae293c0","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 5","Framing to steel beam"
"5e7edce5-c627-4a41-b59a-98f9345527c0","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 5","GIB Weatherline"
"a6f01451-50b0-42b7-bc69-9d0facd2fb8b","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Slab","Grid 6"
"de1b519c-8a80-404b-a943-4f7158ff9c87","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 6","Upper Floor Slab"
"a55d059b-9367-46f0-949b-ce51b8c7be7d","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 6","Precast Install"
"1630c3c4-6fb1-4acd-b6a3-592c7a3e55fb","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 6","Precast Install - Flat Slabs"
"672f6cfc-07bf-4789-b67b-21d50bf71a4a","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 6","Window door Opening / Framing"
"e36c5484-d50e-4e10-b5c4-77c685c780d5","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 6","Framing to steel beam"
"885776bd-660f-45ed-bab5-07d593bac4fe","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 6","GIB Weatherline"
"b9b04ede-a21c-41b7-810d-7fb8ed850744","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 7"
"aa0c00bf-2611-41bf-b575-2fa584ac18ec","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 7","Upper Floor Slab"
"a7a6f67c-bb05-4550-9340-78675a62a33e","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 7","Precast Install"
"a280a7c3-19f0-465a-bb15-4af286d85edd","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 7","Precast Install - Flat Slabs"
"184e0423-0ea5-4dc3-9359-38beba231a1c","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 7","Window door Opening / Framing"
"7103861a-403a-4e02-b687-8cbe83a75e6e","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 7","Framing to steel beam"
"85244bd8-b849-4158-8a3e-9dbfb6bbfa99","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 7","GIB Weatherline"
"b92e1688-5bce-4f2e-8de3-0cf8c67a368b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 8"
"d4f32d40-6b54-46df-b0db-ca9928430100","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 8","Upper Floor Slab"
"ccd794cf-6991-43cd-9fbf-4b941144f457","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 8","Precast Install"
"81116e81-a5ad-429d-9944-c78f114e4a2b","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 8","Precast Install - Flat Slabs"
"dcce0c74-ec8a-4def-8c31-d4616e13ee4d","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 8","Window door Opening / Framing"
"53c5a247-4869-4338-8245-38a2f21acdf5","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 8","Framing to steel beam"
"b04b4811-d110-4c14-9e66-04071eac58d7","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 8","GIB Weatherline"
"b1b1aa34-affa-48ff-97bf-d7db1946000e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 9"
"d372f896-be53-4311-b4a1-6c0c23150c69","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 9","Upper Floor Slab"
"ddb28ede-ca5a-4acd-b249-9d686f9fa88d","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 9","Precast Install"
"c52f6c3e-442d-4274-9f84-db5fea61bce7","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 9","Precast Install - Flat Slabs"
"84db41b5-95cf-4bf1-9f7b-b2a62f54edd4","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 9","Window door Opening / Framing"
"4b01def2-ccf9-418c-b5f8-69c766901e0d","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 9","Framing to steel beam"
"13960e64-4762-4125-aa1a-aeef049ac873","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 9","GIB Weatherline"
"3203d215-4fed-48f9-9dc9-8d1e076d8af8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 10"
"23601867-1989-45a8-b721-b287c989accf","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 10","Upper Floor Slab"
"10bd023a-0a64-430c-88c9-62d609204e62","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 10","Precast Install"
"67669122-8eba-4bd3-a9ae-b02a1335b444","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 10","Precast Install - Flat Slabs"
"a2eabd05-9a67-489d-8cfc-cf7ab7296dd5","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 10","Window door Opening / Framing"
"2a7d7628-1500-4de6-bcfd-2af4661ebb92","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 10","Framing to steel beam"
"79d326ec-8ca5-403b-a0ee-68d69a93f8c0","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 10","GIB Weatherline"
"9b182037-9490-4b82-ba8b-e0a2d9228425","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Slab","Grid 11"
"a22d484f-9f78-4bff-9efd-c43c6c1eb1f0","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 11","Upper Floor Slab"
"371494fc-d1a5-4274-983a-7fbe06e8ce5e","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 11","Precast Install"
"2b5aed6a-af14-49b7-9c76-fcb54d6246fb","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 11","Precast Install - Flat Slabs"
"302629fb-fd03-4c6e-bfa4-3e92c59072c2","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 11","Window door Opening / Framing"
"ca46e084-1d78-469d-8f41-408f413d4503","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 11","Framing to steel beam"
"eef9eaa3-ea7c-4aef-9bc7-8cb3e4e6d519","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 11","GIB Weatherline"
"1cc2fc6d-e2f0-4a72-87db-6e530f79797a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 12"
"908982d6-b3a0-4761-ac3e-453a1cb237e2","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 12","Upper Floor Slab"
"625bdeac-da10-4aa1-9fe4-ef641921fcd7","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 12","Precast Install"
"e1a70e93-d8d5-40b4-8869-7b188dc20810","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 12","Precast Install - Flat Slabs"
"edbe0a19-dfbc-4b99-9553-60780d34e328","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 12","Window door Opening / Framing"
"2b2d7b73-35a6-4cab-a65f-5e614e638f00","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 12","Framing to steel beam"
"28de51c9-7460-4906-929c-d2a5c5bf8274","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 12","GIB Weatherline"
"97253b70-ab82-4130-8e27-6f30c2f611c3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 13"
"4a9ffc39-7a98-4cad-a84a-e6c3e114f7f3","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 13","Upper Floor Slab"
"6488ca9b-4de9-4613-b785-0a1f68438d19","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 13","Precast Install"
"0f7421c1-4948-4dcc-b774-a93e670d835b","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 13","Precast Install - Flat Slabs"
"c225d8a5-8580-4dc9-8136-030160662726","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 13","Window door Opening / Framing"
"69f4ce10-adcf-423e-b459-6ffeb3de7a56","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 13","Framing to steel beam"
"aaf57f9f-59a2-41ef-8f57-4a1099e5fc45","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 13","GIB Weatherline"
"45950c87-e7b5-4ab0-ab61-411d7acde6e0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 14"
"672ba051-213e-42de-b40d-cd903488caf0","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 14","Upper Floor Slab"
"149d1508-3770-4329-991d-daf7e54aeb78","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 14","Precast Install"
"a76872a6-bd5a-429f-b09f-8519cc0618bc","","checklist-flat","work-in-progress","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 14","Precast Install - Flat Slabs"
"b99ebc19-aae7-41f9-80f8-d2b4e5799d99","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 14","Window door Opening / Framing"
"8dde10aa-dc64-495f-a94c-96dc4fe4e399","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 14","Framing to steel beam"
"79d959a4-788e-4cac-afe4-027826be3605","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 14","GIB Weatherline"
"0f68426a-bb8a-4c55-b69c-5264cd6f3990","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Slab","Grid 15"
"cd6f3812-9bad-43e2-800c-c6cec5dc8607","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 15","Upper Floor Slab"
"6e7b5321-d25b-4f0e-8df8-61166db81317","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 15","Precast Install"
"5c7e3ab9-b66b-4f10-998d-2c8415370a23","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 15","Precast Install - Flat Slabs"
"88755fed-bfec-41a4-876a-d6bced5b49f9","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 15","Window door Opening / Framing"
"8957d564-b884-485f-bd99-c804705f01fe","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 15","Framing to steel beam"
"2bee7a47-b02f-415d-a443-978b356fd619","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 15","GIB Weatherline"
"ddf65376-cf00-45fd-b0c6-f0fa950e7d10","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 16"
"11398561-e0df-48a7-8f95-32d28bc8f1bd","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 16","Upper Floor Slab"
"c521f03a-520c-4e33-b1fe-3167846b030a","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 16","Precast Install"
"b6300c9c-f61e-4aa3-9db7-f6951ae83905","","checklist-sectioned","pass","022008dc6d8b3dc39ccbc891c3c60c55f8ca9f7f2809adc7dd26f6b88d914951","checklist","FALSE","FALSE","Level 3 Slab","Grid 16","Precast Install - Flashing"
"82cce936-3f37-414c-957c-23759f0cfe35","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 16","Precast Install - Flat Slabs"
"f81a4961-43bb-404c-8c14-d5a75dc4670a","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 16","Window door Opening / Framing"
"bae46324-9f7b-4a48-bdd5-09b816e7676d","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 16","Framing to steel beam"
"ff8eaf1e-5a19-4e3b-9609-016f2d2b3aa7","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 16","GIB Weatherline"
"1a7267f5-b367-4bd8-a008-42ec40667c84","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 17"
"07374267-ee88-46ea-8f89-9043dbee63e9","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 17","Upper Floor Slab"
"e9cc18c6-6d2c-47aa-8447-fab15de1cf0b","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 17","Precast Install"
"8259b2b4-a360-4cc3-9ea9-275f77c6e435","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 17","Precast Install - Flat Slabs"
"82aec2d9-945e-4236-ac8e-95c5f699e870","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 17","Window door Opening / Framing"
"54c6f6d6-b4ac-4481-a6ac-a573367ea9d4","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 17","Framing to steel beam"
"6ac45196-2488-436f-8484-bc44192e0041","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 17","GIB Weatherline"
"7e2db8de-b452-4d82-a99b-5985a100f95e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 18"
"73334a39-c78f-4a96-b2ce-04389da87bdc","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 18","Upper Floor Slab"
"01bc16d5-b2d9-4366-8c2c-43fb79bd8094","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 18","Precast Install"
"50d51813-ccdf-414d-a8ea-cdc7198823ea","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 18","Precast Install - Flat Slabs"
"f874239b-8db4-42f6-bbc5-e56a9f0621df","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 18","Window door Opening / Framing"
"87f80df8-6600-4f1b-a42c-1c1e7e33c2e3","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 18","Framing to steel beam"
"c9f8dab6-ce11-45ea-832e-df0dbac53f96","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 18","GIB Weatherline"
"351a3ebb-6f21-4aab-85b2-11c9b7fb1722","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid 19"
"8ab757fe-e8e3-46c9-b06a-977f3c50fd67","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 19","Upper Floor Slab"
"125c1dd2-c066-4a56-8908-da05e5f3dab1","","checklist-flat","work-in-progress","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 19","Precast Install"
"349c7d4e-346f-47df-ba34-899a6f19611d","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 19","Precast Install - Flat Slabs"
"4a818470-f1a2-4fb6-a08b-9855ff16b4b3","","checklist-flat","work-in-progress","Precast Install - Balcony","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 19","Balcony Install"
"65c17b27-3685-4f8b-9797-ae37c960feb2","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 19","Window door Opening / Framing"
"807fbc98-83ac-4ed3-aeb7-c811583e0009","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 19","Framing to steel beam"
"b491381b-8cc2-4e74-b5db-dd3aad9e078b","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 19","GIB Weatherline"
"4d33ce1d-afe0-4b0b-8a2e-1601e7ecee4c","","checklist-sectioned","not-started","Balcony Soffit Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 19","Balcony soffit framing"
"81a45a4a-0cc5-45ab-8680-8abda40dec55","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Slab","Grid 20"
"5701d936-d1c4-4b63-8579-4b71ed0cae21","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 20","Upper Floor Slab"
"8b1368bb-18ef-4ff4-9641-523c6af39f19","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 20","Precast Install"
"da637a42-699b-45c9-aa21-edbb9df0868c","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 20","Precast Install - Flat Slabs"
"5a9fac00-1fcc-473c-9e03-fdfd9e8281f3","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 20","Window door Opening / Framing"
"bf9f2cc2-af50-40a7-ba7f-9de8eb599775","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 20","Framing to steel beam"
"00194ae3-64b7-4a6f-9b77-5434b30824a6","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 20","GIB Weatherline"
"db4a39fc-2e08-43fe-af10-82e5226a5cce","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Slab","Grid 21"
"09210453-0d99-423a-bd43-dde57634c775","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 21","Upper Floor Slab"
"cedb3eee-7131-481a-bd80-d4a7464866dd","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 21","Precast Install"
"337a3d5f-70c8-45d6-a398-1715d8f108cc","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid 21","Precast Install - Flat Slabs"
"ce3da0d1-7a05-4c4f-89e4-799ec9c2f4fd","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid 21","Window door Opening / Framing"
"ef69fb55-7ca0-4a17-b1aa-85a539657dbd","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid 21","Framing to steel beam"
"93b1ac8f-364a-426c-898e-6ec9be944527","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid 21","GIB Weatherline"
"3f71e33e-4fa8-4d1c-b937-4b45ead3e9a3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 3 Slab","Grid A"
"f9a48218-dc96-4bde-8bff-8d6fcccfa624","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid A","Upper Floor Slab"
"e9461518-0502-4180-bb3a-d66c23da1b83","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid A","Precast Install"
"114d5783-f660-471c-91bf-8fd61db36d36","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid A","Precast Install - Flat Slabs"
"46d98b44-a807-42df-9750-f7313aa8a298","","checklist-flat","work-in-progress","Precast Install - Balcony","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid A","Balcony Install"
"0497945a-9e0b-4abc-8d61-e5a93ec5fe9d","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid A","Window door Opening / Framing"
"1aedfded-8b09-45d0-8b00-71ac7dcc374a","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid A","Framing to steel beam"
"74d4f3a0-132e-4ff2-b597-08ae673ac933","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid A","GIB Weatherline"
"29ae4237-ea74-4ec6-bee6-756554ed2046","","checklist-sectioned","not-started","Balcony Soffit Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid A","Balcony soffit framing"
"3589b0cb-9ad2-40b9-bf36-c00857419d14","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Slab","Grid b"
"2480c901-19de-474a-a56b-82bf0b0f5713","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid b","Upper Floor Slab"
"ee94d7cf-25e6-400c-8859-ca5bc90bc764","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid b","Precast Install"
"abe8c0aa-1781-4fc5-ba0b-963ed78616a1","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid b","Precast Install - Flat Slabs"
"6fda33fa-b729-4f72-8afa-8a2c2815c181","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid b","Window door Opening / Framing"
"69ee193a-466b-436c-84cb-06f2b1de8f5f","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid b","Framing to steel beam"
"ecb00dab-adaf-4cfc-bfdd-d9124683a9c7","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid b","GIB Weatherline"
"4356b780-00f2-4c07-ae48-31bc3c8f6bb0","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Slab","Grid c"
"7c154f11-2bf8-4804-bfd6-484ed88cf628","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid c","Upper Floor Slab"
"8205292d-73e2-4db4-b298-051c4a0747c0","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid c","Precast Install"
"3562b1fa-076a-41d3-88a7-5cb3544422d3","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid c","Precast Install - Flat Slabs"
"1893fd3e-3dee-43bb-969f-57f7fe6dd691","","checklist-sectioned","not-started","Window door Opening / Framing","checklist","FALSE","FALSE","Level 3 Slab","Grid c","Window door Opening / Framing"
"2ac996f2-0a1e-4a5a-b99e-a0ebdc9388fc","","checklist-sectioned","not-started","Framing to Steel Beam","checklist","FALSE","FALSE","Level 3 Slab","Grid c","Framing to steel beam"
"88a0a448-366c-4835-b009-a99cb5b4ffe3","","checklist-sectioned","not-started","GIB Weatherline","checklist","FALSE","FALSE","Level 3 Slab","Grid c","GIB Weatherline"
"e8ebf8b1-72fa-4030-997d-a1beab8f911c","","folder-normal","not-started","","step","TRUE","FALSE","Level 3 Slab","Grid d"
"8cd5c97a-7a27-4359-b657-e60acbcb4427","","checklist-flat","not-started","Upper Floor Slab","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid d","Upper Floor Slab"
"c7cd50f3-5119-4b7e-8706-5e68438e0a27","","checklist-flat","not-started","Precast Install","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid d","Precast Install"
"0d88727e-d1d4-4098-a783-bbefa4fd112b","","checklist-flat","not-started","Precast Install - Flat Slabs","checklist-flat","FALSE","FALSE","Level 3 Slab","Grid d","Precast Install - Flat Slabs"
