"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"231c46f9-6447-4263-9019-61d906e151c8","","folder-normal","pass","","step","TRUE","FALSE","Nov 22"
"83022954-4240-4b9f-a0b7-633222af6d29","","folder-normal","pass","","step","TRUE","FALSE","Nov 22","Joel Gilbody "
"165389cb-bcda-4663-a933-5a86ffe95029","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 2/2/23"
"9796754b-1347-469e-8b70-55e935d8e258","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 3/2/23"
"b06c4861-e541-4e2d-a8ff-f98b7d86490f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 6/2/23"
"61f2e503-3909-4374-adf0-f8c11d747442","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 7/2/23"
"ff088b22-e9d7-4aac-9684-85b9772a162f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 8/2/23"
"7125cba8-0ea8-46ec-be5a-f68fc7f92157","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 9/2/23"
"b18c709e-dc5c-4d28-9d6f-2389305bec8a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 10/2/23"
"002db929-7803-4cd6-9211-05d8e49572bb","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 13/2/23"
"85998d56-5f70-4cbd-bf2d-d16254853b8f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 14/2/23"
"16f2120a-fe9e-4d0b-babb-5cff079bca8c","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 15/2/23"
"300ec254-0625-4da8-80c5-c1d47c3fd8c7","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 16/2/23"
"742cf4a5-87e6-4dbb-b0f1-781a08413555","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 17/2/23"
"2f127d60-8b33-4e54-8ef7-c05a4a76084c","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 21/2/23"
"88ae1b3c-5245-4519-9e24-333aa9f07ba0","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 22/2/23"
"dbb3bb90-5097-432d-acf0-b4f1f4c3a5bd","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 23/2/23"
"b935529b-a137-4db1-9b24-195217f029bb","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 24/2/23"
"9b0b5475-13be-45b0-ab21-d19ee4717357","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 27/2/23"
"c1423ed1-74b8-4be5-bae3-c6580ef854ed","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Matthew Perrin","Daily Diary / Timesheet 28/2/23"
"de3f974d-7393-4c7d-95db-8b6634e387f0","","folder-normal","pass","","step","TRUE","FALSE","Feb 23","Quin Wanoa"
"a57502c1-c722-4309-9ec4-d47ceabe1908","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","01.02.23"
"1ac0e837-3cfd-4864-a3bc-0c85f1e43a49","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","02.02.33"
"424970c2-84f5-4cf7-b0bf-1f24ae3d4939","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","030223"
"fb3059d2-2898-4f32-afc6-91fc7b970211","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","06.02.23"
"0b20fde7-3274-4c86-8504-1063b095cc26","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","070223"
"aa8846fd-dfb6-432c-87f6-b219dc0a9bd4","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","8.02.23"
"b28b11c8-3850-47dd-b4f2-b13f3bf0b991","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","9.02.23"
"63d2b6d7-2d87-486c-8e5c-c8764e1c63f1","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","10.02.23"
"170e1e20-3d41-430a-a7d0-fba0b18a7f5f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","13.02.23"
"8ed30643-bc53-4078-9087-6d4325efbcdf","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","14.2.23"
"6dc7865d-ba34-4d26-b793-5f454d2dd778","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","15.2.23"
"6035d820-f354-4905-b733-132afb9c153d","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","16.2.23"
"44885954-f40b-44cb-acd7-042bb7072a97","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","17.2.23"
"fcc88e54-9f23-4948-8f82-22e240e0e187","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","20.2.23"
"5dc12839-42a4-4ff7-abb2-1b54c2a5dadd","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","21.2.23"
"a1bcd1e7-fbfb-4e1a-a18a-f410d23b5f8b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","22.2.23"
"061c9c2b-1931-4b28-ba2d-a9eb641f6044","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","23.2.23"
"a2b3251b-5feb-46cc-9f51-9a17ff789a84","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","24.2.23"
"4e629583-ed62-4656-9584-b7ad2579ef14","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","27.2.23"
"70d124ce-b20f-463d-8fe9-751b1d63d3ef","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Quin Wanoa","28.2.23"
"f89a33ae-d480-40cc-90c3-c2c6edf3f331","","folder-normal","pass","","step","TRUE","FALSE","Feb 23","Andrew Gilvray"
"7c3a47b1-b3b1-49af-b04b-b7ab977f2681","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Andrew Gilvray","Daily Diary / Timesheet22,2,2023"
"59f6a9a5-6f52-4714-a1ef-dde87f020f7a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Andrew Gilvray","Daily Diary / Timesheet"
"5ac6e509-1d27-4fba-a244-4f9f9825cd36","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Andrew Gilvray","Daily Diary / Timesheet23,2,2023"
"55d9cca0-f5fb-4c93-b121-c57b9dc1f0d0","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Andrew Gilvray","Daily Diary / Timesheet24,2,2023"
"2c0e6c6f-3377-49f5-9d30-051e40eff122","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Andrew Gilvray","Daily Diary / Timesheet28,2,2023"
"b5cdbb73-ac05-4541-ab5e-cb3e39f56de2","","folder-normal","pass","","step","TRUE","FALSE","Feb 23","Jonathan Brown"
"b55efd33-afdb-41a2-82a4-d5347274c8b1","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Jonathan Brown","22-02-23"
"420c2a22-1dfc-4a00-8ef2-7692e85b58d0","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Jonathan Brown","23-02-23"
"20feb237-246e-4322-b4ec-4daed8e6ae09","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Jonathan Brown","24-02-23"
"acf2fa2a-3b5e-48f6-81b1-e6ddefc5b4f1","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Jonathan Brown","27-02-23"
"b9206bbd-1ced-43f6-a666-db25cd940077","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Jonathan Brown","28-02-23"
"d6dbb335-455c-4115-a04d-b798a2d62014","","folder-normal","pass","","step","TRUE","FALSE","Feb 23","Claudio Castro"
"73db6c4a-c7c9-4395-a92b-bec3ea6c20ba","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Claudio Castro","24.02.23"
"05b7bc68-8855-420d-a588-625d1ad438dc","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Feb 23","Claudio Castro","28 02 23"
"f24d65be-8534-471b-811a-baa1e6322fa5","","folder-normal","pass","","step","TRUE","FALSE","Mar 23"
"7ee80787-1618-4021-a6af-c8afde3ede60","","folder-normal","pass","","step","TRUE","FALSE","Mar 23","Joel Gilbody"
"20b92c28-c33d-4632-b2a6-a1357c0923d2","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 1-3-23"
"4db185ba-699f-4ae9-95df-437f5878c48c","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 2-3-23"
"1727300f-e51e-4af9-9094-65bfcf97e5a0","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 3-3-23"
"9185b776-b940-4a0d-bab3-92004e87816a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 6-3-23"
"76c4e008-8003-4c47-8ab0-6f5d3a0abace","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 7-3-23"
"fb9482da-3b7b-4d7a-8956-4088ef94e6f0","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 8-3-23"
"44778b0e-024f-4f7e-abc9-35bfc1a707d9","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 9-3-23"
"9023628d-caa5-44d8-bbfc-e7eb9d3a1bdf","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 10-3-23"
"0b8c25a4-81ae-4eca-97b5-f29b3d17a822","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 14-3-23"
"ac895dbe-23e8-4749-a56c-d4e9e8787659","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 15-3-23"
"5447ca9f-6734-423e-8731-ee962390c85f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 16-3-23"
"07eef620-de9d-47b5-b408-be915a5387aa","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 17-3-23"
"4f28658b-da65-411d-a948-6e0b07875e13","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 18-3-23"
"c180f468-d893-4f46-bcd8-688e1722eba4","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 20-3-23"
"89294a10-074e-4881-ab87-0a4f243c9315","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 21-3-23"
"6cc22607-3e3c-4a01-93b9-fe6098e0be48","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 22-3-23"
"447ea17e-dc6f-41a6-952e-3d6951ba7527","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 23-3-23"
"daf3204e-d63e-494b-9b61-3189ed4473e4","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 24-3-23"
"786668fd-5e4d-45d3-9234-8dba09e85fbe","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 25-3-23"
"e6d3f765-3180-4662-89cc-06a492d2d24b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 27-3-23"
"dadbadcb-0736-4f21-9b70-d75c1b9ca368","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 28-3-23"
"72311519-edda-46d6-b63d-4c5ed3dd462b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 29-3-23"
"b6045c05-3316-432c-ac3b-8795fdd30032","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 30-3-23"
"53258576-4280-4deb-87c1-d40c5cd520ba","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Joel Gilbody","Daily Diary / Timesheet 31-3-23"
"1a180755-a4b6-40c5-92ab-dafd10449c0d","","folder-normal","pass","","step","TRUE","FALSE","Mar 23","Wayne Buckingham"
"e65cb287-3437-45ef-83fb-c678c805cbfe","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet1.3.23"
"a0423325-39af-459b-be36-6eeadb5f465f","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet2.3.23"
"6481f6d5-7ff8-45ce-8709-02beaec928c8","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet3.3.23"
"5063e292-3dad-410b-9907-e53cfb9c4796","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet6.3.23"
"a374591e-a9aa-4210-ac32-9a0ebca43fa5","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet7.3.23"
"62d84f42-da81-4036-abf6-6b5fd6b1f1ae","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet8.3.23"
"0cbb59c3-9829-49bc-bc03-dd5e2cd6508c","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet9.3.23"
"7411b579-8365-4d47-9e2d-a758fc89e47e","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet10.3.23"
"13b4d697-c866-4895-a612-fd16113b3f2d","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet14.3.23"
"f23edeb6-e06a-42e6-aad5-5049eef41928","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet15.3.23"
"63901425-9ea4-408e-a9f2-4ac9a5163b46","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet16.3.23"
"c1cdac87-1934-471c-af67-0b4dbfc4d53b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet17.3.23"
"2a46febb-5ee9-4b60-8ac9-c360e58feca8","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet20.3.23"
"8769c5e2-b6b0-42db-b086-dcc49e03e5ee","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet21.3.23"
"33c6fe3e-e318-41a4-b76c-1f1cbdac91d3","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet22.3.23"
"af2688f9-12d4-46d9-a00a-924306dc49bb","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet23.3.23"
"548cda3b-2dbf-44c6-8f34-aa541b987300","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet24.3.23"
"09d2115d-0139-495c-b44b-35920141af4c","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet27.3.23"
"0cd96c90-367b-4e22-ac01-4e1984537100","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet28.3.23"
"ffdcce0d-678c-4a37-9636-605edd605c80","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet29.3.23"
"a83b340b-90da-4a1b-80c5-9f8e8f88e900","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet30.3.23"
"93813971-f9bb-40fa-b448-3b875fd0d38a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Wayne Buckingham","Daily Diary / Timesheet31.3.23"
"3d167f2a-462a-4ca8-ad37-d487a588e00d","","folder-normal","pass","","step","TRUE","FALSE","Mar 23","Taj Greenhalgh"
"4a62a88e-af4f-4076-af9e-999ce0324d55","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Taj Greenhalgh","Daily Diary / Timesheet 1.3.23"
"cf266d0e-6b3d-43b4-ad1e-67aa91bcb24a","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Taj Greenhalgh","Daily Diary / Timesheet 2.3.23"
"57b73b20-8bc1-4b1c-8a99-dc0bc74ce715","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Taj Greenhalgh","Daily Diary / Timesheet 3.3.22"
"064e044b-1c7b-46e3-a5aa-3a1d07d36283","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Taj Greenhalgh","Daily Diary / Timesheet 6.3.23"
"1c3efe68-2b68-42bf-8b48-c5907782493b","","checklist-flat","pass","afa493ab4e25a3af49fbc32cd5cafa03d5cfd9244b11c3627befca2be492b40b","checklist-flat","FALSE","FALSE","Mar 23","Taj Greenhalgh","Daily Diary / Timesheet 7.3.23"
