"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9558078a-7071-49c1-bb43-3ab88f2587d9","","not-started","","folder","TRUE","FALSE","Enabling Works"
"0c21701b-fbf3-462d-bba1-4df45db0403a","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","Span 1"
"60aa93ae-22d4-4c4a-a30c-3c5c0f40eecc","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","Bridge Lower Queen St"
"db89f598-99a7-4550-9ba8-4cef1edceb44","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","Bulk Earthworks"
"96765aa5-0f2a-4725-b870-b4942a57acce","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","East Lower Queen St"
"43583eca-0e57-4d80-a00d-e91d6be75818","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","Hand Rails"
"e6538276-1614-45cb-9ca1-3d4909edc6bc","","not-started","","folder","TRUE","FALSE","Electrical & Telecom","Power"
"113a0bfe-03bc-4009-8527-7666bdf102a6","","not-started","LQS-QA-6090 - ITP - Service Installation","checklist","FALSE","FALSE","Electrical & Telecom","Power","6.1.1 - Pipeline 8 - Power PVC 100mm"
"0210cde6-70df-4c00-bd98-3051c56931c4","","not-started","LQS-QA-6090 - ITP - Service Installation","checklist","FALSE","FALSE","Electrical & Telecom","Power","6.1.2 - McShane - Streetlight"
"1e43171a-7659-47fa-89bc-8c665046f2ac","","not-started","LQS-QA-6090 - ITP - Service Installation","checklist","FALSE","FALSE","Electrical & Telecom","Power","6.1.3 - Flow Meter Duct - LQS"
"3a4ca737-390a-4756-9d91-1534065e9e0e","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","River Protection"
"45bb0b29-4e2f-4ec2-ad2a-311ef5f6a409","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","Span 2"
"08b0e1f9-95db-4b32-a975-ba5170875de8","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","Span 3"
"09b53ce6-bda9-477c-b19f-1462bdfdd52a","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","Structural Fill"
"6f886535-b5c7-42e7-95ef-b1fcc8aecb99","","not-started","","folder","TRUE","FALSE","Electrical & Telecom","Telecom"
"addd656b-76e4-4d50-81ab-d4f53cdbaf15","","not-started","LQS-QA-6090 - ITP - Service Installation","checklist","FALSE","FALSE","Electrical & Telecom","Telecom","6.2.1 - Ductline 6"
"6102ae1d-b767-40d2-ad92-d28c94f7e710","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","Temporary Road"
"60eb7f74-fdad-4fbb-ae43-9a15bffa17cb","","no-status-not-started","","folder","TRUE","FALSE","Electrical & Telecom","West Lower Queen St"
"9fc001e7-f8c8-4784-ba94-86bd29f240ee","","not-started","","folder","TRUE","FALSE","Earthworks"
"21aad0ea-2a5b-44e7-ac74-177902db6953","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Abutment A"
"b2bae191-b5c8-4ea2-b38a-4ba7cf2e9864","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","General"
"dd009d43-1087-4218-a746-2ef6c9dd9547","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Headingly Lane"
"43fa1715-e40e-4f78-adce-462a1a4f71b6","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Lower Queen St (Left)"
"aa4c6e72-2135-40a5-993c-c8d3682c09e0","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Lower Queen St (Right)"
"704c38ba-be90-4327-ae58-ffff20d833fd","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Manholes, Structures & Sumps"
"897a4bf2-7010-4c59-9c7e-d0241fe91452","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Pier B"
"cde33860-49a9-41ad-ae88-c96086aa6ba6","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Stormwater"
"49292ab5-1c8d-4e6d-9fd8-aaea597a26bf","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Wastewater"
"20dc57df-5829-436f-b096-2cb60281d817","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Water"
"02a07993-be9b-445b-9708-f6bb1402dc35","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Abutment A (Left)"
"5d89132f-de1c-4eb4-b4e6-e567126c99e8","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Abutment D"
"55085cb7-1858-4e33-aa95-1127cac97a25","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Abutment D (Right)"
"00793291-32ce-4f2a-88bf-8bfc0ce4c989","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Bridge Lower Queen St"
"2f9251c4-2bf8-4e48-a787-297c2596f9cc","","not-started","","folder","TRUE","FALSE","Earthworks","Bulk Earthworks"
"cd746d62-1e7e-4743-9ec0-da24ecef3923","","not-started","LQS-QA-6000 - ITP - Compliance Record","checklist","FALSE","FALSE","Earthworks","Bulk Earthworks","7.2.1 - Downstream"
"b2911406-35a6-4d5b-b52e-747d03a0ca1a","","not-started","LQS-QA-6000 - ITP - Compliance Record","checklist","FALSE","FALSE","Earthworks","Bulk Earthworks","7.2.2 - Upstream"
"540d1995-21bf-49f3-8674-bed4e6f17db4","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","East Lower Queen St"
"fb254ed1-ca26-4bea-821c-fefe1935ab90","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Hand Rails"
"d17eb201-c81c-4ab0-9cb4-e91191329063","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Pier B (Left)"
"23a14f14-885e-4ade-bf86-7f9dccc2aa61","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Pier C"
"577bba17-abe7-4d4f-bc8d-41b941ab3d96","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Pier C (Right)"
"7556a686-428f-4d78-a49f-afe8229c7542","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Power"
"9121cfe8-82f0-418e-a02e-f01edca49ca6","","not-started","","folder","TRUE","FALSE","Earthworks","River Protection"
"b3ba80ac-81c3-4f18-a139-bb4d584959c9","","not-started","LQS-QA-6000 - ITP - Compliance Record","checklist","FALSE","FALSE","Earthworks","River Protection","7.3.1 - Rip Rap"
"7319b8cc-31bf-46d8-b766-880a68f31009","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Span 1"
"295c0110-f2d0-44aa-8d81-8710f0c26dec","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Span 2"
"30f44459-64ed-4ccd-9629-55f299509f98","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Span 3"
"457cb424-0c15-4c29-99bb-8ab305bb7782","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Structural Fill"
"5d56b80f-8f17-414e-99c5-6afd180242b9","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Telecom"
"1c6f0ec9-975f-4e4a-820f-82994cab5877","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Temporary Bridge Deck"
"75ea40f8-f65b-482a-a18b-de152faae99b","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","Temporary Road"
"97538a8f-bc83-453e-a274-6150deffbc15","","no-status-not-started","","folder","TRUE","FALSE","Earthworks","West Lower Queen St"
"b3d0bb3c-0e92-4f5e-bed2-aee8fae2e4c3","","no-status-not-started","","folder","TRUE","FALSE","Pavements"
"e3cef6e7-1397-4ef0-ba03-95b638ca6e1e","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Abutment A"
"65fbd60e-bf79-4b77-9aec-87eea677cd89","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Abutment A (Left)"
"10f130bc-22e8-4b9b-b338-f03964aa3405","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Abutment D"
"20475fed-47ee-4885-a08a-77c2c3f07684","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Abutment D (Right)"
"8e45ef8c-d339-4e8b-a8b4-6e1f28db54f7","","no-status-not-started","","folder","TRUE","FALSE","Pavements","General"
"e22762eb-4aba-4b51-aa05-4d46d6b66c07","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Headingly Lane"
"14e938ad-7fe1-4dcb-a2e1-d78a937308bc","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Lower Queen St (Left)"
"9c81dfb5-bf06-41bb-82e9-236bdf826beb","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Lower Queen St (Right)"
"f115d582-09b5-4fe7-82e7-94db94987c04","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Manholes, Structures & Sumps"
"63117e6e-7ea2-4f03-bd16-f851fa128229","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Pier B"
"e5594919-a8a2-494e-9e58-7a357ae3330a","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Pier B (Left)"
"577e5c3e-272d-4a80-a10a-cdb533052389","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Pier C"
"1432d270-d7b5-4b3f-a370-f58211fb64ee","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Pier C (Right)"
"0b696c92-3e7c-4556-8170-10c7760192a0","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Span 1"
"f87c12d3-2f1a-41b1-bc89-0d78adf36c92","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Span 2"
"d9838b43-cfc3-41c6-8955-24f765b6f45e","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Span 3"
"479f9ede-dd08-48c8-b57b-d5a13307acef","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Stormwater"
"f2f0542e-3ea5-4369-ba41-3f49495bd6ce","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Temporary Bridge Deck"
"dd71490b-3032-49ad-8f1f-26d51168e98d","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Wastewater"
"9a9dc303-cebf-48ef-adaf-640a9847073d","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Water"
"d013a797-27e0-4962-8b72-529ca17ca19b","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Bridge Lower Queen St"
"d7a54fe8-53ef-4b90-bf77-c1147ffa5afd","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Bulk Earthworks"
"ffdf80cf-3b31-4c5e-b92c-4294ffaa5d20","","no-status-not-started","","folder","TRUE","FALSE","Pavements","East Lower Queen St"
"43a0ff4e-ab1b-47eb-8f6a-7af7ef994d9a","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Hand Rails"
"336d5ca5-9f0a-4da0-8f59-a13bb1528680","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Power"
"357ba601-f591-44fa-99b5-7b476c218b66","","no-status-not-started","","folder","TRUE","FALSE","Pavements","River Protection"
"a52027f1-40b9-467b-8be2-d5988b0c8377","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Structural Fill"
"dfd7f1b5-d272-4c83-9b9d-289a2eb68420","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Telecom"
"22297aca-0b6a-43fa-b6b7-0374bfb34242","","no-status-not-started","","folder","TRUE","FALSE","Pavements","Temporary Road"
"8951570e-df96-4c89-887c-1b74709fea62","","no-status-not-started","","folder","TRUE","FALSE","Pavements","West Lower Queen St"
