"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc407afe-e1aa-4b17-acaf-457592b840f3","","work-in-progress","","folder","TRUE","FALSE","Basement (B)"
"60c89838-ea94-4e99-a23f-f0bb34a720b7","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","Hydrant Installation","L64 - LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"a33281c3-39dc-45f3-9f06-23d7ba81b758","","work-in-progress","","folder","TRUE","FALSE","Host reel installation"
"31e3aca9-1d3f-4c0f-b58e-c4fe0068ddc1","","not-started","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","Upper Ground (UG) - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"3e695419-d439-4a1f-b8f4-d0877d8d38af","","work-in-progress","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","L01 - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"c53d35f3-5cb7-49f6-a8f6-22b773bad534","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","Level 02 Carstacker - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"a2dd41ba-9acc-43ce-a260-7f2a23c50bba","","work-in-progress","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","L02 - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"41b40e45-2ba4-4a3e-92fb-11ddb2008b97","","work-in-progress","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","L03 - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"84ddbc29-3884-4234-b18c-beec39af2b64","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","Level 04 Carstacker - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"e48edcab-99a6-4de0-88e7-ff22a2f2f14a","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","L05 - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"12993346-7054-4e42-8f10-acb3fa7ba4da","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","Level 06 Carstacker - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"9d50be57-9618-4ed5-81f0-5be66ca53b3f","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","L06 - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"5e2ffbdc-8106-4a64-8a5a-5a014f1358ba","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","Level 08 Carstacker - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"e3011991-648a-4013-ad5c-4e3eefc875d3","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","L08 - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"c85fa5f0-9af5-4acd-97c9-fb991743ab8d","","work-in-progress","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","L09 - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"2983c816-7c6a-491c-b4cc-f0ac45242b67","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Host reel installation","L20 - LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"bff3232b-9df0-4c9c-bee2-0dbf5d8a48d5","","not-started","","folder","TRUE","FALSE","Fire Pump Installation"
"aa434988-788e-4afb-bbc6-0925ed659f4a","","not-started","LM-FOR-40-ITR-302.1 Fire Pump Installation (V.171121)","checklist","FALSE","FALSE","Fire Pump Installation","L64 - LM-FOR-40-ITR-302.1 Fire Pump Installation (V.171121)"
