PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED,REV,FORM_LINER,GROUT_M3,M12,M16,M20,M24,PSA12TI,PSA16TI,PSA20TI,PSA25TI,PSA12C,PSA16C,PSA20C,PSA25C,M12_GALV,M16_GALV,M20_GALV,M24_GALV,PSA12TI_GALV,PSA16TI_GALV,PSA20TI_GALV,PSA25TI_GALV,PSA12C_GALV,PSA16C_GALV,PSA20C_GALV,PSA25C_GALV,50_DUCT,60_DUCT,70_DUCT,100_DUCT,EDGE_LIFTER,FACE_LIFTER,FOOT_ANCHOR,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP1_GALV,CP2_GALV,CP3_GALV,CP4_GALV,CP5_GALV,CP6_GALV,CP7_GALV,CP8_GALV,CP9_GALV,CP10_GALV,NMB-5,NMB-6,NMB-7,NMB-8,NMB-9,NMB-10,NMB-11,NMB-12,NMB-13,NMB-5_GALV,NMB-6_GALV,NMB-7_GALV,NMB-8_GALV,NMB-9_GALV,NMB-10_GALV,NMB-11_GALV,NMB-12_GALV,NMB-13_GALV,R6-LENGTH,N8-LENGTH,N10-LENGTH,N12-LENGTH,N16-LENGTH,N20-LENGTH,N24-LENGTH,N28-LENGTH,N32-LENGTH,N36-LENGTH,N40-LENGTH
'13-92,CONSTRUCTION,MIR008,L13,COLUMN,'13-92,C3,GREY CONC,250,0.7,1.76,2.8,4.09,40,166.59,238.28,1144,3579,1144,3736,LMC10 ,10.0T ,NO,1,,0.033,,,2,,,,,,,,,,,,,,,,,,,,,,0,9600,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,69211.24,0,0,34941,0,7843.7,0,0,0
'13-93,CONSTRUCTION,MIR008,L13,COLUMN,'13-93,C3,GREY CONC,250,0.66,1.65,2.64,3.99,40,159.44,241.69,1121,3560,1121,3714,LMC10 ,10.0T ,NO,1,,0.033,,,2,,,,,,,,,,,,,,,,,,,,,,0,9600,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,69209.39,0,0,32036.08,0,7843.7,0,0,0
'13-94,CONSTRUCTION,MIR008,L13,COLUMN,'13-94,C3,GREY CONC,250,0.66,1.66,2.65,4.01,40,159.44,240.84,1122,3572,1122,3726,LMC10 ,10.0T ,NO,1,,0.033,,,2,,,,,,,,,,,,,,,,,,,,,,0,9600,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,69209.39,0,0,32036.08,0,7843.7,0,0,0
'13-97,CONSTRUCTION,MIR008,L13,PANEL,'13-97,PW2A,GREY CONC,200,1.39,3.36,6.96,6.95,40,110.38,79.35,2265,3069,2265,3669,LMC10 ,10.0T ,NO,1,,0.038,,,2,,,,,,,,,,,,,,,,,,,,,,5600,6400,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,115204.03,0,24942.09,0,0,0,0,0,0
'13-98,CONSTRUCTION,MIR008,L13,PANEL,'13-98,PW2A,GREY CONC,200,0.92,2.25,4.59,4.59,40,108.03,117.68,1499,3060,1499,3660,LMC10 ,10.0T ,NO,1,,0.027,,,2,,,,,,,,,,,,,,,,,,,,,,1400,6400,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,77126.8,0,21880,1741.42,0,4482.84,0,0,0
'14-02,APPROVAL,MIR008,L14,CORE STAIR,'14-02,STAIR 3,GREY CONC,200,2.8,6.87,13.98,14.66,40,452.23,161.76,5450,2689,5450,2789,LMC10 ,10.0T ,NO,A,,0.116,,,2,,,,,,,,,,,,,,,,,,,,,,39000,0,4560,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,255700.95,46680,0,42676.97,0,0,0,0
'14-03,APPROVAL,MIR008,L14,CORE STAIR,'14-03,STAIR 3,GREY CONC,200,1.42,3.48,6.87,7.26,40,253.2,178.77,2700,2690,2700,2790,LMC10 ,10.0T ,NO,A,,0.066,,,2,,,,,,,,,,,,,,,,,,,,,,20800,0,3610,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,158610.85,45359.73,0,11489.95,0,0,0,0
'14-04,APPROVAL,MIR008,L14,CORE STAIR,'14-04,STAIR 3,GREY CONC,200,2.31,5.63,11.55,14.66,40,387.16,167.64,5449,2690,5449,2790,LMC10 ,10.0T ,NO,A,,0.123,,,2,,,,,,,,,,,,,,,,,,,,,,0,31200,3460,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,238612.89,36715.18,20360,18938.49,0,0,0,0
'14-05,APPROVAL,MIR008,L14,CORE LIFT,'14-05,LIFT,GREY CONC,200,3.23,8.11,16.17,21.53,40,567.77,175.53,5150,4180,5150,4180,LMC10 ,10.0T ,NO,A,,0.079,20,,2,,18,,,,,,,,,,,,,,,,,,,,20800,0,4800,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,95095.92,260493.28,72512.42,40142.12,18200,0,0,0,0
'14-07,APPROVAL,MIR008,L14,CORE LIFT,'14-07,LIFT,GREY CONC,200,4.1,10.12,20.49,21.53,40,588.57,143.63,5150,4180,5150,4180,LMC10 ,10.0T ,NO,A,,0.111,,,2,,8,,,,,,,,,,,,,,,,,,,,36400,0,4800,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,205091.08,216636.4,0,18200,0,0,0,0
'14-09,APPROVAL,MIR008,L14,CORE STAIR,'14-09,STAIR 1,GREY CONC,200,2.93,7.17,14.46,14.99,40,388.51,132.4,5100,2940,5100,3089,LMC10 ,10.0T ,NO,A,,0.107,,,2,,,,,,,,,,,,,,,,,,,,,,36400,0,4480,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,286718.9,40560,0,19697.06,0,0,0,0
'14-10,APPROVAL,MIR008,L14,CORE STAIR,'14-10,,GREY CONC,200,0.96,2.39,4.82,7.94,40,202.46,209.8,2700,2940,2700,3089,LMC10 ,10.0T ,NO,A,,0.05,,,2,,,,,,,,,,,,,,,,,,,,,,13000,0,3600,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,111060.87,14807.31,21520.81,7748.53,0,0,0,0
'14-11,APPROVAL,MIR008,L14,CORE STAIR,'14-11,STAIR 1,GREY CONC,200,2.87,7.03,14.34,14.99,40,399.7,139.34,5100,2940,5100,3089,LMC10 ,10.0T ,NO,A,,0.102,,,2,,,,,,,,,,,,,,,,,,,,,,33800,0,3930,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,290225.94,45675.98,0,19697.06,0,0,0,0
'14-14,APPROVAL,MIR008,L14,BALUSTRADE,'14-14,,GREY CONC,150,0.12,0.28,0.98,2.47,40,9.91,82.94,1004,790,1048,2356,LMC10 ,8.0T ,NO,A,,0.009,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8182.38,5476.8,0,0,0,0,0,0,0
'14-15,APPROVAL,MIR008,L14,BALUSTRADE,'14-15,,GREY CONC,150,0.89,2.17,5.96,5.96,40,72.13,80.61,7550,790,7550,790,LMC10 ,8.0T ,NO,A,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,9000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,59548.38,39889.19,0,0,0,0,0,0,0
'14-16,APPROVAL,MIR008,L14,BALUSTRADE,'14-16,,GREY CONC,150,0.89,2.17,5.96,5.96,40,72.13,80.61,7550,790,7550,790,LMC10 ,8.0T ,NO,A,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,9000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,59548.38,39889.19,0,0,0,0,0,0,0
'14-17,APPROVAL,MIR008,L14,BALUSTRADE,'14-17,,GREY CONC,150,0.89,2.16,5.95,5.95,40,72.13,80.79,7534,790,7534,790,LMC10 ,8.0T ,NO,A,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,9000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,59548.38,39889.19,0,0,0,0,0,0,0
'14-18,APPROVAL,MIR008,L14,BALUSTRADE,'14-18,,GREY CONC,150,0.89,2.17,5.96,5.96,40,72.13,80.61,7550,790,7550,790,LMC10 ,8.0T ,NO,A,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,9000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,59548.38,39889.19,0,0,0,0,0,0,0
'14-19,APPROVAL,MIR008,L14,BALUSTRADE,'14-19,,GREY CONC,150,0.89,2.17,5.96,5.96,40,72.13,80.61,7550,790,7550,790,LMC10 ,8.0T ,NO,A,,0.04,,,1,,,,,,,,,,,,,,,,,,,,,,9000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,59548.38,39889.19,0,0,0,0,0,0,0
'14-20,APPROVAL,MIR008,L14,BALUSTRADE,'14-20,,GREY CONC,150,0.15,0.36,1.01,1,40,12.18,79.29,1273,790,1272,790,LMC10 ,8.0T ,NO,A,,0.01,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10773.4,6232.76,0,0,0,0,0,0,0
'14-21,APPROVAL,MIR008,L14,BALUSTRADE,'14-21,,GREY CONC,150,0.65,1.57,4.34,4.34,40,53.68,82.51,5490,790,5490,790,LMC10 ,8.0T ,NO,A,,0.03,,,1,,,,,,,,,,,,,,,,,,,,,,7000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43271.01,30416.25,0,0,0,0,0,0,0
'14-22,APPROVAL,MIR008,L14,BALUSTRADE,'14-22,,GREY CONC,150,0.65,1.57,4.34,4.34,40,53.67,82.52,5489,790,5489,790,LMC10 ,8.0T ,NO,A,,0.03,,,1,,,,,,,,,,,,,,,,,,,,,,7000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43263.11,30414.25,0,0,0,0,0,0,0
'14-23,APPROVAL,MIR008,L14,BALUSTRADE,'14-23,,GREY CONC,150,0.15,0.36,1.01,1,40,12.18,79.29,1273,790,1272,790,LMC10 ,8.0T ,NO,A,,0.01,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10773.4,6232.76,0,0,0,0,0,0,0
'14-24,APPROVAL,MIR008,L14,BALUSTRADE,'14-24,,GREY CONC,150,0.48,1.17,3.22,3.22,40,40.75,84.29,4080,790,4080,790,LMC10 ,8.0T ,NO,B,,0.022,,,4,,,,,,,,,,,,,,,,,,,,,,5000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32527,23314.58,0,0,0,0,0,0,0
'14-25,APPROVAL,MIR008,L14,BALUSTRADE,'14-25,,GREY CONC,150,0.24,0.59,1.62,1.62,40,21.83,89.96,2048,790,2048,790,LMC10 ,8.0T ,NO,A,,0.012,,,2,,,,,,,,,,,,,,,,,,,,,,3000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15624.95,13741.39,0,0,0,0,0,0,0
'14-26,APPROVAL,MIR008,L14,BALUSTRADE,'14-26,,GREY CONC,150,0.16,0.38,1,1,40,12.57,78.65,1312,790,1263,790,LMC10 ,8.0T ,NO,A,,0.01,,,4,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11247.4,6352.76,0,0,0,0,0,0,0
'14-27,APPROVAL,MIR008,L14,BALUSTRADE,'14-27,,GREY CONC,150,0.58,1.41,3.87,3.87,40,47.86,82.42,4899,790,4899,790,LMC10 ,8.0T ,NO,A,,0.026,,,1,,,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38610,27095.42,0,0,0,0,0,0,0
'14-28,APPROVAL,MIR008,L14,BALUSTRADE,'14-28,,GREY CONC,200,0.72,1.77,3.61,3.61,40,78.03,108.06,4569,790,4569,790,LMC10 ,8.0T ,NO,A,,0.03,,,1,,,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,72006,37885,0,0,0,0,0,0,0
'14-29,APPROVAL,MIR008,L14,BALUSTRADE,'14-29,,GREY CONC,200,0.2,0.48,1.01,1,40,24.35,122.64,1273,790,1272,790,LMC10 ,8.0T ,NO,B,,0.011,,,4,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21546.79,12465.52,0,0,0,0,0,0,0
'14-30,APPROVAL,MIR008,L14,BALUSTRADE,'14-30,,GREY CONC,200,0.88,2.16,4.4,4.4,40,94.14,107.01,5568,790,5568,790,LMC10 ,8.0T ,NO,A,,0.036,,,1,,,,,,,,,,,,,,,,,,,,,,7000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,87774.4,45088.25,0,0,0,0,0,0,0
'14-31,APPROVAL,MIR008,L14,BALUSTRADE,'14-31,,GREY CONC,150,0.89,2.14,5.91,5.91,40,71.63,80.86,7476,790,7476,790,LMC10 ,8.0T ,NO,A,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,9000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,58960.4,39740.33,0,0,0,0,0,0,0
'14-32,APPROVAL,MIR008,L14,BALUSTRADE,'14-32,,GREY CONC,150,0.89,2.14,5.91,5.91,40,71.63,80.86,7476,790,7476,790,LMC10 ,8.0T ,NO,A,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,9000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,58960.4,39740.33,0,0,0,0,0,0,0
'14-33,APPROVAL,MIR008,L14,BALUSTRADE,'14-33,,GREY CONC,200,0.82,2.02,4.12,4.12,40,88.5,107.41,5215,790,5215,790,LMC10 ,8.0T ,NO,A,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,82197,42605.83,0,0,0,0,0,0,0
'14-34,APPROVAL,MIR008,L14,BALUSTRADE,'14-34,,GREY CONC,150,0.87,2.11,5.81,5.81,40,69.84,80.19,7350,790,7350,790,LMC10 ,8.0T ,NO,A,,0.04,,,1,,,,,,,,,,,,,,,,,,,,,,9000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,57965,38417.91,0,0,0,0,0,0,0
'14-35,APPROVAL,MIR008,L14,BALUSTRADE,'14-35,,GREY CONC,150,0.15,0.36,1.01,1,40,12.18,79.29,1273,790,1272,790,LMC10 ,8.0T ,NO,A,,0.01,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10773.4,6232.76,0,0,0,0,0,0,0
'14-36,APPROVAL,MIR008,L14,BALUSTRADE,'14-36,,GREY CONC,200,0.89,2.18,4.43,4.43,40,94.7,106.84,5610,789,5610,789,LMC10 ,8.0T ,NO,B,,0.036,,,3,,,,,,,,,,,,,,,,,,,,,,7000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,88438,45256.25,0,0,0,0,0,0,0
'14-37,APPROVAL,MIR008,L14,BALUSTRADE,'14-37,,GREY CONC,200,0.89,2.18,4.44,4.43,40,94.7,106.65,5620,789,5620,789,LMC10 ,8.0T ,NO,A,,0.036,,,2,,,,,,,,,,,,,,,,,,,,,,7000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,88438,45256.25,0,0,0,0,0,0,0
'14-38,APPROVAL,MIR008,L14,BALUSTRADE,'14-38,,GREY CONC,150,0.67,1.62,4.47,4.47,40,54.57,81.36,5660,789,5660,789,LMC10 ,8.0T ,NO,A,,0.031,,,2,,,,,,,,,,,,,,,,,,,,,,7000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,44219,30756.25,0,0,0,0,0,0,0
'14-39,APPROVAL,MIR008,L14,BALUSTRADE,'14-39,,GREY CONC,150,0.63,1.52,4.18,4.17,40,51.37,82.02,5285,789,5285,789,LMC10 ,8.0T ,NO,B,,0.028,,,3,,,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,41651.5,28935.83,0,0,0,0,0,0,0
'14-40,APPROVAL,MIR008,L14,BALUSTRADE,'14-40,,GREY CONC,150,0.15,0.36,1.01,1,40,12.18,79.29,1273,790,1272,790,LMC10 ,8.0T ,NO,A,,0.01,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10773.4,6232.76,0,0,0,0,0,0,0
'14-41,APPROVAL,MIR008,L14,BALUSTRADE,'14-41,,GREY CONC,150,0.76,1.83,5.05,5.05,40,61.6,81.28,6395,789,6395,789,LMC10 ,8.0T ,NO,A,,0.035,,,1,,,,,,,,,,,,,,,,,,,,,,8000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50420.5,34367.08,0,0,0,0,0,0,0
'14-42,APPROVAL,MIR008,L14,BALUSTRADE,'14-42,,GREY CONC,150,0.76,1.83,5.05,5.04,40,61.6,81.3,6394,789,6394,789,LMC10 ,8.0T ,NO,A,,0.035,,,1,,,,,,,,,,,,,,,,,,,,,,8000,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,50420.5,34367.08,0,0,0,0,0,0,0
'14-43,APPROVAL,MIR008,L14,BALUSTRADE,'14-43,,GREY CONC,150,0.15,0.36,1.01,1,40,12.18,79.29,1273,790,1272,790,LMC10 ,8.0T ,NO,A,,0.01,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10773.4,6232.76,0,0,0,0,0,0,0
'14-44,APPROVAL,MIR008,L14,BALUSTRADE,'14-44,,GREY CONC,150,0.55,1.33,3.66,3.66,40,46.1,83.93,4635,789,4635,789,LMC10 ,8.0T ,NO,A,,0.026,,,1,,,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36518.91,26566.03,0,0,0,0,0,0,0
'14-45,APPROVAL,MIR008,L14,BALUSTRADE,'14-45,,GREY CONC,150,0.55,1.33,3.67,3.66,40,46.1,83.84,4640,789,4640,789,LMC10 ,8.0T ,NO,A,,0.026,,,1,,,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36518.91,26566.03,0,0,0,0,0,0,0
'14-46,APPROVAL,MIR008,L14,BALUSTRADE,'14-46,,GREY CONC,150,0.15,0.36,1.01,1,40,12.18,79.29,1273,790,1272,790,LMC10 ,8.0T ,NO,B,,0.01,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10773.4,6232.76,0,0,0,0,0,0,0
'14-47,APPROVAL,MIR008,L14,BALUSTRADE,'14-47,,GREY CONC,150,0.62,1.49,4.11,4.1,40,50.79,82.46,5197,789,5197,789,LMC10 ,8.0T ,NO,A,,0.027,,,2,,,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40958.71,28760.44,0,0,0,0,0,0,0
'14-48,APPROVAL,MIR008,L14,BALUSTRADE,'14-48,,GREY CONC,150,0.36,0.87,2.39,2.39,40,31.61,88.12,3027,789,3027,789,LMC10 ,8.0T ,NO,B,,0.017,,,2,,,,,,,,,,,,,,,,,,,,,,4000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23813.58,19067.82,0,0,0,0,0,0,0
'14-49,APPROVAL,MIR008,L14,BALUSTRADE,'14-49,,GREY CONC,150,0.28,0.67,1.84,1.84,40,25.09,90.8,2331,789,2331,789,LMC10 ,8.0T ,NO,B,,0.015,,,4,,,,,,,,,,,,,,,,,,,,,,4000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18317.31,15535.53,0,0,0,0,0,0,0
'14-50,APPROVAL,MIR008,L14,BALUSTRADE,'14-50,,GREY CONC,150,0.15,0.36,1.01,1,40,12.18,79.29,1273,790,1272,790,LMC10 ,8.0T ,NO,B,,0.01,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10773.4,6232.76,0,0,0,0,0,0,0
'14-51,APPROVAL,MIR008,L14,BALUSTRADE,'14-51,,GREY CONC,150,0.54,1.3,3.59,3.58,40,44.54,82.73,4543,789,4543,789,LMC10 ,8.0T ,NO,A,,0.025,,,1,,1,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,35792.11,25311.61,0,0,0,0,0,0,0
'14-52,APPROVAL,MIR008,L14,BALUSTRADE,'14-52,,GREY CONC,150,0.54,1.3,3.59,3.58,40,44.52,82.74,4540,789,4540,789,LMC10 ,8.0T ,NO,A,,0.025,,,1,,,,,,,,,,,,,,,,,,,,,,6000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,35768.41,25305.61,0,0,0,0,0,0,0
'14-53,APPROVAL,MIR008,L14,BALUSTRADE,'14-53,,GREY CONC,150,0.15,0.36,1.01,1,40,12.18,79.29,1273,790,1272,790,LMC10 ,8.0T ,NO,A,,0.01,,,2,,4,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10773.4,6232.76,0,0,0,0,0,0,0
'14-54,APPROVAL,MIR008,L14,BALUSTRADE,'14-54,,GREY CONC,150,0.68,1.64,4.5,4.5,40,55.08,81.54,5700,789,5700,789,LMC10 ,8.0T ,NO,A,,0.031,,,1,,,,,,,,,,,,,,,,,,,,,,7000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,44932.41,30836.86,0,0,0,0,0,0,0
'14-55,APPROVAL,MIR008,L14,BALUSTRADE,'14-55,,GREY CONC,150,0.68,1.64,4.51,4.5,40,55.08,81.5,5703,789,5703,789,LMC10 ,8.0T ,NO,A,,0.031,,,1,,,,,,,,,,,,,,,,,,,,,,7000,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,44932.41,30836.86,0,0,0,0,0,0,0
'14-56,APPROVAL,MIR008,L14,BALUSTRADE,'14-56,,GREY CONC,150,0.12,0.28,0.85,1.89,40,9.91,82.94,1004,790,962,1963,LMC10 ,8.0T ,NO,A,,0.009,,,2,,3,,,,,,,,,,,,,,,,,,,,3000,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8182.38,5476.8,0,0,0,0,0,0,0
'14-58,APPROVAL,MIR008,L14,PANEL,'14-58,,GREY CONC,200,1.38,3.31,6.92,6.92,40,132.88,96.04,2090,3310,2090,3310,LMC10 ,10.0T ,NO,A,,0.06,,,2,,,,,,,,,,,,,,,,,,,,,,8400,0,9200,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,139782.5,0,29600,0,0,0,0,0,0
'14-59,APPROVAL,MIR008,L14,PANEL,'14-59,,GREY CONC,200,0.71,1.67,3.56,3.56,40,79.93,112.27,1000,3560,1000,3560,LMC10 ,10.0T ,NO,A,,0.048,,,2,,,,,,,,,,,,,,,,,,,,,,7200,0,7800,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,73754,0,21840,0,0,0,0,0,0
'14-60,APPROVAL,MIR008,L14,PANEL,'14-60,,GREY CONC,200,0.59,1.38,2.97,2.97,40,68.29,115.13,1000,2970,1000,2970,LMC10 ,10.0T ,NO,A,,0.045,,,2,,,,,,,,,,,,,,,,,,,,,,6400,0,7500,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,61511.64,0,19242.26,0,0,0,0,0,0
'14-61,APPROVAL,MIR008,L14,PANEL,'14-61,,GREY CONC,200,0.6,1.4,3.01,3.01,40,69.48,115.41,1000,3010,1000,3010,LMC10 ,10.0T ,NO,A,,0.047,,,2,,,,,,,,,,,,,,,,,,,,,,6400,0,7800,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,62424,0,19640,0,0,0,0,0,0
'14-62,APPROVAL,MIR008,L14,PANEL,'14-62,,GREY CONC,200,0.6,1.4,3.01,3.01,40,69.48,115.41,1000,3010,1000,3010,LMC10 ,10.0T ,NO,A,,0.047,,,2,,,,,,,,,,,,,,,,,,,,,,6400,0,7800,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,62424,0,19640,0,0,0,0,0,0
'14-63,APPROVAL,MIR008,L14,PANEL,'14-63,,GREY CONC,200,0.6,1.4,3.01,3.01,40,69.48,115.41,1000,3010,1000,3010,LMC10 ,10.0T ,NO,A,,0.047,,,2,,,,,,,,,,,,,,,,,,,,,,6400,0,7800,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,62424,0,19640,0,0,0,0,0,0
'14-64,APPROVAL,MIR008,L14,PANEL,'14-64,,GREY CONC,200,0.77,1.8,3.83,3.83,40,82.26,107.46,1185,3230,1185,3230,LMC10 ,10.0T ,NO,A,,0.048,,,2,,,,,,,,,,,,,,,,,,,,,,6800,0,7800,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,79018,0,21260,0,0,0,0,0,0
