"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"24efba84-0924-49cc-aa49-9879af8527d5","","folder-normal","","","step","TRUE","FALSE","Building C"
"47d67329-a92a-4103-be50-3f161e168b60","","folder-normal","","","step","TRUE","FALSE","Building C","Level B1"
"e13080a6-4b6d-4da0-b711-69a12837161e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P43"
"dff0031a-ce57-45c1-baa0-5bbd9aaa0ef2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P44"
"5b9ea74e-8fda-4451-91a8-9300e1e9fc0a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P45"
"5efaaea8-e7c9-457d-b629-33803275fc84","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P46"
"6ad363ad-8f16-4b86-9fbc-4a537058ac05","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P47"
"edd8d954-c471-4ded-b8b0-456028b0fb7e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P48"
"eac13c8c-610e-48c5-938b-6f292ce7f876","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P49"
"d85ce204-24d0-405c-8718-2f007e060339","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P50"
"37f145c8-bc42-49d2-9d58-f3afab798f6e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P51"
"01cfb91e-dc41-4a76-99ee-8132cfbb6f5b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P52"
"68b08af0-070c-4fbf-8d18-a1a6ff2fc31c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P53"
"39c811ba-bfdd-4d46-a075-81a44019e272","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P54"
"d910baa7-47ac-40ce-82cb-7e39ffd918a0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P55"
"ba2efbd0-b24f-43ae-af41-b842eb9efc93","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P56"
"e32d5ddc-4cb2-40ce-ba95-f77d9cc79fc7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P57"
"c0856310-46c8-4bdc-978a-5b423ab30577","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P58"
"36f9ffed-0826-4804-8f42-c4a11745e1f6","","folder-normal","","","step","TRUE","FALSE","Building C","Level 2"
"6d1f3bb2-bc22-4bf4-b94f-ca5121a34d86","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B01"
"cb792b98-7af8-46ed-976c-c702197687f3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B02"
"e32b9a2b-0f83-43c8-a979-4a4e15825983","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B03"
"0f968a01-9fb1-46d1-9e7d-3752e0340fd2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B04"
"eaca2fdf-dff0-4980-b4f3-c93c78fda460","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B05"
"c4324a9f-9670-4930-bc54-be9d0d941201","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B06"
"fb0bc783-dbb6-4fd0-9f6b-5e292d1da455","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B07"
"78ab9985-9259-47fd-8185-dec4f1d68be4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B08"
"ef191dbb-016b-41b8-a311-7955c4b5ba16","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B09"
"128b3e94-8f85-4562-9418-e5f5b0710c32","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B10"
"29385d68-ea86-44c7-9c3e-2e87595f26dc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B11"
"b132d9f4-a5d7-432c-a281-a23f03d4c963","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B12"
"c2977a0e-035d-471b-b444-6fd7a8a8bff7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B13"
"cee11201-1760-48e3-998e-c0c63267bd5e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B14"
"d79c6774-69f5-4d83-8d94-4bc621effc6c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B15"
"fb2a307d-5096-433a-93a1-deeeadfec73d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B16"
"8be86b65-01a6-47bb-8479-8f8e56c9c6fe","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B17"
"951fc343-9ac9-43be-a324-3d0c80f3708e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B18"
"fcdb071f-7ab9-424e-a365-3e7546c16c14","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B19"
"b31b9874-1536-4b3b-966c-de829667a46b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B20"
"8d7b5ed8-1f93-49ed-84b6-b801bdf30b89","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B21"
"573a8cf0-05a9-46ba-a558-0ad3e5dc51a2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B22"
"1ce7b386-bcfa-47dd-8b7a-80e6eab78ef3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B23"
"b85469c8-349b-40b5-998f-8f2c5c26d71b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B26"
"9a52f048-0f07-45ec-bba1-4c315e15c43b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B27"
"03b5fd40-7a24-493a-9ff8-89951d5345d3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B28"
"7f1d356e-184c-4584-b08e-f720af5eda7f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B29"
"071297aa-2f71-4d7a-8817-51a0c496976f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-B30"
"0a5e9763-8d51-4fdd-8f03-65b4c9854932","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C63"
"17433fd2-373c-4ab5-b78e-f29339dc16ca","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C64"
"04b0d831-ce9c-4f14-a479-4fdcba8c06bf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C82"
"ea0583e6-9cb4-42e5-8467-5fa3ba0ce1bf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C83"
"784c92fa-e1e2-4b89-93b0-d2bf31f29487","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C84"
"0cb29858-6326-4c74-aa44-c480350d3201","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C85"
"021940fe-2608-47f8-b312-4bd1e46c220f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C86"
"a517f9b3-39c9-46c2-a843-2e93f8d5d3af","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C87"
"24df9e6f-2543-4cec-91b6-06d0354acee3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-C88"
"e4d5665b-9edf-414d-ba39-9401b0e8026b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P01"
"28b9f9c0-99d7-4c82-baaa-4bf77f1ab5c8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P03"
"2ac6ad06-0e8e-4891-9a77-b86bfed36581","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P05"
"695c770f-7dd6-413e-9e4a-19b643b65321","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P07"
"026bac09-53c5-4f93-b5dd-9a9714cd3ecf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P08"
"20cc53f6-cbf0-42d1-a5b7-eadf14e055b9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P09"
"020928c6-e56f-442e-b738-78a9a4f7de2d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P11"
"67ce0f22-9839-43ce-a68c-07d008cee7bb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P32"
"d5d9b111-8702-4ac9-964c-c1fa50d6a3a6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P33"
"70f1a95a-6efd-4483-b89f-58c4169de509","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P34"
"5333b562-9bbe-435f-a49f-b6dc1d94a60e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P37"
"b2464140-9a57-47cc-af63-d81cbc701613","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P38"
"77934576-e197-4313-b1f2-7a039bcb1968","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P39"
"6499ddac-00e4-4f72-a680-42347aa3cf2e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P40"
"6a1d7abb-ea34-49dc-8d42-e169e269907a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P42(2)"
"a5f60987-89b9-462a-967a-87acdbfe3f46","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P42"
"bcf51924-63e6-4c1a-88dd-11cba6037733","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P44"
"993df435-ed30-4c8f-9650-5456f5cad9ae","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P47"
"492a6822-875e-4956-865f-63e5facffa97","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P49"
"cb2b49a6-1794-431c-b987-1d5baeb56a72","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P51"
"062e4229-90d4-44e7-be57-26ef8a3e5476","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P55"
"f2af0822-df38-48b3-aeba-d044b3dc48e4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P57"
"366a10cf-a797-4020-bf45-902255df2c01","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P58"
"555815bb-2fe2-4a08-bac0-a8677aaee190","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P59"
"fead56e9-39f5-4b9d-9ff9-f7a43b2d1846","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P60"
"3fe9637b-e548-4df1-9680-7ae6f174fd3e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P61"
"72168a05-f260-414f-9c79-e5b7faac412c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P62"
"31a7bf1b-6473-437c-905d-147e6fb12ebc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P63"
"0fff7251-bf67-496f-b5e0-db4bcffadb9d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P64"
"684d7eee-b447-45d4-b28b-ac99d843ca71","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P65"
"28cc3c9b-64e2-4093-b08d-2dc4d2226254","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P66"
"69117fd8-7533-457a-999f-67be5298addf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P67"
"e51e0fba-af8c-4d5e-8267-308db05f266e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P68"
"f1248d41-9285-4295-941f-c5899e19bc8d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P69"
"5920afd6-060d-44cf-99e7-3ce436362982","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P70"
"aa5ec8ed-8ae6-4ebf-a34f-da3ef172b2e6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P71"
"abfa5b3a-142f-4b55-ace0-ae54a65df438","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P72"
"0a96fa8e-be59-4015-85b7-c2037b5ee870","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P73"
"bcfd19a4-42c4-4f5c-bd23-5fc6c5a162ed","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P74"
"372185f4-5981-4d88-93f6-3f2a38f57468","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 2","C-L2-P75"
"a24a116e-006d-4c34-8021-9fe7b223a9f1","","folder-normal","","","step","TRUE","FALSE","Building C","Level 3"
"d2e06b1f-983d-4a01-8c72-a4655fa03a7b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B01"
"8fd69035-1da6-4bfa-9485-547ac71e7b01","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B02"
"40423a68-6da3-4545-8526-521beb192a1e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B03"
"6b37b796-b5a7-4865-a2c8-177fb28f59b7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B04"
"3c36bb56-7ef2-49e1-8b8c-7434a4d49d9f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B05"
"378c2bb7-db02-4540-ac55-828119890caa","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B07"
"80795934-7ae9-40cc-a002-f236fbc1229a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B08"
"ecc0f6fc-eef9-40f5-ac7e-05deceefa848","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B09"
"2a09c709-6924-4add-90aa-d7f071fddf16","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B10"
"a6beb659-1a6d-4f60-ab15-db3493168301","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B11"
"38db14a9-877b-4715-a35b-28e421970424","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B12"
"0d83ccc2-2a8b-426c-9126-be784b75a4aa","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B13"
"aac0274a-460b-489d-b3cc-f95fd7f226b9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B14"
"f4dd9521-655a-49ce-9bd4-b317e041c659","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B15"
"31fda543-e578-499e-87a0-7ec51d1f4a8c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B16"
"6754e2c3-9597-4e43-9b9d-629c44c12414","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B17"
"31c20d8e-d9ed-4c91-853d-4c22a1354cd4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B18"
"69d6c00c-21c5-4fec-8179-58599d8e1e51","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B19"
"23f0ab1f-d279-4695-b024-4272727d32be","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B20"
"577c83e6-31c1-43e0-988b-4975be4da598","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B21"
"53119935-f321-4079-bce1-43812117c77c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B22"
"a1074d6c-db8a-409b-964d-d88682745aec","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B23"
"3fc2517d-1977-4a80-bf7f-d6c496434992","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B24"
"94f6745d-7527-4c57-a0d9-89180fdef3d9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B25"
"8673fd8b-de00-44c6-b8a9-ec86d501136c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B26"
"26e1ea8e-8a96-46fb-a3b1-98327e9f39c5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B27"
"84c027b5-a284-4ade-93de-fbb1fc593226","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B28"
"f3f9153c-e2fa-4afe-88de-4cfe5644deb5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B29"
"61b6d4c6-abc1-434e-8d19-2448c99f4131","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B30"
"0c187ab8-4a9b-4874-a0dd-3cdf58204bb9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-B31"
"fba208ea-0e4d-41e2-a539-941027c804f5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C62"
"0f1b7109-c7de-4894-8257-2f3d8df5f07a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C63"
"0bbde273-9e65-48f3-92d1-c4249cad3d53","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C64"
"8532c91b-4b9b-4e79-8e4e-248d28063707","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C66"
"ee775513-9ee8-42f5-965d-5c80db2879ce","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C67"
"d8bd833d-ed31-4ab4-bb33-35f7cdba29a8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C68"
"44b58719-d71b-4a8b-8e3c-f8df3da151f8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C69"
"ee1d85a5-f8c4-4fce-9b23-74f2358f5964","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C70"
"6dd0c548-45cd-40a9-b042-4a84b06f4753","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C71"
"860031cc-f915-491d-b29b-f202f81bb383","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C72"
"fa5fe750-84fc-4836-bf34-0f6f6e179935","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C73"
"f0f2b184-b21d-4069-a586-1aed5d4f5397","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C74"
"eaf5e7b7-8c2b-4f6e-8413-192f0cb2bffb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C75"
"1b784f5c-7868-4a6b-94d6-e37fdc5ca35e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C76"
"d91f6d92-d868-47c6-9486-eaa9d437c83f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C77"
"462fe03c-2d8d-41ff-8cbc-0439a9847d3a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C78"
"358fccd7-ca9f-42d4-b683-5694bfff4232","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C81"
"484fc3aa-3826-44f7-b9c3-4bc35ba0efe3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C82"
"07fc9f78-dff2-4fdd-aef9-cc6d855428bc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C83"
"4cf85611-e6b1-46b6-ba8f-19f86a7eaad9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C84"
"2e085934-f873-4e35-92b1-bc4665369478","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C85"
"0a318994-c793-4968-980e-ae6ffc51e13e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C86"
"c7ea7440-b9db-4525-be76-983738baf272","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C87"
"eb6b10a1-22c7-48af-a1d0-ddb9e92c5835","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-C88"
"0aedfc4b-3c29-4591-abb7-83c1d3bcddb9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P01"
"c72250cc-fdfe-4e51-b2e7-8f974cd456f9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P02"
"157fbb17-3bf9-4e14-8201-22fa33779c60","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P03"
"449de402-bfe6-4be3-87f6-6212640e5f0a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P04"
"94709c39-7a70-40ed-9528-4f4d1f26182b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P05"
"e99c9b6f-d396-4bfc-946a-1c1026355783","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P06"
"9233fec6-e011-4bf3-9d3c-b9c0943ba3dc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P07"
"da68a58e-f61d-4ac5-89d5-e9068ade4281","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P08"
"733c2894-4f74-4c20-bec2-7a09cd620e6c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P09"
"70110ccf-d336-42ae-9064-c57838d10f53","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P10"
"a3c55d38-de78-4514-89c4-87328fb8d036","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P11"
"ac39775c-21d4-4b20-bbaa-03f26c773de2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P12"
"28e03bf3-8c99-42fd-8ba2-d5756d71421e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P32"
"83c509bf-7c08-4fac-ba07-422f9f36ea62","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 3","C-L3-P33"
