"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3eb25402-728b-4b63-a739-fb4d5054ecdb","","","","folder","TRUE","FALSE","Wet Fire"
"46c21798-fde0-4328-8d50-cbd98a92e36a","","","","folder","TRUE","FALSE","Wet Fire","F-SHP-1X02 - PUMPROOM"
"56e49107-e3ab-4b13-a281-a633327f5007","","","LM-FOR-50-ITR-303.2 Ewis Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2102 - LEVEL 1, NORTH","EWIS Installation"
"6229e46d-f5a1-4e06-ad67-ddd170cb1e55","","","LM-FOR-50-ITR-303.3 Ewis Installation Fit Off (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2102 - LEVEL 1, NORTH","EWIS Fit Off"
"c26fe160-66ce-42f4-bd3b-c7366603becb","","","LM-FOR-50-ITR-303.4 Fire Detection Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2102 - LEVEL 1, NORTH","Fire Detection Installation"
"377cc973-b321-4892-b0b2-4f6ccaf493e3","","","LM-FOR-50-ITR- 303.5 Fire Detection Fit Off (V160421)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2102 - LEVEL 1, NORTH","Fire Detection Fit Off"
"34fbbae5-9d94-4719-ae8c-aaf00a8209ea","","","LM-FOR-50 ITR 303.7 ASD (Aspirated) Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2102 - LEVEL 1, NORTH","ASD (Aspirated)"
"eb6ca0ea-22ff-45f7-90fb-9a669e2227ba","","","","folder","TRUE","FALSE","Dry Fire","F-SHP-2201 - LEVEL 2, SOUTH"
"562a7421-1a27-4f73-b08d-e3da14091a9b","","","LM-FOR-50-ITR-303.2 Ewis Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2201 - LEVEL 2, SOUTH","EWIS Installation"
"3c6b47d9-2834-4a94-ae2b-0fff01df7656","","","LM-FOR-50-ITR-303.3 Ewis Installation Fit Off (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2201 - LEVEL 2, SOUTH","EWIS Fit Off"
"5beef26c-4efa-4e8b-b824-f729e6ebcc69","","","LM-FOR-50-ITR-303.4 Fire Detection Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2201 - LEVEL 2, SOUTH","Fire Detection Installation"
"5374a20a-5a67-4345-8ec1-7d29f0cfd637","","","LM-FOR-50-ITR- 303.5 Fire Detection Fit Off (V160421)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2201 - LEVEL 2, SOUTH","Fire Detection Fit Off"
"39dd6e7d-1c67-45e2-91af-1573d4bfa326","","","LM-FOR-50 ITR 303.7 ASD (Aspirated) Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2201 - LEVEL 2, SOUTH","ASD (Aspirated)"
"ae46016b-1820-4104-b087-cf104d15eafc","","","","folder","TRUE","FALSE","Dry Fire","F-SHP-2202 - LEVEL 2, NORTH"
"6f9b4ab1-373a-4606-8e14-c4f97386316b","","","LM-FOR-50-ITR-303.2 Ewis Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2202 - LEVEL 2, NORTH","EWIS Installation"
"bd54a9e3-c4fe-40ce-9b98-075e8b43a634","","","LM-FOR-50-ITR-303.3 Ewis Installation Fit Off (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2202 - LEVEL 2, NORTH","EWIS Fit Off"
"7b0c6946-3b4a-4dda-9296-6ce97bfd7b37","","","LM-FOR-50-ITR-303.4 Fire Detection Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2202 - LEVEL 2, NORTH","Fire Detection Installation"
"1590eeeb-7a4b-4433-beac-1f30923acc2a","","","LM-FOR-50-ITR- 303.5 Fire Detection Fit Off (V160421)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2202 - LEVEL 2, NORTH","Fire Detection Fit Off"
"f708204e-8e1c-453e-9f83-c6cb5a511029","","","LM-FOR-50 ITR 303.7 ASD (Aspirated) Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2202 - LEVEL 2, NORTH","ASD (Aspirated)"
"c9a5c896-b184-4740-bafc-a6a7536d7970","","","","folder","TRUE","FALSE","Dry Fire","F-SHP-2301 - LEVEL 3, SOUTH"
"b78a0ee5-38e2-4a06-a9de-0d6009d15f42","","","LM-FOR-50-ITR-303.2 Ewis Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2301 - LEVEL 3, SOUTH","EWIS Installation"
"36f59c7c-5a0b-4c9a-a03a-aae15759feaf","","","LM-FOR-50-ITR-303.3 Ewis Installation Fit Off (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2301 - LEVEL 3, SOUTH","EWIS Fit Off"
"f34f61f8-3a65-42e2-96fb-8f8eefbfff28","","","LM-FOR-50-ITR-303.4 Fire Detection Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2301 - LEVEL 3, SOUTH","Fire Detection Installation"
"d1ecb55e-c614-4962-accd-670eaa9fe889","","","LM-FOR-50-ITR- 303.5 Fire Detection Fit Off (V160421)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2301 - LEVEL 3, SOUTH","Fire Detection Fit Off"
"a68b133d-2e54-4fcd-b851-f0bcee15c8c7","","","LM-FOR-50 ITR 303.7 ASD (Aspirated) Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2301 - LEVEL 3, SOUTH","ASD (Aspirated)"
"8ac0f71e-de57-48e7-96be-2c727cd1cda0","","","","folder","TRUE","FALSE","Dry Fire","F-SHP-2302 - LEVEL 3, NORTH"
"87cc0a4a-7854-4ab9-8695-6058e69691da","","","LM-FOR-50-ITR-303.2 Ewis Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2302 - LEVEL 3, NORTH","EWIS Installation"
"21f04b54-52e5-4b48-b937-03fd0b8a9dd8","","","LM-FOR-50-ITR-303.3 Ewis Installation Fit Off (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2302 - LEVEL 3, NORTH","EWIS Fit Off"
"1ffc2c1b-77bd-4b5f-8467-9a0682428075","","","LM-FOR-50-ITR-303.4 Fire Detection Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2302 - LEVEL 3, NORTH","Fire Detection Installation"
"d734456f-75f6-40b6-a963-4c755c3977b1","","","LM-FOR-50-ITR- 303.5 Fire Detection Fit Off (V160421)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2302 - LEVEL 3, NORTH","Fire Detection Fit Off"
"a70c0809-fcfd-42fb-a4a1-d324e3e3c9cf","","","LM-FOR-50 ITR 303.7 ASD (Aspirated) Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2302 - LEVEL 3, NORTH","ASD (Aspirated)"
"87c16ce8-a879-4b81-a0f7-6d3a5c7e3719","","","","folder","TRUE","FALSE","Dry Fire","F-SHP-2401 - LEVEL 4, SOUTH"
"69082107-afe6-4ecb-9f70-6df44b45df62","","","LM-FOR-50-ITR-303.2 Ewis Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2401 - LEVEL 4, SOUTH","EWIS Installation"
"67cabdb2-cb35-4b1b-b7f5-fbce04a5af35","","","LM-FOR-50-ITR-303.3 Ewis Installation Fit Off (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2401 - LEVEL 4, SOUTH","EWIS Fit Off"
"a017aa95-d67a-42c6-b584-fce8e6e49fed","","","LM-FOR-50-ITR-303.4 Fire Detection Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2401 - LEVEL 4, SOUTH","Fire Detection Installation"
"05e40a29-57bc-4a31-beae-75aac927f978","","","LM-FOR-50-ITR- 303.5 Fire Detection Fit Off (V160421)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2401 - LEVEL 4, SOUTH","Fire Detection Fit Off"
"0f87b0ce-73b7-447d-b1e8-65d0de6cf452","","","LM-FOR-50 ITR 303.7 ASD (Aspirated) Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2401 - LEVEL 4, SOUTH","ASD (Aspirated)"
"d7d0a39b-50e3-479f-8d4a-bee5603a58c5","","","","folder","TRUE","FALSE","Dry Fire","F-SHP-2402 - LEVEL 4, NORTH"
"826740aa-7251-41f0-ad97-033e5b94f21b","","","LM-FOR-50-ITR-303.2 Ewis Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2402 - LEVEL 4, NORTH","EWIS Installation"
"d69efbad-20c9-423c-81f0-f9e4d2009d68","","","LM-FOR-50-ITR-303.3 Ewis Installation Fit Off (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2402 - LEVEL 4, NORTH","EWIS Fit Off"
"25a32ce3-d8fd-45d9-a068-b2ee8bfe912b","","","LM-FOR-50-ITR-303.4 Fire Detection Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2402 - LEVEL 4, NORTH","Fire Detection Installation"
"751c517a-6c1e-4900-947b-6c6f432344f1","","","LM-FOR-50-ITR- 303.5 Fire Detection Fit Off (V160421)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2402 - LEVEL 4, NORTH","Fire Detection Fit Off"
"e17957cc-cee4-4d33-979c-10a2a5e0445e","","","LM-FOR-50 ITR 303.7 ASD (Aspirated) Installation (V.171121)","checklist","FALSE","FALSE","Dry Fire","F-SHP-2402 - LEVEL 4, NORTH","ASD (Aspirated)"
"bb1323b7-73a4-4957-8e25-9cf2d4ed8fb0","","","","folder","TRUE","FALSE","Handover"
"c7ef8e2c-d9e3-4062-aae4-9251dde71709","","","Handover ITP (V.200521)","checklist","FALSE","FALSE","Handover","Handover ITP"
