"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e486c396-d7b3-4e34-8478-7bd143c482c5","","folder-normal","fail","","step","TRUE","FALSE","Ground Floor"
"51bd03b6-e90c-4a19-9844-50da1afbf059","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-125"
"065f75c3-7cd7-44ce-bb1b-294c0c98b65e","","checklist-sectioned","fail","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-126"
"f8852af3-0046-4c91-ab75-6edc730c7046","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-127"
"2eed2850-a691-44fb-af6f-a25f127fe7c0","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-128"
"25cb17ed-dfe2-402c-a070-ed3ea9663f5d","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-129"
"6be4aeee-6cc0-4a15-a0f4-8c2a6855733d","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-130"
"e7ac945c-ff02-4cf6-a12a-6b084d6c2913","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-131"
"f4429cc4-04fd-440e-8183-88cf41e34ce7","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-132"
"5d89ec41-5ec2-4ff5-a3ce-b85bc8a508c4","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-133"
"ab75e1f9-6bbd-4579-be47-832c91b8cd11","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-134"
"686cf592-e4d5-48a3-856d-37b1585fcc82","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-135"
"d174392a-c5f9-438f-a330-178046668d3e","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-136"
"7ca7dcda-a16f-46ac-b16c-4c2755845bc2","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-137"
"8335e0e5-26bd-4d86-b67a-24f4e159974e","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-138"
"ff119a8d-eeee-4780-9169-7a6e6a104223","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-139"
"807d75aa-c38a-4d58-9231-2b95e8d843f6","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-140"
"e9fa2dcc-993c-409c-a77b-1d5d6d9081e0","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-141"
"f4b82abe-cdbf-481b-b8ec-c7d9a213e0f1","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-142"
"b357876a-0b3b-4a31-b3c7-b349c627214f","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-143"
"e4fc59df-4c99-4050-9688-dc56568d7226","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-144"
"4d94ad79-2821-4d01-9edd-4819888c7af5","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-145"
"65000c7c-7585-4fee-9bb4-384dbe721afe","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-146"
"1a8b9f1a-66f2-4995-a6c1-f214d8f7a4c4","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-147"
"1dee7cd0-54db-40f2-a5ac-0cc847164182","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-148"
"acdb49eb-2221-4bc0-8237-ee29ff430555","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-149"
"c871d5f6-7b83-447b-82d2-eaab44e3af35","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-150"
"966c3b0c-21c6-4760-bcac-bc05601a35e9","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-151"
"679125c2-41eb-4a61-b927-f305249ec71b","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-152"
"f7b3b9a6-0ef0-4872-9302-a790cae1ccc6","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-153"
"3e3755a0-3fc6-45ef-881b-f94028771435","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-154"
"3dff01c6-052d-4d67-89c3-0d28cb1fef35","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-155"
"f6cf7c00-e331-453b-a1bc-cf88aeb05130","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-156"
"9ca459cf-bc9d-4379-9389-df4ba51707a2","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-157"
"664125ed-dba8-48b0-8738-7cf085590a4d","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-158"
"56556403-f188-493c-8581-cc39d8136f45","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-159"
"f0f71fc7-1a6e-44fa-b6d1-6acc59db4b92","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-160"
"bde7ebde-d40a-4526-a1fd-0152d94950a3","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-161"
"ba7ffc0e-078b-4ae5-8bd8-7a288ad70bc5","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-162"
"bd521d2b-4a0d-4ae0-adf3-32cf3071e67b","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-163"
"0b4bd919-8c87-4eed-8793-dc7d86fe594c","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-164"
"0f0b6b31-4888-412e-89ae-a789910c6f32","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-165"
"ff91003a-a438-4f0b-ad3b-3bd502cadb43","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-166"
"0b057a94-3318-4b16-bd98-77e25abd3d50","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-167"
"62be2a0d-342c-4257-8415-005e8d9ac23d","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-168"
"519e7b83-303e-4209-9fdd-5c3db5b230f4","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-169"
"b9671777-7931-43b0-90d2-1570204bac69","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-170"
"4aa218df-dae9-4e1c-98af-c5e4546f3a9a","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-171"
"12b3bc83-1703-4048-b8a7-5697de89255e","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-172"
"705e09f2-38c1-408b-91b8-36387da5f631","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-173"
"21c85481-70d8-422c-827a-98fa1d7637b3","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-174"
"4e32fe8f-7684-4c94-b023-612aafe9c4e6","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-175"
"12184fd7-4f59-4529-91ac-1975a24059a3","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-176"
"2ef12ef9-ea8b-4b65-ab26-7142b5729991","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-177"
"8a4d4089-77a4-450d-b3e3-97889e8da599","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-178"
"e34f8204-dbac-43aa-99c3-c871b3aa7b30","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-179"
"35e8baaf-02ac-4831-84c3-6126541c814c","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-180"
"7978c79b-df53-4cdf-87f5-989816eab387","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-181"
"9861932f-0e85-4aef-a5fe-217e1a04aafb","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-182"
"3f66b52a-d6d2-4eee-8432-a0a45c1c9c93","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-183"
"4b732cde-a5ac-438d-892f-c41caac9eb6f","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-184"
"2d48fab8-5a80-4006-a9f3-50237a631598","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-185"
"8083e7c3-67fb-4b75-89fa-e47ce9d27882","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-186"
"108de51c-3cf9-46fe-8074-e6fc49455868","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-187"
"a24bcdbf-bd40-4566-b7ec-814dfa89e9df","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-188"
"4419fd5e-7525-46d7-a9f2-b5417e5c909d","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-189"
"ad9b615e-0523-4f20-9b93-2cb9034d3751","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-190"
"79843d42-c28e-4b8d-8e95-26c4338be232","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-191"
"7f55ceb3-a588-452a-aba1-dffb01997e48","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-192"
"8721e683-9ada-49ae-bfd1-7a01212b0596","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-193"
"d84a02de-ea96-4f0e-a8b9-7783540586dc","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-194"
"b5516bf6-69f3-46e7-888f-3823915e1f0d","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-195"
"c89d4d64-9249-4366-999e-ccd338119423","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-196"
"db964678-7bf0-4bf2-b0e4-a8b7b5feab32","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-197"
"4c6e3594-74f2-4b47-8440-c00dd630c90b","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-198"
"2925e68b-7c34-4393-9928-41942b9893b0","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-199"
"4e15a18a-fde6-4bb5-b8ca-38467999ecb8","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-200"
"4f460c6b-6fab-45fd-acc5-9bbd2e7bd6e6","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-201"
"6bcff535-0d10-4e01-9b85-33dda61ccb14","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P201"
"9c8b5406-be4b-4936-814f-c7d2d039104b","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-202"
"ebc91c67-512a-4ba9-8e52-a22bf85cd249","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-P202"
"479e0b30-b4b1-48ee-a73d-1223422f480e","","checklist-sectioned","work-in-progress","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-203"
"31101b59-eb02-4f8e-969a-b558aa076721","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P203"
"bc7f7605-d944-4f4d-a829-77488a39eaf7","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P204"
"f050ad12-6f34-4faa-81ff-c5710cb1e014","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-204"
"708b5391-f1b8-485b-af29-6eb89cc6a4c3","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P205"
"d576f410-0624-42d7-847a-423788812e4d","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-205"
"7d3c1c35-2351-4051-92ce-879269a29fa6","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P206"
"91b73a49-0edb-4317-85c6-8583188c94a7","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-206"
"3aef79f6-0c6e-4ff5-8035-4d062db172dd","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P207"
"9bf184c4-8eb2-4cc8-8bee-45ed1a6d5c34","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-207"
"9c3d43c4-d82d-426b-93eb-73739541e9d2","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P208"
"f1f58d1c-657c-45a3-bccd-ae6f3c31fa36","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-208"
"2f912e38-8a28-4ed8-bba4-63de16c01924","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P209"
"783b64d7-7c7b-4b09-ae03-5b85a56763d9","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-209"
"ceb4b0e4-f7e5-48d9-b6da-463ac00cfb67","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P210"
"89cb2385-de98-4681-a6b4-614052bd29d5","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-210"
"2e5e6a19-d6cb-4cd3-b66a-4473b808633b","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P211"
"219860d9-a54c-44a2-8a44-9dd2f5edeaed","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-211"
"e3c758e1-4982-450e-a69a-bd6b83e42c60","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P212"
"21022899-ed71-4beb-831b-8f36045e4a1e","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-212"
"d138f5d6-1a2a-46b3-bce8-acd9831fd6fc","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P213"
"4359ea16-c8f8-429f-9c50-cf643d9eed60","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Ground Floor","G-213"
"b66ecaa2-8533-40cc-88e0-d416920aa7e4","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P214"
"f7df08af-3cf5-4199-a902-ea46e757411c","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P215 "
"b44d6330-fca7-478f-9175-ef75ad351ee1","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P216"
"6c618827-7add-40a6-840f-a3fa1b9276c3","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P217"
"8535d802-55b6-49ab-ba48-aaf582dd7112","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P218"
"e47cc2c1-ff13-4a2b-8126-a2b369edba81","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P219"
"d46fffd1-8254-4a17-a785-f774b0558e19","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P220"
"53fb96e0-bf68-448a-9d94-914f67e95881","","checklist-sectioned","fail","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P221"
"1b64e519-1d42-4982-9d9f-787ce8ca719d","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P222"
"5f911657-b408-4bfd-a805-d152090efe48","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P223"
"dece72a4-b9ef-4ed5-8b61-c91193c45a3f","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P224"
"04d1e251-b1b3-4cff-bb27-8a1f56e0936a","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P225"
"e59cfbf3-f73b-4b24-8797-d85e5f47f83a","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P226"
"1d9612b4-cc63-41b7-bfcf-3986b793d2ed","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P227"
"c07bac4a-2fb6-47c7-ad8c-fb377db1f92e","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P228"
"c915d81c-b9f7-4f6b-b341-e0ed3968984b","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P229"
"5f1a85db-b87f-42bb-b355-a417e4d72e02","","checklist-sectioned","pass","3441e3117ef1c238567446840ef1aebac4d8d483aa3dc6708176c9ab59ed61a6","checklist","FALSE","FALSE","Ground Floor","G-P230"
"cf85f4ae-107c-4281-9132-3b375a028780","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P231"
"09191a52-5d7c-4356-a272-bb88dd71c832","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P232"
"d598fca3-82b4-4e0e-b743-3861edbed9b6","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P233"
"757f16c4-ad26-49e0-b534-fc37d66da839","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P234"
"264eae3c-a4b9-4931-a9ec-3adc7f739c93","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P235"
"0449c980-82ba-46ff-b054-3a225267d5e9","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P236"
"a6cabc9f-2551-467a-830f-5314b506b164","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P237"
"95c93162-7dfe-477d-b70b-bb8e6211a28f","","checklist-sectioned","fail","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P238"
"be9adeac-ee91-40e1-8e52-9f5442897658","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P239"
"5fb3263d-2998-4d59-91f0-c0f8f46879ad","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P240"
"300c17cc-3657-486d-b9b8-fc78b4fe972c","","checklist-sectioned","pass","cf3d9e32d6302d9902c75b10a202e3269195d8f30bb071a6a57d0b4697000bae","checklist","FALSE","FALSE","Ground Floor","G-P240(2)"
"789ac80d-c607-44f1-a961-5cc4f9ca0b7e","","checklist-sectioned","pass","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P241"
"12f5a652-f0dd-498e-940e-df0a9fb901c9","","checklist-sectioned","fail","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P242"
"c2fdad32-cee1-4639-b0cb-1e61e8981037","","checklist-sectioned","work-in-progress","314394ab013cfc922fa790810d06765e1898e7b51d8da08807fe227427ac11f9","checklist","FALSE","FALSE","Ground Floor","G-P243"
