"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e9ecf9fa-7dbb-5cef-8b09-3e4f97e887b7","","folder-normal","fail","","step","TRUE","FALSE","Ground"
"73602264-aaae-50f1-a1ee-446451fb298e","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","D001.06"
"9be4aecd-4b70-4cfd-ab32-8e142a577d77","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Opening and sill acceptable. All elements approved as per drawings"
"2e0135b2-cc6c-5a5a-925c-19ec2867f5f0","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Ground","W005.01","Opening wrapped & prepared correctly by others"
"cc2c33da-4805-4756-92ea-d45c9d520337","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Sill tray installed"
"13feda33-402e-44e5-9311-2dbce94f1076","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Check joinery is free of damage"
"7c06d1de-a810-4d18-91b7-41223a3dacc1","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Check frame and orientation is correct"
"c0700de1-2e29-49f6-8204-c5cc04db480e","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Fixing type and set out is in accordance with shop drawings"
"efe66501-a35a-4be7-9a9e-d1975e334ee8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","All fixings oversealed on frame and no tooling damage to frame"
"77e28f5f-b517-4b90-b97c-54801a7e04cb","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"13c2d2de-2796-44a7-b3ce-4394aabe0cd2","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Viridian supply glass free from defects for installation"
"2c0838e9-11db-48c4-8c03-5879e2515a5c","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Glass specification correct to the window type"
"a6bc4f72-2915-4197-80dd-3983f3b1caab","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Beads reinstated correctly and wedged off completely"
"9d9fb0cc-4999-5650-8979-c1dcae7fa7a7","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Ground","W005.01","External flashings installed as per shop drawings"
"bf3a5e5c-fd0a-4c50-8a71-7a2058a11061","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Rain shields"
"6a38a154-3eb6-4b4c-86b6-9b9f0395c83f","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W005.01","Rain shields"
"06f8ef9e-ecb0-5362-a77e-46d8e0922a34","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Ground","W005.01","Installed / Fixed As Per Shop Drawings"
"dc8f9a50-9d55-5d83-b2fd-8544fb393a7f","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Ground","W005.01","Airseals Completed (photo)"
"e3820f06-2a6f-56b6-a515-ff29f20b351d","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Ground","W005.01","Site Glazing Completed"
"9f0df2e2-da22-544f-8ee1-6098d11664b7","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Ground","W005.01","Trade clean/protected"
"993196fc-61ae-5427-b093-ec1e9b6c0d47","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","D004.06"
"54d006ba-1328-4210-afb5-9a61504cc3d3","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Opening and sill acceptable. All elements approved as per drawings"
"f21bf467-bffc-507d-a243-f92e60b40ae2","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Ground","D004.06","Opening wrapped & prepared correctly by others"
"864cb13d-f93a-4299-9fdc-d056fa906b26","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Sill tray installed"
"82610b33-928a-4478-bc49-837d2b9a86a2","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Check joinery is free of damage"
"f1ac8fff-6c8f-4b56-a86d-2955f450258f","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Check frame and orientation is correct"
"61fd3e7a-0283-4fc4-a845-92f614864e92","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Fixing type and set out is in accordance with shop drawings"
"51a8ff0d-bac1-43ad-be3d-a38bac2d4936","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","All fixings oversealed on frame and no tooling damage to frame"
"3cf8bded-855d-4832-8861-6db26fb67102","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"403440ac-3d1a-40cb-b3fc-bd061f7936cf","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Viridian supply glass free from defects for installation"
"503dcca6-7bff-47c5-9fd4-a10e0adc643a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Glass specification correct to the window type"
"bb40553e-5608-4815-bba7-e4dab335aa02","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Beads reinstated correctly and wedged off completely"
"94a0c831-fb20-5f2b-843c-1ab1b96dfd8c","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Ground","D004.06","External flashings installed as per shop drawings"
"1afc684f-bd3c-4ae7-b6a4-ac8fba1b7bc9","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Rain shields"
"b6351bce-5687-44ee-9924-391fd7c0c498","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D004.06","Rain shields"
"87cb4754-2a2f-59a9-a729-f71d63d88270","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Ground","D004.06","Installed / Fixed As Per Shop Drawings"
"38775b32-9fa9-5f64-b9e3-8ce9024f93fa","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Ground","D004.06","Airseals Completed (photo)"
"a360b275-d1dc-5063-87a6-8c22912a96e3","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Ground","D004.06","Site Glazing Completed"
"1004750a-8301-5f4d-b3c5-0fec5703069a","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Ground","D004.06","Trade clean/protected"
"21a7d51e-4e63-5021-8db3-eeeea9c5df1a","","checklist-flat","fail","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","W004.01"
"45088831-16d0-49fa-aafa-d30714295307","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Opening and sill acceptable. All elements approved as per drawings"
"4471c419-24ba-553c-9497-2df5b6beb374","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Ground","W004.01","Opening wrapped & prepared correctly by others"
"98e43ce0-6117-4b57-aaf3-e0fcb70dcfa8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Sill tray installed"
"3df04a09-aaa7-4246-9de3-31148ecf709d","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Check joinery is free of damage"
"1417a255-c615-43cf-929a-be4227fd3c05","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Check frame and orientation is correct"
"8cecd101-41e7-4ac8-9457-3929b82cdcd2","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Fixing type and set out is in accordance with shop drawings"
"4ba8f943-41d9-42fb-90fe-ec01e99058bd","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","All fixings oversealed on frame and no tooling damage to frame"
"84f53b6f-9d60-4675-bac2-b1a1471d2199","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"f0432c42-79b3-4277-9358-0931555cac9d","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Viridian supply glass free from defects for installation"
"39155fb9-68ec-45bf-8261-7ce3946f643a","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Glass specification correct to the window type"
"9e66e7e3-f345-47f7-b70a-3d422c641ab4","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Beads reinstated correctly and wedged off completely"
"9cfd6c4a-2cdd-5e88-9424-6e0c7893f870","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Ground","W004.01","External flashings installed as per shop drawings"
"5534d007-1b24-425f-bc1c-4789dcaef9c4","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Rain shields"
"5560c6d0-3390-499e-bfbb-0b4250298ad2","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W004.01","Rain shields"
"060d4f7b-96d9-5b09-8b44-cd8889b76ed7","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Ground","W004.01","Installed / Fixed As Per Shop Drawings"
"2bdecce3-fd32-535c-a476-85183215fe21","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Ground","W004.01","Airseals Completed (photo)"
"5128a3ac-4d68-55a1-929e-68b246863612","","checkpoint-status","fail","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Ground","W004.01","Site Glazing Completed"
"13b77dc4-538b-57b6-a4f2-f86d9de0c8ec","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Ground","W004.01","Trade clean/protected"
"ee91a3e8-c171-5149-b922-73f157932232","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","W003.01"
"deb5af47-0445-4853-8595-55b53190df08","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Opening and sill acceptable. All elements approved as per drawings"
"44089eb1-e6c4-5595-8785-79dfc96c2be5","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Ground","W003.01","Opening wrapped & prepared correctly by others"
"fe41e6d6-b139-497f-b624-73948e1b4a42","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Sill tray installed"
"a1c7530a-7ef3-4fb4-a535-fcde7999cce4","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Check joinery is free of damage"
"64eb9eab-ef3f-4e8d-9fce-aab99a1a52d1","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Check frame and orientation is correct"
"fdcf2bce-75e4-49de-ab92-2d6cf74777fc","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Fixing type and set out is in accordance with shop drawings"
"9ee2fa79-8b38-485a-8810-92e5083fae52","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","All fixings oversealed on frame and no tooling damage to frame"
"2bad76bb-770b-455b-b1c6-db35256d2e9c","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"e404a668-3ad3-4cfe-9471-df057b555555","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Viridian supply glass free from defects for installation"
"5fb0b343-05fa-4f0f-b291-e749743ed15c","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Glass specification correct to the window type"
"20c0ca28-9fe5-4250-8be6-e71904d4704c","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Beads reinstated correctly and wedged off completely"
"3fbe37d3-51bd-5fa7-9210-74d36abd463f","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Ground","W003.01","External flashings installed as per shop drawings"
"970da922-59f2-404a-817d-5354055457d6","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Rain shields"
"dfe45d42-ae88-4892-a41c-1e0998589529","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","W003.01","Rain shields"
"126de19b-d519-5df5-a689-f7609180ece1","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Ground","W003.01","Installed / Fixed As Per Shop Drawings"
"3c8e952a-000d-59cc-a152-82905751f11e","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Ground","W003.01","Airseals Completed (photo)"
"c70f2914-36ef-5609-924a-57b3f5f2b4c2","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Ground","W003.01","Site Glazing Completed"
"408ed481-17db-5c1e-9f57-bbdaa98ff5fa","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Ground","W003.01","Trade clean/protected"
"ed247ec1-bd5e-5860-a0de-4559ad83fbf4","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","D003.06"
"e7c0fbc3-1ba8-4371-b1ac-b22f3024a651","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Opening and sill acceptable. All elements approved as per drawings"
"75ffcbee-f90d-5967-875b-7b0c1c9850fa","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Ground","D003.06","Opening wrapped & prepared correctly by others"
"8ff6ea72-343d-46a1-a017-0479ce20dfb8","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Sill tray installed"
"879db18e-5c91-4fd5-880d-3f6e331cb618","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Check joinery is free of damage"
"8935b972-46aa-4ddf-97e4-a3abe0f64252","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Check frame and orientation is correct"
"010406ef-dd21-48cb-8159-71279ab1d4ff","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Fixing type and set out is in accordance with shop drawings"
"5b408834-f341-41cc-ad44-28fa5f75e959","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","All fixings oversealed on frame and no tooling damage to frame"
"efb9aa0e-68fc-499b-96a6-598f97b97356","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"f3846c32-27a3-4932-a776-8ae541e04fbe","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Viridian supply glass free from defects for installation"
"696b7518-663b-4c08-941d-8400d1c30360","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Glass specification correct to the window type"
"98aa5bd1-82dd-418b-bafc-5ca2e2e18dc7","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Beads reinstated correctly and wedged off completely"
"485e95cf-940d-546c-b512-08112705f0d3","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Ground","D003.06","External flashings installed as per shop drawings"
"c59ef913-8bbd-4ae4-8e6e-4b043e1343fc","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Rain shields"
"76ddad75-a03b-4051-93a5-3f8c3347b833","","checkpoint-status","not-started","","","TRUE","TRUE","Ground","D003.06","Rain shields"
"1b304529-9b54-5c30-86d6-5a8ea821d838","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Ground","D003.06","Installed / Fixed As Per Shop Drawings"
"d13421b5-ddbc-5bad-927d-b811c3c28b86","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Ground","D003.06","Airseals Completed (photo)"
"345347ba-47cd-5cf6-9c5b-a53805ebad4f","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Ground","D003.06","Site Glazing Completed"
"7371ee29-f04d-5d8e-9f23-6a0fbc9ef425","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Ground","D003.06","Trade clean/protected"
"1e1eac12-ba27-5b22-a9fa-9a1e08d18106","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 1"
"02e08897-a40a-5a9a-a522-ce79786f4ada","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 1","D102.06"
"722818b8-0488-43ec-9d98-0e248a74e990","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","D102.06","Opening and sill acceptable. All elements approved as per drawings"
"8ebe9a43-d74d-548d-b790-93b024f46835","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 1","D102.06","Opening wrapped & prepared correctly by others"
"2c743c6c-3fb6-4fc7-bb5d-e16bcd0b3b7b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","D102.06","Sill tray installed"
"bc337467-0b38-4a43-abf5-080253b994bf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","D102.06","Check joinery is free of damage"
"9c4793e4-5ef6-4eb5-9636-150b378a355d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","D102.06","Check frame and orientation is correct"
"861c589e-ef39-4f09-b370-b3ffaeaf914f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","D102.06","Fixing type and set out is in accordance with shop drawings"
"d6fe8ded-9851-4dfd-a610-04ca7089e029","","checkpoint-status","not-started","","","TRUE","TRUE","Level 1","D102.06","All fixings oversealed on frame and no tooling damage to frame"
