"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e9ecf9fa-7dbb-5cef-8b09-3e4f97e887b7","","folder-normal","fail","","step","TRUE","FALSE","Ground"
"73602264-aaae-50f1-a1ee-446451fb298e","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","D001.06"
"eddbcefd-f3fa-406c-a852-bbe145508f9b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Opening and sill acceptable. All elements approved as per drawings"
"d98edd7c-4e0b-596c-acee-45bcd1c4bc18","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 6","W604.01","Opening wrapped & prepared correctly by others"
"cb45a945-990a-447d-ac11-63316296f5ca","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Sill tray installed"
"69223650-390e-466f-9275-84783b0922ff","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Check joinery is free of damage"
"c117c4f3-15fb-4a75-b297-0af214372550","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Check frame and orientation is correct"
"288e0b0f-0416-4c10-82da-f9f084dbe5a1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Fixing type and set out is in accordance with shop drawings"
"34c1a097-27ed-4d65-8a33-afd22f51d6d4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","All fixings oversealed on frame and no tooling damage to frame"
"a8e4175e-5ad0-4a97-bebe-4dbf3eabce26","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"0bcf4397-e2c9-4171-97ee-9b757165bbd9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Viridian supply glass free from defects for installation"
"00552552-02cd-464d-8f31-c121aa09dd52","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Glass specification correct to the window type"
"74ee42b9-53db-44ef-b3db-01a96f8a657b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Beads reinstated correctly and wedged off completely"
"939862bb-f3ef-5e9a-882b-c1562d20d02d","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 6","W604.01","External flashings installed as per shop drawings"
"a78a84dc-6855-4377-abbe-2f88569ba846","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Rain shields"
"5cf1dacb-7903-4064-9275-9b69b873944a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W604.01","Rain shields"
"128af19d-b1a3-5826-be0e-8d25e282e3ab","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 6","W604.01","Installed / Fixed As Per Shop Drawings"
"cba32f7e-48c6-5686-a26f-ddfe9d40add8","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 6","W604.01","Airseals Completed (photo)"
"4dfb0adc-e073-596a-927a-b236709e708c","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 6","W604.01","Site Glazing Completed"
"e86e17fe-eeb2-5649-a752-a9af4a2def67","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 6","W604.01","Trade clean/protected"
"3a25f2c5-cb76-5881-9add-26996464919e","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 6","D604.07"
"3bd36955-91b8-47de-b16b-211aeb4b817e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Opening and sill acceptable. All elements approved as per drawings"
"6d72321c-a6eb-513b-84d8-07dbd8f2378f","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 6","D604.07","Opening wrapped & prepared correctly by others"
"91689898-7aaa-4bc9-8707-1834b18bbbd8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Sill tray installed"
"9c5970d9-9e74-4585-bf7d-27a18bf01098","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Check joinery is free of damage"
"2d61e31b-0cff-4a70-a0a4-14b91cdb5416","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Check frame and orientation is correct"
"cff8929f-3dd7-4cb5-9aa0-27db6dfa4be4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Fixing type and set out is in accordance with shop drawings"
"6a086c75-b86d-46c7-81c7-54eb6522ddc2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","All fixings oversealed on frame and no tooling damage to frame"
"b9521489-84ad-4538-97e1-02576603f8b2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"a2195fcc-821b-42a6-ac96-f9fedb160e8d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Viridian supply glass free from defects for installation"
"1247070e-a5cd-472e-a540-ab1fe945cb2c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Glass specification correct to the window type"
"ca4ba488-8e6e-44bc-b398-56fc575ba48d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Beads reinstated correctly and wedged off completely"
"a81e7f05-5780-5a8c-a355-cd3f9c97ffb3","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 6","D604.07","External flashings installed as per shop drawings"
"cdec7ac8-85f4-4539-a1d3-996b230ad6e7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Rain shields"
"be1247be-60f4-4fd9-80d0-bb251501d238","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D604.07","Rain shields"
"fe703d00-fda8-57b6-b95b-474c9f714774","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 6","D604.07","Installed / Fixed As Per Shop Drawings"
"81264164-805f-53b7-b2e4-9c98d4ba1c4b","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 6","D604.07","Airseals Completed (photo)"
"63121903-e81e-5ea2-94cd-2838acb1b7cc","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 6","D604.07","Site Glazing Completed"
"0747f41d-9c32-5642-a2f7-0d4551079757","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 6","D604.07","Trade clean/protected"
"ad35afc2-6cf0-53e3-926b-627f2a45e811","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 6","W603.01"
"52f21b99-f5d3-4c7d-b159-4e1a8dc9d4ba","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Opening and sill acceptable. All elements approved as per drawings"
"e5b23365-4c9d-51a4-b25d-2f3f9e17492f","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 6","W603.01","Opening wrapped & prepared correctly by others"
"38e88c0e-1bd2-4bf8-9e8d-71669bd006b1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Sill tray installed"
"07b3f386-cd7b-47a3-a76c-006de57697f9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Check joinery is free of damage"
"2cb30cbd-9f24-4793-994e-9962c77a52a7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Check frame and orientation is correct"
"c9301031-c16e-464c-9171-b45fc13c25b4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Fixing type and set out is in accordance with shop drawings"
"ad8b3add-0647-4311-a3e3-5e284efbd76a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","All fixings oversealed on frame and no tooling damage to frame"
"c719905e-0324-4a34-817b-baa3d8a1cd40","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"a86e8b52-c7ed-44dd-a938-3fc4ba450f70","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Viridian supply glass free from defects for installation"
"4bb73249-72f1-4869-954a-5fb30b6703e1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Glass specification correct to the window type"
"27b7a130-6f66-4084-ac5d-12270c00bcf1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Beads reinstated correctly and wedged off completely"
"a0853dde-b51f-52eb-ad7c-034027872a34","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 6","W603.01","External flashings installed as per shop drawings"
"aacc83eb-f616-4336-95c5-1e52158d1444","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Rain shields"
"77286a01-4ef2-4eab-a2f9-ad010152853f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","W603.01","Rain shields"
"01b9a33d-5a45-5a46-b615-49e3ff8d452b","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 6","W603.01","Installed / Fixed As Per Shop Drawings"
"328fd05c-d345-56c0-9130-9c945886dc5f","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 6","W603.01","Airseals Completed (photo)"
"21033713-ca7a-5e97-a25b-0f23c34af01e","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 6","W603.01","Site Glazing Completed"
"4b386ba7-6a6d-5f58-a5d9-f0f1a10794ca","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 6","W603.01","Trade clean/protected"
"b39d765b-8974-5d62-a985-4f6d23bcf27f","","checklist-flat","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 6","D603.07"
"d9060d36-6568-4a2b-b667-7fddfc9fc3e0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Opening and sill acceptable. All elements approved as per drawings"
"d37ec2c8-f7fe-545c-bd2b-8bf8e0846f3b","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 6","D603.07","Opening wrapped & prepared correctly by others"
"2e621481-b2d7-495b-b9f5-76698dc501db","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Sill tray installed"
"05a1eb20-3091-49c1-ad7f-101f0ffdffe4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Check joinery is free of damage"
"bf399dfd-146c-496d-b981-aba880d6b97e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Check frame and orientation is correct"
"6cc2ef53-2ce9-4846-b07c-b1986a205841","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Fixing type and set out is in accordance with shop drawings"
"2fa53668-142b-4ebf-a33a-717694ab8eca","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","All fixings oversealed on frame and no tooling damage to frame"
"1df6f13f-0b28-456e-860f-f8143226fd32","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"28a53921-1846-4aa1-ab67-1307d10e583b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Viridian supply glass free from defects for installation"
"ffcee2d7-0193-4233-a028-559fcef4916d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Glass specification correct to the window type"
"b856ba27-9f4c-4cf3-b74f-4d21a113a1db","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Beads reinstated correctly and wedged off completely"
"25e58c9f-af89-5155-9128-7f1b9f9ba8ae","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 6","D603.07","External flashings installed as per shop drawings"
"b206d963-5c13-4e8d-a8a8-cc03f6e17d33","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Rain shields"
"add2c742-5195-4e7d-8cb6-9ca84e3c6889","","checkpoint-status","not-started","","","TRUE","TRUE","Level 6","D603.07","Rain shields"
"39c528cf-b850-59ff-92d4-10762b03ae07","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 6","D603.07","Installed / Fixed As Per Shop Drawings"
"7ad94d30-b899-5e43-a9b3-1af63149801a","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 6","D603.07","Airseals Completed (photo)"
"8d637c94-fd0d-5894-88f1-a67a7cc49e48","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 6","D603.07","Site Glazing Completed"
"674f8bc5-ee51-59a6-9125-651b16635484","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 6","D603.07","Trade clean/protected"
"5227d10d-627c-54ef-a4af-7852b88d2085","","folder-normal","work-in-progress","","step","TRUE","FALSE","Level 7"
"494cb123-94d3-5c93-85c4-2d3bd5af0150","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 7","D702.06"
"2e9a22a6-9c04-483c-8650-27cd2f573555","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Opening and sill acceptable. All elements approved as per drawings"
"a212e721-84c0-516b-9436-7d18b1516ad8","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","D702.06","Opening wrapped & prepared correctly by others"
"4984941a-d488-4a5a-9c26-8225e48448a5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Sill tray installed"
"e5b2747f-0276-4a8d-a2bd-c3b9cf9e6a33","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Check joinery is free of damage"
"fee4d587-bd00-4118-9a85-213dd25445cd","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Check frame and orientation is correct"
"5f22cb78-1992-474f-91a6-c52c784a842c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Fixing type and set out is in accordance with shop drawings"
"4d3298ec-144a-4520-9696-d69c5d041fde","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","All fixings oversealed on frame and no tooling damage to frame"
"7f6c40b2-deb3-4784-bc17-947795e89e42","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"70466de9-9df5-4ecb-ade9-8d7524ef699c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Viridian supply glass free from defects for installation"
"b4dd1bc8-c8cf-455c-b3fe-750b76f492c4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Glass specification correct to the window type"
"d7ae6d25-da2b-4920-a0da-b84372326b44","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Beads reinstated correctly and wedged off completely"
"f3dc6b67-86be-5c59-8001-1df60910b34e","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","D702.06","External flashings installed as per shop drawings"
"c301c6b5-ab9c-4527-a985-e6d659aab012","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Rain shields"
"d61ffc2b-c404-482f-a2a9-bc4aad9d950c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","D702.06","Rain shields"
"ee47cb2e-7355-595b-91d4-8965ba75a2ec","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","D702.06","Installed / Fixed As Per Shop Drawings"
"04ee88e3-37f3-5871-942f-44d134f5f2ae","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","D702.06","Airseals Completed (photo)"
"a81d5125-2d15-5303-a3dc-e93cd73fdf90","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","D702.06","Site Glazing Completed"
"d511347a-f742-57c8-910c-cfe3ff009252","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","D702.06","Trade clean/protected"
"83cfa083-a375-597b-a73f-72fc04661819","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 7","W702.01"
"acb460be-a32d-4abf-9760-dd554e0a3578","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Opening and sill acceptable. All elements approved as per drawings"
"046ed710-e283-554c-8ec0-7ecec3d7c36e","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W702.01","Opening wrapped & prepared correctly by others"
"4a127b61-98f3-4738-b17a-64d01780715d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Sill tray installed"
"6b045532-2bd1-4574-bbf7-f1cf13a2b60f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Check joinery is free of damage"
"d6725849-e641-4cfc-a9ad-8ca0337dc63a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Check frame and orientation is correct"
"a732d84d-b53e-4374-9065-d59eeea43ec0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Fixing type and set out is in accordance with shop drawings"
"30c1bd4c-e660-4a88-ad9e-585f3af446d4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","All fixings oversealed on frame and no tooling damage to frame"
"79e7ac6b-09e1-4563-b6fb-df6c404f7f3b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"d255cfd7-d691-4536-b864-28e9d380311f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Viridian supply glass free from defects for installation"
"1cc0dca8-6e35-441b-a0dc-9bebbcceada4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Glass specification correct to the window type"
"807bc67f-1c67-418c-8cac-4ba2f7920501","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Beads reinstated correctly and wedged off completely"
"5d17c799-bf74-5b29-b89d-ee1b03116db9","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W702.01","External flashings installed as per shop drawings"
"a565bc26-6e22-44fe-a753-2cc4eb8ee541","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Rain shields"
"7639301a-59c9-4f70-9a7d-90ab8650a36c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.01","Rain shields"
"30f7d0ec-2bca-5653-aaa7-e2434dc7fa99","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W702.01","Installed / Fixed As Per Shop Drawings"
"8788af23-2fd5-5902-92ca-a52a6fa4b404","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W702.01","Airseals Completed (photo)"
"d9030dab-880b-5c89-aa0a-a5b592fee7e5","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W702.01","Site Glazing Completed"
"f3dc07ba-dbcc-586c-9ff1-a0f7ec3b0d61","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W702.01","Trade clean/protected"
"4c3e2890-3d15-5af7-898f-29b30048199c","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 7","W702.02"
"fb17ae5b-af64-4004-b3e2-642b554b2307","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Opening and sill acceptable. All elements approved as per drawings"
"15807e45-2309-52a4-bd2c-73ea0c4f780d","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 7","W702.02","Opening wrapped & prepared correctly by others"
"8b2a4bd7-2a8c-413e-97fc-964fb281f6ef","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Sill tray installed"
"cba922af-ba48-4887-b5d6-213f34ed0a9c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Check joinery is free of damage"
"c7ff0b42-f0ee-4a14-921f-66334083c6f7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Check frame and orientation is correct"
"c422ab99-becf-4836-a7f7-f8956c9f3a7f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Fixing type and set out is in accordance with shop drawings"
"5d3b6d99-6050-461f-a348-5df19646b631","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","All fixings oversealed on frame and no tooling damage to frame"
"e954983b-11b5-4a8b-b3df-8ab100ba76a8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"a5a76218-65f8-481d-afe8-13642c70644d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Viridian supply glass free from defects for installation"
"98ed209a-3e3b-4c7d-a19b-bf29be4dac9a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Glass specification correct to the window type"
"6b479ccc-c324-42d3-995d-4abe4eb38657","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Beads reinstated correctly and wedged off completely"
"dd25e14b-1220-5b03-8b2a-0f10405dd390","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 7","W702.02","External flashings installed as per shop drawings"
"2251de41-cc86-4558-b212-42fe6af8c13f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Rain shields"
"b8b92d44-f611-49b9-98c0-08901eb7e14e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 7","W702.02","Rain shields"
"baeef0fb-7a18-5895-b680-f0242924a734","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 7","W702.02","Installed / Fixed As Per Shop Drawings"
"a956c4ed-7e6f-587a-a79e-92ee6059d9b1","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 7","W702.02","Airseals Completed (photo)"
"930f4ecc-323e-5cb9-a154-501d73a0b2f7","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 7","W702.02","Site Glazing Completed"
"db3096f1-e657-5f13-a47c-76457005d2d1","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 7","W702.02","Trade clean/protected"
"1f753a5f-5c36-528d-b1e9-3b1eaeed0768","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 7","D701.02"
