,,"Level 16",,"level 16","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 17",,"tower b","site qa","level 17","hoist (pre/post climb)","post-climb"
,,"Level 18",,"tower b","level 18","site qa","hoist (pre/post climb)","post-climb"
,,"Level 19",,"tower b","site qa","level 19","hoist (pre/post climb)","post-climb"
,,"Level 20",,"tower b","site qa","level 20","hoist (pre/post climb)","post-climb"
,,"Level 21",,"tower b","level 21","site qa","hoist (pre/post climb)","post-climb"
,,"Level 22",,"tower b","site qa","level 22","hoist (pre/post climb)","post-climb"
,,"Level 23",,"tower b","site qa","level 23","hoist (pre/post climb)","post-climb"
,,"Level 24",,"tower b","site qa","hoist (pre/post climb)","level 24","post-climb"
,,"Level 25",,"tower b","site qa","level 25","hoist (pre/post climb)","post-climb"
,,"Level 26",,"level 26","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 27",,"level 27","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 28",,"tower b","site qa","level 28","hoist (pre/post climb)","post-climb"
,,"Level 29",,"tower b","level 29","site qa","hoist (pre/post climb)","post-climb"
,,"Level 30",,"level 30","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 31",,"tower b","site qa","level 31","hoist (pre/post climb)","post-climb"
,,"Level 32",,"tower b","level 32","site qa","hoist (pre/post climb)","post-climb"
,,"Level 33",,"tower b","site qa","level 33","hoist (pre/post climb)","post-climb"
,,"Level 34",,"tower b","site qa","level 34","hoist (pre/post climb)","post-climb"
,,"Level 35",,"tower b","site qa","hoist (pre/post climb)","level 35","post-climb"
,,"Level 36",,"tower b","site qa","level 36","hoist (pre/post climb)","post-climb"
,,"Level 37",,"level 37","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 38",,"level 38","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 39",,"tower b","site qa","level 39","hoist (pre/post climb)","post-climb"
,,"Level 40",,"level 40","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 41",,"level 41","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 42",,"tower b","site qa","level 42","hoist (pre/post climb)","post-climb"
,,"Level 43",,"tower b","level 43","site qa","hoist (pre/post climb)","post-climb"
,,"Level 44",,"tower b","site qa","level 44","hoist (pre/post climb)","post-climb"
,,"Level 45",,"tower b","site qa","level 45","hoist (pre/post climb)","post-climb"
,,"Level 46",,"tower b","site qa","hoist (pre/post climb)","level 46","post-climb"
,,"Level 47",,"tower b","site qa","level 47","hoist (pre/post climb)","post-climb"
,,"Level 48",,"level 48","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 49",,"level 49","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 50",,"tower b","site qa","level 50","hoist (pre/post climb)","post-climb"
,,"Level 51",,"level 51","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 52",,"level 52","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 53",,"tower b","site qa","level 53","hoist (pre/post climb)","post-climb"
,,"Level 54",,"tower b","level 54","site qa","hoist (pre/post climb)","post-climb"
,,"Level 55",,"tower b","site qa","level 55","hoist (pre/post climb)","post-climb"
,,"Level 56",,"tower b","site qa","level 56","hoist (pre/post climb)","post-climb"
,,"Level 57",,"tower b","site qa","hoist (pre/post climb)","level 57","post-climb"
,,"Level 58",,"tower b","site qa","level 58","hoist (pre/post climb)","post-climb"
,,"Level 59",,"level 59","tower b","site qa","hoist (pre/post climb)","post-climb"
,"Columns"
,,"Sliding supports are fully extended at new Hoist Level 1 and taking hoist vertical load",,"sliding supports are fully extended at new hoist level 1 and taking hoist vertical load"
,,"Rams have been retracted and installed on needle pin at new Hoist Level 1.",,"rams have been retracted and installed on needle pin at new hoist level 1."
,,"Back propping is installed in accordance with the Site Engineer requirements for operation.",,"back propping is installed in accordance with the site engineer requirements for operation."
,,"Floor plates have been reinstalled at new Hoist Levels 1 to 4.",,"floor plates have been reinstalled at new hoist levels 1 to 4."
,,"Hoist operation tested over all levels.",,"hoist operation tested over all levels."
,,"Gates and limit switches are correctly adjusted and tested on all levels.",,"gates and limit switches are correctly adjusted and tested on all levels."
,,"Safety has been reinstated at all levels, closing all gaps.",,"safety has been reinstated at all levels, closing all gaps."
,,"Out Of Service Signs have been removed as appropriate.",,"out of service signs have been removed as appropriate."
,,"ALL WORK HAS BEEN CARRIED OUT IN ACCORDANCE WITH THE MANUFACTURERS SPECIFICATIONS",,"all work has been carried out in accordance with the manufacturers specifications"

