"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3714c3e8-10c5-4caa-b3d1-f75b8784d974","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA"
"ff4c44d2-9113-497e-bf80-1225617a2058","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Foundations "
"1e9a9708-65c6-454e-9481-a015ecdafa1b","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Foundations ","Retaining Wall"
"4e95ca6c-0864-4eba-bba6-8d437badf41f","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Foundations ","Retaining Wall","Retaining Poles"
"d4ca8887-a26a-4663-8241-e8cf71ad8365","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Structure","Ground Floor","Footings"
"c4007d04-7e18-49db-bcdc-293802dcf5bb","","checklist-flat","not-started","","checklist-flat","FALSE","FALSE","Project QA","Structure","Ground Floor","Footings","Footings for Area:"
"a48e5741-f22a-4de4-95bc-f39d16dfdb03","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Ground Floor","Precast Walls"
"030f517f-d2a2-4979-afa9-f3260fa41746","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","Ground Floor","Precast Walls","QA - Precast Walls Checklist"
"6d6ead01-014c-482f-ba63-4948a1ec0909","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Structure","Ground Floor","Structural Steel"
"c115b96e-c660-4c3c-88d1-31cf0d07974d","","checklist-sectioned","work-in-progress","","checklist","FALSE","FALSE","Project QA","Structure","Ground Floor","Structural Steel","QA - Structural Steel Checklist"
"e83a86b4-dd5a-4316-a52e-3ae7b0fdb65c","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Ground Floor","Precast Stairs"
"6c13c12f-9c42-4e69-b09c-c822230a5b2c","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","Ground Floor","Precast Stairs","QA - Precast Stairs Checklist"
"ea62e38d-504a-4bca-afb3-80733ed1a524","checklist-flat has incorrect meta.stepType folder-normal
Unsupported Children: folder-normal Floor Slab(16a4ea5f-5a4d-4abb-87eb-c102d2b277d7), folder-normal Precast Balconies(851dd0fa-75ec-4142-89cb-4c5692b2600a), folder-normal AFS Walls(6fcc3e06-efac-448b-b0c1-c84cea66d510), folder-normal Steel Angles(68f431b6-0713-449f-9fa7-341f3099c1c3), folder-normal Precast Walls(334bc93b-28a3-45cb-9893-394fe5c90423), folder-normal Structural Steel(015a30a1-c433-4345-b202-292c8cbf06bb)
checklist-flat must be display flat but was normal
Child Date of Concrete Pour(204c3a75-b423-42be-8076-4ecfc6cec0f0): checkpoint-no-status has incorrect meta.stepType checkpoint-status
Child Floor Slab(16a4ea5f-5a4d-4abb-87eb-c102d2b277d7) -- QA - Concrete Pour Checklist(fb5c920b-f831-4ff6-a5ba-a181890e7801) -- Concrete - Pre Pour(4453cea2-3e16-537a-b9ab-b16ccf1848d4) -- Reinforcing checked and correct(b2786331-cdee-568c-9330-4fe3718a16d0): DataPoint Size and type correct to specification(1ca51a32-6077-5c95-8f77-f8a82024ba71) is missing 'button' values
Child Grout(89be77a7-423a-44f3-b4a4-1d19b6369f6b): checkpoint-no-status has incorrect meta.stepType folder-normal","checklist-flat","work-in-progress","4596f294185c33c12c89753a09622b215739fd1363caec08540b4ab9d64e290c","checklist-flat","TRUE","FALSE","Project QA","Structure","First Floor"
"16a4ea5f-5a4d-4abb-87eb-c102d2b277d7","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","First Floor","Floor Slab"
"fb5c920b-f831-4ff6-a5ba-a181890e7801","Child Concrete - Pre Pour(4453cea2-3e16-537a-b9ab-b16ccf1848d4) -- Reinforcing checked and correct(b2786331-cdee-568c-9330-4fe3718a16d0): DataPoint Size and type correct to specification(1ca51a32-6077-5c95-8f77-f8a82024ba71) is missing 'button' values","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","First Floor","Floor Slab","QA - Concrete Pour Checklist"
"851dd0fa-75ec-4142-89cb-4c5692b2600a","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Structure","First Floor","Precast Balconies"
"9a73db0f-3e94-4101-a839-bbc316a7d3f2","","checklist-sectioned","not-started","","checklist","FALSE","FALSE","Project QA","Structure","First Floor","Precast Balconies","QA - Precast Balconies Checklist"
"6fcc3e06-efac-448b-b0c1-c84cea66d510","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","First Floor","AFS Walls"
"6fb4a52a-d684-4fdf-82a8-8274f9029314","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","First Floor","AFS Walls","QA - AFS Walls Checklist"
"68f431b6-0713-449f-9fa7-341f3099c1c3","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","First Floor","Steel Angles"
"1e051fb0-f13c-423e-b6ef-9bc9a6b61082","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","First Floor","Steel Angles","QA - Flatslab Steel Angles Checklist"
"334bc93b-28a3-45cb-9893-394fe5c90423","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","First Floor","Precast Walls"
"c552bd83-14d0-429f-ad10-a624dd81b73d","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","First Floor","Precast Walls","QA - Precast Walls Checklist"
"015a30a1-c433-4345-b202-292c8cbf06bb","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","First Floor","Structural Steel"
"07a96615-7415-4558-bf01-96b7c8962ed3","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","First Floor","Structural Steel","QA - Structural Steel Checklist"
"828f13d6-8aec-456c-b4c3-185e73b73ae2","checklist-flat has incorrect meta.stepType folder-normal
Unsupported Children: folder-normal Floor Slab(d20f3ec3-42f7-4de2-bdbe-de8476abf6f6), folder-normal Precast Balconies(891e9261-c4a0-4f38-9195-11b7b8ca87ca), folder-normal AFS Walls(46e14be8-6feb-4096-a4d9-4eba59640fdd), folder-normal Steel Angles(311e3310-5a12-4686-aeab-531b4de9a905), folder-normal Precast Walls(d7e20b0e-1c38-454f-a32d-e66b0fa872b5), folder-normal Structural Steel(b32b93a3-0db7-4c4c-b98a-1ff5fe6315c9), folder-normal Precast Stairs(1ba768d1-5908-4f77-9a80-80446f08b9ba)
checklist-flat must be display flat but was normal
Child Date of Concrete Pour(9bd632d5-1612-417e-a3f0-f257a189bac9): checkpoint-no-status has incorrect meta.stepType checkpoint-status
Child Floor Slab(d20f3ec3-42f7-4de2-bdbe-de8476abf6f6) -- QA - Concrete Pour Checklist(854ebf7a-5ad7-427b-afab-851e926715f6) -- Concrete - Pre Pour(1dc7f175-0b34-581b-9a1d-6a2c19ed1fd7) -- Reinforcing checked and correct(68ee5a45-bfa0-5ef3-acff-21d8610ebbed): DataPoint Size and type correct to specification(1ca51a32-6077-5c95-8f77-f8a82024ba71) is missing 'button' values
Child Grout(8011317d-762b-4103-8360-040702c52fb3): checkpoint-no-status has incorrect meta.stepType folder-normal","checklist-flat","work-in-progress","baa893829a3205b5856ef720e387ecc96ab446b19b8c429672517866dbcb0727","checklist-flat","TRUE","FALSE","Project QA","Structure","Second Floor"
"d20f3ec3-42f7-4de2-bdbe-de8476abf6f6","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Second Floor","Floor Slab"
"854ebf7a-5ad7-427b-afab-851e926715f6","Child Concrete - Pre Pour(1dc7f175-0b34-581b-9a1d-6a2c19ed1fd7) -- Reinforcing checked and correct(68ee5a45-bfa0-5ef3-acff-21d8610ebbed): DataPoint Size and type correct to specification(1ca51a32-6077-5c95-8f77-f8a82024ba71) is missing 'button' values","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","Second Floor","Floor Slab","QA - Concrete Pour Checklist"
"891e9261-c4a0-4f38-9195-11b7b8ca87ca","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Structure","Second Floor","Precast Balconies"
"abb0cfb9-c757-443e-af71-1fe885849d31","","checklist-sectioned","not-started","","checklist","FALSE","FALSE","Project QA","Structure","Second Floor","Precast Balconies","QA - Precast Balconies Checklist"
"46e14be8-6feb-4096-a4d9-4eba59640fdd","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Second Floor","AFS Walls"
"efb062b1-4fa9-4c45-ace6-d0383d6f0e2e","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","Second Floor","AFS Walls","QA AFS Walls Checklist"
"311e3310-5a12-4686-aeab-531b4de9a905","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Second Floor","Steel Angles"
"8652ec03-ff51-40d6-9bde-8b688d1e4b41","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","Second Floor","Steel Angles","QA -Slab Angle Steel Checklist"
"d7e20b0e-1c38-454f-a32d-e66b0fa872b5","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Second Floor","Precast Walls"
"30cd82d3-a46c-4b19-9ee0-5dfc05d99121","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","Second Floor","Precast Walls","QA - Precast Walls Checklist"
"b32b93a3-0db7-4c4c-b98a-1ff5fe6315c9","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Second Floor","Structural Steel"
"dbc29d7a-0603-40ca-8b91-69948d1d719c","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","Second Floor","Structural Steel","QA - Structural Steel Checklist"
"1ba768d1-5908-4f77-9a80-80446f08b9ba","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Second Floor","Precast Stairs"
"39a3a694-e261-4c01-80d8-c6601d690261","","checklist-sectioned","pass","","checklist","FALSE","FALSE","Project QA","Structure","Second Floor","Precast Stairs","QA - Precast Stairs Checklist"
"7f6e0a6c-b6d1-47bd-a501-0221b580341e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Structure","Third Floor"
"30ddce4a-141e-4a94-ba85-188d1c849229","checklist-flat must be display flat but was normal
Child Date of Concrete Pour(3b43cd1d-4360-4975-997c-8335c60d24c7): checkpoint-no-status has incorrect meta.stepType checkpoint-status","checklist-flat","no-status-started","b79ec93ef8ddb73968d0dd0255d1b79dd957b1139af4970b014f0f17580acb6e","checklist-flat","TRUE","FALSE","Project QA","Structure","Third Floor","Date of Concrete Pour"
"19cf3630-0151-4e75-83e4-a3c14702272a","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Structure","Third Floor","Floor Slab"
"00c270de-9808-44d6-b996-15c53af6c41c","Child Concrete - Pre Pour(fad0c574-aa69-5be3-8947-185e3314fb5d) -- Reinforcing checked and correct(b2a72e4f-9c7a-5383-8c8e-76c55e66acaa): DataPoint Size and type correct to specification(1ca51a32-6077-5c95-8f77-f8a82024ba71) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour Checklist","checklist","FALSE","FALSE","Project QA","Structure","Third Floor","Floor Slab","QA - Concrete Pour Checklist"
"b36194b5-0877-48ca-8c75-a8a2b36a930d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Structure","Third Floor","Precast Balconies"
"e3e2f354-7f3d-4d17-8fa8-d5a0c4527b4c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Structure","Third Floor","AFS Walls"
"e0e06279-c2be-4562-977c-7a45564e5ff7","","checklist-sectioned","work-in-progress","QA - Precast Walls Checklist","checklist","FALSE","FALSE","Project QA","Structure","Third Floor","AFS Walls","QA - AFS  Walls Checklist"
"c3728c11-68a2-4ab9-8d26-d2a76b8f980a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Structure","Third Floor","Precast Walls"
"dad196d0-039e-4271-a63f-c2a66ea2441a","","checklist-sectioned","work-in-progress","QA - Precast Walls Checklist","checklist","FALSE","FALSE","Project QA","Structure","Third Floor","Precast Walls","QA - Precast Walls Checklist"
"801d6d7c-cc6c-469f-b5d4-1dd514ec05b8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Structure","Third Floor","Grout"
"7fc63dd1-5bcb-4099-9cc5-f259a36ad089","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Structure","Third Floor","Structural Steel"
"a5862178-5e5b-47d4-9ff1-91cbf6551794","","checklist-sectioned","not-started","QA - Structural Steel Checklist","checklist","FALSE","FALSE","Project QA","Structure","Third Floor","Structural Steel","QA - Structural Steel Checklist"
"6be2453b-d4c5-4d34-ad71-7249a923988f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Structure","Roof"
"03899d02-300e-4b1d-9fba-1d7d23f93021","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Structure","Roof","Structural Steel"
"9ef25f9a-57bc-4e62-b2d5-34546d0685cf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Structure","Roof","Precast"
"07bde8c7-646b-44b4-b99d-e4e6f6e7e3e7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Structure","Roof","Trusses/Purlins"
"9e112156-5dc2-4091-be37-f17de2c1b413","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout"
"0b7572e9-9051-45a4-85f5-b245b2bfce81","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground"
"e27398de-a7da-49ad-a72d-cdd8b96ff76c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments"
"a976c5f4-a19d-4568-9c6c-42d8f6722491","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.1"
"ab131386-2749-4c36-9760-165269b133c6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.1","Fitout"
"1f7ccca6-c1cc-4831-944f-ad1cb87369be","","checklist-flat","work-in-progress","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.1","Fitout","Carpentry - Steel Stud"
"28746f88-e24f-4113-b31f-a2a8bb8dd202","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.1","Balconies"
"3659e2c0-3306-4bcb-823c-6f3816d70458","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.2"
"dd11aabe-a1dd-4050-9551-fc1acd6fadaa","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.2","Fitout"
"2d757ff2-69ea-43df-ac7c-48cf124cffe0","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.2","Fitout","Carpentry - Steel Stud"
"4a33f859-97b7-42db-a013-539b886515e9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.2","Balconies"
"8c0b902b-9920-494e-9365-b74a38e128d8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.3"
"51f9722f-53f5-4a38-b5b9-4b679f20c443","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.3","Fitout"
"7a111505-3491-4377-b039-acf25aa1be71","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.3","Balconies"
"b8bd6abe-2ec0-405c-9085-f0b849b12ac1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.4"
"dab28b6c-d8b6-4df3-b75e-4e7f25993579","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.4","Fitout"
"7eae372f-9bc1-4e14-a3be-d25aede4ef5e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.4","Balconies"
"f9f646c8-4aeb-463f-9bea-76493ab594cf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.5"
"8e5ccdc5-e409-4174-befb-8bdf03c9fdfb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.5","Fitout"
"61f39054-6860-4903-b951-fafc5a6fa742","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.5","Balconies"
"1611011e-3626-466c-8eef-3e109fd1f692","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.6"
"db7b2bd3-28fe-414e-93f4-92742833c52f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.6","Fitout"
"88be7e8b-73af-4e10-9f76-103d86ba9c21","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Apartments","LG.6","Balconies"
"78b6a5a1-cf39-451c-92f7-6fcfe0933e2a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas"
"31437be7-3217-44f7-bd15-75849b957f42","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas","Lift"
"aa6a1a64-d410-4307-8c5f-dce9f408bdef","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas","CCTV Room"
"77668245-db47-48be-93ed-4728963fbbb3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas","Stairs"
"0744e994-80b4-49a2-a0aa-cb6122c47d44","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas","Cleaner"
"dad0473d-a665-430d-a0d8-be79f8860398","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas","Waste Storage"
"88a13bd6-e147-41de-a87a-e4b3befb46a3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas","Bicycle Park"
"2ecc8e51-bbe7-4a01-a5ab-994666700206","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas","Sprinkler Inlet Room"
"419e81e0-0344-48fa-b304-25817a3bb775","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Lower Ground","Common Areas","Main Switchboard"
"9bb43dd3-e0b4-4886-9b46-5108e886fbb8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground"
"4c4a917a-3169-4005-827d-05f9035d68b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments"
"d158fe05-1d1d-44b1-9c1b-5dbf51eab2e8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.1"
"df5bc4d2-1ea7-4918-804b-7da85f3f9413","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.1","Fitout"
"57ea579c-4720-4128-ae4c-d4e837f9c023","","checklist-sectioned","not-started","386ae28366561e6fe779dca46ef6d03dd4513bd0fc51f4381194e6272bc10cc3","checklist","FALSE","FALSE","Project QA","Fitout","Ground","Apartments","G.1","Fitout","QA - Interior Fitout"
"2d9ba30b-5f9e-43f1-9adc-d80bbaeb36be","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.1","Balconies"
"f077cf9c-4238-461a-a6be-0c6ba780aec1","","checklist-flat","work-in-progress","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Ground","Apartments","G.1","Carpentry - Steel Stud"
"c0846e5b-de55-418d-9c05-87aaeadb86fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.2"
"2ce6df54-8c8a-491a-a459-26f9de6d6ca4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.2","Fitout"
"cce0b618-a035-473b-8ffc-0235f46fa506","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.2","Balconies"
"b74358d4-5600-4b96-b8bf-5fa013ea9234","","checklist-flat","work-in-progress","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Ground","Apartments","G.2","Carpentry - Steel Stud"
"ed825a13-d135-4057-889b-54c89255135e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.3"
"2aea92e6-5402-45dc-9d4d-7b4ed7e19d63","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.3","Fitout"
"ca69509e-82ec-4d9c-9809-1d2cd27847fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.3","Balconies"
"3506b909-c578-4dd4-8584-86c6d9512e8b","","checklist-flat","work-in-progress","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Ground","Apartments","G.3","Carpentry - Steel Stud"
"fe787452-8ddf-48fc-a6a4-7e17d8bec76c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.4"
"758bad45-51a9-469a-bd01-bdfa8dc55d53","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.4","Fitout"
"498d7a85-1a72-4ff9-8145-1427f3960665","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.4","Balconies"
"1c9351cd-1a1a-4e07-8dc9-352219656754","","checklist-flat","work-in-progress","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Ground","Apartments","G.4","Carpentry - Steel Stud"
"51696bd0-586c-4bd5-8636-9127993d21f1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.5"
"65e44781-ca72-4f8f-8e04-98593c1b09fc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.5","Fitout"
"98a5a713-833f-408a-8a9a-888869db1f52","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.5","Balconies"
"d77d7728-1914-48cc-8ddc-30e67d74cc69","","checklist-flat","work-in-progress","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Ground","Apartments","G.5","Carpentry - Steel Stud"
"f4d87538-1364-4408-89bb-e62fbd5623f1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.6"
"be33702b-438d-455c-98a7-94cbbdcc5da1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.6","Fitout"
"8fde13eb-2e27-422e-b665-16953be34310","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.6","Balconies"
"44b3fef6-fcb9-4471-91e8-ded06c4be6a8","","checklist-flat","work-in-progress","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Ground","Apartments","G.6","Carpentry - Steel Stud"
"36744808-0e55-48c0-9ebf-ad81d059d5f3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.7"
"c37588b2-11dc-4135-827c-f3321c9981b8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.7","Fitout"
"a0cecf8b-cc4b-4582-98c6-4f4b7d31e034","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Apartments","G.7","Balconies"
"313f14b5-1a6b-4b15-ae4d-a4e2812f2f96","","checklist-flat","work-in-progress","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","Ground","Apartments","G.7","Carpentry - Steel Stud"
"80ec6f14-4806-45fa-89b8-d6a158749814","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Common Areas"
"5e9d8454-c044-4b42-a591-bcca21d9200b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Common Areas","DP CPD"
"bf8305c1-e8ae-4faf-86e8-93c0d41d130f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Common Areas","Lift"
"1ef59b1a-c553-45e3-bbb5-c7c284f329c9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","Ground","Common Areas","Stairs"
"c5938300-21cc-4a19-bd83-6a11de8f21b9","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor"
"36818d61-8cc8-4b4d-9005-ee660995465b","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments"
"fda18712-2fd6-447b-8e15-77189d36950f","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.1"
"b7fa9456-4894-4961-88e0-88be7ad32065","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.1","Fitout"
"dc50adc2-6876-4d01-8318-b6bb756ef879","","checklist-sectioned","not-started","386ae28366561e6fe779dca46ef6d03dd4513bd0fc51f4381194e6272bc10cc3","checklist","FALSE","FALSE","Project QA","Fitout","First Floor","Apartments","1.1","Fitout","QA - Interior Fitout"
"40a30a07-6b58-4c5e-a7c1-ecb2897e1715","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.1","Balconies"
"fe466db2-d6fe-4c48-a978-d8d9d71d52ba","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","First Floor","Apartments","1.1","Carpentry - Steel Stud"
"1f3faaec-a1a5-471f-bdfd-ef32cd90a342","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.2"
"28616c37-da52-4bf9-8601-49b0b2e79d69","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.2","Fitout"
"8477d0ec-7b36-4b17-8b6e-9144a5303b01","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.2","Balconies"
"4ee01587-3220-44e4-bd26-adbac2199055","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","First Floor","Apartments","1.2","Carpentry - Steel Stud"
"78b9dd6c-8dcc-4736-8567-69f8badd74ca","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.3"
"3bfdf1b3-70f8-4cd9-b561-78ebba4bb9d0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.3","Fitout"
"5e8f5d2d-319a-4a70-9e1e-41ea43c37e2f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.3","Balconies"
"f385530d-2902-4aec-b1b6-8acda63b946d","","checklist-flat","not-started","Carpentry - Steel Stud","checklist-flat","FALSE","FALSE","Project QA","Fitout","First Floor","Apartments","1.3","Carpentry - Steel Stud"
"41866489-2771-436c-8ccd-21c373a44a21","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Fitout","First Floor","Apartments","1.4"
