"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc44f316-65af-4658-a916-8acccb901119","","checklist-flat","","SYS - Job Details Checklist (V1)","checklist-flat","FALSE","FALSE","Job Details"
"a184365c-6c00-4ce8-9630-0f3593ca1e64","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture"
"1149ba57-3fb5-4b6b-92bb-a6ab6eee47ba","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels"
"13270611-ddca-49d2-bbb2-734b4a5ea9bf","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A "
"8f6a35b1-8d7d-431b-a2ab-9e906ab24be6","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05"
"9e624996-fe78-4a0e-855f-669540114563","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P55/04"
"ce8ae034-15dc-468c-b490-49d2d29dccfd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P56/01"
"57cc27cb-be36-41dd-ad40-87fd29a7f2c7","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P56/02"
"9d7a1f49-3754-49a9-b60c-f662a6090e0b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P56/03"
"1dcad4d6-9000-46f1-9ccc-380e17f49928","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P56/04"
"acd76cbe-3265-4fc5-a5ba-9ecd725345a6","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P57/01"
"42031e94-b2bc-4260-ad08-338375d2a12d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P57/02"
"1913de40-8b33-4c35-b550-c1dbad4e2ba4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P57/03"
"1e3b3754-e0fc-4713-9fd9-4d952fc9baee","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P57A/04"
"e5defe71-5910-4543-87b8-ee8d01c32ded","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P58/01"
"f091aa14-78b7-4943-bb0e-130a28c71835","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P58A/02"
"357fbcf3-43b9-41a9-94de-9fdf44a119ef","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P58A/03"
"43a30dac-a6d5-4ea9-898e-2dc1eba81b56","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P58B/04"
"2ac82f5a-35c6-41d2-b5f1-e434c7bfabe2","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P59/01"
"a3631328-818a-44b2-80bf-e9f1c0e51d21","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P59/02"
"29fd07b8-9f18-40fd-abe6-15fa802652d7","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P59/03"
"b5c90e01-e744-400f-beb5-79935ec9a809","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P59A/04"
"4ce0de8a-46a9-4fea-bb16-f37ee8f3c4c8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P60/01"
"11431afc-0ddb-443d-a6d3-b7e634fa5f20","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P60/02"
"e9b6d90e-d47d-4b04-920f-21a8a75a99cb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P60/03"
"1981ac47-a6c0-4af1-b097-20df1bf63ac4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P60A/04"
"49f0b6a8-2238-4713-9df1-3d9a3a553676","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P61/01"
"5be4822c-7b72-45e6-998c-a61d700496f8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P61A/02"
"46ffb703-b9a5-4241-af57-5fdcc662298d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P61A/03"
"fb9bde0c-b6fe-4592-a0c8-94159347220f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P61B/04"
"9bfab6ab-d6db-4576-8762-81d2d7bc9e37","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P62/01"
"216954b9-1e58-44cf-8d99-e3a8d082d5eb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P62A/02"
"72eb9b4c-8c9e-4391-8c64-257a1cd1b40e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P62A/03"
"b0e569b6-2efc-4e8e-ae97-5e1f1db6a427","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P62B/04"
"a2c6a2bd-0a6d-40bd-9da5-c797b4c3979b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P63/02"
"c68d499f-975b-430d-bac6-af8ce0241b67","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P63/02R"
"7aaf475e-5db5-42ab-8e01-7368db391218","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P64/03"
"a3a129d6-9d4b-47ca-89b4-3da0a021f339","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P65/04"
"51ee96f9-e640-4b9f-8dc7-69bffe31c6e3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P66/02"
"256e39f0-34a7-4075-97bc-62a45ed90962","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P66/03"
"21ea572f-fd99-464e-8928-50ad1f55ea8a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P66/04"
"a37b334f-fb3f-4772-b968-71592bb9a36f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P67/02"
"7737483e-404b-4341-b741-6a1f402dbcfa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P67/03"
"0c762b71-5f42-4885-bca8-1759e52bb6fd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P67/04"
"f212617c-8571-49e0-8dd0-fb59acf5a6b3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P68/02"
"a79038b5-c62c-4845-906e-caf5cdb1ce26","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P68/03"
"acdf0262-1c87-4829-a062-987d199539ed","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P68/04"
"a62d8a51-dcb4-4f4e-83a3-48dc3db24458","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P69/02"
"13a8e7ba-6adf-4e13-a215-cf600e45d84c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P70/03"
"d50876bf-e961-46a2-8f9a-547ea5c462d4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P71/04"
"67575c4a-9d5a-4a43-bc7d-c8dd2b42ac66","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P72/05"
"85eed4b4-d23e-44ae-ada8-719b97fdc036","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P73/05"
"c8033dec-9574-454e-9374-ecb172b38ade","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P74/05"
"6e5f1699-bd2c-4613-aef9-ba8514b5ae47","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P75/05"
"3b7e757a-e033-4449-a50c-131ae0721043","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P76/05"
"bda4fc52-f8d6-4457-a008-30ea61cfe26f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P77/05"
"64f16cb8-da00-4c39-909b-3278bf268429","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P78/05"
"31124f41-e151-4d26-b96a-a18736b67a65","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P79/05"
"c5805e78-830c-4664-9704-79e85debe47a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P80/05"
"ce65dc77-bdb4-4acf-9935-476e63ccf93a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P81/05"
"0dbf8eea-5a23-4c92-8850-7347fdf1f403","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P82/05"
"ec8ca916-5753-456d-a867-aba43f836a92","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P83/05"
"a07fcb45-7cbd-4295-9c50-12aea7f9f07a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P83/05R"
"fe324c4b-be48-4f3a-81cd-117c550bcd86","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P84/05"
"602125c7-6812-4736-9458-18d5776c3181","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P85/05"
"634d1028-c43c-4709-8653-c7fc9ec3abf9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P86/05"
"bc957b0f-501e-4179-83d1-8770fdf598a3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P87/05"
"999cfdb7-54e6-47dc-9a1b-511bf62f12ae","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P88/05"
"f5dfed28-417b-463d-8ade-da2bfdb7e423","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P89/05"
"c85ec82c-ea83-40bd-91dc-7b136b529882","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P90/05"
"5194cd12-aef9-4aa0-a7d0-7465ce349ff4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P90/05A"
"05c29f0e-d41a-4580-9384-769a349393c0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P91/05"
"019fada5-671e-4185-8a1c-c99233f1432b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P92/05"
"a1932a7c-c919-4ae0-98ae-6badb9e396cd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P93/05"
"937c8b5e-f575-4e3c-8f47-c6e0d7f8adf9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P94/05"
"fe71df63-55e8-4ffc-9e54-8be5fafd2f36","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P95/05"
"7d0f3d10-299a-4962-98fb-815a434d9b1e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P96/05"
"da917d63-52f0-4344-a343-6ce4a260e5cb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P97/05"
"8d6eb84f-8310-4f8e-a48b-b8c643dfc115","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P98/05"
"89e520e1-d81a-4e08-90c1-047355051d47","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P99/05"
"5b9cd0fd-d7b7-48ae-b8f0-1ba235408642","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P100/05"
"08acb8dc-60cf-4d49-ae26-30d3ee880e71","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P101/05"
"4bbe895b-c894-4eeb-ae6b-2fa52c56d0cc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P102/05"
"d9e13f5c-321f-4ae1-b34b-f83983483cde","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P103/05"
"22a7668d-5322-407b-9592-4680f42fe8e0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05","782-A-P104/05"
"0d84cca1-bdd6-46ec-9827-1fbd2790de66","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A ","Roof Panels"
"2100291f-54da-48c4-99e2-94569fe925a8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","Roof Panels","782-A-P105"
"d68d96b1-6fbf-48f4-a3a1-f2d7be007e98","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","Roof Panels","782-A-P106"
"449e79b3-65d4-4a4c-a27a-6f49cbaaffbf","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","Roof Panels","782-A-P107"
"2281946c-b08a-4458-8012-2379bc34b5bb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building A ","Roof Panels","782-A-P108"
"b475dead-f6b3-4207-9c19-dc9052b469af","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building B"
"68b44b25-6cd6-44d0-a70a-1485bcc33881","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05"
"df722995-f90f-4acd-bd0e-c42f882d887b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P01"
"7329880f-36cf-4826-924a-901f4a231212","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P02"
"3cec403b-c1f0-4179-aa37-acc8745c7398","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P03"
"a448813c-047b-4fde-8b30-5584597b4a86","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P04"
"c2d96891-8772-4c20-b4a4-4e722318cfde","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P05"
"7a00d1d5-81fe-4783-a0d7-b68c60e310e8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P06"
"e87b3a05-0bd4-4445-9e4e-d3b6cdc7d66a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P07"
"67d41c78-ced5-43e6-9925-801bf442cefb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P08"
"017e5393-df5b-4fb4-afc8-571fd42a2029","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P09"
"c0301411-31bf-4718-8162-fb6d9f7254bf","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P10"
"d08436c9-c892-448b-8038-032a3416c573","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P11"
"9c5e13a9-3d0c-4bae-a559-1cae925ecac9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P12"
"c795b8d6-09b1-402d-8c52-c6b2d51860af","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P13"
"dc3b6699-6d5d-4bd0-96ee-e1f94541cf65","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P14"
"ccdc6a5a-5ee7-41de-871d-75690102d321","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P15"
"6d6504b6-770a-4efa-ad83-517fb93cac30","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P16"
"bf647f79-e66f-463e-b1e3-0e07463bc3ef","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P17"
"a3af225e-cbd5-4631-96cf-fde36dbd3d09","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P18"
"d05a0f2a-9894-4b1f-b826-262a6b4e5ccb","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P19"
"f73055fe-703e-49d6-ba18-ce431eb3ec0c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P20"
"b352567b-70f4-4483-84d1-93c5b035e75c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P21"
"746f14f4-9d55-4559-9232-f5e85fde4ccc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P22"
"b397dd5c-516a-45bb-9e26-0dc83e26a325","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P23"
"2585bcd2-5d55-471b-bbd4-8af86c03e357","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P24"
"3ae21690-8e6d-4a65-a730-51895a8355e3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P25"
"2c6ffb61-71b9-496d-b0ce-1396008b2e85","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P26"
"5d967b6b-b418-4770-b3d1-97663fd60e2b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P27"
"2d881d21-90b8-4e69-aa59-0ea97a5db9da","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P28"
"05495172-65ed-446a-82b5-dfdadc6bf5da","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P29"
"75fdd3ae-0d60-4b41-a334-38323537552f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P30"
"a332086e-7cd0-4f85-82a1-92de82695ef7","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P31"
"ba627cc4-dfea-4efd-9f29-7f4431353871","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building B","782-B-P01 to 782-B-P104/05","782-B-P32"
