"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"355ef459-b353-4bd8-8662-10c122f66761","","folder-normal","fail","","step","TRUE","FALSE","QA"
"be662c48-8e32-49c7-a243-9edd3ffb8210","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Foundations"
"56a449af-401b-56ef-858d-efa06c492fcc","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 3 Apartments","Apartment 603"
"bc9336bc-2367-5845-b163-96ee50ae471b","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 3 Apartments","Apartment 604"
"6b6beac5-5e82-5e52-b2e4-1d8bfa94f1ae","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 3 Apartments","Apartment 605"
"e009c9f7-ebf1-5c18-8ec8-205960bc9ed4","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 3 Apartments","Apartment 606"
"20cd21d7-6d7d-4a1c-9138-5a266134b2d5","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 2 (East) Level 3 Apartments"
"866302c8-6271-567b-9d03-a99ab46018b3","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 3 Apartments","Apartment 607"
"f0f3a12e-320f-5235-8c17-7a6fff4f1d6c","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 3 Apartments","Apartment 608"
"038ebb61-3208-5ea3-9bef-8a23297dbc6e","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 3 Apartments","Apartment 609"
"a76b287d-b867-5a4a-abc1-62827e62c040","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 3 Apartments","Apartment 610"
"b72ce687-9f78-52d5-8106-edb32e7b87aa","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 3 Apartments","Apartment 611"
"de0add04-8ed1-5826-80e4-d13689a5defe","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 3 Apartments","Apartment 612"
"4e0ed06d-5b45-4cb2-bc2c-0667336981a3","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 1 (West) Level 4 Apartments"
"b1996bc4-5e6c-53d9-90c4-5e0bc1c4024a","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 4 Apartments","Apartment 701"
"bd42da73-1f3d-55b6-8dd8-d091a3e998ac","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 4 Apartments","Apartment 702"
"cd16be11-1ee9-5bdb-9579-e4ccf154cb54","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 4 Apartments","Apartment 703"
"a6892408-0659-534d-912e-b2182758df3d","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 4 Apartments","Apartment 704"
"f1075466-50bc-591d-8608-348d3306fae5","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 4 Apartments","Apartment 705"
"06e3ec82-ee2f-5b3d-b430-c84d19eaa8f8","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 4 Apartments","Apartment 706"
"926067e3-f2ea-4bd0-9c3f-cbe55c074dbe","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 2 (East) Level 4 Apartments"
"3315e3c9-c81f-53ba-acaa-febd7e6f0a74","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 4 Apartments","Apartment 707"
"86f493ce-e8ab-5c70-a926-6a88f4b0004c","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 4 Apartments","Apartment 708"
"d60091f8-9362-508c-85f1-1a6507b63b85","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 4 Apartments","Apartment 709"
"6207c1ae-6fb4-5cc3-9665-123299cb6c6d","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 4 Apartments","Apartment 710"
"95a83309-1b03-5090-9a12-3a00f1266f16","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 4 Apartments","Apartment 711"
"d5df6493-661b-5b9e-9ee5-3da60154b23b","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 4 Apartments","Apartment 712"
"dab45d10-6d72-4121-9df2-0d4b64c1ca0f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 1 (West) Level 5 Apartments"
"b56a9962-2cb7-54f2-94cf-af8144f10efd","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 5 Apartments","Apartment 801"
"482a7fa9-09c9-59d3-b9bd-45519c3f9bde","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 5 Apartments","Apartment 802"
"375532c4-5e35-596d-a8b7-fb570852c3af","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 5 Apartments","Apartment 803"
"76b4f70b-4363-50ed-a1d9-23a0f82bbd04","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 5 Apartments","Apartment 804"
"bb103660-99fd-5a01-8e46-62d65b44519d","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 5 Apartments","Apartment 805"
"2faec06c-50ad-59c1-91e1-184e39b58a20","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 5 Apartments","Apartment 806"
"690626ed-b41f-4124-9511-9c839b22b842","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 2 (East) Level 5 Apartments"
"629dd011-d132-581f-aa68-707bf517b6e1","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 807"
"7ed1452f-0e97-5ece-9b96-ebaf3c1fe650","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 808"
"7bbc6a43-a0a5-5b70-8ac7-284fa1dc65bc","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 809"
"5895e1bc-d76a-5730-b6e0-b7ce599520f4","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 810"
"84597b5b-803f-5719-b4a2-d8589e461720","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 811"
"676f792d-d4d9-55ea-9980-1e7099ad5942","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 5 Apartments","Apartment 812"
"49c0abe8-8d57-4772-977f-7987f0414447","","folder-normal","no-status-started","","step","TRUE","FALSE","QA","Inspection Reports "
"fcd6a019-c378-505d-8ba9-a9ce8d57a29a","","checklist-flat","no-status-started","Inspection Reports","checklist-flat","FALSE","FALSE","QA","Inspection Reports ","Inspection Reports"
"1829e167-5e74-53c2-94d7-63076631d48d","","checklist-flat","no-status-started","Inspection Reports","checklist-flat","FALSE","FALSE","QA","Inspection Reports ","Inspection Reports 2021"
"5fa9821c-1fa2-42a7-9bc4-cdbec53ffc87","","folder-normal","no-status-started","","step","TRUE","FALSE","QA","Inspection Reports ","Inspections 2022"
"9fca69bc-b99d-48dd-9f54-436cba892751","","checklist-flat","no-status-started","Inspection Reports","checklist-flat","FALSE","FALSE","QA","Inspection Reports ","Inspections 2022","Inspection Reports"
"ee5b2672-e484-4730-add5-3622c3986bd0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Podium common area"
"4e376164-7fd6-488f-bca2-99255d7e7b5e","","checklist-sectioned","work-in-progress","Plumbing QA","checklist","FALSE","FALSE","QA","Podium common area","Podium common area"
"aae972c4-9460-4a10-9444-da83328778bb","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 1 (West) Level 6 Apartments"
"c582b394-4da4-4798-901a-012bb56b80ef","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 6 Apartments","Apartment 901"
"bc4049d9-1d75-4b3f-b185-e7d159ce6745","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 6 Apartments","Apartment 902"
"275f244a-c369-4fc2-b866-a9c03ed4d268","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 6 Apartments","Apartment 903"
"0789cdf9-1ad3-40a3-be11-b3fd9931023e","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 6 Apartments","Apartment 904"
"19a6f2a2-0d39-40df-8d25-722de5e52c00","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 6 Apartments","Apartment 905"
"8ac76903-2d18-441a-a12c-8df2df2253a6","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 2 (East) Level 6 Apartments"
"2146b8f8-5adf-4e4d-a400-0df0c09d28af","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 6 Apartments","Apartment 906"
"88421104-5f65-4ce4-9e77-3457e15597c1","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 6 Apartments","Apartment 907"
"09c785fb-eca2-4738-9133-dbab08d52191","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 6 Apartments","Apartment 908"
"6b497976-983c-45dc-a0c2-a4935a918bd0","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 6 Apartments","Apartment 909"
"49e3d87c-70ea-499e-9c37-5ab04195aac9","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 6 Apartments","Apartment 910"
"a58ff526-daee-4226-8db3-9af870abe612","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 1 (West) Level 7 Apartments"
"3d46e885-52d2-4cef-8e00-d214e25b86ab","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 7 Apartments","Apartment 1001"
"828d89c0-20f3-45bc-aa7d-a48613514d24","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 7 Apartments","Apartment 1002"
"b03fba1c-079c-45c4-a54b-07442d0ef36b","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 7 Apartments","Apartment 1003"
"da20930a-00d0-4aed-8a4e-bc3dd03bcaa6","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 7 Apartments","Apartment 1004"
"0dab4b88-ff89-4671-ba3c-cde09e5d2504","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 7 Apartments","Apartment 1005"
"3447fc7e-ff61-40bd-b97e-4b68408e59a0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 2 (East) Level 7 Apartments"
"b180f07c-6ce9-4fc0-b9bc-360b0cff8326","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 7 Apartments","Apartment 1006"
"e4b26bde-08f4-4386-9acd-2e40867de376","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 7 Apartments","Apartment 1007"
"dbd02835-70df-49b5-90e4-ae84a7384920","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 7 Apartments","Apartment 1008"
"b854370b-2f1b-4705-a5ee-698710f5c3d7","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 7 Apartments","Apartment 1009"
"dcbc0dec-a697-4e11-890c-ccb8f74e6f0a","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 7 Apartments","Apartment 1010"
"7684eb5c-bb87-44e1-8eb6-6f30589b69b6","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 1 (West) Level 8 Apartments"
"254fa406-a3e8-4479-846c-67f0aa9a282f","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 8 Apartments","Apartment 1101"
"e42f5502-11fe-4dfd-8308-4afe93d9ddcf","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 8 Apartments","Apartment 1102"
"b9a4cc49-6eae-422d-a82c-1d6111b1f061","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 8 Apartments","Apartment 1103"
"be5d0a07-5188-4dbb-8b4a-b72ce47d9ed6","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 8 Apartments","Apartment 1104"
"94489897-190c-40d5-bd6d-fc008a9dca64","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 8 Apartments","Apartment 1105"
"3d42edd7-b82e-4cbf-903e-a403e8837900","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tower 2 (East) Level 8  Apartments"
"20009805-7281-44d3-b19c-d0c3ae959c1c","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 8  Apartments","Apartment 1106"
"98134a41-6dad-48f8-8e83-3cd6aff0408f","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 8  Apartments","Apartment 1107"
"0f2373f2-c1a2-4e98-a16a-655b62db788b","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 8  Apartments","Apartment 1108"
"5cf0d5c0-dff6-4afc-bfb7-90d0fc39375b","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 8  Apartments","Apartment 1109"
"e8442db1-c5ad-4818-8473-ab5c2bc3416e","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Tower 2 (East) Level 8  Apartments","Apartment 1110"
"1f8e2d6a-f6b3-4315-b595-b936df45eefd","","folder-normal","pass","","step","TRUE","FALSE","QA","Townhouse HVAC first fix "
"8b2ec602-21b1-4a93-9246-e9376423017f","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","townhouse 420"
"0170b0aa-39a6-486b-bfbb-dc4ed5c23e30","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 421"
"0adce35f-7da1-4af6-8d91-c8daf4f9df7d","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 422"
"59cb2e3c-b792-4d27-84bb-22d32a81522f","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 423"
"38b47487-9600-4ea2-9e49-192ea1e7dbb9","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 424"
"29f1791e-8cf3-4b59-9f68-8966d5da703a","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 425"
"5bb53492-d5eb-4ac6-b43d-4f983698cce4","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 426"
"23154df8-e1f7-4e86-b99e-bba5583e2266","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 427"
"f67a6a68-c1c4-4dba-940b-ec91763abbc2","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 428"
"636a1ac6-5e0a-4f49-a906-8f5fd1d792bc","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 429"
"145fbfc6-8bb9-4ec4-b4a5-af3997f75201","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 430"
"2a7be221-b8b6-43f2-8f38-9be45afbda90","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 431"
"b125721f-2482-49ee-b17c-ec064d6f952f","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 432"
"c6b554b5-ac26-4284-b4f1-71f9dfc63254","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 433"
"0cb8a64d-cf61-412d-b76b-9f9d84ef3b25","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 434"
"9c5f78d0-e7f9-489d-ac3a-524e979fba7a","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 435"
"44ecd551-d4ee-4954-9e74-4bb33465bb0b","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 436"
"f1325d88-290f-446f-9480-6d2f2865244f","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 437"
"efc1940e-2677-4452-a639-3c24cd8925cd","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 438"
"a26cc92c-aab5-4634-9b1f-44c3218f3ab9","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 439"
"3f6f64b7-d58f-48d8-b41b-5661db8c8296","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 440"
"a0df0dcc-b919-4e8b-ae32-54a3930ef2a0","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 441"
"1810ef1d-09b3-4977-a7cf-26fca4d41b14","","checklist-flat","pass","First fix - Townhouses","checklist-flat","FALSE","FALSE","QA","Townhouse HVAC first fix ","Townhouse 442"
"7c0f3007-2c1d-4ec9-b3c6-858c5342c9be","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 4 Apartments HVAC first fix"
"c3edb8ce-238a-4aa8-b00e-ea8c0f8ff3f7","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 4 Apartments HVAC first fix","Apartment 706"
"adb968cc-1284-48de-9250-520358d408bd","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 4 Apartments HVAC first fix","Apartment 712"
"a194b2ec-fc6c-4b0c-89a8-33ce3a49eee1","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 4 Apartments HVAC first fix","Apartment 704"
"91e8c98e-b331-46e2-8d8d-871f1368734c","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 4 Apartments HVAC first fix","Apartment 707"
"ef308fcd-6190-46d8-8cb7-95c9b3855448","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 4 Apartments HVAC first fix","Apartment 709"
"c488dfe3-f3bb-47be-88ab-00fcf32612c9","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 5 Apartments HVAC first fix"
"7f615d05-1c20-4043-adf2-f57be8e4c5bb","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 5 Apartments HVAC first fix","Apartment 811"
"3d114318-7147-4e5e-82b3-4c1949c212d7","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 5 Apartments HVAC first fix","Apartment 812"
"22d421b0-e772-4f2d-b185-2a677863fc8b","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 5 Apartments HVAC first fix","Apartment 804"
"c718ea7b-ebce-4908-8119-2eb58aa472af","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 5 Apartments HVAC first fix","Apartment 809"
"133890fa-6fe0-4a1b-af68-7bc1faddb1b1","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 5 Apartments HVAC first fix","Apartment 807"
"d4bdaf9f-54f0-4541-8f0b-fc3bd4639a75","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 6 Apartments HVAC first fix"
"d67c097e-fe69-4601-a0d7-21ac46391e2d","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 901"
"cd8d8c94-f3f2-4486-ab4b-800c07feddb2","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 902"
"fd493f5b-30f0-4e9e-a33f-e3a6b60133e8","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 903"
"d0cf72d3-0c33-4653-aa5e-e269083d3fc0","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 904"
"2d087c51-3fec-4f02-8790-0f9e3aa27be3","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 905"
"4d8c80ea-f7f2-4aab-860b-c28ec07eed82","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 906"
"95e737a0-43b2-45c6-8643-a462dbd96fb9","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 907"
"6d16a270-1db3-43e8-b9b3-e7d348132d55","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 908"
"6db40b93-8356-43e0-afc2-a2b4ad526ac7","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 909"
"b4d6aad1-b990-4244-9a0b-4a2d3befb71c","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 6 Apartments HVAC first fix","Apartment 910"
"d3dc9edc-c0af-4935-91e8-fc1a68a9832a","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 7 Apartments HVAC first fix"
"073a97f3-e685-4df4-b756-776048ff4c11","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1001"
"56a4ef1b-6210-4835-8e8e-16012ac76519","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1002"
"173939c7-8434-4091-a39f-cc00359c1695","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1003"
"509286e0-2ade-4f71-8044-5e606271d257","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1004"
"e5eff137-01c8-441a-9c80-d3b0432e0a7d","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1005"
"003d0b04-9790-436a-94c5-af17648553c8","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1006"
"f9335254-accf-4f6b-9ae8-fecea111a6a8","","checklist-flat","not-applicable","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1007"
"90cdc833-7937-4815-9b69-5a5c901ad173","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1008"
"240c601a-bc37-4092-9370-7238c9ca68be","","checklist-flat","not-applicable","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1009"
"979edd8b-f6ae-4cdb-851e-d5fecea80ecf","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 7 Apartments HVAC first fix","Apartment 1010"
"331b1e73-61e8-4ba6-a8ae-faccf317cebc","","folder-normal","pass","","step","TRUE","FALSE","QA","Level 8 Apartments HVAC first fix"
"26be354b-5552-4120-8ccb-be42600ef4c7","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1101"
"875d08ad-020e-41ca-a220-204a731cb3a6","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1102"
"125035da-aa9c-445c-8560-86048d2873cc","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1103"
"89663bbf-6a99-432c-b26a-4336e0787e79","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1104"
"723cba65-538c-4ab9-9208-82ae3b207a48","","checklist-flat","pass","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 8 Apartments HVAC first fix","Apartment 1105"
