"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"94ee4214-c098-46ea-9a0d-6847a37405a6","","folder-normal","fail","","step","TRUE","FALSE","External"
"abed18e0-1993-4bde-bae4-caddf28ba021","","folder-normal","not-started","","step","TRUE","FALSE","External","1"
"10d4e839-f37e-4c3a-b303-ca86bd177e7f","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-005"
"d2db0c47-af60-4c6a-a167-9c28e5df9d68","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-006"
"7aa02afa-a285-4a0a-b0d3-975261e8aa1f","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-007"
"2a8507b3-787b-4893-b5c8-bbcd77172e0c","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-008"
"1fb75b00-5a46-4922-888f-dca1eb7afd14","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-009"
"e2ab918b-5c45-4fc1-9f2b-9798b059867c","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-010"
"be57420a-2439-43a0-9871-6d1fff86a54e","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-011"
"fa5f938a-5eb6-4314-b660-42bc42cfe3a1","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-012"
"fc13390b-e139-4b1b-9eed-0a5b27eda330","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-013"
"a3f7b81a-5753-4fe4-9f3f-c17521f51adc","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-014"
"0e8f7897-cd99-41ae-9b9c-d96b7780932c","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-015"
"8a3cca67-c503-44cf-b4b1-4a6cb654eed4","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-016"
"e47b25b8-e80b-48e4-94fd-f21a750b83f6","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-017"
"eeb649e6-4807-4258-a35a-4c5c18d9dc26","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-018"
"4146a4e2-befb-4d4e-ba8a-68ed9d794e6f","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-019"
"6d8d841f-1bb6-425e-bb15-80b5a745424e","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-020"
"1642a1c1-3ab9-43a7-a934-e4b666f6aa96","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-021"
"e61a936e-5df3-4acb-80b4-4f76eca04620","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-022"
"6ee64f04-330d-4e25-ae40-18adc78aa28a","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-023"
"825f392b-29ab-4a37-9226-726e83d919f9","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-024"
"841e26e4-d571-4779-ad16-81d8c252f177","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-025"
"092c954f-c483-4eca-a0cf-b75d481768cf","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-026"
"f926ae1d-dee1-4ef0-9e58-b5e7e1ceb575","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-027"
"1de4cf3a-e73c-4651-ad4a-1d9c3f301e93","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-028"
"a55ad47d-ef07-4401-aec8-66634cb8290b","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-029"
"c089ccb3-9525-408b-b214-52847c8e3c6c","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-031"
"1ebee418-28b2-405e-856a-cab4c1dabe5f","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-032"
"2728a672-441b-41db-ba59-94e291073c83","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-033"
"1394188d-d002-4dce-8f9c-f703a40ec76d","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-034"
"d566f8b1-bce0-464b-9523-a62aa0201fe5","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-035"
"f614d64e-8f6f-4526-9b6b-f0b2977dc2c9","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-036"
"718e59ab-89e7-40ef-9eea-4bc7f9b2cf8c","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-037"
"e83a8af3-fdd5-4e96-815d-730f69a7e1fe","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-038"
"f3da499b-52d1-4b43-96e8-6cc68b3abc9c","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-039"
"84042b4c-f4d0-463f-86c9-57c37d30014a","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-040"
"f8341cb2-2b49-4b1c-8363-3e3e58fe936b","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-041"
"8c7503aa-8957-407e-9349-36df08d05339","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-043"
"7c380cd4-e7f2-4078-a21e-901efbd0594c","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-044"
"dfb6914a-5662-45fb-8f34-e7777529fbd1","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-047"
"3cc3daf7-4e0d-4539-bbfc-9fde3ff3f708","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-048"
"7c52b754-9df1-4867-93c0-f670ca4dc134","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-050"
"f70dfcac-af1d-4661-bb22-724b76ed0c08","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-051"
"ba7f210e-0aed-460c-b573-728790f9c1a5","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-052"
"4bcdaab6-5690-4186-8af5-e27b43cc59ce","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-053"
"c0643359-1533-4d3a-9f60-68f1340012f6","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-054"
"06f57035-092f-4e8a-8044-c652e49ea0eb","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-055"
"06a695dd-ff4d-46f6-8f9b-9361a87e9a0f","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-056"
"b02fbe76-3067-4a4d-878c-953a0c79b866","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-057"
"e198c0d3-3e21-4b4b-acc8-b8c12dc1167a","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-058"
"86bd92c1-b44a-4040-9090-f34c57c315ea","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-059"
"54cea9bb-c369-48ac-a3bc-191d4f8701ca","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-061"
"fb475e22-9175-458f-b7d5-7d1e4d572e09","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-062"
"2106bc22-2d35-405d-8a4f-66208e054ed9","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-063"
"dcee9feb-6bfc-49a7-a456-5fe08a17f6d2","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-064"
"2cf1becc-11c8-42f8-9839-ef55f1b984e6","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-065"
"f3c7d3a9-6bbc-4488-a9b9-e1ce3e5747eb","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-066"
"12952bb3-5966-45d8-a0bb-714bde26224e","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-067"
"420fdffc-7322-419e-9353-b695d414f79f","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-069"
"48cdc883-dde0-40b7-b44c-2c3a0d642de1","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-070"
"6e386850-1069-4e7e-9f41-e84c327d7f38","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-071"
"012d8287-1afe-414c-9178-389300206903","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-072"
"ff3f8d3a-5ec9-4823-9c71-55cff5246ed1","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-073"
"f21dcf65-2526-4c80-b4e2-c5307289b75a","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-074"
"05a0e0e1-0b9e-463d-ab6c-32b0afe2f049","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-075"
"58edfea4-1c9a-4bb9-a3ce-2f95c3e86fee","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-076"
"e9df986b-a4ce-45d1-8e61-5f0537e01bae","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-078"
"4fdd16b4-2f75-4d32-97b3-9f3aee33d2f2","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-079"
"7b789685-fa9d-4dce-96c5-e15e6a6ca1a7","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-080"
"3c97c751-1fb9-47e1-b89c-c34b970eb718","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-081"
"8184f071-4500-4ed0-ab15-66bde26f7c2d","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-082"
"80881322-3b54-4d4d-98e7-af552f39fdb9","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-083"
"5a60a1d2-4ea5-4b5b-8ca5-6f6e26411e7a","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-084"
"7f36e386-08ed-44eb-b57d-1acaa25dac95","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-085"
"534aa2fe-64c7-4d5d-a381-3c3aef82bda3","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-086"
"304b523c-31cd-4bc5-bb32-1fd48f83add9","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-087"
"57b15a81-cfad-4aa0-ac66-02ca993fdc12","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-088"
"3e311159-27c5-4091-94d3-6a81d4ece588","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-089"
"69e2793d-1df3-4d8d-869b-d37b53e0d719","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-090"
"daaa141b-135c-4aad-914e-436d7d82bf19","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-091"
"d35f546b-c308-45f1-9dbf-d400a0065d35","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-092"
"e5addbe3-8b4e-4076-b61b-9b7e6e99dac1","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-093"
"8aa3a0cf-9e98-4b12-9126-9aa8514aa554","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-094"
"b58a471a-4838-415c-b239-c71e233b106e","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-095"
"35a45327-ccb4-498c-a613-803f509041ff","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-096"
"99900d1a-fe4f-4aec-bec4-12ba7f0e5ebd","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-097"
"e779e816-2989-496c-b1de-930de07a0599","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-098"
"bd421a59-1863-48a9-b499-4f35db764c43","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-099"
"d71da3cd-2110-483a-9bd5-a65131abe44c","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-100"
"161aaad7-0497-4a00-a83b-fdc7f9dc69ed","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","3","WL3-101"
"2ace4539-9d36-4a29-ac8d-1725f8a0660d","","folder-normal","not-started","","step","TRUE","FALSE","Internal","4"
"29168ea8-a6f4-44b4-810e-622b0c4f094f","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","4","WL4-001"
"e22d023b-8f3a-40ba-936d-d387d17b3717","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","4","WL4-002"
"09923d09-5691-4c6b-b0f6-75ef75ba58c7","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","4","WL4-003"
"c4e5e400-ca9c-4de1-b72f-d88eda607b4d","","checklist-flat","not-started","Commercial/Domestic (Internal)","checklist-flat","FALSE","FALSE","Internal","4","WL4-004"
