"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c8a4f35d-80b4-44a8-ad67-58f81fa7c6de","","checklist-flat","no-status-not-started","3b75876e962375e1fa84b90877f13bd8bad55be56e3a5558f873021cdd8ea4fb","checklist-flat","FALSE","FALSE","Job Details"
"4ce1eb48-b75b-4167-9ce8-b915bdde0419","","folder-normal","pass","","step","TRUE","FALSE","Site QA"
"271800cd-e956-42df-8125-0865ecc2c2f8","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Basement "
"6cd64fbd-e6df-403d-932e-4b24ec6e5fbb","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -thurs 7/10"
"4c942129-e160-4360-ad3d-09246a3db931","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -fri 8/9"
"9086cabf-81ce-4206-9a69-753dd2d702fb","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -sat 9/10"
"58b93a9f-b4fc-46a1-a815-40a17e3501aa","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -tues 12/10"
"b28f5c19-6ab8-4b16-add8-06b6a195533f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -wed 13/10"
"7a3be788-5e58-4a6a-b2ca-9697d8f7edf5","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -thurs 14/10"
"4f84273b-5dda-457b-ab98-ba72e378ea3a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -fri 15/10"
"24a473b7-4f35-4ecf-ba70-aae7f3450d59","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -sat 16/10"
"29c42cb8-c978-48a9-a94e-96aab046f115","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -mon 18/10"
"ff1b3213-e2ca-4f3b-a29b-d3b1e498e544","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -Tuesday 19/10"
"dfc52d1b-1733-4177-b5e7-698d19c032c3","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -wed 20/10"
"17f48c7c-5c9c-469d-a993-46ec26c24da2","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -thurs 21/10"
"09783ad0-fb4a-4a2f-82de-a455a8e1fb1a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -fri 22/10"
"d67c96d8-b406-4142-abe0-93fb3feb0d84","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -sat 23/10"
"cb6eafce-efd2-4a57-ba43-eff80ad7c144","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -mon 25/10"
"5312e71a-876e-4e86-a71c-2801b8424cf7","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -Tuesday 26/10"
"3bb51f6e-db11-4ae9-b1d2-b4ad10cc99b9","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -wed 27/10"
"2a72ba47-bcbd-493e-a3a3-498c795355f6","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -thurs 28/10"
"1ace7f60-8c58-4b46-b681-f13b56491c69","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Oct 21","Daily Full Activity Timesheet -fri29/10"
"e22df368-01ee-484b-a0e6-b16f9d7f4901","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","Nov 21"
"27c74712-e51c-44ad-a96d-b10b1bc5374a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -thurs 4/11"
"daad8ee1-73e1-4ffe-88d2-5c355ae05bde","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -fri 5/11"
"457a0a35-e41f-46dc-b8b3-2ac8eb76535d","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -sat 6/11"
"cd394736-1354-4b33-a67e-5d3229470dd2","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -mon 8/11"
"95b77dcc-5b7c-4096-b78e-51d90c1c9626","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -tues 9/11"
"bdbf7cb3-8d83-4217-b4b3-46e1e0aa4169","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -wed 10/11"
"7e64eb0c-c2f3-4e11-b109-501a8c5b141a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -thurs 11/11"
"2f4fa5c2-3dd1-481a-9cd3-391d6e36e92a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -fri12/11"
"9c01a8c5-6bb3-4c9f-9f53-37c98a3087f0","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -sat13/11"
"6bed36a7-69bf-47f5-b8f5-100a20828ae0","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -mon 15/12"
"80cb19b3-acbf-49b0-a071-9390790bf38f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -tues 16/11"
"c4d9c2ff-1fae-46ec-be3c-ded35e199b31","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -wed 17=11"
"e37cfe52-42d0-4ac3-9d4b-c26ca9eb2e8e","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -thurs 18/11"
"64f96e66-9fb1-4e3f-8263-f9046d211185","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -fri 19/11"
"6fae29c8-9480-4589-aa4c-b4a16a1e51d0","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -tues 23/11"
"42578c95-8fc0-442d-be72-514d59377d56","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -sat20/11"
"2c884bdc-254e-4dc5-995a-179e7fded47f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -wed 24/11"
"e922e8e5-3d9a-4d88-ab59-1e5baf9d0ff5","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -thurs 25/11"
"4769731b-d15a-4e88-90da-dd1cd7103ca3","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -fri26/11"
"ea75f816-af96-4abc-abb0-d19a07fcc8b2","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -sat 27/11"
"a5ffdf3b-45e3-4a0f-be44-2ef56ca7841a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -mon 29=11"
"53ab7b39-5071-48f8-9730-11bd9563e8f5","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Nov 21","Daily Full Activity Timesheet -Tuesday 30/11"
"a2c79875-a666-4331-a6ee-e5be464bdcff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","Dec21"
"a2360b38-7521-4fed-bfb3-42763e312642","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -wed 1/12"
"0ab56778-b07c-4b35-b95a-b272174b146b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -thurs 2/12"
"d0afece5-0a77-4e87-9908-6b883d3b1bb0","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -fri 3/12"
"b546604a-0d5c-44c7-ba3c-103708c7fae6","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -sat 4/12"
"4c915a50-e763-4b43-849e-ab4d4e573f14","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -tues 7/12"
"8e4aa346-b8dd-4463-a942-240972aeee7c","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -wed 8/12"
"44123e06-ac7f-4c35-ad4a-2ec4dec9be57","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -thurs 9/12"
"8763d540-777c-4bfa-bdee-069224cecb0b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -fru10/12"
"34a38844-33ca-4bd9-9d6d-7ffb362039c2","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -sat 11/12"
"7d2cb065-8ed0-47d7-bfa7-a7c5b60b16e4","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -mon 13/12"
"7b1a0ada-e5f6-4447-b26c-be57d2011304","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -tues 14/12"
"5276c0bc-ae48-4376-9ecf-0e1d90e7b10d","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -wed 15/12"
"4b7ed44a-cff7-4a21-9f30-290b97ed7fec","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -thurs 16/12"
"cbccc81e-b0a1-4c87-a30a-44107951e26d","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -fri 17/12"
"0cc97105-97b1-4fd7-8932-efa567870176","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -sat 18/12"
"56e918e2-9b33-4743-a821-e07a2b20bb19","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -mon 20/12"
"6895f88a-6840-4ee3-8d8a-283e959fa594","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Dec21","Daily Full Activity Timesheet -tues 21/12"
"3819cf1e-2c35-4c37-acbe-33fa1c9a207b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","Jan 2022 "
"4d61ddeb-ef46-4c62-a08b-e9ff9f47ae16","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet - tues 11/1"
"ad963709-f4d3-484d-bb45-97ca4d96c7b4","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -wed 12/1 "
"11e74c33-a362-47f8-82db-e4761b332744","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -thurs 13/1"
"4e783fef-94ec-484e-963e-7f91ee09b8bb","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -fri14/1"
"3e42f50b-7a96-4e8a-a242-ee9409f80af9","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -sat 15/1"
"52cd6ebb-0826-498b-8851-55684e43c572","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -mon 17/1"
"818260b1-1926-4195-9f8a-dbe10a1f2b09","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -tues 18/1"
"879675e3-3690-40a7-b119-0c87fa8d7105","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -wed 19/1"
"72890d47-fe00-4da4-b94b-26972d9e8c11","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -thurs 20/1"
"e358392b-af9e-4733-9c7a-d452ce36245a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -fri 21/1"
"5e559bb5-fc56-4eb6-9e0d-db9cc07232e3","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -sat 22/1"
"483ffd5f-8174-44ff-a659-22d4a9f5b25b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -thurs 27/1"
"8ebdd078-5f2f-4308-b767-e70aad077444","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -fri 28/1"
"8d1a7f06-5d1e-443f-8e6f-1c3b9e814d88","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -sat 29/1"
"e471d22b-f08a-4783-b3c4-60c088a45e24","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Jan 2022 ","Daily Full Activity Timesheet -mon 31/1"
"2d546db4-20af-43bd-9fd5-0a8d3a0e8396","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","Feb 22"
"28a268c5-b24a-4e2e-8f14-47396b38208c","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -tues 1/2"
"db8308be-09e3-4b1f-a8cf-a11f4201787c","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -wed 2/2"
"eeb531de-7336-4f76-8f66-717ffbaa09d2","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -thurs 3/2"
"f418469e-efdc-4de7-b1af-a8a3fa5861cd","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -fri 4/2"
"273da0eb-a6d8-4e81-9053-811325068425","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -sat 5/2"
"d4adf999-9f3b-4114-a50d-e5ab960ab9e3","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -tues 8/2"
"db5a03ed-1c10-4c40-9718-1008454f2c48","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -wed 9/2"
"dfa63c2f-4715-4490-81d1-594d06662dbe","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet - thurs 10/2"
"4c6fb0b9-ae40-4e06-84de-3f0f940975cd","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet - fri 11/2"
"b56240f9-783d-4b5e-8dfc-41d77f6579dd","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -sat 12/2"
"215c7b5a-1536-4709-8c68-28926735185f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -mon 14/2"
"98b19700-bc8c-43cb-aa4a-4998c0eba89d","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -tues 15/2"
"2a655322-973f-400b-b80a-34e05a104f76","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -wed16/2"
"19186b0f-6755-44ee-bef8-dde5a98b6919","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -thurs 17/2"
"8f9aabb9-8539-4b73-aec8-18ac7d541568","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -fri 18/2"
"2312ea53-f00f-4ae9-acbe-ab9430cd52a2","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -sat 19/2"
"4fcd7896-862f-4418-ae05-6d6ae11448a6","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -tues 22/2"
"a8c412e7-e1fc-4927-a7b4-29176b158f4f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -wed 23/2"
"8c966577-3e15-40df-8553-9749abd922a8","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -thurs 24/2"
"4cf50658-f97b-467c-ba3a-9c1dcd42d53f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -fri 25/2"
"57055c4f-48ed-43d2-b6d1-20a2456c81c9","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -sat 26/2"
"1db29245-d0d1-4068-a996-bd0a7d285f56","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","Feb 22","Daily Full Activity Timesheet -mon 28/2"
"80bf151c-1062-4a63-b789-5a86eb7c5389","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Full Activity Timesheets","March 22"
"07df0207-c4bf-479b-b4a9-12267f82655b","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -tues 1/3"
"a267fa3d-4867-4518-8dd3-abd7bb10caee","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -wed 2/3"
"12dcb47b-74be-448d-8854-0075e8a8c2dd","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Thurs 3/3"
"0ef0d658-12f5-4672-a5a6-316ee712e447","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Fri 4/3"
"08e7355c-23d8-4d78-bbfb-fd05bb480a4a","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -sat 5/3"
"25ab5e31-64ac-4681-b21c-1082fa433d15","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Mon 7/3"
"9e3e9558-bee9-463a-bbd5-209098299cbd","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Tues 8/3"
"5ed0f9d9-737e-49ce-a53b-93cf07c50350","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -wed 9/3"
"5d3e4555-7664-4db6-b78a-4e3c51c9933f","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Thurs 10/3"
"aca5b14d-6219-4f12-b618-16548155a71d","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -fri 11/3"
"9c286f94-b24e-4567-b306-9144c59574ec","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -wed 16/3"
"735eab89-0a7c-4db6-9619-2a9757f0d009","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Thurs 17/3"
"57c50ca5-e354-419f-991f-a507166a8264","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -fri18/3"
"847340ec-334f-4811-9a9e-52de4e4e95e6","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -sat 19/3"
"4e7ddd54-a59d-4a84-9cbb-5477ccd90016","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -21/3"
"8f15bb3b-2ce1-4123-a386-a6c19eec8006","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Tues 22/3"
"47076d66-8d91-4226-a627-e3c8a14bdc65","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Wed 23/3"
"da9e7650-4739-4b62-a510-f3059b15c4e4","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Thurs 24/3 "
"cec7e467-df9f-4d76-98c9-24c8b04cb238","","checklist-flat","work-in-progress","Daily Full Activity Timesheet","checklist-flat","FALSE","FALSE","Daily Full Activity Timesheets","March 22","Daily Full Activity Timesheet -Fri 25/3"
