PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED
'05-12,CONSTRUCTION,MIR008,L05,CORE STAIR,'05-12,STAIR 1,GREY CONC,200,3.06,7.6,15.32,16.69,40,539.49,176.05,2700,6180,2700,6180,LMC10 ,10.0T ,YES
'05-13,CONSTRUCTION,MIR008,L05,PANEL,'05-13,PW3A,GREY CONC,200,2.16,5.26,10.71,10.74,50,177.67,82.42,3807,2820,3807,2820,LMC10 ,10.0T ,NO
'05-14,CONSTRUCTION,MIR008,L05,COLUMN,'05-14,P-C2,GREY CONC,250,1.13,2.77,4.54,4.74,40,156.66,138.15,800,5920,800,5920,LMC10 LMC10 ,8.0T 7.0T ,YES
'05-15,CONSTRUCTION,MIR008,L05,PANEL,'05-15,PW3A,GREY CONC,200,2.13,5.21,10.6,10.62,50,181.09,84.88,3767,2820,3767,2820,LMC10 ,10.0T ,NO
'05-16,CONSTRUCTION,MIR008,L05,PANEL,'05-16,PW2A,GREY CONC,200,2.51,6.11,11.09,11.61,50,192.2,76.48,3922,2959,3922,2959,LMC10 ,10.0T ,NO
'05-17,CONSTRUCTION,MIR008,L05,PANEL,'05-17,PW6A,GREY CONC,200,1.94,4.78,9.11,9.13,40,169.08,87.09,2925,3122,2925,3122,LMC10 ,10.0T ,NO
'05-18,CONSTRUCTION,MIR008,L05,PANEL,'05-18,PW6A,GREY CONC,200,2.04,5.01,9.52,9.52,40,142.14,69.54,3049,3122,3049,3122,LMC10 ,10.0T ,NO
'05-19,CONSTRUCTION,MIR008,L05,PANEL,'05-19,PW6A,GREY CONC,200,1.86,4.57,9.3,9.3,40,145.18,78.01,2980,3122,2980,3122,LMC10 ,10.0T ,NO
'05-20,CONSTRUCTION,MIR008,L05,PANEL,'05-20,PW6A,GREY CONC,200,1.42,3.5,6.43,6.43,40,124.62,87.62,2059,3122,2059,3122,LMC10 ,10.0T ,NO
'05-21,CONSTRUCTION,MIR008,L05,PANEL,'05-21,PW2C,GREY CONC,200,2.9,7.28,14.48,14.95,50,461.95,159.57,2500,5980,2500,5980,LMC10 ,10.0T ,YES
'05-22,CONSTRUCTION,MIR008,L05,COLUMN,'05-22,P-C2,GREY CONC,250,1.1,2.74,4.41,4.67,50,212.36,192.7,800,5840,800,5840,LMC10 LMC10 ,10.0T 7.0T ,YES
'05-23,CONSTRUCTION,MIR008,L05,PANEL,'05-23,PW6A,GREY CONC,220,1.66,4.08,6.88,6.88,40,145.58,87.9,2204,3122,2204,3122,LMC10 ,10.0T ,NO
'05-24,CONSTRUCTION,MIR008,L05,PANEL,'05-24,PW2A,GREY CONC,200,1.98,4.9,9.88,10.29,50,260.3,131.72,1720,5980,1720,5980,LMC10 ,10.0T ,YES
'05-25,CONSTRUCTION,MIR008,L05,PANEL,'05-25,PW6B,GREY CONC,200,2.68,6.6,12.38,12.38,50,229.75,85.88,1990,6222,1990,6222,LMC10 ,10.0T ,YES
'05-26,CONSTRUCTION,MIR008,L05,PANEL,'05-26,,GREY CONC,150,0.85,2.13,5.65,5.9,40,138.7,163.66,1000,5899,1000,5899,LMC10 ,10.0T ,YES
'05-28,CONSTRUCTION,MIR008,L05,PANEL,'05-28,PW2A,GREY CONC,200,1.27,3.19,6.37,6.58,50,216.89,170.27,1100,5980,1100,5980,LMC10 LMC10 ,10.0T 7.0T ,YES
'05-29,CONSTRUCTION,MIR008,L05,COLUMN,'05-29,P-C9,GREY CONC,250,1.46,3.62,5.84,6.1,50,252.7,173.08,1030,5920,1030,5920,LMC10 LMC10 ,10.0T 7.0T ,YES
'05-30,CONSTRUCTION,MIR008,L05,PANEL,'05-30,PW3B,GREY CONC,300,3.05,7.44,10.17,10.2,40,225.47,73.87,3617,2820,3617,2820,LMC10 ,10.0T ,NO
'05-31,CONSTRUCTION,MIR008,L05,COLUMN,'05-31,P-C6,GREY CONC,250,0.87,2.18,3.47,3.59,65,203.64,234.45,600,5980,600,5980,LMC10 ,10.0T ,YES
'05-32,CONSTRUCTION,MIR008,L05,PANEL,'05-32,PW2A,GREY CONC,200,1.92,4.67,8.98,8.98,50,153.41,79.88,1444,6222,1444,6222,LMC10 ,10.0T ,YES
'05-33,CONSTRUCTION,MIR008,L05,PANEL,'05-33,PW2A,GREY CONC,200,2.9,7.15,14.48,14.95,50,309.24,106.82,2500,5980,2500,5980,LMC10 ,10.0T ,YES
'05-34,CONSTRUCTION,MIR008,L05,PANEL,'05-34,PSW1,GREY CONC,200,1.96,4.8,9.79,9.79,50,424.16,216.58,3400,2880,3400,2880,LMC10 ,10.0T ,NO
'05-36,CONSTRUCTION,MIR008,L05,PANEL,'05-36,PW2C,GREY CONC,200,2.89,7.27,14.46,14.95,65,457.83,158.28,2500,5980,2500,5980,LMC10 ,10.0T ,YES
'05-37,CONSTRUCTION,MIR008,L05,PANEL,'05-37,PW2A,GREY CONC,200,1.04,2.57,4.96,4.96,50,95.82,91.84,1588,3122,1588,3122,LMC10 ,10.0T ,NO
'05-38,CONSTRUCTION,MIR008,L05,PANEL,'05-38,PW2A,GREY CONC,200,3.17,7.72,14.64,14.64,50,217.85,68.82,2353,6222,2353,6222,LMC10 ,10.0T ,YES
'05-39,CONSTRUCTION,MIR008,L05,PANEL,'05-39,PW2A,GREY CONC,200,2.55,6.31,12.74,13.16,50,296.65,116.44,2200,5980,2200,6130,LMC10 ,10.0T ,YES
'05-40,CONSTRUCTION,MIR008,L05,COLUMN,'05-40,P-C2,GREY CONC,250,1.16,2.83,4.63,4.78,40,159.57,137.8,800,5980,800,5980,LMC10 LMC10 ,10.0T 7.0T ,YES
'05-41,CONSTRUCTION,MIR008,L05,PANEL,'05-41,PW2C,GREY CONC,200,2.55,6.43,12.74,13.16,50,435.41,170.91,2200,5980,2200,5980,LMC10 ,10.0T ,YES
'05-42,CONSTRUCTION,MIR008,L05,PANEL,'05-42,PW2A,GREY CONC,200,3.28,8.02,16.28,16.66,50,265.65,80.88,5704,2920,5704,2920,LMC10 ,10.0T ,NO
'05-43,CONSTRUCTION,MIR008,L05,PANEL,'05-43,PW2C,GREY CONC,200,1.74,4.45,8.69,8.97,65,408.78,235.34,1500,5980,1500,5980,LMC10 ,10.0T ,YES
'05-44,CONSTRUCTION,MIR008,L05,PANEL,'05-44,PW2A,GREY CONC,200,3.52,8.62,15.1,15.1,50,298.17,84.63,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'05-45,CONSTRUCTION,MIR008,L05,COLUMN,'05-45,P-C2,GREY CONC,250,1.13,2.76,4.52,4.74,40,175.18,155.04,800,5920,800,5920,LMC10 LMC10 ,10.0T 7.0T ,YES
'05-46,CONSTRUCTION,MIR008,L05,COLUMN,'05-46,P-C2,GREY CONC,250,1.13,2.79,4.54,4.74,40,175.53,154.79,800,5920,800,5920,LMC10 ,10.0T ,YES
'05-47,CONSTRUCTION,MIR008,L05,COLUMN,'05-47,P-C2,GREY CONC,250,1.13,2.78,4.52,4.74,40,174.95,154.84,800,5919,800,5919,LMC10 ,10.0T ,YES
'05-48,CONSTRUCTION,MIR008,L05,PANEL,'05-48,PW3A,GREY CONC,200,2.82,6.88,12.05,12.07,50,212.58,75.35,4279,2820,4279,2820,LMC10 ,10.0T ,NO
'05-49,CONSTRUCTION,MIR008,L05,COLUMN,'05-49,P-C2,GREY CONC,250,1.1,2.71,4.41,4.67,40,173.04,157.02,800,5839,800,5839,LMC10 LMC10 ,10.0T 7.0T ,YES
'05-50,CONSTRUCTION,MIR008,L05,PANEL,'05-50,PW3B,GREY CONC,300,3.85,9.38,11.96,11.98,40,255.92,66.51,4249,2820,4249,2820,LMC10 ,10.0T ,NO
'05-51,CONSTRUCTION,MIR008,L05,PANEL,'05-51,PW1A,GREY CONC,200,3.85,9.29,18.34,18.34,50,294.3,76.46,6598,2780,6598,2780,LMC10 ,10.0T ,NO
'05-52,CONSTRUCTION,MIR008,L05,PANEL,'05-52,PW1A,GREY CONC,200,2.9,7.08,14.5,14.5,50,216.41,74.64,2330,6222,2330,6222,LMC10 ,10.0T ,YES
'05-53,CONSTRUCTION,MIR008,L05,PANEL,'05-53,PW1A,GREY CONC,200,3.38,8.24,16.89,16.89,50,243.73,72.14,2714,6222,2714,6222,LMC10 ,10.0T ,YES
'05-54,CONSTRUCTION,MIR008,L05,PANEL,'05-54,PW1A,GREY CONC,300,2.07,5.01,6.62,6.62,50,128.01,61.77,2121,3122,2121,3122,LMC10 ,10.0T ,NO
'05-55,CONSTRUCTION,MIR008,L05,PANEL,'05-55,PW2A,GREY CONC,200,3.57,8.7,16.49,16.49,50,238.88,66.95,2650,6222,2650,6222,LMC10 ,10.0T ,YES
'05-56,CONSTRUCTION,MIR008,L05,PANEL,'05-56,PW2D,GREY CONC,200,1.99,4.86,9.21,9.2,50,155.92,78.21,1479,6222,1479,6222,LMC10 ,10.0T ,YES
'05-57,CONSTRUCTION,MIR008,L05,PANEL,'05-57,PW2A,GREY CONC,200,1.48,3.56,6.62,6.62,50,122.94,83.25,2121,3122,2121,3122,LMC10 ,10.0T ,NO
'05-58,CONSTRUCTION,MIR008,L05,PANEL,'05-58,PW2A,GREY CONC,200,2.3,5.58,10.47,10.47,50,160.07,69.7,3353,3122,3353,3122,LMC10 ,10.0T ,NO
'05-59,CONSTRUCTION,MIR008,L05,PANEL,'05-59,PW2A,GREY CONC,200,1.86,4.63,9.32,9.62,50,243.72,130.81,1609,5980,1609,5980,LMC10 ,10.0T ,YES
'05-60,CONSTRUCTION,MIR008,L05,PANEL,'05-60,PSW2,GREY CONC,200,2.19,5.31,10.94,10.94,50,437.16,199.72,3800,2880,3800,2880,LMC10 ,10.0T ,NO
'05-61,CONSTRUCTION,MIR008,L05,PANEL,'05-61,PW2A,GREY CONC,200,2.9,7.13,14.48,14.95,50,309.5,106.91,2500,5980,2500,5980,LMC10 ,10.0T ,YES
'05-62,CONSTRUCTION,MIR008,L05,COLUMN,'05-62,P-C3,GREY CONC,350,0.69,1.66,2.73,2.72,40,132.78,193.56,980,2780,980,2780,LMC10 ,10.0T ,NO
'05-63,CONSTRUCTION,MIR008,L05,COLUMN,'05-63,P-C2,GREY CONC,250,1.13,2.76,4.52,4.74,40,156.88,138.84,800,5920,800,5920,LMC10 LMC10 ,10.0T 7.0T ,YES
'05-64,CONSTRUCTION,MIR008,L05,PANEL,'05-64,PW3A,GREY CONC,200,2.76,6.73,13.63,13.76,50,221.81,80.24,4879,2820,4879,2820,LMC10 ,10.0T ,NO
'05-65,CONSTRUCTION,MIR008,L05,PANEL,'05-65,PW2A,GREY CONC,200,3.38,8.23,15.1,15.1,50,230.86,68.21,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'05-66,CONSTRUCTION,MIR008,L05,PANEL,'05-66,PW2A,GREY CONC,200,2.21,5.37,11.07,11.13,50,173.95,78.58,3865,2880,3865,2880,LMC10 ,10.0T ,NO
'05-67,CONSTRUCTION,MIR008,L05,COLUMN,'05-67,P-C11,GREY CONC,300,1.58,3.86,6.03,6.33,40,166.3,105.57,1070,5920,1070,5920,LMC10 LMC10 ,10.0T 7.0T ,YES
'05-68,CONSTRUCTION,MIR008,L05,COLUMN,'05-68,P-C6,GREY CONC,250,0.83,2.08,3.31,3.5,50,201.64,243.97,600,5840,600,5840,LMC10 LMC10 ,10.0T 7.0T ,YES
'06-02,CONSTRUCTION,MIR008,L06,CORE STAIR,'06-02,STAIR 3,GREY CONC,200,2.68,6.54,13.39,16.79,40,444.51,166,5450,3080,5450,3080,LMC10 ,10.0T ,NO
'06-03,CONSTRUCTION,MIR008,L06,CORE STAIR,'06-03,STAIR 3,GREY CONC,200,1.43,3.51,6.95,8.32,40,290.56,202.7,2700,3080,2700,3080,LMC10 ,10.0T ,NO
'06-04,CONSTRUCTION,MIR008,L06,CORE STAIR,'06-04,STAIR 3,GREY CONC,200,3.22,7.77,16.1,16.78,40,466.14,144.73,5449,3080,5449,3080,LMC10 ,10.0T ,NO
'06-05,CONSTRUCTION,MIR008,L06,CORE LIFT,'06-05,LIFT,GREY CONC,200,2.02,5.06,10.11,15.86,40,462.25,228.67,5150,3080,5150,3080,LMC10 ,10.0T ,NO
'06-07,CONSTRUCTION,MIR008,L06,CORE LIFT,'06-07,LIFT,GREY CONC,200,3.04,7.3,15.18,15.86,40,435.48,143.44,5150,3080,5150,3080,LMC10 ,10.0T ,NO
'06-09,CONSTRUCTION,MIR008,L06,CORE STAIR,'06-09,STAIR 1,GREY CONC,200,3.07,7.37,15.14,15.7,40,436.31,142.22,5100,3079,5100,3079,LMC10 ,10.0T ,NO
'06-10,CONSTRUCTION,MIR008,L06,CORE STAIR,'06-10,STAIR 1,GREY CONC,200,1.07,2.52,4.99,8.32,40,221.27,207.05,2700,3080,2700,3080,LMC10 ,10.0T ,NO
'06-11,CONSTRUCTION,MIR008,L06,CORE STAIR,'06-11,STAIR 1,GREY CONC,200,2.76,6.67,13.79,15.7,40,413.98,150.11,5100,3079,5100,3079,LMC10 ,10.0T ,NO
'06-13,CONSTRUCTION,MIR008,L06,PANEL,'06-13,PW3A,GREY CONC,200,2.16,5.26,10.71,10.74,50,177.67,82.42,3807,2820,3807,2820,LMC10 ,10.0T ,NO
'06-15,CONSTRUCTION,MIR008,L06,PANEL,'06-15,PW3A,GREY CONC,200,2.13,5.2,10.6,10.62,50,173.58,81.36,3767,2820,3767,2820,LMC10 ,10.0T ,NO
'06-16,CONSTRUCTION,MIR008,L06,PANEL,'06-16,PW2A,GREY CONC,200,2.51,6.1,11.09,11.61,50,185.01,73.62,3922,2959,3922,2959,LMC10 ,10.0T ,NO
'06-17,CONSTRUCTION,MIR008,L06,PANEL,'06-17,PW6A,GREY CONC,200,1.94,4.78,9.11,9.13,40,162.79,83.85,2925,3122,2925,3122,LMC10 ,10.0T ,NO
'06-18,CONSTRUCTION,MIR008,L06,PANEL,'06-18,PW6A,GREY CONC,200,2.04,5.01,9.52,9.52,40,142.14,69.54,3049,3122,3049,3122,LMC10 ,10.0T ,NO
'06-19,CONSTRUCTION,MIR008,L06,PANEL,'06-19,PW6A,GREY CONC,200,1.86,4.57,9.3,9.3,40,139.53,74.98,2980,3122,2980,3122,LMC10 ,10.0T ,NO
'06-20,CONSTRUCTION,MIR008,L06,PANEL,'06-20,PW6A,GREY CONC,200,1.42,3.5,6.43,6.43,40,119.7,84.16,2059,3122,2059,3122,LMC10 ,10.0T ,NO
'06-23,CONSTRUCTION,MIR008,L06,PANEL,'06-23,PW6A,GREY CONC,220,1.66,4.08,6.88,6.88,40,140.25,84.68,2204,3122,2204,3122,LMC10 ,10.0T ,NO
'06-30,CONSTRUCTION,MIR008,L06,PANEL,'06-30,PW3B,GREY CONC,300,3.05,7.43,10.17,10.2,40,215.48,70.6,3617,2820,3617,2820,LMC10 ,10.0T ,NO
'06-34,CONSTRUCTION,MIR008,L06,PANEL,'06-34,PSW1,GREY CONC,200,1.96,4.78,9.79,9.79,50,402.07,205.31,3400,2880,3400,2880,LMC10 ,10.0T ,NO
'06-37,CONSTRUCTION,MIR008,L06,PANEL,'06-37,PW2A,GREY CONC,200,1.04,2.57,4.96,4.96,50,92.04,88.22,1588,3122,1588,3122,LMC10 ,10.0T ,NO
'06-42,CONSTRUCTION,MIR008,L06,PANEL,'06-42,PW2A,GREY CONC,200,3.28,8.01,16.28,16.66,50,255.67,77.84,5704,2920,5704,2920,LMC10 ,10.0T ,NO
'06-44,CONSTRUCTION,MIR008,L06,PANEL,'06-44,PW2A,GREY CONC,200,3.52,8.61,15.1,15.1,50,286.74,81.39,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'06-48,CONSTRUCTION,MIR008,L06,PANEL,'06-48,PW3A,GREY CONC,200,2.82,6.87,12.05,12.07,50,204.31,72.42,4279,2820,4279,2820,LMC10 ,10.0T ,NO
'06-50,CONSTRUCTION,MIR008,L06,PANEL,'06-50,PW3B,GREY CONC,300,3.85,9.36,11.96,11.98,40,260.36,67.66,4249,2820,4249,2980,LMC10 ,10.0T ,NO
'06-51,CONSTRUCTION,MIR008,L06,PANEL,'06-51,PW1A,GREY CONC,200,3.85,9.28,18.34,18.34,50,282.24,73.33,6598,2780,6598,2780,LMC10 ,10.0T ,NO
'06-54,CONSTRUCTION,MIR008,L06,PANEL,'06-54,PW1A,GREY CONC,300,2.07,5.01,6.62,6.62,50,128.01,61.77,2121,3122,2121,3122,LMC10 ,10.0T ,NO
'06-57,CONSTRUCTION,MIR008,L06,PANEL,'06-57,PW2A,GREY CONC,200,1.5,3.63,6.62,6.62,50,122.94,82.22,2121,3122,2121,3122,LMC10 ,10.0T ,NO
'06-58,CONSTRUCTION,MIR008,L06,PANEL,'06-58,PW2A,GREY CONC,200,2.3,5.55,10.47,10.47,50,153.86,67,3353,3122,3353,3122,LMC10 ,10.0T ,NO
'06-60,CONSTRUCTION,MIR008,L06,PANEL,'06-60,PSW2,GREY CONC,200,2.19,5.31,10.94,10.94,50,437.16,199.72,3800,2880,3800,2880,LMC10 ,10.0T ,NO
'06-62,CONSTRUCTION,MIR008,L06,COLUMN,'06-62,P-C3,GREY CONC,350,0.69,1.65,2.73,2.72,40,128.77,187.72,980,2780,980,2780,LMC10 ,10.0T ,NO
'06-64,CONSTRUCTION,MIR008,L06,PANEL,'06-64,PW3A,GREY CONC,200,2.76,6.73,13.63,13.76,50,213.53,77.24,4879,2820,4879,2820,LMC10 ,10.0T ,NO
'06-65,CONSTRUCTION,MIR008,L06,PANEL,'06-65,PW2A,GREY CONC,200,3.38,8.23,15.1,15.1,50,230.86,68.21,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'06-66,CONSTRUCTION,MIR008,L06,PANEL,'06-66,PW2A,GREY CONC,200,2.21,5.36,11.07,11.13,50,167.18,75.52,3865,2880,3865,2880,LMC10 ,10.0T ,NO
'07-01,CONSTRUCTION,MIR008,L07,CORE STAIR,'07-01,STAIR 3,GREY CONC,200,3.06,7.54,15.32,16.69,40,462.36,150.88,2700,6180,2700,6180,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-02,CONSTRUCTION,MIR008,L07,CORE STAIR,'07-02,STAIR 3,GREY CONC,200,2.67,6.49,13.37,16.78,40,416.08,155.59,5449,3080,5449,3080,LMC10 ,10.0T ,NO
'07-03,CONSTRUCTION,MIR008,L07,CORE STAIR,'07-03,STAIR 3,GREY CONC,200,1.59,3.87,7.75,8.32,40,261.03,163.84,2700,3080,2700,3080,LMC10 ,10.0T ,NO
'07-04,CONSTRUCTION,MIR008,L07,CORE STAIR,'07-04,STAIR 3,GREY CONC,200,3.22,7.7,16.1,16.78,40,418.11,129.82,5449,3080,5449,3080,LMC10 ,10.0T ,NO
'07-05,CONSTRUCTION,MIR008,L07,CORE LIFT,'07-05,LIFT,GREY CONC,200,2.02,5,10.11,15.86,40,421.15,208.34,5150,3080,5150,3080,LMC10 ,10.0T ,NO
'07-06,CONSTRUCTION,MIR008,L07,CORE LIFT,'07-06,LIFT,GREY CONC,200,3.19,7.84,15.94,17.3,40,473.67,148.58,2800,6180,2800,6180,LMC10 ,10.0T ,YES
'07-07,CONSTRUCTION,MIR008,L07,CORE LIFT,'07-07,LIFT,GREY CONC,200,3.04,7.24,15.18,15.86,40,398.28,131.19,5150,3080,5150,3080,LMC10 ,10.0T ,NO
'07-08,CONSTRUCTION,MIR008,L07,CORE LIFT,'07-08,LIFT,GREY CONC,200,3.19,7.84,15.94,17.3,40,473.67,148.58,2800,6179,2800,6179,LMC10 ,10.0T ,YES
'07-09,CONSTRUCTION,MIR008,L07,CORE STAIR,'07-09,STAIR 1,GREY CONC,200,3.07,7.31,15.14,15.7,40,388.01,126.48,5100,3079,5100,3079,LMC10 ,10.0T ,NO
'07-10,CONSTRUCTION,MIR008,L07,CORE STAIR,'07-10,STAIR 1,GREY CONC,200,0.98,2.41,4.9,8.32,40,211.12,215.37,2700,3080,2700,3080,LMC10 ,10.0T ,NO
'07-11,CONSTRUCTION,MIR008,L07,CORE STAIR,'07-11,STAIR 1,GREY CONC,200,3.01,7.25,15.03,15.7,40,398.37,132.56,5100,3079,5100,3079,LMC10 ,10.0T ,NO
'07-12,CONSTRUCTION,MIR008,L07,CORE STAIR,'07-12,STAIR 1,GREY CONC,200,3.06,7.54,15.32,16.69,40,463.02,151.1,2700,6180,2700,6180,LMC10 ,10.0T ,YES
'07-13,CONSTRUCTION,MIR008,L07,PANEL,'07-13,PW3A,GREY CONC,200,2.16,5.26,10.71,10.74,40,177.67,82.42,3807,2820,3807,2820,LMC10 ,10.0T ,NO
'07-14,CONSTRUCTION,MIR008,L07,COLUMN,'07-14,P-C2,GREY CONC,250,1.13,2.77,4.54,4.74,40,149.94,132.22,800,5920,800,5920,LMC10 LMC10 ,8.0T 7.0T ,YES
'07-15,CONSTRUCTION,MIR008,L07,PANEL,'07-15,PW3A,GREY CONC,200,2.13,5.2,10.6,10.62,40,173.58,81.36,3767,2820,3767,2820,LMC10 ,10.0T ,NO
'07-16,CONSTRUCTION,MIR008,L07,PANEL,'07-16,PW2A,GREY CONC,200,2.51,6.1,11.09,11.61,40,185.01,73.62,3922,2959,3922,2959,LMC10 ,10.0T ,NO
'07-17,CONSTRUCTION,MIR008,L07,PANEL,'07-17,PW6A,GREY CONC,200,1.94,4.78,9.11,9.13,40,162.79,83.85,2925,3122,2925,3122,LMC10 ,10.0T ,NO
'07-18,CONSTRUCTION,MIR008,L07,PANEL,'07-18,PW6A,GREY CONC,200,2.04,5.01,9.52,9.52,40,142.14,69.54,3049,3122,3049,3122,LMC10 ,10.0T ,NO
'07-19,CONSTRUCTION,MIR008,L07,PANEL,'07-19,PW6A,GREY CONC,200,1.86,4.57,9.3,9.3,40,139.53,74.98,2980,3122,2980,3122,LMC10 ,10.0T ,NO
'07-20,CONSTRUCTION,MIR008,L07,PANEL,'07-20,PW6A,GREY CONC,200,1.42,3.5,6.43,6.43,40,119.7,84.16,2059,3122,2059,3122,LMC10 ,10.0T ,NO
'07-21,CONSTRUCTION,MIR008,L07,PANEL,'07-21,PW2C,GREY CONC,200,2.9,7.18,14.48,14.95,50,340.38,117.57,2500,5980,2500,5980,LMC10 ,10.0T ,YES
'07-22,CONSTRUCTION,MIR008,L07,COLUMN,'07-22,P-C2,GREY CONC,250,1.1,2.68,4.41,4.67,40,144.57,131.19,800,5840,800,5840,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-23,CONSTRUCTION,MIR008,L07,PANEL,'07-23,PW6A,GREY CONC,220,1.66,4.08,6.88,6.88,40,140.25,84.68,2204,3122,2204,3122,LMC10 ,10.0T ,NO
'07-24,CONSTRUCTION,MIR008,L07,PANEL,'07-24,PW2A,GREY CONC,200,1.98,4.9,9.88,10.29,40,249.74,126.38,1720,5980,1720,5980,LMC10 ,10.0T ,YES
'07-25,CONSTRUCTION,MIR008,L07,PANEL,'07-25,PW6B,GREY CONC,200,2.68,6.59,12.38,12.38,40,220.85,82.56,1990,6222,1990,6222,LMC10 ,10.0T ,YES
'07-26,CONSTRUCTION,MIR008,L07,PANEL,'07-26,,GREY CONC,150,0.85,2.13,5.65,5.9,40,132.93,156.85,1000,5899,1000,5899,LMC10 ,10.0T ,YES
'07-28,CONSTRUCTION,MIR008,L07,PANEL,'07-28,PW2A,GREY CONC,200,1.27,3.16,6.37,6.58,40,173.54,136.24,1100,5980,1100,5980,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-29,CONSTRUCTION,MIR008,L07,COLUMN,'07-29,P-C9,GREY CONC,250,1.46,3.63,5.84,6.1,40,244.92,167.75,1030,5920,1030,5920,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-30,CONSTRUCTION,MIR008,L07,PANEL,'07-30,PW3B,GREY CONC,300,3.05,7.43,10.17,10.2,40,215.48,70.6,3617,2820,3617,2820,LMC10 ,10.0T ,NO
'07-31,CONSTRUCTION,MIR008,L07,COLUMN,'07-31,P-C6,GREY CONC,250,0.87,2.19,3.47,3.59,40,199.2,229.34,600,5980,600,5980,LMC10 ,10.0T ,YES
'07-32,CONSTRUCTION,MIR008,L07,PANEL,'07-32,PW2A,GREY CONC,200,1.92,4.67,8.98,8.98,40,147.38,76.74,1444,6222,1444,6222,LMC10 ,10.0T ,YES
'07-33,CONSTRUCTION,MIR008,L07,PANEL,'07-33,PW2A,GREY CONC,200,2.9,7.14,14.48,14.95,40,296.87,102.55,2500,5980,2500,5980,LMC10 ,10.0T ,YES
'07-34,CONSTRUCTION,MIR008,L07,PANEL,'07-34,PSW1,GREY CONC,200,1.96,4.78,9.79,9.79,50,402.07,205.31,3400,2880,3400,2880,LMC10 ,10.0T ,NO
'07-36,CONSTRUCTION,MIR008,L07,PANEL,'07-36,PW2C,GREY CONC,200,2.89,7.17,14.46,14.95,50,343.14,118.63,2500,5980,2500,5980,LMC10 ,10.0T ,YES
'07-37,CONSTRUCTION,MIR008,L07,PANEL,'07-37,PW2A,GREY CONC,200,1.04,2.57,4.96,4.96,40,92.04,88.22,1588,3122,1588,3122,LMC10 ,10.0T ,NO
'07-38,CONSTRUCTION,MIR008,L07,PANEL,'07-38,PW2A,GREY CONC,200,3.17,7.72,14.64,14.64,40,209.42,66.16,2353,6222,2353,6222,LMC10 ,10.0T ,YES
'07-39,CONSTRUCTION,MIR008,L07,PANEL,'07-39,PW2A,GREY CONC,200,2.08,5.16,10.42,10.76,40,246.6,118.31,1800,5980,1800,5980,LMC10 ,10.0T ,YES
'07-40,CONSTRUCTION,MIR008,L07,COLUMN,'07-40,P-C2,GREY CONC,250,1.16,2.83,4.63,4.78,40,154.77,133.65,800,5980,800,5980,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-41,CONSTRUCTION,MIR008,L07,PANEL,'07-41,PW2C,GREY CONC,200,2.55,6.33,12.74,13.16,50,318.78,125.13,2200,5980,2200,5980,LMC10 ,10.0T ,YES
'07-42,CONSTRUCTION,MIR008,L07,PANEL,'07-42,PW2A,GREY CONC,200,3.28,8.01,16.28,16.66,40,255.67,77.84,5704,2920,5704,2920,LMC10 ,10.0T ,NO
'07-43,CONSTRUCTION,MIR008,L07,PANEL,'07-43,PW2C,GREY CONC,200,1.74,4.34,8.69,8.97,50,267.88,154.22,1500,5980,1500,5980,LMC10 ,10.0T ,YES
'07-44,CONSTRUCTION,MIR008,L07,PANEL,'07-44,PW2A,GREY CONC,200,3.52,8.61,15.1,15.1,40,286.74,81.39,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'07-45,CONSTRUCTION,MIR008,L07,COLUMN,'07-45,P-C2,GREY CONC,250,1.13,2.76,4.52,4.74,40,170.76,151.12,800,5920,800,5920,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-46,CONSTRUCTION,MIR008,L07,COLUMN,'07-46,P-C2,GREY CONC,250,1.13,2.78,4.54,4.74,40,171.09,150.87,800,5920,800,5920,LMC10 ,10.0T ,YES
'07-47,CONSTRUCTION,MIR008,L07,COLUMN,'07-47,P-C2,GREY CONC,250,1.13,2.77,4.52,4.74,40,170.86,151.21,800,5919,800,5919,LMC10 ,10.0T ,YES
'07-48,CONSTRUCTION,MIR008,L07,PANEL,'07-48,PW3A,GREY CONC,200,2.82,6.87,12.05,12.07,40,204.31,72.42,4279,2820,4279,2820,LMC10 ,10.0T ,NO
'07-49,CONSTRUCTION,MIR008,L07,COLUMN,'07-49,P-C2,GREY CONC,250,1.1,2.7,4.41,4.67,40,166.44,151.04,800,5839,800,5839,LMC10 LMC10 ,10.0T 7.0T ,YES
