"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"619b67b5-7f61-4bcd-ac0a-f87274fe8d3c","","work-in-progress","","folder","TRUE","FALSE","Site Photos"
"ad9bfbb8-fb67-40ff-a85d-3f60397e5f39","","work-in-progress","","folder","TRUE","FALSE","Site Photos","November 2024"
"a0e61a55-3bad-43cc-8b2e-c5333e1f048c","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 042 - Base Slab Pour #42 | (NB-03b) T2","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 1"
"1eb524eb-7d7d-4d06-b8a4-f0cf2f4af9af","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 042 - Base Slab Pour #42 | (NB-03b) T2","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 2"
"db53cb55-e70b-4d20-a028-63b34d404861","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 042 - Base Slab Pour #42 | (NB-03b) T2","RR-SEPD-BESS-ITP-002-02 - Concrete slabs - Layer"
"1c53572b-5c0f-4102-89f8-af557d0849ff","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 043 - Base Slab Pour #43 - (NB-04) T3"
"ba8f5671-de81-4cc2-93e2-eb41fefac081","","work-in-progress","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 043 - Base Slab Pour #43 - (NB-04) T3","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"e6e2ee65-e0ab-400c-abe6-4e84ce1b9e59","","work-in-progress","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 043 - Base Slab Pour #43 - (NB-04) T3","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"3bbea0f2-7e74-4f75-beaa-a382577adc2e","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 043 - Base Slab Pour #43 - (NB-04) T3","RR-SEPD-BESS-FIC-002-00 - Concrete slabs -"
"d254af26-3dfb-4a20-bb26-564df2b659ee","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 043 - Base Slab Pour #43 - (NB-04) T3","RR-SEPD-BESS-ITP-002-02 - Concrete"
"4434f862-ba3a-4354-91b5-d9ab76b738e7","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)"
"df6f721e-3850-482a-98ab-d49ba74a12ea","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)","RR-SEPD-BESS-ITP-002-02 - Concrete slabs - Layer"
"bcbf1c8c-b152-4bbd-9a6f-f1f2223a02c7","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)","RR-SEPD-BESS-FIC-002-01 - FRP Works"
"adc55e5d-b685-44fc-933a-e4c4bce8ca41","","work-in-progress","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"39111773-af89-4518-a3a3-11f1595639cf","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 1"
"82a06778-8c89-46a4-9886-a9c55594c2ed","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 2"
"d51b8aaf-d04f-433b-a44c-f6523a0aaae5","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 3"
"f0c988a0-b51d-494d-b47b-e433db8bdb95","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 4"
"1390c204-c4e4-4e70-8d7a-f997f9083695","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 044 - Pour #44 | Bay 6 FTG018(6) FTG019(7-8) FTG020(9-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 5"
"bd66cffe-93b7-4b30-9f30-635ba9731d13","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 045 - Base Slab Pour #45 | (NB-04) T4"
"658935ce-4e4e-4062-9dd1-5082864096b7","","not-started","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 045 - Base Slab Pour #45 | (NB-04) T4","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"1dbe2fe4-c1b1-4dcb-9f78-55071af69a20","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 045 - Base Slab Pour #45 | (NB-04) T4","RR-SEPD-BESS-ITP-002-02 - Concrete Works"
"b5a6bc8c-714a-4cbd-bf64-e155d1fd5aaf","","work-in-progress","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 045 - Base Slab Pour #45 | (NB-04) T4","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"923c5fd9-34f9-4f89-83d1-da3254c30838","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 045 - Base Slab Pour #45 | (NB-04) T4","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 1"
"dbd6a95e-c690-47de-b48d-ed8afbe86fc1","","work-in-progress","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 045 - Base Slab Pour #45 | (NB-04) T4","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 2"
"027f36e9-be64-4d76-bf06-fe63f5081b6b","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 045 - Base Slab Pour #45 | (NB-04) T4","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 3"
"59e5dddd-35d7-4460-8e37-312c3782ecc2","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 046 - Retaining Wall Pour #46 | (EB-06)(EB-07)(EB-08)"
"054990bc-05e7-43ee-9248-24d6861abf86","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 046 - Retaining Wall Pour #46 | (EB-06)(EB-07)(EB-08)","RR-SEPD-BESS-FIC-002-01 - FRP Works"
"05f34c43-53e7-485c-a875-c499f649129c","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 046 - Retaining Wall Pour #46 | (EB-06)(EB-07)(EB-08)","RR-SEPD-BESS-ITP-002-03 - FRP works"
"45b3348d-bc8b-4ea2-8017-9bdcee63c37e","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","NB-03a Type 1a"
"b8c8afc2-1c0d-4485-a3f5-297f3d1cb759","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","NB-03a Type 1a","RR-SEPD-BESS-FIC-002-01 - FRP Works"
"34b3a72a-1b00-4dac-be6c-40a24f48ad4e","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 047 - Retaining Wall Pour #47 | (NB-03a) T1"
"58a66264-4709-4b29-a21b-c92515b4fcd4","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 047 - Retaining Wall Pour #47 | (NB-03a) T1","RR-SEPD-BESS-FIC-002-01 - FRP Works"
"6e85207d-d181-4502-8915-076c5c5083c5","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 047 - Retaining Wall Pour #47 | (NB-03a) T1","RR-SEPD-BESS-ITP-002-03 - FRP works - Layer"
"422e8764-0460-4371-9ede-36469a3b2427","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 047 - Retaining Wall Pour #47 | (NB-03a) T1","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"de266e94-c781-41aa-be31-5e7f269490fb","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 047 - Retaining Wall Pour #47 | (NB-03a) T1","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"a8eb824a-351f-4cb5-a391-c1bf1b3f2ea6","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 047 - Retaining Wall Pour #47 | (NB-03a) T1","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"90c9dac5-6f88-41d4-b403-b766cf47453f","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 048 - Retaining Wall Pour #48 | (EB-03 to EB-05)"
"2833e3a2-e2cb-4293-af30-e6bae4bf9e5b","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 048 - Retaining Wall Pour #48 | (EB-03 to EB-05)","RR-SEPD-BESS-FIC-002-01 - FRP Works"
"029a60c9-2744-40b5-b778-5dea8b45127e","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 048 - Retaining Wall Pour #48 | (EB-03 to EB-05)","RR-SEPD-BESS-ITP-002-03 - FRP works"
"eed8edce-3ed8-4774-929a-7962f02d208a","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 048 - Retaining Wall Pour #48 | (EB-03 to EB-05)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"b88a136b-01b6-4e8c-8bee-6f37fad137f2","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 048 - Retaining Wall Pour #48 | (EB-03 to EB-05)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"b37ecd19-dca0-4698-9100-9c2bd39bcfef","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 048 - Retaining Wall Pour #48 | (EB-03 to EB-05)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"6a704306-dcd1-4ca8-9ab2-94df8e4997a4","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 049 - Retaining Wall Pour #49 | (NB-03b) T1+T2"
"7ae85d49-e5ed-4bb0-8ad7-b9adc83dc5a4","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 049 - Retaining Wall Pour #49 | (NB-03b) T1+T2","RR-SEPD-BESS-FIC-002-01 - FRP Works"
"d98f1606-277d-49aa-bcec-620fe83df363","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 049 - Retaining Wall Pour #49 | (NB-03b) T1+T2","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"202cc925-9f86-4e07-8987-c7ac33d2daf3","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 049 - Retaining Wall Pour #49 | (NB-03b) T1+T2","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"55cf28f1-b651-4a6a-b032-3277dbad7201","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 049 - Retaining Wall Pour #49 | (NB-03b) T1+T2","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"95dd2386-4aff-4d63-96c2-f884bc3d19f7","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 049 - Retaining Wall Pour #49 | (NB-03b) T1+T2","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.3"
"20b83c78-4eca-4a77-95e3-fef824f74a42","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 050 - Retaining Wall Pour #50 | (EB01-03)"
"5125431d-156a-4052-8ef8-d48b96d1e1b2","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 050 - Retaining Wall Pour #50 | (EB01-03)","RR-SEPD-BESS-FIC-002-01 - FRP Works"
"fff28a10-2758-4b86-a2f5-2d58cff65a9c","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 050 - Retaining Wall Pour #50 | (EB01-03)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"d4a11f67-ad1e-42cf-9ee8-5e2ff0b82504","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 050 - Retaining Wall Pour #50 | (EB01-03)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"36ea6ef5-4190-4ceb-9b37-405913e2af6a","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)"
"e5c5bf6b-037a-4978-8aaf-c41e82599068","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)"
"a1295bd5-f068-4a71-8aa0-ad1a4f554bc8","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"012dcad6-1cb8-4eb0-8f8a-3db3285fe4e9","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)","RR-SEPD-BESS-ITP-002-03 - FRP works"
"f7e58d31-398c-484c-bb16-02e4d98d461f","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"1b625fbc-053b-4f4e-b970-d2506b07d83b","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 1"
"64660632-923e-4a5c-841a-92b86c0bf55e","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 2"
"9b074d2f-5f62-4576-80ee-432e6719918c","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 3"
"f6e54205-7d40-49b6-a57a-859ef5ab8914","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 4"
"5afc2c80-05fe-4696-8958-c2c9ff6d6b9e","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(SB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 5"
"a5a18f78-5cd5-4fc8-ae7f-e2459766378d","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(NB-03b)T1/T2 (NB-04)T3/T4 "
"e2e5803f-8681-463f-877e-e73755431a73","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(NB-03b)T1/T2 (NB-04)T3/T4 ","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"28d82ea7-618f-42c1-bc29-8451ace43f66","","not-started","RR-SEPD-BESS-ITP-002-02 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(NB-03b)T1/T2 (NB-04)T3/T4 ","RR-SEPD-BESS-ITP-002-02 - Concrete Works"
"bf12f3c5-9f01-465c-9332-8ce7d2b459a1","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(NB-03b)T1/T2 (NB-04)T3/T4 ","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"c8add166-7971-4250-af7d-354b72e91fcb","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(NB-03b)T1/T2 (NB-04)T3/T4 ","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 1"
"752ac4c6-63be-4578-9303-160c22d7b2a9","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(NB-03b)T1/T2 (NB-04)T3/T4 ","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 2"
"4d2d838a-847d-47fd-9d70-dc3eeb139ed0","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(NB-03b)T1/T2 (NB-04)T3/T4 ","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 3"
"813f1afd-d1de-4ef2-b32c-ecce2525f248","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 051 - Base Slab Pour #51 | (NB-03b)T1/T2 (NB-04)T3/T4 & (SB-10)","(NB-03b)T1/T2 (NB-04)T3/T4 ","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 4"
"4f0ba0fa-03fc-4345-8f4c-642cf00b8d0c","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 052 - Base Slabs Pour #52 | (SB-04)(SB-05)"
"43af6606-2438-4ce7-87ce-6bffd757bd6a","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 052 - Base Slabs Pour #52 | (SB-04)(SB-05)","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"13740d3a-918b-4218-9636-cd99f18d86dc","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 052 - Base Slabs Pour #52 | (SB-04)(SB-05)","RR-SEPD-BESS-ITP-002-02 - Concrete Works"
"bd7de206-f2c7-478a-95f9-0100ed963e81","","work-in-progress","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 052 - Base Slabs Pour #52 | (SB-04)(SB-05)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"87bd2450-5d1c-4f8f-b247-a923bbaa3a5a","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 052 - Base Slabs Pour #52 | (SB-04)(SB-05)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 1"
"44b2d75a-2c21-4927-b53c-437e5073bdaa","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 052 - Base Slabs Pour #52 | (SB-04)(SB-05)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 2"
"23094f71-5bf8-4215-b03d-f775eb343f83","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 052 - Base Slabs Pour #52 | (SB-04)(SB-05)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 3"
"f312d2b7-ffc7-48f2-a778-31fdf4139da0","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 052 - Base Slabs Pour #52 | (SB-04)(SB-05)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 4"
"25d6b19c-ccd5-45ad-8763-d019bc6d4a57","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 053 - Pour #53 | Switch Room footings"
"0485d48d-9aaf-498a-a0f9-ee62fcc8d84a","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 053 - Pour #53 | Switch Room footings","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"2943c3e4-3882-4746-b22b-8ef45e8f2013","","not-started","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 053 - Pour #53 | Switch Room footings","RR-SEPD-BESS-ITP-002-02 - Concrete Works"
"570432ff-dc5a-4791-885d-a29bf231ccd4","","not-started","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 053 - Pour #53 | Switch Room footings","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"f1d602f8-33ab-4b9f-a7b9-f1080d14c98b","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 053 - Pour #53 | Switch Room footings","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 1"
"ef6a4e5e-a0f1-48b1-94c3-842e85a693a9","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 053 - Pour #53 | Switch Room footings","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 2"
"6e675366-b155-4490-bdfb-7b26bb77da09","","not-started","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 053 - Pour #53 | Switch Room footings","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 3"
"6429b6ee-7fd1-476c-bb57-fb97946666b0","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 054 - Base Slab Pour #54 | (SB-09)"
"3d960bfd-8627-477b-8682-73d51a6364f3","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 054 - Base Slab Pour #54 | (SB-09)","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"6edfd65a-19fd-41a1-9679-f21c626258de","","work-in-progress","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 054 - Base Slab Pour #54 | (SB-09)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"a622994a-4ed5-4fc4-b640-65df45f924ce","","work-in-progress","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 054 - Base Slab Pour #54 | (SB-09)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"c1c787a1-dc68-4d0f-afa3-c7c4bb3cc651","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 055 - Pour #55 | Bay 4 (FTG023) (FTG024)"
"b2728da3-9b92-4dce-8ac1-885b5486e3c8","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 055 - Pour #55 | Bay 4 (FTG023) (FTG024)","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"02819a38-7c3b-44ac-bff6-3233978f15c1","","not-started","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 055 - Pour #55 | Bay 4 (FTG023) (FTG024)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"1d824245-ed37-4724-9991-eaf33b72c0b5","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 056 - Pour #56 | GIS South Footings (F2)"
"99782d53-c07f-431b-90aa-4c6ec76d7017","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 056 - Pour #56 | GIS South Footings (F2)","RR-SEPD-BESS-FIC-002-01 - Concrete Works"
"f38e0aa6-dda8-4111-934f-e1f021428d30","","not-started","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 056 - Pour #56 | GIS South Footings (F2)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
