"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2eec4a73-fe2e-4796-a5f1-df2179e0a048","","not-started","","folder","TRUE","FALSE","L-2"
"aeac8f3e-dbc7-43cd-b9a1-92767607193e","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.12"
"aa5d75cd-23d0-443a-9510-0b67fd8a87d0","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.13"
"1ea84f1e-1cdf-4777-8d6a-52926f11c4eb","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.14"
"32d02115-f47d-47f0-bbf4-fbc453b5cf11","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.15"
"800ce463-7f66-4ee9-b6ab-795b21282eb8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.16"
"493c6411-f55c-4747-a8b1-c7c9ddcf69c3","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.17"
"436b83bd-01b7-4fe4-abfe-22cb339345a2","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.18"
"bba21e53-999a-4d77-bb83-c06d576a8c25","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.19"
"48265b89-46b8-4297-8426-012a9ddd2659","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.20"
"fba0d356-a579-4261-95c1-513e460fa3c5","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.21"
"7eaac752-50be-4f2b-b6ca-da13ab6d5596","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.22"
"1d292c8d-08b7-4835-b60f-130c0b5cefd0","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.23"
"e0199f8d-bcf6-4262-92a9-d78c2600886d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.24"
"cc55ad71-908b-4c4a-b87a-51bb90bcd97b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.25"
"03a150bc-67b8-43ac-b3ed-f9fdc21170d6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.26"
"6679d7b9-b589-4189-97fd-c9cb31e2aeca","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.27"
"d811c33a-48bb-40f7-a9b7-677b9b134cce","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.28"
"75db695b-3ab5-4157-b24d-e5750475dffa","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.29"
"72c10dbd-ab07-4794-a7c6-e1add188424d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.30"
"ece53d49-9972-4d73-8688-78a9d9bcdc4e","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.31"
"60ba78d9-e552-49cb-91bf-10ba0eb918b8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.32"
"1d9aae9a-26d1-4283-b6d5-d42eb1d6ed2d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.33"
"d965a8e2-e1d7-4f85-88dc-f4359cdb96bc","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.34"
"635874cf-3972-468d-9a1f-b777ef14f559","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.35"
"0c087a1d-0441-4d40-a9c7-277b5e0c8df8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.36"
"10a54a39-b2fe-4430-89a9-2e4776645dc2","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.37"
"c18055f5-3447-4dc0-a632-0bea22fb6724","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.38"
"68c8805b-34d6-4686-a855-2b827ac70909","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.39"
"a350faf5-5df0-40bc-8564-0b645f6b1160","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.40"
"5df5e9bf-d1cc-47be-ab29-86315d62e940","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.41"
"906f0f21-0bf1-4ad9-9129-a594e6ecca6f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.42"
"1321c6d1-775f-40d1-9fcc-964e05d36f3d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.43"
"b44e8f67-9e8c-4df0-981f-c525551a3f0d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.44"
"e082ef85-c023-4103-9cef-41a5af15278a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.45"
"ad11b276-6d09-443d-bf3d-15c4775b5832","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L4","W4.46"
"24b27903-1e9d-40af-a900-0c078c9f1e3e","","fail","","folder","TRUE","FALSE","L5"
"24dac627-f927-4ec4-8462-ca8ea3dff780","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.01"
"2b44da32-b08a-43d5-bb6d-8f46694cbc53","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.02"
"67aeaf8c-b180-4273-8688-3163ce94d7cd","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.03"
"cf2b149b-7ae1-4037-abe1-310abc42b6aa","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.04"
"625ccc06-aadc-418f-ad0d-eea62881ec27","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.05"
"019b6468-a29c-46bd-8dee-eca64fcab66e","","work-in-progress","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.06"
"af16e563-b3ce-43de-8ee7-eccb8bfa3e18","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.07"
"6e33c2cf-85fa-4f85-b4fc-903dded7701d","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.08"
"f7c1f859-1b07-4e8e-b495-6c126e3ca34b","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.09"
"cfd2e29e-3062-4071-b649-4e0c546f2d1a","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.10"
"5a22f5be-d2aa-48ea-8758-75843ed86873","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.11"
"1b7437d9-f99f-44da-ad3b-7451a1a8269e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.12"
"cf4009c0-640b-4375-8107-7fb2533f0f6d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.13"
"a395722c-1459-41f5-96fb-b913bbce93cd","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.14"
"fe4269c9-e31d-4a1e-a050-0a2ab75d6bac","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.15"
"251a8c20-7c7c-4f7b-a716-1098b3c36b4c","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.16"
"0f7aa47b-4622-4224-ab38-c0b91a10c963","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.17"
"59ac58dd-7b4c-41e3-87e6-0772ea6de5ca","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.18"
"5d14053a-19c3-41aa-9828-3af7e75c2793","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.19"
"ccb490d1-c68f-435d-bfe6-a013de2d31ce","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.20"
"30bee48c-138d-4404-bf65-6398060bd720","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.21"
"fe874857-4995-4d5b-9ab2-9e51f44341c1","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.22"
"3fc3bf4c-d35e-4f84-95dd-4e0902f1f0f7","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.23"
"59c34937-a7c3-4556-8144-8ebf60727755","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.24"
"0eb302e2-90b4-46cb-8bed-a4247b3aeb00","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.25"
"8264667d-f372-4b5c-8c61-c9a9c4f5cf82","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.26"
"783f9f2d-1a26-4b35-8fdb-4c1e5ddcbfb1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.27"
"c18bb8f8-a062-4ba1-8e40-e8df3219557f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.28"
"4a443552-7af6-430b-badc-8f292444d682","","fail","QA - Captive Glazing","checklist","FALSE","FALSE","L5","W5.29"
