"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5cc1b28a-db5c-483d-a739-5765306f30c3","","work-in-progress","","folder","TRUE","FALSE","Building A"
"9f531ad0-29b9-471f-98ad-87321561b05a","","work-in-progress","","folder","TRUE","FALSE","Building A","Ground"
"eb8daf1c-87ad-4513-8695-ca13abb533a1","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.11"
"f167f403-f8ae-4913-a118-2c49b662d5d6","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.13"
"2299a70b-aed8-4cab-864d-05f6c0e7ede0","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.14"
"f7c6d124-3d8e-428e-b8ce-f2f58c386aae","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.15"
"bfb733b2-cdeb-49c1-a72f-9a9337c4d645","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.16"
"870905a7-9847-4f4b-ad5b-8ea6bea0d11b","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.17"
"0d60c51f-8d2b-43f9-b217-32402f2bc453","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.18"
"39126749-b3be-4dc3-8c2a-1cbbadca5d80","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.19"
"0e0d4689-b378-492b-a071-088b6c7bb332","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.20"
"43c59d0e-b941-41fd-9f5d-e8950e6b7988","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.21"
"4b9ebeb5-bf26-4479-94df-5e98eafc7d6c","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.22"
"93dfeb92-0e85-456a-ad83-ee8b2332c58b","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.23"
"0bbc1fcb-e5ca-41c5-bdca-7fee1af530f4","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.24"
"51a1fb7c-6271-4717-ae32-45c0b077e525","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","W0.25"
"62eb9b35-b8ea-4eae-8d01-a5457c9d7ce8","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","CW-B1a"
"e7209310-d1ec-4ce6-b213-e59d0c890bd8","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","CW-B2"
"9bdbb2a8-522f-4f70-8601-cd759b33641e","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Ground","CW-B3a"
"cd9645bd-028a-4c63-867c-ebff095ff0a7","","not-started","","folder","TRUE","FALSE","Building B","Level 1"
"5fcf1bbe-b269-4618-9067-d2c8c20251ed","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.1"
"54c378b8-fecb-4ddd-8d99-8b045da82535","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.2"
"5e557be1-c23e-455c-b445-773b1d7d6834","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.3"
"423f96d9-a29d-467b-8e6d-7f5b9013e1df","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.4"
"714b308e-e215-4f60-b9a5-2c90f38fdeb6","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.5"
"cdeacb85-8dcf-4fd0-84d9-0df8b0bb47dd","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.6"
"3c6f9133-a77a-4a33-98ed-8dc800d19cb6","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.7"
"eb5ecad1-5ebf-44be-8e26-e00ade611835","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.8"
"dd9b1ed8-5f2f-44eb-8567-2aa49aae0a18","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.9"
"05a8a724-c318-487a-ba15-86b8c594773b","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.10"
"b6a5358c-dd76-4fda-9f67-88f397efdcbf","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.12"
"fb48ac1f-3b15-4483-bfdd-e5898dba7f3e","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.13"
"cc68004a-4a68-4116-bed1-13b6adffa4a6","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.14"
"c3f965e6-8d0f-45f4-bda4-64c4b136a4fa","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.15"
"f204bff3-cfd7-4fc3-b9b9-9f8af47321a7","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.16"
"2f2f6c9f-1321-44b7-86ad-d2e8c442cd73","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.17"
"1bea1ca4-fced-4b31-91f4-42ccec060104","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.18"
"bb76dfb2-6eb0-434f-ac56-4b36a1709ab0","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.19"
"0cb1a9b7-218d-47f9-b0b9-f5239435cb7f","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.20"
"41550251-8e23-423a-b14a-5ad6b967b6a2","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.21"
"4c3b498b-0042-4e60-8a4b-3637914877b1","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.22"
"b6525096-7c22-45ab-a778-ca7c25899a53","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","W1.24"
"09bed2f2-966f-4630-9801-cf4c6508e68b","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","CW-B1b"
"b1ad95ff-a43d-46d0-b73c-8c9bc0c62f66","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","CW-B2"
"11c7138c-ac0a-46ad-b078-fbf588ec9485","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 1","CW-B3b"
"7c9bace3-71dc-4688-a4d8-d80d1a0ce88d","","not-started","","folder","TRUE","FALSE","Building B","Level 2"
"542782a6-0079-49ad-9f96-a1a9c7bc8dd0","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.1"
"8bc7af74-c19e-4fcb-880a-3b28ab2772b5","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.2"
"9757f104-2933-4b9b-9665-0a82fd888b21","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.3"
"0e8e912e-755c-4abe-8b50-f43c9d502354","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.4"
"71b23403-9992-481c-a465-4d0161ff969a","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.5"
"495e2419-604f-4a2b-8efb-5c62f5f8ed68","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.6"
"251bca01-c36b-4987-9a4b-30c9d95e14cb","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.7"
"b6fc0aca-b7d8-4ea8-8850-fa4c29f6846e","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.8"
"aa9d48f3-c2ad-4262-babe-c2b10dde06f9","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.9"
"2ae94b26-3fa3-4289-b26b-bfa75b79b6d2","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.10"
"fb316f19-7ef7-40e8-9191-a0e0c38c68fc","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.12"
"eaed797e-1c63-4c40-9832-125cdceb7f95","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.13"
"d8d5e9c4-f4eb-4894-9125-5a369d60bf50","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.14"
"63d316aa-8bb7-4766-b66d-886d34476cff","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.15"
"af2ef3d0-f1c1-411f-a74d-87ec7afff1f5","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.16"
"96ee97f1-0587-401e-8e6a-b33ae98dbd97","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.17"
"b89ddeb5-882d-421f-a1dc-18cf8ec12f7e","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.18"
"f4608eb7-fae6-44fe-b998-88b2f9644d96","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.19"
"893c577f-abe9-4525-9dd6-2783e4c6108c","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.20"
"3e3f812a-b175-425b-bd01-6207e9f6928c","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.21"
"7900f3bd-aa96-4169-afce-763284147711","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.22"
"fc19453a-177d-4c2b-a7e8-e06752fd8296","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","W2.24"
"fab0a4e9-96ce-4d78-bfbf-cfbe31859453","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","CW-B1b"
"d4660011-0fa2-48f3-bcf9-0b980c5d6d0d","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","CW-B2"
"cf842f46-1663-4acd-a76f-b684e3a328f1","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 2","CW-B3b"
"71331bcc-0629-452a-9ca3-5920e3a8d71a","","not-started","","folder","TRUE","FALSE","Building B","Level 3"
"3f93d72b-8e5f-4fb4-99f2-8e4cabe7111d","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.1"
"c88a91e1-9bd0-40ef-84e3-3aa781a7af96","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.2"
"e71ff8a8-f2c2-4b4e-8ee2-d85b1d8b15dd","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.3"
"9609a36e-8473-440e-b2b8-b53a63f0da42","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.4"
"25f61b78-d2e1-4f3a-a3ad-28e059ac8aeb","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.5"
"984743fb-9e31-4095-9799-54ad560e6cc6","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.6"
"565283be-109e-42ce-aa2a-ef7e08b8111d","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.7"
"62450756-93bf-4931-8c49-ac6689b68adc","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.8"
"45e30ca5-95ec-4615-98df-ddf592360f47","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.9"
"7d4fc823-0f64-4df1-a63d-244ab99339ae","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.10"
"f8181201-ca0a-4f38-95f0-47772be5ec8f","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.12"
"8fbf66ab-693f-41ea-aa30-6d088aac60b8","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.13"
"150ccbfb-a20b-4be1-afce-2f3169ada0f8","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.14"
"067e7799-7638-484d-87ce-bb9ed7d3de0a","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.15"
"e5ffeb5c-ad4f-4f34-9dcc-8e6811b8ff25","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.16"
"acf65daa-d0f6-47d9-9a95-c82e87799861","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.17"
"a2be76b7-74d0-4ca2-a8a1-33fa94edb020","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.18"
"96933a1b-0c93-44fd-86ed-478266695b1e","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.19"
"09a7156e-10ae-4de6-95ec-7d7acd9b5bfe","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.20"
"cf70ea02-a6c7-40fa-8606-2586192f711a","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.21"
"e0fb9c28-f696-4218-bc0a-9eac10c67d7f","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.22"
"a070ec1e-b016-4fe4-b735-632727e5eb12","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","W3.24"
"05fc9965-22b4-4fc1-9a99-0b5f70594878","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","CW-B1b"
"c3233c73-87c1-47da-b62e-0289e3f8def2","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","CW-B2"
"693702f7-4a0a-42e3-8a27-14e2a796104b","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 3","CW-B3b"
"ddbad5cb-64ab-4792-abb3-444963aaafad","","not-started","","folder","TRUE","FALSE","Building B","Level 4"
"4440b6e3-452e-4aa9-bf1e-1c16c4b55fbf","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.1"
"ad61788f-039f-4e16-bfd6-67aacf395cad","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.2"
"684fbe13-e85b-49b0-9050-7969b8fcd46c","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.3"
"52158fba-a84a-47c6-8bff-a5b24fa6376c","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.4"
"5e528d30-8acf-4b97-8da7-0a23e6d57d6e","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.5"
"b8b25161-9821-49eb-9bab-0ba51449b650","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.6"
"1084f29c-16ce-46f6-95ea-91e253d30ac2","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.7"
"6a5d86fc-8950-45da-89ab-ad4d9483e4ad","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.8"
"6a42c64f-7000-40ab-81d9-41986155fbdf","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.9"
"70415f70-83ba-4b64-ae76-418e8a58bec0","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.10"
"ada98caf-9e10-40c9-812f-8d9a31263ffe","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.12"
"181f1a29-a498-4e71-abec-cb0f0b54fb77","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.13"
"bed1fd05-4af8-4d87-9a99-f6a0b97d65e7","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.14"
"ddb98b30-9171-41fb-838a-d911c036d9fc","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.15"
"f9d2941c-2345-40dc-be65-e365696bc66a","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.16"
"6695500e-f97b-4be5-9d6c-e4f7277dbfec","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.17"
"e2a3255f-09ab-4102-aeba-36af69c11fce","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.18"
"d742d82e-5ae5-4f03-b114-a432620bed2d","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.19"
"206ef6d2-343a-40a0-85ea-369fbe245fb7","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.20"
"239926b7-8d72-4b35-9760-7cd574f1a36a","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.21"
"cd1c6796-0fb0-4734-8df7-9d4779520d82","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.22"
"cbc1e3ff-bdc7-4313-829f-7de9a1afb4bc","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","W4.24"
"06fd7685-0a02-42ce-a7e2-642504915218","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","CW-B1b"
"01540a67-3680-4510-9641-45602c9f1eea","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","CW-B2"
"7251929a-2e2b-4565-bef1-65b1129d2c1b","","not-started","QA - Captive Glazing","checklist","FALSE","FALSE","Building B","Level 4","CW-B3b"
"df60ca65-a4b6-47c4-bbc3-90f33acf6ae2","","pass","","folder","TRUE","FALSE","Building C"
"682c1c7a-2bc6-4536-91e9-24e448c100ff","","pass","","folder","TRUE","FALSE","Building C","Ground"
"55603dde-8ff2-49ef-9f7e-8c2dbf92f8c1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.2"
"d8b58744-30bb-4ea0-a92d-3c494b31b1d6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.3"
"e3c284f8-2675-42a7-bcca-7fde3bec544b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.5"
"2b05b123-7fdf-409b-b79c-876c73db0d48","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.6"
"e1b5d1ca-94bf-49fe-8048-e9ecb145470a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.7"
"e7baa24b-9bc4-49b3-b730-2f1233528368","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.8"
"f5e6bdd0-d14d-4440-ab05-9547937c1588","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.9"
"613c3484-5bea-41e5-8be9-6af167142248","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.10"
"595405a4-3e3a-4f80-8962-3e352391c20c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.11"
"5688b2fd-088d-4230-9153-03a0afaab98d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.12"
"1b429b07-17d0-473f-a9aa-19846198c8b2","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.13"
"f0388979-ad0b-490b-9733-e4ad7f985eb2","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.14"
"e1c367c9-c5e8-40a7-a8b5-cf905f9ab8f1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.1"
"09fc4e27-5584-49a6-bb57-ee8990acec9b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Ground","W0.4"
"4b8d26e9-b3b3-443f-a570-c0be489dc0f5","","pass","","folder","TRUE","FALSE","Building C","Level 1"
"c12525cb-bad1-4126-bd74-b39c90c04fe4","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.2"
"d75990a8-e7c2-4762-99a0-6a49aa935138","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.3"
"a09a8224-146b-4f85-a853-fd5601fd3457","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.5"
"ba15af65-c9ac-4138-b307-c260a59f8cbc","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.6"
"5acfb88b-f995-48f2-92b7-978ddbdea64f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.7"
"c4624888-20f4-44ae-9d3f-1a54bafb5860","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.8"
"c2d2cfd0-0326-430f-94ef-62767975d42d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.9"
"1b3327a5-f7a7-42f1-8250-9b4809d23686","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.10"
"17810718-a4bd-4095-a2f6-bcccd25debda","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.11"
"38dc1ac4-d32a-4509-85af-b40049fff71c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.12"
"b19a37d0-c9d0-487a-a327-cace52467477","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.13"
"d19921e6-2c18-4134-a0e3-a89d32e40fbc","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.14"
"88c5d150-b094-4098-bb81-4bc5a9c52cf4","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.1"
"45018c1a-0859-460e-9946-c639ec75a260","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 1","W1.4"
"b4af6409-ce2d-4c38-8ef0-a6c14a67bb51","","pass","","folder","TRUE","FALSE","Building C","Level 2"
"3ff881e4-065b-4c85-a48e-88f47d207bb5","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.2"
"e343388d-9f01-420e-84bf-cd56534e3241","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.3"
"e59e376c-4493-43fd-9271-35fafe9c8e71","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.5"
"7c7f4151-35d0-401d-ab07-ad20211155ef","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.6"
"53b2dccd-2896-4187-a57f-cf713e9ed442","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.7"
"34974832-c204-42d1-83ea-475d361cf6c8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.8"
"9c95b366-18ca-497e-bc9d-45e7194ec7e3","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.9"
"3988521a-f53f-4399-9927-bbffd2f7f600","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.10"
"6846300b-cbb9-42a8-b95f-f96359059439","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.11"
"d3b1d082-4a4d-4a46-b658-d9564387d25c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.12"
"a82e52f1-c772-44ea-b14c-57c79ea51ed6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.13"
"db449088-4dbc-4c81-90fe-9c40ee164a68","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.14"
"3fe49e6d-b1a7-4a35-920c-b571596793db","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.1"
"2465f78a-8fc1-49ef-9ee7-9ddc328f5dcd","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building C","Level 2","W2.4"
"8d319aab-0c1b-4724-98ec-974b5381dc97","","pass","","folder","TRUE","FALSE","Building D"
"386f56ec-b32c-429f-be60-a044217f176a","","pass","","folder","TRUE","FALSE","Building D","Ground"
"b83faea5-c448-4666-82c9-5e6acf4fcc30","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.2"
"31899366-d9f4-49c8-ae4d-b6859afc3ef5","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.3"
"7bcb570b-1c8f-49c4-91f9-ab305deae59d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.5"
"9d340178-4d85-41f2-882b-d394eabe802b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.6"
"57b52e44-01e6-4ace-ac69-c3826b4b5c76","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.7"
"d33de5a1-cae6-4c27-aeab-9902684eae8d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.8"
"201fbc8c-c2f2-42b6-a56e-58918f49597f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.9"
"c66acb82-9b67-4c41-8069-4cf5d5a78a32","","pass","QA - Captive Skylight","checklist","FALSE","FALSE","Building D","Ground","W0.10"
"637066fa-1214-44b3-8fc5-d42e322e7045","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.11"
"407d1c99-926d-480d-88af-b3e0d07ef257","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.12"
"4ef30848-8334-44b1-9f69-6f4947c31520","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.13"
"4bb1cd5e-dccb-4a31-94aa-3a112817818c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W1.14"
"5e97740e-7ba1-438b-b15b-3ddeb277b7c1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.1"
"56523e61-8857-40dc-b0c4-9e7f284cc599","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Ground","W0.4"
"53efda7e-9a34-462e-a830-830c1a6a5464","","pass","","folder","TRUE","FALSE","Building D","Level 1"
"26d422db-a6bd-4a89-bf4e-a22e19cf9e8d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.02"
"10af2ff1-4ca4-4c5b-b99e-11192016d210","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.03"
"5fb04529-bc0c-4c3c-b6b1-749f8850ef01","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.05"
"41fe4c13-9842-4854-89b7-30d8f6167d23","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.06"
"a0746252-3250-4518-a075-7869db11fe52","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.07"
"5f62df96-ddbe-4d2b-aa3d-909a9554f98b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.08"
"17b75788-09ed-49d8-8d7f-cbfe0ae8684d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.09"
"85a3ab7a-04ea-4307-9a41-3ac542da17c2","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Building D","Level 1","W1.10"
