"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7a6f0d8f-0fed-4977-9fa6-98eb2958804c","","fail","","folder","TRUE","FALSE","Tasks"
"5da3983a-7dc4-4fc0-a09e-7db4e3389dfc","","not-started","","folder","TRUE","FALSE","Tasks","June 3, 2024 - June 7, 2024"
"95b874cf-39f3-4026-ab8d-49f4b45b92c4","","pass","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","October 21, 2024 - October 25, 2024","Friday"
"a9de49af-b321-4c80-a10e-4f348642f45f","","fail","","folder","TRUE","FALSE","Tasks","October 28, 2024 - November 1, 2024"
"34b20f57-d647-4b0e-824b-29b2b9828d75","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Monday"
"c06f8170-7f9c-462b-8d69-0d35d1ecd939","","fail","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Tuesday"
"2470eb27-728b-4d70-9b0a-8ee85688dae4","","fail","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Wednesday"
"f35348ab-bdc7-4aa8-978a-723e5b2be097","","fail","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Thursday"
"0a1ae069-8b41-4000-a6dd-fc70356324ea","","pass","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Friday"
"bdf9a6ce-b8c5-4361-aa52-0ab5faf54503","","work-in-progress","","folder","TRUE","FALSE","Tasks","November 4, 2024 - November 8, 2024"
"aa298814-1c7b-4c8a-99dd-821e564705db","","pass","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Monday"
"2731b10e-e552-48f9-aa0a-9339677fa781","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Tuesday"
"c313de35-f6ef-4e7e-9e1d-5ed29626c2e5","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Wednesday"
"a1c28ccc-7bfe-4c98-907a-ca11b308db98","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Thursday"
"50bf571b-ef02-4e4b-adeb-e66e84775407","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Friday"
"8c9ff674-1508-4b6b-a6d2-6fb52f4e3718","","not-started","","folder","TRUE","FALSE","Tasks","November 11, 2024 - November 15, 2024"
"638b0ad6-6f4a-40c7-bb75-9af1ac699af3","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Monday"
"1a3ebf67-5a6e-4723-93d8-25dec28bf06b","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Tuesday"
"e6afb4c5-98fc-413c-a3e2-f11697eb3d97","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Wednesday"
"f29345da-db81-4170-8b16-644e879bfd1e","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Thursday"
"90a11840-7552-4f3a-b740-2fc6e9a9b05d","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Friday"
"4206cad3-04f8-487b-8926-796f4ceba937","","not-started","","folder","TRUE","FALSE","Tasks","November 18, 2024 - November 22, 2024"
"d98c56d4-db8f-41f9-ad8d-a8e85d612af1","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Monday"
"ba4a5f60-6849-4528-9578-8e9d75e17795","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Tuesday"
"38d1160f-4e13-4457-9fff-66586c7aaa2d","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Wednesday"
"04db52d7-f3bf-400e-9c0f-0bb174c57858","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Thursday"
"ed738729-7311-4457-ba04-9f55c0cfe4fb","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Friday"
"74dfc46d-668d-4f53-be62-387359c961b3","","not-started","","folder","TRUE","FALSE","Tasks","November 25, 2024 - November 29, 2024"
"9183d2a9-61fc-4525-91b3-637bd5dba7ef","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Monday"
"5a367699-b40d-420d-a80b-6f6c39297e10","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Tuesday"
"6c7a6ae4-ceec-4de4-ac7a-381fa289f5da","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Wednesday"
"808ac440-1313-462c-bb78-152a59e027fe","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Thursday"
"98490328-04d9-4598-8c3d-3a52d5877728","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Friday"
"16aeb2f8-d38a-4dd1-b096-3a350ba66e62","","not-started","","folder","TRUE","FALSE","Tasks","December 2, 2024 - December 6, 2024"
"ea6125bf-4f3c-42bd-987a-b728c702d77b","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Monday"
"45bf2726-88c5-42d0-b6fb-3e2264fbfc2d","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Tuesday"
"aaa5d229-50ca-460b-9cf6-a44d50de542e","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Wednesday"
"03875dea-ff22-4d27-9a8e-361c746d222a","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Thursday"
"e9516456-6866-4df2-bc90-bb3c03b5af14","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Friday"
"294ca344-8288-490b-bb6a-baaa58819245","","not-started","","folder","TRUE","FALSE","Tasks","December 9, 2024 - December 13, 2024"
"b0b821c9-a527-4f6b-b4e9-11dda24254b1","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Monday"
"6937502d-730a-43f2-ad99-5f1e9726eb56","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Tuesday"
"e5f41450-bae7-4ed1-a52f-25684a7d44d7","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Wednesday"
"57b731ff-60b5-4b3a-ab76-48f7f15a32ad","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Thursday"
"3ab79a78-07f3-4217-90c3-05075397aedb","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Friday"
"1d9816c2-6e7e-426c-a70f-b6abf85f916d","","not-started","","folder","TRUE","FALSE","Tasks","December 16, 2024 - December 20, 2024"
"2ab42076-385e-4548-b452-b65a0f0a3516","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Monday"
"f2718ad8-1547-46c3-a2f2-f69e59a2e826","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Tuesday"
"b7a23acf-270c-4926-92bb-a74b291be277","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Wednesday"
"9a124dd7-22df-4cab-9bb6-25af3a320dc1","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Thursday"
"e57b3c2f-51f8-411e-968e-258358f84ad5","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Friday"
"26d5a2a9-978f-4a91-967d-728998ec54f1","","not-started","","folder","TRUE","FALSE","Tasks","December 23, 2024 - December 27, 2024"
"44b434de-7d23-4106-8e4d-f23ed7d01891","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Monday"
"25fa9a39-9cee-4f2f-8b78-c1c2e751c3e9","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Tuesday"
"b8275402-cc80-4dca-af3f-37a6e6bcaa99","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Wednesday"
"3951e461-12fb-42f7-942d-02bdc76846e2","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Thursday"
"7a224b19-8397-4332-8333-e18efc45fab6","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Friday"
"5caf278c-a8cb-4b07-b82a-87382f94073c","","not-started","","folder","TRUE","FALSE","Tasks","December 30, 2024 - January 3, 2025"
"deb00b47-91f2-4089-a3c3-6a4b7e898e15","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Monday (v0)","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Monday"
"058824c9-ca73-4aa7-ad5d-c92fd5ab7a20","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Tuesday (v0)","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Tuesday"
"9bbe4c3d-9159-47bf-b5f9-a69223ba193c","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Wednesday (v0)","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Wednesday"
"5b742fa0-6f62-4419-a760-840946a62de4","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Thursday (v0)","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Thursday"
"e405eb91-3d75-4815-82c0-6b6bb72fcb67","","not-started","Ω (DEPRECATED) PM/Staff Checks - Commercial Electrical - Friday (v0)","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Friday"
