"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d57bc1-7337-4e17-a6ec-cf6206a0fd1f","","fail","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders"
"f1979c44-56b0-4cdd-8b4c-c7a67c162f44","","work-in-progress","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders","#4 W3- W2.04 Living (UA02) SD"
"cba8d384-0def-4e48-bf51-17340ce9ccff","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #6","#70 W2- W3.36 Bedroom (UC03)","Pre Install Checklist"
"13922cfe-3293-43b0-8aa5-75b71b2be82c","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #6","#70 W2- W3.36 Bedroom (UC03)","Installation"
"7a24533f-b95b-4563-99bc-11eda724a530","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #6","#70 W2- W3.36 Bedroom (UC03)","Glazing"
"203db1fc-47d5-4220-bcb4-c242b54348d0","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #6","#70 W2- W3.36 Bedroom (UC03)","Performance Tests"
"df110e84-50c8-4abf-9638-3d19a7647d37","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #6","#70 W2- W3.36 Bedroom (UC03)","Handover Checklist"
"6371c5a2-68ff-4b89-87f7-7e370e4850c4","","work-in-progress","","folder","TRUE","FALSE","STAGE #6","#72 W1- W3.38 Bedroom (UB03)"
"eecef750-4b4c-4bd1-8540-ef1acd96ea24","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #6","#72 W1- W3.38 Bedroom (UB03)","Pre Install Checklist"
"6427fa94-0706-4be8-8f96-a53544eab370","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #6","#72 W1- W3.38 Bedroom (UB03)","Installation"
"972580e9-87d1-4d07-aaa2-80f56089ba49","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #6","#72 W1- W3.38 Bedroom (UB03)","Glazing"
"08592531-5918-4169-83e1-7cd09654eb4b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #6","#72 W1- W3.38 Bedroom (UB03)","Performance Tests"
"a64d08e8-8c00-4ffa-b5f2-69aab7a9fd7a","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #6","#72 W1- W3.38 Bedroom (UB03)","Handover Checklist"
"6900d8dc-27a0-464e-9d48-0cc105353dcb","","work-in-progress","","folder","TRUE","FALSE","STAGE #6","#73 W2- W3.39 Bedroom (UB03)"
"defc463b-755a-439e-b96d-632975282f0e","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #6","#73 W2- W3.39 Bedroom (UB03)","Pre Install Checklist"
"4394b008-976a-4a07-9dbe-e5d05709f14d","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #6","#73 W2- W3.39 Bedroom (UB03)","Installation"
"7ea54e0c-da92-4c10-be65-49891543fa13","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #6","#73 W2- W3.39 Bedroom (UB03)","Glazing"
"6e7c7495-7dad-4e54-832f-ad03e3a08fcf","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #6","#73 W2- W3.39 Bedroom (UB03)","Performance Tests"
"a4e0b51c-ea0f-4ddb-a98d-9b1d0e8a8a96","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #6","#73 W2- W3.39 Bedroom (UB03)","Handover Checklist"
"700de7e4-8db2-4a2d-aeca-fcc362e3e2f5","","work-in-progress","","folder","TRUE","FALSE","STAGE #7"
"e3865e4a-b063-45b0-af33-21eaedb6f683","","work-in-progress","","folder","TRUE","FALSE","STAGE #7","#3 W3- W4.04 Living (UA04) SD"
"1ea65fd9-f923-4109-b092-a44a9df86cbc","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #7","#3 W3- W4.04 Living (UA04) SD","Pre Install Checklist"
"cac4f048-2f6f-4e77-bc2c-5a6f8f022f64","","work-in-progress","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #7","#3 W3- W4.04 Living (UA04) SD","Installation"
"65286b79-a4f5-4a1a-a5e0-07b3d0792695","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #7","#3 W3- W4.04 Living (UA04) SD","Glazing"
"01d06717-d780-45c0-b373-731856899b90","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #7","#3 W3- W4.04 Living (UA04) SD","Performance Tests"
"2a891b0a-a33f-4797-ba01-a18fe3b10bc2","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #7","#3 W3- W4.04 Living (UA04) SD","Handover Checklist"
"73172f8f-5540-47ca-b0bb-31850fac7efc","","work-in-progress","","folder","TRUE","FALSE","STAGE #7","#8 W14- W4.10 Living (UK04) SD"
"12fc23ff-4214-49df-b272-51a44593b280","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #7","#8 W14- W4.10 Living (UK04) SD","Pre Install Checklist"
"b2561182-f3b6-44c1-9bf0-25332a59aa86","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #7","#8 W14- W4.10 Living (UK04) SD","Installation"
"e1da9912-de50-4073-81b8-e6b9948c43ee","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #7","#8 W14- W4.10 Living (UK04) SD","Glazing"
"74e6b0c7-7177-4295-941a-d1c7757f421f","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #7","#8 W14- W4.10 Living (UK04) SD","Performance Tests"
"580125bd-6a43-46ea-aa9f-7e2e007b7752","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #7","#8 W14- W4.10 Living (UK04) SD","Handover Checklist"
"d070befe-d417-44fa-a399-bd323f7bf10c","","work-in-progress","","folder","TRUE","FALSE","STAGE #7","#11 W16- W4.13 Living (UJ04) SD"
"ca63eb32-779b-4c10-a14d-86d586d7237d","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #7","#11 W16- W4.13 Living (UJ04) SD","Pre Install Checklist"
"51778051-e867-47df-b914-2dd4d415304e","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #7","#11 W16- W4.13 Living (UJ04) SD","Installation"
"dba8f5f9-d5a8-4a59-83dc-3c6c2c607048","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #7","#11 W16- W4.13 Living (UJ04) SD","Glazing"
"c99427ac-7f37-4664-a7d0-1558f2caa2d2","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #7","#11 W16- W4.13 Living (UJ04) SD","Performance Tests"
"7c4a7f79-bc5f-4eae-9f04-d99979a6abd2","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #7","#11 W16- W4.13 Living (UJ04) SD","Handover Checklist"
"5ab10a69-590f-4fa1-8b34-7be41870269a","","work-in-progress","","folder","TRUE","FALSE","STAGE #7","#15 W3- W4.18 Living (UI04) SD"
"e37a1eae-7ceb-4ae6-a831-6752833d384d","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #7","#15 W3- W4.18 Living (UI04) SD","Pre Install Checklist"
"88f5d4d9-6658-4719-a465-e4987a7ebc8d","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #7","#15 W3- W4.18 Living (UI04) SD","Installation"
"8f02c622-304c-4631-8c49-038b2484e6fc","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #7","#15 W3- W4.18 Living (UI04) SD","Glazing"
"5df7e2fb-433c-4a3e-a0ac-2825f4dcdb70","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #7","#15 W3- W4.18 Living (UI04) SD","Performance Tests"
"185b2885-c259-4415-b22f-a8ab32e5b4ac","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #7","#15 W3- W4.18 Living (UI04) SD","Handover Checklist"
"b284dfbc-db9c-4268-9f88-dcecdc16241f","","work-in-progress","","folder","TRUE","FALSE","STAGE #7","#18 W3- W4.21 Living (UH04) SD"
"c0c88f01-f828-419c-b1fc-ebe48ca668e0","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #7","#18 W3- W4.21 Living (UH04) SD","Pre Install Checklist"
"070c8f7b-628d-45a1-930e-a97667b4d2ce","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #7","#18 W3- W4.21 Living (UH04) SD","Installation"
"10ce255d-f3dd-4db1-8cfe-063afdbeb29f","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #7","#18 W3- W4.21 Living (UH04) SD","Glazing"
"6b24a107-9760-464f-a35d-16541a4c0a62","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #7","#18 W3- W4.21 Living (UH04) SD","Performance Tests"
"ac460bf7-e7a5-4f54-8830-57d4e8d4ac7c","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #7","#18 W3- W4.21 Living (UH04) SD","Handover Checklist"
"6e362b8b-11f7-4afa-aaa7-0fa826717d2a","","work-in-progress","","folder","TRUE","FALSE","STAGE #7","#21 W3- W4.24 Living (UG04) SD"
"888d5b9f-13fb-43c1-ba94-beca5a1fa331","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #7","#21 W3- W4.24 Living (UG04) SD","Pre Install Checklist"
"95bb4cf2-a83f-4607-9052-88b1b6b99cfb","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #7","#21 W3- W4.24 Living (UG04) SD","Installation"
"c8e9886d-ab23-4bd8-be36-8e0931604bd6","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #7","#21 W3- W4.24 Living (UG04) SD","Glazing"
"ebf23217-07d1-443f-9147-748d0dc0d922","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #7","#21 W3- W4.24 Living (UG04) SD","Performance Tests"
"9b93a4d2-23b3-4005-88bd-bb223a0e8b8d","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #7","#21 W3- W4.24 Living (UG04) SD","Handover Checklist"
"9e336892-d9b0-4bad-947f-6c1a843edaf6","","work-in-progress","","folder","TRUE","FALSE","STAGE #8"
"03b3a57f-2827-457d-a60d-2057bd59a65d","","work-in-progress","","folder","TRUE","FALSE","STAGE #8","#24 W11m-W4.27 Living (UF04)"
"4a1352de-c7c7-4976-b8f2-5acbcb4a3a7f","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #8","#24 W11m-W4.27 Living (UF04)","Pre Install Checklist"
"063284d5-f0ce-4a7d-b5ca-6e5281a8b9b2","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #8","#24 W11m-W4.27 Living (UF04)","Installation"
"8ac56949-0a4a-41d5-85e2-a7a67ba43039","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #8","#24 W11m-W4.27 Living (UF04)","Glazing"
"de5aa1ac-d963-460a-87c5-3799eb4b0239","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #8","#24 W11m-W4.27 Living (UF04)","Performance Tests"
"c022ea4a-4e57-4908-86b7-2b5df523f098","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #8","#24 W11m-W4.27 Living (UF04)","Handover Checklist"
"bcd81592-88ce-47c0-96ac-4c1a7b532b68","","work-in-progress","","folder","TRUE","FALSE","STAGE #8","#25 W11-W4.29 Living (UE034) SD"
"4fc7d4aa-d116-40b8-b752-7c1cb24e78bc","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #8","#25 W11-W4.29 Living (UE034) SD","Pre Install Checklist"
"b4d6f61f-655a-430e-bcb1-7db45cf4a488","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #8","#25 W11-W4.29 Living (UE034) SD","Installation"
"80f062cc-e501-4298-8bc6-194a8b5bce38","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #8","#25 W11-W4.29 Living (UE034) SD","Glazing"
"25e1ae1e-d424-484a-8f73-64c3d3b86f78","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #8","#25 W11-W4.29 Living (UE034) SD","Performance Tests"
"dc31ff5b-90c5-4bad-87e8-b6da75d8751e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #8","#25 W11-W4.29 Living (UE034) SD","Handover Checklist"
"0eb2bac8-0b2f-47ca-9f0d-7706b51d9015","","work-in-progress","","folder","TRUE","FALSE","STAGE #8","#30 W3- W4.34 Living (UD04) SD"
"355de419-1ca9-4e36-9433-1a044313db61","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #8","#30 W3- W4.34 Living (UD04) SD","Pre Install Checklist"
"9b9123ab-1122-431c-ac7a-fa0adb9a9165","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #8","#30 W3- W4.34 Living (UD04) SD","Installation"
"41d8248e-e191-41c3-b1a3-71b3055fd119","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #8","#30 W3- W4.34 Living (UD04) SD","Glazing"
"7af41ea7-6b07-4f3e-b3bd-4c9a01052723","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #8","#30 W3- W4.34 Living (UD04) SD","Performance Tests"
"6620e9ae-a1f3-4b2b-a7a7-658208f58d39","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #8","#30 W3- W4.34 Living (UD04) SD","Handover Checklist"
"91428d08-da50-44a7-a99e-177729408b74","","work-in-progress","","folder","TRUE","FALSE","STAGE #8","#33 W3- W4.37 Living (UD04) SD"
"42dc0abd-d628-49b3-8f07-da02d9843b7f","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #8","#33 W3- W4.37 Living (UD04) SD","Pre Install Checklist"
"a9bf67c6-ca21-4d83-9dec-86e60af8220f","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #8","#33 W3- W4.37 Living (UD04) SD","Installation"
"a7aa4fcc-b661-450b-952c-9d78fc40fd5e","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #8","#33 W3- W4.37 Living (UD04) SD","Glazing"
"8f1df686-a737-452d-a2a0-4fe69821ec42","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #8","#33 W3- W4.37 Living (UD04) SD","Performance Tests"
"ec09540e-b1b9-4f60-9727-f5fcce93393c","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #8","#33 W3- W4.37 Living (UD04) SD","Handover Checklist"
"8e499c48-c9df-49e2-8b9f-469bdcb7e6e8","","work-in-progress","","folder","TRUE","FALSE","STAGE #8","#36 W3- W4.40 Living (UB04) SD"
"a0d1def0-500d-4595-bb3c-46590ede7306","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #8","#36 W3- W4.40 Living (UB04) SD","Pre Install Checklist"
"34b50cf5-a530-4734-b91c-7b37d2351345","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #8","#36 W3- W4.40 Living (UB04) SD","Installation"
"a050af8e-6b92-43bd-9d28-a1e9280b623d","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #8","#36 W3- W4.40 Living (UB04) SD","Glazing"
"d0915955-9e6a-46c5-90f2-7a73808ba229","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #8","#36 W3- W4.40 Living (UB04) SD","Performance Tests"
"57743e31-26f5-494c-a252-685e56551080","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #8","#36 W3- W4.40 Living (UB04) SD","Handover Checklist"
"3eaab2a0-cee5-4b89-9dce-596863a3907c","","work-in-progress","","folder","TRUE","FALSE","STAGE #9"
"e8539846-31a7-4188-8bcf-8dcac6cc9585","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#1 W1- W4.02 Bedroom (UA04)"
"0e5090c9-eebe-46ba-abeb-7237639100e4","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#1 W1- W4.02 Bedroom (UA04)","Pre Install Checklist"
"d90ef8ab-d14b-4e41-9e19-9b83511722b6","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#1 W1- W4.02 Bedroom (UA04)","Installation"
"a7d1287d-ce07-45ce-91ed-cd61ef82f979","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#1 W1- W4.02 Bedroom (UA04)","Glazing"
"c408a7c0-5144-4fd5-9c43-9dbbf399ba2b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#1 W1- W4.02 Bedroom (UA04)","Performance Tests"
"33ae1cf1-0c9f-419c-b83d-8233f76ab16b","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#1 W1- W4.02 Bedroom (UA04)","Handover Checklist"
"c8f4fbd6-3b15-4f29-9d78-586b9066f5df","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#2 W2- W4.03 Bedroom (UA04)"
"46db74a4-78d8-4e17-8d12-fab78681abd6","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#2 W2- W4.03 Bedroom (UA04)","Pre Install Checklist"
"efd2b200-48cc-4709-8b41-04c630cc7ea0","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#2 W2- W4.03 Bedroom (UA04)","Installation"
"1d7ad1cd-dbe6-4583-bedd-63cfb34075af","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#2 W2- W4.03 Bedroom (UA04)","Glazing"
"cff09a9d-117b-4829-be35-b1ea6179d66e","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#2 W2- W4.03 Bedroom (UA04)","Performance Tests"
"e3936261-29a1-4ff0-a7e0-da74b6fb9523","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#2 W2- W4.03 Bedroom (UA04)","Handover Checklist"
"b58f51df-04d6-4a90-93c9-4274a4387bdc","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#4 W5- W4.05 Living (UA04)"
"f6b8978b-0e5c-4e73-ae8f-2049d687c1bf","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#4 W5- W4.05 Living (UA04)","Pre Install Checklist"
"e58d83ce-e744-4d99-a356-99ecbdd366be","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#4 W5- W4.05 Living (UA04)","Installation"
"c49b8a1c-61d8-44aa-ac12-f3606c07ef55","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#4 W5- W4.05 Living (UA04)","Glazing"
"0030fea5-cdf3-499d-ad4e-d06ec07ec1eb","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#4 W5- W4.05 Living (UA04)","Performance Tests"
"ce2935ad-c1d6-41ab-920a-b23e0f392dc4","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#4 W5- W4.05 Living (UA04)","Handover Checklist"
"56897ecd-e043-4dfc-8c38-79086ca1cc1d","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#5 W5- W4.07 Stairs"
"37b65d54-5206-401a-ac91-5a571a464514","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#5 W5- W4.07 Stairs","Pre Install Checklist"
"2b5d38ef-4b52-41b8-9a96-3434d845bde7","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#5 W5- W4.07 Stairs","Installation"
"6a776088-e480-413e-8036-5764b333b28a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#5 W5- W4.07 Stairs","Glazing"
"37296c80-d0f5-48fa-b899-8fc518c28ca4","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#5 W5- W4.07 Stairs","Performance Tests"
"be7569f0-452d-415b-a908-c2562ca23350","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#5 W5- W4.07 Stairs","Handover Checklist"
"0ede0c53-2009-4953-bf74-c511563f2a75","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#6 W5- W4.08 Bedroom (UK04 40mm SEISMIC)"
"cff1072f-c1db-42bb-aa16-4ed449c00dc4","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#6 W5- W4.08 Bedroom (UK04 40mm SEISMIC)","Pre Install Checklist"
"4c7867f8-8eef-4ef4-952f-5a3f15e3c0ff","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#6 W5- W4.08 Bedroom (UK04 40mm SEISMIC)","Installation"
"1d8cf4df-7911-4dc1-bdae-0bfb9128193e","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#6 W5- W4.08 Bedroom (UK04 40mm SEISMIC)","Glazing"
"35cb693c-1c7e-452b-858f-535045252622","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#6 W5- W4.08 Bedroom (UK04 40mm SEISMIC)","Performance Tests"
"660cd4ea-cd6b-43ab-9310-6adfd86eef75","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#6 W5- W4.08 Bedroom (UK04 40mm SEISMIC)","Handover Checklist"
"99240d7d-e9ce-47ed-8951-a95c3273ae05","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#7 W13-W4.09 Dining (UK04)"
"1568cf05-f0d3-4ac9-a085-82e9e70e28fd","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#7 W13-W4.09 Dining (UK04)","Pre Install Checklist"
"0d0f4ef6-47f7-4768-ac9d-bd894005e422","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#7 W13-W4.09 Dining (UK04)","Installation"
"f51446ea-4a05-41a4-8442-05e50342882a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#7 W13-W4.09 Dining (UK04)","Glazing"
"a65bebad-f8e9-4df3-a55a-d11b3aae4a2f","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #9","#7 W13-W4.09 Dining (UK04)","Performance Tests"
"3ee44fd1-788e-4fd5-9889-497657a42765","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #9","#7 W13-W4.09 Dining (UK04)","Handover Checklist"
"1d9a6717-fda9-4035-962b-f261e61e3cb2","","work-in-progress","","folder","TRUE","FALSE","STAGE #9","#9 W5A W4.11 Bedroom UJ04 40mm SEISMIC"
"7f0b07e3-481f-4fdf-90f7-7dcb85c757a8","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #9","#9 W5A W4.11 Bedroom UJ04 40mm SEISMIC","Pre Install Checklist"
"fec38396-3963-4f26-9216-885fde526ed1","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #9","#9 W5A W4.11 Bedroom UJ04 40mm SEISMIC","Installation"
"23bda6e0-99f0-4f71-a892-9522b979ab9c","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #9","#9 W5A W4.11 Bedroom UJ04 40mm SEISMIC","Glazing"
