"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6f69b477-4022-42c0-853f-fb7bbe343980","","folder-progress","work-in-progress","","checklist","TRUE","FALSE","Site QA"
"9ef568b4-1073-4238-8132-76c41e82e311","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Central Utilities (CU)"
"38eb20d6-c9a6-4ab3-8947-68b44c33a594","Child Inspection & testing prior to Concealing(85830ffa-3af4-4359-8f24-2915d7e9b114): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(85830ffa-3af4-4359-8f24-2915d7e9b114): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(85830ffa-3af4-4359-8f24-2915d7e9b114): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"160ddb25-4424-4c10-acce-0b01e6e4b928","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","ITP 001 - Drainage In Ground Grids 02 - 03, A - B"
"5c32cb1d-eeb1-471c-bf7f-fcf9751d4cc9","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","ITP 001 - Drainage In Ground Grids 01 - 03, C - G"
"5bb469eb-2847-49fc-84cd-ca298015355f","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","ITP 001 - Drainage In Ground Grids 05 - 07, C - G"
"5d9def55-bcf1-4c16-a62b-d20045e21ba6","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","ITP 001 - Drainage In Ground Grids 07 - 08, C - G"
"5599cb3b-869b-47a3-8d05-98c44bde3855","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 6 (EN 6)"," External Sewer"
"b0f9f61d-12e2-4b89-921d-4735e2364638","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)"," External Sewer","ITP 001 - Drainage In Ground External Sewer"
"952140c0-0da2-5b6a-803a-f1a60441f9d9","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)"," External Sewer","ITP 001 - Drainage In Ground External South West Sewer"
"9bdc5a01-53b1-4a07-b9d9-7e40ab907b73","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 6 (EN 6)","Stormwater"
"2a324f7f-beb1-5234-88c3-1e444bbc092e","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","Stormwater","ITP 001 - Drainage In Ground Stormwater"
"1855bb58-dfb5-55f8-a4d8-312a7bb7a76c","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","ITP 003 - Drainage Above Ground"
"9066607d-85b8-51d0-b169-60b20c3ce658","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","ITP 004 - Reticulated Above Ground"
"c00fd0ce-8155-474e-ad90-756efac12937","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Entry Building 6 (EN 6)","ITP 005 – Fixtures & Fittings"
"370c03fd-44f0-4065-85e2-b2f90a7254c2","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Entry Building 7 (EN 7)"
"8d77c78f-75e8-45fe-b8c8-205f0b128f8e","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","ITP 001 - Drainage In Ground Grids 07 - 08, C - G"
"6576e10b-cdb7-4fae-91b9-c59ce2aaa228","Child Inspection & testing prior to Concealing(14708dee-2ccb-4bba-88f6-d5203b9641ce): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(14708dee-2ccb-4bba-88f6-d5203b9641ce): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(14708dee-2ccb-4bba-88f6-d5203b9641ce): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"47392d57-8dda-410e-a5e0-8c54d4877bf3","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","ITP 003 - Drainage Above Ground"
"0a3faef0-ce16-4948-a1ed-13afbd9ce60f","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","ITP 004 - Reticulated Systems Above Ground"
"2212dfdc-0d4f-46c5-9b43-b492eb0a4243","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","ITP 005 – Fixtures & Fittings"
"8b82687c-f244-4a67-90a4-99a8e5bf65e9","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","ITP 001 - Drainage In Ground Grids 05 - 07, C - G"
"b8be3ba5-5dcd-4f43-962c-1021fd9fb4a8","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","ITP 001 - Drainage In Ground Grids 02 - 03, A - B"
"6a34d004-36b4-4756-8982-0045d88f050c","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","ITP 001 - Drainage In Ground Grids 01 - 03, C - G"
"9f45565a-300b-4cdc-bce2-aa12d37dbe5b","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Entry Building 7 (EN 7)"," External Sewer"
"3bd1e272-ded7-4628-b804-24b71539179a","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)"," External Sewer","ITP 001 - Drainage In Ground External South West Sewer"
"bc052266-ed5f-4abd-81c0-d0952d045c38","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)"," External Sewer","ITP 001 - Drainage In Ground External Sewer"
"13f15425-1ad6-4f58-a1dc-ade9daec95ff","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 7 (EN 7)","Stormwater"
"4a6caf91-adf3-5cf5-8c99-b1de6a925e2f","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 7 (EN 7)","Stormwater","ITP 001 - Drainage In Ground Stormwater"
"bbec3815-c2bb-48db-8342-b5ee6a16ee71","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Entry Building 8 (EN 8)"
"b4ae9cf9-03e3-4dc9-92cf-ed2a24d91e77","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)","ITP 001 - Drainage In Ground Grids 07 - 08, C - G"
"0feea9b1-fb23-40a8-84f2-77ed049f0bee","Child Inspection & testing prior to Concealing(279f9aed-ef69-491b-be1d-3beb9732a7a7): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(279f9aed-ef69-491b-be1d-3beb9732a7a7): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(279f9aed-ef69-491b-be1d-3beb9732a7a7): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"3faca342-90b8-4068-9518-e84fe5dfa828","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)","ITP 003 - Drainage Above Ground"
"324c357c-bd69-4585-896f-220a22af0779","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)","ITP 004 - Reticulated Systems Above Ground"
"a4f4ac41-67c6-4636-94b2-7b0e99dcc4c6","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)","ITP 005 – Fixtures & Fittings"
"efc6ffcc-8a5e-4c1b-8d25-c016933a09e2","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)","ITP 001 - Drainage In Ground Grids 05 - 07, C - G"
"9210f84e-6411-47db-89f3-c36b659f1ca3","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)","ITP 001 - Drainage In Ground Grids 02 - 03, A - B"
"c4a19a8d-4475-409f-bc03-1545ca16ff5c","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)","ITP 001 - Drainage In Ground Grids 01 - 03, C - G"
"d592757b-0238-4d5b-962b-5bea3170d337","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 8 (EN 8)"," External Sewer"
"193a896c-85d4-5d28-9664-7366698bda84","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)"," External Sewer","ITP 001 - Drainage In Ground External Sewer"
"301ef6f5-a7bc-5b2e-8c14-2be78d8b382c","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)"," External Sewer","ITP 001 - Drainage In Ground External South Sewer"
"acc3b19e-5cc8-4afa-81b6-131b39badc0a","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Entry Building 8 (EN 8)"," Stormwater"
"c3da4a8c-7346-5c79-9ac2-4137fd0f08ee","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Entry Building 8 (EN 8)"," Stormwater","ITP 001 - Drainage In Ground Stormwater Pits 855, 858, 866, 912 - 914, 919, 923 - 927, 929 - 930"
"c3677340-06ea-4936-b5f7-acd93ca5f96c","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","External Stores (ES)"
"7d697dd6-931d-48cb-b4fe-bedef702ee18","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)","ITP 001 - Drainage In Ground Grids 07 - 09, A - D"
"0d44ff92-79d5-492f-acb2-53dec2cadeff","Child Inspection & testing prior to Concealing(6b4bffcc-e534-4abb-a1c0-f2af15749f93): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(6b4bffcc-e534-4abb-a1c0-f2af15749f93): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(6b4bffcc-e534-4abb-a1c0-f2af15749f93): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"980b4bc7-a31e-4bf2-8726-bfe522abec38","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)","ITP 003 - Drainage Above Ground"
"f3991f48-b49d-4bf9-93f5-290722c09033","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)","ITP 004 - Reticulated Systems Above Ground"
"d9be2b6c-433e-4069-8849-c9cc53561d13","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)","ITP 005 – Fixtures & Fittings"
"10ac67ff-5fcb-4740-8166-db38ee3f40d9","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)","ITP 001 - Drainage In Ground Grids 01 - 05, A - D"
"c754cfb3-c5af-46e3-b9b9-87961c669301","","folder-normal","pass","","step","TRUE","FALSE","Site QA","External Stores (ES)"," External Sewer"
"2cc2c738-349b-432a-ae05-ee58caaed1e5","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)"," External Sewer","ITP 001 - Drainage In Ground External South Sewer"
"0246dd5a-436f-4ea4-8634-4c090635a84e","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)"," External Sewer","ITP 001 - Drainage In Ground External East Sewer + Holding Tank"
"8c068a2b-be41-42f2-93cd-2bedd841446c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","External Stores (ES)"," External Services"
"522bd1f5-778f-5cfe-a8c5-db0fa6981e87","Child Inspection & testing prior to Concealing(f58dd128-48cb-5c68-bc39-eb9d62c38361): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(f58dd128-48cb-5c68-bc39-eb9d62c38361): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(f58dd128-48cb-5c68-bc39-eb9d62c38361): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","External Stores (ES)"," External Services","ITP 002 – Reticulated Systems In Ground South Services"
"13d6e761-2e2d-4c5a-9559-c3b01e412d58","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Gatehouse (GH)"
"5f6e8383-73f8-4cdd-93d1-90eb454e80ad","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","ITP 001 - Drainage In Ground Grids 18 - 22, P - T"
"58a77b49-34a9-4a93-b28b-31ba0ad2987d","Child Inspection & testing prior to Concealing(c10f5d61-9502-47ad-9c1a-e25318a61528): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(c10f5d61-9502-47ad-9c1a-e25318a61528): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(c10f5d61-9502-47ad-9c1a-e25318a61528): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"1a52fc58-f53a-4e57-9ccb-ec946d9a7540","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","ITP 003 - Drainage Above Ground"
"3b094b71-954a-4738-a800-9d198732e564","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","ITP 004 - Reticulated Systems Above Ground"
"3bb0097f-737d-40d0-803b-786286d88180","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","ITP 005 – Fixtures & Fittings"
"e65c58ff-3e57-4145-b554-77bb5cbc87f1","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","ITP 001 - Drainage In Ground Grids 12 - 18, P - T"
"561ade0d-0838-4cc7-822f-4abf2293ca7f","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","ITP 001 - Drainage In Ground Grids 07 - 12, J - T"
"b485536e-55db-46cc-a58c-877931440673","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","ITP 001 - Drainage In Ground Grids 01 - 07, E - R"
"9173c065-350e-4fbd-b31a-b34ad8105394","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Gatehouse (GH)"," External Sewer"
"c15214ad-a4db-5418-a1c0-a4c7bd306cf3","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)"," External Sewer","ITP 001 - Drainage In Ground External South and East Sewer + SPS10, CP-10, Holding Tank and Oil Separator"
"9f2664c9-7a40-4367-ab8e-42deeaadcec4","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Gatehouse (GH)","Stormwater"
"2b878da4-4794-52d4-a423-bacfd0ac28e7","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Gatehouse (GH)","Stormwater","ITP 001 - Drainage In Ground Stormwater"
"fde6971a-2b4b-49e7-86b6-c259f2da9373","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Health Services (HE)"
"bd97ea40-8459-4c67-9c80-7866def48a31","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","ITP 001 - Drainage In Ground Grids 01 - 06, A - D"
"61a017ef-0835-4954-bdfd-06954a3a5393","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","ITP 001 - Drainage In Ground Grids 01 - 06, D - G"
"b6ca1a16-4854-4b40-894d-20878bba47cc","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","ITP 001 - Drainage In Ground Grids 02 - 06, G - L"
"1a3dc29b-cf47-4083-ab73-8cc8723f5c66","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","ITP 001 - Drainage In Ground Grids 02 - 06, L - N"
"d5195f30-d51d-46ec-8cdc-41ff0f98fe95","Child Inspection & testing prior to Concealing(bfe19c4f-596a-4549-b9d7-537d11797ef5): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(bfe19c4f-596a-4549-b9d7-537d11797ef5): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(bfe19c4f-596a-4549-b9d7-537d11797ef5): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"953158a6-006f-40f3-a087-0934ae6287ce","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Health Services (HE)","Stormwater"
"c469a0b9-dd95-55cb-b6eb-6439bdf893b0","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","Stormwater","ITP 001 - Drainage In Ground Stormwater"
"a2311964-2031-4683-a14b-d4d8e0250cbb","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Health Services (HE)","External Sewer"
"e9833629-c4e1-507f-afb9-64a3ee6053f9","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","External Sewer","ITP 001 - Drainage In Ground External Sewer"
"ac99b298-4589-5f42-9756-6c368138012e","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","ITP 004 - Reticulated Above Ground"
"9e27ac39-b091-54f4-a599-99b224f04ef7","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","ITP 003 - Drainage Above Ground"
"56579e36-31d3-5ef4-9f33-777b725a0ec0","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Health Services (HE)","ITP 005 – Fixtures & Fittings"
"88d43ecc-ed69-4b7f-b4e3-53700e75afa1","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Industries Mainstream (IM)"
"10b02827-3544-4204-88bd-928d3dad79d8","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 001 - Drainage In Ground Main Run Grids 01 - 10, A - E"
"089be482-778d-4475-9ac9-e268ac8cd4e2","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 001 - Drainage In Ground Main Run Grids 02 - 10, E - J"
"f337252a-ce46-49d9-97b3-9b74f1eafa4b","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 001 - Drainage In Ground Branches Grids 01 - 10, A - D"
"690ec3ad-cb73-4bf4-959f-d39dd5a5f34c","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 001 - Drainage In Ground Grids 10 - 16, B - E"
"1ff60662-17af-4224-93c3-ef2dbb707fbf","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 001 - Drainage In Ground Branches Grids 01 - 10, E - J"
"f61b5ab6-1f69-4b79-abaf-c04ea618801d","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 001 - Drainage In Ground Grids 10 - 16, E - J"
"ccd7dda7-e73b-4199-8627-7d381aacb9ff","Child Inspection & testing prior to Concealing(5d3d8118-19b5-4fdf-bff3-a00a390da3e2): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(5d3d8118-19b5-4fdf-bff3-a00a390da3e2): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(5d3d8118-19b5-4fdf-bff3-a00a390da3e2): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"93c0400e-0c27-4e91-beb7-4bb69fc9ac71","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Industries Mainstream (IM)","Stormwater"
"97cd2c4d-b36f-524c-86bf-7791882c2c33","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","Stormwater","ITP 001 - Drainage In Ground North Stormwater"
"0fde6fea-aa17-57c5-93dd-2ae8bb43068b","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","Stormwater","ITP 001 - Drainage In Ground South Stormwater"
"c6623c12-13f8-5149-80ca-6d0c33ad1e68","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 003 - Drainage Above Ground"
"0d6e58ef-ab24-5401-8bfe-e78c45aa3c64","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 004 - Reticulated Above Ground"
"a186a2fe-3853-42b9-a950-4004a14b174a","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Industries Mainstream (IM)","ITP 005 – Fixtures & Fittings"
"375a4ef4-233e-46e3-8477-724f0dd8d95d","","folder-progress","pass","","checklist","TRUE","FALSE","Site QA","Industries Protection (IP)"
"d175e63c-859d-4216-816a-1bc5c8972a56","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 001 - Drainage In Ground Grids 02 - 08, D - E"
"b7929263-780a-4881-ade0-9b65b8e69959","Child Inspection & testing prior to Concealing(1f5ddf33-1d77-4a1a-b5d7-0f3bd4662170): DataPoint Pressure:(cbb41993-a2ca-4d82-a14d-6545f7a7c729) has hidden property width:100
Child Inspection & testing prior to Concealing(1f5ddf33-1d77-4a1a-b5d7-0f3bd4662170): DataPoint Duration:(58a6507f-3e8d-484a-b7eb-2abac0337f6e) has hidden property width:100
Child Inspection & testing prior to Concealing(1f5ddf33-1d77-4a1a-b5d7-0f3bd4662170): DataPoint Gauge Number:(8f3793b7-2716-46c8-8e40-bc4863a9fc4c) has hidden property width:100","checklist-flat","pass","ITP 002 – Reticulated Systems In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 002 – Reticulated Systems In Ground (Prefab)"
"b0bab0c0-32db-4ade-8f43-93c8a0c5024b","","checklist-flat","pass","ITP 003 - Drainage Above Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 003 - Drainage Above Ground"
"bcfd8942-3a1e-4bdd-bd2c-e09ef4c9c618","","checklist-flat","pass","ITP 004 - Reticulated Above Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 004 - Reticulated Systems Above Ground"
"af77b55e-78b6-461b-900b-0d49781216a8","","checklist-flat","pass","ITP 005 – Fixtures & Fittings","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 005 – Fixtures & Fittings"
"dacd9830-4e1f-4ba0-a7fe-a549739a58f2","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 001 - Drainage In Ground HDPE Drain Grids 01 - 09, B - D"
"85f0555d-98e5-4b57-98b4-9a44b583a496","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","ITP 001 - Drainage In Ground Grids 01 - 08, A - B"
"48123c57-8f12-4fa5-a7fa-8f2949d9a49f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Industries Protection (IP)","External Sewer"
"9f0a2a41-87a2-50db-a863-de6af17b2964","","checklist-flat","pass","ITP 001 - Drainage In Ground","checklist-flat","FALSE","FALSE","Site QA","Industries Protection (IP)","External Sewer","ITP 001 - Drainage In Ground External North Sewer + GIT"
