"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c5de2373-0b28-4f5a-aeee-abb768c32941","","work-in-progress","","folder","TRUE","FALSE","September 23, 2024 - September 27, 2024"
"4bc3ea4a-97e5-4f1f-9cee-0c029f216668","","work-in-progress","","folder","TRUE","FALSE","September 23, 2024 - September 27, 2024","Monday"
"2eb139fe-6492-4636-8a5a-6f36a200f6ac","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","January 20, 2025 - January 24, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"cbb55e72-8f50-480c-8f5f-e3a9228d06eb","","work-in-progress","","folder","TRUE","FALSE","January 20, 2025 - January 24, 2025","Friday"
"4cdefafa-109f-4257-8300-8806013963b3","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","January 20, 2025 - January 24, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"9c8b388e-5d20-48a1-9109-8c7ac33b518e","","pass","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","January 20, 2025 - January 24, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"a4810744-45fd-4d23-b29a-876cade93eac","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","January 20, 2025 - January 24, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"ec48a560-22ae-48f7-9624-eb6421616cef","","work-in-progress","","folder","TRUE","FALSE","January 27, 2025 - January 31, 2025"
"47b22ad6-fe21-47e1-891d-96188c2923cc","","not-started","","folder","TRUE","FALSE","January 27, 2025 - January 31, 2025","Monday"
"0e0c38ca-bca6-42fb-ba71-37e4fe9a537d","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"317b2e92-23c2-45fe-8abb-be0200dc97d5","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"0086f8ab-aced-457c-8d8f-014f8d10bf76","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"dcdaccf9-bdbb-4cf2-b7fc-c24bae5cd201","","work-in-progress","","folder","TRUE","FALSE","January 27, 2025 - January 31, 2025","Tuesday"
"24280fd7-220b-4976-b78f-56c475500a27","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"3cea549f-d686-4ffc-982c-f6e12f80a933","","pass","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"c5103a13-7502-464a-84a1-fe736664f109","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"a8d63d9e-6610-43bf-b75f-e4e494fc46a0","","work-in-progress","","folder","TRUE","FALSE","January 27, 2025 - January 31, 2025","Wednesday"
"aeb7b468-ceb4-42ce-8ae7-862640b66392","","work-in-progress","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"884025f8-b37d-4713-bad8-71816c98f1ed","","pass","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"8e15ea96-9fe6-445d-83fd-3b923f37d149","","work-in-progress","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"65b44db8-02f1-4fda-a876-b2eb4cfd2670","","pass","","folder","TRUE","FALSE","January 27, 2025 - January 31, 2025","Thursday"
"0d65b32b-a76c-4a5c-9ce6-03587502a2c9","","pass","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"8cbfe9b8-47d3-492b-98ab-de838538a706","","pass","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"dabaa9b0-1258-4563-b4ee-439f3f2480cf","","pass","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"656c0af4-cd4f-438a-aa09-7990d976b7f3","","not-started","","folder","TRUE","FALSE","January 27, 2025 - January 31, 2025","Friday"
"d65d87eb-dacd-4775-a744-74acec45c206","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"f4fff14a-d173-411d-8155-3fffd08a288f","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"6159aeea-d943-4bdb-88fc-de7a730dea3c","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","January 27, 2025 - January 31, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"41bb016f-72a9-457f-b926-8e3c861b7b1e","","not-started","","folder","TRUE","FALSE","February 3, 2025 - February 7, 2025"
"06a47ab3-d850-4a8a-8389-9ddeaec39ce8","","not-started","","folder","TRUE","FALSE","February 3, 2025 - February 7, 2025","Monday"
"d7c47040-1ee8-4977-9829-03f51dbb22f6","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"62672fa4-5c73-4971-bdbf-c68ffd94e7b5","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"db7e17a9-1514-4c12-bf10-9b98dfc145a9","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"2f2c6c9d-e3ef-429d-bc3d-3354c869fadb","","not-started","","folder","TRUE","FALSE","February 3, 2025 - February 7, 2025","Tuesday"
"decb844f-21e0-40fa-982a-8d5f43a58983","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"f3b215f3-a8af-43dc-854a-4d985809bd64","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"91e08e7b-c52a-4a23-be1e-87d381a1257f","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"d0322f76-8848-4e45-a717-abb2e6b88b0f","","not-started","","folder","TRUE","FALSE","February 3, 2025 - February 7, 2025","Wednesday"
"cf3fad4c-dd1c-4a14-96a2-fcc797e95054","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"9949b355-89c8-4758-ac58-19daf071daec","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"cfced977-7b30-4ea9-a7be-571594a9ecc1","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"702d5cfe-98b1-475d-bc2f-89d85dcefbde","","not-started","","folder","TRUE","FALSE","February 3, 2025 - February 7, 2025","Thursday"
"64a533d9-12f3-4b32-951f-61c67053fdec","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"79ab7d61-b9c6-4fc0-aa21-51de2d34a099","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"6d7208ba-c666-4bf5-b821-2d3cac72e3c1","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"bd925deb-487a-4e69-a6ca-c1a62c867e6c","","not-started","","folder","TRUE","FALSE","February 3, 2025 - February 7, 2025","Friday"
"7b597f7c-fc1d-42bd-ad0c-58620e111571","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"5eabdfb8-d56c-4882-b0ea-5628e755600e","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"c2919755-7667-46dd-bf2f-323dfc83009b","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 3, 2025 - February 7, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"f75d055c-640c-46ba-9e39-d6991bf9ea40","","not-started","","folder","TRUE","FALSE","February 10, 2025 - February 14, 2025"
"a07ec0e5-1370-4ee2-b1e0-4eaf8969d613","","not-started","","folder","TRUE","FALSE","February 10, 2025 - February 14, 2025","Monday"
"49321f27-e281-41a5-abc0-48e5797a707d","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"d8a51110-61c2-4d76-bd6e-0eb5893f446e","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"ca3f145d-8322-4dd5-9100-93747444a5ab","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"116ef59b-7ffd-4ff4-a4e1-906df6a16ee2","","not-started","","folder","TRUE","FALSE","February 10, 2025 - February 14, 2025","Tuesday"
"1720f606-b6ea-4ec9-a015-a40c912effff","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"9c5c3ce9-73c0-4473-8c7c-0aaf31769166","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"81828455-abff-45ea-9041-24d8de0d72d6","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"9f6023d3-f2b3-4471-835c-85fc23d6d9cd","","not-started","","folder","TRUE","FALSE","February 10, 2025 - February 14, 2025","Wednesday"
"e9cca88f-15ca-4d0b-a114-70f1238f2a2d","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"fbeb49ff-b723-4674-a90d-5d9cdcef49bf","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"48de99ee-a8f9-485a-a92a-c41a34ea5fcf","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"cb476a0c-b9b3-4516-a838-0394172db7dd","","not-started","","folder","TRUE","FALSE","February 10, 2025 - February 14, 2025","Thursday"
"574c92be-a7dd-428d-97d4-8b695de9f791","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"171a2b57-5ea2-4dc2-9e59-d4f369deddcc","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"d6e5140a-a702-4889-b7a0-a63e36faaa64","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"a8cd0001-b4ff-435c-baf2-5f59f0a03301","","not-started","","folder","TRUE","FALSE","February 10, 2025 - February 14, 2025","Friday"
"91b9d2a7-1cc2-448e-8e61-8eddc551e593","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"10380641-6423-4f01-8ab1-fbb15e8e8578","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"bfd9de6e-2906-4998-9206-2e54b9c981bf","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 10, 2025 - February 14, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"5c1db51d-085a-42bc-a73b-b694ca421b27","","not-started","","folder","TRUE","FALSE","February 17, 2025 - February 21, 2025"
"a27e59ae-25f0-45bc-836e-b89e28132074","","not-started","","folder","TRUE","FALSE","February 17, 2025 - February 21, 2025","Monday"
"ed0f1fa6-f0fc-4f12-96cc-c08c8d807314","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"f99098ce-33e1-43d0-8969-b50032f0bd01","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"e01a9b88-d35a-4f82-8b5f-d84a08bf60c5","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"e1c0fb27-9008-498a-aff9-1bba11827de3","","not-started","","folder","TRUE","FALSE","February 17, 2025 - February 21, 2025","Tuesday"
"8854cb14-d040-4c3e-b521-f011b396c40a","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"076cfb6c-505a-489e-bc95-98a3d23ebfc0","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"378c89e1-74e2-42c2-adc5-0ef9abb89b43","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"84bca35e-ab3e-4d3c-a518-748758f280ec","","not-started","","folder","TRUE","FALSE","February 17, 2025 - February 21, 2025","Wednesday"
"1d605ea6-b6fa-48ef-9b6e-921c3cf8d96e","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"5066ec73-1a9f-4e64-9e2b-0950ec353cb8","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"00e56eb9-e909-4c05-b699-8b5bd1d026b7","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"0cc1f129-2f87-4729-b30e-40cd90f4bad3","","not-started","","folder","TRUE","FALSE","February 17, 2025 - February 21, 2025","Thursday"
"fa0643a2-7559-4420-b305-4d38ccf23da6","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"19d86d16-7318-48f5-ab8c-2394b4a7c8a4","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"92834fc4-4e42-47c0-99d2-4fc7f33880e7","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"86745aff-429e-4f03-aca4-fdebc6d77b05","","not-started","","folder","TRUE","FALSE","February 17, 2025 - February 21, 2025","Friday"
"723c9bef-6239-4bec-a3b4-7d5de07f42d5","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"c33e377d-ad61-4d56-9c36-4e67df4b1e86","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"b152f519-7663-4002-82fd-f5b70dcb0d2a","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 17, 2025 - February 21, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"eee0a0a7-8811-49cd-9964-7e040bf3923a","","work-in-progress","","folder","TRUE","FALSE","February 24, 2025 - February 28, 2025"
"45dc9968-e56e-4c13-8673-d4d3ea001fb7","","work-in-progress","","folder","TRUE","FALSE","February 24, 2025 - February 28, 2025","Monday"
"445d6775-c8d3-4279-b8ea-5eaa6f22fa42","","work-in-progress","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"646eeb06-c301-4c7f-8065-ae34bff05686","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"edd264d3-6def-4524-b94b-7f3ec3e95c79","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"b4f13b98-0ce4-4a35-bfac-ec8dbaea9de1","","not-started","","folder","TRUE","FALSE","February 24, 2025 - February 28, 2025","Tuesday"
"971ed0f2-d109-463f-a3a2-4166ec420540","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"682c8ae0-e0c7-47a4-9565-66014456efd9","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"083cdcc0-74b8-4da8-9d77-5e14fcc395ea","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"a5e5dad4-4ac6-43c2-af0b-dfd15610cfbf","","not-started","","folder","TRUE","FALSE","February 24, 2025 - February 28, 2025","Wednesday"
"dc67bac2-2c5f-40d0-9428-a9cdfddc320f","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"550e72d5-ee40-4ab0-adab-0159ec18d172","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"ae099979-fd99-4409-9265-dc333a68fbb4","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"51023c0b-b396-49f3-b03d-ca0100e59631","","not-started","","folder","TRUE","FALSE","February 24, 2025 - February 28, 2025","Thursday"
"8514d08d-0332-4a3f-b8f4-93fdb54d2576","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"452ab61f-fac1-40d8-8aa7-90b698ad8840","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"0c378a8a-0cbf-456a-a736-c2208c2fa414","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"4687cc5a-be32-421e-af71-8f1bbc3542ad","","not-started","","folder","TRUE","FALSE","February 24, 2025 - February 28, 2025","Friday"
"b28d5d7d-d8da-48d8-952f-e8d5be622f2c","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"9b814bf4-b5df-43a2-8202-d9e5c7ab938a","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"a960682b-6527-479f-82c8-0be81b219046","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","February 24, 2025 - February 28, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"9dc3b3dc-6c35-4807-8eaf-cb9b92ea42e5","","not-started","","folder","TRUE","FALSE","March 3, 2025 - March 7, 2025"
"e5fc19cb-55bf-400b-9c22-2f5cc847eb68","","not-started","","folder","TRUE","FALSE","March 3, 2025 - March 7, 2025","Monday"
"b05bcdc3-9fb4-4ecd-a109-14810adb2af2","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"0fe39ce3-552b-49d3-bdd4-07a2f30f9a90","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"9c0b8dc3-af73-472f-9c23-620a3c96ef8e","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"fd016c5b-fcae-47d1-bbce-d6da3aef0c7f","","not-started","","folder","TRUE","FALSE","March 3, 2025 - March 7, 2025","Tuesday"
"079b41cc-bf01-4697-a3f7-d306fcbbb352","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"a2db784e-7454-499d-a2b7-93cbaffd9037","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"c6e035b7-3877-4862-9b8f-85f5aac2cc7b","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"ea4ee2ee-d766-420e-8b77-f425b8970b24","","not-started","","folder","TRUE","FALSE","March 3, 2025 - March 7, 2025","Wednesday"
"bd13390e-24b4-44bf-89cb-c22ac7b19a9f","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"0fb45b3a-eb78-4f92-b714-97ccd35fa6fe","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"3d3fca5f-e716-429b-ae40-7fe2ef654c5f","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"97272621-c0cd-4d9f-bec2-df85f3f40e4f","","not-started","","folder","TRUE","FALSE","March 3, 2025 - March 7, 2025","Thursday"
"caf4cec5-70c9-4ec9-bc33-a40c55fa1955","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"33d4bb55-a5fd-41e0-bb3c-4b2f9866c487","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"33098098-9e90-4fab-bca4-570a9f13f20d","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"01ab5b66-97cf-4824-99b7-47cefa9ec13e","","not-started","","folder","TRUE","FALSE","March 3, 2025 - March 7, 2025","Friday"
"54bdceb7-77d5-4688-b902-3778145f05ab","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"df095463-360b-4aa3-a7ac-1be30d0dbc2d","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"4b8d1bb5-4e67-43a2-97a2-3f96fb2a303f","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","March 3, 2025 - March 7, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
