"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"63dff424-d237-46bc-b79a-0347cbcf7627","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"662b7a40-3e39-474f-b057-25961f575050","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","SOG B-1"
"f5dc1e17-3f5f-4cd8-9dd1-b76500908f33","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/03/2023","Variation / Site Instruction 31/03/23 stair peno ground level pour 3"
"60d0b285-b47c-4218-80c0-5213999536ac","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","1/04/2023"
"c1215145-4a1d-4e07-8531-6bce5fd3c513","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/04/2023","18/04/2023 Ground works to Pad footing Intersection of grids C & 103"
"66fd328a-9c19-476d-a796-c6f97b5e5d8d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/05/2023"
"fc6f17be-ee32-4f0a-bb18-b113946ef322","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/06/2023"
"17232963-c4c2-46d0-ae10-fbfee3eed547","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/07/2023"
"bb96922f-d704-4f81-851c-1c80e9d4ea10","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/08/2023"
"c220e12a-6e91-4f9a-8343-c3765bf257a8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/09/2023"
"0d9d7f5c-8314-492e-817d-646895ff7d64","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/10/2023"
"5d3dea35-0b10-46ca-b543-071617e4beae","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/11/2023"
"fa10bc33-04d4-4b5f-ad87-a41a18604905","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/12/2023"
"198977ad-fe5e-4a0e-843e-66acb6a75c8d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/01/2024"
"af88ce72-5c51-4b8d-a8d7-905aec161ba0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/02/2024"
"5961f262-0538-4ea8-8c4b-1105450e8fd1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/03/2024"
"f35a5965-cc1d-4e59-ab07-8ffa7cb0dc47","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/04/2024"
"a199b1ed-fd35-4443-baad-e8ed3fe6438a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/05/2024"
"6bf9919c-65f8-488a-bdb4-2c66e3395305","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/06/2024"
"e9002b2b-69d7-49fb-a91b-8f9602c6cd95","","folder-normal","work-in-progress","","step","TRUE","FALSE","Progress Claim"
"c6ab7fe0-f9ad-4c39-a625-b01abaf33b78","","folder-normal","pass","","step","TRUE","FALSE","Progress Claim","1/01/2023"
"a5903ef2-33d1-42ed-925c-19923354fa44","","checklist-flat","pass","SYS - Add Progress Claim Checklists (old version)","checklist-flat","FALSE","FALSE","Progress Claim","1/01/2023","Jan 23 Progress Claim Checklists"
"fbb194d6-6357-4e34-a945-3ab5c5d279f8","","folder-normal","pass","","step","TRUE","FALSE","Progress Claim","1/02/2023"
"7d247354-bea3-49b9-8875-31d637fc688e","","checklist-flat","pass","SYS - Add Progress Claim Checklists (old version)","checklist-flat","FALSE","FALSE","Progress Claim","1/02/2023","Feb 23 Progress Claim Checklists"
"9484849a-37f8-4a53-85f5-de96c3a72a48","","folder-normal","pass","","step","TRUE","FALSE","Progress Claim","1/03/2023"
"5bd5fdb7-abc2-4ab2-bdaf-faf8660319cc","","checklist-flat","pass","SYS - Add Progress Claim Checklists (old version)","checklist-flat","FALSE","FALSE","Progress Claim","1/03/2023","Progress Claim Checklists MAR 23"
"02c037fe-8700-4e36-8021-e9cc855b0933","","folder-normal","work-in-progress","","step","TRUE","FALSE","Progress Claim","1/04/2023"
"dab3e8d0-332f-4dd7-862d-4bfe9a07444b","","checklist-flat","work-in-progress","SYS - Add Progress Claim Checklists (old version)","checklist-flat","FALSE","FALSE","Progress Claim","1/04/2023","Progress Claim Checklists April 23"
"4747ff76-189d-496e-8846-4173b4f561a8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/05/2023"
"95a6fcfb-7b25-4d0e-9da4-a3ad4fed7187","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/06/2023"
"56c61987-b7ee-48e8-8e68-d5ada8738866","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/07/2023"
"474978ee-98d1-4c9e-bf46-41368db65aa5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/08/2023"
"a9e1e25e-a32a-4e67-8e52-9583debd84a8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/09/2023"
"be37b7e7-0513-439d-83c5-492e057ec432","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/10/2023"
"f3ed3395-de18-42fe-89c5-7aa4f66e5ae3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/11/2023"
"4df4fb5b-fd50-4c8c-8252-6bf90f8f17e7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/12/2023"
"4722e9ee-7515-496c-89ba-070d0fb4f72e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/01/2024"
"5a043835-cac2-4e43-86d3-886e8664c40d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/02/2024"
"bff1911a-ae48-4a67-a85f-d792bdd44822","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/03/2024"
"fb1a79a3-7ccc-4619-8dc4-8b96296ae3a4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/04/2024"
"6ae42405-c796-4274-9794-56981cdf62ba","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/05/2024"
"cabc65ce-156d-4c7a-9b75-c494b8849a36","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claim","1/06/2024"
