"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5ee26e90-09ed-427d-bc2b-5df00db3341d","","folder-normal","","","step","TRUE","FALSE","B1"
"84e7a3e2-e5a1-429f-979d-71fd3c93939a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P37"
"d9c8230d-a894-4513-99ad-1c28fc39c9c3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P38"
"b854dba1-7219-4cfb-bb03-f9700ed58587","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P39"
"378d6af5-8c0b-4381-a21f-44986e637eaa","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P40"
"71cf35a2-f955-4628-bd8a-8f3763e68c7d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P41"
"bf23d4b3-7a45-410b-9e5e-382fa702a956","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P42"
"f7cd7373-e4f9-423b-9052-41501fb8a940","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P43"
"ba16d77e-2608-4f81-9590-7253428e5202","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P44"
"e390961e-f264-428d-85f8-56197daae9bf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P46"
"e6662c1b-bca9-401e-b77f-36b57fe60923","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P47"
"1ae367a9-3b82-491d-8041-cff89b0d5494","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P48"
"d08a5be5-4ff5-4241-9ff1-c417c5a292ca","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P49"
"ec1af615-e59a-4407-81fa-ce8d6a06cf82","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P50"
"2f970738-30bf-4074-a5ea-29cf4619a692","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P51"
"c2766050-7d35-4a19-a371-220a77694a01","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P52"
"877b1e91-a249-4d2c-8b5f-8eab82acfd4e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P53"
"c1b75d03-d958-4fba-929a-2a4498064860","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P54"
"45cf7df1-e11a-4c7a-986c-7677c5b4035d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P55"
"74265d23-4f24-4c4a-9f60-c2a2d6b7b736","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P56"
"63cb9ae5-96f9-42b3-a47e-df289f6c216d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P57"
"65c2c2b0-45b3-45f7-820b-97cba28b7d6d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P58"
"8483835c-b146-4449-b73e-643d231c2bd7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P59"
"bdc2d548-13fa-4171-bfc9-cce69c88cdfe","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P60"
"23d9a9f6-bdec-40bb-9f8d-10f01ae7c4bc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P61"
"f3ba300e-7361-4950-9a84-150e0d67d036","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P62"
"4fa8c79f-3453-49bd-b34e-b85b2918f5f7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P63"
"0a2e543a-5811-45bb-aa87-719938bb72af","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P64"
"a3c618a8-b299-41dd-bb98-6eba18261aa8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P65"
"284d798a-ee67-42a1-83bb-ca12ffeb22d8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P66"
"e8cad978-dd32-4537-9f59-2704e16b1f96","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P67"
"7cc88106-e81c-489a-b3e3-17f4467554bd","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P68"
"c7e6ee7a-b118-41cd-99a7-6d96987017a6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P68A"
"3aa77d23-37f1-4ed3-abc0-c13775113baa","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P69"
"540576e9-180c-42fc-84cd-b18c24a95564","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P69(2)"
"aaa573a3-c010-4769-81b0-d5fdce5386c8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P69A"
"ee19a860-1d23-4ddb-abf6-0da274b0093e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P70"
"5bbba9a7-d489-4cb1-beac-83152101940c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P71"
"6900fc40-3dfe-4735-a777-e068f75dc410","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P72"
"9f527832-38d0-4d8f-8a72-4a6cb14f8216","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P72A"
"b4c9ab0b-a407-40b2-b043-e7e2472e8fac","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P73"
"f296507a-6299-4e75-b901-1996edfb054d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P73A"
"d0c50dc9-c575-42b8-bba3-7688438e80bd","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P74"
"eee8ee11-4e95-4e87-8c0f-b8f4ef126d83","","folder-normal","","","step","TRUE","FALSE","Level 3"
"0605cc9d-2cef-4d9c-8941-f5e99c68a9ff","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-BA01"
"28e44fcc-303b-46e7-965f-0e3d566eb3c7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-BA01A"
"fbbc4e83-6bb2-4387-803c-d306e93d9080","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-BA06"
"30943efe-df3c-4620-9fdc-6628b9819507","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-BA06A"
"66370f7b-891a-4241-8002-2f7a5316d934","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-BA07"
"5c2e0c01-9d0f-463d-a38a-390551eddd7d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-BA07A"
"2d6af917-1f03-4ec6-847f-26c26d619138","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-BA12"
"48d03eb8-61bf-4b8c-aa88-9447deda98a8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-BA12A"
"fc5d35bc-54f2-46b5-bce0-02b31378bb29","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP06"
"0275ada0-ea90-4d78-9fbc-ecf7fc9b8645","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP07"
"3510f1e9-25d6-4ec6-885c-d404ad8a6726","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP08"
"704e7a93-5e41-42c9-ac75-ae3e6b63f08a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP09"
"2f17cdf1-0102-4bd4-b989-f035d057a439","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP10"
"cc10bb0d-6832-4cc2-8434-4cac4dc30bd5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P68"
"597c1e3d-4f3a-4666-aafb-be84276dcea2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P68A"
"e11eb459-e45c-4dd1-b6ed-fd13157a586b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P69"
"7d2c44bc-8787-4242-a08f-002444a89862","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P69A"
"da35cbd1-798d-452c-a800-9e8dab499eee","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P69A(2)"
"bcb8cba6-e632-4a9b-a426-e5acab151006","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P72"
"ca048233-b6f6-43ff-be6d-2fb5b7b504b5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P72A"
"7a62028a-73a7-470a-ae8a-4c148dd064e2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P73"
"e8c4c2a1-ac32-42d5-8faf-4ff21376c0ab","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P73A"
"265612b0-3e3b-4d05-be8e-78021c5d2dac","","folder-normal","","","step","TRUE","FALSE","Level 4"
"b605ab90-c4bd-43dd-a985-9bee0cf2be84","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA01"
"4cd2f7d7-ffdc-4a3c-87b4-2375e0d21f95","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA02"
"c6e69bf5-545b-44d7-9f78-395e7c4714dc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA03"
"4c4abe9e-6342-4fc8-8154-2d4e658866c6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA04"
"f15aab55-cce3-4784-9807-fef69c7ea619","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA05"
"031c3cf2-1368-4183-8274-7ffa51e3812b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA05(2)"
"ea444111-a88f-4935-a3a5-2f1aa4a62b4f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA06"
"a1618534-9c73-4511-800b-48a2cec1e34f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA07"
"eb846273-066a-42b9-9a22-084c67fd62b5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA08"
"9402411d-c7cb-464c-a02e-1350ad6147c7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA09"
"28cafc3f-a070-4748-8fc1-559df188b90c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA10"
"41ec5d04-91f9-4813-8724-bbd8c502864a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA11(2)"
"40160d37-e38c-46f2-aedd-d1c921ab8751","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA12"
"33a7a914-7fa8-49c5-8537-4a0ea1997705","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA13"
"251fd3d3-2ed7-4d17-b10f-50310d1dc415","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA14"
"30577b8c-3448-46db-be68-2e3740c34998","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA15"
"d5e9f398-159f-4d65-8345-b775487b71ea","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA16"
"df29076c-50ce-4e8c-8ba0-5fa907871ffc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA17"
"2e739ef6-e342-4687-b761-9ec8393e96d3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA18"
"963f402d-7f4f-44dc-bdcf-836a85295943","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA19"
"62ff22a7-b34c-449a-9a7c-f7a786b47cc3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA20"
"8e912008-2c2c-401d-a319-129e7376c7e8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA21"
"14717056-c4eb-4838-a9fa-5198bea597a9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP06"
"c63c9ace-d00b-4ad5-9633-2184717665e5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP07"
"2550a328-ae40-491c-b004-d14fb1968870","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP08"
"79b53775-51f0-4835-b9b5-0e373d3d4514","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP09"
"5ce89082-8250-4156-8162-3fe335607adf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP10"
"d8a7c9aa-d1d2-442c-89d9-063a4175ffe1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P30"
"162f722e-5ca9-4bfb-9d80-c0d643c6ad97","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P31"
"c84a8469-e907-4f1d-a3a5-30ca626ef64d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P32"
"0bce3e12-9d79-4329-bfa9-41064a339dee","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P33"
"4cbaf1ed-4142-4b70-b0cb-ee56bfe8c8a0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P34"
"61b52883-1e51-435f-8c20-9f5848ced1db","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P35"
"5a820592-a008-4d37-b6ce-66a364ec7fe6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P35 moved to L6-P35"
"72675dff-0cdb-48c8-94ab-54f810a49288","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P36"
"136e9d13-c334-4c05-89ce-2b01abc6acde","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P37"
"44ba37ad-5c11-4fc0-a1c9-176543997ca1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P38"
"d6fb4736-3752-451f-a24f-f1725e00ceee","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P39"
"d16fb63d-8328-4d19-a8b0-42c9f7a0e5cb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P40"
"43bafc36-9054-447c-a1e8-b43fde271d0a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P41"
"8311840f-5a31-4586-b673-387c457346fd","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P42"
"7ebdccbe-b924-43ff-82b4-09356f3adf40","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P43"
"512469d3-95fe-47b8-8c1a-50d73c13419d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P44"
"40be7e80-5408-426e-8948-6626227ae4ac","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P45"
"18da77e8-8a60-460d-8cdc-4653a2f0e27e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P48"
"dd6ed245-562b-4983-a9fc-9b7229d6e7e3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P48 moved to L6-P41"
"f9bda3fe-f324-43f5-9c11-e11c58b264e5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P49"
"d9058677-1aee-45dd-ae43-23a3f28d093a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P50"
"ab742706-5682-4549-aaa8-aa6832b7596f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P50 moved to L6-P34"
"75815dfd-8a19-4704-8769-1705098619f7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P51"
"ed8dd7c0-05b8-4ae0-91bd-b9f973eaae1a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P52"
"a82bc1ba-7ca3-4c3f-b918-fad20ac07e43","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P53"
"c4a6ba2d-6063-4786-bd56-e2d81a5684ec","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P55"
"d6218f2d-3bc9-4ce8-a953-047fe9ba23b3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P56"
"305fcfe2-8442-41c9-9ebe-8897c73f9ac9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P57"
"759a72f3-7a28-4c86-b9b0-5a839b43d35a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P58"
"7255976b-c038-43ff-94e9-75eefe861106","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P59"
"fdef3100-cba6-44d5-8448-7c64cca8bf7e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P60"
"c91395c9-9c9f-45cd-ae87-9dcf7f7cafb6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P62"
"521e26e3-bb8d-4b80-9084-2ab5f0e8f273","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P63"
"82b5a5c4-2d5f-432e-a726-4485244c8c91","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P65"
"527bcc6f-d9d3-41ab-82fa-587dc97b8157","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P66"
"bd85bc37-ac34-4528-8155-485215ae31e6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA11(3)"
"5a704ce2-c971-4152-b8e5-52c71547b340","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BA11"
"6265fd8e-56b8-4d6f-84ce-aec0c3323668","","folder-normal","","","step","TRUE","FALSE","Level 5"
"4e4adf3c-fcee-4fa6-b278-3c9b6b02bbda","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA01"
"b033fc3f-ca66-4868-90d9-7577bdfd51c5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA02"
"d25066df-6f6b-428f-82de-881963fba437","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA02A"
"bc1c8d58-3a0d-4e31-a93b-616769d2b2e6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA04"
"91465c6a-8e3d-4b0c-a61c-a341c37c79d9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA04A"
"aa78a8e6-011f-4f47-99c7-d251f383e686","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA05"
"68dcc56d-63b7-4c7b-83c2-ac7e7304efe0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA06"
"45ca28f6-09ee-4280-9ba5-618756c4b7e2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA07"
"90acf2d4-7180-45d1-9751-12da127ee370","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA08"
"166eb269-d681-4f45-b6fa-f100036352a9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA09"
"0653d67d-f717-4a5d-9f94-4d0d1f2ea0e8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA09A"
"08056be1-aa18-48a4-8e4e-94f0ff48d9d3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA11"
"a023ef68-665b-4f2b-a0f7-3c7708bdc93b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA11A"
"6391b2d0-2414-49a8-a08b-e75d1508e04d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA11A(2)"
"c951e44e-219d-44ea-9fc4-259f525d7442","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA12"
"8fc69f97-592e-47d4-9975-a4a994085086","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA13"
"a4c1479c-e256-4692-a8ed-1f5374aed7c8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA13A"
"f9f65205-2706-46a4-9e90-889a1a5b9b07","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA14"
"bdf7ac73-16d0-432e-aa80-42846115a81c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA14A"
"59a4a5b9-0b4f-48cf-8689-39ef55dc1cdd","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA15(2)"
"b8a8470a-2690-498a-9a2b-262cfe644f0e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA16"
"9c2e1940-8ac2-4efb-bf06-a09bfda566a9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA17"
"a1bef913-3f93-4f40-a6ce-ccdafcc03f6d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA18"
"6e5efb02-6c23-4a6f-b5ad-dd5741282a8f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA19"
"751a989c-3a8f-482c-89ca-d53cd0ebc3c2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA20"
"ab8c3575-8922-40c0-b373-eff0d9471b74","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA21"
"d100856c-3aaf-4b0d-9217-e198ef153288","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-CP06"
"e58a11ce-f263-429a-8802-3fd437379aaf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-CP07"
"e057520b-50e6-47f6-ad6b-d1bc90281531","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-CP08"
"ccb01dd3-508e-4113-b640-f6abc0838c7e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-CP09"
"3e253254-fe28-4c50-8264-4bd2eafb5311","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-CP10"
"f86c84d7-e7c4-4083-820c-5c886b93b0d5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-BA15"
"5cb43a75-f0d7-436b-9857-c6fee208b4d7","","folder-normal","","","step","TRUE","FALSE","Level 6"
"bbfa48a0-a8d2-4af5-a868-de14a8946731","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA01"
"f9db0e0e-d7d3-4a9f-8b0f-3194bf21640f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA02"
"85176317-9a8b-4a81-8f06-8c485b1d2c81","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA03"
"e8394464-a823-486b-b5fc-3e0854dd7d9b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA04"
"870bf5de-1663-4811-a050-02de370aa576","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA05"
"9b5567c3-29f7-4925-bf1f-6f6126f324d7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA06"
"2992af3d-71ec-45a5-815e-3eafef4dcae7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA07"
"8077c266-dacb-4004-b493-2c73c7e6f7b2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA07(2)"
"c615dfed-d003-41f1-83ba-b66e08a4aba0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA08"
"a76ffef6-fdee-4ed3-9262-68c947899082","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-BA09"
