"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e2b74a8f-6084-4f06-84a0-48ca67f3ad0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Keller Site QA"
"fe38be8d-d5e3-41e1-b84f-fa33aaf6a0a5","","folder-normal","pass","","step","TRUE","FALSE","Keller Site QA","Retention Piles"
"68ed639a-1695-4713-bb61-28b8ab9916ea","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","47"
"14d74d7c-43e8-4ebc-baa4-e4d864929885","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","48"
"ed841f61-627c-4de8-b12e-cc04e6022555","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","49"
"e2bb7248-231b-4374-a57b-cf4d23b36bf4","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","50"
"7151c87c-c278-40dd-a114-7d259532a986","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","51"
"ef61c009-b7a9-4236-a765-5dba1340e884","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","52"
"55a98187-c732-4e2b-8d19-3d6baf4e597b","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","53"
"adea20dd-993c-4128-a0a7-5e3a0645d0b1","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","54"
"fa764677-fb81-4364-81ce-c83a314cf81e","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","55"
"a4832f3a-6685-4ee0-ba0b-7662a57d6ec3","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","56"
"41611ea5-2088-49f1-a5e8-a5fe08d267ea","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","57"
"173dddf5-f7d0-4fed-aac1-f268642bd5e0","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","58"
"5505b110-6a7a-404a-aa3d-150e35113b6f","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","59"
"a8a6d0b6-0366-42f1-ae59-9014f2307760","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","60"
"bd7a3cb8-5a39-488c-869b-c13b7704374c","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","61"
"71d978b2-a1da-4374-8480-72d1c8e28e46","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","62"
"9b2f64f0-59b1-423a-a1d0-5300a65a228b","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","63"
"33a8e283-99ac-4b96-b8a1-d18e1d0b9304","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","64"
"dc137109-26bb-4802-a9c9-8a690190c05c","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","65"
"0dd3133b-2905-4907-ba44-c72ad5f8abeb","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","66"
"f3058777-7304-46e6-9c3a-5745b8327f01","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","67"
"7098368c-2016-4386-9c0f-f382720cd5d9","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","68"
"999008e3-818b-4360-86f2-09b3633b1ce2","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","69"
"c88ea5d0-dfdb-4fea-9e36-9603a0eef12c","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","69A"
"0a2c6d3b-142c-4b2f-954d-43b94945170e","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","70"
"d9095de7-7f03-409c-9dde-c8b5a4d6e42d","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","71"
"8b3be2c7-8a43-4dfe-aafe-3b19161a55f4","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","72"
"bc9ca80c-7143-468d-aaac-94adefe38341","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","73"
"9a3cb6be-aff6-4020-8ea7-dfd53592b4b5","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","74"
"33615523-90eb-4eda-adec-35da25c31e2a","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","75"
"e358ee59-1299-4541-9904-ac4d7cb0f72a","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","76"
"68b18abc-ae52-4929-9314-1c99e9951904","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","77"
"7c5861a2-695d-463a-a15c-0c23eaff4fb6","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","78"
"4f5b0325-8613-4a77-ac06-b23dacc090de","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","79"
"bdb06868-2513-4bf0-a981-dbc93918ed98","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","80"
"952f9ee4-fad7-4c57-b651-bf46606a674d","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","81"
"eb84694d-f0e0-4bbf-947a-1e65caf601c2","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","82"
"7b5ce115-1ebf-4c0b-b9e3-b908f6743343","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","83"
"5ae96c24-798a-460b-8878-dd176e9fefa2","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","84"
"b60f65df-25e0-4583-b50e-60ca8eea02cb","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","85"
"767411c9-4b9a-4a04-bb90-0bbe6da4bc81","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","86"
"d9e62865-7341-48aa-b0fe-9d169227e803","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","87"
"a8826ace-8b5d-4df6-8b92-da89b0033209","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","88"
"1986a252-9fd5-4459-8184-aef70365973c","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","89"
"7cc6cfcf-f0f2-47de-bbb6-2a53c44dfce8","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","90"
"d4e20443-b684-4753-857e-48cf3b5d6073","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","91"
"b9e89ab7-ff60-4b07-be31-afbcdab93acd","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","92"
"24d8c257-1113-4514-892f-a6cb18b768da","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","93"
"570218a5-df99-463a-be8e-12524f437ec5","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","94"
"17c73534-3c64-4a9d-a553-4ad9a47afd61","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","95"
"334e923c-1e7d-4b28-af11-760745297d5c","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","96"
"4ac66488-d295-4dd9-bd70-79212db15c37","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","97"
"d299fb8a-7fef-43e1-9340-4f25698eb1ed","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","98"
"0277b094-8d3a-41c4-967c-2f1425994ed2","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","99"
"82a4df60-8af6-41fa-b62c-235d2ede828d","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","100 A"
"4d17a893-54d1-4ff7-9d6e-f42b3f8d529c","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","100"
"1e9017f9-fb3f-4c03-99b5-956a0c6635fe","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","101"
"83592286-971f-4f65-a9e8-bf90184f1b80","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","102"
"fb6912e2-eff5-4701-aea6-8ee6dc94f8e3","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","102 A"
"b91e1e34-55d0-4e70-b9f4-fb24568afbde","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","103"
"28e4ed06-921d-4050-b5b5-5ac8ef0c1f0c","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","103 A"
"f30c0e03-4060-4925-ab24-a38f11d0b7cd","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","104"
"21dcd9a8-881a-446d-a02f-c9b99acf4b8d","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","105"
"61d88a55-8511-49c8-8fdf-7088be32f9bd","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","106"
"52bd0044-acaa-4854-81a8-182e60a6871b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","106 A"
"c2846a68-8716-4c40-b81b-b7b2733d7097","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","107"
"00f8b4b8-270a-4f7e-a592-2368cfa18e5b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","108"
"87a1b867-edd8-4135-bd5a-d1ec9ad76e6f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","109"
"167ef911-2ed9-400d-9f44-806ed9081b3d","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","109 A"
"c011e4de-1483-4389-8c0f-59ed063d5285","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","110"
"60fffa55-fb87-4ecf-afda-50862dea6ac0","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","111"
"9f5d1603-fd6d-4af4-9ee3-54ea13ef534f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","112"
"9fa65f54-f9f8-4ba1-89c0-84931d3a07bc","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","113"
"8e58802a-a376-4688-81ef-71d21759d61b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","114"
"362d1f66-2b64-4831-b3af-f0a4cf69e6ea","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","115"
"c5cacc33-f1d0-458c-80a5-4582739fe094","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","116"
"64162fd8-89f7-4c47-9536-1dca5b7a1338","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","117"
"598a4666-0930-48c3-b3f9-183749eb8943","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","118"
"a9c0d48c-2814-4b76-b7bd-1e4f46d9071f","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","119"
"1a2ef024-27e9-4683-8999-2fa306e9f01a","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","120"
"66b74785-27e2-4ac5-b7ba-443ba6cfcd11","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","121"
"82569241-78fb-4aba-b038-e1c060a98405","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","122"
"3982f27a-1fb5-4da5-85aa-3f8f1db88fb0","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","123"
"f97e5187-c8bd-4771-b55f-4a961d1ed22d","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","124"
"6005db68-6fc3-4769-9f91-369a53fb323e","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","125"
"7a706ea4-64fa-4e45-9d59-b3bb11f5472e","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","126"
"20c4af8d-7d39-4cca-ac46-3d720fdf8ea3","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","127"
"7eb150c6-9bc4-4712-b5de-279a84c8b230","","checklist-flat","pass","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","128"
"83730110-4f79-44bf-93a4-fc2888358a39","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","129"
"d517953c-5362-4408-853b-c4fdbee7eb9d","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","130"
"977e9178-ab68-45ba-904a-18d141ecc606","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","131"
"e6b4fe2a-b25d-4bc7-8c81-209e2d5f30aa","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","132"
"57591dda-e6cf-4ebe-9238-791a1293483c","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","133"
"acb61679-d13d-4c18-9eb0-ebfec8531dc9","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","134"
"0e5ae8be-334f-4a90-9f54-fcaebe31be58","","checklist-flat","work-in-progress","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","135"
"07f0ee7b-c7b2-4c08-9cba-f6adac183eb9","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","136"
"9b6a207a-d1a3-4fef-b58f-6e8798fab8dc","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","137"
"4ec1660b-0ac9-40ab-a2dc-3ba3fbda36f7","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","138"
"e511d9ae-c4b9-4294-9e02-23128ba2fdbf","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","139"
"7b8bed93-8144-4635-bee1-f1ef4989966c","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","140"
"0302adab-63f2-4510-ab62-709205dea5e6","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","141"
"c44c614c-61c6-416d-af7d-8c6cd397d707","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","142"
"fdac373d-f7d1-44a9-9ad3-859ea9493cba","","folder-normal","not-started","","step","TRUE","FALSE","Keller Site QA","Crane Base Piles"
"3404b30b-491f-41a6-8421-22ac9e833e2b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Crane Base Piles","CBP 1"
"296c5fde-bb28-4f02-9426-367ea41aa527","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Crane Base Piles","CBP 2"
"2e67d30b-1c89-4ebf-8a6b-0ca70d5dd14b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Crane Base Piles","CBP 3"
"0e8b860d-8647-41a6-aebe-19ddbf379cf2","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Crane Base Piles","CBP 4"
"e1a35126-a885-4163-a81f-a98463d2497e","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Crane Base Piles","CBP 5"
"5eb28c5c-28c9-48dc-b1ee-4bc6615d52ec","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Crane Base Piles","CBP 6"
"c14ad8dc-d243-4bd2-aef1-d58ee222a86a","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Crane Base Piles","CBP 7"
"4122ef32-f83a-4e3d-9e86-ddaf69a3be31","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA"
"5dfa4376-c8a0-4454-8a22-2bb143050b26","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Capping Beam"
"7501d6e3-866d-48fd-9932-068a518d4cb3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Shotcrete Walls"
"eb455bde-f651-4a05-9c8e-fbf31e74988b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Ground Anchors"
"0661c0bd-6da8-424f-b862-283baa5c1cdf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Footings"
"2570aae0-babd-41e9-a99f-4eb97505c0d7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Slab On Ground"
"1574348b-cdfa-46ac-8b16-5c8b922a859f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos"
"147abb8b-38ce-46b4-a614-7ba47bcfc64f","","folder-normal","not-started","","step","TRUE","FALSE","Photos","October 2022"
"96430b13-cf98-4647-99cb-9c567fb5a8d1","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Monday 3"
"f52f3b76-255e-4646-acb8-23bfae4eda79","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Tuesday 4"
"ab27afc1-7821-4958-99f2-0caab3511881","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Wednesday 5"
"2c4829b7-b725-4b9f-98bd-6c14e039c564","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Thursday 6"
"8065c177-debe-4161-bd1b-e098ec923f20","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Friday 7"
"7fdc9022-36a4-49ae-8751-b53269385d30","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Monday 10"
"f8b26604-1dc0-4f9e-a6f7-9eac5b606892","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Tuesday 11"
"086e69a7-7279-4373-a24f-f48807bce7ed","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Wednesday 12"
"4064fd45-0424-4a45-933c-e2bf75827287","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Thursday 13"
"68886811-7364-4ea3-8980-55ff081aee95","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Friday 14"
"0cfc3ef3-638d-4b6d-a0c7-0c5eb55a5a9d","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Monday 17"
"0e736ed2-2492-4296-be4d-497c0fc5ce7e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Tuesday 18"
"0027325b-1597-444c-8c61-12acc9ca04c7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Wednesday 19"
"78acc199-b2bd-4be1-a984-6dbf81b3c64a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Thursday 20"
"a670c55f-31bc-4c66-9441-9a691ce8a6b3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Friday 21"
"4e592a41-40cd-48b3-899b-d5ef06fde964","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Monday 24"
"8f7d1490-3999-49a4-97cd-f91aa6c85934","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Tuesday 25"
"d5bfeef9-95d3-48c5-890a-2da5a30e7112","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Wednesday 26"
"fc7f29d1-842f-4d52-a732-976329e22132","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Thursday 27"
"b2f8f5f6-ed46-47ef-87f3-371b5c75f348","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Friday 28"
"799c864d-2f02-4af2-88b8-ab5adf429c15","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Monday 31"
"705d6cdc-4f26-40b9-805a-1d3adfc0fefa","","folder-normal","not-started","","step","TRUE","FALSE","Photos","November 2022"
"a4dd4319-c16f-4964-9de2-be4d3b2223fa","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 1"
"cf928ec5-4444-4263-9a88-9b8a070a1c46","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 2"
"6b59e457-33c3-4674-a644-80e29a7f886f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Thursday 3"
"27a756f1-cdcd-43ff-a700-2c5282b2d647","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Friday 4"
"85016079-128f-4422-88e7-0325be2ea86e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Monday 7"
"5f43a73d-0e2d-4e28-acd6-76da4cb4002a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 8"
"f93d6a84-8288-4e6d-b08b-61b7ec4cccaf","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 9"
"d577e8c4-ba98-4f36-945e-42175aa38bd3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Thursday 10"
"b5da75d5-e28d-4cc0-a48a-e63491c3af47","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Friday 11"
"be285599-a949-4522-9dff-241f2c853ca4","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Monday 14"
"17daf601-a2d4-4cbd-acca-b3878e51260f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 15"
"a928da97-d265-469b-b79f-70119cb6d571","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 16"
"722d236f-dee5-4b11-823c-98012869fb1a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Thursday 17"
"eb266c19-07b8-4a21-b40d-113543c925e6","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Friday 18"
"fa3034e3-7378-40ba-a2bd-07ffe04e2485","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Monday 21"
"82018750-074f-4a35-ac54-f4ec8d428e92","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 22"
"a25e82fc-d89b-45a7-90d7-1447f02e1dd3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 23"
"41f3840e-46a7-4a81-9632-f9ea8d67b0a6","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Thursday 24"
"0df99d6b-ff99-407d-86d6-1d774ba8b0f2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Friday 25"
"d21245af-7138-4070-b639-b3fecee97399","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Monday 28"
"e37454a6-b5b2-4c14-9a51-0205a7fb8716","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 29"
