"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc307097-fcc7-4317-8d8a-fbe503769d51","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record"
"13a27e3c-1b47-4ee2-a5f3-f59e5fe4db56","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation"
"b0359b49-a872-41b0-96a9-eeb51b9339eb","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L00"
"b951d708-992a-4e13-a7db-bd3b6108ca4f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L00","Dry Fire"
"a468e2e8-e1a3-42bb-879a-053219359ac9","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L06"
"7270bf0f-35a0-4283-99f4-df8a26e0e97e","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L06","Dry Fire"
"9660f636-2d36-448d-a2e3-eaa3cac897d7","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L06","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L06-0001 - LOBBY"
"5d582103-d7c5-4409-9a3d-74a20aa90bc4","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L06","Wet Fire"
"7a29d384-2b54-4f7b-878d-f6e7237d4e99","","not-started","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L06","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L06-0001 - LOBBY"
"517bfbab-daa9-45ae-a09e-e3a787abd41d","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L07"
"e3ba26f1-f977-48af-b4bc-86a79056bf42","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L07","Dry Fire"
"51cab61c-9774-49f4-92f1-5563704c6fca","","not-started","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L07","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L07-0001 - DAY SPA"
"77fa02e9-d31a-47b9-ac85-160b15c21204","","not-started","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L07","Wet Fire"
"c574aeaf-e06b-405d-8a6d-fd121b8ef175","","not-started","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L07","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L07-0001 - DAY SPA"
"67d37600-308c-4abe-b1d5-cff4bc220a66","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L08"
"694fa1bc-7350-44cc-b357-9156282dc35a","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L08","Dry Fire"
"dcbb3c3e-aadb-4f0b-bcbd-8d6cd72534d0","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L08","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L08-0001 - HOTEL/OVERRUN"
"a90f0be5-3fb3-43b0-ae18-23d295d9c688","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L08","Wet Fire"
"81608372-58c2-4e6d-8f7b-169ea7314f44","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L08","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L08-0001 - HOTEL/OVERRUN"
"25cde279-9e98-4a0f-8d13-d21c9941c1f4","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L09"
"54875c2e-d68f-42d8-b3ca-3e4eda9c67b6","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L09","Dry Fire"
"f82dd26c-eafb-4ad6-8d0a-5fc1c2d12221","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L09","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L09-0001 - HOTEL"
"0369ced2-9deb-4cc1-b3df-6fe018f878bf","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L09","Wet Fire"
"d98822a1-0fa3-440e-8888-a7d549d79c86","","pass","Sprinkler System Installation ITP (OLD)","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L09","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L09-0001 - HOTEL"
"ebacb73a-d12b-4792-932e-3d69530eaea2","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L10"
"525920de-e93f-46b1-b798-3c95d9a5125f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L10","Dry Fire"
"314cfc7c-9d69-4da9-ad6c-913bc3788bbf","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L10","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L10-0001"
"68c57642-3a7b-450c-97eb-c5b11dbd9f98","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L10","Wet Fire"
"f2e1180b-3061-4682-bf91-8dfc66b5e2b5","","pass","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L10","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L10-0001"
"fe00860f-83ef-448a-ba72-22a5f4ae3faa","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L11"
"796dab70-dfc8-4f3e-b25b-899dcb879826","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L11","Dry Fire"
"8c1637bd-2a32-4557-8205-d14c77406faa","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L11","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L11-0001"
"73e647a4-b8f4-423f-b9b1-2485186b375d","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L11","Wet Fire"
"a9ccd06d-6e69-45aa-8d03-ce7fe5d3d00f","","pass","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L11","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L11-0001"
"9827b87f-835d-4063-a866-99cff2e4967d","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L12"
"6df166a9-ffda-405e-b0bf-c931b48f03bf","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L12","Dry Fire"
"6fab9763-d0a3-4ee2-81ca-315b5db555b1","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L12","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L12-0001"
"62c43a58-b7e6-4132-9a59-35770e1781d6","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L12","Wet Fire"
"1fa2a81b-760c-450a-9b51-855e0a69c4e2","","pass","Sprinkler System Installation ITP (OLD)","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L12","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L12-0001"
"5b03bcf2-36cc-4bba-a398-34f3e178b13d","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L13"
"18c8e3af-f82d-4617-9442-82caff315861","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L13","Dry Fire"
"b036032e-7362-401a-b63e-930ca554b56c","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L13","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L13-0001"
"559f6237-79a2-466b-9ead-870e78e1c66f","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L13","Wet Fire"
"cae57f4d-4b83-4e1d-a91c-3c266d811db3","","pass","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L13","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L13-0001"
"ac8d4781-7488-41d5-a7a4-6e66dd1b40b5","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L14"
"9533735b-18bf-48cb-8fa3-5a0ca35529ee","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L14","Dry Fire"
"7808ab72-f6c3-417b-bed1-453b86b3fb0f","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L14","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L14-0001"
"e3efb469-eca9-4f19-9498-81d589241823","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L14","Wet Fire"
"b2ca42b5-6e79-43c7-a0b0-9628851c0c28","","pass","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L14","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L14-0001"
"a03c5ef9-dd73-479c-b28a-12d37895b03c","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L15"
"028d1682-c721-43cb-8352-a6980ed73934","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L15","Dry Fire"
"acffef29-c6ce-4e3d-8d79-13ec7accbb75","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L15","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L15-0001"
"052ba493-6e99-4469-a61e-5dc513fa7423","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L15","Wet Fire"
"53c16426-3bc6-4907-9a8e-160565bf99e1","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L15","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L15-0001"
"2bfe9621-f0e4-467a-b9e3-d9c513715b0b","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L16"
"d5c0c6c8-b1e2-4ef5-8659-4ecb9a42c11d","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L16","Dry Fire"
"933e51cc-47ee-4440-abdf-5e31aa684c2a","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L16","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L16-0001"
"48e8675c-22ad-4354-996a-6e0c3b192bca","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L16","Wet Fire"
"9f240980-a1e6-4460-9046-f64383976a6e","","pass","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L16","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L16-0001"
"3e15174b-fafe-486d-b7dd-54a026a36f75","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L17"
"0334d0c5-818b-4988-9986-72c785d37e98","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L17","Dry Fire"
"c3099cc6-e313-4e9b-bf10-201a2ae03f45","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L17","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L17-0001"
"189d8516-0b17-4c6c-970b-d63bba6aaf51","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L17","Wet Fire"
"1306ff32-4f4d-49d6-a38f-fbf5fdd8d482","","pass","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L17","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L17-0001"
"11feea18-f2ee-4a46-b28c-c820af9c95ca","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L18"
"863021f3-8d24-4fbf-bf3f-45269da4a9d4","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L18","Dry Fire"
"f8077b2f-a2cd-4803-bbcf-1657d64dfbd8","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L18","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L18-0001"
"fc0d97c5-b4e9-4ad0-8f13-b7b0e169c737","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L18","Wet Fire"
"cd7538c3-9b88-4cd9-aa9d-464c63b6106e","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L18","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L18-0001"
"e7e95acf-8666-4893-ab0f-b4e6dd960ca6","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L19"
"2704c768-b8fd-422e-9675-700eb552092f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L19","Dry Fire"
"13418731-5102-4a16-bda1-6f2a591c98e9","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L19","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L19-0001"
"1496ad2c-9609-4d13-9af7-41a5a213f679","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L19","Wet Fire"
"1af513fb-f558-44cc-8008-73cde0de8cd6","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L19","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L19-0001"
"37898727-848f-413a-8b69-98831dfea04a","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L20"
"a9b8bdb7-9d20-4f8e-aebd-ed6f7f7aa7fa","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L20","Dry Fire"
"7774e238-87df-4f84-a225-d132905932ff","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L20","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L20-0001 - HOTEL"
"8d9dd72b-5c90-40fb-9007-c4aeafd32c87","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L20","Wet Fire"
"028aafca-99e4-4316-8121-4964927fd329","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L20","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L20-0001 - HOTEL"
"5023e7b4-111f-401a-8a97-dddfa7a4f554","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L21"
"02df1c83-87a7-48de-ba8b-a4b1570d7461","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L21","Dry Fire"
"d26fb359-9383-44d3-9056-f349f0f9f797","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L21","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L21-0001 - HOTEL/PLANT"
"f484735a-7904-4fb4-bc97-9bf61679eb7f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L21","Wet Fire"
"a441546a-2a09-4284-8c00-6e8f38347748","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L21","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L21-0001 - HOTEL/PLANT"
"dd9cb761-be4c-45ae-b0b2-c31418590871","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L22"
"136c1a2d-83e5-48ee-9e8b-dfb9eb65d39e","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L22","Dry Fire"
"92b8f1b3-4ac4-4a3c-858e-31fbc8e29832","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L22","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L22-0001 - RECREATION DECK"
"34f8d030-d210-4237-9d1e-ddb47b80e543","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L22","Wet Fire"
"127510d3-75c1-4774-b24f-38de9baf5f4b","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L22","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L22-0001 - RECREATION DECK"
"12e572f2-efbd-4539-badf-90cc4fcf624b","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L23"
"c8a522ef-8d08-4578-a648-e621a64d9e56","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L23","Dry Fire"
"99a48a7b-c093-4be1-8836-59844f4f458e","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L23","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L23-0001 - AMENITIES/RESIDENTIAL"
"ec6e3583-2cca-4523-bd1b-53006899954f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L23","Wet Fire"
"8809fe91-803b-4946-9c53-610504b003d1","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L23","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L23-0001 - AMENITIES/RESIDENTIAL"
"7d44e5c9-6977-4558-85d1-bd151f5dfb9f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L24"
"b836838b-2e7f-4920-8a67-9980a9823965","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L24","Dry Fire"
"2a319178-fb93-4452-b644-34ae555c2076","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L24","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L24-0001 - LOWER RESIDENTIAL"
"a678afb4-f031-417c-920d-608459c2385b","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L24","Wet Fire"
"8c84d502-7b04-4f58-a374-6b25f801ee98","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L24","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L24-0001 - LOWER RESIDENTIAL"
"6ef567a0-651f-4c3a-8092-8aaac32c6029","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L25"
"a9b87eaa-8b57-44aa-a7d1-e62f87747e2c","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L25","Dry Fire"
"6dc27519-359b-423b-b66d-d8b04ddb4fae","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L25","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L25-0001"
"72b192d8-f25b-4088-b693-0e8db37230df","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L25","Wet Fire"
"9c5272f3-8eb9-4f09-9ddb-c0eb61e01f73","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L25","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L25-0001"
"42b79829-3b89-4451-9b7b-57043e48bb36","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L26"
"656b238d-c40f-447d-972a-85ae63149df9","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L26","Dry Fire"
"a6feea39-0dff-4e5f-8c3d-5e022908342c","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L26","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L26-0001"
"a5784390-1dfc-4b99-840b-d84946a00e30","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L26","Wet Fire"
"5adc133e-06e0-43e7-b491-a2c13cdc7654","","pass","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L26","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L26-0001"
"0a2aac43-e9e4-4e8a-9693-03ebd2cab75b","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L27"
"a4cf91b6-4abb-49ef-b5d3-ce99289a265a","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L27","Dry Fire"
"5d28593f-e4df-47e7-b116-0075d43f2a83","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L27","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L27-0001"
"444daab4-6a04-4119-90e8-142a825fbc24","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L27","Wet Fire"
"239a3f3a-8a59-432e-a984-28adb95e11e5","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L27","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L27-0001"
"e8a48643-91bb-438b-874a-581a9495c3c9","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L28"
"0ffa73bd-02e5-480f-a947-d13d3c81d2d5","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L28","Dry Fire"
"5f711c23-053a-4c0a-b261-8a802886dc16","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L28","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L28-0001"
"80f4e554-1bf3-48c1-ac4a-4cbc32f93a22","","pass","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L28","Wet Fire"
"f2e0d608-32eb-4e73-a3ae-3225f81ac75d","","pass","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L28","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L28-0001"
"34cdf084-521c-4545-a784-0f0befcff931","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L29"
"59af55a8-1630-4af1-8366-3b2492769bc0","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L29","Dry Fire"
"e50d8185-29b7-46f0-a799-568e9f6f5548","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L29","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L29-0001"
"55037412-f1f0-41a5-ab0b-eddcd11ffd79","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L29","Wet Fire"
"1779d71d-1e3b-419f-9b71-c7dbc80d21c8","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L29","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L29-0001"
"88b9039f-b609-48f9-bc39-55edaee870ac","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L30"
"ec2db007-5db9-410b-a950-eb7724aaf25a","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L30","Dry Fire"
"df883142-9ea7-4239-b2ea-1114a878c189","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L30","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L30-0001"
"e195c383-1902-4223-b5da-f794d81a225b","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L30","Wet Fire"
"65ed7d96-5013-469a-a51b-31a052060299","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L30","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L30-0001"
"4dab2ebd-c8a4-4048-90f9-e674483a3aec","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L31"
"45dcf6af-0cb8-45ec-8d17-8ab33cd0eee6","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L31","Dry Fire"
"92541ba0-91ca-44cf-b966-688abf2dc8d6","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L31","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L31-0001"
"4587870e-6987-436d-b3e4-51390ed0bd28","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L31","Wet Fire"
"0f31dd26-bbb7-4753-978d-fb71e8554750","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L31","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L31-0001"
"dab80f10-c047-4dda-886f-6362bddf4fa9","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L32"
"d7d3571d-d1a9-465e-b33c-6313c964fc50","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L32","Dry Fire"
"1996d214-d648-42df-9d23-bc21aac8c1f1","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L32","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L32-0001"
"a3a1518b-860a-4a7e-aed3-e8693196e85e","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L32","Wet Fire"
"aff5859f-fb7b-4873-af49-f76c869d3b58","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L32","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L32-0001"
"6e14d039-95e8-4bba-9353-4dbba0716a8f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L33"
"7e498df8-24f8-44cf-bd27-1908a359b72f","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L33","Dry Fire"
"5fe35d21-12ba-4d61-b377-4b2aa9095a7f","","work-in-progress","Dry Fire System Installation ITP","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L33","Dry Fire","PFS-QA-ITP-FSV-DFI-T-L33-0001"
"264520bf-fd5a-412c-a6fb-6e09a083d569","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L33","Wet Fire"
"f3796a61-3cb8-4113-8c40-88aeb1bb29c9","","work-in-progress","ef19fdc93900b5a7df4755b5d804a4e27b94184c7672309b7756b3e05a538bfe","checklist","FALSE","FALSE","Inspection & Test Record","Installation","L33","Wet Fire","PFS-QA-ITP-FSV-WFI-T-L33-0001"
"ffc504c6-c5eb-41a2-b5a2-06d8bbfa9d56","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L34"
"4721dd05-9eb5-4153-9989-caceccdac9c4","","work-in-progress","","folder","TRUE","FALSE","Inspection & Test Record","Installation","L34","Dry Fire"
