"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5bd6aa1b-cd48-505e-bba4-9c0f7c076d9e","","fail","","folder","TRUE","FALSE","Tasks"
"0d3ba4aa-7a1f-56d3-9684-f284c8e96fc7","","not-started","","folder","TRUE","FALSE","Tasks","March 11, 2024 - March 15, 2024"
"5370a112-9e5e-4bfd-bed7-3fa87771deba","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","August 26, 2024 - August 30, 2024","Friday"
"d5165c09-8d53-48c6-82bb-a2df00509680","","not-started","","folder","TRUE","FALSE","Tasks","September 2, 2024 - September 6, 2024"
"2fa5993c-5598-4ad7-ab68-c79b41b2ff3f","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","September 2, 2024 - September 6, 2024","Monday"
"85ab8d71-5fcf-41d8-ae40-983bff616372","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","September 2, 2024 - September 6, 2024","Tuesday"
"292aff1a-7767-41b6-a54a-81a0217b3a8f","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","September 2, 2024 - September 6, 2024","Wednesday"
"5d095cdf-d19c-4285-966e-0a692ab9e9cf","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","September 2, 2024 - September 6, 2024","Thursday"
"94f7ad3a-ca0c-49e6-91c8-0bb05d328faa","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","September 2, 2024 - September 6, 2024","Friday"
"39257f01-7dd1-4ab4-96ee-071d6d280886","","not-started","","folder","TRUE","FALSE","Tasks","September 9, 2024 - September 13, 2024"
"05f881b9-b0fe-4bbf-bbfe-dca23783a430","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","September 9, 2024 - September 13, 2024","Monday"
"4cbc672b-0b22-44f8-90b1-a93f92cd1853","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","September 9, 2024 - September 13, 2024","Tuesday"
"1633b759-fd50-4395-81b6-105a588bdc69","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","September 9, 2024 - September 13, 2024","Wednesday"
"e7acc657-f36e-429f-af54-016907eaf3e5","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","September 9, 2024 - September 13, 2024","Thursday"
"8d06f4f9-4156-4ccb-b19f-fd4cdfe7ea3d","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","September 9, 2024 - September 13, 2024","Friday"
"8db509f2-fa7d-47fd-b737-6b54c86ad3e2","","not-started","","folder","TRUE","FALSE","Tasks","September 16, 2024 - September 20, 2024"
"d5df69bf-be49-4cbf-9b51-a5aafd31f99e","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","September 16, 2024 - September 20, 2024","Monday"
"4a3005e3-f12f-46c8-af1b-8a895cb10df8","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","September 16, 2024 - September 20, 2024","Tuesday"
"5531d11c-2d6a-4b59-97b4-b0bdc3f41eb7","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","September 16, 2024 - September 20, 2024","Wednesday"
"c8058ec8-4ac5-4795-9a6d-9c0fb1546096","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","September 16, 2024 - September 20, 2024","Thursday"
"fc9d017e-c8ad-469b-80f6-253fc11a6c07","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","September 16, 2024 - September 20, 2024","Friday"
"8df52366-ec63-4c04-a0af-3a4ecc1a8242","","not-started","","folder","TRUE","FALSE","Tasks","September 23, 2024 - September 27, 2024"
"bc2f8383-1723-4204-92a8-bd3e6e059d10","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","September 23, 2024 - September 27, 2024","Monday"
"c39ec9dc-1ee4-41b4-9822-5a7043999fa3","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","September 23, 2024 - September 27, 2024","Tuesday"
"fbe2ed40-1000-47bc-b1ad-0d010f09f21a","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","September 23, 2024 - September 27, 2024","Wednesday"
"e21b9950-03fd-4065-b3a2-5a96c99ebdd2","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","September 23, 2024 - September 27, 2024","Thursday"
"68d9c442-3a53-4a5e-8268-1a1be687a03f","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","September 23, 2024 - September 27, 2024","Friday"
"7c63edbe-2b35-403b-bf3b-7d7976ac8ab7","","not-started","","folder","TRUE","FALSE","Tasks","September 30, 2024 - October 4, 2024"
"f6da55b0-e365-4cd7-a999-8a51fb83b09a","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","September 30, 2024 - October 4, 2024","Monday"
"c2573221-9e0f-4410-b931-4c6017fa03c5","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","September 30, 2024 - October 4, 2024","Tuesday"
"c1069a34-8771-4fd5-bdae-b9bb25f7b951","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","September 30, 2024 - October 4, 2024","Wednesday"
"8b0a4070-3d98-4374-b405-2a9b2ec661ee","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","September 30, 2024 - October 4, 2024","Thursday"
"575a560b-58c4-48c1-9939-09a5bfadfc87","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","September 30, 2024 - October 4, 2024","Friday"
"af90faa4-afb1-4891-a9b2-8361668cb56c","","not-started","","folder","TRUE","FALSE","Tasks","October 7, 2024 - October 11, 2024"
"b876e3be-60a3-4a7c-80b0-4030b0f8eab1","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","October 7, 2024 - October 11, 2024","Monday"
"ee9ad089-b450-4bdf-ad9a-bc576da0f467","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","October 7, 2024 - October 11, 2024","Tuesday"
"7313fa6e-5256-4c8e-a690-ef2f01747a84","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","October 7, 2024 - October 11, 2024","Wednesday"
"5fa950ae-3b92-4c02-8f3d-eb78aaf3b762","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","October 7, 2024 - October 11, 2024","Thursday"
"e7cd7e8d-0934-4487-ba20-1dd6108f822e","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","October 7, 2024 - October 11, 2024","Friday"
"a1851b9a-bc39-4a49-b5a6-bbd541b4c24c","","not-started","","folder","TRUE","FALSE","Tasks","October 14, 2024 - October 18, 2024"
"936413ed-846e-42d4-803e-da028173eff1","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","October 14, 2024 - October 18, 2024","Monday"
"e657f8fe-4e3d-4730-9149-b355221a8372","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","October 14, 2024 - October 18, 2024","Tuesday"
"a97e66db-a36f-4a06-8b31-afcebeae0389","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","October 14, 2024 - October 18, 2024","Wednesday"
"538a1fc6-8384-4165-8f92-2e68d7d08f7b","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","October 14, 2024 - October 18, 2024","Thursday"
"07566181-f527-482b-bf65-47acd380f963","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","October 14, 2024 - October 18, 2024","Friday"
"9e7c5c79-de29-4eb9-98b0-e3b6d7feabea","","not-started","","folder","TRUE","FALSE","Tasks","October 21, 2024 - October 25, 2024"
"f002405e-8821-418b-a9a3-c7a27af599d8","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","October 21, 2024 - October 25, 2024","Monday"
"b4c1df92-9d55-42c8-831c-b4982ccb15d8","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","October 21, 2024 - October 25, 2024","Tuesday"
"7ad07a4e-d5d4-4e4c-866a-b6a32ce31d61","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","October 21, 2024 - October 25, 2024","Wednesday"
"8700aee8-4c49-4feb-bbc1-cf9663e7eddd","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","October 21, 2024 - October 25, 2024","Thursday"
"65b37f39-d3dc-4674-ac62-d6e1ec315a99","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","October 21, 2024 - October 25, 2024","Friday"
"aa636ebd-92bd-427c-955a-27e6ad4e8058","","not-started","","folder","TRUE","FALSE","Tasks","October 28, 2024 - November 1, 2024"
"a5feb74b-60b1-4a21-ac7f-cdfc5d24506b","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Monday"
"3b623c93-fc23-4517-98e6-86362c3f339e","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Tuesday"
"28c8df16-dfe7-44ba-9bc5-59405e8a675f","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Wednesday"
"0c1cdb47-1b03-46ed-becf-d27b2c51675f","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Thursday"
"31133495-99fa-460d-a8ef-036873805577","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","October 28, 2024 - November 1, 2024","Friday"
"ef063cdb-c443-404f-9e2d-dbcd08b4d351","","not-started","","folder","TRUE","FALSE","Tasks","November 4, 2024 - November 8, 2024"
"1dbcf96e-8a18-431a-94fc-ddc8bed489f6","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Monday"
"7fb1dcfb-2134-4ec9-ad92-50dda3b29f23","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Tuesday"
"f6ce28c8-5474-4278-9738-8686c2ce90b8","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Wednesday"
"2e77f15d-d3fc-4e23-b4b4-118fa573f0c2","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Thursday"
"46eebca5-4855-43f7-86e9-af303a5124c1","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","November 4, 2024 - November 8, 2024","Friday"
"a5c7c8f3-35ad-401f-b74c-0156dceff5de","","not-started","","folder","TRUE","FALSE","Tasks","November 11, 2024 - November 15, 2024"
"3a59b04c-0d20-40cf-91ca-ce28671aeac0","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Monday"
"859f8128-89b0-4e19-998e-59bd4034d2d8","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Tuesday"
"06ef1ae2-e4c6-4061-a00b-e48ce09c0ba5","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Wednesday"
"24e0e9d7-ada1-420f-9559-de0027cc171c","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Thursday"
"cc7eadec-2f26-48f2-bfe2-1c80de39f828","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","November 11, 2024 - November 15, 2024","Friday"
"0928f400-2782-4f8b-b577-3f5f3aa78dbe","","not-started","","folder","TRUE","FALSE","Tasks","November 18, 2024 - November 22, 2024"
"57deca5e-a3fc-4ad1-b98b-c8526705840b","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Monday"
"e7a5f170-814c-47da-91a5-d662c461dac1","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Tuesday"
"a0adb739-178c-48f0-a7c8-916df9ed40a1","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Wednesday"
"f89d92ba-be02-4dce-a359-f3a76056ef3b","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Thursday"
"be5808ee-a4eb-471b-ae10-58995bd28554","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","November 18, 2024 - November 22, 2024","Friday"
"d099d498-ce2d-4fad-99b0-bb5b4cf199c3","","not-started","","folder","TRUE","FALSE","Tasks","November 25, 2024 - November 29, 2024"
"ca5bfaea-254c-4516-beb4-20051c6b0862","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Monday"
"0399d90b-eeaf-4d2b-acbb-56383112ddb1","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Tuesday"
"12b7c60a-5d33-4c66-9977-7018e475d43d","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Wednesday"
"c0f65d1c-9c13-4d9d-8151-d23eeb13071b","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Thursday"
"6c751478-5d55-4dd4-a66a-82c10dc9838c","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","November 25, 2024 - November 29, 2024","Friday"
"ea0b9893-4849-445d-be5e-f4347986e6ff","","not-started","","folder","TRUE","FALSE","Tasks","December 2, 2024 - December 6, 2024"
"e4d213f7-bef9-4632-be0c-3962d961932e","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Monday"
"bc9606f9-db7b-4d46-bd58-ae73bec5fc7e","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Tuesday"
"54afba22-4de0-4f27-82f4-4a78bc52c817","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Wednesday"
"e0462277-667a-47d1-8fc8-e1595379f564","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Thursday"
"133e62ce-98da-498d-999b-39a229af5f87","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","December 2, 2024 - December 6, 2024","Friday"
"0c97728e-1626-4422-8c3f-04792243c156","","not-started","","folder","TRUE","FALSE","Tasks","December 9, 2024 - December 13, 2024"
"ffbea004-5b3b-4816-9ce2-a95665cb31e1","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Monday"
"c91e6ca8-3246-4201-b45d-930e78b7a58e","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Tuesday"
"70c596b2-b767-4eb6-90d4-7a9042346c52","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Wednesday"
"e5cfaa66-5749-4f6c-bb3a-fbccc722ab81","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Thursday"
"552c5981-ea6e-4b81-a3e2-974c63acd359","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","December 9, 2024 - December 13, 2024","Friday"
"27979c9e-74a8-40ce-8ce6-a408bca0aecc","","not-started","","folder","TRUE","FALSE","Tasks","December 16, 2024 - December 20, 2024"
"aea59f47-0bfe-4c74-bc26-d321ed9abaed","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Monday"
"92433984-781d-4fd8-b3b7-21fac0a81993","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Tuesday"
"762bd1d0-8ae4-4515-813b-c26770bf881b","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Wednesday"
"3e0616b4-64a1-4479-b9bd-d34b9298d9f5","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Thursday"
"54e53fa7-918e-4c32-b6eb-e09579c1728f","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","December 16, 2024 - December 20, 2024","Friday"
"5041b1d8-b220-4bf0-a4f9-830a9f932cdb","","not-started","","folder","TRUE","FALSE","Tasks","December 23, 2024 - December 27, 2024"
"8ee69ad6-3634-4f79-aca0-75ad49d59f44","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Monday"
"7784bb0f-bbb9-41a3-9f8d-1529c6a9d9a1","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Tuesday"
"7769ac0f-9a47-44a1-ab1b-f10fe7fbf15c","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Wednesday"
"47a98bb4-85f7-41e6-9390-db3adda9dc7e","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Thursday"
"1cc8f948-4939-439f-a8f8-229f13bdf5a3","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","December 23, 2024 - December 27, 2024","Friday"
"ca851a21-d48f-4283-be76-8a8c80efcd6d","","not-started","","folder","TRUE","FALSE","Tasks","December 30, 2024 - January 3, 2025"
"5e09c591-8bdd-429a-85f2-82f4c30a4d50","","not-started","PM - Commercial HVAC - Monday","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Monday"
"7a3748f6-9b92-4bb8-9557-c65333f69d34","","not-started","PM - Commercial HVAC - Tuesday","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Tuesday"
"02b66793-a4c1-4a8c-9b13-1677d38d4061","","not-started","PM - Commercial HVAC - Wednesday","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Wednesday"
"5305937d-9da8-4e26-923f-9517bb46d6f2","","not-started","PM - Commercial HVAC - Thursday","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Thursday"
"5f0e9a75-669c-4a87-935e-fb8653035946","","not-started","PM - Commercial HVAC - Friday","checklist","FALSE","FALSE","Tasks","December 30, 2024 - January 3, 2025","Friday"
