"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b72e7188-a52c-4896-8fa2-02af962698d4","","fail","","folder","TRUE","FALSE","Site QA"
"6658d9e8-e377-4fbd-bd74-f59af60e30b9","","work-in-progress","","folder","FALSE","FALSE","Site QA","L1"
"6228e566-048e-4f44-9224-ee322eec4a9c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-031"
"273e9329-4967-41e2-b73c-39c7c73d81a9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-032"
"caba723f-12d4-420a-a3bd-affdfb2808f4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-033"
"8a15ee17-6229-4e03-851e-02fc5b7870d6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-034"
"708c73e3-aafe-4a4b-a993-da9cb02963f5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-035"
"53202465-a343-47c8-88b5-e6045d12231c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-036"
"5e301beb-b8cf-416c-8373-850d6eb62784","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-037"
"41ae1d88-bd4d-4c19-9db9-4311a576a765","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-038"
"231357b7-6c69-4727-9284-79c418c02d24","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-039"
"38a56760-771e-4e99-ad66-71eec0612f78","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-040"
"c3f14c9a-46b6-4ab3-9cda-2506ed60ba7d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-041"
"19d15441-6920-4dda-bb58-a7c69be341cf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-042"
"86aa29b7-15f0-4ef7-8932-e7ff24b36690","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-043"
"a6ce691e-2cc7-40e9-8479-7a8726724f57","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-044"
"d17014bf-064f-4d15-b98c-dabf6504ec8f","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-045"
"a1997544-9035-4f39-902f-b41e3b9a75c7","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-046"
"ad916e2a-db39-488e-87f1-740f918e8712","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-047"
"0be62c4a-5a71-438f-86b9-1993cc21e3cf","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-048"
"1fcf9a76-8022-44c2-9af8-836b404b8f4d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-049"
"ce85848a-db2f-4d9e-9d0e-e14b98616dd9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-050"
"9f7c5808-5d93-49d2-8fb0-97de0c6042a8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-051"
"2d9cccb1-7348-4ed7-a4da-9f8faafc7447","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-052"
"8a901af0-9946-4ba2-a1b0-3d6005a26d97","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-053"
"1fcac743-65cc-45cd-94b5-e0ed213e80b3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-054"
"72a0a3ae-3b64-4a05-8d51-65ff1f5507af","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-055"
"aace934f-ab12-4dae-8395-997cb748f918","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-056"
"c27bfd8e-eb51-48a5-a156-ae8b2a001e97","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-057"
"dd0b709e-ac0d-4ec1-a633-ca793bb6b3f4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-058"
"8d82eac4-0a2b-4b2a-8b0d-234b55286969","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-059"
"4cb14b2e-fac2-4fcf-8090-06ff17e06a91","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-060"
"6364b3a3-6b81-419e-b5a8-b08d08e6600b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-061"
"49b644c1-98f3-463c-9705-2b7c46710f03","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-062"
"fb01d618-e29e-4ab3-9ace-645e8b825f06","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-063"
"32e76b4c-0e1b-4164-89b7-e278472e16e1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-064"
"49d2addd-53c6-4304-959c-7b0fad7d5ed7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-065"
"2fe2c37f-1468-4f8b-ad83-04e830954eb1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-066"
"2338178a-2941-447b-aaec-a79a6540988b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-067"
"5d215562-fb02-4c46-9387-2f1e47e31de2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-068"
"b543bc44-d08f-4544-aeaf-5044dda4e702","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-069"
"2f1bcf7f-8990-4608-8490-8f7b447f64c3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-070"
"534282c1-7159-4c8f-acc0-7ea3e79ed172","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-071"
"687a2f58-15ee-48fd-8d56-262c7a0cc550","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-072"
"b46c116d-0171-4483-b44a-148a2fee9dc0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-073"
"c97c5c33-cf67-446b-ae54-03ff65a8318e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-074"
"834b725f-7458-402b-a15a-97ddb055a932","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-075"
"2ffb87ac-29f1-4803-bcb8-0c0a97bd4ac8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-076"
"716b51ce-c9ba-4657-b206-1907c9652057","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-077"
"da4d0de8-7908-45fe-8d66-366b72a4bee5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-078"
"cd2b2afc-1c34-4477-8677-cdbdecfafc2d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-079"
"70028b45-aa96-495c-b2aa-86d7604b0f52","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-080"
"33b930b3-3ffb-4b03-babc-67592d02bcee","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-081"
"c8c2fee3-34ac-4258-8262-2dcafa4791ab","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-082"
"d60a9dc9-8eae-4267-878b-8201cf5686f7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-083"
"0c7222e7-21e6-42d3-a772-150b5e1c9c16","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-084"
"1d5b5040-469e-40c2-aea9-cb30a106099f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-085"
"1802918c-63a6-4c9b-9d26-37a81f7dddfa","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-086"
"30ea4b83-a895-45a7-adc0-24dafb331057","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-087"
"047a4bec-58c4-4187-957d-c495194e4af6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-088"
"32b00700-e7a7-4774-8050-f88a4590e699","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-089"
"af974f8c-7d9b-416c-9b13-2e52f35379e3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-090"
"544d0d45-2899-4a86-9cb1-fbdc04505e56","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-091"
"aeaaf015-6433-4961-a881-e6c87aa61e56","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-092"
"31129b15-336b-4eb3-8755-eb241ed372db","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-093"
"e4d9295e-5c75-4557-8e4c-f75183afcdf7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-094"
"3b3c8430-5be1-4ee5-8ffa-ae3daac52684","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-095"
"762902a2-e028-46ad-a3ac-52e60906eb28","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-096"
"5c1c4bb2-1f89-41d9-bc5d-f253d43b08e2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-097"
"bcd9a4e9-2b0d-494c-a24b-dfb70f26bd02","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-098"
"60b2ba82-ca8c-412a-8648-734bde34f60a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-099"
"4773b417-621e-424c-91c3-1b2b93c6140e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-100"
"a3618461-0f0a-4847-9116-fda4fc3c0e34","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-101"
"57bb6e51-1190-40b3-9359-89e9ab074994","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-102"
"591d28cd-9251-4dec-bfc9-b3daf09851c5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-103"
"02c31f5c-5fa9-4522-97d8-245efb2cbaac","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-104"
"6b3d3417-5b02-41ab-ab82-0ce89d1709fd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-105"
"ee20dad4-e830-40c7-ab9d-7f59f81a161c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-106"
"4591a38c-fba9-4a28-b676-66e07254b886","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-107"
"5b737ea7-b97f-476e-b496-755d77537301","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-108"
"a932108e-d049-4db2-b339-f1b8ee63ed40","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-109"
"a679b82a-2700-43ac-bf5d-7cab7fd58c61","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-110"
"bc403bcd-d033-4b72-bd8c-463b72962b50","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-111"
"8624e7d3-c341-4da1-8d89-9fca3a1ed0c2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-112"
"cbf3b2c6-cfd8-4d6c-bd10-7a2a17c4a1c9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-113"
"cb26d9f4-14a4-4cd2-b101-07943c38fd56","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-114"
"914cecd6-fedb-48aa-b1bf-aa33a726102e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-115"
"b5e2a62f-82cb-40a6-bd45-409705d9a216","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-116"
"ccda6a59-40e6-4688-bae7-621ad8574656","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-117"
"f9d81918-fe3c-46a5-834e-a7dcadc24b3c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-118"
"169a97bf-d3bc-4095-9f08-cb11cc824803","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-119"
"2c11d6cc-bf62-405e-a669-69295c33df04","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-120"
"ef850c82-4f4c-4705-81b4-23e5ce4e8616","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-121"
"b8351aae-9c97-4dbe-8e00-fdd0feb21cfd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-122"
"e2a9ff59-1864-4f3a-94e7-7c07a6ac3b53","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-123"
"c9257d1b-fa8c-4c49-8c57-583ab8d893ff","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-124"
"ffdb2270-c83d-426e-813a-b263f0f0d488","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-125"
"300a4a55-47be-4f01-8ba2-4e32d082c249","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-126"
"824ecad7-6a16-4047-9167-a730ceb303f3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-127"
"7000bec8-261b-4010-b252-e01b14a2308b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-128"
"c3495da9-f515-4944-8b24-741386e51ad8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-129"
"aa722e4f-bd70-4f84-a8a2-25f7a87e023c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-130"
"58bc59f3-d9ef-4239-9aae-b3b3df5ab8bb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-131"
"bf985fb8-53d4-4931-a411-a25fef9f9074","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-132"
"7a64231e-2347-4b7c-9d2d-1160cf74cc0b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-133"
"b3b7e991-dd9a-4734-8034-d7cc4d39cf6d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-134"
"19996f54-fc7c-4fb5-9bfa-07a155f37eb4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-135"
"551e6a81-0414-4430-bdee-938534af96c6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-136"
"16cc50cb-6fd8-4d67-a3a9-e849feccc83b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-137"
"205ec8b6-3866-4b65-a227-f53c5ab77434","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-138"
"63614dce-1464-45d4-9007-355a831ab8cf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-139"
"10df62cc-2825-4b2f-abe4-e5a9003a92a9","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-140"
"aa93c8ca-bcde-4525-b017-936c8607f3cf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-141"
"c02be8a2-111a-481c-803a-3670c60a1861","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-142"
"c75a9009-bcac-4d28-bdce-0de8e490054f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-143"
"18cfe6cd-05b8-4d25-b6b0-3816dc1a5f2e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L2","L2-144"
"8433a5f9-9094-4bfb-9257-45bf77a35ed0","","not-started","Curtain Wall Facade System Post-Install Sign Off","checklist","FALSE","FALSE","Site QA","L2","Post-Install Sign Off"
"e38aefe0-1ca8-4b8f-96be-f72ec0f0ad91","","fail","","folder","TRUE","FALSE","Site QA","L3"
"fc8f61b2-b44b-43f1-8433-2d3e7ad2d706","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-001"
"dc8eeefb-b499-415f-a587-bf9790ab8ca0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-002"
"c870e141-4773-4081-85cb-0525adc0fed8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-003"
"c5471cc5-c80a-41c6-82e1-dc05b07d3f67","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-004"
"770d9720-a18e-481a-bd2f-c96a26618260","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-005"
"325feeb5-dc40-4dec-baf4-d2daef5571bc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-006"
"3047942d-20fa-4962-a052-d04d647094bb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-007"
"0b8a4050-fbdc-463f-91f9-76ae310fd649","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-008"
"6e3599f1-ffbe-4fc7-bdef-2f1267797a51","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-009"
"05b58f82-dce3-4476-8cfe-92632f0013a0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-010"
"80605fbb-621c-43dd-a85d-abda604ad6ff","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-011"
"492911ec-a0b4-4ecc-b7d2-78ec02fc7fe6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-012"
"1aec2ad5-718c-4da8-87cc-faf4728de044","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-013"
"5e213a84-a223-4ce4-b350-76023bf7da52","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-014"
"4717b14c-fc67-4919-894f-d7de7e8870d8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-015"
"81cd4e31-6d2b-402a-9d7a-9aaafb45a01b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-016"
"31cb42d9-aa82-4287-8650-6ce15902f83a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-017"
"06111b95-73b2-43b8-baaa-d939c41a2e8d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-018"
"10a3fe37-ead7-46a1-a107-9e058e6602e2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-019"
"4b489662-7dc8-4658-ab0e-11a85d5da2d6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-020"
"04aee3d7-447a-41d4-afc0-67885cdefac4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-021"
"7d213db2-521b-4dac-a5f3-7befaff4917f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-022"
