"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b72e7188-a52c-4896-8fa2-02af962698d4","","fail","","folder","TRUE","FALSE","Site QA"
"6658d9e8-e377-4fbd-bd74-f59af60e30b9","","work-in-progress","","folder","FALSE","FALSE","Site QA","L1"
"e9da3ee6-666a-49e7-85e0-43595c5b1097","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-026"
"6096b062-a32f-48a1-a890-9bc3667f1630","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-027"
"15aaacaf-bd42-433e-8059-bb32fc8089ec","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-028"
"90b134d2-4a23-41f5-87ee-10df121d7e9f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-029"
"c6ae420a-c585-41e9-8902-ee2dbf43c97a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-030"
"30ab0f6a-1b6f-45a4-a122-bee3ae6a98de","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-031"
"11e41710-0b9e-47e5-8023-1eaf9580f1d2","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-032"
"82b4ab65-c3ea-4df9-8ffc-2e50d74c105e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-033"
"fb5c4f09-1714-4bc5-8851-e8ebc9a8d4eb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-034"
"d622aa6d-f4b4-4c61-bf6d-30c3f8ddbda6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-035"
"ece17a9e-7d86-4fc4-b57f-805550b9ad1f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-036"
"2a64e0f8-2910-4d7b-9818-eb3370bd0e96","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-037"
"84d247ec-9ec4-42bc-9fc7-fa441d877456","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-038"
"90db3087-7741-4ccc-a2f8-8b0243689b3a","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-039"
"cd4ea55d-efad-48ee-938f-05b3542c99fe","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-040"
"bca00367-3c1c-4a4d-957b-4b067031c736","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-041"
"2e11d236-1471-48b8-a715-64047c76adcf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-042"
"baeba04b-cfc4-4f42-bc43-6483f9b12cee","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-043"
"e0039f2e-e630-4171-a7c2-75cae9f22d04","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-044"
"ff5f6580-6460-4f0d-8750-25c58514952b","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-045"
"6e4d70ff-81d3-4e0b-a936-3d9f1921ad5c","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-046"
"64cd9279-5ff7-4163-bed8-f28c716a235a","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-047"
"4e472b10-1326-4316-9400-fa0ed82e7d3f","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-048"
"98e1c098-36f4-404e-88ad-6f347d1cc8c3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-049"
"012bfaec-7607-4b99-9f41-e5113fe1b109","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-050"
"591cc99a-d5cc-46ce-beea-b5647dc907ff","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-051"
"1e829a0d-768e-470d-ae0f-290c8d590bad","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-052"
"0fdae1c4-f2a9-49a5-9dc6-0ff658fca976","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-053"
"cea0315e-c059-4688-9932-58d6edc3fc98","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-054"
"d24fd6ba-28dd-4834-b805-59cd5e786b54","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-055"
"376c9362-4958-4f77-b6c3-0e39f301cb20","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-056"
"db5414df-3811-4b68-b459-5d424c39684b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-057"
"d9f2434c-4e79-489c-991d-9505cf0575e4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-058"
"794c252f-5417-4eb5-9fe6-a87d61637d84","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-059"
"1db2ebbb-54cb-4ea2-b8b7-cdf0141e8bc6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-060"
"eaf54338-2fb8-4310-bd1b-da7ccc833d72","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-061"
"bf603d17-df52-41a2-816d-a212cb636b60","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-062"
"30e83c59-e0c0-45ec-a1ba-ebba6aeee5db","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-063"
"7d02aa7d-d433-4831-9d97-b181fee8ba91","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-064"
"ad1d8ea8-9b99-4940-b69a-d8f9be522f36","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-065"
"19d2e4da-c09b-4c7f-aba3-8754ffaa7ac1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-066"
"3344400f-b13d-473f-b7c1-e2a9c71a84c1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-067"
"deb06426-2145-4cc1-88c8-16873342da7c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-068"
"226083e2-16f8-4225-ac2b-e3667af39978","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-069"
"ba24ac6f-9fee-4e88-b02c-767b5deb0955","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-070"
"b0b59e77-771a-4482-ba7f-b24ca1afae8e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-071"
"93a97bfa-1ce5-4754-aa97-f3f43393b625","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-072"
"3a6ec7e1-03ce-4ded-b0c5-9580cc6df777","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-073"
"f96cf51a-bf12-4dff-9c97-3574a37e969e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-074"
"212591be-8e00-49eb-908c-b0229c1f74fb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-075"
"744db66d-d381-45dd-836a-d139169801c6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-076"
"96ba6f1c-6b53-44ae-a92d-6cd8314bc67f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-077"
"6b313887-2dc7-4af3-900f-e97f64a20b0c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-078"
"2c43c008-2565-4b12-8068-89873e5c8f87","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-079"
"745c4a1a-732b-4925-abe2-85451fa9c743","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-080"
"671ef082-cb4b-4297-9047-4499bb7ef059","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-081"
"3fba3754-a892-41c5-b672-100ac7f8cc56","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-082"
"cc5012b7-bfb7-49ac-8997-fa5994502e3c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-083"
"5f3665fe-8a87-4b74-94fd-aaf6f3b5b40f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-084"
"c4e47505-1425-4d23-83be-536833a1f054","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-085"
"1b5ed913-fbf1-4073-92cb-10a392374b7c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-086"
"867582eb-0a34-43d6-a401-c44bff30fe2e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-087"
"640a5472-0e60-413c-b21b-0b392ebb52f6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-088"
"2a254c68-cfd6-4645-bf41-8a259f1ed1de","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-089"
"1fbc7bad-1dc3-4118-b587-f359efdce3a3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-090"
"cb8cd1c7-99e2-4dcd-a1eb-9eccd88284a0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-091"
"7110d442-a6d9-4316-a22a-c604750aec2b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-092"
"01682ca7-e667-454f-bb66-30eb8f590f8b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-093"
"4049131c-59f0-4e31-a663-0f02242f6165","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-094"
"061a7dce-4efa-4055-ade8-bb3620cdb20c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-095"
"bda77711-a939-4a73-8083-6c519245a3f3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-096"
"d819fed4-752a-4364-b858-51ef64f33d30","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-097"
"d57b75d6-820c-4063-b24b-159ecb2c190a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-098"
"2ec1f0dd-351c-480c-a9e2-307365450401","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-099"
"2196b3c4-9c00-4593-bd7f-6d080f45efa7","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-100"
"f104bbf2-9fbf-48b1-9dfe-b1bf27cee7c8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-101"
"486c8a7c-0185-4183-9046-0c76fb65475b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-102"
"1aa2c290-7f06-4f73-9809-352ba8aa379a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-103"
"27ed0da2-3995-4ad3-8f2a-d17c782ea623","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-104"
"3f00f68e-aa08-42fe-9c59-590f7fdea705","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-105"
"865878e3-94e3-4781-9508-96f2edbad91d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-106"
"efd397c7-baaf-4055-89a1-d1c76413b02c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-107"
"b6e580d3-c759-4d1d-a0e2-2cac72880495","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-108"
"166e4600-b7ca-44e0-bfbd-af889829537a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-109"
"9ae156dc-f495-4ce0-87e0-715cb6e69a25","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-110"
"7fc7d748-0662-40e8-b300-797d367594d5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-111"
"c140a598-ec83-4d90-8eba-45304862a2a3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-112"
"87ab4494-e51e-4c9e-a5b6-230281a177de","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-113"
"53660584-e1f8-4b25-bc15-9446680dfdef","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-114"
"4bfe014c-cd05-4264-9c00-2c06c9820158","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-115"
"01147985-7657-442d-8d26-3d27dc7b9057","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-116"
"8e7e83ca-44f0-4c2d-8470-7a985bc3a665","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-117"
"480cbc6f-66fc-4f42-bd4f-3f79e7b92184","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-118"
"29f22c67-fc02-4072-b758-2669bedb6bdf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-119"
"4f72ec20-a44c-4e4c-8d71-0a88fbb8671b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-120"
"3e2791f3-782e-44c9-81f7-f804d00458bb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-121"
"4e28ca1a-0cd7-4357-9598-4574181024bb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-122"
"eaed7672-9357-4671-89f4-ed3d6d64e762","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-123"
"ff1aa674-3a33-4185-a504-eee1c791ac91","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-124"
"c27e9eaa-0efd-413c-91bb-b48d79f706b8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-125"
"58df1ef0-e51f-4461-ba03-2956f6e28f29","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-126"
"39758ba0-5dfa-412f-962d-1dfaea17d921","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-127"
"b59b11a8-be5b-4414-a009-acc8dc7af361","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-128"
"51307e21-f263-4b2a-a3cf-c73909b4de7c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-129"
"f71fa053-330b-4c09-a6cf-52c0d279a137","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-130"
"9f4d0883-a70a-4fc9-811f-d8cc1e3ddbfe","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-131"
"9e690735-aaeb-4e15-9122-b92ba1801abe","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-132"
"11fb7dd4-0d24-41b9-b44d-82ea72169843","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-133"
"70562958-4e5e-4871-8513-e329b03da98a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-134"
"117e2876-dd01-4992-b7f1-4404d931ef62","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-135"
"5f63abd4-b8c8-4ba4-958e-e859a4c4da2f","","fail","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-136"
"5ec8ee99-d562-4c21-9d0f-65f0059a54f3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-137"
"f57639a1-31b2-4d88-977a-f587ccef2f2a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-138"
"d1c8cd67-1b1a-402c-83d0-c0785b6b3677","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-139"
"909093ec-eb37-4ffa-94f1-a39cfc7f5b03","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-140"
"1c82c16a-ae31-4d2a-8907-450afff8ecc5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-141"
"ec981326-0e3e-48dc-bd56-60b0b41b7a6b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-142"
"e0d0aefc-6ca4-48fd-a4f9-c142c3bdaa3d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-143"
"2de2278e-8392-4427-a03e-c1226609ea1c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L3","L3-144"
"8a7d6e53-11d8-470d-857b-df9a72fce5c8","","not-started","Curtain Wall Facade System Post-Install Sign Off","checklist","FALSE","FALSE","Site QA","L3","Post-Install Sign Off"
"b1ff0f1e-6d77-40af-ae32-3d210b333209","","fail","","folder","TRUE","FALSE","Site QA","L4"
"88fb08fd-dc88-400c-863c-2b0cf20773b6","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-001"
"f3e647ab-cb1b-4542-8029-b28a1f829183","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-002"
"463ffd9d-88ef-4445-96ff-532c6a6cb8fc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-003"
"70b78e71-decf-48c4-9f13-786fa81eb5f3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-004"
"8f2a63ae-9fc0-41af-a7e4-4210d4a8ad9c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-005"
"36893de7-b4de-48ab-99ca-9ce3f3d6826e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-006"
"5581f25e-58b7-4a5c-90f9-4c143f1fa0fb","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-007"
"c0c731ec-0da3-47a5-b3a0-5dfad0bafbae","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-008"
"a696a318-f8e7-4867-b1fc-8bd098192334","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-009"
"fb23ac02-43bc-45c1-b7e8-a032f35825de","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-010"
"1583f14c-f8d9-4d47-949a-fef5c5a47bd8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-011"
"69f635c5-fc1e-4438-a4e8-d3e8d6028b3c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-012"
"231bb457-b35a-4620-b7f0-55b62900ad87","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-013"
"498d137f-ccdf-4323-841e-41d31c4f48c3","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-014"
"ff7be2db-5a0e-4c46-a98d-c75f66237082","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-015"
"44060e9e-4a0d-435c-98b5-ba0214ef6afd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-016"
"9c65d596-e27d-46ab-849f-5e79dd6b4924","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-017"
"bc23f7a8-e385-4ab8-b70c-e12292473558","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-018"
"092f8bf8-232c-452f-b55a-0d901609e463","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-019"
"33b9b36b-764b-41db-88e5-d41fe41490b0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-020"
"b05510db-c122-47f5-8001-732fe1800946","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-021"
"273b0cc2-d795-49f6-ab88-fe4acdc14f1e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-022"
"70954b5f-dc4c-4d82-9c1b-1de1e2636128","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-023"
"4b5c0b3f-8c58-4fdb-afbf-f1e93d4498a4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-024"
"e9ddb151-06f3-4e2a-9fe1-c16e6fe46d2b","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-025"
"5d26cb87-f562-4457-aa85-734e63c70492","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-026"
"095c52df-51dd-4b9e-9585-29b5f5900f26","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-027"
"0dedfd37-d907-4dcd-8a49-d6b82aeb84b4","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-028"
"ffebb6a5-fc7d-4506-a27f-dc2051c026d8","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-029"
"588d9660-9487-4399-88f5-bd61aacf2fbf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-030"
"d5f8f2ec-5cc9-49ba-a872-e26d95ff1b18","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-031"
"bd4f7359-7ab5-4504-82db-5b2571160cbc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-032"
"36302b95-f84d-4b6d-a6ab-ec3febe66655","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-033"
"b75ceac8-4fcc-4740-a0a5-0cce0ba6dad1","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-034"
"53a500b1-4cab-4d8a-8522-e9d766492d1c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-035"
"d9055886-79b2-4a86-8839-e979e1c3445a","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-036"
"4a79b922-957b-4546-935b-104261f5aeb0","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-037"
"025c92f1-4188-46c6-bfb9-fe92a14b9fc5","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-038"
"5ff75c28-41a4-48ef-8cd4-cc060cefafba","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-039"
"6e01fe54-a178-41d0-9f9f-19820703d339","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-040"
"562bc99a-8adc-4922-9caf-efcaef378aea","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-041"
"736886b8-4d0b-4e84-a55f-08c6d01d88cc","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-042"
"26c1df95-7743-446a-8c9e-414f35e7536d","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-043"
"077f2573-d2ff-484f-af80-e5c87c9464ec","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-044"
"cbefcd54-9a19-417d-a055-4f548b69042a","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-045"
"1667b360-0021-48d9-884f-016ad8645045","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-046"
"9a91febd-b6a3-4841-8723-42e11f63772c","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-047"
"3830226d-6f54-4b1d-adce-0c03b0087628","","work-in-progress","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-048"
"871383d2-23dd-491b-b957-e6eeeeb7b9bd","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-049"
"78bfb177-51a9-4db3-9791-6af0fc9f1a3f","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-050"
"4c9748e2-017c-419c-8a3e-4dd742f8a288","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-051"
"89738286-30b2-4822-bb80-f46c091b1c75","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-052"
"fae5dd2c-5ef5-4324-be85-2fe9398bdc07","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-053"
"d2bf9e34-2b3e-49a0-baf8-ed75eb614784","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-054"
"04541f8d-ebc5-441d-93ce-e090d6669710","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-055"
"fe423b7f-6b3e-4877-ad43-5aa0fc391cbf","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-056"
"f72c605e-f5f4-4ab0-a15e-de330b7a878e","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-057"
"36f9b379-07e8-4c06-bed4-f0353adf3a21","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-058"
"4baf609b-ac0c-4b28-a138-06fa43557e9c","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-059"
"8b796b06-e10e-438c-a051-ffae924338ac","","pass","Curtain Wall Facade System Checklist","checklist","FALSE","FALSE","Site QA","L4","L4-060"
