"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"57233f04-9df0-4932-80da-8ac73eacfd56","","no-status-not-started","","folder","TRUE","FALSE","Site QA"
"397d6ed8-296f-44d8-8ee2-f3cf590cecc9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1"
"cd3b842e-6d4f-4b9e-a2bd-cc4f40b5f5b0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing"
"12ab81b8-0223-403f-b523-3094fe834dbc","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101"
"65f676cc-065b-44af-9720-937bcbfb9f3a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Rough-in"
"ee52b123-64d6-407f-994b-643e1f9922d9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off"
"b06d72f4-4342-47d1-89f7-22dc64c4fd91","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 136","Commissioning","COM Commission Gas Appliance"
"0515b97c-e134-48e7-b9a5-7b835162ab9e","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 136","Commissioning","COM Commission Water Meter"
"b3808117-b93a-4845-b95f-8b039f0aae3a","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 136","Commissioning","COM Commission Gas Meter"
"063a1ea4-f636-477a-b6b4-12a4fef46690","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 136","Commissioning","COM Commission Backflow Prevention Device"
"0532054e-0f9d-411e-8c32-a841b50fcfe5","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 136","Commissioning","COM Commissioning Final Handover"
"a2669ba0-fe25-4123-8f57-7f3bee8c355b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 137"
"abcc3f84-28bf-4576-9122-8850a51843a7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Rough-in"
"dc88aa96-9ed4-40d3-bf55-20c63452f926","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Rough-in","WG Install Water/Gas Lead-ins"
"cffddd24-b1b0-45a2-be99-a44800bbb9a5","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"2408e343-f66d-4f15-b2d0-7c3e7efe1fda","","no-status-not-started","DP Install Roof/Balcony Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Rough-in","DP Install Roof/Balcony Downpipes & Overflows"
"a846364f-38a1-498d-b750-107680722027","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Rough-in","WG Install Water/Gas Rough-ins"
"88c255ff-f83c-4f10-88c9-77bf360e0afb","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off"
"6039b1de-955e-4a5e-a10c-ef8cc0b2552e","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"f6ac026e-3be5-4159-8d69-66b72400dc3c","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Dishwasher"
"671f1865-2227-4752-8da1-e518c6787aa0","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Gas Appliance"
"b74816df-8859-4396-ae23-fe0af3a9bd9c","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Laundry Trough & Tapware"
"82551348-ec4d-4d79-a0da-11a3c0e5b426","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Washing Machine Stops"
"341ac2af-dff9-43ec-a33a-6900589494cf","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Toilet & Cistern"
"874fdbdd-e6c5-4db9-a0d6-8b8f8e17ed6a","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Wash Basin & Tapware"
"9da1361f-afee-41d2-9dc0-21175839f0cf","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Shower & Tapware"
"7f107383-3d08-4dee-94e7-22c70f4fc1af","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Fit-off","FO Fit-off Hot Water Unit"
"07a02e95-2393-4af2-a276-ce95c034c921","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Testing"
"4d17a38b-ee93-4455-a970-199e5fd26c90","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Testing","TST Test Water Service Pipework"
"d068a424-6127-449f-bb06-d974c1dea97b","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Testing","TST Test Gas Services Pipework"
"aa4e8863-d626-4f44-93ce-673a0eeb1e64","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Commissioning"
"3ab39d07-2982-4b85-a58b-6c134641e163","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"5dd1d2fb-c748-40d3-a42c-26f207163bc1","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Commissioning","COM Commission Hot Water Unit"
"76ad6444-cd87-4fe4-aa7c-2e3dc44fe5d5","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Commissioning","COM Commission Gas Appliance"
"42a16578-b37a-4d6f-89fb-6fe374d00544","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Commissioning","COM Commission Water Meter"
"32067813-67c5-469a-8db9-703c856b24be","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Commissioning","COM Commission Gas Meter"
"d06931b1-06aa-4c25-9ea7-0cca427c5bfe","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Commissioning","COM Commission Backflow Prevention Device"
"52f64b90-a9dd-459d-9281-c32f85fab860","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 137","Commissioning","COM Commissioning Final Handover"
"fcf7654e-67b4-451e-9770-483964b380c1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 138"
"90c9e19b-c098-494f-88c7-aa87ec43d462","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Rough-in"
"1b5b1614-e2f8-46a9-b0be-8be0427f6130","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Rough-in","WG Install Water/Gas Lead-ins"
"7a6623e9-1bcb-4564-b328-03ddec8fbfb8","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"a6467b1a-6e66-46c7-84bd-a48f90cbb107","","no-status-not-started","DP Install Roof/Balcony Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Rough-in","DP Install Roof/Balcony Downpipes & Overflows"
"71abe862-e213-4f88-a280-139fd3395f5d","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Rough-in","WG Install Water/Gas Rough-ins"
"140c6e9d-6336-4d98-aa9f-6587c0d6183a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off"
"d03f9b79-b7a8-4558-a259-3c358d9761f1","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"9603301d-c812-4ccd-bbe6-0539c970d584","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Dishwasher"
"4a22f162-3d5f-498c-a5f9-b06e4bd1dca9","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Gas Appliance"
"1f77e6e1-7bf9-4509-8434-634c22c3b212","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Laundry Trough & Tapware"
"d16b80c1-15ed-47f5-84e0-78a11cd90ce2","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Washing Machine Stops"
"5c84e1f8-8d23-4486-9d67-2f850f824d95","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Toilet & Cistern"
"65b40721-1f2e-4124-8138-b044d66c55fd","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Wash Basin & Tapware"
"a243bb03-dbef-422b-a289-5f6dd8995a2c","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Shower & Tapware"
"ee32abf7-d47f-42d0-abec-b816eb42bc3b","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Fit-off","FO Fit-off Hot Water Unit"
"ad7603e0-801b-4983-b479-943b5e35dbf3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Testing"
"de2a653f-cd04-4e1c-a77c-b9e0c68a6835","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Testing","TST Test Water Service Pipework"
"f1acf580-e10e-42de-a891-d87691d839f6","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Testing","TST Test Gas Services Pipework"
"3e98b5a4-1f3d-4ed0-97b5-3a74c34cd16d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Commissioning"
"c96e1027-c597-435d-9b8a-6f294254ec78","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"e894c8c9-d20e-4f98-b67a-85d4aa7f8de7","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Commissioning","COM Commission Hot Water Unit"
"29069731-fce1-4259-a76d-198cfff6b92d","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Commissioning","COM Commission Gas Appliance"
"b869ba52-a80e-4036-8f50-058e5eb098a1","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Commissioning","COM Commission Water Meter"
"470cc209-fce6-4063-bbaf-416311c79b27","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Commissioning","COM Commission Gas Meter"
"61b0eb0e-1f87-460f-b755-13c307a1261b","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Commissioning","COM Commission Backflow Prevention Device"
"fc9dc697-e282-4947-82de-449b81670530","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 138","Commissioning","COM Commissioning Final Handover"
"4f6da2e9-6e41-4c8e-8cc6-1dcb89ba7590","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 139"
"dd04a39d-1de1-4654-b7d9-cf44675a4630","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Rough-in"
"6958fd41-ad64-458b-acb0-6c9373765d02","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Rough-in","WG Install Water/Gas Lead-ins"
"dc0abcde-a831-4832-8eec-227acdee66fd","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"aea0c4bc-3e77-4089-9a7e-10d9b770b589","","no-status-not-started","DP Install Roof/Balcony Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Rough-in","DP Install Roof/Balcony Downpipes & Overflows"
"840be1da-ba49-4a64-8f7d-1ff103963da3","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Rough-in","WG Install Water/Gas Rough-ins"
"12f44f24-50b0-4448-8f26-3d1183a82e67","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off"
"6115b8a2-08ad-48e5-817a-3c6405bbb1b8","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"6f00a5e8-128a-4b2c-8dc7-455e1f6743d1","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Dishwasher"
"741af503-4dda-4205-848e-b48b2061f77e","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Gas Appliance"
"05341891-e70f-4411-8e2c-c7280f266f95","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Laundry Trough & Tapware"
"052f2047-8940-493b-939f-157434b0cbb5","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Washing Machine Stops"
"ca1be80c-acf2-498c-b558-1c579f5433fe","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Toilet & Cistern"
"ae77baa9-4478-48fe-bad2-c073b34a66b3","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Wash Basin & Tapware"
"829de0d9-e8a4-4a63-bc17-5f319d32e71e","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Shower & Tapware"
"9db51425-a52b-4708-9b33-c09384f97203","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Fit-off","FO Fit-off Hot Water Unit"
"92735aae-ed29-4f46-8aee-3f12afd9992b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Testing"
"8be4465d-e9d2-411b-a016-fc52b87bd7f4","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Testing","TST Test Water Service Pipework"
"dd568de7-e201-4807-9ca3-2b803e5a7b6f","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Testing","TST Test Gas Services Pipework"
"c4ccf1b5-009c-4314-b633-52784984fa2b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Commissioning"
"1a622c4a-aee0-4147-9460-d5e595ae41e0","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"7e8d78b9-6191-437d-bb8e-254ac2f3918a","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Commissioning","COM Commission Hot Water Unit"
"a98ff0fb-4932-4bbd-9779-34ccf56e3a62","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Commissioning","COM Commission Gas Appliance"
"f79a7b0f-6eee-439a-866b-3d0033bb2331","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Commissioning","COM Commission Water Meter"
"39870e91-3788-44cd-a12e-b9e70aa77858","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Commissioning","COM Commission Gas Meter"
"1a047e07-389e-451f-a2ef-2f019d0feec0","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Commissioning","COM Commission Backflow Prevention Device"
"2134ab44-4acf-4ba7-ba67-44c86940aeb5","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 139","Commissioning","COM Commissioning Final Handover"
"4d562248-7757-4e57-a28c-eed73b445827","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 140"
"cec0b0c3-0739-478b-9ad6-79e49ef05264","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Rough-in"
"be812e54-90e2-498e-9872-6c4c651cc08e","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Rough-in","WG Install Water/Gas Lead-ins"
"bbef32fa-be10-4d6e-829f-e388b77bd199","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"f2c3bb05-d856-45b2-841a-b828bdb07734","","no-status-not-started","DP Install Roof/Balcony Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Rough-in","DP Install Roof/Balcony Downpipes & Overflows"
"e01450dc-1b18-49cf-99ba-7fba866ddc97","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Rough-in","WG Install Water/Gas Rough-ins"
"eb3137cf-451d-4a9d-8827-76e293c74d50","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off"
"e6a43e3c-edb5-49af-b38e-feee2a6ca5bf","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"a349bf9f-4305-42c1-94d9-370d2b771427","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Dishwasher"
"a58a4f53-42f2-4f00-a524-14fa87543cc7","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Gas Appliance"
"f716b2f5-3f1e-418c-8d4b-02919100f599","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Laundry Trough & Tapware"
"bc19f424-f754-4e70-8258-8095d0e8965d","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Washing Machine Stops"
"89d93b87-df18-4306-b6c0-212ab96f736d","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Toilet & Cistern"
"cf3e12e8-be01-4d00-9776-79e0de1f9330","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Wash Basin & Tapware"
"54d16514-3fff-4c17-992c-02aeffaa106a","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Shower & Tapware"
"03e3005f-0646-4894-a4a0-b02e1ad3ca93","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Fit-off","FO Fit-off Hot Water Unit"
"8c478bb1-a2c4-495f-82c7-b4dba3b5ce68","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Testing"
"0f00edef-3871-43de-a416-daf8276ce22a","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Testing","TST Test Water Service Pipework"
"5bc2c765-9697-4d6b-a9bd-217eaef2e823","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Testing","TST Test Gas Services Pipework"
"6cfec727-c7c8-4124-b020-2ddb31ffff92","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Commissioning"
"0933615d-f937-43e9-9246-620d235fa03e","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"83e6a5be-9984-4065-ba01-2209181be752","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Commissioning","COM Commission Hot Water Unit"
"5dd4f1ce-dcd8-4b1d-99ea-73fd6fce9a05","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Commissioning","COM Commission Gas Appliance"
"e80f1033-8580-4921-88cc-07294593b70e","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Commissioning","COM Commission Water Meter"
"ccd26cbb-5d13-43ed-a046-0d95e2b82934","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Commissioning","COM Commission Gas Meter"
"67bb1f4e-3612-463d-bfeb-c27fa09e91f1","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Commissioning","COM Commission Backflow Prevention Device"
"66444f2b-7f44-4678-8b2e-dc6fddb1c49b","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 140","Commissioning","COM Commissioning Final Handover"
"435bca2f-1060-44f7-ab69-c2ce70473be4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 141"
"0970b9b2-7f82-4a18-add1-ee6cd8434e04","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Rough-in"
"c5b0001c-e139-41fa-b33c-e0f2bb8d803f","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Rough-in","WG Install Water/Gas Lead-ins"
"a725352a-2ede-4bd7-afb2-150fc9f254a1","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"339060b8-f64c-47ef-a191-28d92c9157b3","","no-status-not-started","DP Install Roof/Balcony Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Rough-in","DP Install Roof/Balcony Downpipes & Overflows"
"53d12c0b-bdf6-4b0b-a81c-b19d247efbab","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Rough-in","WG Install Water/Gas Rough-ins"
"4b50568a-11fe-49ad-93db-d2acae889f65","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Fit-off"
"8eec156a-ed88-4441-907a-7295ef394282","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"bcc9b3e3-4413-4fa8-927d-c118f0250116","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Fit-off","FO Fit-off Dishwasher"
"85ec3101-83f1-404d-9f10-2ada7debcbd2","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Fit-off","FO Fit-off Gas Appliance"
"a0e0e45f-8dae-42ff-8898-1aae73a4ced3","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Fit-off","FO Fit-off Laundry Trough & Tapware"
"cb2a8c8f-6d0a-4c36-904d-6fbc0715bd2b","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Fit-off","FO Fit-off Washing Machine Stops"
"1c6afdbc-a4d1-41dc-affd-4e36f45bb2d6","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Fit-off","FO Fit-off Toilet & Cistern"
"06ce2323-1264-45b1-85ae-88ee9c03bd1b","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 141","Fit-off","FO Fit-off Wash Basin & Tapware"
