"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"57233f04-9df0-4932-80da-8ac73eacfd56","","no-status-not-started","","folder","TRUE","FALSE","Site QA"
"397d6ed8-296f-44d8-8ee2-f3cf590cecc9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1"
"cd3b842e-6d4f-4b9e-a2bd-cc4f40b5f5b0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing"
"12ab81b8-0223-403f-b523-3094fe834dbc","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101"
"65f676cc-065b-44af-9720-937bcbfb9f3a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Rough-in"
"ee52b123-64d6-407f-994b-643e1f9922d9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 101","Fit-off"
"260d224d-779d-4c27-a09b-a6909d53a14f","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Fit-off","FO Fit-off Toilet & Cistern"
"1d43c854-0e67-4752-8623-17a6d0603ffe","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Fit-off","FO Fit-off Wash Basin & Tapware"
"da8a0547-7635-41d5-97d8-85de8aa2ba24","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Fit-off","FO Fit-off Shower & Tapware"
"cdd870ce-a470-419f-9b07-518fb805bfe2","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Fit-off","FO Fit-off Hot Water Unit"
"15155909-1aac-48d3-af16-ad58927241a4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Testing"
"18687536-789b-47a5-8680-0a1060a05ba8","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Testing","TST Test Water Service Pipework"
"12175466-2b88-4fc3-a477-1d734f8b1d73","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Testing","TST Test Gas Services Pipework"
"693aa2bf-e578-4089-83b2-b018d00272a4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Commissioning"
"f4a048be-c6d7-42f3-8b44-ec0ea2c99b21","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"1a42538f-8577-4123-b69d-b5c176c1ab12","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Commissioning","COM Commission Hot Water Unit"
"39913c7b-0637-4b87-b868-f674fd09aafc","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Commissioning","COM Commission Gas Appliance"
"1192e156-f4ec-4af6-87ce-f488c7a5611f","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Commissioning","COM Commission Water Meter"
"9da54158-5dd1-49f5-862c-5880d714bc92","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Commissioning","COM Commission Gas Meter"
"7477b946-03b4-4db1-b260-ed2e32ec598a","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Commissioning","COM Commission Backflow Prevention Device"
"9fccf181-2fa4-4b97-8013-3ae12b872b39","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 106","Commissioning","COM Commissioning Final Handover"
"644f5b44-c325-4569-9d93-a6cc9f8a1a66","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 107"
"ab26d9a3-ee9b-41a8-8e18-7f97f5b1f59f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Rough-in"
"f95bee23-d405-42b7-8195-eace07c5f27a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off"
"e3977f7f-bd26-42b0-a5bb-15df64ef509f","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"ded784a1-936d-4098-a4c6-804014ccfd5d","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Dishwasher"
"4b86042d-8f05-4c2d-acac-bdea8f7f2d8e","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Gas Appliance"
"a87ae7b2-f681-43c2-b219-112e24343a06","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Laundry Trough & Tapware"
"5dcd79e6-1299-4978-84aa-71b503bf51f5","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Washing Machine Stops"
"3787cdd0-1ab5-45c4-a59e-046807057396","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Toilet & Cistern"
"666d3405-135b-4732-9a5f-af55c0c3e87f","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Wash Basin & Tapware"
"e5f6b3f9-72be-4352-989a-732a3258b19b","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Shower & Tapware"
"61395893-830e-4539-b680-1f398f47183b","","no-status-not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Bath & Tapware"
"d3d7c35e-7a64-4d1b-a501-fe7a04b5da22","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Fit-off","FO Fit-off Hot Water Unit"
"dffca435-eaaa-4fe2-9850-9e2b0412d9b8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Testing"
"760fd7f8-79ea-4f1f-888f-11ef7684864d","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Testing","TST Test Water Service Pipework"
"9755ac9f-8627-4fd4-b354-ac13e5e7b941","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Testing","TST Test Gas Services Pipework"
"25a0cb94-5448-4228-9ebb-fdc162200374","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Commissioning"
"566aa78f-0bab-4b3f-9d8a-d3e91e20943d","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"e69f4daa-dc23-4ba7-a354-1b112e331e7a","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Commissioning","COM Commission Hot Water Unit"
"2c58ad56-3cba-425b-b37f-b6467a49e51d","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Commissioning","COM Commission Gas Appliance"
"2b7423a0-db5b-4fb9-8f1b-8f6239e980d1","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Commissioning","COM Commission Water Meter"
"0976b248-1908-4b9d-b3bb-4eb4b5d89d7d","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Commissioning","COM Commission Gas Meter"
"3b84c8e4-e6ef-42a3-96fe-bb6253abe5f6","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Commissioning","COM Commission Backflow Prevention Device"
"6b513638-3324-4d52-b7d8-4f090c184406","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 107","Commissioning","COM Commissioning Final Handover"
"eb5b8287-57bf-46e4-9b11-889ebe4b2ea4","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 108"
"9e400fba-eb16-44ed-b8a4-7662120ea6d0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Rough-in"
"fe84bc51-6256-41da-b9c8-7e9a53b9b221","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off"
"263114cb-66a6-457d-a330-a117cf2de686","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"96f3dbd4-be95-49aa-ae37-284a85df7206","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Dishwasher"
"0cf75131-3884-4080-b3b3-5b436a736265","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Gas Appliance"
"26aa5415-4ed6-4400-93f8-1eb397411d86","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Laundry Trough & Tapware"
"a08d812e-7e39-4740-9726-cb5746683cc1","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Washing Machine Stops"
"56761790-6be1-431c-b5c1-68eddfd3ddb8","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Toilet & Cistern"
"c2e6662b-9dba-4b15-8a49-7cbd4cf1e5a8","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Wash Basin & Tapware"
"6541f4d3-e032-4d72-83e1-137fed2a52c5","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Shower & Tapware"
"fd7df4b2-2225-474e-9c40-810bd8f64ae0","","no-status-not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Bath & Tapware"
"e66cdce0-8b00-49be-9847-033375b43306","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Fit-off","FO Fit-off Hot Water Unit"
"c5a608ba-e9e0-4d1b-b585-55ed279530aa","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Testing"
"871057d0-2983-45e6-8c9c-bb91eb80326d","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Testing","TST Test Water Service Pipework"
"12545d18-4663-4aad-b36c-e387984422ce","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Testing","TST Test Gas Services Pipework"
"e0c29822-6ea3-480e-b157-e92b5c761e57","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Commissioning"
"2498d36c-27ff-402c-86d8-c59998cc7228","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"148e4e22-6316-446c-94db-eed0efb69885","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Commissioning","COM Commission Hot Water Unit"
"029f9f82-c87a-43c9-a604-cd82436a33b1","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Commissioning","COM Commission Gas Appliance"
"acfe7c15-b54d-4296-88f5-eef17c11119d","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Commissioning","COM Commission Water Meter"
"efb64d4f-0485-438a-816e-ce0bd1de5fce","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Commissioning","COM Commission Gas Meter"
"dddce709-3aaf-4793-921b-630ef8705ea9","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Commissioning","COM Commission Backflow Prevention Device"
"26b9608d-33d2-48a7-9283-99c2e2ff054f","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 108","Commissioning","COM Commissioning Final Handover"
"f1eee2ee-2e8a-42ae-82f2-09acf6a14b34","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 134"
"9bd358d2-9aa6-4067-8b84-d1f24ef9f99a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Rough-in"
"9cf3f667-78ae-4d3f-8fc1-13d7a4ec55e4","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Rough-in","WG Install Water/Gas Lead-ins"
"b8c94cb0-ae94-4dd1-bb84-a4b042300849","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"63145576-6a7b-4db1-824e-491ea65fd255","","no-status-not-started","DP Install Roof/Balcony Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Rough-in","DP Install Roof/Balcony Downpipes & Overflows"
"43be25f7-cbec-47dc-88e3-45e422ec27c4","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Rough-in","WG Install Water/Gas Rough-ins"
"b1397b75-75e3-4f02-8793-dc03f1377ac3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off"
"ac076f16-2afb-4c63-9687-ef55ed1d8905","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"d655bae0-075d-4d88-b76b-8f5a865449cc","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Dishwasher"
"8fe58e41-e67e-4b7a-a456-40f7bf0bf09a","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Gas Appliance"
"d89ac599-3334-4f24-adf9-a3af3f5cefb8","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Laundry Trough & Tapware"
"bebf3a8c-1d6d-4ec3-af3a-4a0fc9fb4de0","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Washing Machine Stops"
"5d9732c0-75d9-4e71-8a13-ec4693df19ef","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Toilet & Cistern"
"45f1e334-0d3d-4e31-943e-7239adc41ae7","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Wash Basin & Tapware"
"04decebc-e663-4bd8-9c77-b9774c6717c2","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Shower & Tapware"
"3bfbc668-3efb-465f-b581-6e219f6b2c86","","no-status-not-started","FO Fit-off Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Fit-off","FO Fit-off Hot Water Unit"
"95b5c5ca-bc8b-4334-b701-0b0aaffef7aa","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Testing"
"64bd1453-7297-4eec-9159-233a1343b2e7","","no-status-not-started","TST Test Water Service Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Testing","TST Test Water Service Pipework"
"0b675839-6bfc-484c-85fe-f84d50d994fc","","no-status-not-started","TST Test Gas Services Pipework","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Testing","TST Test Gas Services Pipework"
"309c204a-1edf-4efb-a640-69978e369c7d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Commissioning"
"f870c3aa-de51-46ce-80d7-2bbb523b2913","","no-status-not-started","COM Commission Rain Water Storage Tank & Pump","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Commissioning","COM Commission Rain Water Storage Tank & Pump"
"5ff7e14d-4e2a-4003-a221-bd9a214fa4e8","","no-status-not-started","COM Commission Hot Water Unit","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Commissioning","COM Commission Hot Water Unit"
"016d6f24-0752-4a9e-90d0-2009909ffc47","","no-status-not-started","COM Commission Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Commissioning","COM Commission Gas Appliance"
"2019eb8f-c1d2-44c2-a1de-bdfeb2aec4cc","","no-status-not-started","COM Commission Water Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Commissioning","COM Commission Water Meter"
"f4dab9dc-b7ed-4fce-89c6-143cd2b05fe0","","no-status-not-started","COM Commission Gas Meter","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Commissioning","COM Commission Gas Meter"
"24296584-754d-4e99-ac38-6a6f8061b5b0","","no-status-not-started","COM Commission Backflow Prevention Device","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Commissioning","COM Commission Backflow Prevention Device"
"f651fc39-af74-414f-a5fc-fce12b69f956","","no-status-not-started","COM Commissioning Final Handover","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 134","Commissioning","COM Commissioning Final Handover"
"4e027806-e555-48a1-9cdd-82be08c34a67","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 135"
"bdeb1883-eb6c-4523-85e5-bd746aea2de6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Rough-in"
"5a5d8a23-9231-48d2-8175-7097a8154bef","","no-status-not-started","WG Install Water/Gas Lead-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Rough-in","WG Install Water/Gas Lead-ins"
"84418f5d-d9ac-4d05-992e-fa7bf197b1c7","","no-status-not-started","SD Install Sewer Stacks, Wastes & Vents","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Rough-in","SD Install Sewer Stacks, Wastes & Vents"
"bb3a5534-eeb2-4f22-bce7-fd7327f65a0e","","no-status-not-started","DP Install Roof/Balcony Downpipes & Overflows","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Rough-in","DP Install Roof/Balcony Downpipes & Overflows"
"5ebca6cb-e0e4-4011-9214-8dafd4b828b3","","no-status-not-started","WG Install Water/Gas Rough-ins","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Rough-in","WG Install Water/Gas Rough-ins"
"1bc3dd58-91cc-421e-986d-056c4d23d77a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off"
"41722f3e-8399-462b-b659-dbd35cf8895a","","no-status-not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"55408f01-7dd5-4736-a59e-d99fb7c5d8b3","","no-status-not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off","FO Fit-off Dishwasher"
"8036d108-ec07-4126-9fff-9ebbd0c69348","","no-status-not-started","FO Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off","FO Fit-off Gas Appliance"
"1fb25cf3-bc8f-4123-bd2b-46a6a0f7926b","","no-status-not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off","FO Fit-off Laundry Trough & Tapware"
"53edfdea-69bc-41a0-ad96-9ca9eb461531","","no-status-not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off","FO Fit-off Washing Machine Stops"
"edbc8399-cbf3-4ef0-b342-2acd6af97ae5","","no-status-not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off","FO Fit-off Toilet & Cistern"
"d27da30d-251f-491a-99da-92b34f93804a","","no-status-not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off","FO Fit-off Wash Basin & Tapware"
"22b74e26-a6dd-4ef4-9e92-9deb0eefb1f5","","no-status-not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","SP-1","Plumbing","Lot 135","Fit-off","FO Fit-off Shower & Tapware"
