"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3a380c33-1862-440d-aec5-e7aaf540c476","","folder-normal","pass","","step","TRUE","FALSE","Basement 1"
"bdf73687-82ed-4cfc-a11a-8ac26c2307e8","","checklist-sectioned","pass","6cf9b6e17b10282b44594aa471409e7b008d20db6464ac8cfdf03a5860b6ef21","checklist","FALSE","FALSE","Level 1","L1-P27"
"f150c1df-4d22-4b26-a285-f4540fa2dacc","","checklist-sectioned","pass","6cf9b6e17b10282b44594aa471409e7b008d20db6464ac8cfdf03a5860b6ef21","checklist","FALSE","FALSE","Level 1","L1-P28"
"ed264a35-fa5d-412a-ae42-e3a8dad0aaad","","checklist-sectioned","pass","6cf9b6e17b10282b44594aa471409e7b008d20db6464ac8cfdf03a5860b6ef21","checklist","FALSE","FALSE","Level 1","L1-BA02"
"40f3f9e3-8de8-464d-bdd7-74a0fb6d01ae","","folder-normal","pass","","step","TRUE","FALSE","Level 2"
"18b05734-5217-4f11-ac06-725fe50f9e12","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-BA01"
"b4be1a40-45b4-4b5a-aeaf-7e017687e870","","checklist-sectioned","pass","343a4ba8e8da746a6e7e911d2445ea87d8444838694c2bda7a53f2c346c293fd","checklist","FALSE","FALSE","Level 2","L2-BA02"
"b8f304e1-7eda-41fc-87cd-c075f868d2a5","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-BA03"
"52dafc64-8de2-4e77-a3a4-965f116fb92c","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-BA04"
"148df12d-f6b5-4475-894b-9bd4c804467a","","checklist-sectioned","pass","343a4ba8e8da746a6e7e911d2445ea87d8444838694c2bda7a53f2c346c293fd","checklist","FALSE","FALSE","Level 2","L2-CP01"
"2c62501a-fe5e-43ac-9287-b8d780f2c0d8","","checklist-sectioned","pass","343a4ba8e8da746a6e7e911d2445ea87d8444838694c2bda7a53f2c346c293fd","checklist","FALSE","FALSE","Level 2","L2-CP02"
"ce4c84ea-4321-47a3-bc1a-238aa4957ffb","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-CP03"
"642e85f8-2b26-4812-9f2f-bad2d9a78aa7","","checklist-sectioned","pass","343a4ba8e8da746a6e7e911d2445ea87d8444838694c2bda7a53f2c346c293fd","checklist","FALSE","FALSE","Level 2","L2-CP04"
"c7c16986-2fd0-4e4d-b1e8-0b91e822dfa3","","checklist-sectioned","pass","343a4ba8e8da746a6e7e911d2445ea87d8444838694c2bda7a53f2c346c293fd","checklist","FALSE","FALSE","Level 2","L2-CP05"
"603f6ba8-f607-4449-a56a-533fba132d04","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-CP06"
"70a3bdf4-6bb5-4574-b8e4-4c1d7c1e9a34","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F01"
"3c7126ed-7c69-4e7b-b280-adcc79f30822","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F03"
"03c10fd2-9f6a-4c06-bcf0-770d99f78639","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F05"
"abf5de62-d809-4868-9ead-3ffe90f9f6cc","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F06"
"b6a2f25a-cace-473d-80ec-2c8847177063","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F07"
"8ab179e6-7c35-4758-872b-79bfe6e27609","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F08"
"25716806-94e2-4d66-a2bf-cb6f368e882f","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F09"
"7f0e6a7e-33cf-4e22-8647-669f0ab6c46c","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F10"
"29b1afe9-c621-4e48-bb9d-462c80ce95ed","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F11"
"495bc066-6b24-4b6a-bf0d-29e1271c3741","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-F12"
"14c3f28f-8fa3-4383-8d01-82acfaba3cdb","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P01"
"0ebb4007-5cf3-4bc8-a68d-87a71242f5ee","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P10"
"7bea9d28-be90-4232-91b5-ab6ecb0e3583","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P14"
"7793822e-551c-4736-a6be-1289d36e2f0c","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P15"
"ada0ab53-1ea7-4f71-a6cf-498fa8e968a0","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P19"
"e2f0cc6a-b570-4d1f-88a2-63bd9664fb42","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P20"
"7eefc2e0-7922-41ab-a56a-571fdbe2dcba","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P21"
"dab5e4e6-a691-4334-ba69-8825c96a9125","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P22"
"7b063b33-61d4-4e6e-a8dc-ddff6deae8c1","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P23"
"5c2e42b7-2168-4846-99ad-4518072bd98d","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P24"
"ca18c805-f85f-4888-b954-197633c4abdd","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P25"
"1e394a16-37ae-429e-8cf6-dff94086cd04","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 2","L2-P27"
"fcbb2c39-707e-40b1-be67-8e2132f40436","","folder-normal","pass","","step","TRUE","FALSE","Level 3"
"0ef20e7f-558d-40f4-9724-c368fcb53cf0","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-BA01"
"79d9e6c0-f4f1-4391-9af3-f8ce6986477b","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-BA02"
"b2329375-f939-495a-b0cc-654cb940f620","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-BA03"
"15bef095-f16d-4c90-bf0f-0abb83064748","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-BA04"
"7f3a1cf1-f84e-4253-a480-5b27834be447","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-CP01"
"492b8800-10d4-4582-be74-5855341372a5","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-CP02"
"db41566c-9524-4d8c-aed2-cd47c390e6c7","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-CP03"
"4b7934a0-74a5-4e22-a76f-28367040a197","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-CP04"
"906ba968-57ab-4155-8171-55fd789f15d2","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-CP05"
"95ab96ea-b3f9-42e4-b7b0-d35897ee86bd","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-CP06"
"8a30bc33-b6e0-4662-b5f1-3f85a708c44d","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P01"
"2c404de9-b1f9-4f7a-b711-688ebe18cf18","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P08"
"08192324-c3b9-427e-9fbf-1c229ab9f624","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P09"
"b9c566f8-62b0-4324-a865-8495a2d11f7d","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P10"
"b0e1461b-17d8-49d5-afe5-f18b86daa27d","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P13"
"54d1c328-5287-4a8f-8e39-ca1b8a6c64df","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P14"
"9b3628f3-ed15-46f2-b8c4-0763eda450f7","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P15"
"d0117456-0ff7-480d-b3ec-4a4de79c4d89","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P16"
"3e4587b9-8637-4f67-b5b7-a5766a4ff25c","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P17"
"72a8949d-ff82-4f39-8fc2-5fb2eb33bfcc","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P18"
"f2b28a28-c9bb-4550-9b5b-a5a259b87c60","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P19"
"f916afc8-d7ce-4885-bc18-3a43f7cc23f4","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P20"
"ba7316bd-4ba6-4228-b5fc-173b41bb115f","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P21"
"4f295a75-42f4-494d-842f-0604503f3744","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P22"
"27bcad22-2146-4359-832f-7b9e3493c69d","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P23"
"cdb3f190-96e0-4182-b06c-272a395e3b24","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P27"
"252bbe41-3a42-48ef-9f51-05cf37a84a5f","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P29"
"80b0d4a8-982b-4d30-a63f-d16ea3587f29","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P30"
"b797e7fa-72ba-4f1a-948c-e749f2f01ee6","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P31"
"c3a83690-1420-4bb0-a5f2-636745daff80","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-C17"
"257852b8-20bd-4162-842f-e0b2fc5c21a4","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-C18"
"29fa7aa0-345d-4f8a-a44a-8102a4a22873","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P33A"
"257e4999-577a-4bc3-ab38-393b91ec3dd0","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P32"
"a2b06f71-7cef-46a3-9ba6-e4721f999240","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P33"
"764964ea-136b-44f2-a9d4-b7d75b508f91","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P34"
"7c97d078-c976-460a-8233-9a32073c0997","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 3","L3-P35"
"c29f2264-2c74-4e21-bb1b-986a76610586","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 3","L3-C23"
"c4f39ab1-bcf1-4d9c-9d66-56ee5095a725","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 3","L3-C22"
"39fd939b-26a3-44f6-9b25-2e94d39c0b7d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 3","L3-C17A"
"5aa968cb-f6d2-44aa-96de-7f87e83d934c","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 3","L3-C18A"
"c7a09e04-7a39-4ad6-b8d3-647dce82b179","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 3","L3-C19"
"8b846e20-f644-4b0f-a86f-b861bc00ca6e","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 3","L3-C20"
"5ed2ec48-7274-4aeb-96e1-9ae0bf220813","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 3","L3-C21"
"820a6a55-099b-4995-b34c-c696e6e70c97","","folder-normal","fail","","step","TRUE","FALSE","Level 4"
"7431e9f9-ac29-418f-904a-40af601c914f","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-BA03"
"c3998ea5-d046-4841-8eb4-abd1c3b1416a","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-BA04"
"4501b8f2-2e62-4ffa-9c0e-6e80e22bd054","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-CP01"
"2404ca07-e1b9-483c-bb0f-3ff8f811ad10","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-CP02"
"b9e81aa7-68e1-413d-a86d-2a147af44a98","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-CP03"
"4f8935f4-aa6e-45d1-abae-bad7a2b6981c","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-CP04"
"1fda5a6c-9b55-4028-943f-88489acbc826","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-CP05"
"19db3393-c1c5-4980-9372-6bd54444e19b","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-CP06"
"da19fe85-dd1d-406b-a024-0f9b6960de21","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-P01"
"e4da4c2b-9427-4a4d-8d23-da5dff0e822f","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-P10"
"cab312c2-5689-428c-96ba-864a8197c619","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-P14"
"fb0350ea-6141-4561-b980-844f45169859","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-P19"
"60055c1a-a476-4bb6-9464-a1dbf0c03692","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-P23"
"50e8d855-c147-4873-a1e5-f2356f52b5f2","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 4","L4-P27"
"ebae504c-8f6a-4ed7-8ab6-7be0d4372fda","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE01"
"1c4d615d-dae1-4a89-bf1c-48e6cabee052","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE01(2)"
"20b0a37f-fa1f-4461-b99c-607789061e2f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE02"
"598f34d6-dad9-4d56-866a-f5966e6dc4ba","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE02(2)"
"1c3db496-d514-4fe7-b35e-5ee745e83aa1","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE03"
"aec520c8-e916-4194-98d8-a131290f79e9","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE03(2)"
"ab93c8b5-231a-463c-8b1c-91ba83e5b054","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE04"
"4ea27fb7-24cb-4f90-9971-4371f9601b09","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE04(2)"
"c25b6dc8-40a2-4aa6-9da7-2cf7e785837c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE05"
"61d944aa-7b4e-47e1-9107-f908c41200c2","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE05(2)"
"85963ae7-13d9-4d5b-9606-1ea40232478a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE06"
"acd02640-eab8-4c66-8e9b-bf49d2e112dc","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE06(2)"
"e81be6cb-4342-49f7-86c9-d02a4ba92e07","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE07"
"69499e6c-ec2b-444d-b0e9-e799c2563578","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE07(2)"
"64a596ca-6eef-46fb-b76a-52f5cb8568e3","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE08"
"7661f11b-ab76-49ec-9b6b-a95a821292f3","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-BE08(2)"
"92351430-555f-4d48-bc8f-77e2595c6eec","","folder-normal","pass","","step","TRUE","FALSE","Level 5"
"6c5cba7f-8495-4077-b6ec-59b8d09324d5","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA03"
"93bd2b96-e4c1-4b68-9546-655470aa2e4c","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA03A"
"7eb25734-0513-4b76-9df8-a039871ab342","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA03B"
"f17a81b3-7ecf-4088-b080-b1a767760ab7","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA04"
"c20a5fef-0458-4dfa-8c81-9de9b535bb87","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA04A"
"aa72f976-999e-4a2a-9ae7-ed2efdba724e","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA04B"
"2848b1ca-06bf-4827-96da-a07c47290b6c","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA05"
"b78b7c74-4824-44e1-8dac-31f00087307d","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA05A"
"02e98c07-8e7e-46ba-bef5-0953e658c155","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA05B"
"be585412-af0b-49f2-9233-8fb1065082d4","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA06"
"8e7afea2-eb39-4553-8bec-41d390374592","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA06A"
"ed50216c-a23c-48b1-bdd3-b8c1ab895c6f","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-BA06B"
"432edaf3-04a2-4d93-906a-6c075f772661","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-CP01"
"0cd09a62-98f3-47ae-ba80-9bae085246ef","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-CP02"
"c2b49164-90dd-4144-a643-65214378a609","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-CP03"
"23e9a1d1-4024-4d0b-bd81-207e9828f640","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-CP04"
"c3ff8753-1615-4d60-b7dd-ada1ba8b4673","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-CP05"
"b55f0cab-4ea1-4aaf-ad68-0d12544be4a1","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-CP06"
"98cc75bf-25d0-42e2-85b1-aa94afc61f7b","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-P01"
"190a61a9-0799-425f-b5da-261a581447d9","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-P08"
"80ffd6b3-22e7-4e44-aac4-f1749a396d20","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-P09"
"00149328-bb24-4156-bc9e-bc022de0cc59","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Level 5","L5-P10"
