"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8c386a6d-c87d-48f2-9d7c-1ed813dbb8d4","","folder-normal","fail","","step","FALSE","FALSE","Zone 1"
"3beed634-fa11-4f11-89db-8d2343eadac7","","folder-normal","fail","","step","TRUE","FALSE","Zone 1","Eastbound"
"6425aa4f-219c-47c7-9566-d7f4b90dfe64","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone 1","Eastbound","Utilities"
"3a23b95e-f700-41a2-a78b-82d1e5034171","","checklist-sectioned","pass","ITP - Shared Services Trench","checklist","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910"
"0180ae6a-7112-56f7-94c7-9c485034ed93","","checkpoint-group","pass","","","FALSE","FALSE","Zone 1","Eastbound","Utilities","ITP - Shared Services Trench CH1890-1910","Setout, Materials and Preparation"
"2248c5fe-a3e1-5bd6-9e26-f6224483e4f4","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Pre-construction / Preliminary Compliance Requirements","AUTHORITY HOLDPOINT"
"e6c2851b-6df4-5a70-af38-b933604edd80","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Pre-construction / Preliminary Compliance Requirements","600.3 - Set out"
"88fde83e-9d73-5e85-a8e8-15f2a9ca6142","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Pre-construction / Preliminary Compliance Requirements","AUTHORITY HOLDPOINT"
"e2e67cca-1389-5e6f-a84c-ff4615bdbc88","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Pre-construction / Preliminary Compliance Requirements","600.4 - Material Approvals"
"e444b788-9aee-5b50-9a3c-1a697dbd317d","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Pre-construction / Preliminary Compliance Requirements","AUTHORITY HOLDPOINT"
"aca176b0-4b21-5e42-a119-b01b451cb54b","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Pre-construction / Preliminary Compliance Requirements","600.5 - Underground Service Identification"
"3bec1ae4-7e2f-5e59-a6ff-12f4c749b700","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Pre-construction / Preliminary Compliance Requirements","AUTHORITY HOLDPOINT"
"1ac63273-f267-5d67-84cb-4543c8ffe0a1","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing"
"6589cf75-5cd2-53e7-a890-ac19992bbb45","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.6 - Existing Pavement Assessment"
"57aff39b-0d2c-5311-89c0-3dbdc9e7faa3","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"1dc7eec6-e245-5adf-8c35-ee6f9108ad8d","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.7 - Existing Pavement Assessment"
"a2997ee9-e926-52d4-bba2-477fb18f35fe","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.8 - Existing Pavement Assessment"
"6c3105f1-c1d8-5aed-8353-748825fec368","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.9 - Existing Pavement - Subbase Stabilising (During Construction)"
"e307e840-692b-5c77-81a3-1524b944b896","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.10 - Existing Pavement - Subbase Stabilising (During Construction)"
"ed55c33e-4b50-5805-b38b-494f3e2b71a2","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.11 - Existing Pavement - Subbase Stabilising (During Construction)"
"fc9f6bcb-e2fe-5d22-8b65-35d753792f0a","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.12 - Existing Pavement - Subbase Stabilising (Post Construction)"
"37583241-f562-512d-bc00-fbc75ffd51ce","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"0e05c2bc-e531-512a-9966-05671749a6f5","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.13 - Existing Pavement - Subbase Stabilising (Post Construction)"
"2a61e474-829b-5d66-a965-4047f73425a7","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.14 - Existing Pavement - Subbase Stabilising (Post Construction)"
"cbad340d-5343-5afd-9d9f-3478de7ad159","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"b6cab883-4882-5e97-89b9-0b3b9281d04e","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.15 - Full Depth New Pavement - Recycled/Mixed Material - Subgrade Layer"
"6cada9ba-627a-582e-9c13-c3dd424ec4cf","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"590dc729-645d-55bb-87bf-a4242a6066fe","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.16 - Full Depth New Pavement - Recycled/Mixed Material - Subgrade Layer"
"77f8dd97-b38c-5834-8c42-57902f7c42aa","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"019849fe-19ae-5495-84dc-e16a18039414","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.17 - Full Depth New Pavement - Recycled/Mixed Material - Subgrade Layer"
"2d7c983e-644b-5a4c-9a24-ef9a4117ff6a","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"346e9151-880d-55b5-b2df-d4947632248a","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.18 - Full Depth New Pavement - Recycled/Mixed Material - Subgrade Improvement Layer"
"45ba991d-d002-576d-b1fa-2a385cd1438d","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.19 - Full Depth New Pavement - Recycled/Mixed Material - Subgrade Improvement Layer"
"9bcf6f15-26da-5b91-992e-1cbf8077aa64","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"3c0c9378-9f01-5c74-b426-e04e1759321c","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.20 - Full Depth New Pavement - Recycled/Mixed Material - Subgrade Improvement Layer"
"052a8c3c-7463-521a-9955-ae4e6ce724e3","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.21 - Full Depth New Pavement - Recycled/Mixed Material - Subgrade Improvement Layer"
"e1aa2109-7e74-5694-9be1-c54d12cc35b1","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"215e8c63-80fe-58ea-8d0f-69ccf091e38c","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.22 - Full Depth New Pavement - Recycled/Mixed Material - Subbase Layer"
"64dc6ab0-e1f4-51c8-b4d7-0d112ed8b1ef","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.23 - Full Depth New Pavement - Recycled/Mixed Material - Subbase Stabilising (During Construction)"
"eeb9630a-34a1-5517-b55f-ad40fe4cb7b1","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.24 - Full Depth New Pavement - Recycled/Mixed Material - Subbase Stabilising (During Construction)"
"9553dc97-54e7-5cda-9f75-ec982dc64941","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.25 - Full Depth New Pavement - Recycled/Mixed Material - Subbase Stabilising (During Construction)"
"9995df2f-d723-5f6a-b644-3f1980e6a7ac","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.26 - Full Depth New Pavement - Recycled/Mixed Material - Stabilised Subbase (Post Construction)"
"b649555a-43e4-50b1-9894-ee96ffd74cbf","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"7f101ad9-05f0-5f37-96c1-2280bf81c841","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.27 - Full Depth New Pavement - Recycled/Mixed Material - Stabilised Subbase (Post Construction)"
"910a3a50-f30d-536d-afb8-3412c6ac52cd","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.28 - Full Depth New Pavement - Recycled/Mixed Material - Stabilised Subbase (Post Construction)"
"e239e519-5d15-597a-97e9-ed928db6c157","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"6a367b29-dc16-5153-a6ba-e8c78224ee42","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.29 - Full Depth New Pavement - Engineered Material - Subgrade Layer"
"66629862-7ba7-525f-aac7-02fd14183beb","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"8b660176-13f5-5596-8304-fc9c9038f87e","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.30 - Full Depth New Pavement - Engineered Material - Subgrade Layer"
"499e83e6-e3bf-5d09-a440-68ee00e4c277","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"9d6fac24-bb1e-5638-aff3-8d07cab8e940","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.31 - Full Depth New Pavement - Engineered Material - Subgrade Layer"
"c16956e6-f5ca-5a6c-b065-60e090d2e0cb","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"64645d64-0f97-5e90-8849-24fe84898df9","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.32 - Full Depth New Pavement - Engineered/Quarry/AP65 Material - Subgrade Improvement Layer"
"f9647a81-ec50-5e2a-b39d-4aff580447f3","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.33 - Full Depth New Pavement - Engineered/Quarry/AP65 Material - Subgrade Improvement Layer"
"378c4165-2faa-5f9b-b7e0-c09c02fedf40","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.34 - Full New Pavement - Engineered/Quarry/AP65 Material - Subbase Stabilising (During Construction)"
"d6685906-beaa-5ff2-9e76-362bc7b9b4fe","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.35 - Full New Pavement - Engineered/Quarry/AP65 Material - Subbase Stabilising (During Construction)"
"ea787d18-cb28-5673-ad14-5da12ba70868","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.36 - Full New Pavement - Engineered/Quarry/AP65 Material - Subbase Stabilising (During Construction)"
"c020beed-fe83-5b42-96a8-4414d27af310","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.37 - Full New Pavement - Engineered/Quarry/AP65 Material - Subbase Stabilising (During Construction)"
"cc44fc5e-433a-52fd-9f82-6517e34b7b24","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.38 - Full New Pavement - Engineered/Quarry/AP65 Material - Subbase Stabilising (During Construction)"
"8ef99a5d-6243-56ac-aae9-30359773f822","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"3cfdc7f8-bf86-551c-a773-ccb0d80f1805","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.39 - Full New Pavement - Engineered/Quarry/AP65 Material - Stabilised Subbase (Post Construction)"
"8117825f-9077-5022-a004-e6cae06160f3","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"6e70462f-d584-5686-9afd-c4d3622a3ee8","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.40 - Full New Pavement - Engineered/Quarry/AP65 Material - Stabilised Subbase (Post Construction)"
"cfdfef2a-d785-554c-9aa1-23453d4da3c6","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"dcac97a5-c22f-5b18-be01-f07ad975de06","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.41 - Full New Pavement - Engineered/Quarry/AP65 Material - Stabilised Subbase (Post Construction)"
"95ee9d33-f97d-5b27-89a4-a5eec4510149","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.42 - Full New Pavement - Engineered/Quarry/AP65 Material - Stabilised Subbase (Post Construction)"
"c57c7850-7f87-57fc-ab96-11810927625a","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"aae772d0-232a-5b40-84c1-957291c7e69b","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","600.43 - Full New Pavement - Engineered/Quarry/AP65 Material - Stabilised Subbase (Post Construction)"
"41478022-4e3c-5646-940f-a103d3ddf975","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Construction and Finishing","AUTHORITY HOLDPOINT"
"692a6e46-6b34-5d4a-aa58-fda655c995e6","","checkpoint-group","not-started","","","FALSE","FALSE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out"
"830f3fac-e236-5576-a56d-3c9a6107dad2","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","600.44 - Collate above documentation"
"bbe7a789-5cf6-55f2-a96c-0e790e1f757f","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","AUTHORITY HOLDPOINT"
"ee06a6fe-b03a-5444-9a98-421c58811453","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","600.45 - As-built drawings"
"0db2cee4-f114-59cf-8533-c0b006a58ea7","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","AUTHORITY HOLDPOINT"
"395c7850-c6b8-51e3-8188-792278a71b95","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","600.46 - RAMM Data"
"b9e0ed2c-d6e8-52c0-9ca0-4d471cc84aa4","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","AUTHORITY HOLDPOINT"
"d7a3de68-669c-5f78-a271-170dcd1ef481","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","Client Final Inspection - Contractor"
"5733b5a8-2700-54a9-87b6-908204bda0ab","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","Add Signature"
"ad78a8c4-c077-52ea-add9-7ed77d25cf04","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","Client Final Inspection - BBO Engineer"
"7a6452f6-0042-550a-9646-03ad722b0f01","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Pavement","ITP - Type A Pavement","Close Out","Add Signature"
"4744ee60-4d2b-4048-9f5d-c678fdb15418","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Zone 1","Basley","Surfacing"
"d95e8315-13da-483e-b14c-1cad1301bdec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Zone 1","Basley","Streetlighting"
"f7313fa8-9d34-491b-91a2-39b9862cf56b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Zone 1","Basley","Line Marking & Signs"
"e9372cc8-0c8c-4348-9959-829c355dba0c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Zone 1","Basley","Structures"
"975e9059-9a7e-459b-ac33-fd4549031517","","folder-normal","fail","","step","TRUE","FALSE","Zone 1","Basley","Traffic Signals"
"f8def138-74ae-4223-acb5-002300686ff8","","checklist-sectioned","fail","fb75d442a07b58128e48a0df13f90df91a4f5d8c1123e7fe91a9f28974ec8c6a","checklist","FALSE","FALSE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection"
"250e89b7-1a69-57a9-8e2b-5c1299bfabfa","","checkpoint-group","fail","","","FALSE","FALSE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation"
"a8a83bf1-b49c-584e-9aed-180d0bfc3238","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","900.1 - Method Statement Development / Job Safety & Environmental Analysis"
"304fc435-adaf-5c85-b0b1-ed3a331e68e3","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","AUTHORITY HOLDPOINT"
"7c8757f2-94ad-50d3-a949-5422adf6d8f7","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","900.2 - Drawings and Specifications"
"3985d22a-1db1-581c-ba26-1d33da72b0e4","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","AUTHORITY HOLDPOINT"
"9b2ca995-8b85-54c1-8326-0046a6a584df","","checkpoint-status","fail","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","900.3 - Power Connection"
"d36ef345-cbe7-586c-82e7-689613770720","","holdpoint","fail","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","AUTHORITY HOLDPOINT"
"e86b1b7b-dd85-51c4-a346-c8c22385d2d5","","checkpoint-status","fail","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","900.4 - Comms Connection"
"001aee85-60bb-5d4d-9891-7088b95dd4a4","","holdpoint","fail","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","AUTHORITY HOLDPOINT"
"dea8ae84-a86b-5665-b6c9-07e70aba4822","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","900.5 - Survey Set Out"
"4d15ae19-efc8-52ac-8833-e31c0e332dcf","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Setout, Materials and Preparation","900.6 - Sediment Controls are in place for the particular section"
"72ac2c2d-4e93-5869-b739-8b693cda8eb6","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing"
"8b7d5067-d06d-5a3a-9d54-928a448c368d","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.7 - Element Locations / Positioning / Types"
"0e45577c-06e9-5b5d-b574-e48ec63cd136","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","AUTHORITY HOLDPOINT"
"952c11d9-6459-5b34-932a-4efa927712d5","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.8 - CIS Production"
"3321803e-78b4-51d3-b906-cb71df58c030","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","AUTHORITY HOLDPOINT"
"b7f74b7d-01d9-5200-aefa-0858fe04d972","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.9 - Software Testing"
"6f98d2f9-8126-5049-8d59-ea0c33ba1c2b","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","AUTHORITY HOLDPOINT"
"ff813109-aa90-5aa1-a6ea-0ca682898ac0","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.10 - Software Testing"
"7943a380-77bc-5500-a83f-0a61be092cb7","","holdpoint","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","AUTHORITY HOLDPOINT"
"4702c0ce-e386-5aac-963a-81649a218874","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.11 - Pole - Installation"
"cc703cd5-3c98-556c-a8be-4ce076e1cc6c","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.12 - Pole - Identification / Finishing"
"ae561b4b-f39a-525d-bfdb-1bfc3d0fc06f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.13 - Pole - Footings"
"37452c36-d37c-59c8-a1d6-4968bf97cebd","","checkpoint-status","pass","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.14 - Pole - Footings"
"8205ea03-edad-5a96-a3c2-3b5537bb392c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.15 - Pole - Footings"
"9c37d980-68c5-50d9-af22-a8d2a398895e","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.16 - Pole - Footings"
"a7663eb1-d0a7-51b0-a1a3-0e2fafcf3245","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.17 - Cabling"
"f118dbac-b394-5893-b8e1-d2413f62856f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.18 - Cabling"
"83a6ad89-3fb7-5c62-8b02-67917c6179f4","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.19 - Cable Termination Chart"
"e0df2e59-18c7-58a7-9d36-93f032745193","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","AUTHORITY HOLDPOINT"
"37bd4569-765b-5f0f-90ae-fe62733357b5","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.20 - Earth / Earth Loop Impedance Testing"
"4101bee4-369f-5668-b2f1-e27d89b302f0","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","AUTHORITY HOLDPOINT"
"d0ec94ca-23e5-5414-ab21-74980f9855c1","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.21 - Loop Testing"
"3bee8ff1-a74a-5ec9-bed3-22737e658cea","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","AUTHORITY HOLDPOINT"
"6e1f1c76-740b-5cdd-967f-91d9a0aa9378","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.22 - Loop Feeder Cable Testing"
"1fd3aeb7-93ba-5af2-ac13-27d969c3fa6a","","holdpoint","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","AUTHORITY HOLDPOINT"
"91e1afd2-ea7b-5be0-a8dd-48ae07e5e84f","","checkpoint-status","not-started","","","TRUE","TRUE","Zone 1","Basley","Traffic Signals","ITP - Traffic Signals - Basley Intersection","Construction and Finshing","900.23 - Log Book"
