"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d8016be-169b-4248-b00e-7c7d20b7dc0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","ITP 006 - In-Situ Pit Construction"
"ba6109fb-6c27-4782-bb41-ff5334a6a49c","Child ZULU-07-022(98393e78-2002-4253-b024-651e957f0a18): Unknown tags: itp","checklist-sectioned","pass","67a64020de79f9db9bd97db17e91b5fbac3fd764490484de13aa3bba56c5d341","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-022"
"b912d6c2-eb86-45cf-b552-93cba6a9f30b","Child ZULU-07-023(3b4074a5-5610-4c76-8685-8f0d1cb39102): Unknown tags: itp","checklist-sectioned","pass","e6e847bc953a5c5da23b78312d9be867ff0b674d3fb7749a5366dcb6fcb33515","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-023"
"27fbf635-842f-403d-a405-0ccad330ec64","Child ZULU-07-044(6bca2ecd-e48b-440b-b13f-b5691a53ee4e): Unknown tags: itp","checklist-sectioned","pass","d43f576c917c52a91ed6c9892c9fc8d3d96b61277d2df279499989a558222fb2","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-044"
"f1ddf067-8011-44be-85ba-7353e8d37197","Child ZULU-07-046(4a7a1018-0f5e-44fb-ab26-4df992df7055): Unknown tags: itp","checklist-sectioned","pass","42d75d1ef44b66447b9ca26dd04a550e8be6d1f3afcaec05c3d10c8bce4cc134","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-046"
"0062db8d-06a7-4fc1-b36d-399e20589050","Child ZULU-07-050(086ea231-8eff-4331-a156-daee33d950cb): Unknown tags: itp","checklist-sectioned","pass","dcd36d0346afb4dcc5f5d346e3c89ee09d4d63c6c198b7aa6f261af908650895","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-050"
"c403a483-ff8a-4f7d-b4cc-59c14cab7d18","Child ZULU-07-051(dc1e9dfc-058c-440c-b657-3cedbab9cfcd): Unknown tags: itp","checklist-sectioned","pass","ec57ae249183c44fad4dc8584b1ebfb34d48b793eeb597a00fe4ff99e0be2481","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-051"
"625c708b-169a-4178-b8e0-fee4bb247ea8","Child ZULU-07-055(40a1d79f-79aa-4e78-a5a4-c8c5a94dd426): Unknown tags: itp","checklist-sectioned","pass","8ad129490c9b2ce99c75769b23c34305b8a42fbd5f1fcb552bf716853cf96cad","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-055"
"acf11f14-60ac-4f10-bb18-4845d5819159","Child ZULU-07-056(abd39a3d-dfb9-4f4c-8004-ecec0ba23d64): Unknown tags: itp","checklist-sectioned","pass","ca7579fd2d1edda51d9a2d971ffce96b428a8bffdeabb9f9523f2be955feb521","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-056"
"da984687-090f-480c-9051-b9fe3fb91da8","","checklist-sectioned","pass","a2e08392d9277f65291b87730398dde1040eb9495dd49b1b05f378042877f4fb","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-060"
"ed6f99fc-91dc-4f3c-8e63-094d0712d0fa","","checklist-sectioned","pass","c1b78771c18b31f1c835386026dc0c2b22c21c4e72bc84c640555882eb22fb0d","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-061"
"a62ede82-5432-493e-802e-7311081b606b","","checklist-sectioned","pass","61e31057b1ae1a10448b50fab89dd28a5f419e9ccdb25e33be2776e597b132d0","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-074"
"9aa86e86-e813-4922-a913-1a7b75725355","","checklist-sectioned","pass","8e0bfc34a082c86ea12d5e2deab43206cbbf2a495da1ecacc7851a2672d35072","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-075"
"2c1c6466-c144-4bb5-b9ae-f0685f32573e","","checklist-sectioned","pass","07682ac6310a8a3f30ecd4e2c83a0c46c8392529d5c60701e0cac243857135c3","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-093"
"cf405bad-5d15-4006-94a6-89785ff3c7a7","","checklist-sectioned","pass","773e241ce8c15884d5ee059b5ff30b54ad29a172a66d76724c98a42a0f410fd2","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-094"
"835f47bb-6a7a-4f8f-8374-5e873b32f77a","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-103"
"c55d24b4-c150-4ba3-92e7-65bc9a4599ef","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-107"
"8e2bf1fc-0bcc-4c77-a252-74c1d4e79f4f","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-108"
"e635bedb-fc09-4aed-be29-f237a943eaa3","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-111"
"5315436a-9c0d-4133-a968-0feada7dd837","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-112"
"56c685cd-9923-4ba6-9555-a83a178b239e","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.3","ZULU-07-115"
"3552ddf7-425b-484d-bbdd-2931ed0439a7","","folder-progress","pass","","checklist","TRUE","FALSE","ITP 007 - Unbound Pavements","SP1.4"
"cc9037d1-bfe7-4cfe-8515-5b271f0c218e","Child ZULU-ITP-007 - SP1.4 BL6(0d48ffd7-797f-4420-baab-dcc5e1ba7c1c): Unknown tags: itp","checklist-sectioned","pass","f2e448b90eb55499cddd80cacc406db2aee3eb359faea0d8d333c7445fcc6d13","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 BL6"
"a7815ae1-3776-4340-99db-bcbaacae84af","Child ZULU-ITP-007 - SP1.4 BL8(36d06512-c622-4313-9f32-df622d6474a5): Unknown tags: itp","checklist-sectioned","pass","0dbb1d96cee9f1bdeeb7e020b60701941fe93275cffb98e905947d21e660d1a9","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 BL8"
"88fd8481-7043-47c8-a80f-68161be2e6c0","Child ZULU-ITP-007 - SP1.4 SH7A(82dcba52-5c37-4024-a55b-00044799bbc7): Unknown tags: itp","checklist-sectioned","pass","81aceb93df6b1fb9baca9d67dbc898d652ed29855c107f96fd0cf58ebba36998","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 SH7A"
"c06b2f1e-564c-40a7-b58c-fba56cebfed9","Child ZULU-ITP-007 - SP1.4 SH7(af87708c-3ca1-44c6-9bb1-a0aeccc620f1): Unknown tags: itp","checklist-sectioned","pass","3a85542489d2d33143b39f5765d30bf6087dab01ea375759612ec451402c48e3","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 SH7"
"09456fce-08d5-4b0d-9683-2211f02e5ebc","Child ZULU-ITP-007 - SP1.4 SH6(11a4b174-3e83-411e-b500-170b5eec3346): Unknown tags: itp","checklist-sectioned","pass","62921efaa038262edf82754b5bbc3ef5b2ec9fa7d8b7046a4a55f4a7fc144ce9","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 SH6"
"20337b3f-eec6-4b5e-a540-ccc425cecd22","Child ZULU-ITP-007 - SP1.4 SH2(0bf0f09e-708d-4054-9fe7-240da032b158): Unknown tags: itp","checklist-sectioned","pass","cc549f6f326fde8f8d60d7b24099b3b0129d692c7550f0f6fd3d6e3be8c760e9","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 SH2"
"1cf60132-dc66-4b86-90dd-ed645a2f823c","Child ZULU-ITP-007 - SP1.4 SH1(fa07bcdb-aab6-4fba-b171-e84daa4bd1e2): Unknown tags: itp","checklist-sectioned","pass","3b7efe16e33c563b918494b6d95cb95d751cb17274df23c58352c3de14d58b4a","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 SH1"
"4d88d86f-b05f-4a19-b42f-a7b7e4fb042c","Child ZULU-ITP-007 - SP1.4 BL1(fff7211d-e8eb-4a75-82a7-e0a9e299083e): Unknown tags: itp","checklist-sectioned","pass","63d23a003d1e1f2fd1533ac6dadd0ecb833cc346099c6b48471eb98e89883878","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 BL1"
"b0e0f741-4102-4b35-b829-2fea803160f7","Child ZULU-ITP007- SP1.4 - BL2(bea6598a-673a-4ab7-8386-be6982a45ddb): Unknown tags: itp","checklist-sectioned","pass","98e3ea5e70d82e771d21edad8c5d695588938df8334d5719f273809f4936e1f5","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP007- SP1.4 - BL2"
"d6a2c1b9-50ac-4dfa-a8b0-718139ee94ae","Child ZULU-ITP007 - SP1.4 - SH3(f12b6a55-457d-4e8d-9b25-65064ba39f78): Unknown tags: itp","checklist-sectioned","pass","1834c8819a197ed93682469525c3867940e2723388ba5e26ef90cfec2b32e632","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP007 - SP1.4 - SH3"
"5381dc91-dfce-460f-a4b9-5edf6e2d1847","Child ZULU-ITP-007 - SP1.4 SH5(ca5df3a7-5a56-4f57-a9f2-b769e9c37756): Unknown tags: itp","checklist-sectioned","pass","8cc4cc52733b751ad4da7ac6f5075433d8b1a636b35bf5ffb4a383b1fe8d5379","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 SH5"
"82532e9c-8bf6-4aed-b4e8-5cd10614505e","","checklist-sectioned","pass","13b03fd2630ed6bf132b9d10a0be02218d0ad8d5c036af32e737831269400510","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 BL5"
"ed13807c-5491-4bd5-9bae-3649da104514","","checklist-sectioned","pass","fae8578fb7faaeee7834fa47013f2b1307b96a783d2120ebb7ccf8b5c859b652","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.4","ZULU-ITP-007 - SP1.4 BL3"
"a9caf0e9-739f-43da-836a-5f49b31766e9","","folder-progress","pass","","checklist","TRUE","FALSE","ITP 007 - Unbound Pavements","SP1.5"
"69f51c3c-abe9-45b6-aee9-11b8f0f56476","Child ZULU-ITP-007-001 - SP1.5 BL1(5054ff3e-9195-4d7c-abb4-596ea12f7129): Unknown tags: itp","checklist-sectioned","pass","75085cb10d15834dd5e163ba16bf9143b0adeebf218b65cbeba45cd313edd576","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-001 - SP1.5 BL1"
"0d1cd827-1905-49a0-a800-177b21658077","Child ZULU-ITP-007-002 - SP1.5 BL2(9f2a12ef-d23e-4b39-8eea-8c65c3fb7f48): Unknown tags: itp","checklist-sectioned","pass","2b70fd245d7a3dab0a62982febc2b7210c421af66196b3c22e95b23a4cad7184","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-002 - SP1.5 BL2"
"000f88ff-4228-4c45-bcd2-6ff0ea90ffc5","Child ZULU-ITP-007-003 - SP1.5 BL3(86ae160a-2f3a-47cb-ab24-0c59b183ed58): Unknown tags: itp","checklist-sectioned","pass","9611cc288d394e47c45991eb33a31414827b158be8297f51d5602e76778c0ea1","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-003 - SP1.5 BL3"
"3e50b083-a451-42ea-acd2-9ed5b5b2755d","Child ZULU-ITP-007-004 - SP1.5 BL4(9c80fc05-846d-442d-86a4-5780d8ed6118): Unknown tags: itp","checklist-sectioned","pass","d9e69ff7c70476e7cc5bca4f567f02a5861ec44eb5c535d593843b8af1aa3ae3","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-004 - SP1.5 BL4"
"4c266dc0-bf78-434b-8021-f8cf781a87e1","Child ZULU-ITP-007-005 - SP1.5 SH1(67f41fe9-2697-4b27-af4e-5251fa3fd613): Unknown tags: itp","checklist-sectioned","pass","12500d6226be305b8831f4dc7d5362c4f4c76418d4e7d5a7bb55405499caa768","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-005 - SP1.5 SH1"
"068e55c6-035f-40a9-a72a-99571b0ddc74","Child ZULU-ITP-007-006 - SP1.5 SH2(e2dfb9bc-1718-4271-a599-1f116d700309): Unknown tags: itp","checklist-sectioned","pass","efbc57429e7d12af6b3deab1e69f88432089ae7c74d1e8ea41de7acf387d0454","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-006 - SP1.5 SH2"
"ade83bb8-63e5-4433-9723-a0c548757803","Child ZULU-ITP-007-007 - SP1.5 SH3(5825c42d-ee81-4f04-9d80-2090d8bac5c4): Unknown tags: itp","checklist-sectioned","pass","6521693a06edfa53bd54c28e99da555537877e99deb5a7774df07d390ac64bd7","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-007 - SP1.5 SH3"
"08fafe7a-6ed7-456c-9f27-bc957e0bd59b","Child ZULU-ITP-007-008 - SP1.5 SH4(76424603-561e-4d3f-b527-8250b9aaf866): Unknown tags: itp","checklist-sectioned","pass","fc1a1d2d72afa06575b0a0b04dbdf02560b15c135982d1e4ca63c579049ea825","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-008 - SP1.5 SH4"
"e5495446-6b10-4d96-bd95-b086b343537f","Child ZULU-ITP-007-009 - SP1.5 SH5(833063a1-cdea-4689-8122-fb90d6bdecb7): Unknown tags: itp","checklist-sectioned","pass","48a1d76c8153e4a28fe0fc5b719bf2597e61d3eafedbf30192ccd16a2849e434","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-009 - SP1.5 SH5"
"66f85b30-7c8e-47d1-8db4-d819c3dab148","Child ZULU-ITP-007-010 - SP1.5 SH6(2cbc3ad0-5143-452e-942e-8fd09efd4776): Unknown tags: itp","checklist-sectioned","pass","1b1d27e229b6ccc35153e81e533302a16fe25f0dbe231f3897628bdf45039243","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-010 - SP1.5 SH6"
"75d29a06-8a2a-4308-8a67-6775629e40b7","Child ZULU-ITP-007-011 - SP1.5 BL5(2a4cee10-3bc3-4d4f-8284-424a882f66ba): Unknown tags: itp","checklist-sectioned","pass","4991c5d4d2fb7e6d8e764c31d5ef9c37fcdb72930ed387df5a4dc16fdadd4f3b","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.5","ZULU-ITP-007-011 - SP1.5 BL5"
"c7eec47f-2410-4542-88ab-c3f9e8b2b28e","","folder-progress","pass","","checklist","TRUE","FALSE","ITP 007 - Unbound Pavements","SP1.6"
"81c1c225-00b5-44cc-a5a9-c0dddab5a5cd","Child ZULU-07-024(ac2ba626-f5df-4cfb-bb7c-b3fbd4c60677): Unknown tags: itp","checklist-sectioned","pass","6db55048269781610fe8ff9d704a58089cfa3e9cbf3a292ec7f34550130223de","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-024"
"1b2d6e3e-42e4-48c7-a016-b10588bb3abd","Child ZULU-07-025(1df8ac57-e888-40ea-8852-fc0f056ccade): Unknown tags: itp","checklist-sectioned","pass","b8b55e31e0fc415973d2b8cdc8e90aa6004da90c0c6ee4e989d008f675e6cdf4","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-025"
"a6eeae91-8f2b-47f3-ba84-79c75e413847","Child ZULU-07-026(e105bc12-8a07-4e4f-9982-1aeb9362e88e): Unknown tags: itp","checklist-sectioned","pass","daddfb34af44c698173f9cd0d1d344c08271cddfaf37f1153a6e4de34b48a21b","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-026"
"2b0bdb26-0a52-4fee-8a45-4314096de5b4","Child ZULU-07-027(1db5ff61-d300-46c3-8e64-30be91f8dc49): Unknown tags: itp","checklist-sectioned","pass","fcde4d23aaed6ff893aa496c73203b0e8bde8717a7ee4688cdc5687cc8b550bc","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-027"
"d47a0806-4d5a-4bef-ba53-731a03e351c1","Child ZULU-07-028(d1ae8ae2-c160-4e37-a564-9458c52bb716): Unknown tags: itp","checklist-sectioned","pass","33aeb33c0167b82cf4fd11bbfce246dbc72eccc3e679baabcfb5c201319ef451","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-028"
"e9d24bb0-164f-4dbe-9980-9b2b41ec08a1","Child ZULU-07-029(7c38a280-caf6-4f9f-a052-54c15848394e): Unknown tags: itp","checklist-sectioned","pass","1d6d53a33fc4a071d602bc8ab27cd5ac4371d69bdd0be0cb298714031df8c294","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-029"
"fa4d2020-3557-4a54-a17f-4b4a07b9f62f","Child ZULU-07-030(df818450-fa4f-41d6-b72c-901142a790a2): Unknown tags: itp","checklist-sectioned","pass","5d3f62db6cfbed6ab0ee55ffd4de175dbc3cc62868aedf5df38c09856f720e6b","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-030"
"9814d5b5-953b-48ba-9682-a72fe8a2ec51","Child ZULU-07-031(bc899604-f530-46c9-84fb-6db008626bbe): Unknown tags: itp","checklist-sectioned","pass","7336151bb2e62cca6f790232f8af3d85f589d706b9ef2c7d3f820ca5e7961081","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-031"
"e8fa2165-5b15-433a-8437-4fe8690c5fbb","Child ZULU-07-045(ed672740-83e0-4dfc-b31f-52010312d586): Unknown tags: itp","checklist-sectioned","pass","c2b29c4f820f85965eb97fe758adec91070b180839d16a8e12c342afaa15a2ec","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-045"
"15c325f6-3aec-4b1c-8718-0668682c5aed","Child ZULU-07-052(a7d5d1a1-6b43-4c0f-bd55-9b5e75a475e7): Unknown tags: itp","checklist-sectioned","pass","70afc7a4b3fcdc80bf166711539912419f9add25cc7cfd539ec340af85c74987","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-052"
"41c669a8-95c8-4cd4-b496-023a798df63d","Child ZULU-07-053(54e8327a-26bd-4131-aec8-426ad551b685): Unknown tags: itp","checklist-sectioned","pass","b57f8041b03220dfd0a7d789cfe6e4913b01606a4853ade18af961fa7b9d0a92","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-053"
"9fa48cdd-d011-4398-9611-f7ece72eae8c","","checklist-sectioned","pass","e989307c31a8bd88a5386b6626a4e2339e35e89938884b0beaeff6eadada8810","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-072"
"a996bc9d-a206-4531-ae4f-12a2aadcede3","","checklist-sectioned","pass","8615529f0d34b53920a7eebf6502c99fcb2c4f1a01cd59de6d38334445e78a29","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-073"
"a1878fc5-2fae-480d-af5f-719fb9120cec","","checklist-sectioned","pass","2728564bf04681206adfd4a91da1699614ebc9966cc2e43382911441f100deaa","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-080"
"97600fb3-1d90-44bc-b6e8-95d71583e759","","checklist-sectioned","pass","9086335d1286911e50e18a8e1a727bc200953501f41db7401496ca2a29c51540","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-081"
"d07e4035-7a25-43f3-93e9-0194a93fb641","","checklist-sectioned","pass","6cae27304595424e8fc63230246a7a7c15c07f7181e319f64abdd2b4ca94fdfe","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-096"
"3f2a0f41-a0a7-4942-9ae9-a0a5b85e77e8","","checklist-sectioned","pass","15aafc228fd1058ef7cc7acf9ac31a0a153ad70184bff8fde5a75c74bb8ce9a2","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-097"
"c99c4789-f341-4df5-a64a-09b3f4f3681c","","checklist-sectioned","pass","9a584e24a75247bc8377246656ff86fe6cf91ae52bc3900101e50e9bedbe246b","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-098"
"17ebffab-cf2b-4395-8bcc-adcb7d9d374c","","checklist-sectioned","pass","afaa4f77fa5d74398c527c137025f361f60aeb9f674a7ede96aa7a4210e85442","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-099"
"c2b131b1-8f8a-4002-95d5-67e1ddd82089","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-100"
"f7760f2d-3acd-4606-a48f-ac57f6a42f41","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-101"
"91cc506e-71b9-4404-9a8e-237a9f62adce","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-102"
"1e151815-a977-4d62-a355-2e97d096eb72","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-104"
"0763b802-9eac-4b79-97d6-f8f553809e08","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-105"
"8d44a194-6de1-4153-8f29-cf739bb08deb","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-109"
"ab28f7c5-fba9-4683-a2f2-04fdfefbb45b","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-110"
"242a9846-394a-4f87-8c88-6221a09a003c","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-113"
"afa49d78-58cb-4802-a423-0d0d6c859e17","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.6","ZULU-07-114"
"ed66d104-4499-4384-aac9-052db085dc7d","","folder-progress","pass","","checklist","TRUE","FALSE","ITP 007 - Unbound Pavements","SP1.7"
"b71b9c19-a6fc-478b-914f-81f1b320dfcc","Child ZULU-07-057(350a7f7b-6134-47d7-9503-d939c8ce7ce3): Unknown tags: itp","checklist-sectioned","pass","614241bae392a80c02e3c561b0654045b9c67d62203be2bc97e1ce1ad7ff9229","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-057"
"f5813a65-c72f-4b82-a763-a96c2452487a","Child ZULU-07-058(62a22c88-8a1d-4e6e-8c88-d5d936886ebc): Unknown tags: itp","checklist-sectioned","pass","196d1cf0f34d98c02f46762aa7616f994c91d187c595b1e3bb5473983e29f690","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-058"
"5388a675-1f04-473d-b498-85231e3e8667","Child ZULU-07-059(f91b21a1-e961-4c2f-bd38-a3c47d40e568): Unknown tags: itp","checklist-sectioned","pass","683e2fc525006eafe505a4362eb9513d37463014076b79a0400f8e1d022e72a1","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-059"
"9eb25ce2-303c-45a8-905e-5c6023ee18b2","Child ZULU-07-066(89e89e0a-f657-4dfc-b2c3-6fce4c0669ad): Unknown tags: itp","checklist-sectioned","pass","bdd17e4bc6a7807da861c99733f4f73085bac749f926d3a8dead8aa92adaf132","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-066"
"0cad0e1b-dfa4-48b7-ba95-7f60fdc3a26d","","checklist-sectioned","pass","9f0d863d8b7b2818374425a71390561742f1a56b88360356caf860b2248dad4b","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-067"
"f5425bcc-2bf7-41f7-b704-e757d65d2edd","","checklist-sectioned","pass","ec15ed34182f3b99550f695e126b6f7fb86f7dcc67964a1f82c28e1ce5a0c554","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-068"
"9bac4611-5bab-493d-93c7-52cd6ead603b","","checklist-sectioned","pass","c9b2de29afaaa2e598e0013963ce1c90251b6818c1aaec52cc29679dda4e69fb","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-069"
"5fdf2f2d-65d2-4192-925a-0c7ee9798631","","checklist-sectioned","pass","3e49ab30cc4d48deb75926ca18e45eb1dda3fcb264314f2472c7d79150a0ca26","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-070"
"d438e4a3-1cd5-4b17-85f4-b58c0644722b","","checklist-sectioned","pass","77554296b0561e54e2343a5bb384c83396557cfca5bd10c8211683d78277caf8","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-071"
"2ff71109-dca3-49ff-b1a8-e1bed527c630","","checklist-sectioned","pass","b042ac5dce85150ed78f634d446a736239e18525d7a82ba05ba4987ab3d64628","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-078"
"ce15fa9f-caec-4fac-ae85-043b30d645e8","","checklist-sectioned","pass","c654cdb4242879674db7d55148d30b7efbc5a1ccf19d9aab828f31c31818e3f8","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-079"
"72c48236-9e8c-4f48-bb3f-5e23c4636b89","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-116"
"f7bf2c60-61d8-413c-95b8-fdd906dc3a6f","","checklist-sectioned","pass","ITP 007 - Unbound Pavements and Crushed Rock Working Platform","checklist","FALSE","FALSE","ITP 007 - Unbound Pavements","SP1.7","ZULU-07-117"
