"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"da115af4-b8d4-40ea-8310-0718e3f0e0fd","","work-in-progress","","folder","TRUE","FALSE","Construction"
"e136990f-ac23-4e4f-a9bd-041e9b0208e9","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1"
"a99cdbfe-df66-4ff4-8658-c87b36bfafc7","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1A"
"971cb564-2d33-4c88-9e97-70e36e0a8baa","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1A","6) ITP-006 Stormwater"
"4d2c865b-7bfa-48de-a5b4-dd2c48824c88","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","18) ITP-018 Public Lighting"
"8b7152bd-fb62-4b77-a287-08d0022219e6","","pass","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","18) ITP-018 Public Lighting","SYM-PURL-PUL-1F-1"
"b2810132-c3a7-43d6-93c2-c4ef87ac123e","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","20) ITP-020 Paving Works"
"e23c15dd-293e-4333-8fb0-12054b716c52","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","20) ITP-020 Paving Works","SYM-PURL-PAV-1F-1 (BLUESTONE KERBS)"
"f2141943-9ba7-4419-8503-c851bee5956a","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","20) ITP-020 Paving Works","SYM-PURL-PAV-1F-2 (PAVING)"
"3fb55cf3-cb9d-4802-b1c5-e14214101239","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1F","09) ITP-009 Tactiles "
"7b08e9a2-eb2e-4c76-861a-d8329f48fdb5","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1F","09) ITP-009 Tactiles ","SYM-PURL-TAC-1F (Tactiles 1F)"
"fd60414d-4923-47ac-aef6-1763953e99b6","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G"
"e3384469-47eb-431e-9ee6-dbd5e2ad724d","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #1 (AMBO ENTRY)"
"6e06607e-6506-4bf0-a0e4-cee80ad28a64","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #1 (AMBO ENTRY)","1G - FP4 - NEW MEDIAN"
"bd0027ee-bb3c-4dd3-b75c-1d1b55a3bff2","","pass","2114a193e37b0197960de039fb1403d1bbb266aec0ffea13b5036ec7ea2f1288","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #1 (AMBO ENTRY)","1G - FP4 - NEW MEDIAN","SYM-PURL-SUB-1G-1 (Subgrade Preparation Rev A)"
"7f54461c-16a6-4731-8631-6bade2d3e3da","","work-in-progress","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #1 (AMBO ENTRY)","1G - FP4 - NEW MEDIAN","SYM-PURL-PFLX-1G-1 (Flexible Pavement Preparation Rev A)"
"f6445741-d261-480b-9e99-2f90e15ecdf3","","work-in-progress","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #1 (AMBO ENTRY)","1G - FP4 - NEW MEDIAN","SYM-PURL-PFLX-1G-2 (Flexible Pavement Preparation Rev A)"
"1774dfea-9bec-4118-80fd-d61092da6424","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #1 (AMBO ENTRY)","1G - FP4 - NEW MEDIAN","SYM-ITP-003 - Asphalt Placement 1 (Rev A) - Base Course"
"56138106-40d7-4dc8-8c09-beafca51c408","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #1 (AMBO ENTRY)","1G - FP4 - NEW MEDIAN","SYM-ITP-003 - Asphalt Placement 1 (Rev A) - Intermediate Course"
"aa8bad0d-7b3d-47e9-975b-05389b16d480","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","SYM-PURL-PUL-1G-1"
"7a1c2e70-56e4-409f-aadc-4e6a8fac82d0","","work-in-progress","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","SYM-PURL-PUL-1G-1","SYM-ITP-018 - Public Lighting (Rev A)"
"d54c8095-920a-43a9-824a-5e2b52ff3d3b","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","SYM-PURL-TRS-1G-1"
"e9bbddd9-2e48-43d8-b5cb-b88ecad90201","","work-in-progress","SYM-ITP-017 - Traffic Signals (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","SYM-PURL-TRS-1G-1","SYM-PURL-TRS-1G-1 (TRAFFIC SIGNALS LOT 1)"
"9595537c-35a4-4070-a052-0ce5c7f8e91b","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","SYM-PURL-PUL-1G-2"
"c7c57edb-677e-4614-bcaf-e6efc129921f","","work-in-progress","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","SYM-PURL-PUL-1G-2","SYM-ITP-018 - Public Lighting (Rev A)"
"676f73c3-c69b-43b5-aba7-84b2a73face3","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #2"
"4451d96b-7110-45b9-8d70-f8259d630131","","work-in-progress","2114a193e37b0197960de039fb1403d1bbb266aec0ffea13b5036ec7ea2f1288","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #2","SYM-PURL-SUB-1G-2 (1G - FP4 - #2 (Subgrade))"
"d509a7e1-a52f-4fb5-ba61-aaded410a0ca","","not-started","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #2","SYM-PURL-PFLX-1G-2.1 (1G - FP4 - #2 (Lower-Subbase))"
"12cc851f-488a-46a6-8bf8-ef7afd42c58c","","not-started","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1G - FP4 #2","SYM-PURL-PFLX-1G-2.2 (1G - FP4 - #2 (Subbase))"
"694912df-2902-413d-9788-c3f06523228b","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","1) ITP-001 - Subgrade"
"5e6d7c77-fed5-439c-a51d-2ea418b0ca0e","","work-in-progress","2114a193e37b0197960de039fb1403d1bbb266aec0ffea13b5036ec7ea2f1288","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","1) ITP-001 - Subgrade","SYM-PURL-SUB-1G-1 (FP4 #1)"
"28847bfb-2e18-4801-8eed-96b76cb019f4","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","2) ITP-002 Flexible Pavement"
"6d64953f-77b4-4a07-883f-fcfe24d2a1d7","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-1G-1 (F1/F2B SUBBASE)"
"75263fcb-66c3-4fa4-96bd-5b38090042cc","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-1G-2 (FP4 USB CTCR)"
"04e79659-1dfb-40e9-adf4-0fe51a760e21","","pass","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-1G-3 (FP4 Lower Subbase)"
"7e2dc7bc-0b4a-4894-a2f7-43aed01969c2","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","3) ITP-003 - Asphalt & Sealing"
"c24a2bef-a04c-46b5-9bb1-3877c67bf1a5","","not-started","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1G-2 (F1/F2B WC)"
"ce381f11-85ef-4a40-89ab-2daa355650e3","","work-in-progress","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1G-1 (FP1 BC)"
"ea03fffc-f55f-4d6a-b91e-2227588f5c99","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1G-3 - 1G & 2E Wearing Course"
"5bf98a3a-d151-47d7-9528-f8422bba738b","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","5) ITP-005 Kerb and Channel"
"e6109997-131c-4a53-aaa0-e5f384643939","","pass","SYM-ITP-005 - Insitu Kerb and Channel (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","5) ITP-005 Kerb and Channel","SYM-PURL-K&C-1G-1 (SB2 #1)"
"dd2d8b6c-f44b-4016-9195-b4f6bee5dec0","","pass","SYM-ITP-005 - Insitu Kerb and Channel (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","5) ITP-005 Kerb and Channel","SYM-PURL-K&C-1G-2 (SB2 #2)"
"85287b01-29c9-4144-b243-b80d8684c7fd","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","6) ITP-006 Stormwater"
"7e850459-473f-4223-8f05-1cb30bdb662c","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","6) ITP-006 Stormwater","SYM-PURL-SWD-1G-1 (375mm RCP to PV-2.6.9)"
"0fd818eb-b361-4374-b162-4529c9b39672","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","6) ITP-006 Stormwater","SYM-PURL-SWD-1G-2 (375mm RCP to PV-2.6.9A)"
"f4ac9c21-3354-419e-944c-817a0254a450","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","6) ITP-006 Stormwater","SYM-PURL-SWD-1G-3 (375mm RCP to PV-2.6.10)"
"32a1cc50-3f02-4247-99e0-4d7ebe77469c","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","6) ITP-006 Stormwater","SYM-PURL-SWD-1G-4 (450mm RCP to PV-EX-1A.5)"
"bf3d40ef-a87f-4e1f-92c0-8a3d14c6c266","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","6) ITP-006 Stormwater","SYM-PURL-SWD-1G-5 (EX-PV-2.6.8 to In-Situ Pit)"
"c967c81c-1878-47ea-a446-84aa529620b7","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","8) ITP-008 Insitu Concrete Elements"
"975d2aaf-df5b-4789-ac39-97f8ce67bf33","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","8) ITP-008 Insitu Concrete Elements","SYM-PURL-ICE-1G-4 (In-Situ SWD Pit)"
"dba7a22b-e4fc-47ca-a613-d88b0db858c9","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","8) ITP-008 Insitu Concrete Elements","SYM-PURL-ICE-1G-1 (PV-TP-RP-2.1)"
"af55d613-d12b-4490-baf8-9448e5c15d5e","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","8) ITP-008 Insitu Concrete Elements","SYM-PURL-ICE-1G-2 (PV-TP-RP-2.2)"
"743654f9-0138-4ac2-9e87-fca4c024a551","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","8) ITP-008 Insitu Concrete Elements","SYM-PURL-ICE-1G-3 (STATION TOTEM FOOTING)"
"20f8d9ac-9cad-4fee-b53d-0f8b876a9f7a","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","10) ITP-010 Street Furniture"
"7ba41c66-c7d7-481c-a0eb-21baa114e151","","work-in-progress","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","10) ITP-010 Street Furniture","SYM-PURL-ICE-1G-1 (STATION TOTEM FOOTING)"
"3d055d1b-5bd3-4e14-ae4f-181c0f4f4353","","work-in-progress","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","10) ITP-010 Street Furniture","SYM-PURL-ICE-1G-1 (STREET FURNITURE #2 - BIKE HOOPS)"
"15d010ab-d6c0-4cca-b20a-ec32b439909a","","not-started","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","10) ITP-010 Street Furniture","SYM-PURL-ICE-1G-3 (STREET FURNITURE #3 PID)"
"a94b8b3d-a288-4951-943d-9d540f55d311","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","11) ITP-011 Landscaping"
"355fb552-98dd-4fb1-98a9-3e8217c8bd3c","","pass","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","11) ITP-011 Landscaping","SYM-PURL-1G-LAN-1 - Tree Trenches"
"ed2709d9-9a58-452c-9f42-dbb8e66d1693","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","17) ITP-017 Traffic Signals"
"2f81ddff-76a9-4dcb-b947-5b247795740c","","pass","SYM-ITP-017 - Traffic Signals (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","17) ITP-017 Traffic Signals","SYM-PURL-TRS-1G-1"
"d310972b-4406-45d0-9e63-b654fef04ebe","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","18) ITP-018 Public Lighting"
"9c9ef909-664c-47c4-9a72-b87b71c32ad8","","pass","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","18) ITP-018 Public Lighting","SYM-PURL-PUL-1G-1"
"fa286ff8-9bb2-4691-b50f-2fff475d9555","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","20) ITP-020 Paving Works"
"5e229d00-a800-41b4-a675-2e086da0d345","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","20) ITP-020 Paving Works","SYM-PURL-PAV-1G-1 (BLUESTONE KERB)"
"ce5ffb1e-7344-4de2-97f3-3d2548c04c24","","pass","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","20) ITP-020 Paving Works","SYM-PURL-PAV-1G-2 (PAVING)"
"154f49d1-c3ad-42d4-81b2-608ac783d918","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 1G","09) ITP-009 Tactiles "
"35acd3a7-f04c-4beb-b01e-08845fb2130c","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1G","09) ITP-009 Tactiles ","SYM-PURL-TAC-1G (Tactiles 1G)"
"a403e6fa-446c-4db6-834f-631d58601933","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E"
"506afa39-0cf5-4dd0-90e7-34ed699222a0","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","2) ITP-002 Flexible Pavement"
"c1bf7d7d-2011-448c-aa62-80569e1433cf","","work-in-progress","SYM-ITP-002 - Flexible Pavements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","2) ITP-002 Flexible Pavement","SYM-PURL-PFLX-2E-1 (RS1 CR)"
"23c29131-b50c-45a4-8852-6ca63442fce2","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","3) ITP-003 - Asphalt & Sealing"
"08481a0d-803f-4677-8616-bd64b87cd7e6","","pass","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-2E-1 - 2E Wearing Course"
"7533784d-793d-4fd0-9472-1cbbde2d70b8","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","4) ITP-004 Concrete Pavements"
"24b23dc1-e811-48ae-8f4d-e7fede90f8bd","","pass","SYM-ITP-004 - Underscreed Concrete Pavement (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","4) ITP-004 Concrete Pavements","SYM-PURL-PCON-2E-1 (F9 #1)"
"869d454e-87a5-4587-86b3-15ace2c47acc","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","5) ITP-005 Kerb and Channel"
"157a1329-8302-41e8-990d-3975c70d3403","","pass","SYM-ITP-005 - Insitu Kerb and Channel (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","5) ITP-005 Kerb and Channel","SYM-PURL-K&C-2E-1 (SB2 & ISLAND SECTION)"
"4b7a35ef-7a25-4011-bd9d-2911e3199368","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater"
"a010ce37-86cf-4b3c-8245-2abf0debea11","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-1 (375mm RCP to PV-2.6.10.1)"
"fbd6c66d-06fc-4a65-a66a-876f08300f5a","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-2 (375mm RCP to PV-2.6.11)"
"b23696bf-da84-4f30-99b8-56b8de1631cc","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-3 (375mm RCP to PV-2.6.12)"
"8cb0f7c3-4b1d-4471-8ee2-a9dc9febea6f","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-4 (375mm RCP to PV-2.6.11.1)"
"4079429b-0e16-4582-8987-6b4afbae3acd","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-5 (375mm RCP to PV-2.6.13/PV-2.6.14)"
"8f7d3cfb-20ef-43fd-ba88-8db449e9fced","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-6 (375mm RCP to PV-2.6.15.2)"
"537c2080-c1bd-495e-99fb-f6e19a0fd5a1","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-7 (375mm RCP to PV-2.6.15/PV-2.6.16)"
"33657765-6855-412b-ac51-bd39e377495a","","pass","7d708b9026d9983bdc28cff87d31fb20bb0c8f2965a239677f6633f3e1d04e0d","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-8 (PV-2.6.15.3 to PV-2.6.15.1)"
"be827d48-4226-41fe-b73f-39765e0a1a14","","work-in-progress","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-9 (PV-2.6.7 TO PV-2.6.7A)"
"dbbefa58-d65a-412c-804c-3ed65b2a9285","","not-started","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-10 (EX-PV-2.6.8 to PV-2.6.9)"
"590e96ee-be98-45a6-b7f4-0d38b587d7c0","","not-started","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-11 (PV-2.6.9 TO PV-2.6.9A)"
"f85b744f-4595-4c3e-8f16-f5ad38f1ff57","","not-started","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","6) ITP-006 Stormwater","SYM-PURL-SWD-2E-12 (PV-2.6.9A TO PV-2.6.10)"
"a1282052-8ab2-4709-a623-cf23d67d550d","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","7) ITP-007 - Subsurface Drainage"
"2d4a703c-3f3c-4935-9e6e-6dac1c248770","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","7) ITP-007 - Subsurface Drainage","SYM-PURL-SSD-2E-1 (AMBULANCE CROSSOVER)"
"fe0fb716-918f-4641-97e7-788330f6b87e","","pass","SYM-ITP-007 - Subsurface Drainage (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","7) ITP-007 - Subsurface Drainage","SYM-PURL-SSD-2E-2"
"a0a99489-88e2-46b1-917e-1fa7bac4850b","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","9) ITP-009 Tactiles"
"47ab99a9-82e6-4229-b61e-903bca5656cb","","work-in-progress","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","9) ITP-009 Tactiles","SYM-PURL-TAC-2E-1 (F9 Tactiles)"
"4ad21629-dcb9-4f5f-9abd-8c72cca009b5","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","14) ITP-014 Bus Shelter"
"47994d62-7828-45c1-8ead-78bb80e5e55d","","pass","SYM-ITP-008 - Insitu Concrete Elements (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","14) ITP-014 Bus Shelter","SYM-PURL-BUS-2E-1 (OVE AD)"
"a05ab665-8395-4c2f-b44f-f72f2eddc759","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","17) ITP-017 Traffic Signals"
"9ea4f732-25f7-4a7b-9db4-578e2fc029cf","","work-in-progress","SYM-ITP-017 - Traffic Signals (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","17) ITP-017 Traffic Signals","SYM-PURL-TRS-2E-1"
"35d0f1e1-b24a-4107-88d1-8620ebc7ff02","","not-started","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","18) ITP-018 Public Lighting"
"b572b7a4-502c-4806-b0cf-1a6680c29a67","","not-started","SYM-ITP-018 - Public Lighting (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","18) ITP-018 Public Lighting","SYM-PURL-PUL-2E-1"
"d026b7dc-c03e-4a54-b564-f7d79032c5d0","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","20) ITP-020 Paving Works"
"03d89208-1611-42b0-8836-4380e2419907","","work-in-progress","SYM-ITP-020 - Paving (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","20) ITP-020 Paving Works","2E - BLUESTONE KERB"
"4bf34eff-0aea-4ee4-86a3-3c73b04c4ff7","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","ZONE 2E","09) ITP-009 Tactiles "
"6fe4780d-325f-4cdc-ba33-204b1564d167","","pass","SYM-ITP-009 - Tactiles (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 2E","09) ITP-009 Tactiles ","SYM-PURL-TAC-2E (Tactiles 2E) "
"f3d0a7aa-098e-4bba-9004-53d08d309d20","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","Street furniture items"
"0aaffd3f-add5-468a-91be-cd9a292da1d2","","pass","SYM-ITP-027 - Furniture Install","checklist","FALSE","FALSE","Construction","STAGE 1","Street furniture items","SYM-PURL-FUR-1-1 - Furniture Install "
"a2c55195-1564-4fdc-a689-715f7501e732","","pass","SYM-ITP-024 - Handrails & Balustrades (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","Street furniture items","SYM-PURL-HAN-1-1 - Handrails & Balustrades (Rev A)"
"f34388cf-ed6d-4963-af2f-f0968f22b49c","","pass","SYM-ITP-027 - Furniture Install","checklist","FALSE","FALSE","Construction","STAGE 1","Street furniture items","SYM-OURL-FOU-1.1  - Drinking fountain"
"e73f23f8-da1a-4924-853f-64b47fabc695","","work-in-progress","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","SYM-PURL-LAN-1-1 - Landscaping Stage 1"
"44cc11b2-fcc7-4530-a7ec-0fc787f516f7","","no-status-not-started","","folder","TRUE","FALSE","Construction","STAGE 1","Linemarking"
"b2e02315-6b1f-4da7-aac1-e03bd7c1e57b","","pass","","folder","TRUE","FALSE","Construction","STAGE 1","Signage "
"2d035fa8-16b9-4b8c-ad27-3e02fae41221","","pass","SYM-ITP-027 - Furniture Install","checklist","FALSE","FALSE","Construction","STAGE 1","Signage ","SYM-PURL-SIGN-1-1"
"faf0f822-577f-4542-a72e-763cd4be25af","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.1"
"87d2e984-9144-48c0-9b3c-1bc91ae426fb","","work-in-progress","","folder","TRUE","FALSE","Construction","STAGE 2.1","Zone 5A"
"9690fd2f-f900-4ce0-9ac1-66cf79c24cf1","","not-started","SYM-ITP-005 - Insitu Kerb and Channel (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 5A","5A - B2 Kerb"
"78c1dc19-4dd0-488a-818d-4d38c6ea4a4a","","not-started","SYM-ITP-011 - LANDSCAPING (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 5A","5A - Tree Trenches"
