"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"04580ef3-c649-440f-82a1-570ff7065ef4","","folder-normal","","","step","TRUE","FALSE","Ground"
"ca22566b-708b-45bb-b66e-1e64cf118f01","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Ground","G.1-W1"
"4887a208-5a67-57f6-83fe-7ce888a11b4e","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.W100","Beads installed"
"88603ba5-3b4f-5994-a7e9-21927f4e1c34","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.W100","Wedge installed"
"11eb89d5-b66f-5596-8c18-64be4e4f63a9","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.W100","Trade clean"
"e15ef0bf-324a-477e-91a9-d7cbc09a5408","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.W108"
"11a1010f-fa0e-5a3a-b8bf-943c0efd19f3","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.W108","Frame prep"
"64e92168-4712-50bf-85e1-7da66689328f","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.W108","Glass installed correct way around"
"0619f0c5-80fc-528b-9b83-7b2c04f9824e","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.W108","Beads installed"
"e824fb95-ed3f-5a13-9971-a47b940c701c","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.W108","Wedge installed"
"69a69a79-3b66-580c-a73f-1409c6eda7be","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.W108","Trade clean"
"4a8c9a84-f590-4992-8007-79a786770ccf","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Level 3","3.W103"
"06387f2a-39b4-51c0-9c4a-691cd6492370","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Level 3","3.W103","Frame prep"
"ea209cfe-7b36-5972-b89f-b9a4c6e89688","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Level 3","3.W103","Glass installed correct way around"
"2f6aeda1-af8d-51cf-bfe7-6bebf95fc647","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Level 3","3.W103","Beads installed"
"88c2238c-531f-5c0a-a276-b7b0d3fda0c8","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Level 3","3.W103","Wedge installed"
"5d211888-af7c-5fd9-bfe6-0609330256d0","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Level 3","3.W103","Trade clean"
"2f69e6ca-07c4-49e1-a407-8a7953baa65f","","folder-normal","","","step","TRUE","FALSE","Lower Ground"
"83395493-ebc0-4d9e-80ad-fb1d6301c2bf","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.1-W1"
"ee1054ae-9116-55bf-a675-e9755e9308f3","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.1-W1","Frame prep"
"2f9d956e-9c34-5387-b837-050a8bcbec0f","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.1-W1","Glass installed correct way around"
"551ed9b9-3266-5054-98d2-5e4a71d5e882","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.1-W1","Beads installed"
"4b04ae42-2fe2-5f24-ae9f-126fac5a1da7","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.1-W1","Wedge installed"
"8ed8727c-2e76-53c0-b72b-d646aeb40399","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.1-W1","Trade clean"
"8aa62a82-0ce7-41d9-82c2-8737640c605f","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.2-W1"
"1979134a-ff3a-5a9c-82a4-9266d0f8cac0","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.2-W1","Frame prep"
"982e2428-6545-53c0-b6cb-3bc285355459","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.2-W1","Glass installed correct way around"
"1b3298b2-4d34-50c6-9e85-2c353c6de10b","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.2-W1","Beads installed"
"39aa6395-d567-5444-ac42-6dfe47c4c64d","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.2-W1","Wedge installed"
"1b3fabfd-7677-553c-b863-416be4ac8e1c","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.2-W1","Trade clean"
"aa06ee6b-9b70-468f-a2b9-6dc7902d22f9","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.4-W2"
"ea064739-4934-554b-9fe0-68d4d671bada","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.4-W2","Frame prep"
"b689a655-a6ac-5343-9971-af5c838b0c60","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.4-W2","Glass installed correct way around"
"6548f437-a77f-5a90-8b10-3d6afd9a7e22","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.4-W2","Beads installed"
"6c569698-b264-53fb-bb86-c4ad37895be4","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.4-W2","Wedge installed"
"1d462fa4-140e-546a-83ee-d42f559d5235","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.4-W2","Trade clean"
"262e203a-94f7-4eac-b986-7687a11b3df8","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.6-W1"
"1d7c3a35-e5c9-5070-9aa0-9dd3e2b7025d","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.6-W1","Frame prep"
"411e09fa-1f3b-5639-af66-19996e74e8bf","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.6-W1","Glass installed correct way around"
"c43bf06f-9207-515a-828b-05c2b4c0b9a0","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.6-W1","Beads installed"
"f576f2a0-e890-5a7c-97da-33a8d76253d1","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.6-W1","Wedge installed"
"c707ea2e-295a-58c2-9063-dcfe5e4ca278","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.6-W1","Trade clean"
"2292b81e-d1bb-4c5d-a96f-2f4cbf0835de","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.3-W1"
"a57ce195-71d4-5cad-be50-f8b5efc5c1a6","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.3-W1","Frame prep"
"28772bc1-820f-5d0c-98c4-c935f452d375","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.3-W1","Glass installed correct way around"
"68f40d3e-72b2-5a6e-b175-ec220f4d93c9","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.3-W1","Beads installed"
"9deb6bed-bf71-5086-8b1d-08e63fd7a001","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.3-W1","Wedge installed"
"1b1db9c2-4b50-5cee-9221-efc33d15a8bd","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.3-W1","Trade clean"
"5b492066-7104-49cf-9d1e-fe8558cc7411","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.5-W2"
"b4738377-57e6-5101-817d-ca4c72d6cd3f","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.5-W2","Frame prep"
"aad7874d-6fe2-58b2-8ee4-f5abb74e3d95","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.5-W2","Glass installed correct way around"
"5b7fb13d-6d48-5832-aacb-bcc798ed6a02","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.5-W2","Beads installed"
"be6bde09-2207-5f98-8d88-6df88d856b27","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.5-W2","Wedge installed"
"ec0bd8c3-2e98-5f12-890f-364ec2104fa4","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.5-W2","Trade clean"
"132eac8d-3294-4d53-87c3-b84b7cd35eca","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.6-W2"
"00445b69-85a3-5f1c-8664-0e50919f5243","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.6-W2","Frame prep"
"ecc21611-b27e-5a31-b1c6-ce4783ceacca","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.6-W2","Glass installed correct way around"
"aabf490a-e929-55fb-8a51-a95069d79d6a","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.6-W2","Beads installed"
"b397559c-5b2a-5dc8-906e-139adb0033a6","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.6-W2","Wedge installed"
"1a44a5d3-f3f8-506d-bc21-93bd24d62394","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.6-W2","Trade clean"
"305d4474-35ae-4fca-aa5a-917760e3f24c","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.4-W1"
"1ed171b0-1e7c-57cc-8e95-b941a0b9ece3","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.4-W1","Frame prep"
"a60b1967-145c-5e46-b716-682819ce7a26","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.4-W1","Glass installed correct way around"
"2f48a8bc-021e-5419-a0cb-86310ef80c7f","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.4-W1","Beads installed"
"3a3b01d0-dee3-56c0-9fc8-ab7af3cf97b4","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.4-W1","Wedge installed"
"b3950e2a-3e7b-59d5-8774-12725dc3e718","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.4-W1","Trade clean"
"82898d1a-6324-42ac-96c8-051f5adf6baf","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.5-W1"
"58033be3-30a7-56eb-9c39-54ed24e0655c","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.5-W1","Frame prep"
"1a91a27e-44ad-58e7-bbc5-2f5407c6e0a7","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.5-W1","Glass installed correct way around"
"872bb88b-fa9f-500e-8a06-48038d9f2901","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.5-W1","Beads installed"
"089d96fc-d137-5a6f-b8ec-f5ec8eeaf77e","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.5-W1","Wedge installed"
"e36017c8-d2ff-5c8b-bf8b-4c2eb7a6519c","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.5-W1","Trade clean"
"567ef1b6-2174-4bfd-8213-2c0422003299","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.4-W3"
"f1b51532-db2d-5779-b63a-ce342a85f8be","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.4-W3","Frame prep"
"03b1e96c-bfc4-5726-8839-c24751e5c2e0","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.4-W3","Glass installed correct way around"
"eacc6435-b1bb-5416-8eca-45b8d0eed2af","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.4-W3","Beads installed"
"e636155b-968e-5352-96a5-3257d714d439","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.4-W3","Wedge installed"
"e5d79a09-c1a1-54b8-b9da-00e5300b55bb","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.4-W3","Trade clean"
"3eefb19b-d558-46c6-99ad-335e3857ef67","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.5-W3"
"7b46afa3-22a6-5e47-b15a-203027acdcac","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.5-W3","Frame prep"
"fe109f51-5eac-58b8-85ce-4cb5cd8546d7","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.5-W3","Glass installed correct way around"
"f7d42093-150d-51c6-ae35-3b643dbd7b6c","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.5-W3","Beads installed"
"eec7cfc1-9152-54cc-8934-2aa4f85eb9e6","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.5-W3","Wedge installed"
"5f2fc5df-7dbb-5835-8ac2-091e0d0aed8a","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.5-W3","Trade clean"
"cd240929-2695-4efe-a5e5-0592c5fcc6d0","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.1-DE7"
"95d3550e-4745-5d27-8036-9aee6b3dad4e","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.1-DE7","Frame prep"
"e6fd9bac-6cee-5524-8ae5-b50fba8a4965","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.1-DE7","Glass installed correct way around"
"781cab1d-1926-5047-9389-1b98c9f13e9a","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.1-DE7","Beads installed"
"fdcd8ee0-2216-56ee-9a43-4309e88f3be6","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.1-DE7","Wedge installed"
"c65851bf-f007-598a-ae5d-299537797487","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.1-DE7","Trade clean"
"f6892592-4371-4aee-9971-e459e28d8398","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.2-DE7"
"97f69c5c-0d34-5fe1-8db4-9087270e9974","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.2-DE7","Frame prep"
"2032d9e3-dc8f-5330-aac4-332e3f22167f","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.2-DE7","Glass installed correct way around"
"bea9e273-9052-5f9e-a3b0-c6a3a1fc52ca","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.2-DE7","Beads installed"
"10cd8906-f827-51fe-8492-bbda76df26bf","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.2-DE7","Wedge installed"
"e5eeccf4-5f58-534e-a33d-9970085404a5","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.2-DE7","Trade clean"
"df277bef-0211-44a9-8e5d-3bf61fc9b493","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.3-DE7"
"a828336c-0da7-533d-ab7c-6b10070b49e9","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.3-DE7","Frame prep"
"8cb373bf-5a82-546c-b7af-0efdc644f57e","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.3-DE7","Glass installed correct way around"
"a19226f5-edb9-5126-8772-2bea4aac96dd","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.3-DE7","Beads installed"
"02366635-bfb5-5b6a-9435-73252fdbcaed","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.3-DE7","Wedge installed"
"e6009cd8-66be-553c-9c21-c19029e467b2","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.3-DE7","Trade clean"
"b758b399-675d-4a41-886f-5d8a00da54ae","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.4-DE10"
"3a2214f0-3bd5-5058-93bf-82cc7342e9db","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.4-DE10","Frame prep"
"22138722-3267-5bec-938c-99ab3f64edbc","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.4-DE10","Glass installed correct way around"
"e5f12a27-fa2d-5351-aa78-a17f767038bc","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.4-DE10","Beads installed"
"795162e4-f426-5c26-a47f-eef576cb765b","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.4-DE10","Wedge installed"
"c1fee3e2-f768-545d-adef-55093c0e3b44","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.4-DE10","Trade clean"
"b2424d19-9c59-4a01-997d-c56b9218968f","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.5-DE10"
"f8b1b039-90b9-5a10-ae34-255926df4c02","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.5-DE10","Frame prep"
"d7f82e59-e152-5ec1-b4fb-bf31f52a3f2e","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.5-DE10","Glass installed correct way around"
"06264554-1e6c-55fc-acc5-1db844e39b59","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.5-DE10","Beads installed"
"3fa28335-bc6a-5ef0-b12f-307a29ebc2f6","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.5-DE10","Wedge installed"
"2ff38cb9-5ae7-5903-ba49-e63b0dc7d1a7","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.5-DE10","Trade clean"
"af296f23-5300-4a4d-ac98-10e8db79e5be","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.6-DE7"
"8898e630-4169-5ccd-9fbd-bb0b770530fe","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.6-DE7","Frame prep"
"42f50f54-d911-548f-9584-d0c148d52c2f","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.6-DE7","Glass installed correct way around"
"856a5a20-cfc0-569b-a550-395d9492f747","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.6-DE7","Beads installed"
"d6514668-9412-5982-882b-e700918710af","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.6-DE7","Wedge installed"
"0ce08ebc-5925-5734-9f72-6a29234698e0","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.6-DE7","Trade clean"
"694f68d5-284b-46f2-9449-6ca772e14f8d","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.W100"
"394b0743-bcbd-560c-b904-db2c606dad73","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.W100","Frame prep"
"7b723635-1fa3-529f-b888-b7b1ca4019c3","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.W100","Glass installed correct way around"
"29e4ecb1-fa28-533e-92b0-28252fb6d985","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.W100","Beads installed"
"79fd0c1e-25cf-5e7d-8029-f9c440982c42","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.W100","Wedge installed"
"9f1213fd-b965-5dcb-997c-f8d631eae62c","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.W100","Trade clean"
"f9287019-6d1a-4d1b-893c-4d5991844ee1","","checklist-flat","","QA - Captive Glazing","checklist-flat","FALSE","FALSE","Lower Ground","LG.DE100"
"9fd5967a-1a16-5559-8774-f18e026642eb","","checkpoint-status","","QA - Captive Glazing:16d79d94-3903-4038-b569-681b1aa533c8","","TRUE","TRUE","Lower Ground","LG.DE100","Frame prep"
"b0d781b6-9704-597b-a57b-3933b8303d18","","checkpoint-status","","QA - Captive Glazing:bd66ad66-d603-4c52-beed-c84870eae882","","TRUE","TRUE","Lower Ground","LG.DE100","Glass installed correct way around"
"25f0a1aa-133f-579d-adb3-629e90fd4c6b","","checkpoint-status","","QA - Captive Glazing:53fa4fa2-e24d-45b7-8e0d-4b8fd9427bc0","","TRUE","TRUE","Lower Ground","LG.DE100","Beads installed"
"b1bf7982-beab-57e4-b969-16f28f895d1a","","checkpoint-status","","QA - Captive Glazing:69a3e5c9-41c1-4024-a97d-8cff1942b8c5","","TRUE","TRUE","Lower Ground","LG.DE100","Wedge installed"
"ae8bcf6c-a587-57d8-a6d1-5aebf5a3e8a5","","checkpoint-status","","QA - Captive Glazing:a04e665a-9719-4048-a145-8df078e69d25","","TRUE","TRUE","Lower Ground","LG.DE100","Trade clean"
