Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,,,
fd053274-b025-59ae-8cd5-8b0d7a9bbd5b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,902/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
c3d596a2-17c7-5f41-9abf-cf9f7e8daf17,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,902/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
1c147658-c12e-56ff-916f-0454ed2a9e01,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,903/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
282ecc6d-6f96-5a47-9d15-df5591e2d8d2,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,903/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
118c70af-2fd5-5891-85c2-a96bc11a32c4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,904/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
2b91b1ef-c3ec-540b-a7c0-2a9ad368848f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,904/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
50832e12-60d9-5804-82ee-6539f78d73f0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,905/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
ca0a2afd-8d59-58d2-841e-a5244d54d46d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,905/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
f859a03d-1e97-5bb7-96fc-de7965535381,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,906/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
8a4c4521-bcfd-52cc-88a6-094c61b65a65,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,906/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
5a024cf9-6a81-52ea-bd1c-0e6e404446d0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,907/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
21ba3692-d74e-5595-ae35-f5d70e8e2958,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,907/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
453cc762-8d5b-5897-b0ea-a75d0b61c12c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,908/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
83407db1-7c01-5af0-bdb4-21cfd766f035,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,908/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
c5d04424-51e9-57d1-b8ce-72bb85932f11,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,909/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
f9346073-2060-5c7c-bf26-efc02b8f3ead,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,909/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
5896124f-1380-597d-bff7-f82d8fbba3d4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,910/139B,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
754707a6-4390-5a9b-a46c-87ff1e0989d5,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building B,First Fix,Level 9,910/139B,Other,For Studio apartments clothes dryer kit installed,,,,,,,
c186159c-4a99-57d6-a644-b507ad91a3b0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,901/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
79c9f341-873b-5fb0-ba85-25085ff62aca,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,901/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
ad569d8f-ad02-5e8a-975e-9f534bf3d884,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,902/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
8b173557-a55f-5c0b-a982-cf07fd125087,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,902/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
14913958-8be9-5264-84be-2d9a3e709117,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,903/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
f2879e70-2a6e-5b2b-b579-efad35b4e6a6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,903/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
89ba1839-2202-5a39-968d-a5dbcb8c71c4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,904/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
a62d7d18-f982-5c1d-9a6b-535404b5da35,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,904/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
52e6e88e-5c41-5b30-a128-4a6b01931b6f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,905/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
01e6eb90-e6f6-598e-a2fa-d87958f265a1,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,905/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
cf232912-2b5f-59ca-90bd-b43e2f72e64a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,906/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
98c431c3-6c37-5c97-a8ee-2c216feba4a9,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,906/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
11ab5289-0903-5fa6-8158-675bc4c4fd36,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,907/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
4df9aced-f0dc-57d5-bd1e-f39159a08203,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,907/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
c1ea4bb3-fc2f-5a7e-a7dd-34ba03c81abe,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,908/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
6a6fe262-5427-594b-a70d-2a91640da541,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,908/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
2cefd4ae-a34b-51f9-9e8a-3a0533423aa4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,909/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
13bf9ddf-c7bc-5e29-988b-b47c08d3e657,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,909/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
f5e63ea1-609e-598a-81a2-7669230e7367,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,910/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
a506b28d-0d90-5466-b0c9-631914044188,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 9,910/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
6868dbe2-0438-50cf-bf50-70f28e0b210a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1001/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
c04ee566-d03e-579f-8dee-53f11ffc19db,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1001/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
79f44167-16df-543a-bd88-a486a59e673d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1002/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
be646941-36af-51f5-b822-1afa16152361,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1002/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
98d00223-703b-57ff-b344-0a80a87c19b1,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1003/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
14fd3420-5e9c-5c38-84fb-57a74216385d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1003/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
450e4c20-1419-5532-8dfa-70a1c465e5dd,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1004/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
603f0d3e-8626-5a91-b872-09f6791bfc44,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1004/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
78deda7e-bb9c-5524-8b9d-2e6f99b71188,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1005/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
9fc19b59-8192-55ba-afd8-2abd96032dd7,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1005/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
874bb032-844b-5d97-a961-00e532d0485b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1006/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
c5cda93e-2851-53a3-963c-f62c093c4242,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1006/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
7266a570-cf40-5d71-839d-f6f965399e83,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1007/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
14f2b64d-ff06-5829-a266-7ac4973e0601,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1007/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
acf7e390-8856-5223-b911-866b921b5e23,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1008/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
b51ba80c-b5bc-537e-9d45-35117a53c99d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1008/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
45ac4a20-4de4-5241-8886-bf5e75ae11d2,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1009/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
2cbc371b-80ad-50de-8649-8f3290997159,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1009/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
f0ac9d50-2dc0-516e-a426-5c0cefa44456,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1010/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
f32cb470-151e-5da4-97f5-8111936c79e5,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 10,1010/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
96a9573a-693e-5e5c-b51a-b8fcfbfddd1d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1101/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
2572220c-68ed-537d-9da8-7a822eeebd15,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1101/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
fe408e57-defa-5851-b104-68480db50742,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1102/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
057c9ef2-50a2-5126-af97-ce84090afeab,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1102/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
8516d801-39aa-508f-95f6-951620d60c65,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1103/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
622ba863-12ba-5c6b-a947-cc512c319866,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1103/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
f93f6c88-7946-5a84-b3a3-aad56742336b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1104/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
8062f482-bfd1-5cc5-ad18-7a21e79df026,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1104/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
d093d11f-2194-5d60-b277-b755770c4a19,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1105/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
9109c6fb-2116-5678-a28a-b3e75bb0dbf3,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1105/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
f6566ca7-e3c8-5a6c-8e2f-b90f682c476e,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1106/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
7554615f-d892-56b1-98bc-71a2e0cc7ca4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1106/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
9cd83982-7104-59ab-8090-23ca5c12a0c2,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1107/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
79971571-6b94-5577-8337-26909ec77a8c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1107/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
584700da-4347-5694-aefd-dafcb7d9d732,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1108/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
132cebe7-638a-57c6-809c-f2ac2ac27816,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1108/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
a6c64efb-4b34-5986-ae00-e4be550a916f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1109/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
6938ce02-1b84-523a-8692-6f4506cb5a71,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1109/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
18f2246a-b720-5d35-bf51-0ce4919d92ee,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1110/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
a80230aa-83b7-5df4-8310-e8db7559d4d5,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 11,1110/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
06357f9d-71f6-565c-a01b-837d67cf3e54,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1201/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
a5d622cb-a7b2-5fc7-b81e-80c704e04034,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1201/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
dafe70ac-a171-5b89-bd7e-6be95f7fa936,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1202/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
2ac2be73-6934-5158-8b74-2498724ef4eb,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1202/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
eee3f8c4-e1b1-58fa-9a90-2893dff0a69a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1203/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
b14f6e55-d9ed-5b5d-8bb2-07a141a60f09,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1203/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
0143382d-0707-5431-94ed-2ae9249db146,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1204/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
5ee937ce-fa3f-5c79-9fcf-b439a7899ef3,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1204/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
0bfcd8d0-6217-5637-91b2-058c7989ec44,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1205/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
d6f3eeb5-4ff7-5359-9c05-d27c432340e9,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1205/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
7f37912d-df96-5ef7-9490-5c8155829279,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1206/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
41b4f604-3133-5648-8851-193ee3e1ddae,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1206/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
2631eff1-6fac-5dd6-aca2-964f5bc257fd,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1207/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
838a0790-9b8d-5d52-9e46-53f07f8e1e15,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1207/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
ac81dc69-7755-5708-a154-9526d19fa980,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1208/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
5086f341-55f0-5719-8b97-7eb6d3679d57,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1208/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
8f4f0538-4105-5a35-b697-aabfa71bb2a6,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1209/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
53c3a326-575d-5138-b202-6b0a6d60b3a0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1209/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
8554cfa1-e7ed-5dc6-84d2-c8cd01148931,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1210/139C,Other,For Studio apartment clothes dryer kit supplied and discharge cowl fitted by Icon,,,,,,,
8e00394d-8ca7-5774-afba-a6991e4856ff,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Apartments,Building C,First Fix,Level 12,1210/139C,Other,For Studio apartments clothes dryer kit installed,,,,,,,
