"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"df298116-9e44-4254-a6a4-90503c2b88a7","","fail","","folder","TRUE","FALSE","Site QA"
"21cad415-329b-4d46-982a-40f34abf8d04","","pass","Inground works","checklist","FALSE","FALSE","Site QA","Inground Works"
"9a560122-d01e-4fb3-b607-aa0b0ffd353c","","work-in-progress","Commercial Kitchen","checklist","FALSE","FALSE","Site QA","Commercial Kitchen (Basement)"
"4778d249-c5e7-4008-9d9c-fc31af04c74a","","pass","","folder","FALSE","FALSE","Site QA","Penetrations"
"f097c5ce-cc0d-487f-874f-276c1883f326","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Penetrations","Mezzanine"
"0d114bb2-6842-4aa3-884e-4a4549c5b362","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.12"
"6d3f6a18-35e1-4a4c-8b5c-f122686d3d9f","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.13"
"a3281984-0432-47a3-9e05-f137895fbae3","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.14"
"b754f325-ee4e-429d-b74e-033ed0e638f2","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.15"
"edad4988-cab6-49d8-83fb-aa5b41854ae6","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.16"
"f9463aae-a995-44e5-85d7-b3b756e7b91d","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.17"
"861c41f6-defa-45ca-8d53-2a9a9410f3b4","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.18"
"f7df6b29-736b-449d-b186-c03321db05cf","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.19"
"8e5a2f3f-1055-4801-94d3-02e174e6c08c","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.20"
"be694cef-150d-4e66-bfbe-466eb9de8717","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.21"
"3d0b3ce6-a85f-4e64-8ed8-72a4d3d7115b","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.22"
"1b4c22a1-f366-4112-9157-ab2025ab015c","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.23"
"93b983a7-23fa-4bfb-9569-a7ce170a624f","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.24"
"668131fe-d1ac-4fe2-b58e-5c2b8c3e4bc5","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 5","5.25"
"67dc8d0b-ee73-4d23-a266-b8b7ba1f3e92","","pass","","folder","TRUE","FALSE","Site QA","Drains","Hotel","Level 6"
"dd7974a5-f7b8-4740-a65f-1db4168e0f23","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.01"
"532205f4-9f60-43ab-9e75-3372c08c26b4","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.02"
"3fe901df-5cc2-4070-b24b-2963e3f93efa","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.03"
"f26d5392-3b72-4006-a9ee-7e2be69232ee","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.04"
"e36a9013-414a-438d-abaf-d73c5ed918fa","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.05"
"3490d8d5-d3da-4b95-b74c-eff62a6a66f3","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.06"
"4703914b-449a-4a93-a65c-a15717d9c845","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.07"
"c31120d3-a6ee-4ad5-a960-a3ff8ea3da37","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.08"
"8b00f673-5893-4d33-88d2-f54a95482983","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.09"
"215cca51-ae88-4960-a7c1-f33ad2f97aa2","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.10"
"2af6035f-5344-4ffb-8f34-c36d55f36d4b","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.11"
"952e124e-ecee-49fc-a3c1-891063bbe624","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.12"
"02001696-5986-4dd0-b164-3c4d72b68971","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.13"
"46a1ddfd-063e-4efc-be7a-e2ed0a2f41e8","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.14"
"043cf766-c414-4d5f-85e3-024c5d36ee08","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.15"
"0c283eff-abef-480f-b04b-0c78e6bdb047","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.16"
"77384cb1-610f-47af-8e77-594a3194eb11","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.17"
"b66a5e1d-8b8e-46a7-ab2a-e42b5e085421","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.18"
"425aa7a7-1ef0-4192-a2dd-5b0a8c0bdb4a","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.19"
"e3396503-92f7-4dce-9357-ad5e930fab39","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.20"
"33ec64fe-02ee-4607-b2ee-d0593cc947a8","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.21"
"5eda8d4c-a1ec-4ba9-8c3a-c6d7b889a511","","not-applicable","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.22"
"b883b059-6d43-42dc-a452-7036240aaf9e","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.23"
"f66326de-8927-4221-9b91-02ec8914099e","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 6","6.24"
"da6e704a-38b6-4d98-9312-ed36bfd40e45","","pass","","folder","TRUE","FALSE","Site QA","Drains","Hotel","Level 7"
"f24bd8d6-9456-4c30-b7de-d75740173c8d","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.01"
"656dac5e-945d-4b29-b1d6-20cb6d4e2c31","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.02"
"9c4e1a5a-b14e-4b0e-bab0-e95b6d519083","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.03"
"ac39700f-53b1-4906-a309-e47034002178","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.04"
"815af11c-7a1d-4bc4-a0df-120b5c1177e1","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.05"
"58c1b852-183c-4642-b8a0-59d2073bc8c6","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.06"
"f87524cc-7397-47fd-beeb-c774b6d988f2","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.07"
"c95e0619-c3e9-4766-866b-4a22e6fd6eac","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.08"
"1dac467b-6614-44dc-8c6b-846288e9f8e9","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.09"
"860c4f30-1102-477e-a8ee-edb338ef19e4","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.10"
"0650a7d7-2f34-4e2d-bf66-7430fe966864","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.11"
"5c697cc9-baec-416b-b3a9-f7e660bfca44","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.12"
"2db145e5-6a60-4580-add8-bed5a8bf2ce3","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.13"
"e2c27be5-7bce-4611-bb38-c38b88041ba3","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.14"
"68fe46c0-847b-4b82-afcb-430ec6a5461f","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.15"
"0fc09d23-9c72-4868-b61f-8a8a1547f1f3","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.16"
"e3791b92-1884-4ad2-9922-79cbd957eabc","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.17"
"3b04e8ce-186f-4afd-98b9-5ec71a925b4a","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.18"
"ee5bc3e8-7e82-4a89-9239-636c0f58fcd2","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.19"
"ad4aa9d5-9bad-4db3-82c4-6b2381a4e457","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.20"
"612285f9-44d4-419d-9e1d-d7a072f45cd4","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 7","7.21"
"cb5d22f2-76bc-472c-8a03-ad7f51087868","","pass","","folder","TRUE","FALSE","Site QA","Drains","Hotel","Level 8"
"bfb9bb72-e080-4691-af62-3a2a9dc0f070","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.01"
"27940a9d-4463-46da-9c1a-76c75620d268","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.02"
"8f556d01-34b9-4feb-a268-63eb750f2e9e","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.03"
"71884ab4-8e26-424e-a4a3-821f43e1aeba","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.04"
"7d53362d-7fad-4a26-a2c4-767e42a54234","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.05"
"3a8340f7-18bd-4f41-91ac-d96d6f2d7ddb","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.06"
"bbba4050-e9c2-49ad-9f7e-afd4a8028e3d","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.07"
"8bfbe5cd-7c04-431b-a5de-acee9e861aa9","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.08"
"f869f70b-4333-400d-8426-77558795cdb8","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.09"
"3aa10115-1740-47d3-81f8-ae3bcc08beab","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.10"
"0128e0cb-4a66-4e01-b497-60a1ac2f6a3c","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.11"
"5a34c448-b51d-4409-b30e-39ad54bfb007","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.12"
"7cfd4dac-76b2-4134-8a37-61d683e7e406","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.13"
"666ad775-c62e-4685-9a69-1b491e6789ab","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.14"
"787a98c9-c193-49f5-8dcc-200d33767472","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.15"
"d29ebac6-2997-45f0-af61-b031a1e5986c","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.16"
"9a7273f9-110f-4851-87c1-9aa3233734c6","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.17"
"a1d82f03-daaf-48b8-9fee-c3b4c10c2064","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.18"
"b0ac49d3-9839-4384-98c5-56674a094f81","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.19"
"31db171d-5a14-4abb-a372-51f569ee071f","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.20"
"e7b43097-8b81-4710-8b42-70c8e6132756","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.21"
"29d6a6b4-3a0e-4af2-9c81-f7dd93329c77","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 8","8.22"
"94c829b5-a952-4a9c-b01f-36bb9f2b63d1","","pass","","folder","TRUE","FALSE","Site QA","Drains","Hotel","Level 9"
"16ca2e09-f929-4152-936c-07c98ed43e97","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","9.01"
"a66f20af-b2b9-4dd4-b27d-a08517a6267f","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","9.02"
"801a81cd-a056-427a-a2fb-3a5f6bd22f12","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","9.03"
"852d07f6-6fae-4487-86bc-9d8ac7ab0b63","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","9.04"
"460f9c69-ef8d-4bef-a2ee-7cb91108fb7a","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","9.05"
"2d233d5d-c296-45ee-bb45-c4d2fd5e27cb","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","Male Amenities"
"ea50cdba-fb15-410f-9093-026bebdea4d8","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","Female Amenities"
"0a0b6376-f50a-4854-84ed-5f3bcdf76ae5","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","DDA Amenities"
"d37556ec-1ba7-4b85-bdc0-7881cf74fa9b","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","Gym"
"142bf7f1-f66f-4fd2-a81a-b54d1b45faf6","","pass","Commercial Kitchen","checklist","FALSE","FALSE","Site QA","Drains","Hotel","Level 9","Commercial Kitchen Drains "
"c22d5157-ed2a-4c97-bd3f-229ba8b82b62","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drains","Apartments"
"736b2c93-9451-430f-a6cc-5f686d974c90","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drains","Apartments","Level 10"
"9af10160-b18a-4e22-901a-bcdc769c8380","","work-in-progress","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 10","10.01"
"def94275-4ae3-4864-b160-4de773efecf3","","work-in-progress","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 10","10.02"
"3a270a20-5967-44e1-89fe-4430902437c6","","work-in-progress","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 10","10.03"
"7bec69c6-d5a8-49b0-8c35-dbfa345f138e","","work-in-progress","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 10","10.04"
"e1d471a2-00bc-42fe-8291-7cc3f4fe78a2","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 10","Bar"
"8dc2c3d5-e37a-4d3c-8840-f548ad877bd9","","pass","","folder","TRUE","FALSE","Site QA","Drains","Apartments","Level 11"
"52f0ae40-16c3-4bc5-a2f5-344d5629af27","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 11","11.01"
"f0985eb0-b54e-4744-9004-386e59ad9907","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 11","11.02"
"c170dcf4-421c-4c30-abac-f86b594ef628","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 11","11.03"
"3727cf74-6564-405f-86ce-dde5b7fb8f7b","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 11","11.04"
"6c0ba4bb-d16e-4929-9e6f-d61b53246f5b","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 11","11.05"
"14bb3e63-b868-4fb9-9171-85328a555e13","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 11","11.06"
"f4138a91-ec5e-40d6-8092-9df9a04b7daa","","pass","","folder","TRUE","FALSE","Site QA","Drains","Apartments","Level 12"
"dc224d1a-69fb-4e6c-95d1-274830123102","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 12","12.01"
"095656d8-5478-482f-bbf2-666637e5fdbb","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 12","12.02"
"250897aa-be14-405f-94f1-aff31bb85833","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 12","12.03"
"85b56d71-4996-46f3-a6d3-cbb32117e006","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 12","12.04"
"8ee1c11a-1090-4718-a744-3d9fea28079f","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 12","12.05"
"0ad1b923-f188-40f6-ac1f-b754958f3c4f","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 12","12.06"
"4686f07c-7be0-4f3d-bfd3-2613e761efed","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 12","12.07"
"e0f1c161-77bf-48a2-a5ef-8fc8a18b5825","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 12","12.08"
"8bf2ba43-89bc-4b3c-96a4-01ca2c341133","","pass","","folder","TRUE","FALSE","Site QA","Drains","Apartments","Level 13"
"eccdfe03-2d98-450f-8365-201cdb19e4c5","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 13","13.01"
"00526ccb-be56-41af-8ccd-467af4dbfcd0","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 13","13.02"
"cc57fc0b-c406-41a9-ae50-19b94c1802b7","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 13","13.03"
"0c8a8163-b9b7-4887-8d84-9c4d8aff1d8f","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 13","13.04"
"87df836d-e62b-47f1-866b-24ac390724a9","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 13","13.05"
"1963a273-e246-496e-bbf9-72996634c798","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 13","13.06"
"6159a4fc-a2be-4e70-af03-de4e7bf110e2","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 13","13.07"
"388fbc58-2ea9-4c5a-967f-ba42e8639f1b","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 13","13.08"
"8112c63f-a194-4f7c-8129-8de3a01d5efa","","pass","","folder","TRUE","FALSE","Site QA","Drains","Apartments","Level 14"
"47ef6373-93f0-4b3f-9504-20e3801d2477","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 14","14.01"
"f3677959-ae80-4e90-9314-c9c52423134c","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 14","14.02"
"6127ebe5-fe2d-48be-be0d-4d7d975b1943","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 14","14.03"
"77111a73-965b-4d43-b7b2-386898ff6031","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 14","14.04"
"6b415404-8195-4cfb-8f03-d83913f7da1d","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 14","14.05"
"c276bab1-45f1-46e0-bdf3-acc1721da6b6","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 14","14.06"
"98d08650-66f9-408c-bce0-ef2025049929","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 14","14.07"
"7bd166a0-81a3-40ed-bf9f-5ce11666c958","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 14","14.08"
"1b3574dd-1e6d-4277-917e-a0f6764d7936","","pass","","folder","TRUE","FALSE","Site QA","Drains","Apartments","Level 15"
"745a30f4-7f3b-4fdb-ba7a-9cce799461fc","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 15","15.01"
"2b9d7304-5ede-4c23-a87b-ba0379a97c16","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 15","15.02"
"f56fc508-2f9b-4632-b34e-7d98b5eed14b","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 15","15.03"
"3928b97c-5943-494d-8112-5499d556df68","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 15","15.04"
"b5f23524-400b-4e41-b1e1-bf92fa5e59ed","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 15","15.05"
"992eb184-1234-481c-8896-f559ea23d241","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 15","15.06"
"9607982a-708d-45aa-979c-143218965409","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 15","15.07"
"3c8eda01-d9b2-440f-8b96-c013c08ac5cd","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 15","15.08"
"47dba873-21fb-45a0-9e06-5fa00b90555f","","pass","","folder","TRUE","FALSE","Site QA","Drains","Apartments","Level 16"
"81018482-8054-4962-a7b8-22cbe5d86b03","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 16","16.01"
"8be159ea-d7a9-4dc5-b3cb-8be6f1377293","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 16","16.02"
"6e35a018-ccae-4d84-b17c-4c4a56a3736e","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 16","16.03"
"e99e9a10-212d-4a3d-98fb-4822ce20d530","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 16","16.04"
"145a305a-0251-4c85-b591-4f83d41c4b34","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 16","16.05"
"0d85057d-48d6-4a02-b8b4-084add536756","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 16","16.06"
"ab2e483b-005d-4789-bace-c733c2ac2574","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 16","16.07"
"6a524e4a-0c4d-4280-a2fc-52a2936066db","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 16","16.08"
"5757ae93-7e08-478b-b8c1-17ea54f80db3","","pass","","folder","TRUE","FALSE","Site QA","Drains","Apartments","Level 17"
"0cbfbed9-d1e4-476d-a80e-58be21124e19","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 17","17.01"
"a9637b11-b645-42ae-b29a-d863f943fb13","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 17","17.02"
"fe967993-629a-4b2c-b6b4-26c210196fa9","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 17","17.03"
"64f61a80-4ed3-4a41-973b-f4095bfda6b2","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 17","17.04"
"a0d94f45-4317-40cb-9501-e0113d5fab0e","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 17","17.05"
"3750e6dc-cd63-4849-a6bd-49df8da4d185","","pass","Drains","checklist","FALSE","FALSE","Site QA","Drains","Apartments","Level 17","17.06"
