"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"df298116-9e44-4254-a6a4-90503c2b88a7","","fail","","folder","TRUE","FALSE","Site QA"
"21cad415-329b-4d46-982a-40f34abf8d04","","pass","Inground works","checklist","FALSE","FALSE","Site QA","Inground Works"
"9a560122-d01e-4fb3-b607-aa0b0ffd353c","","work-in-progress","Commercial Kitchen","checklist","FALSE","FALSE","Site QA","Commercial Kitchen (Basement)"
"4778d249-c5e7-4008-9d9c-fc31af04c74a","","pass","","folder","FALSE","FALSE","Site QA","Penetrations"
"f097c5ce-cc0d-487f-874f-276c1883f326","","pass","Penetrations","checklist","FALSE","FALSE","Site QA","Penetrations","Mezzanine"
"655e8c81-f268-44f4-b06a-0a9c0f16df5b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 12","12.02"
"42ce4eee-282d-4175-a969-711e1fac3a1d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 12","12.03"
"daab95d9-b143-4d32-b1aa-12c48789caac","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 12","12.04"
"6c942d47-7c73-49eb-b045-0fe53c6d91c1","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 12","12.05"
"12400de9-0a4b-448b-b2e9-04f9f2bb6b2f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 12","12.06"
"3448eb9a-edc9-4d5c-9abe-483ea1da4097","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 12","12.07"
"0e0472b4-2f6b-4bc4-822f-ed871c3e7e6a","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 12","12.08"
"49d1d978-7fa2-4576-9bf4-142710a98898","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 13"
"cde3612a-d743-47cc-8a39-b72547adbf9b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 13","13.01"
"081f495a-db7b-42df-b8bb-9ee14199e6fb","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 13","13.02"
"5ea28223-e42f-4a59-9113-b25eeb4fd613","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 13","13.03"
"5a3b3f14-6362-40b7-a34b-ba1dc9ae15d1","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 13","13.04"
"66fe2755-1c24-40b4-a48b-1c217d1e4fa5","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 13","13.05"
"a36e8a57-f6fd-4364-8d56-9a081e02af2c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 13","13.06"
"1e866e67-37b5-4cfc-b02a-9719ef06440b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 13","13.07"
"c4ad596d-a5e8-4f43-a371-6ff8bfa91df4","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 13","13.08"
"f1fd37c5-0e64-4204-a7df-05f2bc67ab31","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 14"
"c4d2ed84-7e15-4e22-ab60-87a4acd66d3b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 14","14.01"
"f4ddf989-8573-4e38-9c56-2315f3d80253","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 14","14.02"
"d7963539-1408-480a-b1ee-3377d6c99a08","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 14","14.03"
"1b427ce1-5d54-4b81-a5b6-1924166b6f94","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 14","14.04"
"23e40766-53c7-48f4-ae8b-fe85a9548116","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 14","14.05"
"e0756fd8-18e2-46cc-9a6a-6a5e08817477","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 14","14.06"
"9a77d8e3-c870-4bac-a062-c9930aba8e8f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 14","14.07"
"47c356c1-a476-4da7-b626-1947dd41ced9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 14","14.08"
"cca06f54-fa1c-44d1-b251-d0ac2b9a04c7","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 15"
"8ebd8c06-9f3a-45b0-a119-1015a7e07c36","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 15","15.01"
"60a918fd-343d-482c-aa54-2798e760eced","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 15","15.02"
"d55e8030-9f49-4f82-98e4-829611364bd7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 15","15.03"
"a330df02-e8f7-43b9-95be-b016c0936f06","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 15","15.04"
"da60b701-2080-48ef-97a3-62fd1f12e2a6","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 15","15.05"
"baefe85b-0ec4-4aab-9dd7-f24be5af57cd","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 15","15.06"
"ad36e21d-6062-40bb-a26c-d844d4f8bdbc","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 15","15.07"
"6b369831-f473-4bfb-988a-f304fdfbe391","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 15","15.08"
"bf173fac-24e9-4c5a-91e4-571c8a46dc4c","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 16"
"fa8b9341-b1b8-4de6-90c4-9bd36f2b7d00","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 16","16.01"
"0f32a74b-0024-4fd4-9e37-75ba349e1e4d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 16","16.02"
"a4517e24-e974-4025-8546-1fb22a25bda7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 16","16.03"
"b74c0348-e41b-4046-a9a9-249dedcf8a99","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 16","16.04"
"f0a2bd5e-631c-4d6c-a555-c0b559fba6fc","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 16","16.05"
"68b43e04-4836-45c4-9fe4-e46fd34dc405","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 16","16.06"
"c86fff6f-6196-4582-9679-7058fef48371","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 16","16.07"
"3658e8a9-696b-404b-8586-6cc5ee8a622b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 16","16.08"
"d74f605a-a4db-4dd9-914e-ceed25cded62","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 17"
"e51c007b-4b13-4900-a8ae-f946691c911f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 17","17.01"
"70acbf5b-f4d7-4037-949a-50654f4d4f9c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 17","17.02"
"57a47dab-51ca-434e-ba54-a8596157fcd2","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 17","17.03"
"78d80c88-ead0-444c-8219-7bea74e0b7aa","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 17","17.04"
"2bac8187-5672-4e6d-b37b-4f3d8b95cb5d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 17","17.05"
"965fdeb2-9780-4fb3-bf4d-87b9a5026ad9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 17","17.06"
"b24621e0-2a5d-4a0c-960c-398a1401332e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 17","17.07"
"2bb2ffa9-de41-42b2-87cb-89db1756695d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 17","17.08"
"badcea40-26ec-4ba9-baf9-4d3f260a4264","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 18"
"875f37de-6426-47bd-9582-45db5011e4e6","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 18","18.01"
"f751d05a-d25b-4fab-ab66-193c3f84f0fe","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 18","18.02"
"4e2aa9de-8ab3-4085-85c3-5aa25d8d1d4f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 18","18.03"
"6a7f07a5-4084-467b-b219-e8a67501366f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 18","18.04"
"8bb5a08e-b878-4aa3-b69b-74f942e2c09d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 18","18.05"
"0addbac2-e5e8-4700-92dd-de491c1400a5","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 18","18.06"
"f79d97fe-44a1-4cff-ab6d-408a6a73d05d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 18","18.07"
"82e340ce-a166-4c13-9d91-2be6292d1154","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 18","18.08"
"4fb95eb2-0745-4b90-8652-f0a65d84ee40","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 19"
"45e6f494-023b-4037-92b8-8fd2b74974c4","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 19","19.01"
"c0507921-28be-443c-b7bf-6f0e47db003d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 19","19.02"
"1ebbb9dc-ad50-40bd-a2da-f883ea9f0e2d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 19","19.03"
"e127b8a0-abaa-47dc-aa3e-7654c6ac546a","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 19","19.04"
"c1b62643-8e32-4a14-a4ed-fbb52c1ff7e1","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 19","19.05"
"4a1f42f7-e9a7-49d8-a937-bcf42cf0cc3d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 19","19.06"
"53ad2f4b-4abe-4221-95a9-e4efa0b80a92","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 19","19.07"
"794a99f3-ad01-4800-8c30-6c38101aa4d5","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 19","19.08"
"6ec73068-e451-4fa8-9bfa-a3af9ef6bfec","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 20"
"8ddf9c48-3b89-4672-866a-e9385cefe19b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 20","20.01"
"00c8b593-b00e-474d-a628-ef65e845752f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 20","20.02"
"e4120cbb-eaee-4034-83ba-efa1790a50c7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 20","20.03"
"1965fa68-da5b-44ef-808e-05548d13f6a7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 20","20.04"
"6ce35f23-b0e4-49e2-8b83-e44cce428608","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 20","20.05"
"48b873ba-8aea-4e79-920a-4aa7f46befaf","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 20","20.06"
"9cbf8d01-eb17-47e6-8556-9b60de04dcdf","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 20","20.07"
"b694a88d-e24e-4661-8f17-4db367e2f8f8","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 20","20.08"
"864d7cef-f179-4d2a-a015-cb1299949228","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 21"
"e1188bbc-0260-4a2d-8a78-78bd3adbdbaa","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 21","21.01"
"97821493-d937-479a-8ca1-58c8d6265d85","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 21","21.02"
"7da68e94-e5da-43dd-87d3-cea1f9e8e503","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 21","21.03"
"ec6ac8de-71d5-4ee3-8a0b-7f879c67db57","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 21","21.04"
"43037c0d-f33f-4262-a905-172e6f8f3623","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 21","21.05"
"91f5a0df-1a83-4d30-851a-69b4ef885267","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 21","21.06"
"f5ced96e-31f8-45b9-b912-b0e6b5330bca","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 21","21.07"
"8a0046cf-7dc2-45f7-bdde-eb7e82168e8b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 21","21.08"
"0669c7ce-96e3-4087-8bc4-20ca28b6735b","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 22"
"9d964724-ff76-4bae-8a0e-e5a55bccee43","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 22","22.01"
"e8fc7181-add4-447a-8368-c5798b7ae10e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 22","22.02"
"364707ab-4ae4-4f28-b155-9082f5a25398","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 22","22.03"
"31619b37-9765-4eb8-bfcb-d5f3778dcf6d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 22","22.04"
"709877e4-9944-47c8-886b-ff2c3459f57d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 22","22.05"
"47cd91e1-e293-41ce-97d2-7f7ba167b1ae","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 22","22.06"
"1d756755-53a3-48a1-b5f5-74193f69d21a","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 22","22.07"
"6a6dd903-ffcb-49e3-a2a6-3f3fc5ec1ab7","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 22","22.08"
"e2162ad3-906f-4d94-aaa2-cfcdca998a09","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 23"
"b5e89dee-a1c1-43cf-8a12-294e1b8f78e9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 23","23.01"
"08cd60bc-bbc0-4937-ad6d-69b8c8ceed84","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 23","23.02"
"e7120fdc-2c32-4089-9b3a-be6ee09e8f3b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 23","23.03"
"cf3ecf0d-4bfb-4576-a331-c3f681a32a79","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 23","23.04"
"60e1d915-db8c-4a83-80a9-740a7e27f332","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 23","23.05"
"a0414ae3-e53f-4b3a-85c2-03b087e280a9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 23","23.06"
"5f2b6a2b-21fb-4d1e-a5cf-1a00a24c7269","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 23","23.07"
"165d7a58-32a8-4edd-b188-be7410774f22","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 23","23.08"
"33e9619e-45fd-4813-903e-58534219f60e","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 24"
"449dfa11-3a3c-4879-ad01-14ca4dd2b6a1","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 24","24.01"
"69eda42f-e7b8-42db-8b35-e003b6631633","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 24","24.02"
"46a061e9-a91b-4f0e-a92f-cada538eb8fb","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 24","24.03"
"21cfba9a-c75c-4e0e-8fae-38faf4c4d02a","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 24","24.04"
"3434c872-b981-40ec-970f-c13b016f2747","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 24","24.05"
"9cf5b21b-fccd-41ba-9957-e1b79395033b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 24","24.06"
"05aa45dc-64c8-4cf6-9214-5b7802d8e754","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 24","24.07"
"1a905059-8ec1-4add-8d9e-31896695840e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 24","24.08"
"9658fb9e-a14c-438f-b916-cecabb657c4a","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 25"
"24bc6239-e3b6-455e-9303-5600200c8fbd","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 25","25.01"
"418126d4-e895-48bc-964a-4be1d7b7379e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 25","25.02"
"5a6a9048-b7b0-40e2-87c4-efb4dd9e3ed5","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 25","25.03"
"01cd5568-32a7-453c-9ad7-54daa9ca07a6","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 25","25.04"
"f041b118-b880-4686-8294-b2ed11d50f8a","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 25","25.05"
"17dff664-50f7-4191-a273-7ce12852bb45","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 25","25.06"
"36963f81-5697-4ae9-9b07-55e25c36a64e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 25","25.07"
"c98903cd-01e2-44be-b6e4-2b86a93380aa","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 25","25.08"
"3479661a-8d64-43d2-a8bb-457e0c572167","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 26"
"d75c90eb-6f9e-4e21-bf59-47c226aac15c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 26","26.01"
"f792b7b7-86d8-41a4-9bfb-33019d30ced6","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 26","26.02"
"4adbb126-da72-4c16-8652-f81905ddd9ab","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 26","26.03"
"0dab9629-9415-481e-879c-7a737f46bb4e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 26","26.04"
"290f530e-9373-44b5-909d-c88f6a5ba635","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 26","26.05"
"8f1516ae-02a9-4a22-983c-b0cb43518d19","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 26","26.06"
"e8c5a83f-bc94-4670-8ad3-1937d6daefcb","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 26","26.07"
"d0db3adb-a261-4ff0-aa41-6ac16d0418d9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 26","26.08"
"87371cea-d080-4260-b647-1dd2c2942875","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 27"
"d201a633-fdb1-4def-8d45-5b3992a8d4a3","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 27","27.01"
"c7c742d9-9ead-47f9-88ca-c1a2567d04fe","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 27","27.02"
"1e6bf61a-d3f2-4f7a-881e-07913eb3717e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 27","27.03"
"dc83f5ef-8dfe-4c9e-9071-92ac53e843d5","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 27","27.04"
"251ef4b9-5fcd-4cb9-81d4-7c5134094869","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 27","27.05"
"a8d07707-7416-4b7a-adee-557ed62ad480","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 27","27.06"
"6b7769fa-309d-495c-b2b2-09fe19920707","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 27","27.07"
"cc45259c-0fb7-4e86-a420-acbcacdcd9db","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 27","27.08"
"7e99ff39-7ae0-4419-b0d1-c82a6a3e774a","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 28"
"b7cc32d7-601a-494d-837c-e17a19477e55","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 28","28.01"
"77e30542-2f0a-4f67-b4cd-8fdca7716766","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 28","28.02"
"492e0c5a-e59e-47a1-ad92-659ad34f8359","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 28","28.03"
"f9ae6b26-8498-4a4f-a7c0-ec62cd352391","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 28","28.04"
"303d683d-7171-4358-a6d2-42cd6aa2dec2","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 28","28.05"
"6088cda7-fcd9-40f7-9d53-e07cabc57339","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 28","28.06"
"7c97d424-0c6c-4ec0-92c7-7cd3c0565f98","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 28","28.07"
"1895bf27-e1e0-4570-a0f4-8495bf608eea","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 28","28.08"
"5d8132c7-1b7f-446c-aabc-22b58e323b9c","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 29"
"ae2b1d87-ed58-4f4d-a0b9-9349deef2101","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 29","29.01"
"f42d98ba-de70-489e-b275-7aba93381898","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 29","29.02"
"ebbf52ed-c106-430f-8811-e4fb45047e2d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 29","29.03"
"800d9628-8752-4c13-8a8c-9861a514731d","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 29","29.04"
"0d1f0ea2-f6cf-4868-8134-c2942811157c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 29","29.05"
"a5148c23-3cbe-42c6-a5f0-683a53d7f306","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 29","29.06"
"39b96b7b-fe54-4eb0-9d56-6e73a9c725f9","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 29","29.07"
"9e356cfb-0768-4865-bd10-3af3dd42c3e3","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 29","29.08"
"8732d7c7-f2b1-4eea-8f99-96b341458778","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 30"
"d229e2ff-015f-42bd-8cc2-c584a9e00cb0","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 30","30.01"
"7def6fe2-402e-4d27-9da9-cf96bad71b57","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 30","30.02"
"c62e3712-5051-4a71-bd3b-acc5204c9a44","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 30","30.03"
"8174e07a-4100-4468-8d48-6f9fab1c1c97","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 30","30.04"
"b92e32c2-ee57-43dd-b78c-7bdb30906d7f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 30","30.05"
"96a75aa4-4534-4686-97c2-49f1d128fe6e","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 30","30.06"
"cc9926e2-ebb7-4049-b785-633692a5a59f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 30","30.07"
"66a4d4d9-9e8a-4d68-926e-3eee6ae17d98","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 30","30.08"
"00fe1dd1-e93b-44a9-a92a-0b50dd149d53","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 31"
"51ccda2c-b2f5-4fc9-8c1b-f33011515b2c","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 31","31.01"
"2b3d5fbd-a6c3-41c0-acdf-c81ea646090f","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 31","31.02"
"29d733e0-55ce-4382-8d1a-d02972b29257","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 31","31.03"
"c2513545-0e95-4b1e-8f01-90ad0ed5d62b","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 31","31.04"
"63cdeebf-5737-4b13-9602-0ab3f06dbcba","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 31","31.05"
"3d424ebd-e9f3-44ff-bb78-adf9e0c1b4ea","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 31","31.06"
"6c40565b-c58b-412d-96b7-56a2c31a8789","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 31","31.07"
"43e6810f-c53a-4cf4-98fe-f71e741cd7e2","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 31","31.08"
"f7e84437-70f9-4de5-869f-ccdf43b960f2","","pass","","folder","TRUE","FALSE","Site QA","Rough In","Apartments","Level 32"
"0f1d7a35-7acc-4e2c-a60f-00271689fa32","","pass","Rough In","checklist","FALSE","FALSE","Site QA","Rough In","Apartments","Level 32","32.01"
