"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1af8a80f-0ce4-4e28-a5dc-92e42fa476b5","","pass","","folder","TRUE","FALSE","FHC-ITP-001 - Clearing & Grubbing"
"80982f68-8757-41a4-920e-2febc69d4720","","pass","","folder","TRUE","FALSE","FHC-ITP-015 - Kerb and Channel"
"5bc9087b-9c6d-4ea9-8fa4-828be10b34f1","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0088 - WGS - MCP - Kerb - Lot 1 "
"0aafd571-dff1-43fc-9f78-8e544138313f","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0089 - WGS - MCP - Kerb - Lot 2 "
"f2760d22-1e65-490f-9ef0-f9a5a0c42f44","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0090 - WGS - MCP - Kerb - Lot 3"
"c16e0c65-082f-4719-a754-767b8e0bb579","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0091 - WGS - MCP - Kerb - Lot 4"
"f8373f0a-236c-44c8-a4a8-efaf857cc531","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0092 - WGS - MCP - Kerb - Lot 5"
"fe983282-f56a-44b3-b721-00ee690c8077","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0093 - WGS - MCP - Kerb - Lot 6"
"73d72fed-b6b8-4fe0-a980-cc1f139e83bf","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0145 - WGS - MCP - Kerb - Lot 7"
"b4f7a5fd-c817-4e73-a5fd-e6edee4f3638","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0013 - WGS - WCP - Kerb & Channel - Lot 1 (Stage 2)"
"4fabc0dc-ee1b-4c1b-a0dd-cf586e71b503","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0014 - WGS - WCP - Kerb & Channel - Lot 2 (Stage 2)"
"3667ddee-fc0f-459f-bf59-ec4b8644b0f9","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0184 - WGS - WCP - Kerb & Channel - Lot 3 (Stage 3)"
"8af8e589-6c31-4374-8fe8-77ebc323fa32","","pass","FHC-ITP-015 - Kerb and Channel Rev4","checklist","FALSE","FALSE","FHC-ITP-015 - Kerb and Channel","201-0185 - WGS - WCP - Kerb & Channel - Lot 4 (Stage 3)"
"10b1c30e-7d9a-4125-bb23-9b81220cbffb","","pass","","folder","TRUE","FALSE","FHC-ITP-016 - Sign Installation"
"738e1f4f-cbac-4071-9803-7399aaedb1f2","","pass","FHC-ITP-016 - Sign Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-016 - Sign Installation","201-0171 - WGS - MCP - Signage - Lot 1 "
"bc774137-1554-4db5-96de-bef2b7a3c327","","pass","FHC-ITP-016 - Sign Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-016 - Sign Installation","201-0025 - WGS - WCP - Sign Installation - Lot 1 (Stage 2)"
"3f24d469-47e7-45c9-8d74-f48374461566","","pass","FHC-ITP-016 - Sign Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-016 - Sign Installation","201-0026 - WGS - WCP - Sign Installation - Lot 2 (Stage 3)"
"1ff0e7a9-ce12-4d80-abb1-dfc4fc96fd8e","","pass","","folder","TRUE","FALSE","FHC-ITP-018 - Landscaping"
"a5bc7854-4422-42df-9195-fe0f0be25630","","pass","FHC-ITP-018 - Landscaping Rev1","checklist","FALSE","FALSE","FHC-ITP-018 - Landscaping","201-0035 - WGS - WCP - Landscaping - Lot 1"
"cfbe8377-f0e2-4639-9259-8102c7ae706d","","pass","FHC-ITP-018 - Landscaping Rev1","checklist","FALSE","FALSE","FHC-ITP-018 - Landscaping","201-0126 - WGS - MCP - Landscaping - Lot 1 "
"f5701525-24c6-4d48-8fc0-8ec6dddbabf8","","pass","","folder","TRUE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement"
"d41ace21-f202-485d-b1f8-0c1b78893a34","","pass","FHC-ITP-021 - Type B Fill Placement Rev4","checklist","FALSE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement","201-0134 - WGS - MCP - Stormtrap Backfill - Lot 1"
"d8cae348-7f47-4621-9d82-8e1234b3183c","","pass","FHC-ITP-021 - Type B Fill Placement Rev4","checklist","FALSE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement","201-0135 - WGS - MCP - Stormtrap Backfill - Lot 2"
"83a53de6-57c9-49d3-868d-37263762e349","","pass","FHC-ITP-021 - Type B Fill Placement Rev4","checklist","FALSE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement","201-0136 - WGS - MCP - Stormtrap Backfill - Lot 3"
"89cecec5-e85b-4003-ac14-ce3325b4d728","","pass","FHC-ITP-021 - Type B Fill Placement Rev4","checklist","FALSE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement","201-0137 - WGS - MCP - Stormtrap Backfill - Lot 4"
"2d75849c-0cd4-4db9-81eb-f14bc51a3b8e","","pass","FHC-ITP-021 - Type B Fill Placement Rev4","checklist","FALSE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement","201-0138 - WGS - MCP - Stormtrap Backfill - Lot 5"
"14247163-bba0-42fd-bb6f-b174569a65a6","","pass","FHC-ITP-021 - Type B Fill Placement Rev4","checklist","FALSE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement","201-0139 - WGS - MCP - Stormtrap Backfill - Lot 6"
"e4af2e3a-35a4-4922-8b4b-782f33a678c3","","pass","FHC-ITP-021 - Type B Fill Placement Rev4","checklist","FALSE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement","201-0140 - WGS - MCP - Stormtrap Backfill - Lot 7"
"fb5fc494-2205-4727-83c7-902e7865298a","","pass","FHC-ITP-021 - Type B Fill Placement Rev4","checklist","FALSE","FALSE","FHC-ITP-021 - Stormtrap Fill Placement","201-0141 - WGS - MCP - Stormtrap Backfill - Lot 8"
"fc7eec63-06fb-47b5-9cea-6c33d12c9e81","","pass","","folder","TRUE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation"
"89f48bce-5943-4381-aab7-8d47ef289e7f","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0117 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 1"
"2a63c410-3058-45d4-8235-1bfe98f0955a","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0118 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 2"
"46743c03-af6d-4407-adb5-eb3ec4dc41cb","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0119 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 3"
"9375407b-b609-434b-b04d-39c3a3fe6fc4","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0120 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 4"
"1222fb4f-4b01-45f1-9e3d-25eb58b6f050","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0121 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 5"
"e8596e8d-54ae-40db-b2e6-2dfa9f7f6093","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0122 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 6"
"19f3ed73-f057-4080-a02f-3c080b218509","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0123 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 7"
"d0dc6e1f-1c7d-42bd-95ad-baae805af345","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0124 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 8"
"10d27516-69ed-43e0-bc5c-208355d3dbfe","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0125 - WGS - MCP -  Electrical and OCS Conduits & Pits - Lot 9"
"7ef1e3fb-69a2-4a60-a6fa-653ac7dab778","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0031 - WGS - WCP - Electrical (LV) Conduit & Pit Installation - Lot 1 (Stage 2)"
"4334e03d-9b08-4349-b748-cb6f5c12c9dd","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0032 - WGS - WCP - Electrical (LV) Conduit & Pit Installation - Lot 2 (Stage 3)"
"201bc171-bd6c-46c9-9fdf-965511224e82","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0033 - WGS - WCP - Communications Conduit & Pit Installation - Lot 1 (CP02 to CP03)"
"702fecce-fac3-456d-85bd-cda2c2f86627","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0034 - WGS - WCP - Communications Conduit & Pit Installation - Lot 2 (PE62 to CP03)"
"aa7b3758-c68b-4ca6-93ad-6f763d0a4ec4","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0190 - WGS - WCP - Communications Conduit & Pit Installation - Lot 3 (P56 to CP02 to LAN Cabinet & CP01 (partial))"
"453b5a6c-17c1-4c1f-ab62-9da21e2d3414","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0191 - WGS - WCP - Communications Conduit & Pit Installation - Lot 4 (CP02 to CP01 (partial))"
"0a58b5e3-fd80-461e-9b82-f4104b3da8fa","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0192 - WGS - WCP - Communications Conduit & Pit Installation - Lot 5 (P57 to CP15 to CP01)"
"30eea02f-6752-47ea-be7a-ce21db22e1f4","","pass","FHC-ITP-023 - Conduit, Pit & OCS Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-023 - Conduit, Pit & OCS Installation","201-0193 - WGS - WCP - Communications Conduit & Pit Installation - Lot 6 (CP01 to CP15 to External Mount)"
"9d86f2c3-e344-40b8-be1c-8df7002dbed8","","pass","","folder","TRUE","FALSE","FHC-ITP-025 - Structural Concrete Construction"
"f8236625-630d-450f-9c4b-e849160c29ca","","pass","FHC-ITP-025 - Structural Concrete Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-025 - Structural Concrete Construction","201-0039 - WGS - MCP - Structural Concrete - Lot 1 "
"9a16328f-3920-41e4-9936-2a7a2f031d1c","","pass","FHC-ITP-025 - Structural Concrete Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-025 - Structural Concrete Construction","201-0040 - WGS - MCP - Structural Concrete - Lot 2"
"92460871-ae91-4540-a163-e23b8cb91eb9","","pass","FHC-ITP-025 - Structural Concrete Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-025 - Structural Concrete Construction","201-0041 - WGS - MCP - Structural Concrete - Lot 3 (Bollards)"
"f6e49bde-ed54-42d9-8d17-7ac1f756aedc","","pass","FHC-ITP-025 - Structural Concrete Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-025 - Structural Concrete Construction","201-0018 - WGS - WCP - Structural Concrete - Lot 2 (Parkiteer Foundation)"
"b9b998a1-d04c-43c4-8ea1-6c86ff8931e3","","pass","FHC-ITP-025 - Structural Concrete Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-025 - Structural Concrete Construction","201-0178 - WGS - WCP - Structural Concrete - Lot 1 (Bollard Bases)"
"c8e76232-22ef-436a-8643-81025cfbb42b","","pass","FHC-ITP-025 - Structural Concrete Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-025 - Structural Concrete Construction","201-0179 - WGS - WCP - Structural Concrete - Lot 3 (Bollard Bases incl. Footpath Patch)"
"a02d17e1-58f1-4f8a-ac3e-c0007b544b28","","pass","","folder","TRUE","FALSE","FHC-ITP-027 - Pile Footing Construction"
"38a2544c-13c6-405e-bee1-36855be51107","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0112 - WGS - MCP - Pole Footing - Lot 1"
"5ca33ef3-8e8d-4867-8aa2-d4cbbcf68cd3","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0113 - WGS - MCP - Pole Footing - Lot 2"
"0d2f665c-726a-4978-99cb-743b452f5ed8","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0114 - WGS - MCP - Pole Footing - Lot 3"
"1c45d2dc-2617-4e3e-9ba0-c15a30ecd4a1","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0115 - WGS - MCP - Pole Footing - Lot 4"
"55f9f93a-4bc8-4806-bb27-633b945f79fb","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0116 - WGS - MCP - Pole Footing - Lot 5"
"29c50c21-1bca-49d0-a2d2-c3f940d2be74","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0127 - WGS - MCP - Pole Footing - Lot 6"
"6fbcdf8f-dcf6-4c7f-afca-7e73b6a75935","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0128 - WGS - MCP - Pole Footing - Lot 7"
"f7a919a9-9340-40aa-a33b-ca5ae3db0317","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0129 - WGS - MCP - Pole Footing - Lot 8"
"8bcdcbb6-3f3c-4c35-b94c-36da4b11be07","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0130 - WGS - MCP - Pole Footing - Lot 9"
"48e82ec0-f7e9-4fd9-8450-837076401b85","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0131 - WGS - MCP - Pole Footing - Lot 10"
"013da27f-13e0-4f59-88c0-a8b4285687c2","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0132 - WGS - MCP - Pole Footing - Lot 11"
"904ab478-19fe-402e-a4fa-51bd694f5169","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0133 - WGS - MCP - Pole Footing - Lot 12"
"28b82798-52c8-4e68-ba3a-0ddd6dc5d05c","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0029 - WGS - WCP - Pole Footing - Lot 1"
"ec33e156-ebdc-4e75-bc8f-9ef5ab5e0cb8","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0146 - WGS - MCP - Pole Footing - Lot 13"
"e0379570-1085-413d-8edf-bc4614b81890","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0147 - WGS - MCP - Pole Footing - Lot 14"
"b0c429cc-cb7f-4ce7-bc78-d813af026e3d","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0148 - WGS - MCP - Pole Footing - Lot 15"
"e171faac-815a-4b43-8c7e-abdfa6be6141","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0030 - WGS - WCP Pole Footing - Lot 2"
"cd8231d8-ca3c-4c9f-b1d5-2c828b0f0432","","pass","FHC-ITP-027 - Pile Footing Construction Rev2","checklist","FALSE","FALSE","FHC-ITP-027 - Pile Footing Construction","201-0177 - WGS - WCP Pole Footing - Lot 3"
"4531702c-d442-4e25-a5d9-34f07a199ef0","","work-in-progress","","folder","TRUE","FALSE","FHC-ITP-028 - Street Furniture (Supply & Installation)"
"4cc21a3c-7344-433e-b2c8-3a0e72480905","","pass","FHC-ITP-013 - General Concrete Paving Rev2","checklist","FALSE","FALSE","FHC-ITP-028 - Street Furniture (Supply & Installation)","201-0194 - WGS - MCP - Bollards and Foundations - Lot 1"
"439c4585-c01b-417b-8c0d-16cf2d5343e4","","pass","FHC-ITP-013 - General Concrete Paving Rev2","checklist","FALSE","FALSE","FHC-ITP-028 - Street Furniture (Supply & Installation)","201-0195 - WGS - PoT - Bollards and Foundations - Lot 2"
"9e93f637-e6f7-4a46-a3ec-48dafe67b57a","","work-in-progress","FHC-ITP-028 - Street Furniture (Supply & Installation) Rev 0","checklist","FALSE","FALSE","FHC-ITP-028 - Street Furniture (Supply & Installation)","201-0027 - WGS - WCP - Street Furniture (Supply & Installation) - Lot 1 (Bollards, Wheel Stops, Bicycle Loops & MTM Seats)"
"3e65217c-0581-432b-833f-ef4457e5ebfe","","work-in-progress","FHC-ITP-028 - Street Furniture (Supply & Installation) Rev 0","checklist","FALSE","FALSE","FHC-ITP-028 - Street Furniture (Supply & Installation)","201-0028 - WGS - WCP - Street Furniture (Supply & Installation) - Lot 2 (Bollards, Wheel Stops & Bicycle Loops)"
"f33f14b9-1f1e-4c0a-906c-d6a64734150c","","work-in-progress","FHC-ITP-028 - Street Furniture (Supply & Installation) Rev 0","checklist","FALSE","FALSE","FHC-ITP-028 - Street Furniture (Supply & Installation)","201-0202 - WGS - PoT - Street Furniture (Supply & Installation) - Lot 2 (Wheel Stops & MTM Seats)"
"be88a455-871b-41c0-95d7-8c7f38a79f8f","","pass","","folder","TRUE","FALSE","FHC-ITP-029 - PVC TGSI Installation"
"68728a72-ae11-4c73-b446-641cf57abafc","","pass","FHC-ITP-029 - PVC TGSI Installation Rev0","checklist","FALSE","FALSE","FHC-ITP-029 - PVC TGSI Installation","201-0144 - 	WGS - MCP - TGSI Installation - Lot 1"
"db6f291a-9bbb-4cf0-b5d7-b2b8b61ec086","","pass","FHC-ITP-029 - PVC TGSI Installation Rev0","checklist","FALSE","FALSE","FHC-ITP-029 - PVC TGSI Installation","201-0188 - WGS - WCP - TGSI Supply & Installation - Lot 1 (Stage 2)"
"c2668229-8ffc-4856-9179-5c126f17a384","","pass","FHC-ITP-029 - PVC TGSI Installation Rev0","checklist","FALSE","FALSE","FHC-ITP-029 - PVC TGSI Installation","201-0189 - WGS - WCP - TGSI Supply & Installation - Lot 2 (Stage 3)"
"b28062a0-8f50-4053-a6a8-7429aad8be97","","work-in-progress","","folder","TRUE","FALSE","FHC-ITP-030 - Handrail Installation"
"9e764e17-102f-4833-a735-dd0cbe65fa37","","work-in-progress","FHC-ITP-030 - DDA Compliant Hand Railing (Supply & Installation) Rev0","checklist","FALSE","FALSE","FHC-ITP-030 - Handrail Installation","201-0019 - WGS - WCP - DDA Compliant Hand Railing (Supply & Installation) - Lot 1 (Stage 2)"
"08fdbcf5-dd2e-47f5-91de-43b18b9907a5","","pass","FHC-ITP-030 - DDA Compliant Hand Railing (Supply & Installation) Rev0","checklist","FALSE","FALSE","FHC-ITP-030 - Handrail Installation","201-0020 - WGS - WCP - DDA Compliant Hand Railing (Supply & Installation) - Lot 2 (Stage 3)"
"a252a818-def4-405e-982d-2eeefdbf8b0a","","pass","","folder","TRUE","FALSE","FHC-ITP-035 - Line Marking"
"725918e1-dd7c-4295-90c8-2056f4bdb84e","","pass","FHC-ITP-035 - Line Marking Rev2","checklist","FALSE","FALSE","FHC-ITP-035 - Line Marking","201-0110 - 	WGS - MCP - Linemarking - Lot 1 "
"ae89d173-eb6a-434f-8d19-b68fc6e1a721","","pass","FHC-ITP-035 - Line Marking Rev2","checklist","FALSE","FALSE","FHC-ITP-035 - Line Marking","201-0023 - WGS - WCP - Line-marking - Lot 1 (Stage 2)"
"6c33efd7-87cc-4bb7-acf1-b93f804c417a","","pass","FHC-ITP-035 - Line Marking Rev2","checklist","FALSE","FALSE","FHC-ITP-035 - Line Marking","201-0024 - WGS - WCP - Line-marking - Lot 2 (Stage 3)"
"64ecf4be-c980-496b-ae3d-dbb294d9bbfd","","pass","","folder","TRUE","FALSE","FHC-ITP-036 - Type 1 Beaching"
"2eed89ba-7855-432a-8efd-3f28623b507b","","pass","FHC-ITP-036 - Type 1 Beaching Works Rev1","checklist","FALSE","FALSE","FHC-ITP-036 - Type 1 Beaching","201-0143 - WGS - MCP - Beaching - Lot 1 "
"961eb09a-34d1-488c-b758-9cc8f7b53148","","pass","","folder","TRUE","FALSE","FHC-ITP-038 - Weldmesh Fence Installation"
"36a1bd20-9d4c-431a-adf0-0047166fae7e","","pass","FHC-ITP-038 - Weldmesh Fence Installation Rev2","checklist","FALSE","FALSE","FHC-ITP-038 - Weldmesh Fence Installation","201-0111 - WGS - MCP - Weld Mesh Fencing - Lot 1"
