"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"cad5c2cf-2bbc-471d-9b0f-29c27bd4145e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"22c6b3a4-9a68-4edf-be71-587f5a4ea06f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Pour1"
"36bbd530-0d10-4e3b-83c7-ed6533c9e86e","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","March 22","Thursday 31/03/2022"
"720906cf-aa4c-454f-865d-78edbd4843c0","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version)","checklist-flat","FALSE","FALSE","Variations / SI","March 22","Thursday 31/03/2022","ACF - 31 Variation / Site Instruction PUMP WORKS"
"49275e42-d790-438a-8d62-971ed8c49393","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","April 22"
"04fa3f27-42f9-4b10-92c3-cd351cfd8447","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","April 22","07/04/2022"
"541be126-8a01-4f4e-9c8d-cf952e102a42","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version)","checklist-flat","FALSE","FALSE","Variations / SI","April 22","07/04/2022","ACF - 32 Variation / Site Instruction shear wall reo placement "
"aded941c-bad8-476b-b01e-b4f0d620e46d","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","April 22","12/04/2022"
"7bb8b8d7-6f31-489b-929c-892214c3844f","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version)","checklist-flat","FALSE","FALSE","Variations / SI","April 22","12/04/2022","ACF - 33 Variation / Site Instruction supply labour and material to building 3, underside of PT walls"
"56261a19-0ab7-4536-87f9-2b5f58fe14ad","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","April 22","Test Only"
"79f95235-d758-41ad-9d68-59c20480e182","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","April 22","20/04/2022 "
"65353f20-3d42-4a77-b567-1cd7a622d478","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version v2)","checklist-flat","FALSE","FALSE","Variations / SI","April 22","20/04/2022 ","ACF - 34 Variation / Site Instruction place reo in Dincel wall under pour 5"
"7ab64c50-ef26-48bd-b44b-ec6d64428cf0","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","April 22","21/04/2022"
"965e11b0-6ac8-44d8-85fe-99b2951087d6","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version v2)","checklist-flat","FALSE","FALSE","Variations / SI","April 22","21/04/2022","ACF - 35 Variation / Site Instruction Dincel wall Reo placement under pour 6"
"2cc0ca6b-c065-483a-9d37-da6724034b80","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version v2)","checklist-flat","FALSE","FALSE","Variations / SI","April 22","21/04/2022","ACF - 36 Variation / Site Instruction Labour for suspended slab acting as bridge from rock wall to pour 2 suspended slab"
"12277146-b02f-441e-a913-843a9b7e0eff","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","April 22","27/04/2022"
"7221c38f-b129-424a-99a4-9aa50441e026","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version v2)","checklist-flat","FALSE","FALSE","Variations / SI","April 22","27/04/2022","ACF - 37 Variation / Site Instruction Reo placement in Dincel wall under Pour 6"
"81d5da2e-7749-44fe-84a5-ea84d091fcea","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","April 22","28/04/2022"
"31a2ca83-d519-4955-a114-593beb05f25a","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version v2)","checklist-flat","FALSE","FALSE","Variations / SI","April 22","28/04/2022","ACF - 38 Variation / Site Instruction place reo in Dincel wall under pour 6"
"a5b5d175-e3ce-4a21-896b-a56f36284efa","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","May 22"
"5cee4bc9-b1c3-4ee0-9ed9-e7e5047a021e","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version v2)","checklist-flat","FALSE","FALSE","Variations / SI","May 22","ACF - 39 Variation / Site Instruction reo for dincel wall under pour 8, 03/05/2022"
"0a63c7fe-3de6-4ddd-89ff-f61bdc1423f3","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version v2)","checklist-flat","FALSE","FALSE","Variations / SI","May 22","ACF - 40 Variation / Site Instruction Reo in Dincel Wall 05/05/2022 under pour 8"
"e443fa36-cd9d-4472-b234-48afe599faeb","","checklist-flat","pass","Z - SYS - Variation / Site Instruction (old version v2)","checklist-flat","FALSE","FALSE","Variations / SI","May 22","ACF - 41 Variation / Site Instruction Reo in Dincel Wall 04/05/2022 under Pour 8"
"dd8da291-65b3-4eed-85c1-b996f9a4089e","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","May 22","ACF 42 Variation / Site Instruction place backpropping for pump out rigger legs 12/05/2022"
"c311d65a-63c1-4455-a39d-fedeec793078","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","May 22","ACF - 43 Variation / Site Instruction PUMP WORK 30/05/2022"
"485b9277-51f2-49dc-895f-968896b0926d","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","June 22"
"28a3a568-8a90-4d1d-bbfe-a7adaf207910","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","June 22","ACF - 44 Variation / Site Instruction extend driven Piles to soffit level as Piles too low 20/06/2022"
"e5115b6a-a13c-4a90-87fb-d4f393969e57","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","June 22","ACF - 45 Variation / Site Instruction Place reo in Dincel walls on capping beams S,Q,P,L,M.J AND N  23/06/2022"
"13c179af-6fff-48a1-afc4-7ab21409a0fd","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","June 22","ACF - 46 Variation / Site Instructionplace dowel inserts to slab edge 20/06/2022"
"fe884f1b-b706-45c0-b332-0a21569d93ed","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","June 22","ACF - 47 Variation / Site Instruction roller work 23/06/2022"
"c3c12f8b-a57f-4d70-acf2-da8457d6d2c1","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","June 22","ACF - 48 Variation / Site Instruction Reo to Dincel wall H. 28/06/2022"
"f3817c49-3e68-4dfc-9bd0-83c5bc2719ec","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","July 22"
"723d32f5-ce5d-4860-81e7-995addce665f","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","July 22","ACF - 49 Variation / Site Instruction Create introduced CJ to Pour 12 as pour not completed 4/7/22"
"0d11f9d9-8483-4c14-81a6-735db8fcbfdb","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","July 22","ACF - 50 Variation / Site Instruction Stripping Construction Joint Pour 12. 06/07/2022"
"94e60aa0-b44b-4eaa-9ef8-6dad48793cf7","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","July 22","ACF - 51 Variation / Site Instruction 5 sheets ply hardwood class 4  07/07/2022"
"976b4bb6-bdf0-4736-a5e0-e937e05a402e","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","July 22","ACF -  52 Variation / Site Instruction Placement of Reo In Dincel Wall marked as E,F,G,B.A.I, and K 20/07/2022"
"203ff95f-f9eb-48db-bf9c-0a7b763b2ecc","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","July 22","ACF - 53 Variation / Site Instruction Place covers over penetration's in Pours 11, 11/07/2022"
"ad9195b0-a77c-40d9-a5ef-dd07c473772c","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","July 22","ACF - 54 Variation / Site Instruction 890 X 890 boxes for plumber X 3 & 400x400x400 X 5 for concreter ;   21/07/2022"
"f1255fd5-e86e-4647-94ac-0e14d03cf5a1","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","July 22","ACF - 55 Variation / Site Instruction Additional works to Pour 14 (missing corbel) 27/07/2022"
"6f882e86-ba0d-48a1-90e2-4181db3bb97d","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","July 22","ACF - 56 Variation / Site Instruction deck hit by concrete pump 28/07/2022"
"4671959c-8fba-4d4b-9f51-93d7a4cd70e7","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","August 22"
"549af871-2a1f-4bb6-833c-ec2bf3a86876","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 57 Variation / Site Instruction PUMP WORK 01/08/2022"
"e737c49b-85d0-4ad3-a636-a7d947ac6f70","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Rectification of Pour 9 02/08/2022"
"d92696ab-23d0-414c-9318-53b0954eb145","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Pour 9 Rectification 03/08/2022"
"e48f9c24-33e4-4436-a2ed-daf7a99b7f7f","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 58 Variation / Site Instruction Placement of edge protection Pour 14 west 03/08/2022"
"878488ca-d7f7-474e-b5f7-a4a5bb1ff91e","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Pour 9 rectification 04/08/2022"
"79852f6c-6334-40e6-8fab-78a2af9c7c85","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Pour 9 Rectification 05/08/2022"
"45d852a4-c28b-4930-a8ac-d050f1a7391d","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Pour 9 Rectification 06/08/2022"
"ff5190d7-0bdd-4156-af99-5c8b9c6848f5","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Pour 9 Rectification 08/08/2022"
"b7645245-ef17-426b-96a9-16fedebe1671","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Pour 9 Rectification 09/08/2022"
"daa4096d-34d4-4312-8d61-79480ebcfe5c","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Pour Rectification 10/08/2022"
"23ae34f9-a520-4d50-9ed0-637754ecca78","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","Variation / Site Instruction Pour Rectification 11/08/2022"
"8aec8640-0cda-4d16-91b7-79e826a74977","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF 59 Variation / Site Instruction WORKS TO 5A LIFT OVER RUN POUR 2 12/08/2022"
"194e0eaa-c08b-4616-aa5f-082c20a7364b","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 60 Variation / Site Instruction Apron Bridge to Pour 15 towards Building 3 15/08/2022"
"713f62b0-ef66-4306-91c3-f22ed637b96c","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 61 Variation / Site Instruction #SI-55 Pit 19 15/08/2022"
"b38c56ab-58c2-4c29-a288-2069b90a4b51","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 62 Variation / Site Instruction Pour 9 Safety works required 16/08/2022"
"2716a640-1dcd-4c8e-958e-4679d2c53249","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 63 Variation / Site Instruction Pour 17 , rectification of beam side to suit reo. 15/08/2022"
"6912063f-520e-4638-a0d5-6725415dcadd","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 64 Variation / Site Instruction Telehandler works 16/08/2022"
"bfd371c2-a625-4268-8eef-a7f1083cf1fb","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 65 Variation / Site Instruction 22/08/2022 suspended slab over pipe Junction Pit #19"
"09847c6e-e18f-431f-9c5d-5f1210732672","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 66 Variation / Site Instruction PUMP WORKS 24/08/2022"
"43849722-79e9-4bd4-b4d9-eb05dab2f905","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 67 Variation / Site Instruction Provide edge protection at Interface of rock wall and slabs 15 and 16 and 17 24/08/2022"
"08117007-a408-490b-8d30-4b1d90e8ed45","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 68 Variation / Site Instruction PUMP WORKS 31/08/2022 Under Pour 10"
"bc20876d-33b5-438b-9aa1-f5980890b806","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 69 Variation / Site Instruction PUMP WORKS 30/08/2022 Under Pour 20"
"3867186b-e1cb-4e29-beed-edf8881b74de","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","August 22","ACF - 70 Variation / Site Instruction PUMP WORKS 01/09/2022 Under Pour 10/20"
"7000e420-5657-4a9b-9f84-d46ac0d60e51","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","September 22"
"b6e3f0fe-7146-453b-8711-05eea81d8a10","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","September 22","ACF 71 Variation / Site Instruction 05/09/2022 Telehandler work Building 5"
"c1f51d20-1904-4de0-8eca-9e52b3accffe","","checklist-flat","work-in-progress","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","September 22","ACF 72 Variation / Site Instruction #SI-58 Back propping under Pavement area for mobile crane to work on. 06/09/2022"
"221ec84a-4562-47cc-929e-73f2e8ac8c6f","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","September 22","ACF - 73 Variation / Site Instruction PUMP WORK 05/09/2022"
"39148a70-8a3c-443b-88c7-130cd01bb31c","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","September 22","ACF - 74 Variation / Site Instruction PUMP WORKS 06/09/2022"
"701f4438-ecc3-4fa7-824f-100622f0e942","","checklist-flat","pass","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","September 22","ACF 75 Variation / Site Instruction Formwork Edge board to lift in Pour 1 Building 5A  05/09/2022"
"0a388465-6a3d-40fe-aa7a-eeddfb4a33b9","","checklist-flat","work-in-progress","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","September 22","ACF - 76 Variation / Site Instruction  #SI-62 Building 4 Back propping 08/09/2022"
"411ee88b-43db-43f9-9d23-9cb5137834e3","","checklist-flat","work-in-progress","Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","Variation / Site Instruction Building 5A Level 1 Pour 1 Penetrations 08/09/2022"
"ce207355-b326-4538-b2e9-98abacda6f91","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary "
"c3f8b4f4-7636-463c-8ef6-febeb1d69e96","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary ","December 21"
"7eddda0f-9a7b-47da-a3bf-5956866d5046","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22"
"1039a2ed-9901-44dd-8885-d45cff9acf3b","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Currumbin Service Centre"
"51e5095a-6e86-41a3-a3f7-347151149ae0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Monday 24/01/22"
"9dc776c9-2407-4ccf-a503-3556cd000193","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Monday 24/01/22","Site Diary"
"e1f43edb-7330-47d1-9f27-d68f01f97418","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Tuesday 25/01/22"
"5b35f1a9-a4df-408b-9515-95192830c2f8","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Tuesday 25/01/22","Site Diary"
"2f46ec10-fb9f-437e-9f30-a687bd3d51f0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Thursday 27/01/22"
"6b269a40-9af3-4706-a8cf-c09340dee19b","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Thursday 27/01/22","Site Diary"
"3dbd6a57-bba9-49af-be7b-eb10e166b166","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Thursday 27/01/22","Prestart"
"8eaebd5b-abad-485f-aaac-ea0c6b9fed46","Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint Is everyone fit, well & healthy, not showing any flu like symptoms(15ff3eb8-5c5b-5442-9264-94215e1d87df) is missing 'button' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint Have any workers travelled interstate or been in close contact with anyone with a positive COVID 19 test(5914ec06-b189-5c43-81ff-9806c3a901d5) is missing 'button' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint Do you need to change SWMS(53df0d7e-c316-5dae-b24e-22861f8844b3) is missing 'button' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint SWMS name & number(c3bf9a7f-2bfc-5d4b-a328-63677b9cf3b9) is missing 'select' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint SWMS in place for all activities(c0375473-96a7-5ebf-aeeb-eeaa9f4e97cc) is missing 'button' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint Hot works(6cf04d7a-8f94-5738-98a2-5e886e705934) is missing 'button' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint Excavation(4c358674-575b-5b7b-8f50-aa136354f66e) is missing 'button' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint Ladder(49e6aa90-2314-59b0-9ca0-a417eff21bfe) is missing 'button' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint Core(41fa3901-b139-5870-b6ef-075f342c5eff) is missing 'button' values
Child Daily pre start meeting completed(ba900f73-22cf-52f8-b818-f7b8258b6330): DataPoint Are any hazardous substances being used or will be brought to / or stored on site today(5880bd1a-54f3-5f6c-a014-46e661d65139) is missing 'button' values","checklist-flat","work-in-progress","Z - SYS - Daily Pre Start (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Thursday 27/01/22","Prestart","Daily Pre Start"
"86d18dd8-020d-4fcd-a3fb-560992609178","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Thursday 27/01/22","Variations "
"827eabc5-4e54-4529-90c6-f02e59721208","","checklist-flat","work-in-progress","Z - SYS - Variation / Site Instruction (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Thursday 27/01/22","Variations ","Variation / Site Instruction"
"0669bf58-5c2c-4db1-ba05-dc2559f47022","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Friday 28/01/22"
"49d32840-0aa7-4ef8-86c2-3003ad9fcd88","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Friday 28/01/22","Site Diary"
"ec3cde82-8282-48c2-a5b7-160665ea3d61","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Saturday 29/01/22"
"a590e2fb-f9f8-4b00-8026-1a09c4eda70a","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Saturday 29/01/22","Site Diary"
"957fb19a-415a-41d8-bc87-69cd94aca244","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Monday 31/01/22"
"902e5e5a-09e9-4390-a8b7-2fd60af58ddf","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Monday 31/01/22","Site Diary"
"5194d374-dbc7-4bf9-bbf1-cef2f8c76951","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Monday 21/02/2022"
"98cecf1d-efe9-46e6-84f8-68ec4f1df2bb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","January 22","Tuesday 22/02/2022"
"21b6e183-0a13-4968-adce-15858bd8182c","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","January 22","Tuesday 22/02/2022","Site Diary"
"ea94d88d-8d82-4c3b-a4b7-b00a2986d2b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22"
"42a636d4-b47b-4ef1-bedb-945fee4517c6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary ","February 22","Site diary "
"67ebda4e-ed93-4bac-aee0-16a2d84655d1","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Site Diary"
"d2b2e107-4a12-401e-be73-c2666a719755","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Wednesday 02/02/22"
"56fa9d2a-efd9-4254-93ec-21ea71602004","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Wednesday 02/02/22","Site Diary"
"ce8f0343-911b-401a-96ac-a91f69f6856d","","checklist-flat","work-in-progress","Z - SYS - Variation / Site Instruction (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Wednesday 02/02/22","Variation / Site Instruction"
"8b0854d1-65e4-4b9f-bc79-fc8d9c596f69","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Thursday 03/02/22"
"62f228bf-8f48-4162-9f1f-47cbe9799d6f","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Thursday 03/02/22","Site Diary"
"b4ad5fb8-83c8-4a2f-8a55-134438f09b93","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Friday 04/02/22"
"6e1e7d63-8cce-4638-970f-df2542a74fbf","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Friday 04/02/22","Site Diary"
"f7222610-2ddf-4ad8-9ce0-80072c9171c7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Saturday 05/02/22"
"61570f35-254d-4174-a9aa-1e1e82a55c28","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Saturday 05/02/22","Site Diary"
"dc3d9992-adb6-4dfd-a1c8-40f5d9b81275","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Monday 07/02/2022"
"6b5db3c2-20ab-4fc8-9bfe-883a138ff869","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Monday 07/02/2022","Site Diary"
"a5ff2718-3605-43d9-8f2f-7617c8f2e5e0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Tuesday 08/02/2022"
"4eca284f-055c-45b0-a011-a6778be585c5","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Tuesday 08/02/2022","Site Diary"
"c2f79180-9d10-448f-8897-b6454be09836","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Wednesday 09/02/2022"
"eed982c7-acd3-4902-a72c-64cb6e9287dd","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Wednesday 09/02/2022","Site Diary"
"ae34bc8f-ec8d-4103-b029-7100b8bed09d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Thursday 10/02/2022"
"7dbd107e-837c-4011-a484-e58a7a2e6935","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Thursday 10/02/2022","Site Diary"
"083d33d4-5748-44ff-aa73-2a1c7475d4fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Friday 11/02/2022"
"9f4d45e2-d975-4f16-b55d-c3f3662e49c5","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Friday 11/02/2022","Site Diary"
"e4bc102a-ae19-4c1a-b5da-160964a54435","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Saturday 12/02/2022"
"bdeba7ce-4852-426c-b9d5-7a55d7e9b4b7","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Saturday 12/02/2022","Site Diary"
"ed2804e8-ae7c-4d83-95cb-26f93be3088e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Monday 14/02/2022"
"18152b7f-a314-4b97-892e-7dbcdce6246c","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Monday 14/02/2022","Site Diary"
"43e9eef5-cfdb-4e8c-a1fb-f57b95ccf125","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Tuesday 15/02/2022"
"762c70f1-fdc8-4801-b9da-1396a33ff537","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Tuesday 15/02/2022","Site Diary"
"c83c5dc4-063c-4ec7-ba33-94f590ff67e6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Wednesday 16/02/2022"
"bd0067b4-f053-4348-bcbc-e567e2f283c8","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Wednesday 16/02/2022","Site Diary"
"74090abc-06b5-4efb-9d00-b57bdfd8e243","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Thursday 17/02/2022"
"ce250a1e-944b-4964-9ffe-84294e36300c","","checklist-flat","work-in-progress","Z - SYS - Site Diary (old version)","checklist-flat","FALSE","FALSE","Site Diary ","February 22","Thursday 17/02/2022","Site Diary"
"8932317e-e0f3-4ef9-8651-2f9a403794cd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary ","February 22","Friday 18/02/2022"
