"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11575fbd-fb37-4101-95b2-5f94ee9db64f","","pass","","folder","TRUE","FALSE","B01"
"36dd4ee4-bf50-4489-a832-a86dff5633ac","","pass","","folder","TRUE","FALSE","B01","A/C"
"abc052bf-268a-4e86-8d42-81b80ca85d77","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level"
"98e0f203-c5d9-4d47-a0c6-cf45bab7cfdd","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level","AC 0.01 ALS Room"
"a3a2ced6-51e8-460d-a984-f35b90b17925","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Storage EF 3.3"
"0f66a185-8e75-4f4b-91c9-35fd6743c749","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Storage EF 3.4"
"265ad18a-7a42-46d3-b77c-1948067c7e5e","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Opposite Stairs EF 3.5"
"670b6192-f8f4-405a-ac1c-05bec681a9ed","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Storage EF 3.6"
"ef181d5c-d2de-4eb7-932c-7d16de06cfb1","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Opposite Stairs EF 3.7"
"cfa4a08a-61fd-4aa1-8493-0c024249d741","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","End of Corridor SF 3.1"
"e4d743ac-331a-420b-80ee-ffe663da4a4c","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Opposite Stairwell SF 3.2"
"d60796cf-174f-4954-8512-f00297280d6e","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Opposite Stairwell SF 3.3"
"8af12acf-2da9-4ec7-aff4-de62d346baf7","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Opposite Stairwell SF 3.4"
"be24cd0e-899b-4130-a3f6-a730d2d966ea","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Servery- Dining HRU 3.1"
"4a113493-5126-412b-a972-c948ff8f2815","","pass","HRV","checklist","FALSE","FALSE","B01","Ventilation","Level 3","Servery- Dining HRU 3.2"
"517f2fd3-2f2d-4a38-ab6f-a58b734c2777","","pass","","folder","TRUE","FALSE","B01","Ventilation","Level 4"
"20454ba6-e219-43b0-bd58-07a364bbec77","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 4","Opposite Stairs EF 4.1"
"0c8f1bf0-98fa-4531-9ee8-457e12134c31","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 4","Opposite Stairs EF 4.2"
"3f7b8d13-b229-40da-89ec-25616a8cafd7","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 4","Corridor Junction EF 4.3"
"57038ec8-0c02-4d29-8d23-7c9ee4e68cd4","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 4","Corridor Junction EF 4.4"
"2c7b932a-8c5d-4cc6-9d3a-715f3ec11498","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 4","End of Corridor SF 4.1"
"332deef2-0cd2-40d4-adf2-340a0a4108c9","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 4","Opposite Stairwell SF 4.2"
"f45c3c34-99cf-4239-ae28-772458298fe1","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 4","Opposite Stairwell SF 4.3"
"b3b72225-b45c-4cb1-a964-36d520d57ac4","","pass","B01 - SA Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 4","End of Corridor SF 4.4"
"61809ceb-b1ea-4910-bc49-cda2e40fcdbd","","pass","","folder","TRUE","FALSE","B01","Ventilation","Level 5"
"96e0252a-81b7-4229-baed-a3c198be6109","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 5","Roof EF 5.1"
"68e7d293-e1b3-495c-9639-8a933d16d970","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","Ventilation","Level 5","Roof EF 5.2"
"ea7ad028-b31b-4b9f-95a6-b7bd82c3bea6","","no-status-not-started","","folder","TRUE","FALSE","B01","Ventilation","Level 5","Roof KEF 5.1 (TBC)"
"52b4b0e5-4fa8-4b4c-8508-3a5fdf589f7a","","pass","","folder","TRUE","FALSE","B01","Pipe Amendments"
"dd029598-59b7-441a-9932-b3c3fc330648","","pass","","folder","TRUE","FALSE","B01","Pipe Amendments","Plant Deck A on Roof."
"bbde0e9f-9a53-4a85-9534-f3154f8e5fad","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck A on Roof.","OU 0.03"
"75435185-82f0-4c2d-a7f3-60efd00d6ba3","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck A on Roof.","OU 0.07"
"bcd74fad-d014-457b-a47c-df7782db9097","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck A on Roof.","OU 1.03"
"90d9c9f8-1c6c-4504-bb6f-7ad444d407a4","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck A on Roof.","OU 1.04"
"3d77edf3-442c-4b15-92f5-0b36b22d87c7","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck A on Roof.","OU 2.04"
"df23520b-c0f9-42ce-b982-ee105f495f6e","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck A on Roof.","OU 3.04"
"0bbdfb98-dfce-4716-8dad-766714420b54","","pass","","folder","TRUE","FALSE","B01","Pipe Amendments","Plant Deck B on Roof."
"dcbd9fbf-165c-4f1d-bb46-299191c5dae4","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck B on Roof.","OU 0.05"
"a933c22b-8fbf-434e-86b9-8c54d346c3df","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck B on Roof.","OU 0.06"
"006b6633-d4ee-4672-9123-c81fbe9c0fde","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck B on Roof.","OU 1.05"
"ba69722b-720a-435c-8dc3-eb99a6aa324d","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck B on Roof.","OU 2.05"
"744fdc1c-66d5-44b3-a264-ef90f73febca","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck B on Roof.","OU 3.04"
"e8d0dd8f-3dfa-40d7-a383-e05572dac77b","","pass","","folder","TRUE","FALSE","B01","Pipe Amendments","Plant Deck D on Roof."
"77e75dc9-b588-46b8-85c7-d6197766a66c","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck D on Roof.","OU 0.01"
"1b74b2a6-aba3-4db0-b550-7df8e6c8f6eb","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck D on Roof.","OU 1.01"
"10f3441f-4ac4-409d-81e0-51b82f55f803","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck D on Roof.","OU 2.01"
"d604ed1f-d0a3-4fe5-8299-40e6c8a1a9be","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck D on Roof.","OU 3.01"
"b89f7fc3-b1bf-4c16-9125-dfbda92f45ea","","pass","","folder","TRUE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof."
"18adae03-4fac-4750-bc6f-c611cadfd25f","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof.","OU 0.02"
"08a918d3-c711-4deb-9fd4-4dae168c2892","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof.","OU 0.04"
"a4d5d024-5e4c-4ccb-941d-977ba8011262","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof.","OU 1.02"
"96286905-d06c-48a1-9932-5834e750df9e","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof.","OU 1.06"
"985367ab-3fa0-4ae9-9c91-650970901e2c","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof.","OU 2.02"
"4199921c-bdc7-4dee-9d4d-efaf3b9030fc","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof.","OU2.03"
"86ef4823-1689-4b7a-9a33-2187d420b21d","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof.","OU 3.02"
"7f6a4f73-3765-47f7-976f-8b5292227fa5","","pass","VRV Outdoor Unit","checklist","FALSE","FALSE","B01","Pipe Amendments","Plant Deck E on Roof.","OU 3.03"
"babbf950-6ada-488d-a2d9-8ac83c1fd866","","pass","","folder","TRUE","FALSE","B03"
"2c55a67a-836b-4f18-bd70-dc153b669709","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA"
"bbd9350b-ba63-48ca-9c1d-fe43d691f5a7","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments"
"dbdb9e49-844e-429b-9821-c03bba97bc32","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level"
"08b35d70-c476-4241-a5c5-5f36f5e652e0","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G71"
"0ede675e-4176-4964-ad95-f4609535e471","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G71","Split HW"
"86dca502-fa50-44da-ba45-d3d6262aeb82","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G71","Extract Fan"
"44b72286-49e1-44ba-9820-648f53a61c57","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G71","Kitch Ext"
"8f11b73b-51e5-4a8b-a321-f385699f2f1a","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G72"
"03caa2e2-94b6-497f-94b8-b1534a49c8fd","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G72","Split HW"
"f310eb8f-c607-405d-a068-91ffdb7233ec","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G72","Extract Fan"
"ab0c1ee7-c4f4-4080-828f-8f85e2fb3274","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G72","Kitch Ext"
"bf27d0f0-7018-420b-90aa-9d710b378f23","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G73"
"8291d54a-1fa9-4c0c-8a53-80ab384708da","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G73","Split HW"
"0a8c5337-b279-4f65-82ed-cf28c2995615","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G73","Extract Fan"
"9c61727b-c3b6-4f6a-bb1b-18625362fbc0","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G73","Kitch Ext"
"b70b868c-6b1b-4eb4-a63b-29e0bbb4eaa7","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G74"
"5ce7fa72-4a2a-43ce-b2cf-72bbcfcb36b9","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G74","Split HW"
"7b37bcb0-845e-4ff9-9030-29a9cb9842b2","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G74","Extract Fan"
"670e1875-310b-4933-b9c9-0391e55d770e","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G74","Kitch Ext"
"b4947542-6f04-4eef-bed5-295e6f6932dc","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G75"
"6b7b4620-e1fa-4b20-b515-b8493657a79e","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G75","Split HW"
"43bdda53-4fb9-4050-b404-f95037908c0c","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G75","Extract Fan"
"a2422017-a444-4486-85f1-41c632fa4a9b","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G75","Kitch Ext"
"66333503-f351-4df5-989a-4689ed135617","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G76"
"f9a29c14-d651-4939-b6d3-5018a065a5b2","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G76","Split HW"
"dc5d095f-f912-4737-8f4e-cc460bd70f33","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G76","Extract Fan"
"ff447118-d688-4788-82b8-86c651c620aa","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G76","Kitch Ext"
"b62e06e2-f49e-4aa2-9dc6-a35f6095bdef","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G77"
"9c332631-9de4-4c19-9349-43134311a5b5","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G77","Split HW"
"b5c70b17-4d4a-47fd-8ad2-b090fecbd9bd","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G77","Extract Fan"
"623dbe16-0431-432c-b752-72e7bc4c9fe3","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G77","Kitch Ext"
"21cb4a16-6c4d-422a-a345-7381789de087","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G78"
"f6ab3333-8e48-49e3-a875-98a2b04bdfeb","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G78","Split HW"
"1efd280b-5634-4a41-a2c4-6f4a7390538d","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G78","Extract Fan"
"d0ea8d8b-7f3b-41b4-afc3-c7aace741f9a","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Apartment G78","Kitch Ext"
"b3609bed-617f-4968-8f23-c0ae3123fcbd","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Ground Level","Split HW Comms room"
"d9b43bb4-1067-4d32-8978-13dfbafb758a","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1"
"82f91122-22a1-491a-9ae8-4c6394b8bd06","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 171"
"b155011e-f320-43dc-88e1-174d6d2229cc","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 171","Split HW"
"b9c5545a-5509-445e-a841-29e029402d33","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 171","Extract Fan"
"1a3ddb7d-8b9c-486e-92bf-3abb742ed5fb","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 171","Kitch Ext"
"11ec59e4-1ed4-4723-8181-38ef7c656c7e","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 171","Split HW Additional a/c unit"
"a308ab96-7e14-4bf7-a2fa-9ebdbabe1f0d","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 172"
"93deeb88-03c3-4877-9e2b-62c41654c4f4","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 172","Split HW"
"f69ad5a1-a7c7-4c25-a481-0b7a41033f6a","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 172","Extract Fan"
"0d41fe62-f212-4a78-9817-0d7e542ef51d","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 172","Kitch Ext"
"d6fb3d01-93ec-4f70-9555-fa658ee1aece","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 173"
"b62ab147-ae8a-424c-9420-6d45fdd4ae93","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 173","Split HW"
"ce58842f-634b-4e9a-ac27-4f5c4a430692","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 173","Extract Fan"
"df37afb7-870a-4f6a-9e52-9f3ee21fcadf","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 173","Kitch Ext"
"86c6b041-1431-44c3-a62d-1e5e733b6605","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 174"
"a5c4428c-1d52-4c62-a919-5a757da4c172","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 174","Split HW"
"8c133892-cbf5-40b1-9366-b16ecb9c11ce","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 174","Extract Fan"
"fece3917-7133-4753-8f82-c8df14d7166a","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 174","Kitch Ext"
"530374dd-21b0-4da5-b413-000e285bf256","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 175"
"4d558aa6-7924-4ea3-9912-7e9d90f725c6","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 175","Split HW"
"121894ec-c172-42ae-ae75-8f92f106c250","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 175","Extract Fan"
"06b3cf08-22ad-40fa-a949-e27f9e699582","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 175","Kitch Ext"
"b866d533-6a67-4002-b6bc-e088860d1632","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 176"
"46627ff0-a135-476d-884f-0736890616a1","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 176","Split HW"
"6bea5533-2952-44f8-9a99-632920b31f56","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 176","Extract Fan"
"671de3c6-52fb-4cd7-b7e1-74b00b652e81","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 176","Kitch Ext"
"07c62f08-e6d3-4d8a-a5fe-7e4286975ae9","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 177"
"819c04c0-9a03-4896-83c0-99ac96a60557","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 177","Split HW"
"172612da-fa30-4134-ab39-ce918bd080b8","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 177","Extract Fan"
"48353c33-4cfe-44ba-8366-c69188cc95b0","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 177","Kitch Ext"
"a590cd4f-f2f2-427c-b5e5-2d4422b6de39","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 178"
"471bae59-ada5-45f6-b212-70752810805c","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 178","Split HW"
"1b6f209a-18cd-47a5-b206-7bd6d5750a4b","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 178","Extract Fan"
"1d61c6d4-5f65-4d34-ba2c-ece357b440cb","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 178","Kitch Ext"
"139ace76-948e-45bd-981b-57639b9501a2","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 179"
"5fae28e2-4279-4a5d-a536-e1d89eea090f","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 179","Split HW"
"4bb994e0-8035-4bfa-96fa-8f7808f7c7e6","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 179","Extract Fan"
"f4d7bd6c-d857-40af-9c9f-fb6076b4a2e1","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 179","Kitch Ext"
"c2c8729b-eb51-4ede-9d49-41595b43ad4d","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 180"
"ca44470b-687e-4756-ba53-79fc074653a8","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 180","Split HW"
"3e0281bb-3606-4f38-b2b1-4312edd5d52c","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 180","Extract Fan"
"d0d4807d-9437-45fb-a940-5560ea8d5fcb","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 180","Kitch Ext"
"7ab548a7-acc1-4653-b8b0-787a2de46e62","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 181"
"cbe13662-51a1-4809-b50e-fa5cd71afb40","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 181","Split HW"
"b4afc49b-4522-4e9f-9fc7-a0034ffc6ec7","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 181","Extract Fan"
"e10b7388-12b9-4768-8d5f-a3eff915e08f","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 181","Kitch Ext"
"09b5e6f4-b402-454d-9a15-15c4470a4e59","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 182"
"0e7e248c-763d-475a-ba32-04214bf07276","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 182","Split HW"
"0750df05-6f71-4cfd-a441-a8db2c84ed0e","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 182","Extract Fan"
"ba1df9a9-9946-4d7d-95f1-b6b6656206c2","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 182","Kitch Ext"
"f5ff929d-2a0f-4074-adba-228616518eae","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 183"
"bfe79e09-94ee-4882-bddf-c2a73487b608","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 183","Split HW"
"e6f23650-b0b2-4401-a6d0-4aa68e46337f","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 183","Extract Fan"
"2fd03fb3-9ebf-4c3e-a7da-a2c5709b8bde","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 183","Kitch Ext"
"be8383f1-07e3-4deb-9676-990941ffd6f4","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 184"
"d7160c8f-4892-4cd5-8e51-0619c1ef5d11","","pass","Split HW","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 184","Split HW"
"1f758e63-bb08-4104-a5aa-4d3122ce8404","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 184","Extract Fan"
"6a851f2b-b252-479c-8b79-e4c814fc77f5","","pass","Kitch Ext","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Apartments","Level 1","Apartment 184","Kitch Ext"
"17a873eb-63d6-43a1-9b9f-6d2b62150136","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Ventilation"
"df308bd8-5b71-45a6-8187-bd7eeb075277","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Ventilation","Ground Level"
"34950c44-3eff-4c0c-bde3-a3d86c08753a","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Ventilation","Ground Level","CPEF 0.1"
"2a79007d-bfb5-4420-ae67-e827cacdfb9e","","pass","Jet Pulse Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Ventilation","Ground Level","Carpark - CPEF 0.2"
"6b9a9673-a83e-4798-857b-3b16667b83b1","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Ventilation","Ground Level","MSB Room - EF 0.1"
"a0ffe63e-eb4a-46ab-997e-c5df2d2d0efc","","pass","Extract Fan","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Ventilation","Ground Level","Rubbish Room - EF 0.2"
"ff82dfed-b0c0-4580-9dc3-3c18103c6ffc","","pass","SA FAN","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Ventilation","Ground Level","Corridor - SF 0.1"
"a4893a4c-8ea3-4837-9bc0-58725bfde60b","","pass","","folder","TRUE","FALSE","B03","Building B03 - On Site QA","Ventilation","Level 1"
"33649730-e935-4817-b2bc-59d13330d2dc","","pass","SA FAN","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Ventilation","Level 1","Corridors - SF 1.1"
"2e9bed77-87dd-4c47-959f-48b20280d0c8","","pass","SA FAN","checklist","FALSE","FALSE","B03","Building B03 - On Site QA","Ventilation","Level 1","Corridors - SF 1.2"
