"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"11575fbd-fb37-4101-95b2-5f94ee9db64f","","pass","","folder","TRUE","FALSE","B01"
"36dd4ee4-bf50-4489-a832-a86dff5633ac","","pass","","folder","TRUE","FALSE","B01","A/C"
"abc052bf-268a-4e86-8d42-81b80ca85d77","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level"
"98e0f203-c5d9-4d47-a0c6-cf45bab7cfdd","","pass","","folder","TRUE","FALSE","B01","A/C","Ground Level","AC 0.01 ALS Room"
"b430bc66-6c02-437b-9bb3-7d16a429f943","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.11 ALS Room","VRV High Wall"
"7aefcf5f-94f9-4a64-96c7-2236534dcdf0","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.11 ALS Room","Extract Fan"
"a9e80efa-8b2b-4053-a345-bfae8f339e23","","pass","","folder","TRUE","FALSE","B01","A/C","Level 1","AC 1.12 ALS Room"
"4053b1fa-9bb6-4205-a102-2c9c008aae8e","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.12 ALS Room","VRV High Wall"
"8b3813e7-ccb1-4f80-bcf1-e922d8b13e17","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.12 ALS Room","Extract Fan"
"7e74f625-09e1-4f17-9ce5-4460edb9cfce","","pass","","folder","TRUE","FALSE","B01","A/C","Level 1","AC 1.13 ALS Room"
"a76c6309-a0fa-4e24-a0e4-97382f2a924f","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.13 ALS Room","VRV High Wall"
"58b99cec-a399-4a9e-a6bc-31aea7e2945f","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.13 ALS Room","Extract Fan"
"f104f0e0-6f82-43b2-977f-fdd45746588b","","pass","","folder","TRUE","FALSE","B01","A/C","Level 1","AC 1.14 ALS Room"
"c934cec8-bcf6-4146-809e-eaa0251d5ec0","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.14 ALS Room","VRV High Wall"
"53be0011-5065-438e-a191-687f0469041d","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.14 ALS Room","Extract Fan"
"d1967140-1e89-4b58-9718-3bea18412921","","pass","","folder","TRUE","FALSE","B01","A/C","Level 1","AC 1.15 ALS Room"
"77c3fe93-b997-42b8-b98c-2a201ea8c070","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.15 ALS Room","VRV High Wall"
"cbbb373f-e727-481a-a8a5-38e412256d98","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.15 ALS Room","Extract Fan"
"b39ae229-30de-4ddf-9ca7-6cdcb47a47b0","","pass","","folder","TRUE","FALSE","B01","A/C","Level 1","AC 1.16 ALS Room"
"d0f3b7f6-9ef3-4b47-9fff-1e5690f86a05","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.16 ALS Room","VRV High Wall"
"2791a075-d29b-4b6f-8df9-828c5d27c918","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.16 ALS Room","Extract Fan"
"be7d5f5f-747c-4cec-92e3-3afbb994aac8","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.17 Cafe Shop"
"87e7b513-5dc9-4aa4-adc9-7059aa01d00d","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.18 Cafe Dining"
"2534a7af-4db0-4554-aae6-52690d66dc67","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.19 Cafe Dining"
"fb0b6c3a-fe82-4584-9dc9-22b77bfd169d","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.20 Mezzanine"
"6d8ca5ca-7add-4ec0-ac36-e96ba2dfb658","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.21 Mezzanine"
"117f4eb4-58ec-4ab9-b03a-ecf20b8b074f","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.22 Hair"
"7398c204-7a70-41cf-85fb-cdd3eb1769c0","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.23 Beauty"
"f2023d05-8c10-4ca5-ae10-d5f33dfc9dd7","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.24A VC Lounge"
"6ecf3a3f-60dd-48f5-99ae-8d228967756b","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.24B VC Lounge"
"e08b275e-af63-4c5f-b7dd-258fdbff2bc9","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.25 VC Lounge"
"38c184f6-473f-4c6e-a117-33e2897f4ed7","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.26 VC Lounge"
"12fe58b3-9ab4-414e-b2c1-44273891595e","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.27 Bar"
"ad41ea29-a967-44e1-9260-31174e536aba","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.28 Bar"
"e7ebbae1-4048-44a2-99ab-dd3b7d247007","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.29 Bar"
"88f2fdc6-9053-4c7d-9274-3daa66b015c6","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.30 Concierge"
"fe0a8409-abf1-4fc4-ba24-b0569b8c59e0","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.31 Craft"
"3582830f-5618-477a-a8d0-0773f49fb810","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.32 Library"
"39be110c-8185-4156-9acb-dee5d63a5a69","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.33 Chapel"
"a9f30d85-07a1-4055-8c5c-839cb7818b35","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.34 Theatre"
"db2d6d87-efb2-4d3b-b779-a4b53a1f668f","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.35 Games"
"99a8fcdb-a662-40cd-a2a2-c449b7d1b9a3","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.36 Servery"
"6b5b0a2e-4ddd-4d1a-960d-a2927ba4d342","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.37 VC Dining"
"d5eea214-7316-4f52-a521-74ed08fa35cb","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.38 VC Dining"
"58a4a745-e976-4717-913e-5dc4c8d7dddd","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.39 VCDining"
"f1ff817d-06e7-4ec8-a982-0d8d60289d15","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.40 VC Dining"
"c3258543-72b2-4932-9eb7-5b4d6e6d3f42","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.41 Activities"
"573dc57e-71d5-4740-85dc-ff61aff21a54","","pass","Split HW","checklist","FALSE","FALSE","B01","A/C","Level 1","AC 1.42 Comms Room"
"44df709f-0a2d-4548-9962-5622462ce1a3","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2"
"287c4db3-a6a3-4d17-a773-68377902bcb1","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.01 ALS Room"
"2b1553a2-cfd7-4e0f-a46f-04380309b896","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.01 ALS Room","VRV High Wall"
"07d824dd-18e9-4e44-9126-94daf9d00406","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.01 ALS Room","Extract Fan"
"914afa07-6148-4e33-8a95-b896550b6e13","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.02 ALS Room"
"a6a6abc6-002b-454b-abe4-74d7d83c95b9","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.02 ALS Room","VRV High Wall"
"eca28597-abe9-45f7-9a87-b59354f6a0b5","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.02 ALS Room","Extract Fan"
"a9d13a79-b1d6-4385-bb96-3e91cb97896e","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.03 ALS Room"
"b45dcedd-32c6-4b13-afa4-35982b723e5d","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.03 ALS Room","VRV High Wall"
"ede9448a-e5cc-4c5d-8550-3f345588b277","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.03 ALS Room","Extract Fan"
"0a0bce4b-a7d9-40e1-ad44-c332c033cb26","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.04 ALS Room"
"32d40a14-a719-4eae-9277-96d56e2fec8f","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.04 ALS Room","VRV High Wall"
"655f3e39-efce-4e0a-b40a-8c01455f2bdc","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.04 ALS Room","Extract Fan"
"5fdc886f-10ab-42be-aff7-4c6b35daa6f1","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.05 ALS Room"
"ad9f5808-c572-4c4b-9c9d-52e412f8caf8","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.05 ALS Room","VRV High Wall"
"b4509621-3ec3-41d6-94b1-f18baca4233a","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.05 ALS Room","Extract Fan"
"b19c5d97-b11b-496f-a669-159c26597868","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.06 ALS Room"
"f0ef1d5c-8eed-4937-943d-332da5981b2a","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.06 ALS Room","VRV High Wall"
"a223016b-bf86-4684-9d2f-734984f54a06","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.06 ALS Room","Extract Fan"
"43b27727-0852-401a-8f86-57a8ab4bd719","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.07 ALS Room"
"99a042c3-0508-486a-8e51-8e5d45d62a75","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.07 ALS Room","VRV High Wall"
"94beda40-8fad-4800-aaef-86f1c5f262a8","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.07 ALS Room","Extract Fan"
"cf4cdb19-87b7-44b8-9117-b1a28139d7e3","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.08 ALS Room"
"dd7e1d97-3fd9-4c98-82e2-2e52c1cfac69","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.08 ALS Room","VRV High Wall"
"db77fd4f-631b-48b8-a62a-cc186f232102","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.08 ALS Room","Extract Fan"
"a54d7a91-2822-405a-bae8-e2768992606b","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.09 ALS Room"
"bb3fd1fc-171a-4bba-84c8-d6dfccbfefab","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.09 ALS Room","VRV High Wall"
"19729b05-90e8-4b1e-bc59-a606d5a2a442","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.09 ALS Room","Extract Fan"
"b8f7c378-3ff2-4b21-a75d-e34fe1cf8278","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.10 ALS Room"
"eee84b81-8da3-4b8d-8d74-5da5cc54410a","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.10 ALS Room","VRV High Wall"
"a0423db4-2605-427a-a186-d145049dafce","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.10 ALS Room","Extract Fan"
"170ed7e1-8f40-49ac-8549-8407c1044187","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.11 ALS Room"
"d1e51804-db5a-4486-a06c-e373c15c2121","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.11 ALS Room","VRV High Wall"
"430dde70-d1fb-434e-b0d4-a7ada281f8b3","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.11 ALS Room","Extract Fan"
"089266d8-61d4-45b2-9bba-f638cb96a87d","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.12 ALS Room"
"d0140f0b-b866-44a9-a9e0-4b7d71406a63","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.12 ALS Room","VRV High Wall"
"73f9da7c-aac8-443c-9f23-6b5403f6c873","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.12 ALS Room","Extract Fan"
"a1a310dc-778f-48fe-89ab-b4711a208125","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.13 ALS Room"
"547731d4-cb7a-47ba-8812-d3a868c07da2","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.13 ALS Room","VRV High Wall"
"abfa18cc-8117-4759-bcf9-40d3ca5ec871","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.13 ALS Room","Extract Fan"
"d9c3c6b4-08b7-4601-ada0-0113ed9551eb","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.14 ALS Room"
"0d91adb3-f635-478a-9b4b-7bfc1f997177","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.14 ALS Room","VRV High Wall"
"6b2c53e4-7901-448e-ba1e-314869cf84bb","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.14 ALS Room","Extract Fan"
"93fa8128-93a7-406d-9ce8-e3bdc83cb27f","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.15 ALS Room"
"4e487a75-4f6d-4e34-ab1f-679f656bc7b7","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.15 ALS Room","VRV High Wall"
"3bb10582-7f46-4089-9b92-bf5097985654","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.15 ALS Room","Extract Fan"
"6cc7f050-153e-4a8b-a52c-099d41524c6f","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.16 ALS Room"
"a32f4481-b6b6-4357-83d8-c2a65cca1d25","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.16 ALS Room","VRV High Wall"
"85847768-0a94-42aa-adc5-19eaaa02f870","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.16 ALS Room","Extract Fan"
"37126606-c74d-46f8-a6fc-52fa76920b90","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.17 ALS Room"
"a529a3ab-839d-4210-8c70-f8f73f2f9121","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.17 ALS Room","VRV High Wall"
"84ad5f71-097f-4a20-89a1-77369b8c72e8","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.17 ALS Room","Extract Fan"
"de61d35c-c5db-47de-9dac-a0ece3097bd3","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.18 ALS Room"
"cb843aea-c3b3-4155-9acd-ca38740d43be","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.18 ALS Room","VRV High Wall"
"de55b540-3139-4b04-8d02-9b658a7b266c","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.18 ALS Room","Extract Fan"
"35c7d680-630c-4005-949b-41dfa105255e","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.19 Lift Lobby"
"a6a336b8-2ef7-486d-8474-6d9d49ff535c","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.20 Servery/Dining"
"8bccedcc-86c6-43c4-8dd9-5208900ee6ae","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.21 Servery/Dining"
"1a6bc3f8-5f89-40a3-b1f1-980e2af4a279","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.22 Servery/Dining"
"97424e51-9566-4bc9-9596-fa2b8c7f71b9","","pass","VRV Cassette","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.23 Quiet Room"
"478dd2d2-e7d6-43da-b866-882ddc1b6d41","","pass","Split HW","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.24 Treatment Room"
"0406a46d-85e8-4340-920b-dc3c75d32063","","pass","Split HW","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.25 Hub"
"42588fac-029b-4ef6-972c-eda8ef10d04f","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.26 ALS Room"
"28e2413b-3cca-47ab-9e4f-f6d3e8f75cf3","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.26 ALS Room","VRV High Wall"
"6c9f3984-f185-4b7d-9401-38ed5300cfde","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.26 ALS Room","Extract Fan"
"4e60dc4f-0053-4bac-bbf8-4b3eec4d8c77","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.27 ALS Room"
"f40b234b-1ade-4988-bc43-1d74a4059207","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.27 ALS Room","VRV High Wall"
"7f972a2b-4d24-4876-ac06-350c4a4a323c","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.27 ALS Room","Extract Fan"
"570e6d14-af40-4c3f-828e-5bbfdd780621","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.28 ALS Room"
"f84c9983-a237-4f60-969f-158eb302dd2c","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.28 ALS Room","VRV High Wall"
"8d458626-b783-4b4b-9b7e-70db944992eb","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.28 ALS Room","Extract Fan"
"76e03e5e-54ad-495d-b198-d0064344460c","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.29 ALS Room"
"da64cf83-ec0b-43f2-9008-d89591ff9df2","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.29 ALS Room","VRV High Wall"
"dcb9095d-e992-4f44-b080-0f9c8656efc2","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.29 ALS Room","Extract Fan"
"ea9b877a-43aa-4a70-bf72-ee405c2d8694","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.30 ALS Room"
"0516ac02-c972-45a3-99de-c800dcd8dadb","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.30 ALS Room","VRV High Wall"
"5f7de146-68a1-4f6d-b3df-0c07b2b347b2","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.30 ALS Room","Extract Fan"
"19b92968-d17a-4f32-927b-caf42535ace4","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.31 ALS Room"
"d6768bc5-6795-4009-87ec-a8edc8dd1265","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.31 ALS Room","VRV High Wall"
"bab6490a-5bcd-4121-93bd-ca9e4b350108","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.31 ALS Room","Extract Fan"
"261f2afd-5024-48cc-a29c-4267a2323452","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.32 ALS Room"
"3d8e15e1-682f-4022-af89-7e2197a2905a","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.32 ALS Room","VRV High Wall"
"931bbfca-adf7-43c2-8a8e-937d85430d67","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.32 ALS Room","Extract Fan"
"281a3bc0-2610-44ba-bf18-d8bc6fa2c5cb","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.33 Care Room"
"f1d7167b-1c6f-442b-bc92-8a2aa4c21a65","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.33 Care Room","VRV High Wall"
"eb6e0ed6-1a7d-40f1-b5cb-9df29fb195f9","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.33 Care Room","Extract Fan"
"a0c2032c-719a-4afe-9106-2f3ba49c2d81","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.34 Care Room"
"cce1e525-4dfe-4ffd-9c3f-0789d5ed610e","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.34 Care Room","VRV High Wall"
"29d33558-e985-4526-97fa-4e47069f39fa","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.34 Care Room","Extract Fan"
"b8963868-b86e-443f-99c8-31e44e1f4af0","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.35 Care Room"
"85bc1516-bcf9-4c5a-b274-efb272724df1","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.35 Care Room","VRV High Wall"
"7c586d6b-6ce1-47bb-b294-c6013cdb1dc2","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.35 Care Room","Extract Fan"
"4bae4095-449d-4c3a-976b-550397806be8","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.36 Care Room"
"68bdea81-765d-4c1b-87a9-5a742e4c70aa","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.36 Care Room","VRV High Wall"
"afe440e4-188b-4df4-b080-4182d5490e0a","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.36 Care Room","Extract Fan"
"2abc2158-9e61-4dc1-9fe8-14c7e6c8e768","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.37 Care Room"
"2ee4f447-3c7f-44b6-89f2-38207946951c","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.37 Care Room","VRV High Wall"
"2e5adc70-4e87-4205-9ac4-ce4612d1eb7e","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.37 Care Room","Extract Fan"
"f3ea101e-b90e-4630-8ce1-d320a624c732","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.38 Care Room"
"ad033b6f-3bb3-4521-abac-391ef7410815","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.38 Care Room","VRV High Wall"
"a326719c-cb76-403d-b90f-ced7dfcc6af6","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.38 Care Room","Extract Fan"
"368732d5-06f5-48cd-b318-bf62020c7e29","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.39 Care Room"
"0e820b5b-851d-4e17-896f-a25df3a13110","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.39 Care Room","VRV High Wall"
"0aa9bd88-0d18-4f80-8e05-8f599a29026a","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.39 Care Room","Extract Fan"
"f9af11ee-f7a1-4f83-b899-9847f868fb4d","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.40 Care Room"
"6616920f-5a75-404b-810f-f54c1913d610","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.40 Care Room","VRV High Wall"
"210fa01d-99d0-418a-b142-82cbd034dbc8","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.40 Care Room","Extract Fan"
"11027846-98cf-4583-86e6-f46dbfe7e8cf","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.41 Care Room"
"b7132623-9b63-48b7-a832-d2c868e97bc6","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.41 Care Room","VRV High Wall"
"58badb99-7563-423c-8692-6fb2c835a93e","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.41 Care Room","Extract Fan"
"e6612123-0daa-4dcc-9f64-c91ed4b637a9","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.42 Care Room"
"678300ac-9d52-40f0-8cc8-48a77dc25daa","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.42 Care Room","VRV High Wall"
"f850ed7e-4111-40a3-822b-7041b9bd7717","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.42 Care Room","Extract Fan"
"f38a0ced-b381-40f0-a7af-4b509e605a7b","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.43 Care Room"
"0a0889de-8a65-4c25-ad0b-baeea339f448","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.43 Care Room","VRV High Wall"
"99f751b0-1095-481b-8900-f2acc1352b8f","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.43 Care Room","Extract Fan"
"d3bd6683-2ebb-4d72-96c9-972e04dc2427","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.44 Care Room"
"1bbb3d59-e9aa-47ea-a317-1d3ca2dd0641","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.44 Care Room","VRV High Wall"
"75188120-f975-41fa-ad46-ed049bbd3302","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.44 Care Room","Extract Fan"
"cc202b53-9d0e-4bcf-93c6-62ff5f0e6a07","","pass","","folder","TRUE","FALSE","B01","A/C","Level 2","AC 2.45 Care Room"
"295c02f8-4b0d-4e2d-aae3-4ceb574466bf","","pass","VRV High Wall","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.45 Care Room","VRV High Wall"
"9832f1c6-a039-41e7-9153-c757a5948f7b","","pass","B01 - Extract Fan","checklist","FALSE","FALSE","B01","A/C","Level 2","AC 2.45 Care Room","Extract Fan"
