"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f3430af0-41a4-4cfb-83a9-7ae6fbb33a7d","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0a9a72cc-0729-443c-ab4a-f3ad7c4d0f0e","","pass","","folder","TRUE","FALSE","Site QA","Area 1"
"adc5c9cd-205a-4fe9-968c-26afc1a4c12b","","pass","","folder","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1"
"3b9d4752-d20d-4529-91b0-6cdbf232a18e","","pass","","folder","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1","Ground Core"
"5d71a516-c5ef-4624-8947-eb001869a9af","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.108B"
"c3c5ffa2-7e48-4234-8f33-7986c4ace125","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.108C"
"029a5e18-d76d-4e5b-a117-2d2463bf76bf","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.110A"
"a2a1b5bc-e74c-4e1d-b79a-8e8b324bf64d","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","xxxHRO-W.G.054A"
"6439efa0-3259-4a4b-96fc-04db1055233a","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","HRO","Window (Louvre)"
"95071500-5b7d-4741-bce8-78d8a91d9635","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window (Louvre)","HRO-W.1.003A"
"d187e079-befb-4d27-b006-7cf95b225c9b","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","IND"
"248bc401-6cca-4148-95ac-40c294df360b","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","IND","Door"
"14b03c7b-c280-4cf2-8bfc-bdd39da4dd6d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.001B"
"51fc5703-f992-491a-9873-6019e24e7bdd","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.002A"
"054767db-31b4-447b-bfa9-1a8d8fb33efa","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.003A"
"605d2c54-19d2-47d8-815b-5864b5605f8c","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.004A"
"e4c4fe83-fb98-4aca-b61b-a31d7b4c8a45","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.004B"
"c904f272-9758-43da-9f37-549bd5632466","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.004C"
"0fd310dc-c17a-4ef5-9caa-d376a83f20f2","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.004D"
"3106efa4-81ec-4512-abe6-b8d593df6219","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.005A"
"6ca215f2-c064-4f17-ae3a-32edd04d89e4","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.006B"
"fe407920-5937-4f07-990a-e99fb2995a10","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.007A"
"61380e17-6770-4ed5-b25f-e7fea9464f99","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.008A"
"bf3c8b88-0d37-4cb8-8301-75b281085027","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.009A"
"f251ea30-78de-486b-ad71-244983dad735","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.010A"
"421a180d-53ba-45f8-8ea0-d9be1ca40986","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.013A"
"afe60a70-7cbe-4d66-bb35-377df5278a98","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.014A"
"3c71c76e-5ff1-4d81-b001-0800e2ecb10b","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.025B"
"7bf147b0-fda3-4952-a4b7-20c958b8ea11","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.026A"
"9a73042f-fc36-45ea-879c-1c2f8dc942b1","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.027A"
"ba795226-cacd-457b-a2a6-f739ff55f610","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.030A"
"1018bd33-9c0b-41c7-9781-98d0b98c0e53","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.032A"
"6a30ed37-acbb-4797-ace0-c664af9ab312","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.033A"
"07977de2-213a-462d-bfa5-e72bfa8f364c","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.047A"
"1218f868-e102-482c-b3da-389dadc3ef9a","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","IND","Window"
"691a77e0-2512-48b9-88dc-e212473e2367","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.001A"
"84485d25-6cd3-4e1c-9e2d-d97da7cc6d1f","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.002A"
"38d3d658-1b0c-4dc1-afdc-ba825225b19f","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.002B"
"80795c54-ff57-4f2c-a190-b91b97316da5","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.003A"
"79e50a21-a180-4c44-965d-4c39dd517daa","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.004A"
"90713c94-3eee-440e-9797-6b59c7d93020","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.004B"
"40062f3d-e509-4ea8-82ec-7cf69ce61391","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.004C"
"212f8fd5-747e-48de-816c-5abff004332c","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.004D"
"5ec04ced-1fe2-49af-80ac-293e915626d6","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.004E"
"fda4bbf7-3d97-49ec-941e-a6ed260f229b","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.004F"
"b54f42a2-26c5-4722-ae53-e8624ad56f0a","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.011A"
"b8cc057a-85fe-47b4-9cc0-b5ecc8074fb6","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.013A"
"d93adb90-dbce-4a38-8ca3-2b2e7c82a92c","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.013B"
"aebe3ebb-a614-4e1d-bdfb-1bb3d62682b3","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.025A"
"08c8aa01-8ae3-4867-af1f-7e641cd6a6b1","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.026A"
"e953655a-f904-43cb-a6f9-6a16007e42c2","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.026B"
"ab6d1236-caa1-49c2-ab01-699199632e5b","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.027A"
"cf678e46-65e8-4002-b2b8-d3e9282f6987","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.028B"
"d2b8f28f-8b5a-49aa-9de5-af6f22594ebe","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.028G"
"ab6a848b-03c1-4240-82ba-96bf0de87158","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.030A"
"f148cf97-a127-4822-9286-b997b2b19bf2","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.030C"
"1727fd2b-c913-47ae-a75f-5ef185cb8883","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.032A"
"1d805c60-a351-4ac4-bd59-64ea779cc8ff","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window","IND-W.G.032B"
"29542558-8992-44c1-b43f-f501cd177587","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","IND","Window (Louvre)"
"0db7562d-e2b5-45e9-b571-2d94f6363e3d","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window (Louvre)","IND-W.G.011B"
"a493c66c-38fa-4779-9e6e-446146d09f74","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window (Louvre)","IND-W.G.011C"
"9a2c8c86-2a72-40c2-ad3e-dbdddcd666a1","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window (Louvre)","IND-W.G.028D"
"25453578-542b-4cc9-941b-accb64da47ca","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window (Louvre)","IND-W.G.028E"
"901aff33-95e9-402c-976c-bf3529a5fcc0","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window (Louvre)","IND-W.G.033B"
"cb81e341-fc95-4deb-bd1d-ca26a69c5688","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Window (Louvre)","IND-W.G.033C"
"2def6451-7999-463b-a4d1-5a1b4a742be3","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","INS"
"cd56c232-4d25-4e5b-afce-f12ada3bc946","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","INS","Door"
"78420300-9ab8-4e55-b356-8ce292c9448a","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","INS","Door","INS-D.G.001A"
"0cd8445a-2328-4655-978b-c03c9637786e","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","INS","Door","INS-D.G.002A"
"9e087f48-0dfc-4375-8e54-f653a74d8330","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","INS","Door","INS-D.G.003A"
"a5418a4e-908d-40d4-8efb-2d7f67099b00","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","INS","Door","INS-D.G.003B"
"c4565ec5-785c-4a98-96ca-9b04bf044e0d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","INS","Door","INS-D.G.004A"
"2b6caf5c-ffac-4b57-9981-92ead55b24ce","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","INS","Window (Louvre)"
"4120e9cd-f3b6-47ea-aad6-3c1af60cc67b","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","INS","Window (Louvre)","INS-W.G.001A"
"82fc3b7f-ba18-4505-a898-c672c8513c76","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","KIT"
"f62be0aa-4737-4469-830b-4bb316211cb7","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","KIT","Door"
"157138c0-4edb-4392-b62b-c90e957f9cfa","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","KIT-D.G.001B"
"d2ae6f5f-2056-4a2c-9aa3-9a54336d89b6","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","KIT-D.G.005A"
"cdb55de4-4510-40bd-8b1a-2ce123dbf75f","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","KIT-D.G.017A"
"b6f0eb73-6093-446e-ba98-f9e712023584","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","KIT-D.G.048A"
"fd8a0765-e624-44c9-9751-803839fed8bf","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","KIT-D.G.052A"
"8c92eb6b-6ea2-4f37-852a-5261f4426f1a","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","KIT-D.G.053A"
"80d88c6f-e27c-411b-ace5-f897022bb2ca","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","KIT-D.G.054B"
"4be604da-6867-43ff-8e8e-9da9297cb5d0","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","KIT-D.G.054C"
"4246f756-58e5-41f3-9929-137468f1f8a4","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door","xxxKIT-D.G.055A"
"26f8cf67-48d3-405b-aee1-e67511e7d567","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","KIT","Window"
"e5ade1f8-82e4-4845-8685-c719915a9cce","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.001B"
"628f3283-d312-4e42-8443-97447b3db01c","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.005A"
"9c8faf7e-bc1f-46b3-a203-9730e3dc6c60","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.005C"
"9768e5b3-292f-4490-805a-c9737709aadd","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054A"
"a0b023d6-6798-4a69-adb9-b41518c70165","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054B"
"7ba9d942-f094-4d48-bf74-aad90e0e5ddc","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054C"
"37796e60-b9b8-405e-822e-696d8adac8bf","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054D"
"1e06ba67-2a4e-4a49-804c-0b0478e3a7a1","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054E"
"a439044d-0111-461a-bc29-c050139e4a5b","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054F"
"9ac8388f-190e-470f-a7bd-333bd5fac591","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054G"
"557ef32f-df32-4ed7-b2b9-f61f8b3e0b19","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054H"
"ce9bc4b3-2482-41e6-a94c-156ddabef4af","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window","KIT-W.G.054I"
"e057c7bf-f815-428c-ba1e-ef5623a916a8","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","KIT","Door (Louvre)"
"bceb4821-c348-41d7-b29e-61cbef62eff5","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Door (Louvre)","KIT-D.1.001B"
"4a22069e-bad7-4ea8-9de3-1a7e49b42122","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","KIT","Window (Louvre)"
"7c17b26e-474e-4166-ad79-f2ea73316e96","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","KIT","Window (Louvre)","xxxKIT-W.1.001B"
"f8cd2022-a3ab-485c-8fa0-685c6906ea60","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","LAU"
"10425434-6a77-485e-91ce-1e610bcf1dec","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","LAU","Door"
"bf1065e3-97ca-4f7a-aba7-823e56c88225","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.1.001A"
"e265a12f-25da-4770-9a5a-a31704783588","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.1.001B"
"4a86a2cf-3157-4ee2-a1c7-b7b0ded0ae27","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.003A"
"ed4915c9-9691-4685-9c89-51d677c08a11","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.004A"
"43f5dfdb-06a4-41e3-a22c-038d491ecd83","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.005A"
"009b87b7-7071-4c87-8a48-2e1aeb548e98","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.006A"
"48e2659b-5bf8-4893-a65b-7a5512f8efe4","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.007A"
"e1a8b1cd-a91e-4205-b0a9-b1ec01c0d365","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.008A"
"55d94cfc-4a70-452e-83ff-ab77a92404ff","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.010A"
"c3d98239-d7da-4bc4-a729-d90d9bb4d318","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.011A"
"71200189-23df-4c6e-85bd-47d953ccf7e2","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.011B"
"b4cf3c3f-f7f1-4075-90b3-c43365274ba3","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.012B"
"61d3bd08-76bd-4e58-a172-57e70459af13","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.020A"
"ebcac5b6-2b20-4242-a954-26c6aa113849","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.021B"
"b7fd9a0f-0789-4b31-b8fb-b10489f218fd","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.022A"
"33b64ccb-e3f7-420b-b887-95cbcb08ad06","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.027A"
"5ee196ce-e456-4dbd-86ab-56752391e923","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Door","LAU-D.G.028A"
"cb91c47b-3c00-4a29-9ccc-3b23fac95a6c","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","LAU","Window"
"2244ffbe-c135-44d5-85f1-2f111aef0daf","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","LAU-W.G.005A"
"81a8edc9-85aa-45fb-bdd1-ed50860cb4a7","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","LAU-W.G.008A"
"94fd1d66-14fc-48c5-b435-dadc01da0cd4","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","LAU-W.G.010A"
"b7fb32bc-d249-4649-bac5-efca4bccea31","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","LAU-W.G.011A"
"a33e6d0c-b290-4ea3-be5e-fdd5290ee5d7","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","LAU-W.G.020A"
"020ff668-d81a-4c84-a741-a5bffb34bac4","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","LAU-W.G.020B"
"2f18ad68-0638-4070-8545-3ebd520af084","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","LAU-W.G.020D"
"0488d854-3375-439c-9a44-66ac4f1a7f68","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","LAU-W.G.021E"
"0f58c08b-5abf-4b4d-8b29-72a2bf7d0b10","","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window","xxxLAU-W.G.028A"
"ebd7fcc2-017a-4561-b6f9-d82f3a0e15bf","","work-in-progress","","folder","TRUE","FALSE","Site QA - Doors and Windows","LAU","Window (Louvre)"
"d77168d8-5034-462b-b7b4-fbcc1688dcbc","","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","LAU","Window (Louvre)","xPDSLAU-W.1.001B"
"ee02b91e-1414-4eb4-a004-feacd83e04a4","","fail","","folder","TRUE","FALSE","Site QA - Doors and Windows","MH1"
"9da500b1-5829-44a9-9fd5-1c471d60638d","","fail","","folder","TRUE","FALSE","Site QA - Doors and Windows","MH1","Door"
"f7feb1f9-462d-4d9f-b83c-b96431c7d2cc","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.001A"
"4b63e37b-44c0-4551-b356-f9eb085699a4","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.001B"
"0e437067-c68b-4d06-8f22-70c6ed991216","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.001C"
"fd60d1c7-0dac-439f-af8f-bbd20033fba0","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.002A"
"2992ec48-b031-4988-91a6-6603c13684d9","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.004A"
"926b342e-1845-410f-8711-830c9b5821ae","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.005A"
"737eee93-4fa1-498e-a043-67e60d4549d3","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.006A"
"ce622a7c-8fd7-4c40-a527-b5289c9c2cc9","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.007A"
"ae16fb27-8489-4295-9da0-cb7007193a29","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.008A"
"876400a1-d711-4cbd-ba06-1d78e830fbfc","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.1.009A"
"7a1dcdde-01f8-4be2-9cf1-bff80123e2f8","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.001A"
"8a6a107f-add7-4558-9918-570e4df39caa","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.003A"
"f5f1102a-e7d5-4629-881b-feee7929dd02","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.004A"
"5e476a9d-2535-4651-a425-c81068b09ffa","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.005A"
"c75717cd-8623-431f-815a-d4ab8f5798ce","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.006A"
"c4875697-3c15-4502-90e9-1997667df2c1","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.007A"
"aac314d3-4831-4753-be68-c36a1179512a","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.008A"
"7536bec0-7e98-41a0-adb0-9005f17ecdaf","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.008B"
"3a3b2e3c-72be-4166-9166-ba63c728737d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.009A"
"7d5c3380-5e15-4dac-a6d6-b59fec35be3d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.009B"
"7acd050a-e79a-48f3-ad2a-d6a44f32c3f1","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.011A"
"348b0bde-f0eb-4de9-b49f-10aa9175cf4d","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.011B"
"5642e4f4-f8ce-4d21-b72e-0c9e8ec17986","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.012A"
"b038b797-573c-47ca-a9d0-cc3d1446c268","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.013A"
"2ed3cd75-c99b-458a-931e-916d266fb55e","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.018A"
"b750595b-95c6-43f1-b511-eb352b9c24c3","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.018B"
"81838f0b-5107-4171-8877-44b7fc601f7c","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.022A"
"147e0ff0-18e6-4d41-852b-f82450be813e","","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","MH1","Door","MH1-D.G.023A"
