"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f35bbbe4-1827-471a-8063-c0edfaa6441a","","folder-normal","","","step","TRUE","FALSE","Site QA"
"b5531cab-1d34-45d6-9e68-7afdf204e0d2","","folder-normal","","","step","TRUE","FALSE","Site QA","Block A"
"352734ec-9e6c-4a9b-9e46-5400f748d5f6","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.06 - 2700 - 2900 - CW"
"0a6c23d5-e7aa-4748-a0a2-09a4688028e7","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.07 - 2700 - 3075 - CW"
"1fe1b270-7f8d-4744-92d0-27843fb58076","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.8 - 2700 - 900 - CW"
"c47ba008-a770-4fb3-ac94-1c4a1d18d1ed","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.9 - 2700 - 1900 - CW"
"e3c07051-6cb0-48c3-aa5d-faa20970a2c0","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.10 - 2700 - 1480 - CW"
"cce13b23-9e85-4e85-9687-5ff5c12330e3","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.11 - 2700 - 780 - CW"
"9f79aec5-9434-40f1-8c93-9eac77f2715f","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.12 - 2700 - 780 - CW"
"97aa3339-a011-4f89-9557-9824bd3c982b","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.13 - 2700 - 1280 - CW"
"41422be8-233c-46a2-9563-0d02e5df78ef","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.014 - 2700 - 1131 - CW"
"f2f66a08-1b5c-495c-9408-47a8beef4f7d","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.015 - 2700 - 750 - CW"
"e7b10856-1a65-4580-9298-ea4304b5da63","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.016 - 2700 - 1690 - CW"
"71ac7705-161b-4f26-b7c5-0eabd6bf362f","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.017 - 2700 - 2610 - CW"
"c2ed14c7-27b9-4c10-855d-fdf7c7825316","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.018 - 2700 - 1480 - CW"
"9c4896ab-580e-4d6a-94d4-c8c611b69eba","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W.019 - 2700 - 1050 - CW"
"d94ec0e6-21c9-4bed-aabb-b747cef7b46c","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.20 - 2700 - 1080 - CW"
"2e4cdb1d-1003-4815-88a2-3bb998cdae68","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.21 - 2700 - 1180 - CW"
"fad7309f-f160-4ce1-932c-3d7a4dcf90ad","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.23 - 2700 - 1180 - CW"
"c345a9b8-ad11-414f-bb6a-44aef3ce9f29","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.26 - 2400 - 2500 - CW"
"a6b29f60-8786-42e4-aaf6-087d9ed63a67","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.28 - 2700 - 1050 - CW"
"7d987f19-1692-4938-9df2-c4e84208b905","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.29 - 2700 - 1400 - CW"
"9792d363-6333-4c96-a3e2-f6388b3b5223","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.30 - 2700 - 2600 - CW"
"9656bd51-8ec3-48a6-bdc2-2991e8d4a77a","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.10 - 950 - 950 - PW"
"757eb479-b33f-4423-b4ce-4f07fddf2fd3","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.10 - 950 - 950 - PW"
"3d918a4e-7ad3-43a0-968d-8e05e643d3e0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.10 - 950 - 950 - PW"
"18c3671e-a1bc-43ed-b521-485aee71cc68","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.10 - 950 - 950 - PW"
"05ec0975-6669-4b11-817e-9517e6154687","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.10 - 950 - 950 - PW"
"49af723c-4da8-4092-b235-0cc15ba72308","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.20 - 1275 - 600 - PW"
"3d975841-d899-48ed-92b2-20ae85230202","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.29 - 1275 - 600 - PW"
"b5055b13-999a-4851-9d8b-bd817c3b314f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.20 - 1275 - 600 - PW"
"2d6dac04-9e25-4ad0-8135-7b91b3f2e6b5","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.29 - 1275 - 600 - PW"
"a00c6d4b-607a-4231-aa58-3b6dcea24f47","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.20 - 1275 - 600 - PW"
"9153a3c2-4270-4105-9f66-e2e311ab0cb5","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.29 - 1275 - 600 - PW"
"65f75697-2c8b-4020-90a1-e7e046e5ade0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.20 - 1275 - 600 - PW"
"9ec40be9-4509-4d50-9c0c-32234f9f9370","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.29 - 1275 - 600 - PW"
"309b7d19-e381-4f1e-9c0a-fb91c4d12e46","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.20 - 1275 - 600 - PW"
"514deb7f-9135-49b4-acee-899b93f798ee","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.29 - 1275 - 600 - PW"
"82b1b0d1-d732-4e8a-a8b9-655aa2251f66","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.21 - 850 - 1450 - PW"
"d7d77e3f-d4fa-4d21-bda8-7db6fcf95730","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.28 - 850 - 1450 - PW"
"2d7fa214-2302-4370-bd14-0ffb2bb58c38","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.21 - 850 - 1450 - PW"
"4402cc4f-5ab4-4bdf-94ea-e59173bda751","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.28 - 850 - 1450 - PW"
"e12e2fd6-d78d-4422-bc9c-bb10c1c15462","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.21 - 850 - 1450 - PW"
"074421e1-bad9-4ed1-98b2-f947757bca88","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.28 - 850 - 1450 - PW"
"81e6128a-1e61-4115-8ce5-7381e8e1ac87","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.21 - 850 - 1450 - PW"
"4d862fc0-644b-45e7-b7e7-0e734713b8e3","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.28 - 850 - 1450 - PW"
"0b65f4d1-4105-4599-b43c-5cab1b400027","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.21 - 850 - 1450 - PW"
"34ac49a8-6e79-4a88-8874-8b2ea2788697","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.28 - 850 - 1450 - PW"
"d4538084-2c1e-4b97-a654-0b8352937686","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.2 - 1450 - 700 - PW"
"59f301c8-e74e-45a6-8fbe-7b9e7bf57580","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.4 - 1450 - 700 - PW"
"47025fb4-95f2-4fbf-960d-ac8ee9f0a752","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.5 - 1450 - 700 - PW"
"34264a35-0dbb-4d0e-b0df-c28dd1c181a4","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.15 - 1450 - 700 - PW"
"3db19696-10be-4d1f-8061-cbfd3887639d","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.16 - 1450 - 700 - PW"
"b474ab84-ad37-4f93-a7ab-e835924f6d38","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.18 - 1450 - 700 - PW"
"9f9d9b3e-7639-419b-9c2e-7c22e88bafc0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.2 - 1450 - 700 - PW"
"cb45c927-6fe5-4f11-a638-7e82a848aac1","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.4 - 1450 - 700 - PW"
"29de066a-ae60-4fd1-addb-93c3047692d6","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.5 - 1450 - 700 - PW"
"8c70147b-0ce9-44d5-a343-296e5abd3cbf","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.15 - 1450 - 700 - PW"
"44e7fe56-0d61-4a3e-9c55-4bebea41fcf0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.16 - 1450 - 700 - PW"
"9677a5e8-4224-4771-bf7f-6fc45407868c","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.18 - 1450 - 700 - PW"
"8fcfd356-e6bd-49e8-9b9f-acab3541caac","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.2 - 1450 - 700 - PW"
"81282c3d-2a7a-4be4-a27c-575eeb3bd361","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.4 - 1450 - 700 - PW"
"e0a8fcb0-4611-4a48-a8b0-2a3088eba126","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.5 - 1450 - 700 - PW"
"ba6788d1-f6c2-4b72-9adc-ba9d53d9a808","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.15 - 1450 - 700 - PW"
"37576a50-deb3-4a88-a5e0-70fd1fbc3dd5","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.16 - 1450 - 700 - PW"
"9923bf99-2be1-455d-a026-1dc97445c522","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.18 - 1450 - 700 - PW"
"b196bcac-eb21-486d-bc56-a29320063663","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.2 - 1450 - 700 - PW"
"628822d4-f019-47d2-8fa6-e450ea525384","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.4 - 1450 - 700 - PW"
"ebed5fdb-df57-486f-8adf-c3cc3cd5b912","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.5 - 1450 - 700 - PW"
"fa27931c-5934-44db-8e06-15835f8a878c","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.15 - 1450 - 700 - PW"
"d832a4e9-63ea-4ae1-b5c1-0c09dd10d895","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.16 - 1450 - 700 - PW"
"c3be58ff-156c-4409-93f9-9ef4ca1e2f29","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.18 - 1450 - 700 - PW"
"df9e3e3b-47fa-41aa-ae41-ccf912fb15a5","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.2 - 1450 - 700 - PW"
"8617dae5-00e7-438d-bbfe-4a2def95e1ed","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.4 - 1450 - 700 - PW"
"758ab5ad-848f-4619-aa11-91b66d081337","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.5 - 1450 - 700 - PW"
"b3d6ee8f-0791-4e1b-b8f2-119c895c9da3","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.15 - 1450 - 700 - PW"
"40493abf-7b96-4a9a-bc5c-8637010608a1","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.16 - 1450 - 700 - PW"
"6013acc5-b0ae-4cda-881f-5869a475c910","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.18 - 1450 - 700 - PW"
"00effa8e-3e65-4a5a-a534-034061f2af10","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.6 - 1450 - 1400 - PW"
"7f0c087a-0668-4275-b50c-d26c0f24def0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.11 - 1450 - 1400 - PW"
"bc6dfd14-ecfd-499f-ae06-b23219ab92b8","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.12 - 1450 - 1400 - PW"
"327b4948-3192-4e13-b560-ab779212c516","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.14 - 1450 - 1400 - PW"
"ea0a0374-8911-462e-a92d-6c0504915881","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.6 - 1450 - 1400 - PW"
"5c09cff5-83c3-4c68-a3e3-038474a1811d","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.11 - 1450 - 1400 - PW"
"677fe753-09cf-42df-8bda-e9944530db90","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.14 - 1450 - 1400 - PW"
"72a13689-e137-41b4-b01d-a160b3c924f2","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.6 - 1450 - 1400 - PW"
"6d6e7b6f-a8fc-4736-a38f-2999ea2e67bc","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.11 - 1450 - 1400 - PW"
"b7562bf7-e5df-40c4-8e71-354943f48cda","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.12 - 1450 - 1400 - PW"
"ce450d3b-e6b1-4729-b740-5a5f13eacd50","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.14 - 1450 - 1400 - PW"
"24143e8c-eb14-4fbc-b294-8a8ac8c47547","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.6 - 1450 - 1400 - PW"
"cacdb4c5-2bb4-498b-9f4b-abdcca2d7e4b","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.11 - 1450 - 1400 - PW"
"b940d15b-db62-46bf-8ca7-28f79d4f5686","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.12 - 1450 - 1400 - PW"
"aa42f134-9ad1-40a3-a4a1-74c481530c36","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.14 - 1450 - 1400 - PW"
"8c5c7a96-685a-4769-9954-50453fc69780","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.6 - 1450 - 1400 - PW"
"bb7248ef-6108-487e-9487-32f2ba2409f6","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.11 - 1450 - 1400 - PW"
"790bfd77-f1f5-4c51-86e5-1fca157b1c39","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.12 - 1450 - 1400 - PW"
"3bfadee7-0b18-4c77-b2e6-f91afc2ca7cd","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.14 - 1450 - 1400 - PW"
"80cec19f-c144-466e-a93b-1051cc84010f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.3 - 1450 - 1000 - PW"
"02a51733-7244-4152-9d9f-3564728e422d","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.17 - 1450 - 1000 - PW"
"7615e6b1-1f5e-41ec-be8f-3b4d733cd29e","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.3 - 1450 - 1000 - PW"
"1c69a0d2-b437-432a-8e84-b730c3ee3616","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.17 - 1450 - 1000 - PW"
"eedf9fdf-34cf-4aba-abc6-21f725609a1a","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.3 - 1450 - 1000 - PW"
"ff4de415-26cb-4e37-9530-b46ad83cd4ff","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.17 - 1450 - 1000 - PW"
"a08cdfef-e896-4e42-b988-d08af6adfe96","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.3 - 1450 - 1000 - PW"
"f3b0bfb8-05e0-4f28-b61c-0027f76eec70","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.17 - 1450 - 1000 - PW"
"b29f2ae9-4cf8-4f70-83cb-17d884b444dc","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.3 - 1450 - 1000 - PW"
"0228bf20-d933-418f-9a8f-40aa3c67269c","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.17 - 1450 - 1000 - PW"
"b004d67b-414c-4463-bd74-775af0239249","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.22 - 1450 - 1000 - PW"
"60490fd0-6d1a-4162-959b-1039208b4921","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.23 - 1450 - 1000 - PW"
"daf00bd1-2797-4af4-964d-3a9c9e6c8a56","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.26 - 1450 - 1000 - PW"
"38021226-fd5e-4c3f-88cb-c82fb0711146","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.27 - 1450 - 1000 - PW"
"857951b5-f92b-44ff-8b32-2ac51d74cda0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.22 - 1450 - 1000 - PW"
"d3527a29-8abd-4dae-993e-c9ebb034686d","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.23 - 1450 - 1000 - PW"
"1985facb-24f8-4ef4-938f-7a067861152f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.26 - 1450 - 1000 - PW"
"121fb589-29b1-42bf-8cf7-79c6615123ec","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.27 - 1450 - 1000 - PW"
"4071af6d-f00d-43a0-9cc2-e5a9af81920d","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.22 - 1450 - 1000 - PW"
"f5d9958a-6b4b-43aa-b70c-a29622a6b1de","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.23 - 1450 - 1000 - PW"
"300fef89-7cfb-4ffd-a0e9-8c2f68c8a96c","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.26 - 1450 - 1000 - PW"
"bc46e832-8868-4624-b71c-6a426294c08e","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.27 - 1450 - 1000 - PW"
"a46b2c5f-0040-4c24-a87f-979fcb44e72b","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.22 - 1450 - 1000 - PW"
"8036a926-c671-4f94-8ae6-e3195328cfd9","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.23 - 1450 - 1000 - PW"
"52695881-a0f3-4a0e-8776-0182a7c51253","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.26 - 1450 - 1000 - PW"
"d4f6da0c-ae0f-4ecc-8ef9-fa0a24a26980","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.27 - 1450 - 1000 - PW"
"9a1efba0-eb35-4a1b-9edd-71ba348a667f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.22 - 1450 - 1000 - PW"
"59ccc677-2139-4c77-b274-6dfc0a6c9f87","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.23 - 1450 - 1000 - PW"
"89f0266b-b485-4435-acd3-fb49129c93fc","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.26 - 1450 - 1000 - PW"
"ba57668a-abe4-4bed-b06e-eda93bb93c7c","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.27 - 1450 - 1000 - PW"
"6cbab0fe-1975-4284-b10b-53d110d208be","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.24 - 1450 - 1100 - PW"
"f09952e8-f873-4c03-910d-f2a0ea03dfba","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.25 - 1450 - 1100 - PW"
"dbd674a0-fc1e-4195-9d54-3febf81ec591","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.24 - 1450 - 1100 - PW"
"b42e6712-4931-4598-a02f-b9fe9e6f3bc0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.25 - 1450 - 1100 - PW"
"79e88177-0f23-4c54-ab39-8b52955c3f3b","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.24 - 1450 - 1100 - PW"
"28bd137c-1270-486e-81bb-d57bca7904a2","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.25 - 1450 - 1100 - PW"
"e2b2efc0-4330-46c8-9c69-8adcc4bcc18c","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.24 - 1450 - 1100 - PW"
"f4d41280-bcb7-49ab-be99-38e42a4e9e20","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.25 - 1450 - 1100 - PW"
"225b29d9-8072-45bb-a9af-1d79dd1d69b9","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.24 - 1450 - 1100 - PW"
"e08cbdf6-a979-4bd2-aacc-f5860b799d19","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.25 - 1450 - 1100 - PW"
"4a360db0-8a6c-4146-8ff6-360f3c724809","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.1 - 2440 - 2600 - SD"
"545cb707-873c-4d59-8407-8d3df4822232","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.13 - 2440 - 2600 - SD"
"484de7db-8f74-460a-a334-815ad5b57e6b","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.1 - 2440 - 2600 - SD"
"8823209a-636c-4201-ab5c-71c137e5178e","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.13 - 2440 - 2600 - SD"
"68abc4e8-b422-4ed7-9494-c6f00608c905","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.1 - 2440 - 2600 - SD"
"1d6902a6-3ae4-496a-aa06-5e37ddd3969f","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.13 - 2440 - 2600 - SD"
"220f7dc2-91fd-498d-8245-86c26e4a5fdc","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.1 - 2440 - 2600 - SD"
"42dc1960-d06a-41ec-9e58-83a46f4945bd","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.13 - 2440 - 2600 - SD"
"4e8fea32-b7ca-4e0d-93a3-d1a60f1359c9","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.1 - 2440 - 2600 - SD"
"e39add22-e139-4e76-bb39-ae109e65c763","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.13 - 2440 - 2600 - SD"
"a540e759-d7a0-4a56-b24a-732789165937","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.7 - 2440 - 2600 - SD"
"0f9b5897-b885-44f3-bec3-82eba60166fe","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.8 - 2440 - 2600 - SD"
"54d7c93b-3470-4eb8-ad40-234141506384","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.19 - 2440 - 2600 - SD"
"d29d63cb-b265-4e08-a859-422fd5d6ce65","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.7 - 2440 - 2600 - SD"
"54c8de4a-0dd4-4798-b9e5-7c9ced0cce39","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.8 - 2440 - 2600 - SD"
"5d55ce8b-3ea7-4428-9a03-8dfc50756232","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.19 - 2440 - 2600 - SD"
"c1f9873d-f55a-4581-9303-82a7f98aec78","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.7 - 2440 - 2600 - SD"
"944c4cc7-8476-40e6-849a-9da8e9042ce5","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.8 - 2440 - 2600 - SD"
"44401f61-a375-4017-907e-d60b4c2d4f60","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.19 - 2440 - 2600 - SD"
"2d69880e-c6f4-4e42-a5f2-5a32b34330db","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.7 - 2440 - 2600 - SD"
"21d50eb1-672a-454a-a3ee-7156ecf4a46b","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.8 - 2440 - 2600 - SD"
"265d0eaa-f8ff-497a-aa24-bdf05b0b9415","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.19 - 2440 - 2600 - SD"
"99ca1595-72c9-4963-90c3-15bbb5b3774d","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.7 - 2440 - 2600 - SD"
"814a55a1-c5da-411a-8ba7-29470f4dc08e","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.8 - 2440 - 2600 - SD"
"a2b9f85c-5ddf-4deb-bd49-abba71f9cd34","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.19 - 2440 - 2600 - SD"
"667f62f0-b655-4370-928c-5f092ac72f50","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W1.9 - 2400 - 700 - PW"
