"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c34c9b81-a42d-47d8-814b-8df6941b9457","","folder-normal","pass","","step","TRUE","FALSE","Carpark C - Factory QA"
"1310be01-9054-4c42-9e87-14df0f9ce28d","","folder-normal","pass","","step","TRUE","FALSE","Carpark C - Factory QA","South Zone 6"
"0ef8ebb3-9539-4c01-ae45-ff2f899e3c40","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","South Zone 5","A5-6-S-23"
"323cd961-3c34-403c-ace4-31856080661e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Carpark C - Site QA","South Zone 6"
"d22b5dee-5f7c-4c5a-ad42-efe66ec3d75c","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","South Zone 6","B9-3-S-51"
"6e8c0815-274e-4ecb-830f-f587fc0095b0","","checklist-flat","not-started","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","South Zone 6","A5-5-S-22"
"1d3f07b9-62df-4251-9fdf-74b5c1fe8f9b","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","South Zone 6","J4-4-N-201"
"339fad24-a512-4856-9b7e-ac58beb5153f","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","South Zone 6","J4-3-N-200"
"024f95a2-145f-45d7-b943-c5a2412eb766","","checklist-flat","not-started","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","South Zone 6","E-8-W-294"
"4b5916ac-d741-41f3-92fb-2e5b85ea252b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Carpark C - Site QA","South - West Cnr"
"51a8dbe1-03c8-4ea6-95a1-1fc10bcd9b01","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","South - West Cnr","H3-1-S-68"
"2f5e7e28-ad6f-4d95-bc97-aa1354570add","","folder-normal","work-in-progress","","step","TRUE","FALSE","Carpark C - Site QA","West Zone 6"
"2226015f-7f01-4899-9f29-92a47c50a8d5","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","West Zone 6","E-7-W-293"
"9cf3cb69-2d7b-4929-bc64-cda091c85c1c","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","Carpark C - Site QA","West Zone 6","E-6-W-292"
"81fde4a8-39ba-4ef9-b367-6fa5929646d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Patient Drop Off - Site QA"
"9da096d4-f64f-4c98-97fd-941eb168e8ec","","folder-normal","work-in-progress","","step","TRUE","FALSE","Patient Drop Off - Site QA","CLG-506"
"35e1b042-8add-4cde-89c1-792d4701a5d8","","checklist-sectioned","pass","CLG-506 Deflection Head Site ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-506","CLG-506 Deflection Head Site ITP"
"40812ec5-9e28-400d-86be-69eec56a997e","","checklist-sectioned","not-started","CLG-506 Cladding ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-506","CLG-506 Cladding ITP"
"708d0d0e-91f7-49c2-86b2-20be31074319","","checklist-sectioned","pass","CLG-506 Z450 Steel Frame ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-506","CLG-506 Z450 Steel Frame ITP"
"b041c81c-0a1c-49e2-acff-430a02f1cafc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Patient Drop Off - Site QA","CLG-507"
"e496bef5-3df0-47f1-8c90-d6f630d68b69","","checklist-sectioned","pass","CLG-506 Deflection Head Site ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-507","CLG-507 Deflection Head Site ITP"
"9be4b675-4911-427c-974a-18df2f90ebf3","","checklist-sectioned","pass","CLG-506 Z450 Steel Frame ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-507","CLG-507 Z450 Steel Frame ITP"
"b2afcef0-239f-4fcd-9ccf-440a8ea6e15f","","checklist-sectioned","not-started","CLG-506 Cladding ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-507","CLG-507 Cladding ITP"
"422cbc71-d337-42e3-8587-f3caba0a27e3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Patient Drop Off - Site QA","CLG-510 (building B)"
"9056a423-0f60-4060-b654-d277a468bb13","","folder-normal","pass","","step","TRUE","FALSE","Patient Drop Off - Site QA","CLG-517 building A (airlock 1)"
"9f257510-6cf8-4fd2-b6e7-c691aaa9a70e","","checklist-sectioned","pass","CLG-506 Z450 Steel Frame ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-517 building A (airlock 1)","CLG-517 light gauge Steel Frame ITP"
"7a80903a-882c-4384-9649-651e417db408","","folder-normal","pass","","step","TRUE","FALSE","Patient Drop Off - Site QA","CLG-518 building B (airlock 2)"
"6e621127-f550-4a5d-afe1-7bb97e7950e2","","checklist-sectioned","pass","CLG-506 Z450 Steel Frame ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-518 building B (airlock 2)","CLG-518 light gauge Steel Frame ITP"
"6250194b-c3be-490d-a673-209431417d95","","folder-normal","pass","","step","TRUE","FALSE","Patient Drop Off - Site QA","CLG-519 building B (airlock 3)"
"6fb2afeb-739c-4667-a9fa-faf3094cd014","","checklist-sectioned","pass","CLG-506 Z450 Steel Frame ITP","checklist","FALSE","FALSE","Patient Drop Off - Site QA","CLG-519 building B (airlock 3)","CLG-519 light gauge Steel Frame ITP"
"3425e197-e784-49db-bb88-8e6d960c142a","","folder-normal","work-in-progress","","step","TRUE","FALSE","VU bridge - Site QA"
"f505c499-8aae-41f8-8981-e369376b85c7","","folder-normal","work-in-progress","","step","TRUE","FALSE","VU bridge - Site QA","CLG-513"
"b781f8b0-4dae-42b0-ac01-311c1ed74478","","folder-normal","work-in-progress","","step","TRUE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 East elevation"
"25e6bb3b-c894-42c5-881e-c693aa41b116","","checklist-flat","not-started","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 East elevation","NFH-E-BR-01 to NFH-E-BR-05"
"5754487c-5b7f-4dbe-8e74-f61d3547677f","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 East elevation","NFH-E-BR-06 to NFH-E-BR-15"
"938faa64-beb4-465f-bc07-5698abdc9135","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 East elevation","NFH-E-BR-16 to NFH-E-BR-30"
"78f7aba4-88e3-422a-8a08-e08228b55bed","","checklist-flat","not-started","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 East elevation","NFH-E-BR-31 to NFH-E-BR-34"
"66165415-682f-4c86-9827-ea845083cc36","","folder-normal","work-in-progress","","step","TRUE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 West elevation"
"48a7940e-bb34-4794-9b8a-ffaa85adc5c6","","checklist-flat","not-started","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 West elevation","NFH-W-BR-01 to NFH-W-BR-04"
"1971650d-7d1f-46f5-b7df-d674b8a01c92","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 West elevation","NFH-W-BR-05 to NFH-W-BR-15"
"bd57706a-6e92-4573-bb71-e656fd5059ba","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 West elevation","NFH-W-BR-16 to NFH-W-BR-30"
"f3ea3fbf-b25f-4a66-83aa-d138102a220a","","checklist-flat","not-started","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 West elevation","NFH-W-BR-31 to NFB-W-BR-34"
"a0cba2f0-5816-4f5b-b23f-16103becdab3","","folder-normal","work-in-progress","","step","TRUE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 bottom underside cladding "
"b0166ced-5bfd-4c8d-ac4a-c14171b3edd4","","checklist-flat","not-started","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 bottom underside cladding ","NFH-BR-B-1 to NFH-BR-B-26"
"cd318c4d-a963-4c64-9bbf-ce83d8afaadb","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 bottom underside cladding ","NFH-BR-B-27 to NFB-BR-B-48"
"bb64a22c-a4b6-43ea-a1bd-8907dd3d244a","","checklist-flat","work-in-progress","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 bottom underside cladding ","NFH-BR-B-49 to NFH-BR-B-70"
"bc9dab2b-05ee-4a1c-9c33-fabc28c7db75","","checklist-flat","not-started","Site ITP","checklist-flat","FALSE","FALSE","VU bridge - Site QA","CLG-513","CLG-513 bottom underside cladding ","NFH-BR-B-71 to NFH-BR-B-95"
"c0666204-7b4a-427a-965c-63a4854074a3","","folder-normal","work-in-progress","","step","TRUE","FALSE","VU bridge - Site QA","CLG-514"
"9b197514-47fb-4b1c-a222-b329c35a3061","","checklist-sectioned","work-in-progress","CLG-514 Steel Bracket Underside Site ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Steel Bracket Underside Site ITP"
"2bdad876-0459-4082-9bc0-aa321163810b","","checklist-sectioned","work-in-progress","CLG-514 Site Subframing ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Site Subframing ITP"
"3005f7b1-41af-40b5-b163-0ecc89f62410","","checklist-sectioned","work-in-progress","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-001 to BR-T-020"
"309290e4-8290-43a5-a9b7-2f6160f61129","","checklist-sectioned","work-in-progress","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-021 to BR-T-040"
"4673257c-9416-48f6-88c4-12dd3c0f814b","","checklist-sectioned","work-in-progress","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-041 to BR-T-060"
"0b718497-a820-4c28-9a30-08fd079d7436","","checklist-sectioned","work-in-progress","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-061 to BR-T-080"
"00198842-6404-4757-870b-b000bf01c23a","","checklist-sectioned","work-in-progress","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-081 to BR-T-100"
"7906d0bf-e599-45e1-a794-cbdefe6d10cd","","checklist-sectioned","work-in-progress","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-101 to BR-T-120"
"f3e2df32-3f8b-4186-b121-86930feabb15","","checklist-sectioned","work-in-progress","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-201 to BR-T-220"
"1be43399-2a0e-4db2-96d6-d5183870db5c","","checklist-sectioned","not-started","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-221 to BR-T-240"
"402e5ccc-ee44-4155-9bd2-0efbdf86f24b","","checklist-sectioned","not-started","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-241 to BR-T-260"
"0ce65343-2104-4773-ad7a-313670390997","","checklist-sectioned","not-started","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-261 to BR-T-280"
"fc5cb93a-2dc9-4b43-b3b3-f00e958e1bde","","checklist-sectioned","not-started","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-281 to BR-T-300"
"e7a58d11-5fc3-4895-91f6-7937c0e8c688","","checklist-sectioned","not-started","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-301 to BR-T-310"
"39bdfbe9-59a6-4f62-aaff-dc2798a1a1d5","","checklist-sectioned","not-started","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-401 to BR-T-420"
"8e22e5b2-8989-44e4-867d-ce757e377af7","","checklist-sectioned","not-started","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-421 to BR-T-440"
"1b8e77e3-b88d-4003-8f72-fef9a97b13a7","","checklist-sectioned","not-started","CLG-514 Cladding Panel ITP","checklist","FALSE","FALSE","VU bridge - Site QA","CLG-514","CLG-514 Cladding Panel ITP BR-T-441 to BR-T-455"
"2f332c33-b7f7-41da-912b-dfdb3c8942fc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Patient Drop Off - Factory QA"
"242401f8-b00d-488e-9c97-23436890178c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Patient Drop Off - Factory QA","CLG-506"
"655fb799-b5ee-4eff-afe7-55c738e73568","","checklist-sectioned","work-in-progress","CLG-506 Factory ITP","checklist","FALSE","FALSE","Patient Drop Off - Factory QA","CLG-506","CLG-506 Factory ITP"
"957f5760-de5a-4cef-8bd7-eb98e58889e9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Patient Drop Off - Factory QA","CLG-507"
"cf255501-8b4c-4161-baf6-d803782f98f0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Patient Drop Off - Factory QA","CLG-517"
"aee2b5a4-0b46-4abe-8102-7482d672ca91","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Patient Drop Off - Factory QA","CLG-518"
"d055ad24-6f7d-421b-aee7-28ecbd65e2c7","","folder-normal","pass","","step","TRUE","FALSE","VU Bridge - Factory QA"
"a3838f50-904c-42f0-81fa-4ccea89f4fbf","","folder-normal","pass","","step","TRUE","FALSE","VU Bridge - Factory QA","CLG-513"
"79583e13-097e-4e2e-9063-686139d19a12","","folder-normal","pass","","step","TRUE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 East elevation"
"42873f10-6c70-4f46-a53d-48d91dbbe099","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 East elevation","NFH-E-BR-01 to NFH-E-BR-05"
"f64f0182-7000-498c-93a4-c1b3c2bec29d","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 East elevation","NFH-E-BR-06 to NFH-E-BR-10"
"2f89431c-83c7-44b4-ab0a-51ce4df36e88","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 East elevation","NFH-E-BR-11 to NFH-E-BR-15"
"ae4116fc-a3f5-471f-84d9-03a27b3f6506","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 East elevation","NFH-E-BR-16 to NFH-E-BR-20"
"b9c0c547-6e08-4e1c-af79-140e0a4a1002","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 East elevation","NFH-E-BR-21 to NFH-E-BR-25"
"7806f3ac-3f32-4c95-b4c9-188733f8062d","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 East elevation","NFH-E-BR-26 to NFH-E-BR-30"
"0517b320-a393-4b1c-a1c0-9ca2ba8db5a0","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 East elevation","NFH-E-BR-31 to NFH-E-BR-34"
"1f390c2f-de44-433c-b5f7-8292376ab8d1","","folder-normal","pass","","step","TRUE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 West elevation"
"e3697470-c106-4a8c-a12a-d0d33a18c887","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 West elevation","NFH-W-BR-01 to NFH-W-BR-04"
"4c01e694-b95e-4c47-8d82-4038e3130953","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 West elevation","NFH-W-BR-05 to NFH-W-BR-10"
"f136d940-a417-470c-bd6f-a78fa20c1069","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 West elevation","NFH-W-BR-11 to NFH-W-BR-15"
"cb8670e8-d6f5-4068-944a-8e5b39d2483f","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 West elevation","NFH-W-BR-16 to NFH-W-BR-20"
"3d74fde6-412c-4c8f-898c-409f6f6bee6a","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 West elevation","NFH-W-BR-21 to NFH-W-BR-25"
"e1f117c0-a50b-4b00-9f1c-88d22600a419","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 West elevation","NFH-W-BR-26 to NFH-W-BR-30"
"374f4b0e-d674-4fb5-8bb8-3789583b051c","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 West elevation","NFH-W-BR-31 to NFH-W-BR-34"
"781013f8-5edc-47bf-b833-e6308eda689a","","folder-normal","pass","","step","TRUE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding "
"c4da1e79-6ae0-49a7-b955-79cbd80fdcaa","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-1 to NFH-BR-B-10"
"1722d7af-dba9-4e1e-b813-8e7e53202f22","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-11 to NFH-BR-B-20"
"f1a21fd4-e40c-4ac2-b2a2-825cbb8ae856","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-21 to NFH-BR-B-30"
"39377570-858f-4c24-a55c-5ab4bc0af73d","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-31 to NFH-BR-B-40"
"0dcbce10-7cdb-438d-acb1-16d3b4139c1d","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-41 to NFH-BR-B-50"
"41b66583-eb29-4005-acb4-4581c0d0261b","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-51 to NFH-BR-B-60"
"13a1279b-0cb6-4422-a87e-62def518936a","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-61 to NFH-BR-B-70"
"16b647db-cf8b-4ec3-b5d4-145eae732c91","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-71 to NFH-BR-B-80"
"f1dc829f-550c-4d8c-9558-36f8a2fa725d","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-81 to NFH-BR-B-90"
"f2e24011-f31f-471a-a995-905c91aeb4fd","","checklist-sectioned","pass","CLG-513 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-513","CLG-513 Bottom underside cladding ","NFH-BR-B-91 to NFH-BR-B-95"
"4710a01e-20ca-4c9c-ae70-225e16f86a71","","folder-normal","pass","","step","TRUE","FALSE","VU Bridge - Factory QA","CLG-514"
"5c5fefb7-166a-4e48-a200-aea47f04b76f","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-001 to BR-T-020"
"5c7151db-f15f-4141-9ae2-e4e9f967ced1","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-021 to BR-T-040"
"8250c4e2-8479-4a81-84a1-d8f79447e078","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-041 to BR-T-060"
"a8babe79-d5dc-4d9a-8f1f-f733aea1e3e7","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-061 to BR-T-080"
"122aa744-b9c3-42de-b3eb-34bbff9ea359","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-081 to BR-T-100"
"9d8338cc-9d7f-4f01-b819-e440d0a4dfcf","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-101 to BR-T-120"
"59509704-b275-4ebe-9256-ba935f9df006","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-201 to BR-T-220"
"8c410a93-d038-4def-89ad-43272dfd6280","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-221 to BR-T-240"
"aa512c7d-209e-41f0-a9df-09e7cb8bcc9d","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-241 to BR-T-260"
"835f3dea-c40e-44e3-980c-0a8251f60fad","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-261 to BR-T-280"
"f93edd09-48d6-40d4-9ad9-5779b6cdd11c","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-281 to BR-T-300"
"dfe447f4-1c2e-4e58-9449-8ad702a1104c","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-401 to BR-T-420"
"986abaed-cd84-4934-a3be-7e4bc68b421a","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-421 to BR-T-440"
"17973f6e-e66b-4408-8859-cd10fbf151d4","","checklist-sectioned","pass","CLG-514 Bridge Factory ITP","checklist","FALSE","FALSE","VU Bridge - Factory QA","CLG-514","BR-T-441 to BR-T-455"
"9ef9e587-bf30-4a01-aa4f-7438795cb38d","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building A - Plant Room Site QA"
"e0ceba03-4cc4-4bdf-b291-adc93b877520","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module "
"16585a32-8977-4884-985b-5fe504080638","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL5-01 to FL5-10 module"
"1b26ec8c-deb8-48ac-968b-e16e663decf0","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL5-11 to FL5-20 module"
"e2f0f778-9a76-4437-a0e3-65d740829796","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL21 to FL30 module (24A and B incl)"
"6f120a48-8700-4c7f-bc2a-61377045169d","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL31 to FL40 module (38A and B incl)"
"aa9afea1-51b5-437e-a233-5ad2147448d3","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL41 to FL50 module"
"07e4e9b9-7c9c-4545-8e03-e73d3bc33df7","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL51 to FL60 module"
"bd12508a-32b7-4143-a717-9a8bd467b985","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL61A to FL70 module (61B incl)"
"5df051be-3761-4065-a8a1-85b125b90e47","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL71 to FL80 module"
"ca9bb59e-aa5f-40c4-bc38-206af78acd70","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL81 to FL90 module"
"4a3ba510-314c-4c66-81c8-0146a457574a","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL91 to FL100 (FL97A and B incl)"
"a889630e-c48a-4f00-993b-81e3771517cf","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL101 to FL110A&B"
