"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f1ec6e51-e50e-45f1-a8ed-a4a466a7ebda","","folder-normal","pass","","step","TRUE","FALSE","Main building"
"4143921c-5eaf-428d-bbe8-48dd2ad5d81b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Main building","Basement 1"
"f55012a4-f9b2-4fc4-89b3-ecfa3aa69a7c","","folder-normal","pass","","step","TRUE","FALSE","Main building","Level 1"
"8c547128-02b3-4257-9572-a746d868d99d","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-63"
"59d58d10-97d1-4f67-9ced-0f2f542a3adb","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-64"
"b98c8662-ad00-4e2a-9b59-5279ba007a6c","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-65"
"7c9efc08-5513-4e44-a6d1-368dc9531437","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-BA80"
"bc1fc1c3-44c9-47ad-a2f5-05152f9aacc7","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-BA86"
"111ea641-3846-4ecb-846b-988b0a9cc315","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC87"
"89316729-d00b-472d-9acd-84ea7f80662d","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC88"
"ba3fd6d2-fc94-447c-9fce-e84e02a728ab","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC89"
"e59f6614-abf5-4674-96a4-3b8c4a45533d","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC90"
"4029ddf7-58dc-406c-bb3c-8ba0b68fa2d7","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC91"
"6e869475-cdab-4d28-ae46-5b9b430473fb","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC92"
"ce6a0c19-0468-418e-ac1b-9ea2411b3de7","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC93"
"f4289cbc-f772-4ce6-b52e-98bcb173ccc0","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC94"
"3913fd90-09b4-4b23-b32a-de45844dbf9d","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC95"
"e32bb081-61cc-48f8-9edf-eef7638586af","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC96"
"ade503e1-0a55-42f3-a4d0-c4b35ef1524b","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC97"
"18c01127-3ed8-4433-b418-b332d54d9475","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC98"
"d81ef101-464e-4a45-b002-9a954096c69f","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC99"
"b29eae9c-8ffd-490e-ab83-bdcd91d2dae8","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC100"
"d08e73af-2f55-4738-ba5a-ca692a0ba3ca","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC101"
"33786f0f-6cba-45f0-ab42-2fb3e17f361a","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 3","L3-PC102"
"a16fd105-6ba5-4b2e-bfbc-9c24e94a30ae","","folder-normal","pass","","step","TRUE","FALSE","Main building","Level 4"
"a09eb7ec-b8fc-4c30-b8fe-dfff00617605","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-01"
"2c5edeb9-ed99-4cc8-b173-8b5a3fc5deb3","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-03"
"34a245d3-0a45-48ef-8c24-3206e26d4385","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-04"
"466f74ca-441a-4e09-b580-4eab622bdc76","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-10"
"4827f099-e8ac-4adf-8940-7eec51e0078d","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-12"
"987c7d99-b779-4eb9-a8bd-4ad0e216bfda","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-19"
"eafac485-55c5-43b1-8a35-f85dde1f48dc","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-21"
"c32a7d95-011c-4b9a-aa47-574b7c3a0a51","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-27"
"ab7c7e08-245d-4bbb-93d2-685e1c508d78","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-30"
"68747450-a465-4b4e-a4aa-90244dfbbd51","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-33"
"c03621bf-e0dd-4fcf-8427-322ca685819a","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-74"
"e6dc328b-9178-41bb-a19c-e91f6b3b2bf4","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-PL75"
"6927aea3-9510-4348-89ae-e90579c3a70c","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-76"
"3d748f3c-82e4-4b35-b0e2-747183818795","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-77"
"1aeb632c-f0d9-4de3-a9e0-bec5f2d9ea11","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-PL78"
"f8c8158e-2ed8-4265-8e85-2d21e842c80d","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 4","L4-79"
"3ec07173-8039-4849-af28-57f2b3f5c723","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 4","L4-14"
"437e1dab-8e92-439b-912b-54f75aab9c3e","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 4","L4-16"
"721d8dec-4044-43e5-8cfa-5dde36418700","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 4","L4-18"
"ace94edd-e809-4637-9559-fe1a0babaed2","","folder-normal","pass","","step","TRUE","FALSE","Main building","Level 5"
"14364031-989d-485f-8ef0-dacfaaf5a3aa","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-01"
"ad91665b-1c2a-4d4b-895f-21eb005d27bd","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-02"
"1e3f255a-3a42-4bdc-89a1-d3c06445a65f","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-03"
"101061e4-c6f2-4b70-9290-316f606c4114","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-04"
"b47ff112-2f1a-4666-8659-73c515978e3c","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-05"
"af4bfc13-7553-4c1f-9809-f40485bfbe96","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-06"
"585be903-90d4-4141-9092-78f56571e290","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-07"
"69b38b9d-8f89-49c4-82e0-4b36756f9b00","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-08"
"85f85e8d-7012-4c65-9f61-a3de37144e09","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-09"
"a71ce362-ea4d-4e93-b00c-5515e6822bb8","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-10"
"956b6545-4e8c-412a-a33e-5558706d55b1","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-11"
"b82e6d97-9445-4c92-af7a-a3a522952f08","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-12"
"54f37df7-6f9c-4ceb-9b32-d6cdfd90c9a9","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-14"
"858c17b4-e52b-4503-8a1d-72df28bbe4a7","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-15"
"54617b8c-10c1-4c58-aba4-8c7e96aa23d2","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-16"
"836c92bf-334e-4a09-8d81-b3d9884a5844","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-18"
"62753a4e-c1ea-4b81-986d-e3df0e8cf310","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-19"
"0ec82a51-01d8-4ebd-8e9a-355359ae14a4","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-20"
"eadb72b2-2fca-47ab-ae07-d221b1eeee76","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-21"
"0759ab16-15de-4830-b56d-ca11c0a20fd4","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-23"
"92ff6fe5-e9dd-435e-8978-4cae381faaf2","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 5","L5-24"
"9f720cff-7e74-4e23-ad55-2b4a16a7ea89","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 5","L5-25"
"418eb7ef-9eb9-4f6f-9766-ba0a001c4f2b","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-26"
"4fdc4ef6-4f29-4609-86b5-fdf8347f3906","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-27"
"dec0eb2e-a1d8-46ca-b2d5-de374abb2c60","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-28"
"5618e8b8-18ad-4645-a4ef-540f3a56a03a","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-30"
"55b23ebe-493c-47be-99c8-9b3950af6aa3","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-32"
"15e9fced-d7f0-49b2-a207-f9d07721aef9","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-34"
"f92ee393-96f9-4ea9-8487-e04d65f704a8","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 5","L5-49"
"2fa75a75-9c1c-496f-9fe3-46bfee926945","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 5","L5-65"
"77beb162-f79c-463a-8cca-155a2f29337b","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 5","L5-BA86"
"52283225-1501-4370-8bda-d6ceb446c91d","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PC87"
"b7888854-f49f-4ea6-8ed9-fc5cd51b7408","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PC88"
"818ee27e-9d1f-44f7-82e3-6104eff2b6da","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PC89"
"059d93d7-2e74-4abf-901d-a0047e7ae10b","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PC90"
"87f94fd5-7070-4ae8-a7aa-215d8e54d28b","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-PC91"
"6e04fb44-b492-4164-a74e-3956fa733a72","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-PC92"
"2bc4c67f-bf7a-4ca3-b91f-905e1d21e7fe","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PC93"
"e971294e-ccd2-467c-97e8-6948788fc7cc","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PC94"
"482c5ad1-0e1e-46c3-bbea-9d6e4f258c82","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PC95"
"4f6e417e-eb72-4442-9129-00b5e4bd77fc","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PC96"
"7b505698-5c0b-444f-97ca-f58e2a36cf5f","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-PC97"
"5963adb0-6295-4f35-b808-0f3973acaf0e","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-PC98"
"5ad63317-2260-4f70-881d-39920e5ca247","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-PC99"
"54c6833d-46d5-462a-9468-a45f6417bb45","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-PC100"
"8680d81b-088c-4546-a19a-709dd5adc374","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-PC101"
"3a5a8805-f777-41b8-8126-3736910a53f1","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 5","L5-PC102"
"1a6244be-fe26-4244-9780-8bf732206326","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PL75"
"99bb1d59-7ff7-4876-a8af-3bb285530f22","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 5","L5-PL78"
"dcc56c71-6b01-475a-891c-2007fd0778e6","","folder-normal","pass","","step","TRUE","FALSE","Main building","Level 6"
"e272fbc6-39ba-4d05-850a-ff7dda53a007","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 6","L6-49"
"e427f7d9-2379-40c0-9f65-9cfaec33158f","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 6","L6-50"
"40feeecf-4588-40a2-a30f-0566ea57f40d","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-51"
"37a91317-d68b-4430-bd8a-c8146aaec8a4","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-52"
"055bc63c-3afd-45cd-b931-0d4f962c0553","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-53"
"1d164da8-b0de-4501-827b-3edd2316efc1","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-54"
"2e78b96c-6d09-4c8a-a6b9-d9e8e0d46466","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 6","L6-55"
"2532f466-90d3-4fb3-a00d-d982a39f8ac0","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-56"
"0bbf9e1e-706d-4b95-9081-86d845995382","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-57"
"ca8c807f-224b-45f9-9f23-80eea4d7cb5e","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-58"
"ca0c145a-5ced-4346-b5ee-56afe4bd726b","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-59"
"7eb97c9f-c09f-440a-9c3b-936f84560ccd","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 6","L6-60"
"21f2e257-9e23-48e7-a877-aeeef16e15e1","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-61"
"510162c4-5ade-4a29-a00e-746029fa7851","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-62"
"9abb9b95-a9f8-4acd-b339-c20af5025e80","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-63"
"9eda7e13-72ce-4003-b449-ba33f9e2d1c5","","checklist-sectioned","pass","34cdb47050cbd80b3499eb4330bfe4476633d7bdd61e6a4368003405652aa941","checklist","FALSE","FALSE","Main building","Level 6","L6-64"
"b5a61874-65cc-4bec-8be4-5f22c592087f","","checklist-sectioned","pass","5d3ba4c83abecc8a4c0dc265c2ad34314bf0da4f45289fcc50feb93355eea0f7","checklist","FALSE","FALSE","Main building","Level 6","L6-65"
"01b68b05-b1df-4db5-bdec-b46f2bb991bb","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 6","L6-BA80"
"e6a71562-c686-400f-9e11-5bb3f5986f18","","checklist-sectioned","pass","7d050428083ce5dd79f825a144d759288127b9ee543d0835509745daf16074e6","checklist","FALSE","FALSE","Main building","Level 6","L6-BA86"
"c6386db4-dada-4485-a18f-5e12bf108ecc","","folder-normal","fail","","step","TRUE","FALSE","Tower 1"
"bfef6c77-d989-4013-918c-72e34ff4546d","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 7"
"2937a2be-4225-42dd-8a65-f5d9395d042d","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P01"
"f58e13e5-ec87-4e19-8edd-e5d0fa98c063","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P02"
"29392b1a-d05a-4d34-af98-3e3322e4bca6","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P03"
"cb8561a0-dcab-4980-a698-82bfe29e0f87","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P04"
"598d4536-83bc-4dc1-9072-cbaf912504ed","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P05"
"01f0a1fc-5a9b-4bd7-aeb5-98c8badabf41","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P06"
"8fbec40c-be7a-4962-864c-2fc3882b0289","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P07"
"03a3666c-a262-4b8c-9639-ac2cfcba822e","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P08"
"f11fcdbd-3992-40a5-a9a5-a30a05166c18","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P09"
"11596d81-15c9-4228-b1b6-b093087e2d52","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P10"
