"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"732aee84-4fa5-452a-8968-20b17b4700cd","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"38305679-ec3c-431c-bd08-23e1e8c2558c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1"
"324be19d-fdfe-40aa-ae1f-45be6db10640","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 1"
"43efa462-0b95-4aac-8423-f7d3f9c85dd3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 1","Apartment 101"
"c0aedf90-57fa-4e87-bbf1-afb392470dd7","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 305","Bathroom Floors"
"b1e425d5-eebc-4bec-9e6c-af8ba8455131","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 305","Laundry Floors"
"56472ec5-da67-4b37-b1c4-fd3b3a915444","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 305","Kitchen Floors"
"8cbe4b4e-9711-4729-955c-424f42b102c6","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 305","Walls"
"4493c3a4-a238-4865-aed5-c537a56945af","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 305","Splashback"
"cfd75848-3a69-4e50-9d1a-0684201825fa","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 305","Balcony Floor"
"742e73c6-e2bb-476b-a7c8-3bbfa7a5ad1d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 3","Apartment 306"
"c289f5de-121b-4496-ac74-0694f4037e39","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 306","Bathroom Floors"
"e0e02d7a-9392-4c18-95ce-36f7dee5dce0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 306","Laundry Floors"
"6288ca20-facc-46cf-90be-20b41e10865c","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 306","Kitchen Floors"
"1f7da768-cd55-4812-95f4-d07cdb1ff96f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 306","Walls"
"0421cf89-f530-4e00-baf0-5c377097364e","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 306","Splashback"
"433f40dc-868f-42f9-bbd9-df359ef50f69","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 306","Balcony Floor"
"a622b502-8bc0-42ca-af1b-56b07e0e7ba8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 3","Apartment 307"
"388ad7f2-af64-4158-86ef-759a4246d821","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 307","Bathroom Floors"
"a2c432f1-0efc-4ea2-bcb7-716028ed0580","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 307","Laundry Floors"
"06fa3778-aba1-43d8-b8a5-524e28e4e7c2","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 307","Kitchen Floors"
"ba320f90-462e-48f4-9396-438d26970f53","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 307","Walls"
"a3a719fc-010f-40cc-a98a-99ef3076f3db","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 307","Splashback"
"55fcfd43-705a-4539-b4c4-6ac79a3ce23f","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 307","Balcony Floor"
"06221082-a95a-467e-8569-c9facc2dbfed","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 3","Apartment 308"
"4aec953b-18d8-45f2-8fc2-4a5b5d8614b4","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 308","Bathroom Floors"
"4aad78c1-76e9-425d-83f0-6c770e24c3d8","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 308","Laundry Floors"
"cca679c0-2a23-4dd3-a8b8-5b0ac8079925","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 308","Kitchen Floors"
"aae2ac2e-9152-42ed-8164-592e93b4f9d0","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 308","Walls"
"bb5c2e0b-9035-433a-9132-5322052b2712","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 308","Splashback"
"f4b612c5-438d-4676-8f98-65e47180bc8c","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 3","Apartment 308","Balcony Floor"
"3a7f0ccb-e842-461b-9edb-23a44be82c52","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4"
"6ceb795a-bafc-4991-b1b9-0715abb55f85","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4","Apartment 401"
"6a03eb3f-d729-48fb-aadc-c7c0dfb1d84d","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 401","Bathroom Floors"
"a621d3d3-1d9c-4659-ac73-de365b4c1a9a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 401","Laundry Floors"
"e0155e94-c899-4dbc-9fbf-0ca34fcb44ec","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 401","Kitchen Floors"
"1f901b0d-80a7-4078-988b-8602ba66fad1","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 401","Walls"
"b67b77dd-f688-4d50-9e45-d76864b22deb","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 401","Splashback"
"ff4beaf2-386d-4d66-a1b4-1a704d8b6d7e","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 401","Balcony Floor"
"a94f8987-d053-4c5f-80f8-4b514ea4f358","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4","Apartment 402"
"fef9bb3c-5c99-43cb-a7f7-f7b0b269e23a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 402","Bathroom Floors"
"34f70e3f-3b52-4a6e-a0a3-1940face7a45","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 402","Laundry Floors"
"c393c8a2-aae3-48b8-a258-e53266d01556","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 402","Kitchen Floors"
"059f0001-324f-4332-897b-8fc0685304da","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 402","Walls"
"96e5f558-2957-4242-9d29-c8dc8904fb04","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 402","Splashback"
"bf8928c5-0573-4d0b-8c44-d5dce5027dcd","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 402","Balcony Floor"
"9ca530f8-3d12-4d1d-9f95-42ac804566d7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4","Apartment 403"
"18f6b905-f3c8-4006-9f14-3cfdaea74177","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 403","Bathroom Floors"
"28982417-04be-4997-839a-beebc93178d4","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 403","Laundry Floors"
"4334c793-42d4-4b80-aa93-6284aac3eb22","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 403","Kitchen Floors"
"96f841c0-43f5-4656-b129-b8ff93b8be76","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 403","Walls"
"55e72888-2c3a-4678-82a9-10f2cc8b0750","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 403","Splashback"
"be8dd83d-600a-4856-bf39-356b25b7dbdc","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 403","Balcony Floor"
"4aeb9cd8-6614-40e9-be76-30fa731a85a0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4","Apartment 404"
"c2e8a51f-44e5-4abb-a38a-cab5f6254b48","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 404","Bathroom Floors"
"71e07d6b-16e7-4abf-85cc-90a767fe6573","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 404","Laundry Floors"
"5d99c4ab-2985-4b8c-86a7-e193ad8fbca7","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 404","Kitchen Floors"
"93489014-fe32-44b3-be29-004f11224ebd","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 404","Walls"
"af9201a7-e8ba-4a49-9e52-dc2882af1057","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 404","Splashback"
"849cbede-adcd-4655-9f99-c0b25ef46a28","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 404","Balcony Floor"
"143e95fa-e2bf-4200-9dfb-f0c08d43fb2d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4","Apartment 405"
"8026d40a-fa25-455d-a3d8-406fd73fd373","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 405","Bathroom Floors"
"7239b5c3-a5fa-4cb7-89b9-0ea4ea0daf27","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 405","Laundry Floors"
"06c8e12e-28ed-436c-a8cc-a790da07022a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 405","Kitchen Floors"
"620a5d23-86d8-474f-a02a-40cdadbcb8d3","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 405","Walls"
"a83b42b9-7adf-4317-b452-493b19dea1a3","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 405","Splashback"
"29440997-29bb-49ba-89e8-5fd3dce1c99c","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 405","Balcony Floor"
"81d0b677-98b7-46a7-8da7-8ca9a54ace2e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4","Apartment 406"
"69115bac-a55f-4df4-b2cf-07b9638a27e8","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 406","Bathroom Floors"
"04b560c6-495f-4930-b986-ebbda8b09ff5","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 406","Laundry Floors"
"ee41314f-2abe-41b0-9400-f45be00ef9f3","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 406","Kitchen Floors"
"4fbe15ba-f455-4fea-a055-7346052e3063","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 406","Walls"
"2b7adb45-7788-4a8c-a759-a3ca7d8faff8","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 406","Splashback"
"b09df88e-4a1a-4fe4-b463-2e989de4a7a7","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 406","Balcony Floor"
"051ae862-6fc2-44a7-b629-11c017d04f9a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4","Apartment 407"
"785f4dc3-029f-42d2-9768-a7a22da1654f","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 407","Bathroom Floors"
"15c6db92-61e8-43d2-992f-1db20700d9ba","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 407","Laundry Floors"
"b4619b03-56d0-420f-93b9-9a3d8b246c46","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 407","Kitchen Floors"
"318745b4-4ec7-4726-983c-591358505091","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 407","Walls"
"72fc9661-11a7-403b-a55c-e4243864c7ba","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 407","Splashback"
"0d617aa8-d9b4-49f9-8fff-863719427a61","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 407","Balcony Floor"
"ca156020-228d-4034-8b40-01212c427d7a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 4","Apartment 408"
"ba3edf9b-8cd3-4d04-860a-f33c0f5b2b00","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 408","Bathroom Floors"
"e88777f0-66f7-4b6e-9eea-6acb07902c05","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 408","Laundry Floors"
"49975bf7-8f9b-4dfa-ae13-16a9b595469e","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 408","Kitchen Floors"
"52c0cb04-2b71-48b9-af6e-231060a073da","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 408","Walls"
"4e1c3091-fd5f-4211-a59f-ebe4e2a8651d","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 408","Splashback"
"bcff688d-c207-4658-b224-9259830272e4","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 4","Apartment 408","Balcony Floor"
"91ca5c2d-e3c1-4f8c-923a-aec20fee4d7a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 5"
"157da622-0e0c-4c6e-840c-1237386ae9b8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 5","Apartment 501"
"a30761e4-ef47-4aef-be9d-14b319e9f932","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 501","Bathroom Floors"
"f7f86204-8ace-41ea-a4fd-a88c8ed12486","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 501","Laundry Floors"
"204b630a-37b6-4600-b512-5bc00e59f8cf","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 501","Kitchen Floors"
"fb355638-3c3a-4cef-a07a-08fef1d26df6","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 501","Walls"
"1ca3557d-4c56-4b83-b3fd-323845bc2d89","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 501","Splashback"
"1691a855-d16d-42b6-a9bd-71b99c5cc36c","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 501","Balcony Floor"
"d93fcf3e-f22a-47f0-aee7-aaccea17705e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 5","Apartment 502"
"19ed6f58-3ae1-40a1-bb61-f92007a441c0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 502","Bathroom Floors"
"bf054d5f-2dc5-42f4-bbc8-85b26b89d8b3","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 502","Laundry Floors"
"05933f29-5006-41e2-8e0c-64326d1e7026","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 502","Kitchen Floors"
"a1a87e80-bf54-4e69-89f3-8fd3a925ad6c","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 502","Walls"
"ca6a0e58-26a8-4874-901e-4a57b517246d","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 502","Splashback"
"f2b4853c-ef92-42a6-8dd0-94b4fe973cf2","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 502","Balcony Floor"
"6f3bca8a-79b2-4511-9275-b5b95173fbd7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 5","Apartment 503"
"4bc117ee-4387-4736-b790-4031545c90ef","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 503","Bathroom Floors"
"676f845c-e071-4528-a73d-0252f846f103","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 503","Laundry Floors"
"7534ecc8-8eeb-44f3-b9f7-8ed00aebefa2","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 503","Kitchen Floors"
"7d8a6e76-3c7c-42ec-a12b-c1fe42df3b45","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 503","Walls"
"8a1c7897-6708-4d2b-9a37-298a05f501af","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 503","Splashback"
"92497041-cb6e-4ea6-8b06-8b40d1c9858b","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 503","Balcony Floor"
"b1168513-d0f8-43b5-9c18-68dc457381cd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 5","Apartment 504"
"f2e4e37b-319b-4b38-9523-f2fe891f9877","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 5","Apartment 504","Bathroom Floors"
