"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"732aee84-4fa5-452a-8968-20b17b4700cd","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"38305679-ec3c-431c-bd08-23e1e8c2558c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1"
"324be19d-fdfe-40aa-ae1f-45be6db10640","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 1"
"43efa462-0b95-4aac-8423-f7d3f9c85dd3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 1","Apartment 101"
"0556224c-7cac-4780-905c-190a3e08c480","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 7","Apartment 705"
"71bce798-e580-430e-8509-e8a5d9f1c5ab","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 705","Bathroom Floors"
"90a3cda5-bcd5-4023-87f9-325db9214601","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 705","Laundry Floors"
"796db7df-2612-452a-a074-e10d1321d284","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 705","Kitchen Floors"
"71103104-5455-4215-9622-df9a3d39eaec","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 705","Walls"
"ab05ac16-3bb6-4c4f-b623-cc9293ff67b6","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 705","Splashback"
"78cb5bd5-aaf5-49ca-bf9f-8f83a9157fd2","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 705","Balcony Floor"
"a32dc6b6-dd0e-4c4c-b4af-c046152aef98","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 7","Apartment 706"
"033b8a33-5187-4da2-9380-2ed93c6055d0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 706","Bathroom Floors"
"4f34d7e5-660f-4e76-81b0-60c19e56f965","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 706","Laundry Floors"
"fc2f6649-5056-41fd-93a8-222755fe924a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 706","Kitchen Floors"
"dfb60759-b3a1-4306-81c4-9885e32a700f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 706","Walls"
"2dba5160-a7d3-46c8-bd23-d11b46b43806","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 706","Splashback"
"0f2789ac-ac26-4079-9444-04d56ccb0b00","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 706","Balcony Floor"
"67760ba8-e4c3-4e37-8341-172adbcd63c9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 7","Apartment 707"
"d4202755-9f23-4b0d-8c0e-e97af73d6887","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 707","Bathroom Floors"
"d0be8727-5aab-4af0-b2ff-41112f03fd10","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 707","Laundry Floors"
"2e50d9de-7052-456e-98ce-1b051b2a7623","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 707","Kitchen Floors"
"0d4b2d52-5a2c-4839-8d06-a28436c6cfe0","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 707","Walls"
"f44340d7-850e-4f9e-b178-02390fe54e7f","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 707","Splashback"
"5c31e67f-ab3d-429f-91a0-07d03303de49","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 707","Balcony Floor"
"2396160d-bfa7-400b-8d85-ea4f25c38807","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 7","Apartment 708"
"2e7a8b82-cab4-48ef-9e7d-55ffba5462ba","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 708","Bathroom Floors"
"2df109ff-f988-4ae2-976d-83e066d7f613","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 708","Laundry Floors"
"c751ee4e-bf19-4907-b8ac-d5d44d9eb817","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 708","Kitchen Floors"
"8ccfac5b-1d1d-4121-876b-ec9db9dfe79f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 708","Walls"
"424c6026-6446-4b2a-99da-2812cb4f8fb5","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 708","Splashback"
"e9d369f1-1fad-465b-bfe0-697598d47494","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 7","Apartment 708","Balcony Floor"
"1a68046d-6dbd-4e0f-979d-fa47fc25db62","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8"
"96159f63-115b-44bf-9987-0cc57b8d7444","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8","Apartment 801"
"c32bee5e-7323-4d3f-b884-0898a2e4f321","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 801","Bathroom Floors"
"5889afd3-a4fb-4259-8a4a-0eec0a9f4ecb","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 801","Laundry Floors"
"5fc8667d-33a3-464e-8d68-860bb168fde8","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 801","Kitchen Floors"
"4cbaee5f-7bbc-42f2-a3c7-17f40cef5bd7","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 801","Walls"
"bb31f40f-dd2b-47e8-9319-e9967765d5cd","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 801","Splashback"
"2b0894ea-b3c5-4d48-9ae5-cf668918c240","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 801","Balcony Floor"
"39f90048-b9b6-4c17-9013-46282082fc4f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8","Apartment 802"
"4a365a0f-0150-473f-a551-c5de5b100d45","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 802","Bathroom Floors"
"c813ef9f-7a62-4566-82e4-254ef22bc8ea","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 802","Laundry Floors"
"d6c718d6-8a8c-4c33-b007-490f547c8a5d","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 802","Kitchen Floors"
"136a923a-2d46-4ee5-a86f-ee199941baac","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 802","Walls"
"876331e4-b849-4c1d-9b7b-28aaa21c5e8b","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 802","Splashback"
"12738510-8fc4-4104-8de5-5478d06f18f7","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 802","Balcony Floor"
"8b006e3f-e233-4224-b074-031abb642eb1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8","Apartment 803"
"901dad82-1a54-4333-a530-317db88ac2f7","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 803","Bathroom Floors"
"8d16ce9e-ec39-419e-a9a7-7c68f1757926","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 803","Laundry Floors"
"0630d81a-c34a-4602-b996-323f647481a3","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 803","Kitchen Floors"
"c4f73006-a3a4-48bc-aa17-e73974e11d8a","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 803","Walls"
"dacc4164-2e19-4e1e-9040-658239752375","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 803","Splashback"
"b0b9738b-8f9d-405e-8a1c-30e3934b5160","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 803","Balcony Floor"
"74c77c89-916d-4558-bf28-2a59ac6ec25e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8","Apartment 804"
"5d5a8dac-cf7d-426a-9eae-b2fa9e617629","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 804","Bathroom Floors"
"3ecb70c4-2a09-4a70-adad-1e499ffa0489","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 804","Laundry Floors"
"6b9dabd7-f868-4c2c-be7d-764aa6ceba32","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 804","Kitchen Floors"
"024f2b2c-eb8c-4a30-85f4-0a0226b4769f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 804","Walls"
"177ad26e-b15b-4b43-ab2e-b2b0d41186bc","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 804","Splashback"
"c4ac0578-8569-4063-a01c-f4fdfcf0946c","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 804","Balcony Floor"
"112f3e60-a769-4ec7-bc5d-ed4e643225a1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8","Apartment 805"
"3994a155-133b-4b57-8edd-20f11682d891","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 805","Bathroom Floors"
"b3699477-7255-4654-93a9-8f725433816b","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 805","Laundry Floors"
"5c853050-c09d-4561-8923-09981d6524bd","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 805","Kitchen Floors"
"f7b69b9c-6c59-4377-b4c7-e1af8bd5eff6","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 805","Walls"
"2641ba90-ddb6-48ea-a16b-91f02d3d44fa","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 805","Splashback"
"59086c39-19ce-411a-9df4-6f554de6fd70","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 805","Balcony Floor"
"e4e20b6d-90fb-4442-9faf-27abfc3d8dc8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8","Apartment 806"
"4f167afe-be2b-42df-b3f7-adee9cb5f505","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 806","Bathroom Floors"
"c601cbef-f57d-47f7-b1d8-d892ae9f223c","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 806","Laundry Floors"
"d40e16ce-cad7-476f-b8de-4178f39f7732","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 806","Kitchen Floors"
"23b45d50-2bbf-4154-b41b-bdb96353bb49","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 806","Walls"
"c951593d-ddae-40ae-96e0-50c3cd4f0609","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 806","Splashback"
"8a08847f-9234-4927-9212-ef0ed45e4645","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 806","Balcony Floor"
"294d8a2e-aba2-441c-815e-83e1b11a008a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8","Apartment 807"
"ece49a11-9a78-44f2-bdc5-1be39b846198","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 807","Bathroom Floors"
"01960bd5-4269-4b00-a60d-5e2dc5a09daf","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 807","Laundry Floors"
"27e558b6-8f4e-4385-895a-0cf7fdc18b4e","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 807","Kitchen Floors"
"9dfc2847-fde3-4d9d-ac4f-fde4d099ed94","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 807","Walls"
"f714ea96-0974-4e57-b026-d8cc35588b4c","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 807","Splashback"
"1f48f467-0c95-4766-98fc-b19e87a5dd56","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 807","Balcony Floor"
"5dd6c84d-a16c-435e-b8b2-93cc9c59c5a1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 8","Apartment 808"
"8443581f-74f5-40a8-bd9c-d78210bcaa62","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 808","Bathroom Floors"
"1e69b30a-a1fb-4b34-9aff-76d97aa46877","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 808","Laundry Floors"
"42eb3ca5-1931-45a9-a890-a648ff82bf99","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 808","Kitchen Floors"
"1f421639-8e80-47c8-aa10-410f248e254c","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 808","Walls"
"a55ea008-8c0b-4353-83bf-534499ccc56c","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 808","Splashback"
"08b34681-d630-451d-b232-9f9ec570e1eb","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 8","Apartment 808","Balcony Floor"
"0c3692c8-544d-4961-b622-517aec5701de","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9"
"2a84618b-0adb-4532-b3a3-42b7cf430c77","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9","Apartment 901"
"635bdda4-ff33-4a74-b9b4-cd98cc8406d2","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 901","Bathroom Floors"
"8447ad47-2a1b-4ce3-8777-e9dd978b7e67","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 901","Laundry Floors"
"41cfdf2e-9ecd-4656-85f0-490d3a70456e","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 901","Kitchen Floors"
"b688f3ae-0e21-4f99-947b-292cc425ad59","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 901","Walls"
"cec9692d-53a4-47aa-ab5b-3fcb5ceb4893","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 901","Splashback"
"8ec5f70f-2b14-4298-bb3b-794547e57a8f","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 901","Balcony Floor"
"8614d366-3471-4f4b-9a2a-b94b14a79e2c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9","Apartment 902"
"759bb4c4-0215-4e7c-9f17-88e56e088363","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 902","Bathroom Floors"
"a97491c6-d489-4f70-987c-b5e7601099c0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 902","Laundry Floors"
"34b736c4-40da-4f4b-a060-aaaeec8e169f","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 902","Kitchen Floors"
"03912216-0867-4a87-97fc-b95176996b7a","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 902","Walls"
"c9e5a332-6939-4fad-a6fb-9dc7b64a6b00","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 902","Splashback"
"97f16eee-5c9c-44c0-863b-fb60fadd4b13","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 902","Balcony Floor"
"543c9da9-4048-4958-947e-82ee95a8e591","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9","Apartment 903"
"4dc843ac-0ee5-4885-9103-6057955ff9a1","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 903","Bathroom Floors"
"729d4570-41cb-4dac-be99-87080d3ed814","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 903","Laundry Floors"
"70ceba6f-a1a7-456e-b8a0-653b902ec9b9","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 903","Kitchen Floors"
"7a4550bb-6759-4f5c-8761-626e263761f7","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 903","Walls"
"93fac2af-6f7e-42e0-92bb-4e6c0bbeae28","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 903","Splashback"
"23ae0eae-fbe4-40ee-855d-ee3ac1848687","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 903","Balcony Floor"
"f074a2f6-ca7a-474c-93ff-6bbccb7c38dc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9","Apartment 904"
"38404fe0-2de1-420d-8a6d-006d697e78f5","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 904","Bathroom Floors"
"20deeaaf-e829-40c5-be30-9802c239c600","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 904","Laundry Floors"
"30c49c86-372b-4d9d-8f5d-4df66264a5b2","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 904","Kitchen Floors"
"4384ae16-636b-4776-98b1-1dc0e43c7f20","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 904","Walls"
"6d4c0a1b-8d1c-4c29-af68-95af8bc41c3b","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 904","Splashback"
"00ecf568-02dc-47c8-9d60-da04c2a47719","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 904","Balcony Floor"
"972e908e-6ee3-4f92-9b67-07f5ec5cdd4f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9","Apartment 905"
"79633efb-ab83-48ed-9771-8d3903b655ba","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 905","Bathroom Floors"
"c1ebbba5-f3ca-4453-a59e-d6d994893b49","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 905","Laundry Floors"
"e0081ffe-bc52-4e35-aea9-5287c57c1800","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 905","Kitchen Floors"
"efcb1f6d-da79-4d88-ad4b-d8b985d3439f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 905","Walls"
"fb65f0ae-b4f5-4390-89a3-bc73f1cad6c1","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 905","Splashback"
"9251dc36-e0fa-440a-b49d-8313e1ff7419","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 905","Balcony Floor"
"506359cb-ce89-482d-93d0-9132118f727c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9","Apartment 906"
"9b1940f1-2d64-48bc-8ead-1b584e7274bd","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 906","Bathroom Floors"
"171e6a85-a434-4d4c-80f9-8b338989084d","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 906","Laundry Floors"
"bdf44156-61d1-426f-9277-dacabbe74bc6","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 906","Kitchen Floors"
"359e7c6b-1159-414c-b203-b685801ef09e","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 906","Walls"
"3a3d0e9e-fe80-41d6-8004-64b5e303d7e1","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 906","Splashback"
"f83b4deb-1acc-4744-8255-fb9fd2dc04cf","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 906","Balcony Floor"
"520b88e6-01d5-4485-b230-a471df94a985","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9","Apartment 907"
"1fd05a2d-045c-4298-9b03-61d9584c4740","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 907","Bathroom Floors"
"56145e0d-771c-4a3d-b7b6-d91da2006d88","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 907","Laundry Floors"
"8a42bcbb-5c8a-4b10-ad57-fb0c708277a8","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 907","Kitchen Floors"
"5a95352a-fbb0-4ab3-94f3-bca74f7da266","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 907","Walls"
"2a73cc03-a7bb-485a-82de-15d79f75fa8f","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 907","Splashback"
"b883bc9e-8906-4df0-8cf1-b62783545ce7","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 907","Balcony Floor"
"ee60d734-9f13-420e-ae7d-90a883e12d0a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 9","Apartment 908"
"fd54f216-4399-4277-a510-54a4c4defd63","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 908","Bathroom Floors"
"36a0ad1c-7bce-4ef3-8ac0-b5406c2e1bab","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 908","Laundry Floors"
"c4d149fe-b8ba-450e-a56d-4d7debd2b043","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 908","Kitchen Floors"
"d9b1b5db-c1dc-443d-82cc-b201530ef619","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 908","Walls"
"3babac58-16f4-4701-8453-c17cff374414","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 908","Splashback"
"4d88764e-c70f-4180-b2c5-315addc7d662","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 1","Level 9","Apartment 908","Balcony Floor"
"15c5ac2f-cffc-40c3-8094-8213f76180e9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 2"
"f61d5fe2-d843-4e5d-9ca1-e969e5794724","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 2","Level 1"
"23f44889-1af1-484a-9e39-df4d5940fae9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 2","Level 1","Apartment 101"
"42d0e07a-5c78-4aa8-a1e4-68b2511389e5","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 2","Level 1","Apartment 101","Bathroom Floors"
"2379182a-9311-4768-9645-cabbe6362930","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 2","Level 1","Apartment 101","Laundry Floors"
